Magazine Title: 삼천리 제4권 제6호
Publication Date: 1932년 05월 15일
Article Title: 夏日夜話 (Summer Night Talk)
Author: Not specified
Article Type: 소식 (News/Tidings)

Summer Night Talk

Will Tosan be extradited?
According to results gathered through all of Samch'ŏllisa's information networks, it seems Tosan (島山) will inevitably be extradited to Chosŏn. First Yŏ Unhyŏng came, then Ku Yŏnhŭm, and now Tosan too is coming, so quite a lot of people from Sanghae are coming. The time of Tosan's extradition will probably be after the interrogation at the Sanghae Consulate General is finished and most of those implicated or considered accomplices are arrested, bringing the case to a close, so it will likely take at least another month. In Yŏ Unhyŏng's case, he departed from Sanghae, went via Nagasaki to Pusan, arrived in Sŏul, and was immediately detained in the Kyŏnggi-do Police Department detention center. Inspector Tanabe (田邊) (now transferred to the Harbin Special Service Agency), chief of the Police Department's Higher Thought Section, interrogated him. If Tosan follows the same path, he will surely be interrogated by Chief Miwa (三輪) of the Police Department. I hear that Tosan's nationality, since he went to America (米国) before the Nationality Law came into effect and then returned to China (中國), means he has no family register (籍) in Chosŏn but was naturalized (入籍) in China. Also, it's said he planned to go to America whenever he had the chance to obtain American (亞米利加) citizenship. Word is that he was delaying because the travel documents weren't being issued easily, but anyway, now that things have turned out this way, discussing nationality seems pointless.

What charges will Tosan face when he arrives, and how long a sentence will he receive? Will it be heavier than Yŏ Unhyŏng's? How would I know? Unless one is a judge. However, listening to the observations of experts, if he is not directly involved in the recent bombing incident (society generally observes, based on his usual political opinions and actions, that he likely has no connection to this incident, and assuming that observation is correct), he would eventually be caught under the Peace Preservation Law violation, the Decree (制令) violation, or the Security Law violation. There seems no reason he would fall under the Peace Preservation Law violation because he is not a communist, so there's no reason to be punished as a communist activist; thus, it seems unlikely to apply to him. Second, regarding the Decree violation, the period when he engaged in political activities as a nationalist was over ten years ago, so it's likely subject to the statute of limitations. Third, the Security Law violation is considered the most likely charge. Given that Yŏ Unhyŏng was also charged under this law, that observation seems plausible. However, these things depend on the judicial official's investigation, and we need to wait and see for a while longer. Anyway, while still in Sanghae, he was said to be fasting (?), and word is that various organizations are undertaking some kind of movement, but I don't know the definite details either.

Mourning Ms. Ch'oe Yŏngsuk
As reported in detail last time, Ms. Ch'oe Yŏngsuk (崔永淑氏), a female Bachelor of Economics graduate from a Swedish (瑞典) university, tragically ended her 29-year-old youth in a room of her home some time ago, calling her lover's name, vanishing without a trace like a meteor that had floated in the blue sky. Hearing this sad news, the Indian (인도) young man has reportedly canceled his trip to Chosŏn and spends his days grieving, looking up at the blue sky, only consoling his lover's spirit. Speaking of that Indian young man, his father was a Korean man and his mother an Indian woman; he was born from an international marriage, and his family name is said to be No (盧氏). Of course, since he is naturalized (入籍) in India, he is an Indian.
He and Ms. Ch'oe Yŏngsuk were deeply in love and even held a formal wedding ceremony in Bombay (뽐페이), India. Therefore, Ms. Ch'oe was not a "Miss" but a "Madam," and giving birth was a perfectly legitimate matter.
I hear that when she met her lover in India after finishing her studies at the Swedish University, the Indian young man strongly urged her to live a married life in India for a long, long time. However, with profound filial piety, Scholar Ch'oe (崔學士) said, "A lover can be met again in this world, but parents, once they pass away, can never be seen again..." and temporarily parted with her lover to return home. Even after that, messages asking her to come came frequently from the Indian young man, and money was also occasionally sent.
So, what does that Indian young man do? His father, Mr. No (盧氏), a Korean, went to India decades ago and ran a trading business (貿易商), and it's said the son is likely continuing the family business (父業).

Also, Ms. Ch'oe Yŏngsuk's family was not originally so poor. Her father was a devout Christian, holding important positions (職任) in the church and being very active, while also running a fish business (魚商). However, one winter, the price of pollack (明太) plummeted drastically, causing his business to fail, and from then on, they lived in great hardship. According to what I hear, Scholar Ch'oe's premature death was due to money. Recently, she needed rest from overwork (劇務), but lacked the financial means, and her body became indescribably fatigued, which was reportedly the biggest cause. That seems plausible, as recently, together with Ms. Pak Indŏk (朴仁德), Ms. Hwang Aesidŏk (黃愛施德), and others, she was involved in establishing rural schools and promoting cultural movements for rural women. Ms. Ch'oe was in charge of compiling the textbooks for the peasant school and was always in the library. It's said she often skipped breakfast and dinner while doing so. Because of this, her close friend Ms. Im Hyojŏng (林孝貞) laments greatly, saying that poverty killed the precious Scholar Ch'oe. Indeed, Chosŏn society treats talented people (才人) too poorly and too heartlessly.

Chosŏn Ilbo President's Path
Didn't the president of the Chosŏn Ilbo (朝鮮日報) suddenly become Elder Yu Chint'ae (兪鎭泰 翁)? Society seems quite surprised, calling it a rather sudden event (突發事). As far as I know, the initial candidates proposed for the presidency were Hŏ Hŏn (許憲), Hong Myŏnghŭi (洪命憙), and Yu Chint'ae. But do societal affairs ever proceed solely based on reputation (譽論) and prestige (名望)? Elder Yu Chint'ae ended up stepping forward. Whether Mr. Yu will be president forever or not, I cannot predict yet.

Rumor of a Round-the-World Tour Group
It seems the OO Ilbosa (OO 日報社) newspaper company has intentions to organize a round-the-world tour group. Will there even be ten participants willing to shell out ten or twenty thousand won each to go sightseeing? Anyway, at a time when most people are chewing on grass roots and tree bark (草根木皮), it seems too much, and it would be best to refrain from such empty talk (힌소리).

Suspension of the Chungang Ilbo
You must know that the Chungang Ilbo (中央日報) was suspended for 60 days. Because of that, a "starvation pact" (餓死同盟) was organized among the employees, arrests were made, and anyway, there were quite a lot of complications (曲折). For the sake of praying for the revival of that newspaper company, I will keep all the scandals (醜態) covered up for now. Let's talk again as things progress. <11>
<10-11>

**Summary**

This article from May 1932 compiles several news tidbits. It speculates on the impending extradition of the prominent nationalist leader An Ch'angho (Tosan) from Shanghai to Korea, discussing potential charges under colonial law (Security Law likely, Peace Preservation Law unlikely as he wasn't communist). It mourns the recent death of Ch'oe Yŏngsuk, a Swedish-educated economist, linking her demise to overwork compounded by poverty, and mentions her relationship with an Indian man of Korean descent. The piece also reports on leadership changes at the Chosŏn Ilbo, dismisses rumors of a newspaper sponsoring a world tour as inappropriate during hard times, and briefly touches upon the recent 60-day suspension of the Chungang Ilbo and the resulting staff unrest, promising more details later.

For historians, the article offers insights into the colonial surveillance and legal mechanisms used against Korean nationalists like An Ch'angho and Yŏ Unhyŏng, distinguishing between nationalist and communist charges under laws like the Peace Preservation Law and Security Law. It highlights the precarious situation of Korean intellectuals like Ch'oe Yŏngsuk, suffering from poverty despite education, reflecting broader social conditions. It also provides glimpses into the contemporary media landscape, including leadership struggles (Chosŏn Ilbo) and government suppression (Chungang Ilbo suspension). The mention of specific Japanese police officials (Tanabe, Miwa) involved in interrogating activists is also notable.

**Named Entities**

島山	도산	Tosan (An Ch'angho)
삼천리사의 모든 정보기관을 통하여 아러본 결과 島山은 아모리 하여도 조선에 호송될 듯하다고 하네, 압서 呂運亨이 오고 그 다음에 具然欽이 오고 이제 또 島山마저 오니 上海의 사람은 퍽으나 만히 오는걸, 도산이 호송되는 시기는 아마 상해 총영사관의 취조가 끗나고 또 連累者나 혹 공범으로 볼 만한 사람들이 대부분 잡히어 사건이 일단락을 지을 때에 올 것이니 적어도 압흐로 1개월은 걸닐걸, 여운형 때에는 상해에서 출발하여 長崎를 거처 부산으로 서울에 도착되어 그 거름으로 경기도 경찰부 유치장에 유치되고 경찰부의 고등사찰계주임 田邊 경부(지금은 哈爾賓 특무기관으로 전근)가 취조하엿스니까 도산도 그 경로를 밟는다면 필연 경찰부의 三輪 주임의 취조를 밧게 될걸, 드르니 도산의 국적은 국적법 시행 전에 米國으로 갓다가 도로 중국에 와 잇섯슴으로 조선에는 籍이 업고 중국에 入籍하엿다고. 그리고 기회만 잇스면 米國으로 건너가서 亞米利加 국적에 入籍할 계획이엇다네. 그런 것이 旅行券이 잘 나오지를 안어서 遷延하고 잇섯다는 말이 들이는데 엇잿든 이러케 되고 보면 국적 운운은 議論할 여지가 업는 세음이 되엿지.

도산이 드러오면 무슨 罪名을 쓰고 얼마나 刑期를 밧을가고 하는가. 무에 呂運亨보다 重할가고 하는가? 그야 낸들 엇더케 알 수 잇나. 재판관이 아닌 이상에 그러치만 전문가의 관찰하는 것을 드러보면 그가 최근에 이러난 爆彈 사건에 직접 관계만 업다면(세상에서 모다 안의 평소의 정치적 의견과 행동으로 보아 이번 사건에는 관계가 업스리라고 관찰하는데 그 관측이 올타고 가정하고) 결국 치안유지법 위반이나 制令 위반이나 保安法 위반에 걸닐 터인 바 治維法 위반에는 걸닐 까닭이 업는 것이 그는 공산주의자는 아니니까, 공산운동자로서 罰을 밧을 까닭이 업스니 그에는 해당하지 안을 듯하다 하며 둘재의 制令 위반도 그가 민족주의자로서 정치운동을 한 시기에는 십여 년의 녯날 전인즉 時效에 걸니기 쉽겟다고도 하며 셋재의 보안법 위반이 가장 걸니기 쉬우라는데 呂運亨도 이 법에 걸니엇든 점으로 보아 그러케 관측하는 것도 그럴 듯 하이. 그러치만 이런 것은 사법관의 取調 如何와 또 좀더 시일은 두고 보아야 알 일이야. 엇잿든 아직 상해에 잇슬 동안에 그는 단하고 잇섯대, 그리고 여러 단체에서 무슨 운동을 하고 잇다는 말이 들니는데 나도 확실 여무를 모르겟네.

哀悼 崔永淑氏
瑞典 대학 출신의 여류 경제학사 崔英淑씨가 哀惜하게도 얼마 전에 自宅의 一室에서 애인의 일홈을 부르면서 29의 청춘을 一期로 하고 蒼空에 떳든 한낫 流星이 소리업시 사라지드시 얏갑게 저 세상으로 자최를 감추엇다 함은 지난번에 자세히 보도한 일이어니와 이 悲報를 드른 그 인도 청년은 조선에 오기를 중지하고 蒼天을 향하야 오직 애인의 靈을 慰勞하면서 애통하게 지낸다는데 그 인도 청년으로 말하면 아버지는 조선 사람이요 어머니는 인도 여자로 국제 결혼 속에서 출생된 분인 바 本名은 盧氏라고 한다 한다. 물론 인도에 入籍하엿스니 인도인이라.
崔최英淑씨와는 熱愛하는 사이가 되면서부터 인도 뽐페이 시에서 정식으로 결혼식까지 거행하엿섯다. 그럼으로 최씨는 孃은 아니고 女史로, 아해나은 것도 떳떳한 일이다.
듯건대 瑞典大學을 마치고 인도에 이르러 애인을 맛낫슬 때 그 인도 청년은 오래오래 인도에서 결혼생활을 할 것을 주장하였스나 崔學士는 「애인은 이 세상에서 두 번 맛날 수 잇스나 부모야 한 번 도라 가시면 다시 뵈올 수 업스니...」하는 지극한 효심으로 애인과 잠간 이별하고 귀국한 터이엇섯다. 그 뒤에도 인도 청년으로부터 屢次 오라는 기별이 오고 돈도 각금 왓섯다고.
그러면 그 인도 청년은 무얼하는 가고 하는가. 그 아버지되는 조선인 盧氏는 수십년 전에 인도에 가서 貿易商을 경영하든 분이라는데 아마 父業을 그냥 계승하고 잇다고 하데.

그리고 崔英淑씨 집안도 원래부터 그러케 가난하엿든 것은 아니고 그 아버지되시는 이는 신실한 기독교 신자로 교회의 중요한 職任까지 맛고 만히 활동하고 게시는 한편 魚商을 하다가 한해 겨을 明太 시세가 크게 폭락하면서부터 그만 장사에 실패하고 그제부터는 퍽으나 곤궁하게 지내엇는데 들이는 말에 崔學士가 너무 빨니 작고한 것은 돈 때문이엇대. 최근에 그는 劇務에 휴양을 하여야 할 것인데 돈의 여유가 업서 육신이 말할 수 업시 피로하여진 것이 가장 큰 원인이엇다 한다. 그도 그럴것이 최근 朴仁德, 黃愛施德 씨 등과 함께 농촌학교와 농촌부녀의 문화운동을 이르키고저 농민학교에서 쓸 교과서를 최씨가 마터 편찬하느라고 늘 도서관에 드러가 잇섯는데 대개 朝夕을 충분히 자시지도 못하고 그리 하엿다는바, 이 때문에 그와 절친한 林孝貞씨는 가난이 앗가운 崔學士를 죽엿다고 여간 애통하여 하지 안는 터이다. 실로 조선 사회는 才人을 대함에 너무 薄하고 너무 無情하다.

朝鮮日報 社長 經路
朝鮮日報 社長이 돌연 兪鎭泰 翁으로 되지 안엇는가. 퍽으나 突發事이라고 사회에선 놀나는 모양인데 내가 알기에는 처음에 사장의 名望으로 오른 이가 許憲, 洪命憙, 兪鎭泰의 三氏엇는데 어듸 사회의 일이 譽論과 名望으로만 되는가? 兪鎭泰 翁이 出馬하고 만 것인 바 兪氏가  압흐로 萬年 社長이 될는지 아니 될는지 아직 나도 예측할 수 업네.

世界一週觀光團說
OO 日報社에서 세계일주 관광단을 꾸밀 意嚮이 잇는 듯하다는데 일이만원식 내번지고 구경다닐 參加員이 열 명이 될가? 아무튼 多數人은 草根木皮를 씹는 이때에 너무힌 즛이고 힌소리야 삼가는 것이 조흘걸.

中央日報의 休刊
中央日報가 60일 休刊을 한 줄은 자네도 알 터이네만은 그 때문에 社員 사이에 餓死同盟이 조직되고 檢束까지 당하고 엇잿든 퍽으나 曲折이 만엇는데, 나는 그 新聞社의 復活을 비는 裏情으로 일절의 醜態를 當分 덥허두기로 하겟네. 차츰 일 進行을 보아서 또 이약이삼세.＜11＞
＜10-11＞
