Magazine Title: 三千리 제16호
Publication Date: 1931-06-01
Article Title: 日本 三大 無産政黨 解剖 (Analysis of Japan's Three Major Proletarian Parties)
Author: 林元根 (Im Wŏn'gŭn)
Article Type: 논설 (Editorial/Commentary)

日本 三大 無産政黨 解剖
						林元根

Labour-Farmer Party (勞農黨)

Introduction
Regarding how necessary the firm unity of Japan's workers and farmers is to confront the entrenched power bloc of Japan's capitalists and landlords, the Comintern's "Theses on the Japanese Question" records the following:
"Farmers can only achieve victory in their struggle to obtain land under the leadership of the working class. Looking at history anywhere, peasant movements not led by the proletariat have only ever repeated failures."
"In a country like Japan, where farmers occupy the majority of the population, the proletariat being independent from the farmers carries the greatest danger, and it also provides the bourgeoisie with their most potent weapon. The alliance between the proletariat and the farmers is absolutely indispensable from the perspective of any class interest."
"The driving force for XX regarding XX are the proletariat, the farmers, and the propertyless citizens. However, among them, the proletariat and the farmers are the most important."
The value of the existence of Japan's Labour-Farmer Party (Rōnōtō - 勞農黨) can be glimpsed even from these few words quoted from the theses. It is one of Japan's three major proletarian parties currently existing, alongside the Popular Masses Party (Taishūtō - 大衆黨) and the Social Democratic Party (Shamintō - 社民黨), waging a joint struggle front composed of the worker and farmer strata against the Japanese bourgeois class.
The late Mr. Yamamoto Senji (故山本宣治氏), who tragically became a victim of XX in the spring of 1928 (Shōwa 3), was the only steadfast proletarian Diet member elected from this party (excerpt - original text). Isolated in his Diet seat, he cried out for the immediate interests and XX of the entire Japanese propertyless masses. Furthermore, when the first prefectural assembly member elections under the Universal Suffrage Law were held simultaneously nationwide in September 1927, the Labour-Farmer Party, through relentless struggle, managed to capture half of the 26 seats won by all four of Japan's proletarian parties at the time.
"All struggles towards the acquisition of political freedom!" This indeed is the consistent slogan upheld by the Japan Labour-Farmer Party. Since then, amidst a turbulent past history fraught with overlapping waves, the party has sought only what needed seeking and discarded what needed discarding, bravely continuing the struggle under the banner of this slogan. When neighbouring China was engulfed in the whirlpool of revolution, and anti-Zhang Zuolin sentiment reached the point of influencing Chinese political power, the Japanese government, which stubbornly adhered to a pro-Zhang policy at the time, did not miss the opportunity and openly interfered. The Labour-Farmer Party, along with other proletarian parties, indignantly rose up, organized the "League for Non-Intervention in China" (對支非關涉同盟), and launched a fierce nationwide movement for non-intervention in China.
Not only that, but during the Tanaka cabinet in 1927, when the first military expedition to China occurred, it again launched fierce movements opposing the deployment in various places. Following the outbreak of the financial panic and instability that spring, it initiated movements such as factory representative conferences and farmer assemblies across the country to counter the attacks of capitalists, landlords, etc. The Labour-Farmer Party has constantly, without forgetting its historical mission, devoted all its efforts to clearly guiding and indicating the path forward for the worker and farmer strata. <17>

Birth and Battle Record of the Labour-Farmer Party
However, the currently existing Japan Labour-Farmer Party, which hails Mr. Ōyama Ikuo (大山郁夫氏) as its party leader today, has truly trodden a difficult path to attain its present development and position. Its midwife, its very first predecessor, was the formation of the "Labour-Farmer Political Party" (勞農政黨), Japan's first proletarian party centered around the Japan Farmers' Union (日本農民組合), six years ago in December 1925 (Taishō 14). However, the new emergence of such a historic proletarian party met the fate of immediate dissolution on its founding day under the XX suppression of the Kenseikai cabinet.
But the movement to reorganize the proletarian party soon arose in succession. Initiated by the Japan Farmers' Union, the Government Enterprise Labour Federation (官業勞働總同盟), etc., by mid-January 1926, immediately after the dissolution, the "Preparatory Consultative Meeting for a Proletarian Party" (無産政黨準備懇談會) was held in Ōsaka. As a result, excluding the four left-wing groups – the Council (評議會), the Political Study Group (政治硏究會), the Proletarian Youth League (無産靑年同盟), and the Suiheisha Youth League (水平社靑年同盟) – a nationwide Labour-Farmer Party was established on March 5th of the same year by centrist and left-wing organizations: Japan Farmers' Union, Japan Federation of Labour (日本勞働總同盟), General Federation of Japanese Labour Unions (日本勞働組合總聯合), Japan Pottery Workers' League (日本製陶勞働同盟), Government Enterprise Labour Federation, Tokyo Municipal Railway Employees' Self-Governing Association (東京市電自治會), Japan Cooks' League (日本司廚同盟), etc. This was the predecessor of the current Labour-Farmer Party.
Within this social democratic Labour-Farmer Party, which thus pursued a policy of closing its doors to left-wing activists, as time passed, the XX left-leaning consciousness, burning like a prairie fire, managed to occupy its rightful place and colour it. Consequently, at the 4th Central Committee meeting on October 24th of the same year, an inevitable split between the two major camps, left and right, finally occurred. This was not accidental but signified a fundamental split in principles, causes, and policies. Simultaneously, within the Japanese proletarian camp, four proletarian parties briefly jostled: the Social Masses Party (社會民衆黨) centered around Abe Isoo (安部磯雄氏), one of the withdrawn right-wing leaders, the Japan Labour-Farmer Party (日本勞農黨), and the Japan Farmers' Party (日本農民黨).
Thereafter, the Labour-Farmer Party – the purely left-wing Labour-Farmer Party after the purge of right-wing cadres – adopted militant tactics at a fairly rapid tempo and defended the stronghold of the left-wing camp.
However, the Labour-Farmer Party, having thus painstakingly arranged its formation, was once again forced to overcome thorny difficulties. Encountering the March 15th Incident (3,15事件), which stained a page of history, it once again met the tragic fate of dissolution.
March 15th, 1927! (Note: should be 1928 based on historical context of the March 15 Incident) An unprecedented whirlwind of mass arrests swept the entire land of Japan. Over a thousand XX elements scattered throughout the country were rounded up, over four hundred party offices simultaneously suffered raids, and hundreds of thousands of documents were confiscated.
But (ellipsis - original text) a single breath was still flickering. The New Party Organization Preparatory Committee, braving all difficulties, finally, through a grand founding convention spanning three days in December of the same year, managed somehow to give birth to a X-legal organizational body called the "League for the Attainment of Political Freedom" (政治的 自由獲得同盟). This was because even the New Party Organization Preparatory Committee lost its legality on the third day of the convention.
The League, born in this way, achieved steady growth for some time under the banner it newly raised. However, the ensuing April 16th Incident (4,16事件 - Note: occurred in 1929) once again deprived its camp of many core members. The heart-wrenching sorrow of the remaining struggling elements, feeling endless emptiness in the face of repeated calamities, can only be imagined.
So, what course of advance did they,徘徊ing (wandering) through such gates of life and death, rising seven times only to fall, falling eight times only to rise again, finally grasp?
They finally tried one last rising. They practiced it completely. When the proposal for establishing a New Labour-Farmer Party (新勞農黨) was advocated, a grand founding convention was boldly held at the Shiba Kyōchō Kaikan (芝協調會舘) in Tōkyō over two days, November 1st and 2nd, 1928.

Conclusion

Boldly enduring such repeated ordeals and accumulating a battle record of grim struggles, today's Labour-Farmer Party has developed its growth and is making its healthy existence known to the world. The party dispatches its leader, Ōyama Ikuo (大山郁夫氏), to the Diet to proclaim its principles and assertions, while on the other hand, it is concentrating its entire fighting strength on the struggle against unemployment, election struggles, and the struggle to rebuild left-wing labour unions. (The issue of its temporary dissolution is omitted.)
Due to limited space, I cannot provide a more detailed report, but I <18> believe that the above sufficiently clarifies the history of the Labour-Farmer Party's development to this day, the important position it occupies on the Japanese proletarian movement front, and furthermore, its raison d'être. However, I wish to conclude by introducing its fundamental spirit, the party's platform, and its more important current policies.
Platform
1. Our party struggles for the defense and expansion of the daily interests of workers, farmers, propertyless citizens, and all other oppressed peoples.
2. Our party makes the expansion and strengthening of labour unions and farmers' unions its important task.
3. Our party aims for the unification of the proletarian class front.
4. Our party struggles for the acquisition of political freedom for all oppressed peoples.
Policies
1. Freedom of speech, publication, assembly, and association.
4. Abolition of the Peace Preservation Law, the Public Order Police Law, the Law for the Suppression of Violent Acts, and all other laws suppressing the proletarian class.
5. Punishment for all punishments, arrests, confinements, and house intrusions not based on judicial process; state compensation for wrongful convictions and unjust detentions.
6. Punishment of officials for abuse of authority, unjust restraint, violence, insults, bribery.
7. Absolute public access to trials, public election of jurors by general vote and expansion of their authority.
8. Improvement of treatment in prisons and police stations, freedom of reading, visits, and exercise, immediate release on bail after completion of preliminary examination and abolition of bail money.
9. Abolition of political police and secret funds.
13. Acquisition of the right to organize, the right to strike, and the right to collective bargaining.
16. Acquisition of a minimum wage and minimum salary system.
17. Acquisition of an unemployment benefits system funded by capitalists.
19. Abolition of the Labour Dispute Conciliation Law.
22. Establishment of cultivation rights, absolute opposition to the seizure of standing crops, cocoons, and other agricultural products, and entry prohibition.
24. Abolition of compulsory inspection of rice, wheat, and other agricultural products.
31. Acquisition of special treatment systems for youth and women workers, abolition of youth and women apprenticeship systems.
32. Freedom of research for students and pupils and establishment of self-governing rights within schools.
35. Abolition of legal, economic, and social discrimination against women.
41. (excerpt - original text)
42. Abolition of secret diplomacy.
44. Absolute opposition to imperialist wars, etc. (To be continued) <19>

**Summary**

This article details the tumultuous history of the Japanese Labour-Farmer Party (Rōnōtō), one of Japan's three major pre-war proletarian parties, from its origins in 1925 to its status in 1931. It highlights the party's ideological basis in Marxist thought (citing the Comintern), its focus on uniting workers and farmers against capitalists and landlords, and its constant struggle against government suppression, including multiple forced dissolutions (following its initial formation and the March 15th Incident) and subsequent reorganizations under figures like Ōyama Ikuo. The party's platform and policies, emphasizing political freedoms, workers' rights, land rights, and opposition to imperialism, are presented as evidence of its commitment to the proletarian cause. From the perspective of Korean colonial history, this article is interesting as it provides insight into the left-wing political movements within Imperial Japan, the forces the colonial regime contended with domestically. The Rōnōtō's anti-imperialist stance (Policy 44) and focus on the "oppressed peoples" (Platform 1 & 4), while primarily concerning the Japanese working class, offered a potential, albeit complex and often fraught, point of connection or parallel struggle for colonized Koreans seeking liberation, even if direct collaboration was limited or suppressed.

**Named Entities**

日本	니혼	Nihon
合法的	합법적	Legal.
組織體	조직체	Organized body.
産出	산출	Production; giving birth to.
揭揚	게양	Hoisting (a flag); advocating (an ideal).
成長	성장	Growth.
일구다	이루다	To achieve; to accomplish (older form: 일워왓스나).
簇生	족생	Sprouting thickly; occurring in succession.
剝奪	박탈	Deprivation; stripping of.
닥치다	닥치다	To approach; to befall.
災厄	재액	Disaster; calamity.
끗업는	끝없는	Endless (older spelling: 끗업는).
空虛	공허	Emptiness; void.
늣기다	느끼다	To feel (older spelling: 늣기다).
殘存	잔존	Remaining.
斷腸	단장	Heartbreak; extreme sorrow.
슬품	슬픔	Sorrow; sadness (older spelling: 슬품).
推量	추량	Guess; conjecture.
남아지	나머지	Remainder; the rest (older spelling: 남아지).
잇슴즉하다	있음직하다	Seems plausible; likely to exist (older spelling: 잇슴즉하다).
相對死生門	상대사생문	Gate of life and death confrontation.
徘徊	배회	Wandering; lingering.
捕促	포착	Grasping; seizing.
最後	최후	The last; final.
一起	일기	One rising; one attempt.
트라이하다	트라이하다	To try.
完全히	완전히	Completely.
푸랙틔스하다	프랙티스하다	To practice.
提案	제안	Proposal; suggestion.
唱道	창도	Advocacy; proposing.
兩日	양일	Two days.
敢行	감행	Daring execution; carrying out boldly.
敢히	감히	Boldly; daringly.
受難	수난	Suffering; ordeal.
惡戰苦鬪	악전고투	Desperate struggle; fighting against heavy odds.
싸다	쌓다	To pile up; to accumulate (older spelling: 싸아).
健全	건전	Healthy; sound.
알니우다	알리다	To make known; to inform (older spelling: 알니우고).
一方	일방	On the one hand.
全面的	전면적	Overall; comprehensive.
失業	실업	Unemployment.
再建	재건	Reconstruction; rebuilding.
集中	집중	Concentration.
解消	해소	Dissolution; resolution.
省略	생략	Omission.
制限	제한	Limitation; restriction.
紙面	지면	Page space (in a publication).
關係	관계	Relation; connection.
詳細	상세	Detailed.
報道	보도	Report; news.
傳하다	전하다	To convey; to transmit.
上述	상술	Aforementioned; stated above.
由來	유래	Origin; history.
占有	점유	Occupation; possession.
線上	선상	On the line of.
아울너	아울러	In addition; furthermore (older spelling: 아울너).
理由	이유	Reason.
根本精神	근본정신	Fundamental spirit.
綱領	강령	Platform; program.
當面政策	당면정책	Current policies; policies facing the party.
끗트	끝	End; conclusion (older spelling: 끗트).
紹介	소개	Introduction.
一切	일절	All; entirely.
被壓迫民衆	피압박민중	Oppressed masses/people.
日常利益	일상 이익	Daily interests.
擁護	옹호	Defense; protection.
伸張	신장	Expansion; extension.
擴大	확대	Expansion; enlargement.
强化	강화	Strengthening.
任務	임무	Task; duty.
統一	통일	Unification.
期하다	기하다	To aim for; to expect.
言論	언론	Speech; press.
出版	출판	Publication.
集會	집회	Assembly; meeting.
結社	결사	Association; organization.
自由	자유	Freedom; liberty.
治安維持法	치안유지법	Peace Preservation Law.
治安警察法	치안경찰법	Public Order Police Law.
暴力行爲取締法	폭력행위취체법	Law for the Suppression of Violent Acts.
廢止	폐지	Abolition; repeal.
裁判	재판	Trial; judgment.
處罰	처벌	Punishment.
逮捕	체포	Arrest.
監禁	감금	Imprisonment; confinement.
家宅侵入	가택침입	House intrusion; trespassing.
寃罪	원죄	Wrongful conviction; false charge.
不當	부당	Unjust; unfair.
拘留	구류	Detention.
國家	국가	State; nation.
賠償	배상	Compensation; reparations.
職權濫用	직권남용	Abuse of authority.
拘束	구속	Restraint; custody.
暴行	폭행	Violence; assault.
凌辱	능욕	Insult; humiliation.
收賄	수뢰	Bribery.
官吏	관리	Official.
絶對公開	절대공개	Absolute public access.
一般投票	일반투표	General vote; plebiscite.
陪審員	배심원	Juror.
公選	공선	Public election.
權限擴張	권한확장	Expansion of authority/power.
刑務所	형무소	Prison.
警察署	경찰서	Police station.
待遇改善	대우개선	Improvement of treatment.
讀書	독서	Reading.
面接	면접	Visit; interview.
豫審	예심	Preliminary examination (legal).
終結	종결	Conclusion; termination.
卽時保釋	즉시보석	Immediate release on bail.
保證金	보증금	Bail money; security deposit.
政治警察	정치경찰	Political police; secret police.
機密費	기밀비	Secret funds; confidential expenses.
團結權	단결권	Right to organize.
罷業權	파업권	Right to strike.
團體協約權	단체협약권	Right to collective bargaining.
最低債銀	최저임금	Minimum wage (older term: 債銀 'wage money').
最低俸給制	최저봉급제	Minimum salary system.
資本家負擔	자본가부담	Burden on capitalists; funded by capitalists.
失業手當	실업수당	Unemployment benefit/allowance.
勞働爭議調停法	노동쟁의조정법	Labour Dispute Conciliation Law.
耕作權	경작권	Cultivation right; right to farm.
確立	확립	Establishment.
立毛	입모	Standing crops.
繭	견	Cocoon (silk).
農産物	농산물	Agricultural products.
差押	차압	Seizure; attachment (legal).
立入禁止	출입금지	Entry prohibition; no trespassing (立入 - 'entry').
米麥	미맥	Rice and barley/wheat.
强制檢査	강제검사	Compulsory inspection.
靑少年	청소년	Youth; adolescent.
婦人	부인	Woman; lady.
勞動者	노동자	Worker (using different Hanja for 'labor': 勞動 vs 勞働).
特別待遇制	특별대우제	Special treatment system.
徒弟制度	도제제도	Apprenticeship system.
學生	학생	Student.
生從	생도	Pupil; cadet.
硏究	연구	Research; study.
校內	교내	Within the school; campus.
自治權	자치권	Right of self-government; autonomy.
女子	여자	Woman; female.
法律上	법률상	Legally; according to law.
經濟上	경제상	Economically.
社會上	사회상	Socially.
差別撤廢	차별철폐	Abolition of discrimination.
秘密外交	비밀외교	Secret diplomacy.
帝國主義	제국주의	Imperialism.
戰爭	전쟁	War.


---------------------------


잡지명	삼천리 제16호
발행일	1931년 06월 01일
기사제목	日本 三大 無産政黨 解剖
필자	林元根
기사형태	논설

日本 三大 無産政黨 解剖
						林元根
勞農黨
緖言
日本의 資本家와 지주들의 뭉처진 旣成勢力을 對抗하기 위하야 日本의 勞働者와 農民의 뭉처진 굿세인 團結이 얼마나 必要한가 함에 대하야 콤민란『日本問題에 관한 테-제』에는 아래와 가티 記錄되엿다.
『農民은 土地를 엇으려는 鬪爭에 잇서 오즉 勞働者階級의 指導下에서만 勝利를 어들 수 잇다. 어느 곳의 歷史를 보던지 푸로레타리아트에게 指導되지 안는 農民運動은 항상 失敗를 거듭하엿슬 뿐이다』
『日本과 가치 人口의 太半이 農民을 占領하고 잇는 나라에서는 푸로레타리아트가 農民과 獨立하고 잇는 것은 最大의 危險을 가지고 잇는 것이며 또한 그것이 부르쥬아지들에게 가장 有力한 武器를 提供하는 것이다. 푸로레타리아트와 農民과의 同盟은 엇더한 階級의 利益으로 보던지 絶對不可缺의 것이다』
『XX의 XX에 대한 推進力은 푸로레타리아트와 農民과 無産市民이다. 그러나 그에도 푸로레타리아트와 農民이 가장 重要하다』
日本의 勞農黨은 우에 引用한 몃마듸 테-제의 말로서도 足히 그 存在의 價値를 엿볼 수 잇다. 그는 至今 日本에 現存하고 잇는 大衆黨, 社民黨과 함께 日本3大 無産政黨 中의 한아로서 日本부르조아階級에 대하야 勞働者, 農民層으로 合成된 共同鬪爭戰線을 버리고 잇다.
1928년(昭和3년)봄 뜻하지 못한 XX의 犧牲이 되여바린 故山本宣治氏는 同黨으로부터 當選된 오즉 한아 充實한 無産代議士이엇스니 (略-원문) 議會席上에 狐立하야 日本全無産大衆의 當面利益과 XX을 위하야 絶叫하엿스며 同1927년9월에 이르러 普通選擧法에 의한 日本最初의 府縣會員選擧가 全國的으로 一齊히 施行되자 勞農黨에서는 쉬지 안는 奮戰을 거듭한 結果 그 當時 全日本4個 無産政黨으로부터 選出된 26명 當選者 中에서 能히 그 半數를 自黨에서 占領하게 되엿다.
『모든 鬪爭을 政治的 自由獲得에로!』 이것이야말로 實로 日本勞農黨의 支持하는 終始一貫의 슬로간이다. 爾來 波瀾重疊한 지난 歷史속에서 同黨은 오즉 차즐 것을 찻고 바릴 것을 바리면서 이 슬로간 旗幟下에서 勇敢한 鬪爭을 꾸준히 이어나왓스니 일즉이 隣邦中國이 革命渦中에 잠겨 反張作霖熱이 中國政權을 左右하게까지 이르매 그 當時 親張主義를 固執하던 日本政府는 機를 노치지 안코 이에 公然한 干涉을 하게 되자 同勞農黨은 다른 無産黨과 함께 憤然히 起立하야 『對支非關涉同盟』을 組織하고 全國的으로 猛烈한 對支非關涉運動을 일으키엿다.
뿐만아니라 1927년 田中內閣當時에 處하야 第一次對支出兵이 잇게 되자 이에 또 한 各地에서 猛烈한 出兵反對運動을 일으키엿스며 同年 봄 例의 金融恐慌動搖가 發生함을 따라 全國各地에 工場代表者會議 밋 農民大會 等의 運動을 일으켜 資本家, 地主 等의 攻擊에 對抗하는 等 勞農黨은 恒常 그의 歷史的 使命을 忘却하지 안코 勞働者, 農民層에게 향하야 그들의 歸趨할 進路를 잘 指導明示하기에 全努力울 다하여 왓다.＜17＞

勞働黨의 出生과 戰績
그러나 今日 大山郁夫氏를 黨首로 推戴하고 잇는 現存한 日本勞農黨은 今日과 가튼 發展과 地位를 엇기까지에 實로 多難한 階段을 밟아 왓스니 그의 産婆役을 가진 最初의 前身이랄 것은 至今으로부터 6년전 1925년 (大正14년) 12월에 日本農民組合을 中心勢力으로 한 日本最初의 無産政黨인 『勞農政黨』의 結黨 그것이엇다. 그러나 이가튼 歷史的 無産政黨의 새로운 出現은 그 結黨初日에 잇서 憲政內閣의 XX한 彈壓下에 卽刻解散의 運命을 가지고 말앗다.
그러나 無産政黨再組織運動은 뒤를 니어 곳 일어낫다. 日本農民組合, 官業勞働總同盟 等의 發起로써 解散卽後인 1926년1월中旬 頃에는 발서 『無産政黨準備懇談會』가 大阪에서 開催하게 되엿스며 그 結果로 左翼4團體이던ㅡ 評議會, 政治硏究會, 無産靑年同盟, 水平社靑年同盟ㅡ 等을 排除한 中間派와 밋 左翼諸團體ㅡ 日本農民組合, 日本勞働總同盟, 日本勞働組合總聯合, 日本製陶勞働同盟, 官業勞働總同盟, 東京市電自治會, 日本司廚同盟ㅡ 等으로써 同年3월5일에 이르러 全國的 勞働政黨이 樹立되엿다. 이것이 現存勞働農民黨의 前身이엇다.
이가티 左翼鬪士에게 대하야 門戶封鎖政策을 遂行한 社會民主主義的 勞農黨內에도 時日의 趨移를 따라 燎遠의 불길가틔 타오르는 XX的 左傾意識은 그 占領할 바를 能히 占領하야 물드리고 말앗다. 그리하야 그 結果 맛참내 同年10월24일 第4回 中央委員會에 이르러 左右兩大陣營의 必然的 分裂이 發生하고 마랏스니 이는 그대로의 偶然한 그것이 아니라 主義와 原因과 政策과의 根本的 分裂을 말함이며 同時에 日本無産陣營內에는 脫退 右翼幹部中의 一人 安部磯雄氏를 中心한 社會民衆黨 또는 日本勞農黨, 日本農民黨 等 一時는 4個無産黨이 亂入하엿다.
그後로 勞働農民黨ㅡ 右翼幹部淸算後의 左翼純粹된 勞働農民黨은 자못 急速한 템보로 鬪爭的 戰術을 攝取하게 되엿스며 左翼陣營의 狐城을 守하게 되엿다.
그러나 이가티 모처럼 陣容을 整齊한 勞働農民黨은 또다시 蕀路의 難關을 넘게 되엿스니 그는 歷史의 한페-지를 물드린 3,15事件을 逢着하자 또다시 解散의 悲運을 當하게 된 것이다.
1927년3월15일! 未曾有의 大檢擧旋風이 全日本國土를 席捲하자 全國各地에 散在한 千餘의 XX分子가 總檢擧를 當하엿스며 4百餘의 黨事務所는 一齊히 搜索의 遭難을 當하고 數十萬의 書類가 沒收되고 말앗다.
그러나 (中略-원문) 한줄기 呼吸을 발닥이고 잇섯나니 萬難을 무릅쓴 新黨組織準備會는 맛참내 同年12월에 이르러 3日間에 亙한 盛大한 結黨大會를 通하야 何如間 『政治的 自由獲得同盟』이라는 X合法的 組織體를 産出하게 되엿다. 그는 新黨組織準備會조차 大會 第3日에 드러 合法性을 喪失하게 된 까닭이엇다.
이가티 出生된 同盟은 그가 새로히 揭揚한 旗幟下에서 얼마동안 꾸준한 成長을 일워왓스나 뒤를 니어 簇生하는 4,16事件은 또 다시 그의 陣營으로부터 만흔 中堅分子들을 剝奪하고 마랏스니 거듭 닥처오는 災厄에 끗업는 空虛를 늣기게 되는 殘存鬪爭分子들의 斷장의 슬품이야 오로지 推量에도 남아지가 잇슴즉하다.
그러면 이와가티 7顚7起 8倒8起의 相對死生門을 徘徊하고 잇는 그들은 또 다시 엇더한 進出의 코스를 捕促하엿는가?
그들은 맛참내 最後의 一起를 또 다시 트라이하엿다. 完全히 푸랙틔스하엿다. 新勞農黨樹立의 提案이 唱道되자 同1928년 11월1,2 兩日에 亙하야 東京芝協調會舘에서 盛大한 結黨大會가 敢行되엿다.

結論

敢히 이가튼 受難을 거듭하고 惡戰苦鬪의 戰績을 싸아 今日의 勞農黨은 그의 成長을 發展식혀 온 것이며 그의 健全한 存在를 天下에 알니우고 잇다. 同黨은 黨首大山郁夫氏를 議會에 派見하야 自黨의 主義主張을 絶叫하는 一方 全面的으로 失業反對鬪爭, 選擧鬪爭, 左翼勞働組合再建鬪爭 等에 全鬪爭力을 集中식히고 잇다.(一時解消問題가 잇섯던 것은 省略한다.)
制限된 紙面上 關係로써 더욱 詳細한 報道를 傳할 수 업스나 나는＜18＞ 上述한 것으로써 足히 勞農黨의 今日까지의 發展由來와 또한 그가 占有하고 잇는 日本無産運動線上의 重要한 地位며 아울너 그의 存在理由를 밝히엿다고 생각한다. 그러나 이에 더욱 그의 根本精神인 同黨의 綱領과 밋 보다 重要한 諸當面政策을 끗트로 紹介하려 한다.
綱領
1. 我黨은 勞働者, 農民, 無産市民 其他一切의 被壓迫民衆의 日常利益의 擁護와 伸張을 위하야 鬪爭함.
2. 我黨은 勞働組合, 農民組合의 擴大强化를 重要한 任務로 함.
3. 我黨은 無産階級戰線의 統一을 期함.
4. 我黨은 全被壓迫民衆의 政治的 自由獲得을 위하야 鬪爭함.
政策
1. 言論, 出版, 集會, 結社의 自由
4. 治安維法, 治安警察法, 暴力行爲取締法 其他一切의 無産階級抑壓諸法令의 廢止
5. 裁判에 의하지 안은 一切의 處罰, 逮捕, 監禁, 家宅侵入의 處罰, 寃罪及不當拘留에 대한 國家의 賠償
6. 職權濫用, 不當拘束, 暴行, 凌辱, 收賄, 官吏의 處罰
7. 裁判의 絶對公開, 一般投票에 의한 賠審員의 公選及 그 權限擴張
8. 刑務所及警察署에 대한 待遇改善, 讀書, 面接, 運動의 自由, 豫審終結後의 卽時保釋과 保證金廢止
9. 政治警察及機密費의 廢止
13. 團結權, 罷業權, 團體協約權의 獲得
16. 最低債銀, 最低俸給制의 獲得
17. 資本家負擔에 의한 失業手當制度의 獲得
19. 勞働爭議調停法의 廢止
22. 耕作權의 確立, 立毛及繭其他農産物의 差押立入禁止絶對反對
24. 米麥其他農産物의 强制檢査廢止
31. 靑少年, 婦人勞動者, 特別待遇制의 獲得, 靑少年, 婦人徒弟制度의 廢止
32. 學生生從의 硏究의 自由及校內의 自治權確立
35. 女子의 法律上, 經濟上, 社會上의 差別撤廢
41. (略-원문)
42. 秘密外交의 廢止
44. 帝國主義戰爭絶對反對 等等(以下繼續) ＜19＞
＜17-19＞
