Magazine Title: 삼천리 제13권 제7호
Publication Date: 1941년 07월 01일
Article Title: 最近 佛蘭西의 文士와 出版界 (Recent French Writers and the Publishing World)
Author: 在巴里 金光浩 (Kim Kwang-ho in Paris)
Article Type: 잡저 (Miscellaneous writing)

Recent French Writers and the Publishing World
						By Kim Kwang-ho in Paris

1. The Recent French Publishing World

Following the outbreak of the war, and especially after the defeat of France and the entry of German troops in June last year, the French literary world seemed utterly suffocated. However, reflecting the current situation in France, which is gradually gaining political and economic stability, what is the state of this field nowadays?
Looking at the investigation report on the publication of literary works throughout France over the past six months, it shows more activity than we might imagine.
Bookstores in Paris and other cities, which had temporarily evacuated, have now completely recovered their former state. Furthermore, writers who have returned to their homeland, although not yet fully active, are confirmed to be safe in their studies.
They are quite restricted by the censorship system (surprisingly, the German censorship system is lenient, while the Vichy government's censorship is stricter). However, more than anything, <166> the difficulty in obtaining paper is said to be a fatal blow to the publishing world in this country. (France imports five-sixths of its paper from overseas.)
In any case, overcoming these current unfavorable conditions, the fact that over 70 new literary works were published from last autumn until April deserves respect.
Listing the main new publications, first, those directly dealing with the recent Great War include René Benjamin's "Le Printemps tragique" (悲劇의 봄 - Tragic Spring) and Maurice Betz's "Dialogues du prisonnier" (1940年 *捕虜의 對話 - 1940 *Dialogue of the Prisoner) (both published in Paris).
Next, Madame Colette's "Chambre d'hôtel" (호텔의 室內 - Hotel Room), serialized in Paris-Soir until just before the fall of Paris, has been published. Julian Green, an American publisher, remained steadfastly in Paris and published "Varouna" (바르-나). Georges Simenon published "L'Outsider" (外來者 - The Outsider). Charles Plisnier published "Faux Passeports" (鐵槌 - The Hammer) as the third volume of "Meurtres" (殺人者들 - Murders).
Historical works include Jean Héritier's "Catherine de Médicis" (카데리-누·메지치), Volume 7 of Gabriel Hanotaux's "Histoire de la nation égyptienne" (埃及國民史 - History of the Egyptian Nation), and Georges Suarez's "Pétain" (페탄元帥 - Marshal Pétain).
Essay collections include Léon Daudet's "Quand vivait mon père" (내 아버지 게실 때<167> - When My Father Was Alive), Henri Lavedan's "Beaux soirs" (아름다운 저녁 - Beautiful Evenings), and Pasteur's "Correspondance" (書簡集 - Collection of Letters). Travel writing includes Madame Alexandra David-Néel, who traveled in China in 1939, publishing her China travelogue titled "Sous des nuées d'orage" (風雲下 - Under Storm Clouds).
All the above were published in the occupied zone, centered around Paris.
In the unoccupied zone, from the Lardanchet bookstore in Lyon, came Fouques Duparc's third work on Richelieu (푸-크·쥬팔크의 第三番 채의리슈류 - Fouques Duparc's Third Richelieu) and Henri Massis's "Les Idées restent" (理念은 存續한다 - Ideas Endure), which, coinciding significantly with the times, suggested the unification of thought for young philosophers along with the uplifting of national ideals.
Next, from the Aubanel bookstore in Avignon, "Jardins d'Espagne" (스페인園 - Spanish Gardens) by Louis Bertrand of the Académie française (佛翰林院) was published. Meanwhile, the complete works of Marshal Pétain (페탄 元帥全集) are also planned; volume 3, supervised by Jean Thouvenin (짱·토오봐난), was published by SCAN bookstores in Clermont-Ferrand, Paris, Auvergne, etc.
André Demaison's "Latitudes" (緯線) was published by Arthaud bookstore in Grenoble. Another is "Pour l'aviation française" (佛蘭西航空界를 위해서 - For French Aviation) by Costes (로시츠 - likely Dieudonné Costes), the first successful pilot of the non-stop flight between Paris and New York, published by Mont-Louis bookstore in Clermont-Ferrand.
Finally, the posthumous work "Le Mur" (壁은 튼튼하다 - The Wall is Strong) by the playwright Henri Bernstein (앙리-·뽈드), whose recent death <168> we mourn, was published by the same Lardanchet bookstore in Lyon.
It depicts the figure of a French farmer who, even amidst the ashes after his house was burned down by the fires of war, intends to push forward bravely. It says, "The house can be rebuilt. The walls still remain strong," implying that the actual damage is by no means irrecoverable.

II. News of French Writers Since Then

André Maurois and Jules Romains
Having fled the defeated nation of France to the United States, they are each making statements there about the democratic nation France. But what has become of the other famous writers since then?
André Malraux
He joined an armored unit and was at the front, but was unfortunately captured and held in a German POW camp. He escaped and is currently in the Riviera writing "the most important work of my life."
Jean Cocteau
Said to be in Paris, but there is no news, and it's unclear if he is alive or dead.<169>
Antoine de Saint-Exupéry
As an Air Force squadron leader conducting reconnaissance flights over the German lines, he was surrounded by German fighter planes but returned to base after numerous near-death experiences. After the collapse of France, he recently sought exile in the United States. News indicates he is currently turning his combat experiences into a literary work.
Louis Aragon
Like Malraux, he joined an armored unit, participated in the Flanders front, escaped to England from Dunkirk, returned to France two days later, participated again in the battles of the Seine and Loire, was captured like Malraux, and endured such hardship attempting escape that his hair turned white. He reached a small village near Limoges in the unoccupied zone of France and is currently writing poetry and novels.<170>
<166-170>

**Summary**

This article, written by a Korean correspondent in Paris in 1941, reports on the French literary and publishing scene under German occupation. Despite wartime difficulties like censorship (notably stricter from Vichy than the Germans) and severe paper shortages, the publishing industry showed surprising vitality, releasing numerous new works, including war narratives, novels, historical accounts, essays, and travelogues from both occupied Paris and the unoccupied zone. The second part details the situations of prominent French writers: some like Maurois and Romains fled to the US, while others like Malraux, Saint-Exupéry, and Aragon were involved in the fighting, faced capture, escaped, and were attempting to continue writing amidst the turmoil. The article highlights the resilience of French culture and letters even in defeat. From a Korean colonial history perspective, this article is interesting as it shows a continued Korean intellectual interest in European affairs, specifically France, even during global conflict and Japan's own imperial expansion. The report on occupied France, censorship, and cultural resilience might have implicitly resonated with readers in colonized Korea, offering a parallel, albeit distant, to their own situation. The presence of a Korean reporter like Kim Kwang-ho in Paris during this period is also noteworthy.

**Named Entities**

佛蘭西	프랑스	France
기사제목	最近 佛蘭西의 文士와 出版界
필자	在巴里 金光浩
기사형태	잡저

最近 佛蘭西의 文士와 出版界
						在巴里 金光浩
1. 最近의 佛蘭西 出版界

戰爭勃發을 契機로서 특히 작년 6월, 佛蘭西의 敗北과 獨逸軍 進駐로 말미암아서 전혀 佛蘭西文藝界는 窒息觀이였는데 政治經濟的으로 漸次 安定을 얻게 되는 佛蘭西의 現狀에 빛외여 이 방면의 昨今의 狀態는 어떤가.
이 반년, 全佛土의 文藝物出版界의 調査報告를 보면 우리가 상상하는 이상으로 活況을 나타내고 있다.
한때 避難했든 巴里 其他 都市의 서점도 현재는 전혀 舊態를 회복하고, 他方 모국땅을 밟게 된 작가들도 아직 활약하기에까지엔 이르지 않었으나 그들이 그들 書齊에 健在한 것만은 判明해 있다.
檢閱制度(이것은 상상 이상으로 獨逸則 檢閱制度는 緩和한 것이고 되려 비시시-정부의 검열쪽이 엄중한 것이다.)에 의하여 꽤 제약은 받는다. 그러나 무엇보다도<166> 종이 入手困難이 이 나라 出版界에도 致明的 打擊이라 한다.(佛蘭西는 종의 6분의 5를 해외에서 수입하고 있다.)
어쨌든 이러한 現下의 악조건을 극복하고 昨秋부터 4월까지에 70種 이상의 文藝物의 新刊을 내고 있는 데는 경의를 표해도 좋다.
다음 주요한 新刊物을 들어보면 위선 금번 大戰에 直接主材를 취한 것에선 루네·반쟈망의 「悲劇의 봄」과 모-리스·베에츠의 「1940年 *捕虜의 對話」의 두 개다.(두개 다 巴里에서 출판되였다.)
또 그 다음에 巴里陷落 直前까지 「巴里人아 沈着해라」와 巴里·쏘와-르紙에 連載한 코레트부인의 「호텔의 室內」가 출판되였다. 米國出版生인 쮸리안·끄링-이 의연히 巴里에 버티여 「바르-나」를 발표하고 죠르쥬·시므농이 「外來者」를 발표하고 샤르르·루리스니에는 「鐵槌」를 「殺人者들」의 第3卷으로서 上梓하였다.
歷史物로서는 짱·에리치에의 「카데리-누·메지치」가 있고 가부리엘·아노트-의 「埃及國民史」 第7卷이 나오고 죠르쥬·스아레쓰의 「페탄元帥」가 나왔다.
隨筆物로는 레온·또테가 「내 아버지 게실 때」<167> 앙리·라봐딴의 「아름다운 저녁」 파스츠-르의 「書簡集」 旅行物로서는 1939년에 支那旅行을 한 아렉산돌·다비인드·네-ㄹ부인이 「風雲下」라 題하여 支那旅行記를 내였다.
이상은 죄다 巴里를 중심으로 한 점령지역에서 나온 것이다.
非占領地域에선 리욘의 라루단세-書房것으로, 푸-크·쥬팔크의 第三番 채의리슈류 앙리·맛슈의 「理念은 存續한다」를 발표하여 비상히 시국에 際會하여 國民的 理想의 昻揚과 함께 靑年哲學者의 사상의 통합을 啓示한 것이다.
다음 오바넬·다비이논 書房에선 佛翰林院의 루이·베르트란의 「스페인園」이 나왔다. 他方 페탄 元帥全集도 計劃되여 크레르몽·풰랑, 巴里 오-베르뉴 等의 各 스카나 서점에서 짱·토오봐난의 監修로 第3卷이 나왔다.
앙드레·도오메존의 「緯線」이 그르노-불의 알트書房에서 나왔다. 다른 것은 巴里, 뉴-욕間  無着陸飛行의 최초의 成功者 로시츠의 「佛蘭西航空界를 위해서」가 크레르몽·풰랑의 몽루이 서점에서 나왔다.
최후로 去번 그 死去를 애석히 생각하는<168> 劇作家 앙리-·뽈드의 遺作 「壁은 튼튼하다」가 같은 리욘의 라루단세에 서점에서 나왔다.
戰火로 해서 집을 태우고 灰燼 가운데서도 오히려 勇猛스럽게 나갈려는 佛蘭西의 한 농부의 자태를 그렸다. 「집은 또다시 지을 수 있다. 벽은 아직 튼튼히 남어 있다」라는 현실의 피해가 결코 회복하기 어렵지 않다고 말한다.

二, 佛蘭西作家의 그 뒤 消息

앙드레·모-로아와 쭐-로망
敗戰國佛蘭西를 逃亡하여 米國에 가서 그곳서 各各 民主主義國 佛蘭西에 「論告」를 내리우나 그밖에 유명작가들은 그후 일체 어떻게 되였는지.
앙드레·마르로-
戰車隊에 入隊하여 전선에 있었으나 불행히 捕虜가 되여 獨軍捕虜收容所에 수용되였드랬는데 脫走하여 현재 리베라에서 「余의 생애에 있어서 가장 중요한 作品」을 집필중이다.
쨩·콕트-
巴里에 있다긴 하지만 소식은 不明으로 생사도 분명히 모른다고-.<169>
앙토와-느·도·쌍텍쮸베리
空軍中隊長으로 獨軍戰線을 偵察飛行中, 獨軍戰鬪機隊에 포위되였는데 그 많은 九死一生으로 기지에 귀환하였다. 佛蘭西 崩壞 後 最近 米國에 亡命, 目下 同戰鬪의 인상을 작품화한다는 소식.
루이·아라꽁
마르로-와 같이 戰車隊에 入隊 푸랭돌전선에 참가 땅켈크에서 英國에 도망했다가 2일 후에 佛蘭西에 귀환 다시 쎄-누及로아르의 전투에 참가 마르로-와 같이 포로가 되여 탈주를 꾀하느라고 머리칼이 히게 될 정도로 辛苦를 해서 佛蘭西 非占領地帶인 리모-쥬 부근의 一小村에 이르러 現在 詩와 小說을 執筆中.<170>
<166-170>
