Magazine Title	삼천리 제8권 제8호
Publication Date	1936년 08월 01일
Article Title	極東問題를 싸고도는 列强外相의 手腕과 그 人物觀 (The Skill of the Great Powers' Foreign Ministers Concerning the Far Eastern Problem and Views on Their Personalities)
Author	金鍾範
Article Type	논설 (Editorial/Essay)

The Skill of the Great Powers' Foreign Ministers Concerning the Far Eastern Problem and Views on Their Personalities
						Kim Chong-bŏm

V. Soviet People's Commissar for Foreign Affairs, Mr. Litvinov

Just as Japan's diplomacy is called military diplomacy and China's diplomacy is called Chiang Kai-shek diplomacy, it is true that Soviet diplomacy is called Stalin diplomacy, recognizing Stalin's importance. However, the Soviet diplomatic world today holds greater significance than any other country in the world, and its crucial role has indeed been quite remarkable. In Europe and America, its considerable activities and maneuvers, starting with joining the League of Nations and various subsequent efforts, the conclusion of the Soviet-French Mutual Assistance Treaty, Soviet-British cooperation (提携), and the US-Soviet rapprochement, have been almost unparalleled in the history of recent world diplomacy. In the Far East, extraordinary pains and efforts have been invested in operations towards Mongolia (對蒙工作), operations towards China (對中工作), and operations towards Japan and Manchuria (對日滿工作). Mr. Litvinov, the Soviet People's Commissar for Foreign Affairs who took charge of and executed this important role, cannot but be called a great master of statecraft, without peer among the foreign ministers of the world's powers.

Furthermore, in the Far East, there have been several crises risking conflict in the last two or three years.
When conflict with Japan seemed imminent centered around the North Manchurian Railway (北鐵問題), the transfer of the North Manchurian Railway (北鐵讓渡) was carried out in March of the year before last to avoid it.<65> Even after that, various problems such as disputes on the Soviet-Manchurian border (蘇滿國境) and the Japan-Soviet Fishery Agreement (日蘇漁業協約) continued to frequently arise, but through various means and methods, all these problems were resolved amicably, avoiding conflict. This was by no means a humiliating concession, but rather overcoming the difficult situation (難局) through subtle diplomatic policy. On the other hand, within South China (南中國), XX operations (OO工作), unimaginable to the people of the world (世人), have been proceeding secretly (潛行), wielding great influence (勢力) today, and the same is true regarding Mongolia (蒙古).
Of course, it is an undeniable fact that behind the scenes (裏面) of the Soviet diplomatic world showing such extraordinary vigor today lies the considerable merit (功勞) of Mr. Stalin. Originally, the Soviet Union had dual diplomacy (二重外交) involving the Communist Party Headquarters (共産黨部) and the government (政府), but as a result of Mr. Stalin's efforts towards its unification (一元化), today's Soviet diplomacy is completely unified under Stalin's leadership (指導), with Mr. Litvinov implementing (實行) it.

Mr. Litvinov's Brief History (略歷)
Mr. Litvinov was born 50 years ago (in 1876) into a wealthy family (富豪) in P'erosŭtok'ŭ (페로스독크), received vocational education (實業敎育), became a volunteer soldier (志願兵) at 17, studied Marxism (맑스主義) while enlisted (在營中), engaged in socialist (社會主義) propaganda (宣傳) among workers (勞動者) after discharge (退營後), and was subsequently detained (拘禁) for a year and a half and sentenced to six years of heavy imprisonment (重禁錮) for joining the Social Democratic Labour Party (社會民主勞動黨) organization. Consequently, he escaped prison (脫獄) with 11 comrades (同志) and went into exile (亡命) abroad, where he managed (經營) several media outlets (言論機關), participated actively as a representative (代表) in the International Socialist Bureau (國際社會主義事務局), engaged in the anti-war movement (反戰運動) during the World War (世界大戰), was appointed the first Plenipotentiary to Britain (駐英全權) after the October Revolution (十月革命), participated (參與) in the People's Commissariat for Foreign Affairs (外務人民委員部) and the People's Commissariat for Workers' and Peasants' Inspection (勞農監督人民委員部), served as the Soviet Plenipotentiary stationed in Estonia (에스토니아<66> 駐在蘇聯全權), and after Chicherin's downfall (沒落), was appointed (被任) People's Commissar for Foreign Affairs in July of Shōwa 6 (1931). It is said he has attended dozens of various international conferences (國際會議) as Chief Plenipotentiary (首席全權).

VI. US Secretary of State Hull and Far East Policy (極東政策)
Since America's policy towards Europe and America (對歐米政策) has been reported in detail in various newspapers until today, it will be omitted here. Considering America's recent Far East policy (極東政策), one cannot but say it is in a state of halting its policy of speaking out (發言主義 停止) and adhering to a wait-and-see policy (靜觀主義 堅持).
Recently, Britain has decisively executed (斷行) an active policy towards China (對中積極政策), entering a state of sharp confrontation (尖角的 對立) with Japan. China keenly expects (切實히 期待) the US to join with Britain for active (積極) action, and is making considerable maneuvers (策動) to check (牽制) Japan through renewed activity (再活動) of European and American influence (歐米勢力), but has yet to see particular effect (效果) in the US.
To explain in detail (詳言), China had Ambassador to the US Shi Zhaoji (施肇基駐米大使) visit Secretary of State Hull (헐 國務長官) on November 28th of the year before last to strive for arousing US attention towards the Far East (對極東注意喚起) and restraining Japan (對日牽制). Furthermore, it had Mr. Wang Zhengting (王正廷氏) advocate (標榜) an unofficial visit to Japan and ride together (同乘) on the SS President Jefferson (푸레이시덴트 제파손號), the ship carrying the US Vice President (米副大統領) and US Congressmen (米國議員), earnestly requesting (懇請) active US aid to China (對支積極的援助) and restraint of Japan aboard the ship (船中). Britain also earnestly requested (懇請) joint cooperation (共同協力) with the US towards China, but the US still (依然히) firmly maintained (固持) a calm (沈靜) attitude. In past years (往年), the US had instigated (使嗾) Britain and been enthusiastic (熱中) about restraining Japan and aiding China, but now such an attitude is completely nonexistent (全無). It did not cater (迎合) to Britain's demands (強要) for an active China policy, and has been acting alone (獨身的), viewing it like a fire across the river (彼岸火災視).
Amidst this, the political trends (政治的 動向) of the world, centered on the European problem, the Italo-Ethiopian problem (伊에 問題), and the London Naval Conference (런던軍縮會議), led the US to break away (破脫) from its conventional policy of silence (沈黙主義) regarding the Far Eastern Problem and express (表明) its principled attitude (原則的 態度) in Far East diplomacy.
Secretary of State Hull (헐 國務長官) stated on December 5th of the year before last: Regarding the development of the incident that brought about substantial change (實質的 變化) in the political situation (政治現狀) of Japan and North China (日北中) (i.e., the North China Autonomy Movement problem - 北中自治運動問題), the Powers holding interests (利權關係) in China cannot look on calmly (冷靜). The US government, as a treaty power (條約國), is paying profound<67> attention (深甚한 注意) to the development of the situation (事態). In today's world enveloped in political and economic instability (不安), there is an even greater need (一層 必要) for each nation to observe (遵守) principles and agreements (規約). The US government firmly believes (確信) the fundamental principles (基本的 諸原則) of its own traditional policy (傳的 政策) are entirely legitimate (正當). [The US government requests] that all signatory governments (締約國政府) respect (尊重) the clauses (諸條項) of international treaties (國際條約) to which they solemnly committed (嚴肅히 加盟) in order to uphold (堅持) the clauses (諸條項) of the treaties (諸條約) in which their governments themselves participated as parties (當事國), and simultaneously to promote (促進) and coordinate (調整) mutually beneficial contact (相互的 便益接觸) among the signatory nations (締約國間).
However, the US attitude (態度) towards the Far East has lost (失) the activism of past years (往年) and remains in a cool state. The reasons (原因) for this can be said to lie in the changes in the world situation (世界政勢), US domestic affairs (國內事情), and the progress (進展) of the new situation (新事態) in the Far East. The US is distancing itself from European problems, adopting an isolationist policy (孤立政策) for itself, and concentrating all its efforts (全力 傾注) on domestic reconstruction (國內再建) in the current situation (現狀).
Of course, since the international situation changes from moment to moment (時時刻刻 變遷), it can be anticipated (豫想) that US policy towards the Far East will see activation (積極化) should the Far East problem become further complicated (一層 複雜化) or the US internal situation (內情勢) improve rapidly (急角度로 改善). The point where the US is likely (可能性) to take an active attitude towards the Far East problem will likely center on the naval problem (海軍問題). What is necessary for the US in the Far East will be the problem of securing absolute naval superiority over Japan (海軍力의 對日絶對優勢保確問題). The London Naval Conference (런던의 軍縮會議) already turned into a conference of several great powers (歐米列國强數國) of Europe and America with Japan's withdrawal (脫退), and with this as a trigger (導火線), Anglo-American (英米) military preparations in the Far East (極東軍備) are being built up (堅持) to an astonishing (驚異) state. It can be anticipated that in the not-too-distant future (不遠이 장래), centered on the China problem (中國問題), a crisis (危機) of strengthening defense preparations (防備의 強化) or even conflict (衝突) may arrive (到來). The Secretary of State's brief history will be omitted (略) here. (July 10th, at a Taegu Inn) An<68>
<65-68>

**Summary**

This 1936 article by Kim Chong-bŏm analyzes the diplomatic approaches of the Soviet Union and the United States towards the increasingly tense Far East situation. It praises Soviet Foreign Commissar Maxim Litvinov's skillful diplomacy in navigating crises with Japan (like the Chinese Eastern Railway sale and border disputes) and expanding Soviet influence in China and Mongolia, contrasting this with the formerly more interventionist, but now cautious and isolationist, "wait-and-see" policy of US Secretary of State Cordell Hull. The author notes Hull's recent statement reaffirming treaty principles regarding North China but observes the US reluctance to actively counter Japan alongside Britain, attributing this to global shifts, US domestic focus, and the evolving Far East situation, while predicting potential US re-engagement centered on naval competition with Japan. From a Korean colonial history perspective, the article is interesting as it shows a Korean intellectual analyzing Great Power politics affecting East Asia, particularly the maneuvers of Japan, China, the USSR, the US, and Britain. It highlights the perceived diplomatic prowess of the Soviets versus American caution in the face of Japanese expansionism and Chinese appeals for support, reflecting the complex geopolitical currents surrounding Korea at the time.

**Named Entities**

蘇聯	소련	Soviet Union
軍備	군비	Military preparations, armaments
驚異	경이	Wonder, astonishment, surprise
防備	방비	Defense preparations
強化	강화	Strengthening, reinforcement
乃至	내지	Or; up to and including
到來	도래	Arrival, advent


---------------------------


잡지명	삼천리 제8권 제8호
발행일	1936년 08월 01일
기사제목	極東問題를 싸고도는  列强外相의 手腕과 그 人物觀
필자	金鍾範
기사형태	논설

極東問題를 싸고도는  列强外相의 手腕과 그 人物觀
						金鍾範
五, 蘇聯의 外務人民委員長 리드브이노흐氏
日本의 外交를 軍部外交라 하고 中國의 外交를 蔣介石外交라 하는 것과 같이 蘇聯의 외교를 스타린외교라 하야 스타린의 중요성을 인정하고 있는 것은 사실이다. 그러나 소련의 外交界는 今日 세계의 어느 국가다보도 중요성을 띄였으며 그 중대한 역할은 실로 刮目할만한 것이 있엇다. 歐米에 있어서는 國際聯盟 가입과 가입 후의 諸工作 蘇佛의 相互授助條約締結 蘇英의 製携 米蘇의 접근 등을 위시하야 그 非常한 활동과 工作은 近年의 세계외교사상에 그 類例를 볼 수 없을만 하였으며 極東에 있엇서는 對蒙工作, 對中工作, 對日滿工作 등에 비범한 苦心·노력 등이 있엇왔는데 이 중요 역할을 擔任實行한 蘇聯外務人民委員長 리드브이노흐씨는 실로 世界列國外相中에 無類無比한 大手腕家라 아니할 수 없다.
더욱 極東에 있어서 最近 數三年間에 衝突의 危機가 數次나 있엇다.
北鐵問題로도 중심하야 일본과 충돌이 이러나게 됨에 이것을 避키 위하야＜65＞ 再昨年 3월에 北鐵讓渡를 하게 되였으며 그 후도 蘇滿國境의 紛爭, 日蘇漁業協約 등의 諸問題가 계속 빈발하였스나 各樣의 수단방법으로 이 모든 문제를 圓滿히 해결하아 충돌을 면하게 하였는대 이것이 결코 屈辱的 양보가 아니오 微妙한 외교정책으로써 難局을 打開하고 一方南中國內에 있어서는 世人의 推想을 許치 아니할만한 OO工作이 潛行하야 今日 偉大한 勢力을 가지고 있으며 蒙古에 대하여서도 또한 그러하다.
물론 今日의 蘇聯의 외교계가 이와 같은 非常한 활기를 띄게된 裏面에는 스타린氏의 非常한功勞가 包含된 것도 否認치 못할 사실이나 원래 蘇聯은 共産黨部와 정부의 二重外交가 있었는대 스타린氏는 此의 一元化에 노력한 결과 今日의 소련외교는 스타린 지도하에서 완전히 一元化되여서 리드브이노흐씨가 此를 실행하고 있는 것이다.

리드브이노흐氏의 略歷
리氏는 距今 50년 전(1876년)에 페로스독크의 富豪의 가정에서 출생하야 실업교육을 받고 17세에 志願兵이 되여 在營中에 맑스주의의 연구, 退營後는 勞動者間에 사회주의 선전에 종사*고 그후 사회민주노동당단체에 입당한 이유로 1년 반 拘禁 六個年 重禁錮에 處케 됨에 동지 11명과 脫獄하야 외국으로 망명하야 數種의 언론기관도 경영하엿고 國際社會主義事務局에 대표로 참가 활동한 바도 있었고 세계대전 당시는 反戰運動도 하엿으며 十日革命後 최초의 駐英全權에 임명된 바도 있었으며 外務人民委員部, 勞農監督人民委員部에 참여하고 에스토니아＜66＞ 駐在蘇聯全權을 經하야 히체린 몰락 후 昭和 6년 7월에 外務人民委員長으로 被任되여서 각종의 국제회의에 首席全權으로서 出席한 바 數十回에 達한다 한다.

六, 米國의 헐 國務長官과 極東政策
米國의 對歐米政策은 今日까지 各紙上에 詳報된 바이므로 이에 省略하고 米國의 最近極東政策을 考祭하건대 發言主義 停止 靜觀主義 堅持 狀態이라 아니할 수 없다.
최근의 英國은 對中積極政策을 단행하야 日本과 尖角的 대립상태이며 中國은 米國이 英國과 結合積하야 極行動이 있기를 절실히 기대하고 歐米세력의 再活動으로서 日本을 견제코저 非常한 策動을 하고 있으나 아직 米國에는 특별한 효과를 보지 못하고 있다.
詳言하면 中國은 재작년 11월 28일에 施肇基駐米大使로 하여곰 헐 國務長官을 방문케 하야 米國의 對極東注意喚起와 對日牽制에 노력하엿스며 다시 王正廷氏로 하여곰 비공식 일본방문을 標榜하고 거-날 米副大統領, 米國議員들의 탄 배 푸레이시덴트 제파손號에 동승케하야 船中에서 米의 對支積極的 援助와 일본견제를 懇請한 바 있었으며 英國 또한 米國의 對中共同協力을 懇請하였으나 米國은 依然히 駐靜한 태도를 固持하야 往年에는 米國이 英國을 使嗾하야 日本牽制 中國援助에 열중한 바도 있었으나 只今은 그와 같은 태도도 全無하고 英의 對中政策의 적극화의 강요에도 迎合치 아니하고 獨身的으로 彼岸火災視하여 왔다.
그러든 차에 歐洲 문제, 伊에 문제, 런던軍縮會議 등을 중심으로 한 세계의 정치적 동향은 米國으로 하여곰 極東問題에 대하야 從來의 沈黙主義를 破脫하야 米의 極東外交의 원칙적 태도를 표명한 바 있었다.
헐 國務長官은 재작년 12월 5일에 日北中의 정치현상에 실질적 변화를 초래한 사건(즉 北中自治運動問題)의 발전에 대하야는 中國의 利金關係를 가진 列國은 冷靜히 보고 있을 수 업는 바이며 米정부는 條約國으로서 사태발전에 深甚한＜67＞ 주의를 하고 있다. 정치경제의 불안에 싸인 今日 세계에 있어서는 一層 各國은 원칙과 규약을 준수할 필요가 있다. 米정부는 自國의 傳的 政策의 基本的 諸原則을 어대까지 정당한 것으로 확신한다. 兩政府는 自體가 당사국으로서 참가한 諸條約의 諸條項을 견지하는 동시에 締約國間의 相互的 便益接觸을 促進調整하기 위하야 嚴肅히 가맹한 國際條約의 諸條項을 締約國政府가 전부 존중할 事로 요청한다고 聲明한 바 있었다.
그러나 米의 對極東 태도는 往年과 같은 적극성을 失하고 依然히 냉정한 상태에 있다. 그 원인은 세계정세의 변화, 米의 국내사정, 極東의 新事態의 進展 등에 있다할 것이다. 米國은 歐洲 문제에서도 관계를 멀리하고 고립정책을 自取하여 가면서 國內再建에 전력을 傾注하고 있는 現狀이다.
물론 국제정세는 시시각각으로 變遷되므로 極東問題가 一層 複雜化하거나 米國內情勢가 急角度로 개선되는 때는 米對極東政策의 적극화를 보게될 것도 예상할 수 있다. 米國의 極東問題에 積極化的 態度를 취할 가능성이 있는 점은 해군문제가 중심이 될 것이다. 米國極東에서 필요한 것은 해군력의 對日絶對優勢保確問題가 될 것이다. 런던의 軍縮會議는 이미 일본의 脫退로서 歐米列國强數國의 회의로 변하고 말었으며 이것이 도화선이 되여 英米極東軍備는 驚異할 상태로 堅持하여가니 不遠이 장래에 중국문제를 중심으로 하야 防備의 강화 乃至 衝突의 위기가 到來할 것도 예상할 수 잇다. 國務長官의 약력은 이에서 略하려 한다.(7월 10일 於大邱旅舘)安＜68＞
＜65-68＞
