잡지명	三千里 第八卷 第八號
발행일	1936년 08월 01일
기사제목	滄桑半白年에 생각나는 사람들 (People I Remember Over Half a Century of Vicissitudes)
필자	尹致昊
기사형태	회고·수기 (Reminiscence/Memoir)

People I Remember Over Half a Century of Vicissitudes
						Yun Ch'iho

From the winter when I was still young, at the age of eight, when I left home and entered Paengnyŏnam Hermitage below Koryongsan Mountain to begin my studies under the knee of Teacher Chang, until today, if I meticulously count the friends I associated closely with, the people I firmly held hands with for various tasks, or the esteemed elders I served,<40> the count would reach hundreds and thousands and still not end.

Now, looking towards the pass of eighty years and reflecting on the past, my life has truly been full of too many storms and tribulations.

However, during the turbulent seventy years of my life, I traveled hundreds of thousands of *ri*, encountered thousands of people, experienced ten years of exile, over ten years of political life, five years of prison life, and countless meetings and incidents followed one after another, allowing me to accumulate significant experience.

In the midst of all this, I know there are quite a few among those I trusted and who drew close to me, those I was extremely intimate with, who were cut short by Heaven's command and departed this world early; those who regrettably bid farewell to this place without fulfilling their aspirations; and those still living but whom I can never meet again due to surrounding circumstances and various complicated matters.

Even now, when I occasionally reminisce about the path I have walked or envision various aspirations in my heart, the faces of these individuals from former days often become fresh in my memory. Truly, there were many with outstanding talents (才操) worth boasting about widely to posterity, many with extraordinary capabilities (手腕), and more than one or two with iron-like firm principles (節操) who sacrificed their lives for society and the populace. There were also those looked up to by all for their benevolence and virtue.

Now, as I recall in my mind the paths they tread, I cannot first suppress the feelings of reminiscence for the old days (感舊之懷). (Photo: Yun Ch'iho in his youth)

In the spring of April 1881, when I was 17 years old, I remember joining a group of about 60 people heading to Tokyo for the first time, departing through Sungnyemun Gate. Even now, the events of that distant time vividly come to mind. Although we were already close friends, within this group, Mr. Yu Kilchun<41> and I also stuck together as attendants to Mr. Ŏ Yunjung, firmly grasping each other's wrists as we set off on the long journey. The two of us discreetly opened our hearts, sharing intimate conversations (情談) and discussing our hope-filled futures. Upon reaching Tokyo, astonished by the sounds of the waves of new civilization, we both made significant resolutions. After the rest of the delegation returned to Chosŏn, he and I alone remained in Tokyo; he entered Keio Gijuku, managed by Fukuzawa Yukichi, and I entered Dōjinsha, managed by Nakamura Masanao. Truly, he and I became inseparable companions of the new culture. He was genuinely a man of sincerity and a scholar possessing generous virtue. The dedication (一念) he later showed for this land upon returning to Chosŏn and the respect he earned from many people might stem from his innate character (天品), but surely also owed much to the long period of instruction (訓育) from Professor Fukuzawa Yukichi.

Thinking of Mr. Yu Kilchun brings to mind, unforgettably, Professor Fukuzawa Yukichi and the principal of Dōjinsha where I studied, Professor Nakamura Masanao. Professor Nakamura was also a distinguished scholar, but Professor Fukuzawa was truly an outstanding elder. His sublime character and virtuous conduct, along with his profound scholarship, continue to command even greater respect today. Frequently visiting him to hear his meaningful words was a most pleasant experience. He always spoke to Yu Kilchun and me, perhaps because we were Chosŏn people, giving us extra encouragement and urging us to set our minds on grand ideals; I still remember those conversations. Truly, he was a man of ideals with a fair scholarly conscience. How many such individuals can one find again today?

After that, during more than ten years of political life, I associated (相從) with quite many people and formed unusually close friendships and camaraderie with many.

From the time the first American Minister Foote, newly arrived from the United States, had his audience with King Kojong, Minister Foote<42> and I became close. When the Kapsin Coup unfortunately ended in failure, leading Kim Okkyun and several others to take the path of overseas exile, and I too, receiving a farewell (餞送) from Minister and Mrs. Foote, set off on the road to a decade of exile life in Shanghai, the affection that had secretly deepened between Minister and Mrs. Foote and me ended after merely two short years. Thinking of this fills me with unbearable regret.

Minister and Mrs. Foote, who waved their handkerchiefs until the steamship (汽船) carrying me to Shanghai was no longer visible far away, bidding a tear-soaked farewell, were excessively affectionate people to me, who had left my homeland for the uncertain path of exile. While the suffering populace, wandering amidst intrigue, clandestine struggles, chaos, and whirlwinds, tormented my heart, the affection formed with Minister Foote was also indescribably sad.

The ten years in Shanghai were perhaps a moment of extremely peaceful and tranquil self-cultivation (修養). (Photo: Calligraphy by Yun Ch'iho) Becoming a student at the Anglo-Chinese College, run by the American Southern Methodist Mission Board (南監理敎會 宣敎部 經營), Principal Allen's noble character<43> and solemn benevolence brought me no small amount of joy.

I often feel inwardly grateful even now for having met such a benefactor during those ten unfortunate years.

Professor Bonnell, no less than Principal Allen, was someone who imparted deep cultivation and new awakening. Their lofty characters and selfless spirit of service (沒我的 奉仕心), transcending nationality and ethnicity, ultimately made me deeply feel that the essence of this universe is love.

As a symbol of starting my new beginning through this spiritual awakening and rebirth (中生), on April 3, 1887, I was finally baptized (世禮) by Professor Bonnell and became a church member. Where are these benefactors now?

Four years after arriving in Shanghai, I went to the United States with the intention of studying abroad. During this time, at Emory University and Vanderbilt University, the friendship (友誼) of Bishop Candler and several other professors provided me with infinite comfort and joy. Among them, the one who gave the greatest guidance and character training (人格的 訓鍊) was Candler. His serious character, tolerance (寬容), gentleness (柔雅), extreme humility despite his high position, his belief that no task was too big or too small, and his zeal (熱誠) to Christianize (基督敎化) the entire world had a profound influence on me, making me realize he was truly a great person of character that only Christianity could realize.

My five years of study in the United States until late October 1893 were solely focused on cultivating my character within the academic world, and apart from fellow students within the universities, there was hardly anyone I associated with specifically. Passing by my longed-for homeland (故土) across the rough waves (荒波) of the Pacific, yet suppressing the unbearable feeling of not being able to set foot (듸려놓을 수 없는) on it, I landed again on the Shanghai docks on November 14th. The only person who welcomed me gladly was Principal Allen. Having returned to Shanghai, at Principal Allen's recommendation, I<44> taught at the Anglo-Chinese College for some time. During this period too, my life was solely one of purity, elegance, and tranquility, with hardly any contact with outsiders.

However, even during this time, the most unforgettable event, filled with immense sorrow and indignation (悲憤, 無量), was the tragic death (參事) of Mr. Kim Okkyun. A few months after I arrived in Shanghai, on March 27th, a telegram unexpectedly arrived for me, stating that Mr. Kim Okkyun was coming to Shanghai. I went to the docks to meet his party, and seeing Mr. Kim Okkyun after a long time seemed to give a strand of strength to my gloomy heart.

But how could I have known! That night, in a corner on the second floor of the Tonghwa Yanghaeng in the American Concession (米租界 東和洋行) where he was staying (留宿), he would tragically shed red blood and meet an unexpected death as a guest (客死)... My grief and indignation were immense. Mr. Kim Okkyun was truly an intelligent elder and a man of extraordinary talent. Eloquent and skilled in diplomacy, he was truly a regrettable elder. If only he had not departed this world so early, he would have left a greater mark!

My association with him and our firm mutual trust dated back to before the Kapsin Coup. I realized then that he was a significant political figure, but today, I feel it even more keenly. Recalling the moment I witnessed (目睹) his death now, my heart just aches.

Ten years of exile passed like a dream, and in the year I turned 43, on February 13th, filled with expectations, aspirations, passion, and hope, I stepped onto the soil of my homeland, longed for during those ten years. The emotions of joy and deep feeling were like entering a new world, even though the mountains and rivers remained the same (依舊).

From then on, over ten years of government service... During this period, I interacted with and befriended quite a number of people.<45>

Upon returning to Chosŏn, the person with whom I first formed the deepest friendship and intimacy was Mr. Appenzeller (亞扁薛羅).

Appenzeller was a sincere Christian who dedicated his entire life and fortune to the educational work of Chosŏn. For dedicating all his efforts like this for the Chosŏn people, Appenzeller must be mentioned first. Not only that, but his special friendship and goodwill towards me make me unable to suppress my gratitude forever. When my wife, whom I married in Shanghai, first came to Seoul, we were in a very difficult situation without a fixed place to stay. He took us into his own home, let us stay (留宿), and provided much convenience.

My personal friendship with him began then. He has now passed away, but his son is also striving, carrying on his father's legacy (遺業). Whenever I meet him from time to time, the memories of those past days often become fresh.

Thinking of Appenzeller brings to mind my wife (馬노라). While at the Anglo-Chinese College, Miss Ma gave her heart to me, and I too came to trust her. Following Mrs. Kang, who sadly passed away early in my homeland while I was away, I took Miss Ma as my wife.

Although she was a Westerner, she was truly a wise mother and good wife.

During the long years of exile, I despaired many times and suffered much amidst gloom. At such times, the person who gave me the greatest comfort and encouragement was my wife. She too, her Heaven-ordained life was too short; not long after returning to Chosŏn, she ended her precious life in a room at Severance Hospital. It is pitiful that her lone soul rests beneath the sky of a foreign land tens of thousands of *ri* away, but the sorrow of losing the wise mother and good wife whom I trusted most firmly was also considerable.<46>

Now, only her white bones, wrapped in a handful of earth in a corner of Pungmangsan Mountain, have faced the spring winds and autumn rains for over ten years. Can life's sorrow reach such an extreme?

While in government office, I never once forgot Christian work. While serving as Assistant Secretary of the Ministry of Education (學部協辨) and Acting Vice Minister of the Ministry of Education (學部大亞署理), on my way back from Moscow, where I had gone as an attendant to the Special Envoy for the Coronation of the Russian Tsar (露西亞皇帝戴冠式勅使隨員), I co-founded the first Southern Methodist Mission Board (南監理敎宣敎會) in Chosŏn with Dr. Reid.

At that time, the person who first deeply understood Chosŏn's Christian work and actively provided devoted effort was Mr. Yi Kŏnhyŏk (T'ongjin) of Kaesŏng. This man, a prominent merchant in Kaesŏng, devoted all his energy to social work and was an outstanding figure in Kaesŏng society. He is my maternal uncle-in-law. Although there was a family relationship, I could not help but admire his spirit of service and compassion (奉仕的 哀心). (Photo: Yun Ch'iho speaking in his youth)

Next, I recall those I associated with in various ways during the time of the Manmin Kongdonghoe (People's Joint Assembly). Messrs. Sŏ Chaep'il, Yi Sŭngman, Yi Sangjae, and others were those with whom I exchanged intense passion and fervor (情과 熱) at that time. Consulting together on the situation (事勢) then and crying out for a reformist construction movement (維新的 建設運動) through the "Tongnip Sinmun" (獨X新聞) also feels like yesterday.

Now, after parting ways with Messrs. Sŏ Chaep'il and Yi Sŭngman back then, I briefly met them and grasped their hands when I went to the United States in 1910.<47> Time has flown relentlessly, and almost 25 years have passed. I do not know their detailed news, but I imagine their faces must have gained many wrinkles, and their white hair must have become quite sparse. Now, for them and for me, with little time remaining, when might we meet again to unravel our longed-for feelings?

Mr. Yi Sangjae was a man who embraced everyone with affection and virtue, and who lived his 80 years straightforwardly with one heart and mind. His scholarly character (學者的品格) preceded his political nature. However, even when corrupt officials (탐관오리) alone ran rampant (跋扈) in the court and the country (朝野), Wŏllam (his pen name) alone thought of the populace and lived cleanly and firmly with one mind for justice. When he passed away, how could the fact that this society universally mourned and shed tears be called a coincidence?

Also, Mr. Yi Kap, who co-founded the Sŏbuk Hakhoe (Northwestern Academic Association) with Mr. Chŏng Unbok and strived for new cultural education before passing away early in the vast wilderness (曠野) of Russian territory, he too was a regrettable figure. In life, his character was extremely upright (強直), and his devotion (丹心) for our society boiled over. Thus, when I received the sad news (悲報) that he had passed away as a young man in North Manchuria, my heart was especially saddened. He was truly a model soldier. He was a valiant young man with the courage to break through even a thousand soldiers and ten thousand horses for something he thought was right, something he believed was justice. Now, many long years have passed since he departed this world. I hear that his one daughter, said to have been left under his care (膝下), is in Seoul, but there is no way to meet her either.

The American missionary Mr. Wasson (王永德), who dedicated his life to the educational world of Chosŏn, was not only a benefactor of Songdo High Common School but also a distinguished person worthy of respect by all of Chosŏn society. He was upright, taciturn (剛直寡言), benevolent, and kind (慈愛親切). Also, Mr. Kim Ilsŏn, who passed away 20 years ago, is someone unforgettable in our society.<48>
<40-48>

**Summary**

This memoir by Yun Ch'iho, written in 1936 as he approached eighty, reflects on significant people he encountered throughout his tumultuous life. He recalls his early education, studies in Japan alongside Yu Kilchun under figures like Fukuzawa Yukichi, his exile after the Kapsin Coup facilitated by US Minister Foote, his time in Shanghai connecting with missionaries like Allen and Bonnell, the tragic death of Kim Okkyun, his education in the US under figures like Bishop Candler, his return to Korea, government service, Christian mission work with Appenzeller and Reid, his involvement with the Manmin Kongdonghoe alongside Sŏ Chaep'il, Yi Sŭngman, and Yi Sangjae, and laments the early deaths or separation from many esteemed colleagues and friends like Yi Kap, his wife, Appenzeller, and Yi Sangjae. Yun expresses deep nostalgia and admiration for the character, intellect, and dedication of these individuals.

*Historical Interest:* This article provides a valuable first-person account from a major, albeit later controversial, figure bridging the late Joseon Dynasty and the Japanese colonial period. It highlights the complex web of relationships between Korean reformers, Japanese intellectuals, and Western diplomats/missionaries shaping Korea's modernization efforts and early nationalist movements. Yun's recollections offer insights into pivotal events like the Kapsin Coup and the activities of the Manmin Kongdonghoe, and his personal impressions of key figures like Kim Okkyun, Fukuzawa, Appenzeller, Yi Sangjae, Sŏ Chaep'il, and Yi Sŭngman are historically significant, revealing personal dynamics and shared ideals (or diverging paths) among the elite of that era. His lament for lost connections underscores the personal costs of the political upheavals and colonial situation.

**Named Entities**

高龍山	고룡산	Koryongsan
내 나이 아직 어려서 여덜 살 되든 해 겨을, 집을 떠나 高龍山 밑 白蓮庵에 들어가 張先生의 무릅 밑에서 독서를 시작해서부터 오늘에 이르는 동안 내 친하게 사괴이든 벗, 여러 일을 위하야 힘잇게 손을 잡든 사람, 또는 훌융한 어룬으로 섬기든＜40＞ 이들을 곰곰히 헤이자면 百이요 千으로 헤아려도 끝나지 않을 것이다.
이제 팔십의 고개를 바라보며 지나온 과거를 회고해 볼 때 진실로 나의 일생은 넘우나 파란이 많었었고 곡절이 많었었다.
그러나 과거 70년간의 그 파란중첩한 나의 생애는 수십만리의 여행에서 수천명 사람들을 접촉하였었고 10년의 망명, 10여 년의 政界 生活과 5년의 荊門生活, 수업는 會合과 사건이 뒤를 이어 잇서 나에게 커다란 경험을 싸허 주었든 것이다.
그러하는 사이에, 내 그를 믿었고 그가 나를 갓가히 하여오든 極親하게 지내든 이들로서 天命이 쩗어 일즉이 이 세상을 바린 이, 뜻을 채 못 이루고 앗가웁게 이곳을 하직하고 만 이, 아직 생존해 있으면서도 주위의 사정과 여러 가지 까다로운 일로 말미암아 영영 맛나볼 수 없이 된 이, 들만해도 퍽으나 많은 줄 안다.
지금도 각금 내가 거러온 예전날을 회상해 보거나 마음속에 여러 포부를 그려볼 때에는 때때로 이런 이들의 그전날 面目이 기억에 새로워 지는 때가 많다. 참으로 후세에 널니 자랑할만한 빼난 才操를 가진 이, 비범한 手腕을 가진 이도 만헛었고, 철석같이 굳은 節操와 사회와민중을 위해서 한몸의 생명을 저바리든 이들도 한 둘이 안이었었다. 또한 仁과 德으로 만인이 우러러보든 이들도 있섯다.
이제 내 뇌리에서 새삼스레히 그분들의 밟고간 길을 추억해 보매, 먼첨 感舊之懷를 금치 못하겟다. (사진은 청년시절의 佐翁 尹致昊)
1881년 4월 내 나이 17세 되든 해 봄, 당시 비로서 처음 東京으로 들어가는 일행 60여 명 속에 끼워 崇禮門을 나서든 때를 생각하면 아직도 오래인 그 때 일이 눈앞에 뚜렷하게 떠오른다. 전부터도 친하게 지내든 사이였으나 이 일행 속에서도 兪吉濬氏와＜41＞ 나는 또한 떠러지지 않고 魚允中氏의 從員으로 서로 손목을 굳게 잡고 긴 行旅의 길에 올넛든 것이다. 우리 둘은 은근히 속을 열어 情談도 하며 희망에 가득찬 미래를 相論하면서 東京에 이르럿슬때 新文明의 파도소리에 놀내는 나머지, 서로 크게 결심한 바가 있어서, 그 일행이 朝鮮으로 돌아간 뒤에도 그와 나만은 東京에 떠러저 잇스면서 그는 福澤諭吉이 경영하든 慶應義塾에, 나는 中村正直이 경영하든 同人社에 각각 입학하였었다. 실로 그와 나 사히는 뗄내야 뗄 수 없는 新文化의 동반자가 되였다. 그는 참으로 진실의 人이엿고 너그러운 德을 소유한 학자이였다. 그가 뒤에 조선에 돌아와 이 땅을 위하야 밧치든 一念과 여러 사람의 존경을 받게된 것은, 그가 타고난 天品도 있으려니와 오래인 동안 福澤諭吉선생의 訓育에 힘입은 바 많햇을 것이다.
兪吉濬氏를 생각하게 되매, 따라 이처지지 안는 이로는 福澤諭吉先生과 내가 단이든 同人社의 교장 中村正直先生이다. 中村先生도 훌융한 학자이지만 福澤先生은 실로 출중한 어룬이엿다. 그의 숭고한 인격과 덕행은 심오한 학식과 아울너 오늘에 이르러서도 더 한층 존경을 앗기지 안케 한다. 이분을 자주 찾어 뜻깊은 말슴을 듯든 일은 가장 유쾌한 일이였다. 그는 나와 兪吉濬을 대해서는 조선사람이란 데서 더 한층 힘을 너허주고 커다란 理想에 着念케 늘 말슴해 주고는 하든 일이 아직도 기억에 남어 있다. 실로 그는 공정한 학자적 양심을 가진 이념의 人이엿다. 오늘에 와서 이러한 분을 또다시 멧 사람이나 차저볼 수 있을넌지!
그 뒤 10여 년의 政界生活, 이 사이에 나는 퍽으나 많은 사람들을 相從하게 되였고 또한 남달은 친분과 우정을 맺어 지내든 이들이 많었었다.
당시 米國에서 처음으로 건너온 풀公使가 高宗께 배알하든 때부터 나와 풀公使＜42＞와는 갓가운 사이가 되였다. 甲申政變이 불행한 결과를 짓고 말어 金玉均外 멧멧 사람이 해외로 망명의 길을 떠나게 되고, 나 또한 풀公使夫妻의 餞送을 바더가며 上海로의 10년간 망명생활의 길에 오르게 될 때 풀公使夫妻와의 사이에 남몰래 두터워진 정분은 겨우 2년간이란 짧은 동안에 끗낫고나 함을 생각하니 넘우나 안탁가운 감이 들어진다.
上海로 가는 내가 탄 汽船이 저 멀니서 안 뵈일 때까지 수건을 흔들며 눈물에 저즌 이별을 하든 풀公使夫妻는 故土를 떠나 정처업는 망명의 길에 오른 나에게는 넘우나 애정에 넘치는 이들이엿다. 시기와 암투, 혼란과 旋風 가운데서 헤매이든 민중이, 나의 가슴을 괴롭히게 하는 것도 그러려니와 풀公使와의 매저진 정분도 또한 섭섭하기 그지없었다.
上海의 10년간, 이 사이는 넘우나 평온하고 안일한 修養의 순간이엿다고나 할 것이다. (사진은 佐翁의 書) 米國 南監理敎會 宣敎部 經營인 中西學院의 학생이 된 나에게 앨넨校長의 고결한 품격과＜43＞ 엄숙한 慈愛는 나로 하여금 여간한 깃붐이 아니였다.
나는 不遇의 10년간에 이러한 은인을 맛게된 것을 지금도 자주 마음속으로 늣기게 된다.
뽄넬敎授 역시 앨넨 교장에 못하지 않게 깊은 교양과 새로운 각성을 주든 분이였다. 이들의  고상한 인격과 국가와 민족을 초월한 沒我的 奉仕心은, 나로 하여금 맞츰내, 이 우주의 본체는 사랑임을 깊이 늣기게 하엿든 것이다.
이러한 정신적 각성과 중생에서 자신의 새로운 출발을 시작하는 상징으로 1887년 4월 3일 나는 맞츰내 뽄넬 교수에게 세례를 받고 교인이 되엿었다. 이러한 은사들 지금은 어데가 게시는고?
上海에 건너온 지 4년이 지나든 해, 나는 유학할 뜻을 가지고 米國으로 건너갓섯다. 이 동안 에모리대학과 밴더필트대학에 있어서의 캔들너 監督 外 멧멧 교수들의 友誼는 무한한 위안과 깃붐을 나에게 던저주엇다. 그 중에서도 가장 큰 지도를 주웟고 人格的 訓鍊을 준 이는 캔들너이였다. 그의 진중한 품격, 寬容·柔雅하고 높은 지위에 있으면서도 가장 겸손하고 넘우 큰 일이 업고 넘우 젹은 일이 업스며 온 세계를 基督敎化하자는 열성에는 나의게 커다란 영향을 주워 참으로 기독교만이 실현할 수 잇는 큰 인격자임을 늣기게 하였다.
1893년 10월 하순까지 5년 동안의 米國 유학도 오직 學園에서 나의 인격을 함양함에 있섯을  뿐으로 대학내의 동창생 이외에는 別로히 사괴인 사람이라고는 없었다. 太平洋의 荒波를 지나 그리운 故土를 엽흐로 바라보면서도 발을 듸려놓을 수 없는 안탁가움을 억지로 참어가며 11월 14일에 上海 부두에 다시금 상륙하니, 그래도 반가히 맞어주는 사람이라고는 앨넨 교장이였다. 上海에 다시 돌아온 나는 앨넨 교장의 권고로 말미아마 中西學院에서＜44＞ 교편을 잡고 얼마 동안 지낫섯다. 이러한 동안도 나의 생활은 순결과 淸雅와 평온뿐으로 외부의 인사들과의 접촉이라고는 별로 없었다.
그러나 이러한 동안에도 가장 나의 기억에 이처지지 안는 넘우나 悲憤, 無量한 사건은 金玉均氏의 참사사건이엇다. 내가 上海에 온 지 멧 달 후인 3월 27일, 뜻박게도 내게로 온 한 장의 전보는 金玉均氏가 上海로 건너온다는 것이였다. 부두에까지 그들 일행의 마중을 나갓든 나는 金玉均氏를 오래간만에 맛나매 침울한 나의 심정에 한가닥 힘을 주는 듯 십었다.
그러나 엇찌 뜻하엿스랴! 그날 밤 氏는 留宿하든 米租界 東和洋行의 二層一隅에서 무참히도 붉은 피를 흘니며 뜻하지 않은 客死를 하실 줄을 ... . 나의 비탄과 통분은 넘우나 커섯다. 金玉均氏는 실로 영농한 어룬이요 비범한 재조를 가진 이다. 말 잘 하고 外交에 能한 그는 참으로 앗가운 어룬이다. 그가 이러틋 일즉이 세상을 떠나지 않으셧든들 좀더 큰 자취를 남겨 노왓스련만!
내가 그와 사괴이고 서로 굳게 믿어오기는 甲申政變 이전부터이였다. 그가 정치적인 큰 인물임은 그 당시도 깨달은 바이지만 오늘에 이르러서는 더 한층 절실히 늣겨진다. 이제 그의 죽엄을 目睹하든 당시를 회상하면 가슴이 압흘 뿐이다.
10년의 망명생활도 꿈결같이 지나치고 43세가 되든 해 2월 13일, 기대와 포부, 열정과 희망을 가지고 나는 10년 동안 동경하든 故土의 흙을 밟었을 때, 환희와 감개의 정서는 依舊한 山川이나마 새로운 天地에 드는 것과 갓핫섯다.
그때부터 10여년의 관직생활 ... . 이 동안은 퍽으나 많은 사람들과 접촉하기도 하였고 사괴이기도 하였다.＜45＞
조선 안에 돌아온 나는 처음으로 가장 두터운 우정과 親友를 맺고 지낸 이로는 亞扁薛羅氏이다.
亞扁薛羅는 진실한 기독교인이면서도 조선의 교육사업을 위하야 자긔의 전생명과 재산을 받친 은인이다. 조선사람을 위하야 이러틋 모든 힘을 기우린 사람으로 제일 먼저 亞扁薛羅를 말치않을 수 없다. 그뿐만 아니라 나에게 대한 각별한 우정과 호의는 나로 하여금 언제까지든지 감사의 뜻을 금치 못하게 하는 바이다. 내가 上海에서 결혼하게된 馬노라가 처음 서울에 나왓슬 때, 아직 일정한 숙소도 없이 대단히 곤란한 경우에 있을 때에 그는 자긔집에 다려다 留宿식히면서 많은 편리를 도와주웠다.
그와 나 사이의 개인적인 친분은 그때부터이였다. 이제 그는 세상을 떠낫스나 그의 아드님되시는 이 또한 부친의 遺業을 계승해가지고 힘쓰시니 때때로 그를 맛나볼 때마다 그전날에 지내든 일이 새로워지는 때가 많다.
亞扁薛羅를 생각하매 따라 생각키워지는 것은, 馬노라이다. 中西學院에 있는 동안 馬노라孃은 나의게 마음을 받치고 나 또한 그를 믿게 되니, 내 업는 동안 故土에서 앗가웁게 일즉이 세상을 떠난 姜氏의 뒤를 니여 馬노라를 안해로 맞게 되였었다.
그는 비록 서양인이나 참으로 현모양처이였다.
오랜 동안 망명의 생활 속에서 멧 번이나 落望을 하엿고 침울한 가운데서 번민도 많이 하였었다. 그럴 때마다 나에게 가장 큰 위안을 주고 힘을 북도두워주는 사람은 馬노라엿다. 이러한 그도 天命이 넘우도 쩔너, 조선에 도라온 지 얼마 안 되여 세부란쓰병원 1室에서 앗가운 生을 마금하고 말엇으니, 멧 萬里 異域 하늘 밑에서 孤魂이 된 그도 불상한 일이지만, 나의 가장 든든하게 믿고 잇든 현모양처를 잃는 마음도 무던히 서러웠었다.＜46＞
이제 그의 백골만이 한줌 흙속에 싸여 北邙山 一隅에서 春風秋雨를 10년 넘어 맞고 있을 뿐이니 인생의 슬품, 이러틋 極할손가.
관직에 잇는 동안 나는 한번도 기독교 사업을 이저 본 일이 없었다. 學部協辨, 學部大亞署理로잇슬 때 露西亞皇帝戴冠式勅使隨員으로 莫斯科에 갓다 돌아오는 길로, 조선서 처진인 南監理敎宣敎會를 리드醫師와 함께 창설하엿다.
그때에 조선의 기독교 사업을 가장 먼저 깊이 이해하고 적극적으로 헌신적 노력을 하여준 이로는 開城의 李建爀(通津)氏였다. 이분은 開城의 유수한 상업가이면서도 사회사업에 모든 힘을 기우리든 이로 開城社會에서는 출중한 인물이엿다. 그는 나의 이모부이다. 친척관계도 있으려니와 그의 奉仕的 哀心에는 감복하지 않을 수 없었다. (사진은 청년시절에 연설하는 尹致昊氏)
다음에 생각키워지는 것은 萬民共同會時代에 여러 가지로 지내든 이들이다. 徐載弼, 李承晩, 李商在 等 諸氏도 그때에 극진이 情과 熱을 서로 吐하든 이들이며 함께 그때 事勢를 상의하며 「獨X新聞」을 통하야 維新的 建設運動을 부르짓든 일도 어제같이 생각키워진다.
이제, 徐載弼, 李承晩氏는 그때에 갈여진 뒤, 1910년 내가 米國에 건너갓슬 때, 잠간 만나 손목을 잡어보앗슬 뿐＜47＞, 세월이 덧없이 흘너 어언 25년을 마지하나, 이분들의 소식이 자세치 안커니와, 짐작컨대 얼골에는 줄음살이 만히 더해젓겟고 백발 또한 만히 성성해젓슬 것이다. 이제 그들이나 내나 얼마 남지 않은 동안이매 언제 한번 맛나 그리운 회포나 풀어 볼넌지?
李商在氏는 자애와 덕으로 만인을 싸주든 분이엿고, 한마음 한뜻으로 80평생을 곱다라케 지내신 이다. 그는 정치적인 성격보다도 學者的品格이 더 앞섯다. 그러나 당시 탐관오리들만이 朝野에 跋扈할 때에도 月南만은 민중을 생각하고 정의를 위하야 한마음으로 깨끗하고 굳게 지내시였다. 그가 세상을 떠나매, 이 사회가 한갈같이 슲어하고 눈물흘님이 어찌 우연한 일이라 할가?
또한 西北學會를 鄭雲復氏와 함께 창설하여 놋코 新文化敎育에 힘쓰다가 露領의 曠野에서 일즉이 세상을 떠난 李甲氏, 그도 앗가운 인물이엿다. 생전에 그의 성격이 넘우나 강직하고 우리사회를 위하는 丹心이 끌엇드니만치 그가 청년의 몸으로 北滿에서 세상을 떠낫다는 悲報를 접하엿슬 때 나의 마음은 더욱이나 슬펐든 것이다. 그는 實로 모범적인 군인이였다. 한번 올타고 생각한 일이면, 정의라고 믿은 일이면, 千兵萬馬라도 뚫고 나갈만한 勇力을 가진 씩씩한 청년이엿다. 이제 그가 세상을 떠난지도 무릇 오란 세월이 흘너가, 膝下에 남엇다든 따님 한 분이 서울에 있다는 말을 듯게 되나, 그분도 맛나볼 길이 없다.
조선의 교육계를 위하야 일생을 받치든 米國人宣敎師 王永德도 松都高普校의 은인일뿐 아니라 조선사회가 다가치 받들만한 훌융한 분으로 剛直寡言하고 慈愛親切한 분이였고, 또 20년 전에 세상을 떠난 金一善氏도 우리사회에서 이치지 못 할 분이다.＜48＞
＜40-48＞
