잡지명	개벽 제50호
발행일	1924년 08월 01일
기사제목	衡平社의 內訌과 衡平運動에 대한 批判 (Hyŏngp'yŏngsa's Internal Strife and Criticism of the Hyŏngp'yŏng Movement)
필자	金德漢
기사형태	논설 (Editorial/Critique)

衡平社의 內訌과 衡平運動에 대한 批判
						金德漢
1
It is said that today, barely a year after the Hyŏngp'yŏngsa (衡平社) was established, internal strife has already arisen within the society. The Hyŏngp'yŏngsa headquarters is in Chinju (晉州), and the Hyŏksin Tongmaenghoe (革新同盟會 - Reform Alliance Association) is in Kyŏngsŏng (京城), and it is said they are preoccupied with asserting their own righteousness and denouncing the other's wrongs. Let's hear each side's claims. The Reform Alliance side strongly condemned the abuse of power by executives and their fraudulent financial activities, criticized the executives' opposition to the issue of moving the Hyŏngp'yŏngsa headquarters to Kyŏngsŏng, and rebuked them for causing the failure of the Taejŏn (大田) conference and all other acts of breach of contract, perversity, and bad faith.
The Hyŏngp'yŏngsa headquarters side attacked the administrative committee member Chang Chip'il (張志弼) for his criminal record and ambitious actions aimed at seizing power, retorted that the failure of the Taejŏn conference was due to the Reform faction's breach of contract, and pointed out the Reform faction's conspiratorial actions and other arrogant attitudes and greedy behavior.
In short, it is a fact that there was friction among the Hyŏngp'yŏngsa executives, and it seems the focal point of the conflict between the two factions is, more than anything, the issue of moving the headquarters to Kyŏngsŏng. Both factions have printed and distributed their respective statements, but upon reading them, I could not judge who is right and who is wrong. Who was wrong first? And if one side was wrong, it is difficult to understand why it led to a split instead of being left to the judgment of the society members. A preparatory committee for moving the headquarters to Kyŏngsŏng had even been formed, but the headquarters side vehemently denied it, while the reform side announced the formation of the Reform Association as a result. This makes it seem factual that the headquarters relocation is indeed the biggest issue of contention between the two factions. However, regardless of which faction is right or wrong, or whether the condition for the split is A or B, I have not had the leisure to examine it. Nor is there a need to examine it. I simply regard the very fact of division and conflict as regrettable.

2
Those who for hundreds of years could not possess the right to exist as human beings and received all sorts of <39> abuse and all sorts of sorrow, having finally raised the banner of revolt in this new era, must solidify their unity and defeat the enemy forces. 400,000 people is not a small number; if they unite as one and consolidate their front, they could become a major force that cannot be disregarded. Yet, why are they now engaging in fratricide over trivial issues? If it were a difference in ideology, doctrine, or political strategy, then struggle would be unavoidable and even necessary, but I find it difficult to grasp anything significant enough to warrant a split.
Regarding the dispute, why resort to printing and distributing so-called statements, exposing the transgressions of comrades to the hostile class and proclaiming the rights and wrongs to the public? What is so refreshing about that?
To devise a reconciliation plan for this conflict between the two factions, members in Pusan (釜山) held a meeting, and I heard that the Japanese Suiheisha (日本 水平社) is sending representatives to mediate between the two factions. If there are indeed arbitrary actions or unsavory conduct by a few executives of the Hyŏngp'yŏngsa headquarters, the 400,000 Hyŏngp'yŏngsa members should be able to dismiss such executives. If certain individuals in the Reform faction harbor ambitious actions, the members should not align with them. Yet, the current situation, where on one side there is no dismissal and on the other side there is alignment, is a contradiction.
If there is wrongdoing, there should only be overthrow. There is no reconciliation, no mediation. The issue of reconciliation or mediation does not arise from the start. This is because wrong is annihilated by wrong, and right triumphs through right. Just as water and oil cannot mix, wrong and right cannot compromise. If so, then such reconciliation or mediation would be meaningless. However, the fact that attempts are being made to reconcile and mediate suggests that the wrong is not so absolutely wrong, and the right is not so absolutely right. In other words, it seems the wrong and right have not reached a point where they cannot be harmonized.
Therefore, we call the division wrong and a serious blunder. At this time when contempt and oppression persist, at this time when this situation must be swiftly overcome even for a single day, I hope that you, the wise members, will quickly move from division to unity, prepared even to sacrifice all positions and honors—within the society.

3
From here, let us elaborate a bit on what the Hyŏngp'yŏng Movement (衡平運動) is.
Originally, the Paekchŏng (白丁) class felt the most profound anguish not from economic oppression but from the oppression of their human rights <40>. Therefore, they agonized more over the recovery of human rights than over economic issues. Today, we understand that the Hyŏngp'yŏng movement signifies the equality of human rights only, not economic equality. Because of this, it is unavoidable that the movement is localized rather than mass-based. That is, it aims for the liberation of the approximately 400,000 members of the Paekchŏng class, not for the liberation of the entire oppressed class.
If it were for economic liberation as well, not just the equality of human rights, and if it were a mass movement rather than a localized one, then its consciousness, passion, and actions—all these—would have to bear a proletarian character.
I had the occasion to observe the Hyŏngp'yŏngsa's first-anniversary ceremony held at the Ch'ŏndogyo Hall (天道敎堂) in Kyŏngundong (慶雲洞) on April 25th last. Listening to the opening address, the report on the society's history, and the members' reflections, one can generally grasp the spirit of the Hyŏngp'yŏng movement. Its motivation for arising, its subsequent actions, all point solely to the extension of human rights—leaving aside economic issues.
A passage in the opening address said, "We hope you will show much sympathy (同情) for our Hyŏngp'yŏngsa," and at the end of a certain person's reflection, "The success or failure of our Hyŏngp'yŏngsa depends on whether various personages show sympathy or not." This means the fate of the Hyŏngp'yŏngsa lies not in the struggle of the Hyŏngp'yŏngsa members themselves, but in the sympathy of the public. For people who have embarked on the path of a movement, they should simply charge towards their intended goal, regardless of whether others sympathize or not. Having recognized something as irrational and sinful, one should simply adopt destructive measures. There is no question of sympathy or lack thereof. Seeking sympathy from the public—excluding social activists—who oppress them, what kind of contradiction is this? There is no fruit from pleading. There is no path of compromise. There is nothing but overthrowing the enemy. One must have the courage to fight, prepared for sacrifice.
Concluding the ceremony, the moderator announced to the audience that there would be a reception (饗應) for the invited guests. The very act of inviting is laughable, but why did the Society side have to make a distinction between guests who would be entertained and guests who would not? The invited guests, I imagine, were likely those figures who have renown (?) in Korean society—the society seen by capitalists. Does this not stem from a psychology of entertaining the gentry (紳士輩) and alienating the nameless? Is it not an attempt to gain sympathy from them? I wonder.

4
With such a spirit, it is unavoidable that it will tend towards theism. Phrases like "Heaven-bestowed human rights" (天賦人權) and "Heaven's will" (天意) on the anniversary propaganda materials, and statements during a member's reflection at the anniversary ceremony such as "God (한우님 - Hanŭnim) created people equally," and "God (하우님 - Hanŭnim) is perfectly just and impartial," all acknowledged the existence of God.
Thus, we can see that the Hyŏngp'yŏng movement itself has a gap with the proletarian movement. From this perspective, we worry whether the Hyŏngp'yŏng movement might form yet another class (?)—or, to speak strongly, an enemy (敵)—in relation to the proletariat class.
As mentioned above, there is no absolute equality in capitalist society. The current economic organization itself naturally creates classes and discrimination. Under this economic system, no matter how loudly one cries out for the equality of human rights, one will never achieve satisfactory results.
Under the notion of God's existence, the transformation of the social structure cannot be achieved. Some scholars advocate Christian socialism, but we can see from their lack of any achievements to date that it is ineffective. There can be no achievements. Humanitarianism, cooperativism, compromise policies! Such lukewarm maneuvers are worthless. What impact has Russell's doctrine had on society? What results have the strategies of 'Penpentason' (펜펜타손 - perhaps Henderson?) or the policies of Scheidemann (싸이레만 - Scheidemann) achieved? Look at the fate of the Russian Mensheviks and the current political situation in Germany.
The doctrine of the Hyŏngp'yŏng movement is too weak. It is vague. If they truly want to possess human rights, they must henceforth possess, or be made to possess, a clear class consciousness—that of the proletariat.
As long as the Hyŏngp'yŏngsa does not abandon its current principles and views and stand on the same front as the proletariat class, its cries for equality will achieve no results.
(1924.6.20)＜42＞
＜39-42＞

**Summary**

The article critiques the internal conflict within the Hyŏngp'yŏngsa, a Korean social movement primarily for the *paekchŏng* outcast group, barely a year after its founding. The author laments the division between the Chinju headquarters and the Kyŏngsŏng-based Reform Alliance, likely over relocating the HQ, urging unity against centuries of oppression. The author then criticizes the Hyŏngp'yŏng Movement itself for focusing solely on human rights equality (especially seeking "sympathy" from elites) while ignoring economic liberation, and for its theistic tendencies ("Heaven-bestowed rights"). The author argues this approach is insufficient, separates it from the broader proletarian struggle, and risks failure; urging the movement to adopt a clear proletarian class consciousness and join a united front against the capitalist system to achieve true equality. For historians, this article is significant as it provides a contemporary Marxist/socialist critique of an early Korean civil rights movement during the colonial period. It highlights the ideological debates among Korean activists regarding strategy (rights-based vs. class struggle), the role of specific social groups (*paekchŏng*) within the broader anti-colonial and social justice movements, and the influence of international socialist thought on Korean intellectuals in the 1920s.

**Named Entities**

衡平社	형평사	Hyŏngp'yŏngsa
가지도록 하지 안이하면 안 될 것이다	가지도록 하지 아니하면 안 될 것이다	Must be made to possess (Complex older negative construction)
바리고	버리고	Abandoning, discarding (Older spelling)
동일한	동일한	Same, identical
전선	전선	Front line, battlefront
절규	절규	Desperate cry, scream
엇지 못하리라	얻지 못하리라	Will not be able to obtain (Older spelling/future tense ending)
-e 

---------------------------


잡지명	개벽 제50호
발행일	1924년 08월 01일
기사제목	衡平社의 內訌과 衡平運動에 대한 批判
필자	金德漢
기사형태	논설

衡平社의 內訌과 衡平運動에 대한 批判
						金德漢
1
衡平社가 성립된지 겨우 1년을 過한 오늘 어느듯 사내에는 內訌이 일어낫다 전한다. 晉州에는 衝平社 본부가 잇고 京城에는 革新同盟會가 잇서 서로 我是를 주장하고 他非를 聲討하기에 여념이 업다 한다. 이제 각자의 주장을 들면 이러하다. 革新同盟측에서는 간부의 濫權과 금전상 詐欺적 행위를 痛聲하고 衡平社 본부의 京城 이전문제에 대한 간부등의 반대를 비난하엿스며 大田대회를 불성립케 한 것과 기타 모든 違約, 挬戾, 불성의 등의 행동을 詰責하엿다.
衡平社 본부측에서는 서무위원인 張志弼씨와 전과가 잇슴과 쟁권의 야심적 행동을 공격하고 大田대회의 불성립은 革新派의 위약으로 인함이라 반박하고 革新派의 음모적 행동 及 기타 自慢적 태도, 貧婪한 행동을 지적하엇다.
요컨대 衡平社 간부간에 軋轢이 잇섯든 것은 사실이고 그리고 양파 상대의 초점은 무엇보다도 본부의 京城이전 문제인 듯하다. 양파에서는 각기 성명서를 인쇄발포하엿는데 나는 그것을 보고 孰是孰非를 판단할 수가 업섯다. 잘못은 何方이 몬저인지? 그리고 잘못한 일방이 잇다 하면 그것을 사원의 판단에 맛기게 되지 안이하고 분열까지 하기에 이르럿는지를 알기 괴롭다. 본부 京城이전 준비회까지 생기엇섯는데 본부측에서는 그것을 극력 부인하고 혁신측에서는 그로 인하여 마츰내 革新會의 성립을 발표하게 된 것을 보면 암만 하여도 본부이전이 양파의 爭執하는 최대문제인 것이 사실인 듯하다. 그러나 兩派 중 何方이 是하거나 非하거나 분열의 조건이 甲이거나 乙이거나 나는 그것을 검토할 餘袼를 가지지 못하엿다. 또 검토할 필요도 업다. 다만 분열 상쟁하는 그것을 유감으로 아는 것 뿐이다.

2
屢百年來 인간으로서의 생존권을 가지지 못하고 온갓＜39＞ 학대와 온갓 설음을 밧아오든 그들이 오늘날 신기운에 際하여 겨우 叛旗를 든 이때 단결을 굿게 하여 적대군을 打勝하지 안이하면 안 될 것이다. 40만중이 적은 수가 안이니 만일 一致團結하여 전선을 鞏固히 한다하면 가히 侮視치 못할 일대세력이 될 것이다. 그런대 이제 사소한 문제로 同志相殘함은 何故인가? 그것도 주의주장과 政略이 다르다 하면 투쟁은 피치 못할 일이오 또 당연히 할 일이지만 나는 분열할 만한 그만한 무엇을 捕捉하기 어렵다.
爭執에 대하여서도 사내에서 해결책을 취하지 안이하고 소위 성명서라는 것을 인쇄 반포하여 동지의 죄과를 적대 계급에 폭로식히고 시비를 세간에 고함이 그리 상쾌할 것이 무엇이냐?
此 양파 항쟁의 화해책을 강구하기 위하여 釜山의 동인들은 회의를 개한 일이 잇섯고 日本 水平社에서는 양파를 조정하기 위하여 대표를 유래한다고 들엇다. 衡平本社 간부 幾개인의 擅權이라던가 不美한 행동이 잇다 하면 40만의 衡平社員은 그러한 간부를 파면할 수 잇슬 것이다. 革新派의 어떤 일개인이 야심적 행동이 잇다 하면 사원은 그에 부동치 안이할 것이다. 그런대 이제 일편에는 파면함이 업고 일편에는 附同함이 잇는 것은 矛盾의 現狀이다.
죄과가 잇다 하면 오직 타도가 잇슬 뿐이다. 거긔에는 아모 화해도 아모 조정도 업는 것이다. 당초에 화해나 조정의 문제가 붓지 안이한다. 非는 非로 撲滅되고 是는 是로 打勝되는 까닭이다. 水油가 상합지 못함과 가티 非와 是는 妥和하지 못한다. 그러하다 하면 這等의 화해나 조정이 무의미일 것이다. 그러나 화해를 식히랴 하고 조정을 하랴 하는 것을 보면 그 非가 그러케까지 非가 안이오. 그 是가 그러케까지의 是가 안인 것을 알 수 잇다. 다시 말하면 조화되지 못하도록 까지 된 非와 是가 안인 듯하다.
그럼으로 吾人은 그 분열을 非라 함과 其히 실책이라 한다. 멸시와 억압이 여전한 이때에 1日이라도 이러한 현상을 속히 타파하지 안이하면 안 될 이때에 현명한 제군은 모든 지위와 명예-사내에서의-를 희생하리라고까지 각오를 가지고 속히 분열로부터 합동에 이르기를 바란다.

3
이로붓어는 衡平運動이란 어떠한 것인가를 좀 진술하여 보자.
원래 白丁계급은 경제로의 억압보다도 인권으로의＜40＞ 억압에 가장 통한을 느끼엇다. 그럼으로 彼等은 경제적보다도 인권회수에 가장 고심하엿다. 오늘날 衡平운동 그것이 경제의 衡平이 안이오. 인권만의 衡平을 의미한 것임을 알엇다. 이럼으로 그 운동이 대중적이 안이오. 국부적임은 피치 못할 일이다. 즉 白丁계급 40만여인의 해방을 목표로 한 것이오. 피지배계급 전체의 해방을 위하는 운동은 안이다.
인권만의 평등이 안이오 경제적 해방도 위함이라 하면 국부적 운동이 안이오. 대중적 운동이다 하면 그 의식 정열 做作- 이 모든 것이 무산자적 색채를 가지지 안이하면 안된다.
나는 去 4월 25일 慶雲洞 天道敎당내에서의 衡平社 창립 1주년 기념식을 참관한 일이 잇다. 개회사와 沿革 보고 又는 사원들의 感想談등을 들으면 衡平운동의 정신은 대개 알 수 잇다. 그 일어난 동기라던지 爾後의 행동이라던지 모다 인권신장-경제문제를 도외로 한-뿐에 不外하다.
개회사의 일절에 「우리 衡平社를 위하여 여러분은 同情을 만히 하여 주시기를 바람니다」라 하고 또 모씨의 감상담 말구에 「우리 衡平社의 잘되고 못됨은 여러 인사의 同情하고 안이함에 달녓슴니다」한다. 衡平社의 운명이 衡平社員 자체의 분투 여하에 잇지 안이하고 세인의 同情 여하에 잇다 하는 말이다. 적어도 운동선상에 나선 사람으로는 남이야 동정을 하던지 말던지 所期의 목표를 향하여 돌진할 따름이다. 불합리요 죄악이라 認한 이상에는 破壤의 수단을 취할 따름이다. 거긔는 동정이니 안이니 하는 문제가 업다. 자기를 억압하는 세인-사회운동가를 제한-을 적대하랴 하면서 그 세인에게 동정을 하여 달라 함은 이 어떠한 矛盾撞着이냐? 애원의 果는 업다. 타협의 길은 업다. 적을 타도하는 외에는 아모 것도 업다. 희생을 각오하고 분투할 용기를 가지지 안으면 안된다.
식을 終하고 사회자는 會衆에 향하여 초대밧은 내빈에게는 饗應이 잇슴을 선포한다. 초대하는 것부터 웃읍거니와 社측에서는 어찌하여 饗應할 賓, 響應치 안이할 賓의 구별 그 구별을 하지 안이하면 안되게 되엿는지? 초대 밧은 사람은 생각하건대 朝鮮社會-자본가의 보는 사회-에서 名望(?)이 잇다는 누구누구인 모양이다. 이는 紳士輩를 欸待하고 무명인을 소원하는 심리에서 출함이 안일까? 즉 그들에게서 동정을 엇자 함이 안인가? 한다.

4
정신이 이러함으로 유신론적 경향을 가지게 될 것은 면치 못할 것이다. 기념 선전비라에 「天賦人權」,「天意」등 문구와 기념식장에서의 一社員의 감상담중 「한우님은 사람을 똑가티 내엿다」,「하우님은 至公無私하여」란 등은 다 신의 존재를 認함이엇다.
이와 가티 衡平운동 그것은 푸로레타리아의 운동 그것과는 간격이 잇슴을 알 수 잇다. 이 견지에서 우리는 衡平운동 그것은 무산계급에 취하여 또 일개의 계급(?)-甚言하면 敵-이 형성되는 것이 안일가를 憂한다.
이 우에도 말한 바와 가티 자본사회에는 절대평등이 업다. 현재의 경제조직이라는 그것이 자연히 계급과 차별을 나게 한다. 이 경제제도하에서는 아모리 인권의 평등을 絶呌한다 하더라도 결코 원만한 성과를 收치 못할 것이다.
신의 존재의 관념하에서는 사회조직이 변혁됨을 不得한다. 일부 학자는 기독교 사회주의를 唱道하지만 그들이 오늘날까지 하등의 실적을 擧함이 업슴을 보면 알 수 잇다. 실적이 잇슬 리가 업다. 인류애, 협조주의, 타협정책! 이따위 微溫적 책동은 아모 가치가 업다. 랏셀의 학설이 사회에 무슨 파동을 주느냐? 펜펜타손의 방략 싸이레만의 정책 등이 무슨 功果를 어덧느냐? 로시아 멘세비끼의 운명은 어찌 되엿스며 獨逸現下의 政情이 어떠한가를 보라.
衡平운동의 주의는 너무 박약하다. 몽롱하다. 眞의 인권을 가지랴거든 이로부터 선명한 계급적 의식-무산계급의-을 가지지 안이하면 가지도록 하지 안이하면 안 될 것이다.
衡平社가 금일의 주의와 主見을 바리고 무산계급과 동일한 전선에 서지 안이하는 한에는 衝平의 절규가 아모 성과를 엇지 못하리라.
(1924.6.20)＜42＞
＜39-42＞
