Rank	Word	Frequency
319	이치	9
320	注意	9
321	何等	9
322	兩人	9
323	擴張	9
324	자못	9
325	다리	9
326	혼자	9
327	늣기	9
328	祈禱	9
329	보지	9
330	新羅	9
331	何人	9
332	其中	9
333	調査	9
334	聞慶	9
335	義城	9
336	發達	9
337	生徒數	9
338	所以	9
339	患者	9
340	萬一	9
341	各各	9
342	不平	9
343	學生	9
344	自體	9
345	創建	9
346	聖地	9
347	兩者	9
348	行爲	9
349	그네	9
350	宇宙	9
351	破壞	9
352	儀式	9
353	科學	9
354	말슴	9
355	누나	9
356	이로	8
357	처럼	8
358	이름	8
359	이요	8
360	치마	8
361	興味	8
362	伯林	8
363	都市	8
364	製造	8
365	重大	8
366	廢止	8
367	自身	8
368	事情	8
369	設備	8
370	恒常	8
371	인지	8
372	소식	8
373	果然	8
374	總督府	8
375	現下	8
376	發作	8
377	가트	8
378	그대로	8
379	한참	8
380	今年	8
381	方面	8
382	업슴	8
383	地勢	8
384	樹木	8
385	現今	8
386	一部	8
387	南鮮	8
388	此外	8
389	發展	8
390	設立	8
391	兒童	8
392	絶對	8
393	效果	8
394	靑年會	8
395	壓迫	8
396	會員	8
397	癩病患者	8
398	米國	8
399	撲滅	8
400	害毒	8
