**Header Section:**

Magazine Title: 삼천리 제14권 제1호
Publication Date: 1942년 01월 01일
Article Title: 西伯利亞の思ひ出 (Memories of Siberia)
Author: 每日新報 常務 金本東進 (舊名 金東進) (Maeil Sinbo Managing Director, Kim Pŏn-dong-jin (Kanemoto Tōshin), former name Kim Tong-jin)
Article Type: 回顧·手記 (Memoir/Reminiscence)

**Body Text Translation:**

Memories of Siberia
						Maeil Sinbo Managing Director, Kim Pŏn-dong-jin (Kanemoto Tōshin) (Former name: Kim Tong-jin)

I spent most of my youth in Siberia. Although when I say Siberia, it was mainly regions like the Maritime Province (沿海州), because I spent my most impressionable years there, memories of my time in Siberia still occasionally surface in my dreams, which troubles me.

The reason I came to wander around Siberia was that my uncle lived in Vladivostok (浦潮). My paternal uncle moved to Russia about fifty years ago, became naturalized there, and even became the village "Lǎoyé" (老爺 - respected elder), so everyone respectfully called him "Kim Lǎoyé-sama" (金老爺樣). This Lǎoyé uncle seemed to have made a considerable amount of money, and around 1917 (Taishō 6), I believe, he held deposits worth over one hundred thousand rubles in the Matsuda Banking Department (松田銀行部), the predecessor to the Bank of Chosŏn's Vladivostok branch. His reason for depositing Russian money in a Japanese bank was likely that he thought Japanese banks were more reliable, but Russian money was more valuable. Indeed, at that time, one ruble was worth slightly more than one yen, so his psychology was probably understandable. Although young, I had heard and seen a little, and advised him to quickly exchange it for Japanese currency. However, he seemed to think, "What's this cheeky brat saying?" and stubbornly refused to budge. But not long after, the ruble plummeted, again and again. Finally, he withdrew his deposits and came back carrying a full sack on his back, but it wasn't even enough to buy a single boat. If he hadn't been running a shipping business at that time, he probably would have gone mad from grief.

Actually, I was supposed to be adopted into the house of my uncle, the head of the main family (宗家), but while he was grieving over this, his young second wife gave birth to a boy, so the adoption plans were cancelled. If the ruble hadn't crashed, if my aunt hadn't had a child, and if I had been adopted into the Lǎoyé's house, my fate would certainly not have been what it has been. In any case, I ended up settling in Vladivostok because of this, but what made me keenly feel that Russia was a frightening country was the prevalence of theft and murder. On the second day after I arrived in Vladivostok, a Russian man in military attire was found collapsed inside the wooden fence of the children's park by the main river, his throat slit. Then, the very next day, a Chinese coolie was found dead with his <80> head split open at the Egersheld (エゲルセルト) pier. Rumors at the time were terrifying: thieves would fish up people walking on the pavement from the second floor in the middle of the night, kill them, and take their money; or robbers wearing gloves like Syameponchin(?) with needles embedded in the palms would strike people's faces, half-killing them. It was all just hair-raising talk, and I was too timid to go out much. I also heard that even among fellow Koreans, saying things like "He's a spy" or "He belongs to that faction," they would take guys they didn't like, put them alive into hemp sacks in the middle of the night, and throw them into the depths of Amur Bay (アムール灣). Hearing this, I secretly lamented, "Oh my, what a terrible place I've come to."

However, after only a short while, I got used to that life, and seeing one or two people dead no longer made me feel anything. Whether I became bolder or more cunning, I became, in any case, more "continental," and my life in Russia became increasingly interesting.

At that time, somewhere between 140,000-150,000 or perhaps as many as 200,000 Koreans lived in Siberia. They formed considerable villages mainly in the southern Ussuri (ウスリ) region, but also north from Khabarovsk (ハバロフスク) to Nikolaevsk (ニコラエスク), along the Amur Railway (アムール鐵道) line, and even on the north bank of the Amur River (黑龍江). Their livelihoods mostly consisted of opium cultivation, paddy farming (considerable paddy fields had already been reclaimed by then), and other agriculture. Besides that, many worked as migrant laborers in gold mines, fisheries, etc. Migrant work in fisheries seemed quite profitable; if they worked from early spring to early autumn, they could spend the whole winter idling and gambling. Since gambling came up, one impression that still hasn't faded is that below the Korean village in Vladivostok, there was a Chinatown. This Chinatown flourished catering to the Koreans from the village above, so there were all sorts of businesses. Among them were clandestine brothels and gambling dens, and the money Koreans earned through sweat and toil was almost entirely poured into there. Several of us youths planned to eliminate this den of vice. One day, pistols in hand, we raided [lit. broke into/raided - 乱入し] the place, chased out all the Koreans playing a gamble called "Yaba-i" (ヤバ井), dragged out the owner, and beat him half to death. Later, we heard that this guy was actually a bandit leader and would come for revenge, so we hid in Nikolsk for a while. In reality, Russia at that time was in a state of complete lawlessness, and each community had to provide for its own defense. The Korean community association (民會) handled not only minor criminal trials but even civil trials. When I attended middle school in Khabarovsk, I sometimes stayed in a naturalized Korean village called Taban (タバン), about ten *ri* southwest of Khabarovsk. It was right along the Ussuri River, where birch forests grew thickly. I often fished for river salmon here and rode those docile Russian horses out hunting. It was truly a youth reminiscent of Turgenev's *A Sportsman's Sketches*, unforgettable even now. Especially the joy of gliding through the birch forest in a sleigh (橇), wrapped in a *shuba* (fur coat) on a cold winter day, will likely be a memory I never forget for my entire life. Siberia lacks pine trees like those in Korea, but only at Bochkarevo (ポチカレオ), the branch point from the Amur Railway to Blagoveshchensk (ブラゴヱチエンスク), was there a forest of these pines, which delighted us. In this village of Bochkarevo lived the daughter of a retired colonel named Valya (ワーリヤ). <81> She was quite beautiful, so I often visited her house, and we frequently walked arm in arm through that pine forest. Northwest of Bochkarevo is a town called Alekseyevsk (アレキセフスク). It is the base station leading to the Zeya (ゼーヤ) region, Siberia's largest placer gold mining area, and I believe the Amur Railway Bureau was located there at the time, making it bustling. I often took that Valya out there; this too must be a romance of youth. I heard this story after returning to Korea, but apparently near this Alekseyevsk, factions like the Irkutsk (イルクツスク) group and the Shanghai (上海) group clashed due to Communist Party friction (軌轢), resulting in several thousand deaths. Such is the extremity of partisan conflict.

I once intended to go to Moscow (莫斯科) but got as far as Chita (チタ) before being turned back. Near Chita, at the western end of the Amur Railway, there is a station called Mogocha (モゴチヤ). Rumor has it that this is where Katyusha (カチユーシヤ) from Tolstoy's (トルストイ) *Resurrection* was exiled to Siberia. Whether true or not, I became terribly sentimental.

My national language (Japanese) is very poor, but this too is because it was learned in Russia, so it's amusing. At the Far Eastern University (極東大學) in Vladivostok, there was a lecturer named Maeda (前田), a priest from the Vladivostok Honganji Temple (浦汐本願寺). This man was very kind to me and often taught me Japanese. I received lectures on the *Man'yōshū* from him as well. Besides him, there was my second cousin (又從兄), a university senior named Kim Roman Nikolaevich (金ロマン、ニコラエウイチ). He was born in Russia but graduated from Keio for middle school, so his Japanese was excellent, and I was greatly influenced by him. This Mr. Kim married the daughter of a Russian general and lived with her for seven or eight years, but later, in Moscow, this wife left him. He remarried a Korean woman and should still be in Moscow or Kuybyshevka (クイピセフカ). I consider him a very talented and great person. His father, that is, my uncle (five removes, in Korean terms - 五寸), became successful in Vladivostok and built a large house there forty years ago. That building later became the central telegraph office. Seeing it on the main street (目拔の通り), I always admired him as a remarkable Korean.

About two *ri* north of the Suchan (スーチヤン) coal mine, where coal is abundant, there was a large naturalized Korean village called Shinyŏngdong (新榮洞). There was a middle school there, and when digging in the schoolyard, fragments of roof tiles (瓦當), bricks (磚), and the like came out in abundance. The teacher said they were likely relics from the Balhae (渤海) period. Two years ago, when I saw the Balhae period ruins in Dongjingcheng (東京城), Manchukuo, I was deeply moved by nostalgic feelings (懷古の感).

Lieutenant Colonel Yi Ryang (李亮) of Manchukuo is a close friend from my Vladivostok days. At that time, he said he was running an agency for passenger ships belonging to the Tōyō Giyū Kantai (東洋義勇艦隊 - East Asian Volunteer Fleet?) <82> or something like that. Wearing thick Lloyd glasses and holding a large sailor's pipe, despite his youth, he carried himself with composure and treated people like me as mere students (書生). Back then, the only Korean-language newspaper had been shut down [lit. burned - 燒かれ], and there was nothing to read. So, I talked with Mr. Yi Ryang, Mr. Yŏ (呂君) (now deceased), and Mr. Wi (韋君) (now in Shanghai), and we launched a weekly paper called "Kultur" (クルツール - Culture) in both Korean and Russian. Of course, there was no way we had Korean script (諺文 - Hangul) movable type. We barely managed to find a Chinese lithographer, hired scribes, and painstakingly published over twenty issues. The expenses were covered by the members pooling funds, and it was truly a desperate struggle. I think it's something we could only have done in those days of youthful ardor (血氣旺ん), but perhaps this experience was the underlying reason I later became this newspaperman.

Formerly (曩者), when relations with Russia were tense, my senior Mr. Watanabe Toyohiko (渡邊豊日子) said to me at a certain restaurant, 'Well, Mr. Kanemoto (金本君), are the preparations ready? I'm going too, so let's go together!' I was overcome with indescribable emotion, my heart full. Around the same time, urgent news came from Mr. Sŏ (徐君) in Harbin (哈爾濱): "The time is approaching. The Maritime Province awaits us." Something with the same meaning also arrived from Mr. Yi Ryang. In the autumn of 1936 (Shōwa 11), when I met His Excellency General Ugaki (宇坦大將 - likely Ugaki Kazushige), His Excellency told me, "Korea-Manchuria colonization (鮮滿拓殖) will likely have to deal with the Korean compatriots in Russian territory in the future, so join now and study thoroughly." And so I joined that company. Perhaps the ties between me and Siberia will not be cut until the day I die. <83>

**Summary**

The author, Kim Pŏn-dong-jin (Kanemoto Tōshin), reminisces about his youth spent in the Russian Far East (primarily Vladivostok and surrounding areas) around the time of the Russian Revolution. He details his uncle's financial ruin due to the ruble's collapse, the pervasive lawlessness and violence (murders, robberies, factional Korean violence), the lives of the large Korean immigrant population involved in farming (including opium), fishing, mining, and their attempts at self-governance. He shares personal anecdotes about his education, a youthful romance with a Russian girl, his struggles with learning Japanese, influential figures he met, and his involvement in starting a bilingual Korean-Russian newspaper. The memoir concludes by linking his past experiences to the contemporary geopolitical situation (1942), expressing anticipation, shared with other pro-Japanese figures, of future Japanese expansion into the Soviet Far East, particularly the Maritime Province, framed within the context of "Korea-Manchuria colonization."

From a historical perspective, the article is significant for its firsthand account of the Korean diaspora in the Russian Far East before the 1937 deportations, offering details on their economic activities (notably mentioning opium cultivation), social structures, adaptation to the turbulent post-revolutionary environment, and early cultural initiatives like publishing. It also reveals the pro-Japanese perspective of a prominent Korean collaborator (editor at *Maeil Sinbo*, using a Japanese name), showcasing how figures like him viewed Japanese expansionism, including potential conflict with the USSR, as linked to the fate of Koreans in the region and the broader "Korea-Manchuria colonization" project promoted by Imperial Japan. His connections to figures in Manchukuo and the Japanese military further highlight these networks.

**Named Entities**

西伯利亞	シベリア	Siberia
仕込	しこみ	Training, teaching, brewing (here, acquired/learned)
ふるつて居る	ふるっている	Amusing, witty, unconventional (ふるっている is modern form)
坊さん	ぼうさん	Buddhist priest
親切	しんせつ	Kindness
敎へて	おしえて	Teaching (older kana, modern 教えて)
萬葉集	まんようしゅう	Man'yōshū (oldest collection of Japanese poetry)
講釋	こうしゃく	Lecture, exposition (older kanji, modern 講釈)
外に	ほかに	Besides, in addition
又從兄	いとこ	Male cousin (specifically, father's brother's son older than oneself)
先輩	せんぱい	Senior (at school or work)
生れて	うまれて	Being born (older kana, modern 生まれて)
巧みな	たくみな	Skillful, clever
隨分	ずいぶん	Very, extremely
感化	かんか	Influence, inspiration
將軍	しょうぐん	General (military rank)
同棲	どうせい	Living together, cohabitation
其の後	そのご/そのあと	After that
婦人	ふじん	Woman, lady (often implies married woman)
逃げられ	にげられ	Was run away from, was deserted by
再婚	さいこん	Remarriage
筈	はず	Should be, expected to be
秀才	しゅうさい	Talented person, prodigy
偉い	えらい	Great, eminent, remarkable
即ち	すなわち	Namely, that is
五寸	ごすん	Five *chon* (degree of kinship: second cousin once removed, or similar distant relation)
出世して	しゅっせして	Became successful, rose in the world
當時	とうじ	At that time
建物	たてもの	Building
電信局	でんしんきょく	Telegraph office
目拔の通り	めぬきのとおり	Main street, prominent thoroughfare
感歎	かんたん	Admiration, wonder
石炭	せきたん	Coal
炭坑	たんこう	Coal mine
歸化村	きかそん	Naturalized village (village of naturalized immigrants)
校庭	こうてい	Schoolyard
堀	ほり/ほる	Digging (here, gerund form of 掘る 'to dig')
瓦當	がとう	Eaves-end tile (decorative roof tile)
破片	はへん	Fragment, piece
磚	せん/レンガ	Brick (磚 often refers to older Chinese-style bricks)
ざくざく	ざくざく	Crunching sound (onomatopoeia), abundantly
遺物	いぶつ	Relic, remains
一昨年	いっさくねん/おととし	The year before last
古蹟	こせき	Historic site, ruins
壤古の感	かいこのかん	Feeling of nostalgia for antiquity (懷古の感)
一入深き	ひとしおふかき	Particularly deep (classical grammar)
親友	しんゆう	Close friend
所屬	しょぞく	Belonging to, affiliated with
旅客船	りょかくせん	Passenger ship
代理店	だいりてん	Agency, agent
太い	ふとい	Thick
眼鏡	めがね	Eyeglasses
大きい	おおきい	Large, big
マトロスパイプ	マドロスパイプ	Sailor's pipe (madras pipe)
啣へ	くわえ	Holding in the mouth (older kana, modern くわえ)
若輩	じゃくはい	Young person, novice
悠然と	ゆうぜんと	Calmly, composedly
構へ	かまえ	Posture, stance, attitude (older kana, modern 構え)
書生	しょせい	Student (often implies a live-in student doing chores), young intellectual
唯一	ゆいいつ	Only, sole
燒かれ	やかれ	Was burned (older kana, modern 焼かれ)
讀物	よみもの	Reading material (older kanji, modern 読み物)
語り合い	かたりあい	Talking together, discussing
兩文	りょうぶん	Both languages
週刊紙	しゅうかんし	Weekly paper
勿論	もちろん	Of course
諺文	おんもん/げんぶん	Eonmun (older term for Hangul, the Korean alphabet)
活字	かつじ	Movable type, print
辛じて	かろうじて	Barely, narrowly
石版屋	せきばんや	Lithographer, lithography shop
寫字生	しゃじせい	Scribe, copyist (older kanji, modern 写字生)
雇入れ	やといいれ	Hiring, employing
こつこつと	こつこつと	Untiringly, diligently
根氣	こんき	Perseverance, patience (older kanji, modern 根気)
數號	すうごう	Several issues
費用	ひよう	Cost, expense
同人	どうじん	Members of a group, clique, coterie
出し合ひ	だしあい	Pooling funds, contributing jointly
苦心慘憺	くしんさんたん	Painstaking efforts, great trouble (idiom)
血氣	けっき	Vigor, youthful ardor
旺んな	さかんな	Flourishing, vigorous (older kanji form of 盛ん)
時分	じぶん	Time, period, days
到庇	とうてい	(Cannot) possibly, by no means (usually with negative) (likely typo for 到底)
後日	ごじつ	Later day, in the future
新聞人	しんぶんじん	Newspaperman, journalist
素因	そいん	Primary cause, predisposition
曩者	のうじゃ	Formerly, in the past (archaic)
關係	かんけい	Relations (older kanji, modern 関係)
險惡	けんあく	険悪	Dangerous, perilous, strained (relations)
先輩	せんぱい	Senior
料亭	りょうてい	Traditional Japanese restaurant
對し	たいし	Towards, regarding (older kana, modern 対し)
準備	じゅんび	Preparation
一緖に	いっしょに	Together
謂はれて	いわれて	Being told (older kana, modern 言われて)
何んとも云へぬ	なんともいえない	Indescribable, beyond words
感激	かんげき	Deep emotion, impression
胸が一杯	むねがいっぱい	Heart is full (with emotion)
時を同じうして	ときをおなじうして	At the same time
飛報	ひほう	Urgent news, express report
時至らんとす	ときいたらんとす	The time is coming (classical grammar)
待つ	まつ	To wait
意味	いみ	Meaning
着いた	ついた	Arrived
閣下	かっか	Your/His Excellency
將來	しょうらい	Future (older kanji, modern 将来)
露領	ろりょう	Russian territory
同胞	どうほう	Compatriots, fellow countrymen
相手にせねば	あいてにせねば	Must deal with, must face
勉强	べんきょう	Study (older kanji, modern 勉強)
會社	かいしゃ	Company (older kanji, modern 会社)
緣	えん	Fate, tie, connection


---------------------------


잡지명	삼천리 제14권 제1호
발행일	1942년 01월 01일
기사제목	西伯利亞の思ひ出
필자	每日新報 常務 金本東進 (舊名 金東進)
기사형태	회고·수기

西伯利亞の思ひ出
						每日新報 常務 金本東進 (舊名 金東進)
僕は靑少年時代を殆ど西伯利亞で暮した。西伯利亞と云つても主として沿海州の等地方だけれど兎角一番感受性の强い時代をあちらで過したものだから未だ時たま夢に西伯利亞時代の思出が浮んでゐるので困つて居る。
僕が西伯利亞を流浪さる樣になつた動機は伯父が浦潮に住んで居たからである。供の伯父は約五十年前に露西强に引越して向ふに歸化し部落の「老爺」に迄なつたので皆は「金老爺樣」と云つ尊爲して居た。この老爺樣の伯父が相當金を儲けたと見えて大正六年頃だと思ふが朝鮮銀行浦汐支店の前身である松田銀行部に十數萬ルブルの預金を以つて居た。日本の銀行に露西亞の金を預けたのは銀行は日本の方が確實だが金は露西亞の方が貴いとも思つたのであらう。事實當時一ルーブルは一圓より多少高い相場であつたので無理も無い心理であつたらうと思ふ。僕は若年ながら多少の見聞きかせて早く日本貨幣に換えて置く樣勸めて見た。しかし彼は「この小僧何を生意氣に」とも思つたと見えて頑として動かなかつたが幾度もならずしてルーブル貨は暴落又暴落、遂に彼は預金を掛出して袋に一杯背負つて來たけれ共船一隻を買ふ金にも足りなかつた。若しその時彼が船運輸業を營んで居なかつたなら恐らく歎きの餘りに精神病者にでもなつたであらう。
僕は實は宗家である伯父の家に養子に行く樣になつて居たが彼がこんなことで悲んで居るとき彼の若い後妻は男の子を生んで吳れたので養子の話は取止めとなつたが若しルーブルが暴落もしない。若し伯母が子供も生まないで僕が老爺樣の處に樣子に人つたとされば僕の運命は今迄のそれでは無かつたこと必是である。兎に角こんなことで浦汐に落着くことになつたが、露西亞は恐い國であるをしみ〲と感じたのは泥棒と殺人の多いことである。僕が浦汐に着いて二日目に一番川の子供公園の木柵內で軍人姿の露人が咽喉を抉られて倒れて居るのがあつたが又その翌日エゲルセルト埠頭で支那人苦力が＜80＞頭を割られて死んで居た。當時噂に聞くと夜中二階から泥棒が步道を通る人頸を釣り上げては殺して金を取るんだのとか或は掌に針を生やしたシヤンポンチン見た樣な手袋をはめた强盜が人の顔面を一擊して半殺しにするんだとかそれはそれは肌に票立つ話ばかりで僕は臆劫で碌々外出も出來なかつた。朝鮮人同志でもいやあれはスパイだとかあれは何系だとか云つてお互に氣に喰はない奴は眞夜中生きたま々麻袋に人れてアムール灣の海底に投げ込んだりすることを聞いたのでこれはこれはとんでもないことろに來たもんだなと心祕かに歎いたものである。
しかしそれもつかの問幾何もならぢしてその生活にたれてしまつて人の一人二人位死んだのを見だとも感じなくなつた。氣が大きくなつたのかずるくなつたのか兎に角大陸的になつて愈々僕の露西亞生活は面白くなつて行つた
當時西伯利亞には十四五萬或は二十萬に達する朝鮮人が住んで居た。主として南部ウスリ地方はもとより北はハバロフスクからニコラエスク成はアムール鐵道沿線は勿論黑龍江の北岸迄かなりの部落を形成して居た。是等の生業は阿片栽培、水田耕作(その時旣に相當の水田が開懇されて居た)其他の農業が多く其他は金鑛、漁場等への出稼が多かつた漁場へか出稼は相當有利と見えて春先から秋口迄出稼せば一冬中遊んでばくちを打つて居た。ばくちの語が出た序に一つの印象が未だ消へずにあるのは浦汐朝鮮村の下の方に支那人町があつたがこの支那人町は上の方の朝鮮村の朝鮮人を相手に■■上つた町なので色んな商賣が有つたがその內には密淫賣女ら賭博場もあつて朝鮮人が汗水流して稼いた金は殆んど全部そこに貢いて居るので我々靑年數人はこの魔窟退治の計劃を立て或日拳銃を手に手に■入しそこで「ヤバ井」と云ふ賭博を打つて居る朝鮮人全部を追ひ出し主人の奴をひつぱり出し半殺にしたことがあつたが後で開くと實はこ奴が馬賊の頭目で今に復讎に來ると云ふので僕達は暫の間ニコリスクに隱れたことがあつた實際當時露西亞は全く無警察狀態で各住民は自衛兼を購ずねばならぬので朝鮮人は民會の方で小さい刑事裁判は勿論民事裁判迄やつて居た。僕がハバロフスクの中學に通ふときハバロフスクの西南十里位の處のタバンと云ふ歸化朝鮮人部落に居たことがある恰度ウスリ江の沿岸で白樺の森の茂つて居る處で僕はよくここで川鮭を釣りあのおとなしい露西亞馬に跨かり獵に出掛けたものである。全くツルゲネフの獵人日記が思出される靑年時代で今でも忘れることが出來ない。殊に寒い冬の日シユーバに包まれて橇を白樺の林に走らせたあの樂しさは一生忘れられない記憶であらう。西伯利亞には朝鮮の樣な松の木がないがアムール鐵道のブラゴヱチエンスク分岐點ポチカレオだけにはこの松の林があつて僕達を喜ばせたものだ。このポチカレオの村にワーリヤと云ふ退役大佐の娘が居た＜81＞相當美人なのでよくその家に遊びに行つたものだがこれとよく腕を組みその松林の中を散歩したものであるポチカレオの西北の處にアレキセフスクと云ふ町があるこれは西伯利亞最大の砂金鑛ゼーヤ地方に通ずる據點驛であるが確かそのときほアムール鐵道局のあつた處で賑つてゐたと思ふこゝ迄よくあのワーリヤを連れて出掛たものだがこれも若き時代の一つのローマンスであらう。これは歸鮮後聞いた話だがこのアレキセフスク附近でイルクツスク派とか上海派とか共産黨軌轢で戰爭をやり数千人の死亡者を出したさうだ黨同伐異の甚だしきものである。
僕は莫斯科に往く積りでチタ迄行き引き返されたことがあるがアムール鐵道の西端、チタ附近にモゴチヤと云ふ驛がある巷說にトルストイの復活に出るカチユーシヤが西伯利亞に流された處ださうで眞否は兎角無暗みに感傷的になつたりした。
僕の國語は非常にまずいものであるがこれも露西亞仕込であるからふるつて居る。浦汐の極東大學に浦汐本願寺の坊さんで前田と云ふ人が講師で居たがこの人がとても僕む親切にして吳れてよく日本語を敎へて吳れたものである。萬葉集もこの人から講釋を受けた。この外に僕の又從兄で大學の先輩金ロマン、ニコラエウイチと云ふ人が居たがこの人は露西亞生れて中學は慶應を出たので非常に日本語に巧みなんで僕はずいぶんこの人の感化を受けたこの金さんは露西亞の將軍の娘と結婚して七八年同棲して居たが其の後莫斯科でこの婦人に逃げら朝鮮婦人と再婚未だ莫斯科かクイピセフカに居る筈である非常に秀才で偉い人と思つて居るこの人の父、即ち僕の伯父(朝鮮式にいへば五寸)は浦汐で出世して今から四十年前その當時浦汐で大きな家を建てた人でその後その建物は中央電信局になつて居るが、それが目拔の通りで見る度に朝鮮人で偉いもんだなと感歎した。
石炭よく出るスーチヤン炭坑から北二里位の處に朝鮮人歸化村で新榮洞と云ふ大きな部落があつた。こゝに中學があつてその校庭を堀と瓦當の破片やら、磚やらがざく〱出て來た。先生の話には渤海時代の遺物らしいとのことであつたが一昨年僕が滿洲國東京城の渤海時代の古蹟を見て壤古の感一入深きものがあつた。
今滿洲國中佐である李亮君とは浦汐時代の親友である。先生はそのとき東洋義勇艦隊所屬、旅客船の代理店をや＜82＞るんだとかで太いロイド眼鏡を掛け大きいマトロスパイプを啣へ若輩ながら悠然と構へ僕の如きものをば書生扱にしたものである。そのとき唯一の朝鮮語新聞が燒かれ何一つとて讀物が無かつた當時なので僕は李亮君と今は故人となつた呂君と今上海に居る韋君と語り合い鮮露兩文で文化「クルツール」と云ふ週刊紙を出した。勿論諺文活字がある筈がない。辛じて支那人の石版屋を見付けて寫字生を雇入れこつ〱と根氣よく二十數號も出したが費用なんかも同人達の出し合で全く苦心慘憺でたのであるが血氣旺んなあの時分でなければ到庇出來るものぢやないと思ふがこんなことが後日僕をこの新聞人たらしめた素因であつたかも知れない。
曩者露西亞關係が險惡なりし時分先輩渡邊豊日子氏が或る料亭で僕に對し『どうぢや金本君準備は出來て居るかね僕も往くから一緖に往かうぢやないか』といはれて何んとも云へぬ感激し胸が一杯になつた。これと時を同じうして哈爾濱の徐君から飛報が來た「時至らんとす沿海州は我等を待つ」と李亮君からも同じ意味のものが着いた。昭和十一年秋僕が宇坦大將閣下に逢いたとき閣下は「鮮滿拓殖は將來露領の朝鮮同胞も相手にせねばならなくなるだらうから今から入つてみつちり勉强したまえ」と謂はれてその會社に入つたのである。恐らく僕と西伯利亞は死ぬるとき迄緣は切れないかも知れない＜83＞
＜80-83＞
