Magazine Title: 삼천리 제14권 제1호
Publication Date: 1942년 01월 01일
Article Title: 伊勢神宮, 聖地參拜記 (Ise Grand Shrine, A Pilgrimage Record to the Holy Land)
Author: 李石薰
Article Type: 기행문 (Travelogue)

After staying overnight in Nara, I departed in the morning and headed for Yamada Station. The weather wasn't perfectly clear, but with only a light layer of thin clouds, it was rather fine and pleasant. Although it was late November, it was as mild as around Ch'usŏk in Seoul; though the persimmon leaves had fallen, the red fruits still hung on the trees, and mandarin oranges (密柑) were fully in season, making it difficult to immediately tell whether it was early or late autumn.

Leaving my luggage at an inn in front of Yamada Station, I first walked to the Outer Shrine (外宮 - Gekū) of Ise Grand Shrine (伊勢神宮 - Ise Jingū). As you may already know, Ise Grand Shrine can be called the patriarch of shrines; there is an Inner Shrine (內宮 - Naikū) and an Outer Shrine. The Inner Shrine enshrines Amaterasu-Ōmikami (天照大神), and the Outer Shrine enshrines Toyouke-no-Ōmikami (豐受大神). Toyouke-no-Ōmikami is the god who exclusively governs the grains that we eat to live. Before paying homage at Ise Grand Shrine, I had thought the Inner and Outer Shrines were in one place, such that one entered the Inner Shrine through the Outer Shrine, but that is not the case. The Outer Shrine, that is, Toyouke Daijingū (豐受大神宮), can be reached from Yamada Station on foot in just about ten minutes. It is set against the backdrop of a quite ruggedly prominent mountain peak called Takakurayama (高倉山), nestled among lush, ancient tall trees like pines (松), cryptomeria (杉), and cypress (檜), which is common everywhere, yet it was enveloped in an ancient (蒼然) aura that seemed even older than Kashihara Jingū (橿原神宮). As you know, shrines have a solemn and dignified (陰嚴) atmosphere, and they are rebuilt on a different site every twenty or thirty years. Although it hadn't been long since this Outer Shrine was moved and rebuilt, perhaps due to the mystical atmosphere emanating from the surrounding forest, it indeed imparted the lofty feeling that only this sacred precinct (祐城) could possess.

Just as I finished paying respects and was about to turn away, the powerful roar of propellers was heard from the southern sky over Takakurayama. Stopping in my tracks, I looked up to see truly enormous heavy bombers, numbering in the dozens, flying in formation. As the situation in the Pacific (太平洋) was signaling urgency, witnessing the valiant figure (勇姿) of the Imperial Army (皇軍) looked truly magnificent and reassuring.

After visiting the Outer Shrine, I immediately headed to the Inner Shrine by electric train. In terms of distance, it might be about ten Korean *ri* from the Outer Shrine. Going over a considerably high hill to the north and traveling for a while, I got off the train and walked a short distance, and soon the wide grounds of the Inner Shrine appeared. Time had somehow already passed three or four in the afternoon, and the weather had imperceptibly turned gloomy. <126>

Passing through the tall *torii* (鳥居), a clear stream spanned by a rounded wooden bridge flows across. This stream is the famous Isuzugawa (五十鈴川), and the clarity of its water and the beauty of the autumn leaves along its banks are beyond description by brush or tongue (筆舌). Keeping the stream on my right and heading towards Mount Kasagi (笠置山), I eventually passed the second *torii* (二の鳥居). With each step further inside, the solemn and majestic (崇嚴) atmosphere deepened. Among the centuries-old, thick-trunked pine trees, it was dim enough to be almost dark as dusk was falling, and under that shade, numerous worshippers walked silently back and forth.

Soon, the Prayer Hall (祈禱殿) appeared on the left. Along with the companions traveling with me, I requested a Shinto priest (神官) to light candles on the altar (祭壇). Although simple, we offered a couple of ritual objects (祭物) respectfully brought out by two young girls, knelt down, and prayed for the lasting military fortunes (武運長久) of the Imperial Army (皇軍). While we knelt and prayed silently, the priest sonorously chanted (唱讀) the ritual prayers (祝詞).

Leaving the Prayer Hall, I paid homage at the main sanctuary (本殿). After praying, I looked inside, and for a moment, I thought my face was reflected in the dazzling Sacred Mirror, Yata no Kagami (八咫鏡), enshrined far within. Indeed, the Inner Shrine enshrines Yata no Kagami, one of the Three Sacred Treasures (三種の御神器).

Standing before the simple yet sublime (崇高) main sanctuary, I respectfully contemplated: Amaterasu-Ōmikami (天照大御神) ruled Takamagahara (高天原) and was revered as the Sun Goddess (日大御神). When the Great Goddess sent down the Imperial Grandson, Ninigi-no-Mikoto (瓊瓊杵尊), to Ashihara no Nakatsukuni (葦原中國) to rule this land, she declared, "The land of abundant reed plains, the land of fresh rice ears of a thousand autumns, the land of myriad autumns (豐葦の原千五白秋瑞橞國) is the land where my descendants shall be sovereign. Go, descendant, and rule it. May the prosperity of the Imperial Throne (寶祚) last eternally, like heaven and earth." At the same time, she bestowed the Three Sacred Treasures: Yata no Kagami (八咫鏡), Yasakani no Magatama (八坂瓊曲玉), and Ame no Murakumo no Tsurugi (天叢雲劍), saying, "When you look upon this mirror, consider it as looking upon me."

Herein lies the foundation of the Japanese national polity (日本國體), ruled by the Emperor of an unbroken line for ages eternal (萬世一系). In the 6th year of Emperor Sujin (崇神天皇), that is, Kōki 569, or 2,030-some years ago from now, it was decided to move [the sacred mirror] from within the Imperial Palace to a separate shrine. The shrine built in Kasanui village (笠縫邑) in the region of 'Yamato' (『倭』) was the beginning. Then, 87 years later, in the 26th year of the 11th Emperor, Suinin (重仁天皇 - *Note: Suinin is usually 垂仁天皇*), that is, Kōki 656, in March, it was transferred here to Ise (伊勢). Indeed, one can see its long history.

Yesterday, I paid homage at Kashihara Jingū (橿原神宮), which enshrines Emperor Jimmu (神武天皇), and now, having paid homage at the Grand Imperial Shrine (皇大神宮 - Kōtai Jingū, i.e., the Inner Shrine), seeing the boundless dignity preserved amidst a simplicity almost close to nature itself, I felt as though I had finally grasped (體得) the essence of the Japanese spirit (日本精神) and the sublimity (崇嚴) of the Japanese national polity (日本國體) in a tangible way.

It seems I can assert that it is something lofty, forming the core of a unique Japanese culture in a realm different even from the world of religion, difficult as it is to explain theoretically.

As the sun gradually set, the solemn and majestic (崇嚴) atmosphere deepened further. Tense worshippers of all ages, men and women, continued to arrive ceaselessly, and in front of the main sanctuary, the sharp sounds of clapping hands (拍掌) arose one after another. Birdsong could be heard here and there from within the forest, but because the worshippers were so quiet and orderly (靜肅), <127> the sound of clapping was the only sound breaking the stillness (靜寂). Truly, one cannot help but be moved by the reverent (敬虔) and sincere (眞摯) attitude of the mainland Japanese people towards the Shrine.

On the way back, walking along the dense forest path, I reached the bank of the Isuzugawa (五十鈴川) and washed my hands in the clear water. Goldfish as large as carp (鯉魚) gathered from all directions. Perhaps knowing they might be fed, dozens of them—white ones, red ones, ones mottled with black spots—showed no fear of people at all. Generally, within the sacred precincts (神域), animals are highly valued, and killing even goldfish is strictly forbidden, which is why, they say, some are 5, 6, or even 10 years old.

By the time I finally left the sacred precincts, the sun had already set. Through the utterly still twilight descending like wings, I waited quite a while, then took the electric train directly towards Futami-ga-ura (二見浦).

After about a ten-minute ride, we reached the rustic town of Futami-ga-ura. Entering a seaside inn (旅舍) where the sound of waves from Ise Bay (伊勢灣) could be heard crashing, I found that my luggage had already arrived ahead of me from Yamada Station.

Futami-ga-ura is a small town formed by the seaside, consisting of inns, souvenir shops, and restaurants. After dinner, strolling down the brightly lit street, pretty young women in shops here and there called out solicitations in the local dialect. A first-time traveler might feel bewildered about which shop to enter. Local specialties (土産物) include shellfish (貝) and pearl craftwork (眞珠細工品), and a famous food is *sazae no tsuboyaki* (つぼやき) - grilled turban shells (?).

Ignoring this and that, I deliberately sought solitude (孤獨) and turned onto a side path towards the dark seashore. Pine trees stood sparsely, and although there were occasional electric lights, the moonless coast was frighteningly pitch-black (칠칠하다). Standing for a moment facing the dark sea, although the wind was calm (잣것만), the waves endlessly crashed (탕탕 침니다) against the breakwater (防波堤). The sound was heavy (沈重), resonating in my chest and shaking my soul. Thinking that these waves connected to the Pacific Ocean (太平洋), given the times, it didn't sound like ordinary wave noise but seemed to sternly warn me of something.

Even after returning to the inn, my ears kept straining towards the sound of the waves outside the door. I gathered my thoughts once more and clenched my fist tightly in my heart.

The next day, I intended to greet the morning sun rising over the Pacific Ocean and woke up early, heading out to the shore. Unfortunately, clouds interfered, and I couldn't achieve my goal. I thought I might be the only one up so early, but mainland Japanese people who had come from various places for the holy land pilgrimage (聖地叅拜)—why were there so many? They formed long lines, trailing one after another, also walking silently and quietly towards Futami-ga-ura's famous "Wedded Rocks" (夫婦岩). We take the morning train to Nagoya (名古屋). <128>

**Summary**

The author, Yi Sŏkhun, describes his pilgrimage to Ise Grand Shrine in late November 1941 after visiting Nara. He details his visits to both the Outer Shrine (Gekū), dedicated to Toyouke-no-Ōmikami, and the Inner Shrine (Naikū), dedicated to Amaterasu-Ōmikami. He expresses deep reverence for the ancient and solemn atmosphere, the connection to Japanese imperial mythology (Amaterasu, the Three Sacred Treasures, the unbroken imperial line), and prays at the Inner Shrine for the military success of the Japanese Imperial Army. He reflects on understanding the "essence of the Japanese spirit" and the "sublimity of the Japanese national polity" through this experience. The trip concludes with an overnight stay at Futami-ga-ura, contemplating the Pacific Ocean on the eve of war. From a historical perspective, the article is significant as it reflects a Korean intellectual's seemingly sincere embrace and articulation of Japanese imperial ideology and spirituality (including praying for Japan's military victory) during the late colonial period, just before the outbreak of the Pacific War. Historians might find the author's perspective, language of reverence, and timing particularly noteworthy in understanding the complex range of responses among colonized Koreans under intense assimilation pressure.

**Named Entities**

李石薰	이석훈	Yi Sŏkhun
여기에 萬世一系의 天皇께서 다스리시는, 日本國體의 기초가 있는 것입니다. 崇神天皇의 六年, 즉, 皇紀 569年, 다시 말하면 지금으로부터 2千 30餘年 前, 宮城 내로부터 별전에 奉遷키로 되어 『倭』지방 笠縫邑에 神宮으로 지으신 것이 시초인데, 그후 87年을 지나, 第 11代 重仁天皇의 26年, 즉 皇紀 656年 3月에 이곳 伊勢로 奉遷한 것입니다. 과연 역사가 오래임을 알 것입니다.
나는 어제, 神武天皇을 奉齊한 橿原神宮에 叅拜하고, 지금 皇大神宮에 叅拜하여 거위 자연에 가까울 만큼 簡素한 가운데에도 무한한 尊嚴함을 간직한 것을 보고, 겨우 日本精神의 본질이라던가, 日本國體의 崇嚴함을, 실지로 터득(體得)한 듯한 느낌을 가지게 되였습니다.
그것을 이론적으로 설명하기 어려울 만큼 종교의 세계와도 단른 세계에서 가장 특이한 日本문화의 핵심을 이루는, 높은 것이라는 것만은 단언할 수 있을 것  같습니다.
해가 점점 기울어 갈수록, 더한층, 崇嚴한 분위기가 깊어만 가는데, 緊張한 남녀노소 叅拜者들이 여전히 끈치지 않고, 본전 앞에서는 연다라 딱-딱 拍掌소리가 일어남니다. 숲 사이에서는, 뭇새 소리가 이곳 저곳서 들려옵니다 만은, 워낙 叅拜者들이 靜肅하기＜127＞ 때문에, 拍掌 소리가 靜寂을 깨트리는 유일한 음향이었습니다. 과연 내지 사람들의 神宮에 대한 敬虔하고도 眞摯한 태도에는, 참으로 감동되지 않을 수 없습니다.
돌아오는 길에 자욱한 林間道를 새어 五十鈴川 기슭에 이르러, 맑은 물에 손을 씿노란즉, 잉어(鯉魚)같이 큰 금붕어들이 사방에서 몰려듭니다. 먹을 것을 줄쭐 알었슴인지, 힌 놈 붉은 놈 검흔 반점으로 얼룩이 진 놈, 수십 마리나 되는데, 조금도 사람을 무서워하지 않습니다. 대개 神域에서는 짐승을 대단 귀히 여기어, 금붕어도 결코 살생을 하지 않기 때문에, 그래서 56年 내지 10年이나 된 놈도 있다 합니다.
이윽고, 神域을 나섰을 때는, 해는 이미 저물었습니다. 바람 한 점 없는, 지극히 조용한 黃昏의 날개가 내려 덮히는 사이를, 한참 기둘러 電車를 타고, 바로 『二見浦』로 향하였습니다.
한 十餘分 단리어 「二見浦」시골거리에 다달었습니다. 伊勢灣의 파도소리가 탕탕 들리는 해안 旅舍에 드니, 行裝이 山田驛前으로부터 앞서 도착하였습니다.
「二見浦」는 바다가에 생긴 조고만 거린데, 여관과 토산물 파는 집과, 음식점으로 이루어젔읍니다. 저녁을 먹고, 전등 불빛이 환-한 거리를 거닐은 즉, 이곳 저곳 상점에서 어여쁜 색씨들이 이 지방 사투리를 써가며 연송 불러댑니다. 처음 오는 나그네는 어느 상점으로 들어가야 할지 얼덜덜해질 지경입니다. 토산물로는 조개(貝)와 眞珠細工品이 명물이요, 음식으로는「일본어」- 즉 통소라구이(?) 혹은 구운 통소라입니다.
나는 그런 것 저런 것 지내처 버리고 짓구지 孤獨을 찾어 옆길로 빠저 어두운 바닷가로 갔습니다. 소나무가 드믄드믄 스고, 간혹 전등이 있긴 하나, 달 없는 바닷가는 무서우리 만치 칠칠합니다. 잠시 어두운 바다를 향하고 섯노란즉, 바람은 잣것만 물결은 끄님없이 防波堤를 탕탕 침니다. 그 소리가 沈重하여 내 가슴을 울리고 내 영혼을 흔듭니다. 이 물결이 太平洋에 연다었슴을 생각하니, 때가 때인 만큼, 그저 예사 파도소리로만 들리지 않고, 나에게 무엇을 警告나 하는드키, 嚴肅하게 들리는 것이었습니다.
旅舍로 돌아온 뒤로, 내 귀는 문 밖의 파도소리로, 자꾸 기우러집니다. 나는 한번 더 정신을 가다듬고, 마음속에서 주먹을 힘있게 꼭 쥐었습니다.
이튿날은 太平洋으로 떠오르는 아침해를 맞으려고 벌러서 일찍 일어나, 바닷가로 나갔드니, 애석하게도 구름이 妨害를 하여 뜻을 이루지 못했습니다. 일쯕 일어나 나온 사람이 나뿐인가 하였드니, 각처에서 聖地叅拜를 온 내지 사람이, 웬 그리 많은지? 줄을 지어 꼬리를 물고 역시 말없이 조용히 二見浦의 저 유명한 「夫婦岩」으로 「夫婦岩」으로 몰려들 가는 것이었습니다. 오전 차로 「名古屋」로 갑니다.＜128＞
＜126-128＞
