Magazine Title:	삼천리 제12호
Publication Date:	1931년 02월 01일
Article Title:	和信德元 對 三越丁子 大百貨店戰 (Hwasin & Tŏkwŏn vs. Mitsukoshi & Chōjiya: The Great Department Store Battle)
Author:	申泰翊
Article Type:	논설 (Editorial/Opinion Piece)

Hwasin & Tŏkwŏn vs. Mitsukoshi & Chōjiya: The Great Department Store Battle
						By Sin T'aeik

Very few people gratefully accept criticism. As a Korean, I do not wish to point out the shortcomings of Korean stores. However, isn't it true that where there is no criticism, there is no progress or improvement? I intend to briefly write about the current situation of the large department stores facing each other in the northern and southern villages (Pukch'on and Namch'on) of Kyŏngsŏng. Even if there are phrases that are grating to the ear, I hope you will deeply understand that this is not born of malice, but from a sincere heart hoping for much reflection.

I. The Lineup of the Two Opposing Department Store Camps

Looking at the commercial streets of Kyŏngsŏng as a whole, it has long been the case that the boundary line between the northern and southern villages is too distinct. However, as time passes, one can realize each year that the boundary line gradually encroaches upon the northern village. This means nothing other than that the area of the southern village commercial district, where Japanese people have set up camp, is expanding into the northern village, the gathering place for Korean stores. As the southern village commercial district expands in this way, Korean stores are pushed towards Tongdaemun and Sŏdaemun, and the result is simply that their numbers decrease. This can be seen as the commercial landscape of Kyŏngsŏng. Besides this, going deeper into the internal situation, it is impossible to list one by one the many pressures Korean stores are under in terms of real power, and since this article intends to discuss department stores, I will omit discussion outside this scope.
So, what is the current state of department stores in Kyŏngsŏng? Korean department stores and Japanese department stores are also divided between the northern and southern villages, facing each other across the way. Against Hwasin Department Store (和信商會) and Tong-A Trading Company (東亞婦人商會) stand Mitsukoshi Dry Goods Store (三越吳服店) and Chōjiya (丁子屋). Looking at this confrontation, one might think that Korean department stores also hold considerable power. However, in reality, it is quite different. First, let's look at the lineup of the two camps.
(1) Hwasin Department Store (和信商會): Originally specializing in precious metals (金銀商), perhaps having realized something, it suddenly took its first step into the department store business by setting up a general merchandise section in a corner. As this proved insufficient to fulfill the functions of a department <52> store, it expanded its store space and, at the same time, largely imitated the style of the Hirata Shōten (平田商店) in Namch’on, flying the banner of a department store. However, not only is the store space narrow, but I think its scale as a department store is too small given its lineup to date. Nevertheless, as it is one of the two Korean department stores, I pray for its strenuous efforts.
(2) Tong-A Trading Company (東亞婦人商會): Before the current manager took over, it was a single general merchandise specialty store. From the time the current manager, Mr. Ch'oe Nam (崔楠氏), took charge, the store was expanded, and it began to show the lineup of a department store for the first time. However, this too is excessively small in scale for a department store.
(3) Mitsukoshi Dry Goods Store (三越吳服店): As this is indeed a branch of the place renowned as the king of department stores in Japan, it is natural that its scale is the largest in Korea. Moreover, having built a large, latest-style building with novel facilities at the entrance of Honmachi (本町), although we speak of confrontation, the Korean department stores are in a state where they dare not even glance sideways.
(4) Chōjiya (丁子屋): This place was originally a Western clothing specialty store (洋服專門商), but having awakened to the general trend, it now stands as a proper department store, confronting Mitsukoshi next door.

II. Capital War... Customer Acquisition War

As mentioned above, it is a fact that in terms of lineup, Korean department stores are smaller in scale compared to Mitsukoshi or Chōjiya. However, it is likely not because the Korean department stores lack the intention to operate on a large scale like Mitsukoshi and Chōjiya. I believe they would wish to operate on an even larger scale than Mitsukoshi and Chōjiya. But there must be various reasons why they cannot operate on a large scale, and among them, the fundamental reason is that in the capital war, the Korean department stores are being overwhelmingly crushed. Mitsukoshi has its head office, a joint-stock company (株式會社), in Tokyo, so its capital is sufficient. And although Chōjiya cannot surpass Mitsukoshi, it also possesses considerable capital, enough to operate a department store in Korea without excessive hardship (困窮). However, turning our attention to the inner workings of Hwasin or Tong-A, it is truly stifling. It is difficult to speak of their capital amount, which can be called the second lifeblood of a merchant, and it is not easy to ascertain the exact figure (both are individually managed). In any case, I will state that the capital of the Hwasin and Tong-A department stores is very different from what the world imagines. Also, according to hearsay, although the current managers are said to be Mr. Sin T'aehwa (申泰和氏) and Mr. Ch'oe Nam (崔楠氏), the real so-called financiers (錢主), the ones providing the money, are supposedly different people. If this rumor is true, could this be a major reason for the small scale of the department stores?
Next, let's look at how they attract customers through advertising and methods.
(1) Hwasin Department Store: Their most skillful tactic for attracting customers is the "Perpetual Prize-Attached Grand Sale" (萬年景品附大賣出). Perhaps thinking that Korean customers are only drawn by the allure of prizes (景品), there is never a time throughout the year when they are not holding a prize-attached grand sale. Other than occasionally blowing horns and holding flag parades (旗行列), I have not seen any real advertising. Also, looking at their customer service skills, it is likely largely true that they offer a commonplace attitude (平凡한 態度) where one cannot find any particular sense of kindness (親切).
(2) Tong-A Trading Company: As the owner, Mr. Ch'oe Nam, is a man of great enthusiasm (熱誠), many people have expectations (期待) for his future (前途). However, I have not seen any particular advertising from Tong-A that could be considered effective in attracting customers. According to news (消息) I've heard, because he has established many branches of general merchandise stores in various regions, the degree of effort he puts into Tong-A Trading Company has greatly decreased (低下) compared to before. Perhaps for this reason, Tong-A's energy (氣勢) seems somewhat diminished lately.
(3) Mitsukoshi Dry Goods Store: As mentioned above, due to its abundant capital (豊富한 資本), vast store space (宏大한 店舖), and spectacular facilities (可觀의 設備), even without employing special advertising methods, Korean customers, driven by curiosity (好奇心), direct their steps towards Mitsukoshi.
(4) Chōjiya: While its store space is not inferior (遜色) to Mitsukoshi, its interior facilities (內部의 設備) are actually more effectively designed to attract Korean customers. Also, Chōjiya employs relatively (比較的) more strategies for absorbing (吸收策) Korean customers than Mitsukoshi. Thus, they occasionally advertise selling goods needed by Koreans (朝鮮人需用), like broad cotton cloth (廣木) and artificial silk (人造絹), at low prices (廉價), and there are often times when Chōjiya is packed (갓득차는) with customers dressed in white (흰옷입은 손님).
In this way, the increasing number of Korean customers directing their steps daily towards either Mitsukoshi or Chōjiya is seen as an unstoppable phenomenon (現象).

III. What About Daily Sales Volume?

As Mitsukoshi and Chōjiya exert expanding power, while Hwasin and Tong-A (on page 74) <53> (Continued from page 58) strive to exert contracting power, one can guess the superiority or inferiority (優劣) of their momentum (氣勢). Therefore, regarding which side has higher daily sales (1日賣上高) and by how much, I cannot say. It is impossible to know the figures, which are the greatest secret in commerce. One can only guess the superiority or inferiority through superficial observation (皮相的 觀察). That is, it is certain (물론) that Hwasin and Tong-A, being smaller in scale and having only poor (貧寒) Korean customers, have lower sales than Mitsukoshi and Chōjiya. Therefore, let's compare the superiority and inferiority by dividing them into two camps. First, regarding which one sells more between Hwasin and Tong-A, I would say Hwasin likely has higher sales than Tong-A. And I view it as undoubtedly true that Mitsukoshi has higher sales than Chōjiya.

IV. The Figures of the Business Leaders

In terms of management personnel (經營者), Hwasin and Tong-A also cannot catch up (딸어갈 수가 업다) to Mitsukoshi and Chōjiya. Hwasin's Mr. Sin T'aehwa (申泰和氏), having managed a precious metals business, it is questionable whether he possesses knowledge of commerce, and there is no one working under him who could be considered noteworthy; they are all of the traditional style (在來式), skilled only in saying "Sell the goods, yes sir." Also, looking at Tong-A's Mr. Ch'oe Nam (崔楠氏), although he lacks special academic credentials (學歷), it is true that he possesses some talent (才質) for commerce. However, as mentioned above, lately he is focusing his efforts (注力) on establishing and developing regional branches, so no remarkable activity (活躍) is visible. But Mitsukoshi and Chōjiya are both staffed entirely by people with considerable knowledge of commerce, who advance onto the commercial battlefront (商業戰線) after repeated study upon study (硏究에 硏究를 거듭하야).

V. Oh, Hwasin and Tong-A Department Stores!

Who would not feel sympathy (同情) upon seeing their weakened state (쇠약한 모양), battered by the harsh winds (모진 바람)? And at this time when the harsh winds are intensifying hour by hour (時時刻刻), who will support them as they fall (넘어지는)? Only the Korean customer. Let us sustain (扶持시키자) the Korean department stores, which are trembling (발발 떨고 잇는), unable to exert their energy (氣勢). This is the duty (義務) of being a Korean. Do not just seek out bustling (繁華) places simply because you enjoy them (질겨서)!
However, it is not the customers' fault (탓) that their steps are directed towards Mitsukoshi and Chōjiya. The operators of the department stores also bear some responsibility. Of course, there are capital (資本) and various other unspoken circumstances (事情), but the managers lack knowledge of the department store business, and their advertising methods are outdated (뒤떨어진 것) and merely repeated (되풀이만 한다). They seem to have too little thought about paving the way forward (압길을 열어 나아감).
Hwasin and Tong-A department stores, rise up! Where there is collapse (업드러지는 곳에), there must be the courage (勇氣) for resurgence (再起).<74>
<52-53, 74>

**Summary**

This 1931 editorial by Sin T'aeik laments the struggling state of Korean-owned department stores, Hwasin and Tong-A, in Kyŏngsŏng (colonial Seoul) compared to their larger, better-funded Japanese competitors, Mitsukoshi and Chōjiya. The author analyzes the disparities in scale, capital, advertising strategies, customer service, and management expertise, noting how Japanese stores are expanding their territory and attracting more Korean customers. While acknowledging external pressures like lack of capital, Sin criticizes the Korean stores for insufficient business knowledge and outdated methods, urging them and Korean consumers to support Korean businesses out of national duty, while also calling on the stores themselves to innovate and strive for resurgence. For historians, this article offers a valuable glimpse into the economic realities of colonial Korea, highlighting the unequal competition between Korean and Japanese businesses, the role of capital and modern business practices, the nascent consumer culture among Koreans, and the blend of economic critique with nationalist sentiment urging ethnic solidarity in consumption. The description of specific stores, advertising tactics (like prize giveaways vs. targeted sales), and customer demographics provides concrete details about the urban commercial landscape of the time.

**Named Entities**

和信	화신	Hwasin
(2) 東亞婦人商會 經營主인 崔楠씨가 熱誠이 만흔 사람인 만큼 그의 前途를 期待하는 이가 만흔 터이다. 그러나 東亞로써 손님을 끄흐는데 특별히 이러타고 할 宣傳을 못 보앗다. 그러고 들리는 消息에 의하면 그는 각 地方에다가 雜貨商의 支店을 만히 設置하야논 까닭에 東亞婦人商會에 힘쓰는 度가 前日보다 매우 低下되여 간다한다. 그래그런지 요새 東亞의 氣勢가 즘 떨치지 못하는 것 갓다.
(3) 三越吳服店 以上에 말한 것과 가티 豊富한 資本과 宏大한 店舖에다가 可觀의 設備를 하야논 까닭에 특별히 宣傳方法을 쓰지 안흘지라도 朝鮮사람의 손님은 好奇心을 내여 발길은 三越에 향해간다.
(4) 丁字屋 店舖에 잇서서는 三越에 遜色이 업지 안흐나 그 內部의 設備에는 돌이혀 朝鮮손님을 끄흐는데 더 힘잇게 되야잇다. 그러고 丁子屋에서는 三越보다 朝鮮人 손님의 吸收策을 比較的 만히 쓰고 잇다. 그래서 때때로 朝鮮人需用의 廣木, 人造絹가튼 것을 廉價로 판다는 宣傳을 하야 丁子屋內에는 흰옷입은 손님이 갓득차는 때가 만타.
이와가티 조선사람의 손님이 날로 三越이나 丁字屋이나 이곳으로만 발길을 옴기는 數가 늘어가게 되는 것은 막기 어려운 현상으로 본다.

三. 一日賣上高如何

三越, 丁字屋은 뻣는 힘이며 和信, 東亞는 (제 74頁에)<53>(58頁의 續) 옴치러지는 힘을 내여밀기에 힘쓰고 잇는만큼 그 氣勢의 優劣을 짐작할 수가 잇다. 그럼으로 1日賣上高가 어느 쪽이 얼마나 더 만흔가 함에 대하야는 나로서 말할 수 업다. 商業에 가장 秘密인 數字를 알어낼수는 업는 일이다. 다만 皮相的 觀察로 優劣를 짐작할 수 잇다. 즉 和信, 東亞가 規模가 적고 顧客이 貧寒한 朝鮮사람 뿐임으로 三越, 丁字屋보다 賣上高가 적은 것은 물론이다. 그럼으로 두 便으로 난호와서 優劣를 보기로 하자. 먼저 和信, 東亞중에 어떠한 것이 더 만히 팔가함에 대하야, 나는 和信이 東亞보다 賣上高가 만흘 것이라 한다. 그러고 三越이 丁字屋보다 賣上高가 만흘것이라는 것을 틀님업다고 본다.

四. 營業首腦者의 人物

經營者에 잇서서도 和信과 東亞가 三越, 丁子屋을 딸어갈 수가 업다. 和信의 申泰和씨는 金銀商을 經營하든 이로써 商業에 대한 知識이 잇는지도 疑問이며 또 그 알에서 일을보는 이도 이러타고 볼 사람이 업고 모다 在來式으로 『물건파오 네-엣소』하는 솜씨들이다. 또 東亞의 崔楠씨를 보면 特別한 學歷은 업스나 何如間 商業에 대한 才質이 잇는것만은 사실이다. 그러나 以上에도 말한것과 가티 요새에는 地方의 支店設置와 그의 發展에 注力하는 까닭으로 可觀할 活躍이 보히지 안는다. 그러나 三越, 丁字屋은 모다 相當히 商業의 知識이 잇는 사람들 뿐으로 그들은 硏究에 硏究를 거듭하야 가지고 商業戰線에 서서 나아간다.

五. 和信, 東亞百貨店이여!

모진 바람에 휩싸혀잇는 그들의 쇠약한 모양을 볼 때에 뉘가 同情의 맘을 안가질 것인가? 그러고 모진 바람은 時時刻刻으로 그 度를 加하야 가는 이때에 잇서 넘어지는 그들을 붓잡어줄 사람이 누구이냐. 오즉 朝鮮사람의 손님이다. 氣勢를 못펴고 발발 떨고 잇는 朝鮮百貨店을 扶持시키자. 이것이 곳 朝鮮사람된 義務이다. 다만 繁華한 곳을 질겨서 차자 가지를 말라!.
그러나 손님의 발길을 三越, 丁字屋으로 옴기게 하는 것은 손님의 탓이 아니다. 百貨店을 經營하는 이의 責任도 업지 안타. 물론 資本, 其他 여러 가지의 말 못할 事情이 잇지만 經營者가 百貨店에 대한 知識이 업고 또 그 宣傳方法이 뒤떨어진 것만 가지고 되풀이만 한다. 압길을 열어 나아감에 대하야 너무나 생각이 업는 모양이다.
和信, 東亞의 兩百貨店아 일어나거라. 업드러지는 곳에 再起의 勇氣가 잇서야만 한다.<74>
<52-53, 74>
