잡지명	삼천리 제4권 제8호
발행일	1932년 08월 01일
기사제목	外國評論家의 論評 (Foreign Commentator's Review)
필자	K. Wilson
기사형태	문예평론 (Literary Criticism/Commentary)

外國評論家의 論評
						K. Wilson
外交政策突變한 最近米國
(Recent America's Sudden Change in Foreign Policy)

緖言 The worldwide Great Depression and the conflict between Japan and China caused the United States to change its long-standing foreign policy, establishing a diplomatic approach closer to cooperation with Europe in its foreign relations during the past year, according to the first section of the yearbook published by the Council on Foreign Relations. That yearbook was written by Mr. Walter Lippmann and discusses America's foreign policy during the past year. Its title is "World Affairs and the United States," and it is published annually. Elihu Root is its honorary chairman, and John W. Davis is its chairman.

Mr. Lippmann states that during the past 18 months, the United States, facing the depression, based its policy solely on domestic affairs, thinking that establishing new domestic policies alone would be sufficient to overcome the depression. However, this policy was drastically overturned last summer when President Hoover declared a moratorium to help the world economy. Thus, a "spectacular new development in American foreign policy" was achieved, and finally, the United States dispatched a representative to the League of Nations discussing the Manchurian issue, something unprecedented.

一. Depression as the Cause of Anxiety. This kind of depression in trade and industry inevitably causes political instability, simultaneously excites nationalistic sentiments, and further complicates the foreign affairs of major nations. The first few pages of the yearbook contain important observations from American public opinion regarding the depression. Initially, it was thought that the domestic depression was merely temporary and a unique phenomenon without commonality. Later, it was gradually perceived that its cause lay abroad, resulting from the disordered economic state of various world nations, and that overcoming it required not only domestic but also international action.

Mr. Lippmann again quotes the aforementioned text to explain how this perception in the United States pushed it towards Washington's new diplomatic trend, leading it to approach European nations more closely and establish a so-called international cooperation policy as a way to break through its long-standing depression.

Furthermore, he explains how President Hoover, after the economic crises occurred in Austria and Germany, abandoned his long-standing non-intervention policy<22>and proposed a moratorium on reparations and international war debts to rescue them.

二. Cooperation with Europe. However, closer cooperation with Europe began when two cabinet members, who happened to be traveling abroad, were made to attend the seven-nation conference held in London representing the United States to resolve Germany's economic crisis. Also, during the conference, when the British pound plummeted, its Federal Reserve Bank, in coordination with French banks, issued credit bonds to Great Britain.

Thus, Great Britain's economic crisis, unable to properly maintain the gold standard, led the United States to forge even closer diplomatic relations with France, as France was the most stable financial nation in Europe at the time; Prime Minister Laval's visit to the United States was its direct result.

So, what was the result of the so-called "Hoover-Laval meeting"?
Mr. Lippmann himself thought the likely outcome was: "If Laval and Brüning's reparations plan is negotiated more cleanly and effectively promotes trust and easing, the United States will significantly reduce war debts." And the remaining influence would be that France would choose one of the two: either become friendly allies with Germany or abandon political cooperation with the United States.

The consultation between the Prime Minister and the President was not limited solely to maintaining the gold standard. It also touched upon the disarmament issue, soon to be discussed at the Geneva Conference.
Therefore, Mr. Lippmann explained the current state of the disarmament problem to give his readers a proper understanding of the fundamental issues to be discussed in Geneva.

Such discussions on armaments and world peace inevitably lead to mentioning the conflict between China and Japan in Manchuria, and also make one consider the role the United States, as a proposer of the Briand-Kellogg Pact, would play in cooperating with the League of Nations to resolve this extremely difficult international problem.

三. Particularly Sensitive Issues. Regarding the policy towards Hispanic America focusing particularly on economic development, which achieved considerable progress from 1930 to 1931, and the reasons why they are always especially sensitive about this issue, Mr. Lippmann explained as follows:
1. They are producers of raw materials, but the extraction (拔出) of these raw materials is particularly harsh (嚴酷).
2. To repay their debts and pay for goods purchased from abroad, they must export one or two domestic products overseas, making them more susceptible to economic disruption compared to other countries that produce various goods.
3. They are debtor nations. A large portion of their budgets is devoted (밧치게 된다) to repaying foreign debts. Moreover, the burden of their contractual obligations only increases due to the fall (低落) in the prices of their products.
4. In some cases, their debts are excessive, so even such foreign loans cannot be used (充用되지 못한다) for production costs.
5. Even in the best economic times, they cannot balance (맛치지 못하며) their budgets or stabilize the circulation (융통) of domestic currency. Thus, as world economic conditions become slightly unfavorable, they face even greater economic difficulties (逢着하고 잇다).
6. Most Latin-American countries have not yet established solid traditions of policy (政策의 鞏固한 전통). Therefore, factional strife (派爭) is rampant (旺盛). At the same time, public opinion is becoming more progressive, more moderate (婉적이며), and criticism of the strategies of old politicians is becoming sharper. In various instances, the acute economic disaster from 1930 to 1931 led them to seek solutions through emergency measures. <22>

赤露의 「軍縮會議」觀
(Red Russia's View of the "Disarmament Conference")
KARL. RADEK

The Soviet masses are watching the future of the Disarmament Conference currently being held in Geneva with considerable tension. They are viewing the Geneva Conference through the mocking gaze of Karl Radek, editor-in-chief of the Red Russian newspaper "Izvestia" (『이스베스치아』 紙), famous for possessing the sharpest pen (銳別한 筆峰) in the European press.

For Radek, as for the Soviet masses, the Geneva Conference is nothing but a clown show (道化연극). It merely wraps the goals of militarists in the phrases and gestures of pacifists.

The following excerpt is from a commentary written by Radek published on the front page of the recently issued Izvestia, sufficient to glimpse his attitude towards the conference and his biting (辛竦한) commentary.

The imperialist powers have now reached a point where they dare not openly declare further arms expansion and have come to regard the Disarmament Conference as a kind of utopia or demagoguery. They put up posters proclaiming themselves "Defenders of Humanitarianism" and promoted the Greek Ambassador Politis (폴리틔쓰씨) and the Spanish Ambassador Madariaga (마따리아가氏) in Paris (巴里). However, the reason for their selection of these two gentlemen is unknown. Perhaps it is due to the belligerence of the Greek race (希臘族) or perhaps a special danger threatens these descendants of Don Quixote (똔,규쏘트) or the hero Homer (호-머).

Politis, a legal expert and lawyer, told them about his future growth process, and Madariaga, a famous Spanish political commentator known for his excellent lectures (講談잘하기로), told them a fable about a "bear" (곰). This bear is one who demands everyone's disarmament because weapons hinder his embrace.

This fable delighted the representatives of the imperialists. However, they fail to understand Russia's (露西亞) natural question:
"Since when have tigers and lions feared the bear?"
But if it can be clearly understood why such a legend about Soviet imperialism was needed in this great contest, then one can only pity the little lambs (仔羊) and other small animals that do not yet know the tigers and lions.

Madariaga spoke not just as a jester (滑稽家) but as an "organizer of peace."—
He said it was necessary to unite the peoples of the world in their daily labor (日常生活 勞勵), thereby making them know each other well and become close, and thus making disarmament possible.

Certainly, the World War occurred because British and German capitalists only knew each other through their fights in the world market, not at the League's restaurant (聯盟요리점).

And the recent battle in Shanghai (上海)—[omitted in original]—. Furthermore, the fact that they cannot find any other philosophy or philosopher <24> to carry out their national policies is characteristic (特微) of the common ideological emptiness of their imperialist world; the complete bankruptcy of the League of Nations shown to all honest people worldwide by the recent Shanghai incident is evidence of this.

Rejecting the proposals of the Turkish (土耳其) and Russian (露西亞) representatives and kicking aside the resolution for total disarmament, the representatives of those imperialists hastily recalled that myths about the "bear" were a very insufficient means of defense against cannons. Therefore, instead of adopting Stimson's resolution, which was merely a simple process for discussing various partial disarmament plans, they proposed Madariaga's resolution. He stated that all efforts for disarmament were useless (無用한). The goal could only be achieved through international cooperation and the growth of mutual trust.

Comrade Litvinov (리드비노푸), with a single gesture, gently overturned the screen set up by the Spanish pacifist. He said that this conference of nations, possessing various prophets currently taking the stage (登壇중에 잇는), has still refused to establish diplomatic relations with the Soviet Union. Based on this viewpoint (착안점), Litvinov loudly asked how the growth of international trust could be expected alongside the expansion of armaments. <25>
<22-25>

**Summary**

This article comprises two parts. The first part, citing Walter Lippmann's analysis, discusses the significant shift in US foreign policy around 1931-1932. Driven by the Great Depression and the Manchurian Incident, the US moved away from isolationism towards closer cooperation with European powers, exemplified by the Hoover Moratorium and participation in international discussions on economic crises and disarmament. The second part presents Karl Radek's scathing Soviet critique of the Geneva Disarmament Conference, portraying it as a hypocritical farce by imperialist powers masking their militaristic intentions with pacifist rhetoric, highlighting the League of Nations' perceived failure during the Shanghai Incident. From the perspective of Korean colonial history, this article is interesting as it reflects the global geopolitical shifts impacting East Asia, particularly the Manchurian Incident, which directly involved Korea's colonizer, Japan. The discussion of international cooperation and disarmament, alongside the critique of imperialism, provides context for the international environment in which Korea's situation existed, though Korea itself is not mentioned.

**Named Entities**

米國	미국	Miguk
一. 불경기가 불안의 원인 무역과 산업상의 이 갓흔 불경기는 필연적으로 정치적 불안을 초래하는 동시에 민족적 감정을 興舊식히며 중요한 諸국가의 대외문제를 더욱 복잡케 만드는 것이다. 同年鑑의 첫 번 몃장은 불경기에 대한 米國여론의 중요한 관찰점을 揭載한 것으로 그 초기에 잇서는 국내이 불경기는 오즉 일시적인 동시에 공통성을 가지지 아니한 특수한 현상이라고 생각하엿던 것과 그 후에 이르러 점차로 그의 원인이 국외에 在하야 세계각국의 경제상태의 불정돈된 所致이며 그를 匡救하는데 잇서는 국내적으로는 물론 국제적 행동을 취하지 안으면 안될 것을 간파하게 되엿다고 論及하엿다.
립푸만씨는 또다시 상술한 바 文意를 인용하야 米國의 이와 갓흔 개념이 그를 모라 華盛頓의 새로운 외교적 경향을 가지게 만들고 그의 年來의 불경기를 타개하는 정책으로써 歐洲各國과 모다 접근하야 이른바 국제협동정책을 세워 나가게 만든 것을 설명하얏다.
또한 氏는 오스트리아와 獨逸에 경제적 위기가 발생한 이후로 대통령 후-버가 엇더케나 그의 年來의 불간섭정책을 떠나＜22＞바리고 그를 구출하고자 배상과 국제적 戰債에 대한 모라토리움을 제안한 것을 설명하엿다.

二. 歐羅巴와의 협동 그러나 歐羅巴와의 一層 더 접근된 협동은 마츰 漫遊중에 잇던 閣員 두사람으로 하야곰 獨逸의 경제위험을 제거하기 위하야 倫敦에서 개최되는 7개국회의에 米國을 대표하야 출석케 만든 때부터이다. 그리고 또 회의개최중에 잇서 영국폰도 「磅」가 폭락되자 그의 연합저축은행은 佛國의 은행과 보조를 동일히 햐야가지고 英國에게 신용 債券을 발행하엿던 것이다.
그리하야 金本位制를 제대로 유지할 수 업는 英國의 경제적 위기가 米國으로 하야곰 佛國과의 외교관계를 一層 더 긴밀하게 만들엇나니 당시 佛國은 歐洲에 잇서 가장 안정된 금융국가를 일워가지고 잇던 까닭이엇스며 라봘 首相의 米國방문은 그의 직접결과이엇다.
그러면 일은 바 『후버·라봘회의』의 결과란 무엇이엇던가?
『라봘과 부류닁의 배상안이 좀 더 깨끗하게 談判되여 그의 신임과 緩和를 助長식히기에 유효하게 되면 米國은 戰債를 상당히 삭감하겟다.』는 결과가 생겻슬 것이라고 립푸만씨는 스스로 생각하엿스며 그리하야 그 남아지 영향으로는 佛蘭西가 兩者중의 그 1을 택하야 獨逸과의 사이에 친선한 벗이 되던지 또는 米國과의 정치적 협동을 포기하던지 하엿슬 것이다.
首相과 대통령사이의 상의는 金本位制 유지에만 오즉 局限한 것이 아니다. 쩨네바회의에서 머지아니하야 곳 토의될 군축문제에까지도 언급되엿섯다.
그런 까닭에 림푸만씨는 쩨네바에서 토의될 근본문제에 대하야 그의 독자에게 정당한 이해를 가지게 하려 軍備축소문제의 현상을 설명하엿다.
如斯한 軍備와 세계평화문제의 토의는 필연적으로 中國과 日本과의 滿洲에서의 충돌문제를 云謂하게 되는 것이며 또 한 뿌리앙,켈록 조약의 제안자로서의 米國으로 국제연맹과 협동하야 이 至難한 국제문제를 해결하는데 수행할 역할을 思慮하게 된다.

三. 특별히 감각적인 문제 히쓰팬, 아메리캔의 정책이 특별히 경제적 발전에 주력을 가하야 지난 1930년으로부터 1931년동안에 상당한 발전을 일우게 된 것과 그들이 늘 이 문제에 한하야 특히 민감적인 이유에 대하야 립푸만씨는 다음과 가치 설명하엿다.
1. 그들은 原料品의 생산자인 것이나 그 原料品의 拔出이 특히 嚴酷한 것.
2. 그들의 債務를 報償하고 또 외국으로부터 구입하는 상품대를 지불하기에 그들은 한가지나 혹은 두가지의 국내상품을 외국에 수출식혀야되며 그런 까닭에 여러 가지 물품을 생산하는 다른 나라에 비하야 경제교란이 容易하다.
3. 그들은 債務國이다. 그들 豫算案의 대부분은 외국債務반환에 밧치게 된다. 더구나 그들의 계약상 의무의 부담은 생산품 물가의 低落으로 因하야 더욱 증대하여 갈 뿐이다.
4. 엇던 경우에 잇서 그들은 債務가 초과되는 까닭에 그처럼의 외국공채도 생산비용에 充用되지 못한다.
5. 가장 景氣조흔 시절에 잇서도 그들은 예산의 발난스를 맛치지 못하며 국내통화의 융통을 안정식히지 못한다. 그리하게 그들은 세계의 경제적 조건이 좀 불리하게 됨을 따라 더욱히 경제문제의 곤란을 逢着하고 잇다.
6. 다대수의 라틘-아메리카 국가들은 정책의 鞏固한 전통이 아즉 확립되지 못하엿다. 그래서 派爭이 旺盛하고 잇다. 동시에 사회의 여론은 더욱 진보적이오 더욱 婉적이며 舊정치가의 정략에 대한 비판도 날카러워진다. 여러 가지 實例에 잇서 1930년으로부터 同31年애 이르는 동안의 急性적인 경제적 재난은 비상수단으로써 그의 타개책을 찻게 하엿다.＜22＞

赤露의 「軍縮會議」觀
KARL. RADEK
쏘베트 대중들은 지금 제네바에서 개최되고 잇는 軍縮회의에 대하야 자못 긴장된 기분으로 그의 장래를 주시하고 잇다. 그들은 歐羅巴 언론계에 잇서 가장 銳別한 筆峰의 소유자로서 유명한 赤露 『이스베스치아』 紙主筆 칼,라테크의 嘲弄적 시선을 통하야 제네바회의를 구경하고 잇다.
쏘베트 대중들에게서와 한가지로 라데크에 잇서도 제네바회의라는 것은 한 개의 道化연극에 불과한 것이다. 오즉 軍國주의자들의 목적하는 바를 평화주의자의 문장과 몸짓 형용 등으로 휩싸노흔 것 뿐이다.
다음에 인용하는 一節논문은 최근 발행한 同이스베스치아紙 제1면에 揭載된 라데크의 집필평론으로서 회의에 대한 그의 경향과 또는 그의 辛竦한 논평를 엿보기에 족하다.
帝國주의자 열강들은 이제 이르러서는 감히 공연하게 이 以上의 軍備확대를 선언하지 못하게 되엿스며 軍縮회의를 一種의 유토피아나 혹은 煽動정치와 가치 생각하게 되엿다. 그들은 『人道주의의 옹호자』라는 포스터를 내여 걸고 希臘大使 폴리틔쓰씨와 西班牙大使 마따리아가氏를 巴里에 승진식혓다. 그러나 그들의 兩氏 채택의 이유는 아지못한다. 혹은 希臘族의 전투성이거나 혹은 특수한 위험이 저들 똔,규쏘트(Don. Qulxote)나 영웅 호-머(Homer)의 자손들을 戚脅하는 까닭인지.
폴리틔쓰는 법률 大家인 변호사로서 그의 장래할 성장과정을 저들에게 들녀주고 마드리아가는 講談잘하기로 유명한 西班牙 一流政論家로서 저들에게 『곰』(態)에 대한 일장 寓話를 이약이하여 주엇다. 그 곰이란 者는 각 사람의 무장해제를 요구하는 者이니 그는 그 무기가 그의 포옹을 방해하는 까닭이다.
이 寓話는 帝國주의자의 대표자들을 질겁게 만들엇다. 그러나 저들은 아래와 갓흔 露西亞의 당연한 질문을 이해치 못하는 것이다.
『어느때부터 호랑이와 사자는 곰을 무서워하엿는가?』
그러나 만일 이러한 큰 시합에 잇서 무슨 까닭으로 쏘베트 帝國주의에 대하야 그 갓흔 전설을 요구하게 되엿는가를 명백하게 알 수 잇다면 그 남아지는 오즉 호랑이와 사자를 밋처 아지 못하는 적은 仔羊과 다른 일반 小동물들을 측은히 생각할 뿐이다.
마다리아가는 다만 滑稽家로서만 이약이 하엿슬 뿐이아니라 『평화의 조직자』로서 말하엿다.―
그는 세계국민들을 그들의 일상생활 勞勵에 잇서 한 곳에 결합식히는 것이 필요하다고 말하엿다. 그리하야 그들로 하야곰 서로서로 잘 알게 친하게 만들고 또한 그럼으로 인하야 軍備축소를 가능케 할 것이라고 역설하엿다.
확실히 세계전쟁은 英國과 獨逸의 자본가들이 오즉 세계시장에서의 그들의 싸홈만을 통하야 서로 알게된 까닭이오 연맹요리점에서의 그것은 아니다.
그리고 今番 上海의 싸홈은―中略-원문―. 뿐만아니라 그들이 그들의 國策을 수행하기 위하야 아모런 다른 철학과 다른 철학자＜24＞를 발견할 수 업는 것은 그들 帝國주의자 세계의 공통된 관념적 공허의 特微인 것이니 今般 上海사건을 계기로 하야 全세계의 정직한 사람들에게 보혀준 국제연맹의 완전한 파산이 그것이다.
저들 帝國주의자의 대표자들은 土耳其와 露西亞대표의 주장을 물니치고 軍備 全減결의를 一蹴하면서 황급한 태도로 『곰』에 대한 신화만으로는 大砲를 방지하기에는 매우 불충분한 방어수단인 것을 회상하엿다. 그런 까닭에 그들은 부분적 軍備축소의 種種 설계안 토의에 대한 단순한 과정에 불과하는 스틤손의 결의를 채용하는 대신에 마다리아가의 결의 제안을 하엿다. 그는 軍備축소를 위한 모든 노력은 無用한 것이라 하엿다. 그 목적은 오즉 국제적 협동과 상호간의 信義 성장을 통하야서만 달성할 것이라 하겟다.
동지 리드비노푸는 한번 몸짓으로 西班牙의 평화주의자가 세워노흔 스크린을 은근하게 뒤집어 업트리고 마랏다. 그는 말하엿다. 지금 登壇중에 잇는 여러 예언자들을 가지고 잇는 諸國家의 今般회의는 아즉까지 다 쏘베트동맹과 외교적 관계를 맷는 것을 거절하엿다. 이런 착안점에 입각하야 리드비노푸는 軍備의 확대와 함끠 국제적 신의에 성장을 엇더케 기대할 수 잇는가를 소리처무럿다.＜25＞
＜22-25＞
