Magazine Title: 삼천리 제4권 제8호
Publication Date: 1932년 08월 01일
Article Title: 異域 同胞近況 (Recent Conditions of Compatriots in Foreign Lands)
Author: 於龍井 L·C·H, 奉天 崔致億, 大阪 金字光 (In Yongjŏng L.C.H, In Pongch'ŏn Ch'oe Ch'iŏk, In Osaka Kim Chagwang)
Article Type: 소식 (News/Report)

Recent Conditions of Compatriots in Foreign Lands
						In Yongjŏng L.C.H, In Pongch'ŏn Ch'oe Ch'iŏk, In Osaka Kim Chagwang

Worrisome Kando Compatriots
In Yongjŏng L.C.H

Lately, I have received dozens of letters from friends in the homeland asking about the news here and the situation of our compatriots. Feeling it would be too remiss to remain indifferent, I take this opportunity to borrow a page from our 『Samch'ŏlli』 magazine to broadly relate a fragment of the news about Kando compatriots to our brothers and sisters in the homeland. What is the current situation of the compatriots here?

Originally, the reason Kando compatriots crossed the river (Tuman) and migrated was not because they grew weary of living in their native land, nor did they venture forth with territorial ambitions. Rather, it is no exaggeration to say that the vast majority – nay, all – came carrying only rattling gourds, driven by the poverty of food, clothing, and shelter, forced to migrate with men carrying burdens on their backs and women carrying them on their heads.
Even after coming to Kando, they followed water and grass into the sparsely populated (人煙 稀), secluded hinterlands (奧地). As tenant farmers for the Chinese, they barely sustained their lives (連命) by digging the earth with blood and sweat. On top of this, they endured double and triple political oppression and extreme economic exploitation! While persevering through all sorts of abuse to preserve their lives (保命), since the occurrence of the recent incident (今番事變), armed groups (武裝團) have been gathering day and night in various places – sometimes dozens, sometimes hundreds or even thousands – attacking villages and towns, plundering money and goods, committing murder, taking hostages, raping women (婦女强X), and inflicting calamities one cannot bear to witness.
Currently, in villages everywhere, people have fallen into a state where they cannot live and work in peace (安堵하기 不能한 상태). The thread of hope they held, that they might start farming when the situation stabilized somewhat, has now turned to despair. With rumors spreading daily of attacks by mounted bandits (馬賊), the Big Sword Society (大刀會), the Red Spear Brigade (紅槍隊), local bandits (土匪), soldier bandits (兵匪), so-called (曰) National Salvation Corps (救國團), Suicide Squads (決死隊), Plainclothes Units (便衣隊), and the like, residents are enveloped in extreme terror. Recently, compatriots abandoning what little property (家産 등屬) they had left and fleeing empty-handed (空拳) from their original homes to the cities like a tide (潮水같이) are increasing day by day and month by month (日增月加). The number of brethren who need immediate relief to survive (延命) is now estimated at 5,000 to 6,000. Besides the compatriots fleeing to cities within Kando, a great number have completely given up on Kando and are heading towards the homeland mountains and rivers they yearned for. Barefoot and empty-handed, carrying young children on their backs, relying on bamboo staffs (竹杖) as their support, they are once again crossing the Tuman River (豆滿江), which they had tearfully parted from sometime before.
For the white-clothed compatriots (白衣同胞) wandering in Kando, worries and anxieties grow more severe moment by moment (刻一 刻酷) as the days pass. Their plight (其身勢) is pitiful, and their future prospects (其前途) are bleak.

Today is Sunday, June 26th, the day June is about to finally depart. Since dusk, a dreary rain has been falling listlessly. On the muddy roads (즐펀한 路上), one sees swarms (떼지은) of wandering refugee compatriots. Among them was the wretched sight, impossible to view without tears, of a family carrying a newborn – whom a woman, full term in her pregnancy, had delivered amidst the flight – in a basket (筐) atop their heads, while the mother was carried on her husband's back, heading towards the homeland. Is this the only story? Due to space limitations, I do not record them, but many various tragicomedies (喜悲劇) are being played out.

Recently, writings discussing the Kando issue by knowledgeable people (識者) have been published frequently in newspapers and magazines. However, even if Kando was historically our territory, what role does this play today? And what does it matter if the absolute majority of the resident population is our ethnicity! While I pay respect to the efforts of the commentators' research, it provides no strength (力) whatsoever. In the end, shall we say it is nothing more than the pastime of the leisurely intelligentsia (有限 인테리)?

Regarding the urgent relief measures for the refugee compatriots, we still see no concrete plan (何等의 구체적 成案). The only relief agencies are the Korean People's Associations (朝鮮人 民會) in several locations like Kando and Hunch'un (琿春), through which the Ministry of Foreign Affairs (外務省) says it will distribute 6 *jŏn* per adult per day for the time being. This is certainly difficult for city life, and as it is a limited budget, there seems little prospect of it continuing long-term. If they try to sell their labor (品파리), there is no work available.
The green forests (綠林) in the mountains and fields grow thicker daily, and the season for lush sorghum (高粱) growth approaches. The armed groups (武裝團) will take this as a golden opportunity, appearing and disappearing at will. Where is there a place for the Kando compatriots to live? <52>
Currently, over 90% of the 400,000 compatriots are farmers scattered in villages. How can the worries and concerns of the compatriots in the homeland be neglected (閑却되랴) even for a moment?

A Path to Life for the Tear-stricken Compatriots Suffering in the Hinterlands
Pongch'ŏn Ch'oe Ch'iŏk

Why did they leave their beloved homeland to come find this rough wilderness of Manchuria (만줏가지)? More than anything, most came several years ago seeking a solution to the bread problem, arriving in a place where the mountains and waters were unfamiliar (산설고 물설고) and even the language was different. They dug the earth, held hoes, and pulled weeds (기음 매여), mostly continuing a stable life. Amidst this, after last year's incident, clutching their startled chests, they tried to continue not so much peacefully but with hope for the future and a different life. Then, adding frost to snow, due to the ignorant Chinese Big Sword Society (大刀會) disturbance, they lost their homes, provisions, and whatever small amount of money (錢兩간) they had, throwing it all away. Bare-handed and alone (적수 단신으로), men carrying burdens on their backs and women on their heads, they flocked like a flood towards the Shenyang railway lines (瀋海沿線). Their relief is a pressing matter. In Pongch'ŏn (奉天), their numbers currently reach over 3,000. Liaising with various social organizations in Pongch'ŏn (在奉 각 사회단체), we are busy with relief measures for them. Accordingly, under the auspices of the Pongch'ŏn Christian Youth Association (在奉 基督少年會), sponsored by the Tong'a Ilbo Pongch'ŏn Branch (東亞일보 奉川支局), and with support from the Women's Missionary Society within this church (本敎會 內 婦人전도회), seeing them specially peddling towels (행상하여) for refugee relief – this truly, even while being in the same situation currently, shows fervent sincerity of ethnic affection, and they say the refugees do not withhold their praise (찬성을 마지 아니 한다더라).

Living Conditions of Compatriots Migrated to Osaka
Osaka Kim Chagwang

Day by day, the multitude of Koreans (朝鮮人), driven out (放逐되는) from an ever-worsening line of livelihood, inevitably turn their backs on their native land (生地한 故土) and set their wandering feet towards foreign lands overseas (海外 異域). And so, they form pitiful wandering bands (流離부대), men carrying burdens on their backs and women on their heads, heading sometimes to the blizzard-swept Manchurian wilderness (滿洲曠野), sometimes to the shores of the Soviet (쏘베트) Black Sea, sometimes across the Genkai Sea (玄海灘) to the land of Japan (日本땅). What I intend to write about now is the immigrant group (移住群) in the land of Japan, and among them, I will try to depict, within possible limits, the living situation of the 100,000 Koreans residing in Osaka (大阪).
Since when they began crossing the Genkai Sea is no longer a fresh topic of inquiry. We only need to know the fact that, because they could not make a living in the reality of Korea (朝鮮 현실), such a large number of Koreans, numbering 100,000, are continuing an extremely unfree life of abject poverty (赤貧) under the construction/social structure (建設조직) of others. Furthermore, delving into why, for what reason, they are being driven out (放逐되는) by such difficulties of life within Korea is not only a duty not imposed upon the author at this time, but objective conditions (客觀的 條件) do not readily permit its stark exposure.

The total number of Koreans residing in Osaka is variously stated, commonly referred to as 120,000 or 100,000. However, according to an accurate internal investigation (的確한 內調) by the Osaka Prefectural Social Affairs Section (大阪府 社會課), the figure of 100,000 seems to be the most plausible. And up to 80% of these 100,000 (should be 100,000, not 200,000 as typo in original) are said to be people from Cheju Island (濟州島人), 全南 (South Chŏlla Province). One reason for this is its geographical relationship, being closer than any other place within Korea (鮮內). Another reason is perhaps influenced somewhat by the fact that Cheju Islanders, like those of other island nations, possess an adventurous spirit of seafaring (航海의 昌險性) along with an innate propensity for overseas expansion (海外 發展性). However, the fact that the majority of them are trying to put down roots of livelihood amongst a different people whose cultural level is higher and whose way of life is changed (밧구어진), rather than speaking of (云謂하는 것보다) their active propensity for development (能動的 발전성), should be regarded (看做할 것이다) as most significantly due to the fact that their peaceful, primitive fishing village life, like that of other regions within Korea, has been shaken from its foundations (根底로부터 동요된) by modern capitalist material civilization.

So then, what do these 100,000 Koreans residing in Osaka do for a living, and what kind of social strata do they form?
To put it broadly (汎稱한다면), they mostly belong to the laboring class (動勞계급). Some groups are day laborers, while the rest (그 남아지는) can be classified as factory workers or shop assistants <53>. However, recently, due to frequently occurring (瀕發하는) labor disputes in various places, or because of their ideological tendencies (思想적 경향) brought about by their living environment, they are gradually being excluded (배제을 당하고) even from the factories where they were previously employed, and finding new employment as Koreans shows a very difficult trend.
In the reality of Osaka now, among the multitude of 100,000, the unemployed group (失業群) can be counted as almost 60% or more. Even those laborers who still have work, the majority of them have left regular workplaces and are merely making a living (糊口之策) as casual laborers in services directly under the city's sanitation bureau (市 衛生局에 直屬된 使役), such as civil engineering work, street sprinkling (撒水夫), or garbage collection (塵芥掃除夫).
As for factories, most are glass manufacturing factories (硝子제조공장) and some spinning and leather factories. However, large-scale spinning companies like Nippon Kanebō (日本 鐘紡) absolutely do not hire Korean female workers. Glass factories are extremely small in scale, capable of employing barely (僅僅) a few hundred, and even these, recently, due to the depression swirling (渦卷하는 불경기) around the world and various factors like disputes (爭議), not a few (者 不少하며) face the misfortune (悲運) of factory closures. Thus, former employees inevitably flood the labor market under the name of unemployed.
Based roughly on the above, if we classify their production processes by type, they can be generally categorized (槪別할 수 잇스나) into the following 10 items:
1. Factory laborers
2. Casual laborers
3. Dealers in medicinal herbs (藥種商) - traditional pharmacies
4. Dealers in cloth (布木商) - specializing in Korean women's clothing
5. Restaurant/Entertainment Business (요리업(藝技業))
6. Small-scale shoemaking business
7. Shop assistants
8. Sanitation workers
9. Junk collecting/peddling (屑拾행상)
10. Rice shops, miscellaneous goods (荒物) and other sundry businesses
However, regarding the precise proportional figures (的確한 比例數字), unfortunately, I do not have them now. But in any of these, there is nothing particularly noteworthy. Traditional pharmacies or restaurants, though numbering in the hundreds, are extremely meager in substance when you look inside (드러는). One thing to add now is that in Osaka's industry, the Maruo Printing House (丸夫 인쇄소) run by Mr. Pu Namhŭi (夫南熙氏), is the only one managed by a Korean that can be mentioned as large. Also, Mr. Ch'oe Sŏngam's (崔性岩氏) miscellaneous goods business (荒物商) can be introduced as one of the biggest successes. Mr. Ch'oe's business already has large capital of tens of thousands (累萬), considerable influential customers within Osaka city, and numerous employees. Mr. Pu's, in the form of a general partnership company (合名회사), also with huge capital (莫大한 자본), is taking steps of development year after year.

Next to introduce are their small (조고마한) social facilities. Although wandering overseas and living in abject poverty (赤貧), they never forgot (이저 바리지 안고) themselves and did not abandon (저바리지 안앗다) their consciousness of their own lives. Thus, they established primary education institutions like 『Tongmyŏng Academy (東明학원)』 and 『Kongmyŏng Academy (共明학원)』, possessed several consumer cooperatives (소비조합), and owned the 『Tong'a T'onghang Association (東亞通航조합)』, already known throughout Korea (全鮮的으로). They also established a clinic for the propertyless (無産者 診療).
Among these, the Tong'a T'onghang Association (東亞通組 - abbreviation) is a cooperative-type social organization with the greatest strength, already embracing (포옹하고 잇스며) over 20,000 members. Currently, its business includes operating a sea passage service (渡航사업) between Cheju (濟州) and Osaka (大阪) using a steamship of several thousand tons called the 『Pokmok Maru (伏木丸)』 purchased by them. Thus, it repeats [struggles] (XX을 거듭하며) unceasingly against the capital cliques (資本閥) of its competing shipping operators, the three major Japanese steamship companies – Chōsen Yūsen (朝郵 - Choyū), Kagoshima Yūsen (鹿郵 - Rokuyū), and Amagasaki Yūsen (尼郵 - Niyū) – and supports (支持하고 잇다) the immediate interests of Korean passage laborers.
Regarding consumer cooperatives, the 『Taedong Consumer Cooperative (大同消費組合)』 is prominent (손곱아 세울 것이니). It already has a long history of over 3 years, has about 50 types of business operations, and registers monthly transactions worth tens of thousands of won (or yen). Not only that, it also concurrently operates a Night School Department (夜學部) as an affiliated project, and has a Women's Department (婦人部) and Youth Department (靑年部) which hold forums and discussions (좌담회) from time to time, attempting to disseminate economic and current affairs knowledge, thereby promoting the development of a cooperative movement where words and actions go together (言實相伴한).
However, there are no ideological groups (思想단체) worth mentioning in expression. This is because organizations like the Federation of Korean Workers in Japan (在 日本 朝鮮勞總), Sin'ganhoe (新幹會), and other youth groups changed their form of movement (운동 형태를 밧구어 가지고) during the industrial reorganization of Japan's public activities (日本 표현운동의 산업별 再조직시) the year before last (一작년), and under a new policy, each followed its sector and carried out the dissolution of all overt/public organizations (一切 표현단체의 해소를 단행한 때문이다).

Besides this, there are many things that could sketch their immigrant life story most starkly (적라라하게). However, the author lacks the courage (無勇하다) to preserve those miserable scenes of theirs, of ours, exactly as they are in print. Scenes like a Korean woman dressed in ragged (襤褸한) jacket and skirt, carrying sackcloth/rags (부대조각) over her shoulder, rummaging through the garbage cans (쓰러기통) of cultured houses, one after another, or scenes of a man with his hair in a topknot (상투짯코), holding a short tobacco pipe (곰방대 물고) in his mouth, pulling an earth-cart (흙구루마) in the middle of Osaka Castle... (End) <54>
<52-54>

**Summary**

This multi-authored article reports on the dire conditions faced by Korean migrants in three different locations in 1932: Kando (Manchuria), Pongch'ŏn (Shenyang, Manchuria), and Osaka (Japan). The Kando section details the terror caused by various armed groups following the Manchurian Incident, forcing farmers to abandon their homes and become refugees, facing starvation despite minimal relief efforts. The Pongch'ŏn section describes the influx of refugees from the hinterlands, stripped of their belongings, and the local Korean community's efforts to provide aid. The Osaka section analyzes the situation of 100,000 Koreans, mostly impoverished laborers from Cheju Island, facing unemployment, discrimination in factories, and restriction of their social/political organizations, while highlighting small successes in cooperative businesses and mutual aid societies.

From a historical perspective, the article is highly valuable for its firsthand accounts of the widespread suffering and displacement of Koreans under Japanese colonial rule and the chaotic conditions in Manchuria post-1931. It vividly illustrates the push factors driving migration (poverty in Korea), the harsh realities faced in diaspora (violence, discrimination, economic hardship), and the resilience shown through community organizing and mutual support networks (relief efforts, cooperatives, schools) even under severe constraints. The mention of specific groups like the Big Sword Society, the detailed breakdown of occupations in Osaka, and the reference to the dissolution of overt political groups offer specific data points for historians studying this period.

**Named Entities**

間島	간도	Kando
그들은 무엇을 하려고 정든 고국을 떠나 이 만줏가지 거칠은 벌판을 차자왓든가. 그들은 무엇보다도 대개가 빵문제 해결하기 위하여 몃 해 전에 산설고 물설고 언어조차 다른 곳을 차자와서 땅을 파고 호미 쥐고 기음 매여 대개가 안온한 생활을 게속하여 오든 중 작년 사변이후로 놀낸 가슴을 움켜쥐고 평화스럽기보다도 장래에 희망을 가지고 남달은 생활로 게속하여 볼가하고 잇든 중 설상가상으로 無知한 中國 大刀會 바람에 집과 량식과 其 외에도 錢兩간 잇섯든 것 죄다 내여버리고 적수 단신으로 남부녀대하고 瀋海沿線으로 물밀 듯 몰려들어. 그들 구제책이 奔忙이다. 奉天에는 현재 3천여명에 달하여 在奉 각 사회단체와 연락하여 그들 구제책에 대하여 분주하오며 따라서 在奉 基督少年會 주최로 후원 東亞일보 奉川支局이며 本敎會 內 婦人전도회 후원 下에서 특별히 수건으로 행상하여 피난민 구제하는 등을 볼 때에 이것이 아 참으로 現下의 다 가튼 처지에 잇스면서도 동족애에 열렬한 성의를 그들 피난민들은 찬성을 마지 아니 한다더라.

大阪 移住同胞 生活狀况
大阪 金字光

날로 달로 더욱 심각화하여 가는 생활선에 放逐되는 다수의 朝鮮人 군중은 필연적으로 그의 生地한 故土을 등지고 해외 異域으로 流浪의 발길을 옴겨 노케 되는 것이다. 그리하야 그들은 혹은 눈보라치는 滿洲曠野로 혹은 쏘베트 黑海의 沿岸으로 혹은 玄海灘 건너 日本땅으로 男負女戴의 가련한 流離부대를 편성하는 것이다. 내가 이제 적어보랴는 것은 日本땅에의 移住群 그 중에서도 大阪 在住의 10만 朝鮮人의 생활상황을 될 수 잇는 범위 안에서 그려볼가 하는 것이다.
어느 때부터 그들이 玄海灘을 건너기 시작하엿는지는 이제 새삼스러운 문제거리가 아니된다. 우리는 오즉 그들이 朝鮮 현실에서 먹고 살수 업슴으로 인하야 그와 갓치 10만이나 세우는 다수의 朝鮮人이 남의 건설조직 밋헤서 극히 부자유스럽은 赤貧의 생활을 지속하여 나가고 잇다는 사실말 알면 족하다. 또 그리고 한거름 더 나가서 왜? 무엇 때문에? 그들이 朝鮮 내에서 그가치 생활난에 放逐되는가를 탐구하는 것은 이 시간에 잇서 필자에게 부과된 의무가 아닐 뿐 外라 객관적 조건이 그 적라라한 폭로를 그다지 쉽게 허락치 아니한다.

大阪에 在住하는 朝鮮人의 전부 수효는 그 說이 자못 區區히 하야 혹은 12만 혹은 10만을 通稱한다. 그러나 大阪府 社會課의 的確한 內調에 의한다면 10만이라는 數字가 가장 그의 타당성을 말하는 것 갓다. 그리고 그 20萬의 8割까지는 모다 全南 濟州島人이라는 것이니 그 까닭의 하나는 그와의 지리적 관계가 鮮內의 어느 곳 보다도 가장 접근되여 잇는 것이며 또 하나는 濟州島人의 다른 나라 島人族의 그것과 갓치 일즉히부터 航海의 昌險性과 아울너 天性으로서의 해외 發展性을 가진데 幾分 영향되는 것이라 할 것이다. 그러나 그들의 대다수가 자기들 보다 문화정도가 놉고 생활형태가 밧구어진 이민족 사이에 그 가튼 생활의 뿌리를 박으려는 것은 그의 능동적 발전성을 云謂하는 것보다 朝鮮내의 다른 지방의 그것과 갓치 이미 평화스러운 그 어촌의 원시적 생활이 근대적 자본주의 물질문명에 根底로부터 동요된 것을 가장 커다란 원인의 하나로 看做할 것이다.

그러면 10만이 내세우는 그들 大阪 在住의 朝鮮人들은 대관절 무엇을 생업삼아 엇더한 종류의 사회층을 일우고 잇는가?
한말로 汎稱한다면 그들은 대부분 動勞계급에 종속되에 잇다. 一部群은 그날 그날의 자유 노동자로서 그 남아지는 혹은 공장직공 혹은 점원＜53＞ 등으로 분류할 수 잇다. 그러나 최근에 이르러는 각 처에서 瀕發하는 노동쟁의 관계로 또는 그들의 생활환경이 초래하는 그들의 思想적 경향으로 인하야 점차로 종전부터 취업하고 잇든 공장으로부터도 배제를 당하고 그가 朝鮮人으로서의 새로운 취직은 매우 곤란한 경향을 보히고 잇다.
지금 大阪의 현실로서는 10만 다수중에 失業群이 거의 6割 以上을 算할 수 잇스며 그대로 業을 가지고 잇는 노동자들도 그의 大部는 일정한 직장을 떠나 혹은 토목공사, 혹은 撒水夫, 혹은 塵芥掃除夫 등 市 衛生局에 直屬된 使役에 자유노동자로서의 糊口之策을 세워갈 뿐이다.
그리고 공장이란 것은 대부분 硝子제조공장과 약간의 방적, 피혁 등이 잇스나 日本 鐘紡가튼 대규모의 방적회사에서는 절대로 朝鮮人 여공을 채용하지 안으며 硝子공장 가튼 것은 규모가 극소하야 僅僅 수백을 수용할 수밧게 업는 형편이나 그것도 최근에 이르러는 全세계를 渦卷하는 불경기와 爭議 등 諸요소로 인하야 공장폐쇄의 悲運을 당하는 者 不少하며 그리하야 종전의 종업원들은 필연적으로 실업자의 일홈으로 노동시장에 범람하는 현상이다.
대략 상술한 것을 기초삼아 그들의 생산과정을 종별하여 본다면
1. 공장노동자
2. 자유노동자
3. 藥種商―한약방
4. 布木商―朝鮮 여자의복 次
5. 요리업(藝技業)
6. 소규모 제화업
7. 상점원
8. 위생인부
9. 屑拾행상
10. 米店, 荒物 其他 雜種商
등 10개 종목으로 槪別할 수 잇스나 그의 的確한 比例數字에 잇서는 유감이나마 그것을 이제 가지지 못하엿다. 그러나 그 어느 것에 잇서나 그다지 特筆할만한 것이 업스며 한약방이나 요리점 가튼 것은 그 數로 보아 실로 몃 백을 세일 수 잇스나 그 내용에 드러는 빈약하기 짝이 업다. 그리고 이제 한가지 附記할 것은 大阪産界에 잇서 朝鮮人 경영의 오즉 하나 인쇄소 夫南熙씨의 丸夫 인쇄소를 커다란 것의 하나로 말할 수 잇스며 그리고는 崔性岩씨의 荒物商을 가장 큰 성공의 하나이라고 크게 소개할 수 잇다. 崔씨의 그것은 이미 累萬의 대자본으로 大阪시내에서도 상당히 유력한 고객과 다수한 점원을 가지고 잇스며 夫씨의 그것은 合名회사의 형식으로 그 亦 莫大한 자본으로 해마다 발전의 거름을 것고 잇다.

다음으로 소개할 것은 그들의 조고마한 사회적 시설이니 그들은 비록 해외에 流浪하면서도 赤貧한 생활을 일워가면서도 늘 자기를 이저 바리지 안고 자기네의 생활의식을 저바리지 안앗다. 그리하야 그들은 『東明학원』 『共明학원』 등등의 초등교육기관을 가젓고 數個의 소비조합을 가젓고 全鮮的으로 이미 알니워진 『東亞通航조합』을 소유하엿다. 그리고 또 朝鮮人 무산자 진료를 가젓다.
그 중에도 東亞通組라는 것은 가장 큰 힘을 가지고 잇는 협동조합류의 사회단체로서 이미 2만여의 조합원을 포옹하고 잇스며 현재 사업으로는 『伏木丸』이라는 數千噸의 汽船까지 구입하야 濟州 大阪間의 渡航사업을 실행하고 잇다. 그리하야 그의 경쟁 通航업자 『朝郵』 『鹿郵』 『尼郵』 등의 日本人 3大郵船회사의 資本閥과 쉬지안는 XX을 거듭하며 朝鮮人 通航노동자의 當面 이익을 支持하고 잇다.
그리고 소비조합에 잇서는 『大同消費組合』을 손곱아 세울 것이니 그는 이미 3년 以上의 장구한 역사를 가지고 잇스며 50여 종의 영업종목이 잇고 月數 만원의 取引高를 세우고 잇다. 뿐만 아니라 그의 附屬 사업으로 夜學部까지 兼營하고 잇스며 婦人部 청년부 등이 잇서 수시로 강좌가튼 좌담회를 개최하고 경제 급 時事지식의 보급을 企圖하야 言實相伴한 협동조합운동의 전개를 촉진식히고 잇다.
그러나 思想단체가튼 것은 족히 열거할만한 아모런 표현의 것이 업스니 이 까닭은 在 日本 朝鮮勞總이나 新幹會, 其他 청년단체 등이 一작년 日本 표현운동의 산업별 再조직시에 이르러 그의 운동 형태를 밧구어 가지고 새로운 정책아래에서 各其 그의 부문을 따라 일절 표현단체의 해소를 단행한 때문이다.

이 외에 그들의 移住 생활기를 가장 적라라하게 스켓치할 것이 만히 잇다. 그러나 그것을 그들의 우리들의 비참한 장면 그대로를 활자로 보존식히기에는 너무도 필자는 無勇하다. 襤褸한 저고리 치마를 몸에 걸칠 朝鮮여자가 왜 부대조각을 들너메고 이집 저집 문화 주택의 쓰러기통을 뒤지는 광경이나 상투짯코 곰방대 물고 大阪城 한복판에서 흙구루마 끄는 장면이나 (끗)＜54＞
＜52-54＞
