잡지명	동광 제36호
발행일	1932년 08월 01일
기사제목	異鄕片片」 (Fragments from a Foreign Land)
필자	金聲近
기사형태	문예기타 (Literary Miscellaneous)

異鄕片片」
						金聲近

旅情 (Feelings of a Traveler)

Having returned to Tōkyō after a homecoming of over a month, it already feels like two months have passed. In merely two months, I have completely become accustomed again to the noise, colors, dust of this metropolis, and the whirlwind of "mechanism" that envelops everything. It is undoubtedly reaping what I sowed, but here, machines needlessly rebel against humans. Witnessing this tyranny of machines firsthand is by no means a beautiful sight. While not all citizens gathered here can be admirers, physiological repulsion will surely prevent them from ever abandoning their longing for a pastoral life (牧歌). <79>

Yet, the Great City! What can be done about this colossal "Sphinx" built by 20th-century humanity? Perhaps we live under the destiny of having to find today's philosophy, morality, beauty, and principles within it.

When I left, Chosŏn was just at the prelude of spring. In front of my room at my hometown house, under the moon, the red cherry blossom buds were just beginning to open, one by one. In Sŏul, the famous night cherry blossoms (夜櫻) dominated the conversations of people who knew the season, wherever one went. (What surprised me was discovering a friend at the same lodging who had purposely come up from Ch'ŏrwŏn just to see the flowers. In the midst of 1932 Chosŏn, what an astonishing display of "elegance" (風流) this was. Annoyed by this friend's discovery, I decisively deleted the rare night cherry blossom viewing from my travel plans. Thinking back, I found myself amusing too.)

The spring of my homeland, encountered after five years! It doesn't have to be filled with joyful dreams. The spring of one's hometown—it must be a beautiful vision of a woman for anyone, anytime. Yet, I left again.

The cherries on the tree at home are said to have grown as large as beans. But that news always accompanies the echo of the profound recession in my hometown. I read about the summer scenery of Sŏul in a friend's letter. But the friend never tells any bright stories about Sŏul. A lonely traveler's heart. Yet, humans are endlessly tolerant when it comes to unburdening the heart. I still retain only the beautiful memories of the season when spring was about to arrive. In the evening on the bustling streets, sometimes watching the foreign children playing under the electric lights on a bench in Edogawa Park, various things from my homeland become longed for, like exotic landscapes I have never seen. It is there that I find the happy state of mind of a traveler, precisely because of this "longing." If only I could always live in such longing, yearning, and attachment—. I see myself even desiring the homesickness (旅愁) hiding deeper within my body. But then, the loneliness of one who sees a dream while conscious of dreaming!

追懷 (Reminiscence)

On the way from Chosŏn, passing through Kokufu-zu, I was finally able to escape the unbearable fatigue of two days and nights.

It happened to be a rainy evening, deepening twilight, traveling alone, the scent of the southern country's (南國) spring somehow perceived... This chance combination of "conditions" allowed me to experience the emotion of reminiscence after a long time. Several years ago, in the same spring, on a rainy night, I first set foot on this path. The Tōkyō of憧憬 (yearning) of the teenager I was then is now, needless to say, a completely crumbled tower. Fortunately, my prudence (?), anticipating at least 50 percent disillusionment in the future, saved me from the tragedy of dreamlike reality. <80> I was merely happy feeling the past days that were more dreamlike and moving. The mournful cry (鳴咽) of the Shōsen electric trains in the Keihin area, the flames upon flames of the city that never sleeps—what I saw and heard there was the rhythm of several years ago. Searching for an empty seat, I greedily consumed this emotion as if it were the ultimate happiness.

Changing to the Shōsen line at Tōkyō Station, my "romanticism" continued unabated. But when I found my own reflection in the opposite window, I finally returned to my present self. I felt regretful. For a moment, in the same window, I read an expression on my face that even I couldn't understand.

여름 (Summer)

Scorching heat! The streets, after the rainy season (梅雨), are swelteringly hot. It's not just the direct rays of the sun that govern the summer of these streets. The radiant heat from the asphalt and, beyond that, the physical heat generated by the intermingling of sound, speed, and color must be adding to it. City dust and carbon dioxide nourish the street greenery. They say the people of Tōkyō consume tens of thousands of kan of ice daily. That summer is severe. But it is also fresh, like the colors of parasols floating down the pavement (鋪道).

Mannequins advertise the street's summer. Like the style of swimwear, it has certainly evolved from last year. The healthy color of red arms marching down the boulevard—one novelist described this as an accumulation of leisure (餘閑).—The street's summer is light, like a hot air balloon (輕氣球). They now herald the summer, ahead of the heat.

But the summer of this Great City, one layer beneath! Tōkyō, destined to wear a mask (假面), is fortunate.

東京서 보는 「달」 (The Moon Seen from Tōkyō)

A flood of people flowing every night—strolling through the night stalls (夜店) in the summer evening seems to be an indispensable pleasure (行樂) for these citizens. The symphony of fluttering yukata (ゆかた) and geta (下駄)—that must be a unique charm of this island country's summer. It's not to buy things. They seek to release the pent-up resentment from their workplaces, offices, or schools during the day into the roar of the night market crowd.

One night, amidst the wave of the crowd, I saw the moon in the sky.
"Was there always a moon in Tōkyō?" It was a thought unique to that moment. Finding the moon above the roofs of Tōkyō—it certainly felt like a miracle. I looked around at the people nearby. But not one of them seemed aware of the moon above their heads. Among so many people, it seemed only I was the moon's companion. The moon in the city is lonely. The brightness of this illumination denies these citizens the moon's embrace. They are ignorant of <81> one kind of happiness. Alone, I tried to understand a facet of modern beauty (近代美) in the moon seen through the dense buildings. Another day, the same moon, a fine night, walking with T along the Jingū promenade, I recalled the very renowned pleasure of that night and smiled to myself.

自嘲 (Self-Mockery)

That day, I got off at Sudachō to transfer to the Kanda-bound tram. Many people filled the street, looking towards one spot on the other side. When I finally understood, it was a scene that made one tremble. At a building construction site facing the upper road, a worker (工夫), due to some mistake, had caught both arms on the high-voltage wire at the very top and was currently burning. The sound of that oil burning could be heard even below. About ten minutes later, both arms completely burned, a single lump of flesh fell—with the final sound he could possibly make—onto the ground from which, just hours before, he had stepped off, unable to overcome his attachment to life, seeking the sustenance of life. Was it demonic nature (惡魔性)? Many people—myself included—watched with an interest akin to watching street corner acrobatics.

Boarding the tram, I felt dizzy from this scene I had witnessed for the first time. The building—and electricity, the essence of today's civilization, the artery of this Great City—the death of one life due to these things confused me. That agitation dominated me until that night.

The next morning, I scanned several morning newspapers (朝刊) in succession. But I could not find a report of that "tragedy" (悲慘) anywhere. It was too small an incident for the senses of journalism (쩌나리즘) to pick up. I laughed to myself at my solitary agitation from the previous night. They publish special pages for Chaplin's (촤플린) welcome and spare no volume of type for sensational reports on double suicides (情死者)—who are surely just "egoists" with minimal connection to the vast majority of citizens. Yet, they are so magnanimous as to forget even the small sacrifices of this civilization that allows them to exist. Is it not bizarre that this is the news value demanded by these citizens?

내가 죽인 사내 (The Man I Killed)

This is a Paramount (파라마운트) film I recently watched at the recommendation of a friend. Lately, I often regret watching films, so simply not feeling regret after seeing this one was satisfying enough. I don't intend to critique this film. If one insists on "technique," this film isn't really that significant. For director Lubitsch (루빗취), it could even be considered a recent work that retreats from his previous films like "Love Parade" or "The Smiling Lieutenant." And regarding the performances of Philipp Holmes (필맆.홈스) or Nancy Carroll (낸시.캬롤), one couldn't say they surpassed the expressive range of "Diary of a Co-ed" (여학생 일기), "An American Tragedy" (아메리카의 비극), or "Night <82> Angel" (밤의 천사). The interest I felt was in the delicate "mood" woven by the film's "theme" and story, and the interest of watching this film now in Tōkyō—amidst this vortex of Fascism (파쑈). The story is simple. 1919, Paris (巴里), drunk on the first anniversary of victory—amidst this, a victorious soldier from the Western Front named Paul (폴) suffers from remorse (悔恨) over a young German soldier he killed on the front line. His anguish grows. He goes to a church and pleads (哀訴) with the priest.

He is indignant at the priest's words, "You merely fulfilled your duty." "Is this all one can hear in church?" "Where on earth is there a duty to kill people?" He finally resolves to trace the German soldier's hometown from his memories of the front line and confess (懺悔). Arriving in Germany (獨逸), he first visits the soldier's grave and places flowers. Elsa (에르자), the dead German soldier's wife, observing this, assumes he is a friend of her late husband. In the German village, French (佛蘭西) people are intensely hated. It is a national sentiment walled off by the deaths of millions. When Paul hesitantly visits the dead soldier's house, the father, Dr. Hölderlin (홀다링), upon hearing the traveler's name, says "Hmm, a Frenchman," and refuses to meet him. However, as Paul earnestly implores and, amidst despair, is about to begin his terrifying confession, Elsa appears and introduces him as a friend of her late husband. Here, Paul loses the opportunity for his intended confession and, suddenly treated as a dear friend of the deceased son, receives hospitality transcending national sentiment as a valued guest in the soldier's home. Eventually, love blossoms between Paul and Elsa, growing strong enough to overcome all the village's slander and ridicule. However, unable to shed the burden on his heart, Paul finally decides to commit suicide. He first confesses to Elsa and intends to confess to her parents immediately after, but refrains upon his lover's plea not to spoil their happiness, and enters a new life for their sake.

As seen in the story, it is by no means an anti-Fascist ideology film, nor is there any climax of internationalism anywhere. But to these citizens, excited by the glory of the divine country (神國), comparing the daily enemy casualties, what a contrasting scene of life this is. To the artists frantically seeking the fragrance of art in the gruesome blood of the battlefield, is this not another "ironic" existence of art? Put plainly, it is nothing more than a human-interest film (人情映畵). But it should not be dismissed with the name of vulgarity. We need to consider the connection between the life of art and "so-called universal emotions" (所謂 曹遍感情), "enduring emotions" (恒久感情). Our emotional response to this film confirms, at least in part, the truth of this. Fleeting human nature swept by the tides of the times, enduring universal human nature—perhaps one aspect of the artist's effort lies in the clear, cool contemplation of this. <83> Seeing this film on Japan's (日本) screen now, I feel I have witnessed one of the powers and prides of an artist in Lubitsch.
(June 22nd, In Tōkyō) <84>

**Summary**

Writing from Tōkyō in 1932, Kim Sŏnggŭn reflects on his feelings as a Korean intellectual living abroad. He contrasts the mechanized, impersonal nature of modern Tōkyō with nostalgic memories of spring in his Korean hometown, Chosŏn. He recounts observations of city life—the indifference of crowds to a fatal accident, the superficiality of media coverage, and his solitary appreciation of the moon amidst urban bustle. He concludes by discussing the film "The Man I Killed," appreciating its humanistic theme that transcends national hatred, finding it a poignant counterpoint to the rising nationalism (described as Fascism - 파쑈) and militaristic fervor he observes in Japan. For historians, the article offers a valuable glimpse into the mindset of a Korean intellectual navigating modernity and colonial realities in the Japanese metropole. His complex feelings—alienation, nostalgia, critical observation of Japanese society, and a yearning for deeper human connection—alongside his specific comments on urban phenomena, media, and the political atmosphere (mentioning "Fascism" - 파쑈) provide rich insights into the colonial Korean experience and the intellectual currents of the time.

**Named Entities**

金聲近	김성근	Kim Sŏnggŭn
그 날 神田 가는 전차를 갈어탈려고 須田町에 나렷다. 많은 사람이 길에 차서 저쪽의 한곳을 바라고 잇다. 겨오 了解할 때 그것은 전율할 정경이엇다. 上層 길을 향한 삘딩 건축장에서 工夫 하나가 어떤 잘못으로 두 팔을 맨 윗 고압선에 걸고 방금 타고 잇는 것이다. 그 기름타는 소리가 아래에까지 들렷다. 십 분쯤 뒤 두 팔을 다 태이고 한 개의 肉塊는 몇 시간 전 그가 그처럼 생의 집착을 못 이겨 생의 糧을 얻으려 발을 떼인 땅 우에 그가 내일 수 잇는 최후의 음향과 함께 멀어젓다. 惡魔性이랄까. 많은 사람은-나도-마치 街角의 곡예를 보듯한 흥미로서 보고 잇엇다.
전차에 오른 나는 이 처음 보는 광경에 아찔햇다. 삘딩- 그리고 오늘 문명의 에쎈스, 이 大都의 혈관인 電氣이길내 죽은 한 생명이 나를 혼란하게 햇다. 그 흥분은 그 밤까지 나를 지배햇다.
이튼날 아츰 나는 몇 朝刊을 차레로 들춰 보앗다. 그러나 나는 한군대서도 그 「비참」의 보도를 읽지 못햇다. 쩌나리즘의 감각이 줍기엔 그것은 너무나 적은 사실이엇다. 나는 간밤의 홈자 나의 흥분을 스스로 웃엇다. 그들은 촤플린의 환영에 특별 페이지를 발간하며 情死者- 그것은 아마 이 많은 시민에겐 극소의 교섭도 없는 「에고이스트」들 뿐임에 틀림없을 것이다-의 과대 보도엔 활자의 용적을 아끼지 안는다. 그러면서도 그들을 존재하게 하는 이 문명의 적은 희생도 망각하기엔 그처럼 관대한 것이다. 그것이 또 이 시민들의 요구하는 보도 가치이니 기이하지 않은가.

내가 죽인 사내
최근 어느 벗이 권해 주어 본 「파라마운트」영화이다. 근일 영화를 본 뒤 후회하는 일이 많은 나는 이 영화를 본 뒤 후회를 안 느낀 것만도 만족할 일이엇다. 나는 이 영화를 비평하려는 것이 아이다. 「테크닉」에 고집한다면 이 영화는 사실 그다지 문제되는 것이 아니다. 감독자 「루빗취」로서는 도리어 근작 「러브, 바레나드」 「쾌활한 中尉」에서 후퇴한 近作品이라고도 할 수 잇을 것이며 「필맆.홈스」나 「낸시.캬롤」의 연기에 잇어도 「여학생 일기」 「아메리카의 비극」이나 「밤의＜82＞ 천사」의 表現域을 벗엇다고 못할 것이다. 내가 느낀 흥미는 이 영화의 「테마」와 스토리가 역거내는 데리케트한 「무드」이엇으며 이 영화를 지금의 東京-이 파쑈의 渦中에서 보는 흥미다. 이애이는 단순하다. 1919년, 전승 일주년에 취하는 공원 巴里-그 가운대 「폴」이라는 서부전선의 戰勝兵은 그가 전선에서 죽인 젊은 獨逸兵에 대한 悔恨으로 괴로워한다. 오뇌는 커갓다. 그는 교회에 가서 목사에게 哀訴한다.
「당신은 의무를 다 햇을 뿐이다」라는 목사의 말에 분개한다. 「교회에서 들을 수 잇는 말이 이것뿐인가」 「대체 사람을 죽여야 할 의무란게 어디 잇을 것인가」 그는 드디어 전선에서의 기억을 더듬어 독일병의 고향에 그 집을 찾어 참회하기로 결심한다. 독일 온 그는 몬저 병사의 무덤을 찾어 꽃을 놓는다. 이것을 바라본 죽은 독일병의 안해 「에르자」는 죽은 남편의 친우로써 생각한다. 獨逸 村에서는 佛蘭西 사람을 극도로 미워한다. 그것은 몇 백만의 죽엄이 障壁한 민족적 감정이다. 「폴」이 주저주저하며 죽은 병사의 집을 찾을 때 그 부친되는 「홀다링」 박사는 旅人의 이름을 듣고 「흠, 佛蘭西 사람」 하고 면회를 거절한다. 그러나 「폴」이 애써 간원하고 절망 가운대서 무서운 고백을 시작하려 할 때 나타난 「에르자」는 진작  그를 죽은 남편의 친우로써 소개한다. 여기서 「폴」은 목적할 고백의 기회를 잃고 홀연 죽은 아들의 친우로서 민족적 감정을 넘어서 병사의 집의 귀한 손으로써 환대를 받는다. 마츰내 「에르자」와 두 사람에겐 사랑이 생겨 그것은 마을의 모든 비방과 조소를 극복하면서까지 굳게 자란다. 그러나 마음의 重荷를 벗지 못한 「폴」은 마츰내 자살을 결심하고 몬저 「에르자」에게 고백하고 다음 뒤미처 그 부모에게 고백하려 햇으나 그들의 행복을 흠내지 말어달라는 애인의 충언에 단념하고 그들을 위한 새 생활에 드는 것이다.
이애이에 보는 것과 같이 결코 반파쑈의 이데오로기 영화도 아니며 어디 국제주의의 고조가 잇는 것도 디아다. 그러나 神國의 영광, 아츰저녁 我敵의 戰死數의 비교에 흥분하는 이 시민에게 이것은 얼마나 대조적인 인생의 一景인가. 전장의 淋漓할 피에 예술의 향기를 탐해 광분하는 예술가에게 이것은 또 하나의 「아이로닉」한 예술의 존재가 아닌가. 평탄하게 말하면 그것은 일편의 人情映畵임에 불과하다. 그러나 그것은 결코 저속의 이름으로써 唾棄할 것이 아니다. 우리는 예술의 생명과 「소위 曹遍感情」 「恒久感情」이라는 것을 관련해 생각할 일이 잇다. 이 영화에서 받는 우리의 감정적 반응엔 적어도 그 진리의 일단을 시인케 함이 잇다고 할 것이다. 時潮에 휩쓸리는 人性, 恒久普遍의 人性, 이것이 투철 냉정한 관조에 예술가의 노력의 일면이 잇지＜83＞ 않을가 한다. 이 영화를 지금 日本의 「스크린」에 보낸 「루빗취」에게 나는 예술가의 권한과 자랑의 하나를 본 것 같다.
(6월 22일, 於東京) ＜84＞
＜79-84＞
