Magazine Title: 삼천리 第10卷 第5號
Publication Date: 1938년 05월 01일 (May 1, 1938)
Article Title: 總督府 前高官이 모여 半島 治安 苦心을 말함 (Former High Officials of the Government-General Gather to Speak of the Hardships in Maintaining Peninsular Security)
Article Type: 대담·좌담 (Interview/Roundtable Discussion)

Former High Officials of the Government-General Gather to Speak of the Hardships in Maintaining Peninsular Security

Mizuno, Former Vice Governor-General for Political Affairs: As Mr. Akaike mentioned regarding the situation when the meeting of the Heads of the Third Departments was convened, I was truly grateful that energetic and capable young men from the mainland had come with enthusiasm to Korea during this crucial time. These were individuals who were promising even back in the mainland and were extremely diligent in their duties.

Since we had essentially forced such people to come to Korea, I felt both thankful and sorry that they had to endure such hardships immediately upon arrival. Had I known things would turn out like this, I even thought it might have been better not to have encouraged them to go to Korea. However, I was reassured upon seeing that the gentlemen who were the Heads of the Third Departments faced this critical matter with extraordinary determination. During the meeting, all the Heads of the Third Departments came to my official residence <108> and Mr. Chiba, Head of the Third Department for Kyŏnggi Province, spoke up, saying, "We intend to take on the duty of maintaining public security with extraordinary determination, and on this occasion, there is something we must request of the Vice Governor-General." When I asked what the request was and if I could see it first, Mr. Chiba took a letter out from his pocket and showed it to me. I believe the requests clearly numbered 13 articles, but as I don't have the documents now, I don't remember all of them accurately. However, the first among them was a request to have automobiles permanently available for police use in each provincial office.

At that time, there wasn't a single automobile in the provincial offices, so it goes without saying that this caused extraordinary inconvenience for security during disturbances like these. I thought this request was extremely reasonable. The second request was for the swift installation of telephone lines connecting the various provinces, as they didn't exist at the time. They argued that without telephones, it would be impossible to respond to emergencies. Regarding the third point, at that time, some Heads of the Third Departments lacked official residences, and because the residences of the former Kempeitai-era Police Affairs Chiefs were not vacant, some newly appointed Heads of the Third Departments were living with the Provincial Governor, while others lodged in restaurants or boarding houses. Even making phone calls was difficult as secrets could be leaked, making the inconvenience indescribable. Therefore, the request was to be provided with official residences quickly.

The fourth was thought to be a minor issue, but at that time, the official organization of the provincial offices divided departments into First, Second, and Third Departments, where the First Department was Internal Affairs, the Second was Finance, and the Third was Police. The opinion of the Heads of the Second Department [sic - likely meant Third Dept.] was that in the current situation, the most important duty is policing. Therefore, they requested that Police Affairs be elevated to the first position among provincial office duties. Furthermore, <109> being called "Head of the Third Department" somehow sounded like an insignificant job, so they requested a revision to make the First Department Police, and the Second and Third Departments Internal Affairs and Finance. Alternatively, another request was to revise the names to Internal Affairs Department, Finance Department, and Police Affairs Department, like the official system in the mainland. There were 13 articles in total, and although I don't recall each one now, I thought all the requests were quite reasonable. Therefore, I drafted the budget with the top priority being an increase in police funding, and as a first step, allocated one automobile to each provincial office. This not only had an exceptionally good effect on the psychological state of the police officers but showing the transport of police officers by automobile undoubtedly produced a great effect in intimidating the Korean people. Looking at the situation today, it might seem quite comical, but that was the situation at the time, so one can imagine how much the police authorities agonized over it*.

The Arrest Related to the Patriotic Women's Association

Akaike, Former Director of the Police Affairs Bureau: The police authorities, whether at headquarters or in the provincial offices, were all faithful to their duties, and particularly by paying close attention to the trends in public sentiment, their work progressed steadily, and results gradually improved. The first notable success was the arrest related to the Patriotic Women's Association (愛國婦人會) in Taegu. Through this, not only was the connection between Christianity and the Manse disturbances clarified, but we also came to understand the atmosphere and public sentiment in Korea.

This was of great help in establishing future plans. This was the achievement of the Head of the Third Department, Mr. Shinjō Yūjirō, and it truly deserved special mention.
To outline this incident, women named Hwang Aesidŏk (黃愛施德) and Kim Maria (金마리아) collected funds and, through Christian channels, sent money to Shanghai to support the XX movement. Those involved were located in various places, and they used an organization called the Liaison System (聯通制), cleverly communicating with codes and jargon. For example, they referred to the Provisional Government in Shanghai as the Haesanghoe (海商會 - Maritime Merchants Association) and used fluctuations in market prices to describe the ebb and flow of the independence movement. As a result of the investigation, it was discovered that nurses at Severance Hospital in Kyŏngsŏng had also joined. For many years, as the Vice Governor-General explained, Severance Hospital had been watched as a hotbed of anti-Japanese sentiment, and its director, Dr. Avison, a missionary who had been in Korea for over 20 years, held special influence and trust <110> among Koreans for specific reasons. Furthermore, Dr. Schofield, a teacher at the hospital, was a champion of anti-Japanese sentiment, and there were rumors that the hospital was a breeding ground for conspiracies. The Kempeitai had inspected the place several times but failed to find evidence, which only invited criticism. Moreover, rumors circulated that the hospital was increasingly being used by malcontents (不逞漢). Therefore, taking the opportunity presented by the exposure of the Taegu Patriotic Women's Association conspiracy, we interrogated the hospital nurses and secured definite evidence. One night, we summoned Dr. Avison, explained the entire situation, and had a frank discussion. Dr. Avison said, "I cannot know for sure what actions the nurses, believers, and others may have taken. However, in the future, I will pay full attention, admonish those involved, and ensure such incidents do not recur." Then, with a moved expression, he continued, "Truthfully, having been in Korea for over 20 years, I have received great trust from the believers. Therefore, it is true that I have always shown great sympathy towards the appeals and petitions of the believers. I hope you will fully understand this point."

We understood Avison's distress and decided to limit the case to the already arrested nurses, ensuring it did not escalate further. It was indeed fortunate that no further incidents leading to legal trouble occurred at that hospital afterwards. At that time, as a result of the efforts of the Governor-General and the Vice Governor-General, criticism of Christianity both domestically and internationally gradually decreased, and American public opinion also softened considerably, which was truly congratulatory for the nation.
Particularly, Dr. Welch of the Methodist mission strongly cautioned missionaries to refrain from interfering in Korea's internal affairs, leading to a significant change in the missionaries' attitudes. Individuals like Mr. Smith actively defended the Governor-General's administration and voluntarily informed Americans about the true state of affairs under the administration.
However, the Presbyterian faction did not easily change its attitude.
Especially in P'yŏngyang, there were quite a few instances of acting as intermediaries for communication between Shanghai and Korea. Following the arrests related to the Taegu Patriotic Women's Association, disaffected Koreans (不逞鮮人) caught on the Andong Line's transportation network were arrested, gradually revealing the connection between the Shanghai side and P'yŏngyang Christianity. Consequently, we paid even closer attention to Missionary Moffett and others. Whereas previously there was a misunderstanding that one couldn't touch Christianity or do anything about the United States, this proactive stance by the Government-General was worthy of great surprise. Since then, the attitude of Koreans <111> towards missionaries changed dramatically. One wave creates ten thousand waves; the shift in public sentiment towards Christianity eventually created numerous ripples in various sectors of society.

Dissolution of the Shanghai Provisional Government

Akaike, Former Director of the Police Affairs Bureau: Although the Manse disturbances seemed to erupt suddenly in Kyŏngsŏng on March 1, 1919, we must not forget that the atmosphere leading to this explosion had been brewing both inside and outside Korea for many years. The proponent of these disturbances was Son Pyŏnghŭi (孫秉熙) of Ch'ŏndogyo. Those who communicated with them and acted in concert were Koreans in the United States and Manchuria. They established close ties with the governments or influential figures in those territories, received their sympathy, and planned conspiracies for a long time with their support. Finally, when the Manse disturbances occurred in Kyŏngsŏng in March 1919, they established the so-called Provisional Government in Shanghai in May, which began operating vigorously as the headquarters for the XX movement. This Provisional Government had Yi Sŭngman (李承晩) as President, Yi Tonghwi (李東暉) as Minister of Military Affairs (later Prime Minister), and An Ch'angho (安昌浩) as Chief Secretary (later Minister of Home Affairs) at its core. It encompassed figures well-known in Korea such as No Paengnin (盧伯麟), Yi Tongnyŏng (李東寧), Yi Siyŏng (李始榮), Mun Ch'angbŏm (文昌範), Sin Kyusik (申圭植), Kim Kyusik (金圭植), and Yu Tongyŏl (柳東說). Consequently, people were drawn by their fame and placed great expectations on it, coming to think, "The Government-General is in Kyŏngsŏng, but our government is in Shanghai."

Indeed, their activities were truly astonishing.
First, they spread anti-Japanese propaganda in various directions, misled public opinion with groundless rumors, aroused sympathy for Koreans among Americans and other foreigners, created a climate supportive of their movement, and not only incited public sentiment within Korea through rhetoric but also fostered the independence movement (不逞運動) by spending large sums of money. Therefore, it seemed very advantageous for the Koreans and appeared as though they had the support of foreigners. The Provisional Government was composed of a Civilian Faction (文治派) and a Military Faction (武斷派). The Civilian Faction, represented by Yi Sŭngman and An Ch'angho, sought independence mainly through American support. The Military Faction, led by Yi Tongnyŏng, planned to gain Russian aid and invade the country from the border using armed groups from Manchuria and Siberia.
At that time, America's prestige was renowned worldwide, so a segment of the Korean population, captive to the idea of relying on great powers (事大思想), believed anything was possible with American help. They thought the world would be reformed according to US President Wilson's <112> Fourteen Points, and Koreans would achieve independence based on the principle of national self-determination. This overconfidence in America led to overconfidence in the Provisional Government, and misjudging Russia's military power resulted in misjudging the Provisional Government's actual strength. At that time, reports frequently arrived that the Provisional Government was secretly manufacturing bombs and purchasing handguns, while dispatching operatives (壯士) into Korea to assassinate high officials and prominent figures. Indeed, individuals carrying bombs entered Korea, further leading ignorant Koreans (無知한 鮮人) to place great hopes in the Provisional Government and believe in its success. Accordingly, rumors spread everywhere that armed groups would invade from the border using the autumn and winter seasons, causing great public unrest. Therefore, to maintain public order in Korea, we felt the need to broaden our perspective domestically and internationally and gather intelligence from various places. The Government-General had the Consuls General in Fengtian (奉天) and Jilin (吉林) and the Consul in Andong (安東) concurrently hold positions as Government-General administrative officials, and secretly deployed Government-General interpreters to Shanghai, Vladivostok (海三威), Fengtian, and Jilin to report on the situation. As these reporting agencies became organized, combined with military intelligence, the situation outside Korea gradually became clearer. This is hindsight, but it became clear that the Manse disturbances were related to the world revolution and also connected to the Third International. The more one thought about it, the more one learned, the Manse disturbances were no simple matter.
If the suppression had been delayed by just one more year, who knows what kind of major incident might have occurred.
Because the movement was planned on an extremely large scale, its roots were deep, and its network was extensive, the Governor-General received considerable caution from the cabinet elders. The Police Affairs Bureau and the Ministry of Foreign Affairs also engaged in negotiations in various areas and paid extraordinary attention to social and ideological aspects to discern the undercurrents of public sentiment.
Consequently, the work of the Police Affairs Bureau became extremely complex and delicate. Messrs. Maruyama and Shirakami became even busier, Mr. Shirakami's lean frame grew thinner, and Mr. Maruyama's drinking capacity increased further. The confidential details are still sensitive to disclose even today. The existence of the Shanghai Provisional Government not only created a sort of misunderstanding among Koreans but was also significantly disadvantageous to the Government-General's administration. Therefore, we repeatedly pressed the Ministry of Foreign Affairs to negotiate with the French government (as it was located in the Shanghai French Concession), ultimately leading to its dissolution.
Of course, we only knew it was dissolved; in reality, they gathered elsewhere, but nevertheless, the fact that <113> it was dissolved by the authorities, that is, the denial of their existence, had a tremendous impact on Korea.
From the perspective of stabilizing public sentiment, it must be considered one of the successes. Regarding the Shanghai Provisional Government, one cannot fail to mention that the Director-General of the Colonial Bureau, Mr. Koga Renzō (古賀廉造), summoned Yŏ Unhyŏng (呂運亨) from Shanghai. Mr. Koga's idea was that since Yŏ Unhyŏng was close friends with An Ch'angho, one of the leaders of the Provisional Government, summoning him to our country (我國 - Japan) would intimidate An Ch'angho and inevitably force the dissolution of the Provisional Government. For interpretation, he requested the release of Chang Tŏksu (張德秀), who was then exiled to Hŭido (胡衣島), to be sent to the mainland. The Government-General strongly opposed this, arguing it was mere child's play and a futile effort, but Mr. Koga stubbornly insisted using the government's authority, so we had no choice but to dispatch Chang Tŏksu to the mainland. Mr. Koga gained nothing whatsoever from Yŏ Unhyŏng and, furthermore, faced interpellation in the Diet for having arranged a tour of the Imperial Garden (御苑) for him, leading to his humble apology. <66>

**Summary**

This roundtable features former high-ranking Japanese colonial officials, Mizuno (Vice Governor-General) and Akaike (Police Bureau Director), reflecting on the challenges of maintaining security (治安) in Korea following the 1919 March 1st Movement. They discuss the initial difficulties faced by newly arrived Japanese officials, the demands made by provincial police chiefs for resources like cars and telephones, and the psychological impact these resources had. Akaike details the investigation into the Patriotic Women's Association (애국부인회) in Taegu, linking it to Christian networks, Severance Hospital (seen as an anti-Japanese center), and the Shanghai Provisional Government. He describes interactions with figures like Dr. Avison and the eventual pressure leading to the official (though perhaps not actual) dissolution of the Shanghai Provisional Government, which they viewed as a success in stabilizing Korean public sentiment. The account also mentions the controversial summoning of Yŏ Unhyŏng by Colonial Bureau Director Koga Renzō. The article offers a candid glimpse into the mindset and strategies of Japanese colonial administrators focused on suppression and intelligence gathering against the Korean independence movement. For historians, it provides valuable insights into the Japanese perspective on policing, the perceived threat from Christian groups and the Provisional Government, intelligence operations, resource allocation for control, and internal disagreements within the Japanese administration (like the Koga/Yŏ Unhyŏng incident).

**Named Entities**

水野	미즈노	Mizuno
赤池 前 警務局長 만세 소동은 大正 8년 3월 1일 돌연히 京城에서 발생된 듯 하나 이 폭발을 봄에는 다년 醞釀한 공기가 조선 내외에 떠도랏다는 것을 이저서는 안 됩니다. 이 소동의 주창자는 천도교의 孫秉熙엿는대 이들과 연락을 취하야 策應한 자는 미국 及 滿洲에 잇는 조선인인대 彼等은 그 토지의 정부 또는 유력자와 懇親을 결탁하야 그 동정을 받어 그들 원조로써 오랫동안 음모를 계획하엿든 것입니다. 마침내 大正 8년 3월 京城에서 만세 소동을 이르키자 5월 上海에서 소위 假 정부를 건설하야 OO운동의 본부로서 맹렬히 운동을 개시하엿든 것입니다. 이 假 정부는 李承晩을 대통령으로 하고 李東暉 군무 총장(후에 국무 총리)  安昌浩 비서장(후에 내무 총장)을 中堅으로 하야 종래 조선에 잇서서 저명한 盧伯麟, 李東寧, 李始榮, 文昌範, 申圭植, 金圭植, 柳東說 등을 망라하엿기 때문에 세인은 그 명성에 끌니여 이에 多大한 기대를 갖고 총독부는 京城에 잇스나 우리의 정부는 上海에 잇다고 생각하게 되엿든 것입니다.
사실 彼等의 활동은 실노 놀낼만하엿든 것입니다.
우선 각 방면에 대하야 排日을 선전하고 근거없는 浮說노써 인심을 미혹하고 미국인 기타 諸外國으로 하여곰 조선인에 대하야 동정을 환기케 하고 그 운동을 지지할 기운을 만들며 또 언론으로 鮮內의 인심을 선동할 뿐 아니라 多大한 금전을 써 가면서 不逞 운동을 조성하엿든 것입니다. 그러하엿슴으로 조선인에게는 대단 유리하여스며 또 외국인의 지지를 받고 잇는 것 가치 보이엿든 것입니다. 假정부는 文治派 武斷派로 구성되야 文治派는 李承萬, 安昌浩가 대표하야 주로 미국 후원에 의하야 독립할녀 하엿고 武斷派는 李東寧이 수령이 되야 露國의 원조를 얻어 滿洲 及 西伯利亞의 무장단으로써 국경에서 국내에 침입할녀고 계획하엿든 것입니다.
당시 미국의 聲威는 세계에 혁혁하엿기 때문에 사대사상에 사로잡힌 조선인의 일부는 미국에 의하면 무엇이나 될 수 잇다고 믿고 또 세계는 미국 대통령 우윌손의<112> 14ケ條에 의하여 改新을 실현할 것이다 조선인은 민족자결의 원칙에 의하야 독립할 것이라고 생각하고 미국을 과신하는 마음으로써 假政府를 과신하며 또 露國의 무력을 誤信한 결과 假 정부의 실력을 誤信하엿든 것입니다. 당시 假 정부는 비밀히 폭탄을 제조하고 短統을 구입하는 一方 壯士를 鮮內 파송하야 대관 명사을 암살한다는 報 頻頻히 들녀 와스며 실제 폭탄을 품고 入鮮하는 자도 이섯기 때문에 일층 무지한 鮮人은 假 정부에 多大한 기대를 갖고 그 성공을 믿엇든 것입니다. 따라 秋冬의 期節을 이용하야 국경으로부터 무력단이 침입한다는 풍설이 각처에 선전되야 인심은 흉흉하엿든 것입니다. 그러한 고로 조선 치안을 保持하기 위하야서는 시야를 내외에 넓히여 정보를 각지에 구하여야 되겠다는 필요를 늣기엿습니다. 총독부는 奉天 총영사 吉林 총영사 安東 영사에게 총독부 사무관을 겸임식히고 내로 총독부 통역관을 上海, 海三威, 奉天, 吉林에 배치하야 상황을 보고케 하엿습니다. 此等 보도 기관이 정돈됨을 따라 군부의 정보와 함께 鮮外의 상황이 점차 명료하야젓습니다. 이것은 뒷말이나 만세 소동은 세계 혁명과도 관계하엿고 제 3 인타-나쇼날과도 관계한 것이 판명되엿든 것입니다. 생각하면 생각할수록 알면 알사록 만세 소동은 용이한 일이 아니엿습니다.
만약 鎭靜이 1년만 더 연장되엿다면 엇더한 大事를 야기되엿슬는지 알 수 없습니다.
운동이 극히 대규모로 계획되엿고 그 근저가 깊고 그 연락이 광범하기 때문에 총독은 내각 원로로부터 多大한 주의를 받엇든 것입니다. 警務局 외무성도 각 방면에 교섭하야 인심의 기미를 감찰하기 위하야 사회적 사상적 방면에 비상히 관심하엿든 것입니다.
따라 警務局 사무는 비상히 복잡미묘하게 되야 丸山군 白上군 신변은 일층 다망하여 젓고 白上군의 瘦軀는 점점 더 말나가고 丸山군의 주량은 점점 더 느러갓든 것입니다. 그 기밀의 詳細는 금일에도 공표를 꺼리끼는 것입니다. 上海 假 정부의 존재는 조선인에 대하야 일종의 오해를 줄 뿐 아니라 총독부 정치에 적지 않게 불리함으로 여러번 외무성에 쫄나 佛國 정부(上海租界에 잇섯기 때문에)와 교섭하야 마침내 해산식히게 되엿든 것입니다.
물론 해산하엿다는 것은 알 뿐이고 기실 彼等은 딴 장소에 집합하엿든 것이나 엇지하엿든 官憲으로부터 해산하엿다는<113> 사실 卽 彼등의 존재를 부정한다는 것이 조선에 준 영향은 대단 컷든 것입니다.
인심 安定上으로 보아 성공의 하나이라고 하지 않을 수 없습니다. 上海의 假 정부에 대하야 말하지 않을 수 없는 것은 拓殖局長官 古賀廉造씨가 呂運亨을 上海에서 招致하야 왓든 것입니다. 古賀씨의 생각은 呂運亨은 假 정부의 수령의 1인인 安昌浩와 친교가 깊은이 만약 그를 成我國에 招致하면 安昌浩의 담을 서늘케하야 假 정부를 해산하지 아니치 못하리라고 믿엇든 것입니다. 그리고 그 통역으로서는 당시 胡衣島에 流罪되여간 張德秀를 석방하야 내지에 보내게 하라든 것입니다. 총독부는 그것은 兒戱에 지나지 않을 뿐 아니라 유실 무익한 일이라고 극력 반대하엿스나 古賀씨는 정부의 힘으로 완강히 요구하기 때문에 할 수 없시 張德秀를 내지에 파견하엿든 것입니다. 古賀씨는 呂運亨으로부터 아모러한 것도 엇지 못할 뿐 아니라 御苑을 拜觀식힌 廉으로 인하야 의회의 糺彈을 받어 恐悚陳謝함에 至하엿든 것입니다.<66>
<108-113, 66>
