Magazine Title	삼천리 제4권 제9호
Publication Date	1932년 09월 01일
Article Title	自叙傳 (Autobiography)
Author	呂運亨
Article Type	회고·수기 (Memoir/Recollection)

Autobiography
						Lyuh Woon-hyung

My Youth

My hometown is Yangju in Kyŏnggi Province. I spent my boyhood purely under the ideological influence of my grandfather in this land of Yangju, with its beautiful scenery.

My grandfather, whose name was Kyusin, was indignant that our peninsula was treated as a kind of political dependency by China at that time. He proposed an expedition against China to the government and also made it his lifelong creed to personally achieve this plan. After liaising with high officials of the royal court and comrades in the countryside, he formed some sort of secret society and bustled about plotting. When this was discovered, the ringleader, a certain individual, was subjected to the cruel punishment of having three generations of his kin exterminated. My grandfather was sentenced to exile and went to Nyŏngwŏn in P'yŏngan Province, a remote valley high in the mountains with few people. He spent several years there, returning when I was ten years old. His once fine physique had become haggard from years of mental strain, and his head was already covered with frost-like white hair. Everyone in the family just looked at grandfather's appearance, shedding silent tears.

However, what had not changed was solely his spirit. And there was not the slightest reduction in his intention to chastise China. Also, books on military strategy and mathematics were always piled on his desk. The military books were not about modern tactics or weaponry, but texts like the *Six Secret Teachings* and *Three Strategies* (六韜三略). The mathematics involved wasn't the Arabic numerals we use now, but used the Chinese characters for one, two, three, etc., for the four basic operations (addition, subtraction, multiplication, division) and fractions. He was always studying things like the art of fortification (築城法) using these numbers. Considering he was already like this 33 or 34 years ago,<17> it can be presumed that grandfather had comparatively deep knowledge of the new learning (新學問).

Although he read military books and studied mathematics for the sake of his unfulfilled aspirations like this, after returning from exile, government surveillance and vigilance were severe, and it seemed he didn't even have much freedom to converse with people.

From then on, grandfather began to revere Confucianism (儒學), and it is said that his cultivation (素養) in it was not inferior to that of Mr. Kim Yun-sik (pen name Unyang) or the current clan (門中) member Mr. Lyuh Kyu-hyŏng.

Grandfather, who turned his unfortunate aspirations towards Confucianism and spent his remaining life thus, would often tell me, his eldest grandson, stories of the modern history (近世史) of China and Chosŏn. He always said that the policy discussion (經論) for a northern expedition (北征) was by no means a mistaken national policy, and that in order to implement that policy, such-and-such national preparations and ethnic planning were necessary. Even now, my heart feels heavy when I realize why he held me, so young and without any cultivation, and repeated these words to me day after day. As I will write below, the influence (感化) from my grandfather at that time became a major influence on the ideology of my youth, so much so that when we all left the country in 1912, my younger brother Un-hong went to America, but I headed straight for Shanghai, China.

At the age of fourteen, I first took a wife (聚妻) as my parents arranged, but soon lost her (喪妻), so at nineteen, I married again. That person is my current wife.

Until I turned nineteen like this, I stayed in my hometown, attending a private village school (私塾) and learning Chinese classics (漢學) such as the Four Books and Five Classics (四書五經). Then, resolving that I shouldn't rot away with the grass and trees (草木) in such a countryside corner, I, with my topknot, came up to Seoul one morning without even any travel gear (旅裝).

Thinking I should learn the new learning (新學問) in Seoul, I enrolled in Paejae Haktang (培材學堂), which was the first of its kind at that time. Paejae Haktang was founded by the American Mr. Appenzeller, and figures like Sin Hŭng-u; indeed, this school nurtured many progressive talents (人材).

After studying there for some time, a new school called Hŭnghwa Haktang (興化學堂) was established (創設) in Sujinban-gol (壽進坊谷) (likely near Mr. Ryu Il-sŏn's church in present-day Ch'ŏngjin-dong). Along with several hot-blooded fellow students, I enrolled in that school.

Hŭnghwa Haktang deserves to be written about in large letters (特書大筆) in the history of modern education (敎育史). Minister (公使) Min Yŏng-hwan (posthumous title Chungjŏng 忠正), who had previously been posted to America, returned with the intention of importing Western civilization (文明) and hastily established it. He then invited progressive scholars who had returned from studying in Europe (歐羅巴) to teach subjects like physics (物理) and chemistry (化學), things we had never even heard of before.

Among the classmates (同窓) I remember from that time are Mr. Yun Ko-byŏng of the current Tongil Bank and several others.

However, the political situation (時局) at that time was extremely tense, and this school did not last long. Eventually, for some reason (理由), the students and teachers wept together and parted ways, and the school was closed down.

After that, there were the Postal School (郵政學堂) and the Telegraph School (電務學堂) established by the Ministry of Education (學部) of the Old Korean Empire (舊韓國). Their purpose was to organize postal staff, the quickest way (捷路) to import Western civilization. I entered there. There, I learned the Universal Postal Convention/Law (萬國郵便公法) directly from the French original (原文) and also learned the newly established postal regulations (郵務 규정) purely in classical Chinese. I was busy learning about the postal systems of various foreign countries, sometimes from foreign instructors and sometimes from advanced scholars who had been abroad.

At this time, the winds and clouds (風雲) of the Russo-Japanese conflict intensified, and the smoke of gunfire (砲煙) was about to rise across the Far East. Then, for some reason, the government concluded a treaty entrusting (委任) all of Korea's postal functions (郵便機能) to Japan. This treaty (條約) was a very significant upheaval (變革) that stood at the very vanguard (先陣)<18> of the later Five-Article Treaty and all subsequent treaties.

Several dozen of us students (excerpt-main text) spread straw mats (繩席) in front of the palace and went there intending to weep and appeal to the throne (上訴), but some were arrested by the police, and others were chased away.

The chairman of the handover committee (引繼委員長) for that postal administration was the late Chŏng Un-bok. Because of this, the Postal School (郵務學堂) was also closed, and finally, the great Russo-Japanese War unfolded, centering on the plains of Manchuria (滿洲).

Seeing the general trend (大勢) shifting, I left Seoul and went to my hometown, Yangju. Thinking I would educate the younger generation (後進), I took hold of Kwangdong School (廣東學校). Then, having reconsidered, I went to Kangnŭng in Kangwŏn Province and took up teaching at the Ch'odang Ŭisuk (草堂義塾) there. I was twenty-five at the time.

Today, at forty-seven, as I sit and reminisce about my youth, the period that brings the deepest emotion (感慨) is these three years at Ch'odang Ŭisuk.

The academy presided over by Kang Youwei (康有爲), which produced many brilliant talents (英材)—such progressive, spirited scholar-patriots (志士) like Liang Qichao (梁啓超)—who brought about the Chinese reform (維新), was also called Ch'odang Academy (草堂學堂). Not only was I drawn to the name (일홈), but the people at that academy earnestly persuaded me, so I decided to teach there. The students were all scholars in their 30s and 40s, proficient enough in classical Chinese to have passed the level of the Four Books and Five Classics. Here, I was more preoccupied with telling them about the changing world affairs (世事) than focusing on academics. So, the students would sit in a circle on the rush-mat floor, and I, joining them, would discuss the current state of the nation and the general situation (大勢) in East Asia. After the discussion, the students would all be stirred up and weep. At that time, there was no distinction between teacher and student; we would grasp each other's arms, weep, and then talk (이약이하엇다).

After spending several tense years like this, a head-on collision (正面衝突) eventually occurred with a man named An Rak, the chief of police (警察署長) in Kangnŭng, over the issue of using the "Meiji era name" (明治年號), and the school was closed down.

From there, centering on Mount Kŭmgang (金剛山), I wandered here and there, visiting the Eight Scenic Views of Yŏngdong (嶺東八景) and scenic spots (勝地), recuperating my body. A few years later, I came up (올너왓다) to Seoul again. This was already after the annexation (併合).

In 1914 (Taishō 4), signs finally appeared that the Great European War was about to break out (勃發). Having already failed to achieve my aspirations within the country, I resolved that there was no other path but to travel abroad (外地). Selling my family fortune (家財) to make school expenses (學費), my younger brother Un-hong first went to America (米國). Then, following him, I passed through Fengtian (奉天) and unpacked my travel gear (遊裝) for Jinling University (金陵大學) in Shanghai.

That was the year I turned twenty-eight.
(Continued in the next issue—reporter's note)<19>

**Summary**

This autobiographical excerpt by Lyuh Woon-hyung recounts his formative years, heavily influenced by his grandfather's anti-Chinese sentiment (stemming from perceived Qing dominance over Chosŏn) and early interest in military strategy and Western learning, despite facing exile for his political activities. Lyuh details his traditional education, his move to Seoul for "new learning" at Paejae Haktang and Hŭnghwa Haktang (founded by Min Yŏng-hwan), and his time at government postal/telegraph schools, which were shut down following Japan's takeover of Korean postal services before the Russo-Japanese War—an event Lyuh protested. He briefly taught in Yangju and then Kangnŭng at Ch'odang Ŭisuk, where he discussed current events with older students, leading to closure after conflict with the police chief over using the Japanese Meiji era name. Facing limited options after Japan's annexation of Korea, he decided to study abroad, heading to Jinling University in China in 1914.

For historians, this piece offers valuable insight into the intellectual and political climate of late Chosŏn and early colonial Korea. It highlights the blend of traditional anti-Qing nationalism with emerging interest in Western knowledge as paths to national strengthening, the early impact of Japanese encroachment (specifically the postal service takeover), the role of new educational institutions (both missionary and Korean-founded), and the nascent anti-Japanese resistance even in seemingly minor issues like the use of the Japanese era name. Lyuh's personal journey reflects the broader transition and turmoil faced by Korean intellectuals during this period.

**Named Entities**

呂運亨	여운형	Lyuh Woon-hyung
이러케 불우한 뜻을 儒學에 돌니시고 餘生을 보내시든 祖父님은 흔히 맛 손자되는 날더러 中國과 朝鮮의 近世史를 이야기하며 北征의 經論이 결코 그릇된 國策이 아니란 것과 그 經論을 펴기 위하여 이러이러한 국가적 준비와 민족적 계획이 잇서야 한다고 늘 말슴하섯다. 年少할 뿐더러 何等 素養이 업는 나를 안으시고 여복하시여 나에게까지 이런 말슴을 날마다 飜伏하섯슬가 함애 나는 지금도 가슴이 막히어짐을 깨닷는다. 장차 이 아래에 기록하겟지만 祖父의 그 때의 感化가 나의 청년시대의 思想에 큰 영향이 되어서 1912년 우리들이 모다 國外로 떠나버릴 때 아우 運弘은 亞米利加로 갓지만 나는 오직 一路 中國 上海로 향하엿든 것이다.
나는 열네 살되든 해에 父母가 식히는대로 처음으로 聚妻하엿다가 未幾에 喪妻하엿슴으로 열아홉 살되든 해에 다시 장가를 들엇다. 그 이가 지금의 나의 家妻다.
나는 그 때 이러케 열아홉되든 때까지 고향에 잇스면서 私塾에 다니며 四書五經 등의 漢學을 배우고 잇다가 이러케 시골구석에서 草木으로 더부러 썩을 것이 아리라고 각오하고 상투튼 몸이 一朝에 旅裝도 업시 서울을 차저 올너왓다.
서울에 와서 新學問을 배워야 하겟다는 생각으로 그때 최초로된 培材學堂에 입학하엿다. 培材學堂은 米國人 亞偏薜羅씨의 창립으로 申興雨씨 등 實로 이 학교는 만흔 新進 人材를 養成하엿든 것이다.
그 곳에서 얼마를 공부하다가 그 때 마츰 興化學堂이란 새 학교가 壽進坊谷(아마 지금 淸進洞의 柳一宣씨의 敎會부근이던 듯)에 創設되엇슴으로 다혈질의 여러 學友들과 함께 나는 그 학교에 입학하엿다.
興化學堂은 근세 敎育史上 特書大筆하여도 조흘 곳으로 처음 米國公使로 가잇든 忠正 閔泳煥氏가 귀국하여 서양 문명을 수입하여야 한다는 뜻으로 불이야불이야 설립하고 그러고는 歐羅巴에 유학갓다가 도라온 신진학자들을  초빙하여 생전 들어도 못보든 물리 화학이나 영어 등을 가르키엇다.
그 때의 同窓으로 기억나는 이는 지금 東一銀行의 尹皐炳씨와 其外 여러분이 잇섯다.
그러다가 그 때 時局은 대단히 긴장된 바 잇서서 이 학교는 오래가지 못하고 맛츰내 엇더한 이유아래서 학생들과 선생들은 서로 통곡하고 갈나젓고 학교는 폐교되고 말엇다.
그 뒤 舊韓國 學部에서 설립한 郵政學堂과 電務學堂이란 것이 잇섯다. 그것은 泰西 문명을 수입하기에 가장 첫 捷路인 우편대원을 編制키 위함이라 나는 그곳으로 드러갓다. 거기에서 만국 우편공법을 佛蘭西 原文대로 배우고 또 새로 제정된 郵務 규정을 순 한문으로 배웟다. 그리고 諸 외국의 우편제도 등을 혹은 외국인 교수의 입으로 혹은 해외에 다녀온 선진학자의 입으로부터 배우기에 분주하엿다.
이럴 때에 日俄의 風雲은 급하여 바야으로 遠東一帶에는 砲煙이 날느려하엿다. 그 때 정부에서는 무삼 까닭인가 韓國의 郵便 기능을 一切 日本에 위임한다는 조약이 체결되엇다. 이 조약은 後日의 5조약이나 모든 조약의 가장 先陣에 섯든 조약으로<18> 대단히 의미가 깁흔 변혁이엇다.
우리들 수십명의 학생은(略-본문) 궁궐 압헤 繩席을 펴고 거기에 가서 울며 上訴하려다가 경관에게 더러는 잡히여가고 더러는 쪼키여 나왓섯다.
그 때 그 우편행정의 引繼委員長이 죽은 鄭雲復이엇다. 이리하는 바람에 郵務學堂도 폐쇄되고 마츰내 日俄의 大戰은 滿洲 平原을 중심삼고 전개되엿다.

四書五經급의 暢達한 한학자들이엇다. 나는 여기에서 學術에 주력하기보다 推移하는 世事를 말하여주기에 급하엿다. 그래서 자리편 방안에 그 학원들이 쭉 둘너안고 나도 그 틈에 껴서 국가의 현상과 東洋의 大勢를 論及하엿는데 論及하고나면 學徒들은 모다 激하야 울엇다. 그때는 師弟의 區分이 업시 서로 팔을 붓들고 울고는 이약이하엇다.
이러케 긴장된 몃해를 보내다가 江陵 경찰서장으로 잇는 安樂이란 사람과 「明治年號」 使用問
나는 大勢가 흔들니는것을 보고 서울을 떠나 고향 楊州에 이르러 後進이나 교육한다고 廣東學校을 붓들고 잇다가 다시 생각한 바 잇서 江原道 江陵에 이르러 그 곳 草堂義塾에서 교편을 들엇다. 그 때에 내 나이 스물녯이라.
나는 마흔일곱을 먹은 오늘에 안저 과거 청소년시대를 회상할때 가장 感慨가 깁든 것은 이 草堂義塾의 數 3년간이엇다.
中國維新을 이르키든 英材를―가령 梁啓超 등의 新進氣銳한 志士 학자를 만히 배출하든 康有爲가 主宰하든 그 학당도 草堂學堂이엇다. 나는 그 일홈이 마음에 당기엇슬 뿐 더러 그 학당의 여러분들이 간곡하게 붓잡음으로 그 곳에서 교편을 들기로 하엿는데 學徒들은 모다 34,5세의 선비들로 한문은 題로 마츰내 정면충돌이 되어 학교은 페쇄되고 말엇다.
나는 그리로부터 金剛山을 중심삼고 嶺東八景을 이리저리 차저 勝地에 遊하면서 몸을 마련한 뒤 몃해 뒤에 다시 서울에 올너왓다. 그 때는 이미 병합 後이다.
1914년(大正4년)에 마츰내 歐洲大戰이 勃發할 조짐이 보엿다. 안에서 이미 뜻을 엇지 못한 몸은 외지로 遊할 밧게 더 길이 업슬 것을 각오하고 家財를 팔어 학비를 만들어 아우 運弘이가 몬저 米國으로 가고 그러고 나도 뒤미처 奉天을 거처 上海 金陵大學에 遊裝을 푸럿든 것이다.
그것이 내가 스물여덜나든 해이다.
(以下 次號續―기자필기)<19>
<17-19>
