**Header Section:**
Magazine Title: 삼천리 제3권 제11호
Publication Date: 1931년 11월 01일
Article Title: (만국부인) 近代 『戀愛風景』 (Modern "Love Scenes" [Universal Womanhood])
Author: 秋赤陽 (Ch'u Ch'ŏgyang)
Article Type: 소설 (Novel/Fiction)

**Body Text Translation:**
Modern "Love Scenes"
						Ch'u Ch'ŏgyang

The city's late autumn night—
In the chilly autumn sky, only scattered stars twinkle—above the closed department store, only the faint neon sign shines brilliantly—though no one welcomes or praises it, it shines with all its heart.
Occasionally, clumsy footsteps pass over the cold asphalt; as autumn deepens, the sound of footsteps grows noticeably harsher and louder.
The time is past twelve o'clock—this is when people who work all day in factories or on the streets, unaware of the pain in their weary arms and legs, fall into a deep sleep, oblivious to the world. —From this time onward, crowds emerge from this corner and that, who, finding something so delightful, run wild, dance, and seek out women and alcohol as if possessed.
One can see groups of bourgeois (뿌르가 - *simjjul todŭn*, meaning sinewy or tough) types—some driven in taxis, others walking—soaked in alcohol, their repulsive faces like serpents, displaying ambition, arrogance, and conceit with boisterous laughter. Or, one sees the slick-faced sons of the bourgeois, utterly devoid of shame, roaming in packs.

From an alley beside a certain building emerges a young man, pale and thin beyond description, his hands thrust into his pockets, his body hunched. At first glance, he appeared unpleasant and sharp-tempered, but whether he possessed such traits before is unknown; now, he seems withered, his nerves extremely frail—possessing little more than shallow breaths and listlessly glittering eyes. Like an automaton moving according to GO and STOP signals, he seems to lack even the unifying composure of nerves.
He is a man named Sehyŏk, raised in Tanch'ŏn, Hamgyŏng Province. Although his family was not well-off, they managed to send him to university. However, contrary to his family's hopes, he could only lament that society was not one that would sustain him simply for trading on the name of a university graduate. Because of the expense of his education, the little farmland they had was sold off. After struggling desperately to make a living and failing, his family, unable to endure, left for Sŏgan-do (West Jiandao) last early winter, awaited by no one. Afterwards, he drifted through Peking (뻬낑), Changchun (장춘), Harbin (하루빈), and Vladivostok (우리지오스톡그 - Vladivostok), living as a vagrant, before turning back and returning to "Chosŏn" (Korea). He was temporarily staying with his uncle, who worked at a life insurance company in Seoul (서울).
At times, changing his mind, ashamed of the unwelcome meals and of idling about, he tried earnestly to find employment, putting in requests here and there—but no suitable job awaited him.
Failing that, he even considered doing some kind of labor—but his constitutionally weak and frail body was ill-suited for labor, and such thoughts were merely fleeting whims.
However, while wandering the streets seeking employment, he would sometimes stand silently watching the street laborers laying tram rails, and suddenly—perhaps spurred by some stimulation from their work, overcome with a sense of shame—he would duck into a side alley. Even so, that much conscience gave Sehyŏk<109> stimulation and impulse, but it too was merely momentary.
Then—one day—he happened to meet a teacher from his school days, spoke of finding a job, and made a firm request. Some time later, a letter arrived from that former teacher, informing him of a job opening. —Thus, Sehyŏk found employment at a certain XXX (government office). Perhaps he entered it heedlessly, engrossed in his job search—but the objections from his various friends were considerable. That place was… (Omitted in original)
And so—since he had already started—he vowed to his friends that he would work just for the month, submit his resignation, and surely leave.
Then, one day, while walking the night streets—wondering whether to enter a certain café to endure the chill or perhaps just have a cup of tea—he went inside.
As he entered—the symphony of American-born jazz, the coquettish, nasal voices and songs of women, the sounds of drunken chatter—stepping into this gloomy, stuffy place filled with low pressure, his eyes caught sight of a distinct color (a woman). She was a woman named Hyeran, with a thin face where, somewhere, boldness and intrigue seemed to slumber, a woman radiating the atmosphere of a northern port city. Having arrived from Harbin just a few days prior, she carried upon herself the popularity drawn from the customers.
Then—by chance—their eyes met. Suddenly, they gradually moved beyond deep impressions and affection, forming a connection and even falling in love. Since then—time flowed by, and as time passed, the thread of their love grew so thick that they seemingly couldn't bear to be apart even for a moment.
Then, the man named Sehyŏk, having been informed by friends that the place he worked was somewhere he shouldn't be—and having realized it himself—had declared he would work only that month and leave. But—after falling in love with the woman named Hyeran, thoughts of friends, reactionaries, class, or anything else had no room in his mind. Moreover, recently learning of Hyeran's debt (her redemption price), he had changed his mind, thinking he absolutely could not leave his job yet. He felt a desire to make her his own, even if it meant starving himself, by diligently saving his salary to pay off the five hundred won debt and redeem Hyeran. Thus, unknowingly, this young intellectual, steeped in egoism regarding society, suffered from unspoken fears and breathless stimulation, his position fraught with anxiety, always easily becoming reactionary and susceptible to XX (likely 'falling' or 'betrayal') like a curveball (카부적 - *kabujŏk*).
Also, perhaps due to all the anguish he suffered after meeting Hyeran—he contracted acute tuberculosis. Now, even while coughing up blood, he never forgot to visit Hyeran's café in the evenings.
And so, between the two of them, words like these began to flow.
Sehyŏk: "Darling—Ms. Hyeran—let us vow. If you betray me, or I betray you—let us kill each other then."
Hyeran: "Really? Aha, you still can't trust a man's heart?"
Sehyŏk: "What's there to trust or not trust?"—he coughed continuously, and Hyeran noticed blood on his handkerchief—
Hyeran: "Oh my? Why blood? What's wrong—"
Sehyŏk, finally stopping his cough, looked up at Hyeran with a grimacing, pained face—
Sehyŏk: "Hmph, why? For some time now, my chest has hurt, and I've felt breathless—I went to the hospital—they said it's acute tuberculosis. And lately, it's gotten worse, and blood comes out whenever I cough—" As if awaiting Hyeran's reply—he just watched her expression. Yet, even if their love had reached a point where they could risk life and death with passion, their love was nothing special. It is the love of the petit bourgeois: cheaply sold, mutually toying with each other's sexual desires, weeping together, and then dedicating a short life to a single woman.
Hyeran's face instantly changes color—her lips just quiver, and with a face full of intense fear and aversion, she stares blankly, chillingly, at him.<110>
At this moment, Sehyŏk happened to be pouring himself drinks, drinking repeatedly, displaying extreme nihilism, snorting with laughter, singing, and then, as if possessed, pouring down alcohol almost frantically.
Sehyŏk: "Whether we live a thousand years—or ten thousand years," he laughs a listless laugh, snorting as if mocking everything—
Sehyŏk: "Darling. The other day, when I said that once I paid off your debt—I asked you to become a factory girl, and you answered, didn't you? Let's live together for as long as we live." "But—my life won't be long either...." he trails off—then coughs, and on his flushed face, which hasn't yet subsided, two streams of weak tears flow. Then he drinks again—
Hyeran, who had been watching this spectacle as if stupefied, her face pale and showing venom—
"I refuse. Debt or whatever—and when did I ever say I'd become some dirty factory girl? Absolutely not—such words are insulting—"
She abruptly stood up, showing a cold face—and left the spot, a momentary chill hanging in the air. At this point, Sehyŏk, like a doll with startled, wide eyes, perhaps feeling the world spin, stared for a long while at her retreating figure—then, thinking something—perhaps realizing his own life would not extend much longer—he collapsed sobbing for a time—then simply ran out of the place.
They don't know what a factory girl is, or what kind of life they would have to endure; enveloped in temporary vanity and fantasy, they often sell out class, even selling out female workers—thus, they carelessly treat the working class like a plaything.
The night when these secrets were spoken passed, and Sehyŏk committed suicide. Hyeran, suddenly filled with fear and aversion towards the tuberculosis patient, once again welcomed men seeking alcohol and women...
Evening—In the distance, the factory siren signals the end of work, and the late autumn night in Seoul deepens, desolate.
October 14, 1931 <111>

**Summary**

This 1931 short story by Ch'u Ch'ŏgyang depicts the tragic romance between Sehyŏk, an unemployed university graduate suffering from tuberculosis, and Hyeran, a popular café waitress in Seoul burdened by debt. Sehyŏk, disillusioned and struggling after returning from wandering abroad, takes a morally ambiguous government job intending to save Hyeran. Their intense love culminates in a vow to kill each other upon betrayal, but when Hyeran learns of Sehyŏk's fatal illness and his fantasy of her becoming a factory worker after he pays her debt, she coldly rejects him, leading to his suicide. The story ends bleakly with Hyeran returning to her life and the city's indifference.

From a historical perspective, the story offers insights into the despair and limited opportunities faced by educated Koreans under Japanese colonial rule, highlighting unemployment, economic hardship (selling land for education, café debt), and the allure yet hollowness of modern urban life (cafés, jazz, neon lights). Sehyŏk's brief, compromised employment in a colonial office (XXX), his internal conflict regarding labor, his illness (TB was rampant), and Hyeran's pragmatic survival instinct within the service economy reflect the complex social dynamics and individual struggles of the era. The characters' naive or exploitative views of the working class ("factory girl") also touch upon class consciousness issues among intellectuals and urbanites during this period.

**Named Entities**

秋赤陽	추적양	Ch'u Ch'ŏgyang
마젓스며	맞았으며	Met, welcomed (older spelling)
울녀오며	울려오며	Ringing out (older spelling)
깁허갈	깊어갈	To deepen (older spelling)


---------------------------


잡지명	삼천리 제3권 제11호
발행일	1931년 11월 01일
기사제목	(만국부인) 近代 『戀愛風景』
필자	秋赤陽
기사형태	소설

近代 『戀愛風景』
						秋赤陽
도시의 느진 -가을 밤-
싸늘한 가을 한울에는 총총한 별만이 반작이고- 문 다친 데파-트집 우에는 아련한 네온싸인만이 찰란하게- 누가 반겨하고 칭찬하지도 안컨만 성심껏 빗치고 잇다.
찬바람 도는 아스팔트 우에로 각금 각금 지나치는 서투룬 발자취가 잇스니 가을이 깁허질수록 발자최 소리도 완악하게 커짐으로 알 수 잇다.
때는 열두 시가 긔우러 가니- 이때는 하로 종일 공장에서 혹은 가두에서 일하는 사람들이 결니는 팔다리의 아품도 모르고 혼곤히 잠들 들어 세상 모를 때다. -이때로부터 시작하여 무엇이 그리 조흔지- 밋칠 듯이 날뛰며 춤추며 계집과 술을 차저다니는 무리가 이 구텡이 저 구텡이에서 뻬여저 나올 때다.
혹은 택시-를 모라서 혹은 거러서- 술에 저저 이무기가튼 뿌르가(심쭐 도든) 추접한 얼골에 야심과 교만과 자만에 너털우슴을 우스며- 또는- 빤질빤질한 염체라고는 차저볼 수 업는 뿌르의 자식들이 떼를 지여 쏘단이는 꼴을 볼 수 잇다.

엇던 삘딍 골목으로부터 두 팔을 주머니에 찌르고 허리를 웅승그리고 나오는 창백하고 가는 선박게는 차저볼 수 업는 한 젊은 청년이 잇스니 얼듯 보기에는 암상스럽고 성깔잇게 보엿스나 그러나 그전에는 그런 섬깔이 잇섯는지는 모르나 지금에는 풀이 꺼저 보히고 매우 신경이 쇠약하여-가는 숨결과 힘업시 빤짝이는 눈동자박게는 갓지 안은 것 갓고 꼬-(GO) 스톱(STOP)을 따라 움직이는 인조인간과 갓치도 그의게는 통일되는 넉넉한 신경조차 업는 모양이다.
그는 셰혁이라는 사람으로써 함경도 단천에서 자라낫스며 자긔의 가정도 넉넉지는 못하나마 그를 대학까지 시켜노앗스나 그의 가정에서 바라든 바와는 전혀 달니 도저히 대학이라는 일홈을 팔고서 먹여주는 사회가 못되는 것을 한갓 원망할 다름이며 그를 공부시키기 때문에 논마직이나 잇든 것도 다 팔어 먹고 살어볼랴고 발버등을 치다 못하여 그에 백여나지 못하고 작년 초겨울에 아무도 긔대리지 안은 서간도로 떠나가버리엿다. 그후 그는 뻬낑 장춘 하루빈 그리고 우리지오스톡그로 방랑생활을 하다가 다시 발길을 돌처 「조선」으로 드러오게 되엿스며 그는 서울 어느 생명보험 회사에 단이는 아저씨 집에 당분간 언처서 류숙하고 잇섯다.
그는 때때로히 마음을 갈어 먹고 눈치 시른 밥과-놀고 먹는 게 북그러워서 그랫든지 삼지 사방으로 직할랴고 애를 쓰며 청을 느엇스나- 어듸 맛당한 직업은 그를 긔다리고 잇지를 안엇다.
하다 못하야 엇던 로동이라도 할야고 마음도 먹어보앗스나- 원체로 체질이 약하고 백여나지 못한 그의 몸에 로동이란 것이 알마즐이도 업섯고 그런 마음은 일시에 긔분에 스처질 다름이다.
그러나 그는 직을 구하러 때때로히 길을 것다가 길가에 전차 「레-루」를 놋는 가두로동자들의 일하는 것을 묵묵히 서서 보다가도 돌연히- 그들(로동자)에 일하는 모양에 엇더한 자극을 바더 붓그러운 생각이 나서 그랫든지 엽골목으로 피하여 다닌 적도 잇섯다. 그래도 그만한 양심만은 셰혁이로 하여금＜109＞ 자극과 충동을 주엇스니 그것도 일시에 지나칠 다름이엿다.
그리자- 어느 날인가- 자긔가 단이던 학교 선생을 우연히 만나 직 말을 하고 단단히 당부하여 노앗든 일이 잇섯는데- 그후 어느 날인가, 그 녯날 선생으로부터 직할 곳을 알니우는 편지가 왓다. -그리하야 셰혁은 엇던 XXX(관청)에 직이 되엿스나- 직에 열중된 그의게는 무심코 드러갓는지는 모르겟스나- 여러 친구들의 반박이 여간 안이엿다. 그곳은(略-원문)
그리하여- 그는 긔왕 드러간 노릇이고 하니- 이달만 단이고 사표를 제출하고 당연히 떨치고 나오겟다고 친구들에게 맹세하여 노앗다.
그러자 그는 어느 날 우연히 그는 밤거리를 것다가- 엇던 카페로 치움을 견딀까 하고 차라도 한 잔 마시러 드러갓다.
그가 드러가자- 아메리카가 산출한 짜쓰의 교향과 계집에 간사한 발너내는 목소리와 노래소리 주정하는 소리- 이러한 저긔압이 가득찬 우을하고 따분한 곳으로 발길을 옴기자 그의 눈에는 선득 띄이는 색채(녀자)가 하나 잇스니 해란이라는 녀자로 얄팍한 얼골에 어듸인지 용담과 음모가 잠자ㅅ고 잇는 듯한 북쪽 항구 긔분이 떠도는 녀자이니 그는 하루빈으로부터 온 지 몃칠 안되여 온 손님에게서 오는 인긔를 한 몸에 실코 잇는 녀자엿다.
그리자-우연히도 그들의 눈은 서로 시선이 합첫스며- 돌연히 그들은 차차로히 깁흔 인상과 애착을 넘어 긔연을 매저 사랑하게까지 되엿다. 그런지 어언간- 세월은 흘너갓스며 세월이 흐를스록 그들의 사이는 도저히 한시라도 못보고는 살 수 업슬만치 두터운 사랑의 실마리를 맷게 되엿다.
그리자 셰혁이라는 사나희는 친구들의 권고로 그가 단이는 곳이 못 잇슬 데라는 것을 아르켜준 이후- 그도 깨닷고 하여- 이달만 근무하고 나오겟다고 하엿스나- 해란이라는 녀자를 사랑하게 된 뒤부터는 친구고 무엇이고- 반동이고 계급이고 무엇이고 그런 생각이 염두에 둘 틈조차 업섯스며 또한 요사히로는 해란이의 부채(팔인 갑)를 알게 된 이후로는- 스스로히 하로 밥비 그의 부채를 자긔가 굼는 한이 잇드라도 월급을 근근히 모아 오백원이라는 돈을 갑고 해란을 빼노아- 자긔의 것을 만들고 십흔 마음에 더욱이 자긔가 그곳으로부터 나와서는 아즉 안되겟다는 생각으로 변해버렷다. 그리자 그는 아지 못하는 사이에 이 사회에 대하여 젊은 인테리는 에고이슴에 저즌 가운데 남모르는 공포와 숨결 업는 자극에 번민을 밧고 자긔에 입장이 두려움에 싸여 언제나 쉽게 반동되며 XX되는 카부적 위험성이 잇섯다.
또한 해란이란 녀자를 알게 된 이후로- 모-든 고민을 밧음으로 말미아마 그랫든지- 그는 그여히 급성페병에 걸이여 이제는 피를 토하면서도 저녁이며는- 해란이에 잇는 카페를 차즐 것은 이저본 적은 업섯다.
그리하여 그들 둘 사이에는 이러한 말이 흘너나오기 시작하엿다.
셰혁  「여보- 해한씨- 우리 맹세합시다- 당신이 나를 반역하거나 내가 당신을 반역하든지- 그 때는 서로 죽이기로 합시다」
해한  「정말이예요? 아하 그래도 사나희 마음은 밋지를 못해요?」
셰혁  「밋고 못밋고가 어듸 잇소」- 하며 기침을 연속해 하다가 손수건에 피가 나온 것을 해란은 발견하엿다-
해한  「어이구? 피가 왜? 엇재-」
셰혁은 기침을 겨우 끗치고는 찡그리고 괴로운 얼골을 하며 물그럼이 해한을 치어다보며-
셰혁  「흥 외? 그런지 벌서 전부터 가슴이 압흐고 숨결이 맥히고 하여- 병원을 가 보앗드러니- 급성페ㅅ병이랍듸다. 그리자 요사히로는 벗석 더하며 긔침할 때마닥 피가 나오는구려-」 하며 해한의 대답을 기다리는 것 가치- 그의 눈치만 바라보고 잇섯스나- 그들의 사랑이 어듸까지 열정적으로 생사를 견울만한 처지에 이루럿다 하드라도 그들의 사랑이란 별다른 것은 아니다. 갑싸게 팔이고 서로의 성적 위동 여긔에 서로 롱락하며 서로 울다가 길지 못한 생명을 한 계집에게 바치는 것이 소시민의 사랑이다.
해란을 얼골빗을 금시로 변하며- 입술만 쫑긋쫑긋하며 몹시 공포와 시른 얼골로 그를 물그럼히 선득하여 처다본다.＜110＞
이때 셰혁은 때마츰 술을 작고 따라마시며 몹시 허무를 띄인 득히 코우슴과 노래와 그리고 밋칠 듯이 날뛰며- 술을 퍼붓다십히 작고 마시드니
셰혁  『천년을 사나- 만년을 사나』라고 말하는 탈력업는 우슴을 우스며 무엇인지 모두를 비웃정거리는 것 갓치 코우슴친다-
셰혁  『여보. 전날에 내가 당신의 몸갑만 갑허 노면- 당신더러 공장의 녀직공이 되여달라니까 대답하섯지요- 그리하여 우리 사는 날까지 사러봅시다』 『그러나- 나의 목슴도 길지 못할 것을....』 하고 말을 끗지며- 그는 기침을 하다가 불거진 얼골이 채 삭지 아는 얼골에 두줄기에 힘업는 눈물을 흘닐 따름이다. 그러다가 또 술을 마신다-
이러한 꼴을- 얼빠진 사람가치 보고만 잇든 해련은 새파래진 얼골에 독긔를 띄우며-
『나는 실여요. 몸갑시고- 무엇이고- 그러고- 언제 런 그 더러운 공장의 녀직공이 된다고 그랫세요- 천만에요- 그런 말슴은 실례임니다-』
하며 벌덕 이러스며 쌀쌀한 얼골을 보히며- 그 자리를 떠나버렷스니 잠시간 찬바람이 돈다. 이때 셰혁은 놀나 눈뜬 인형가치 천지가 아득한지 도라서 사러지는 그의 뒤모양만 한참 동안 바라보드니- 무엇을 생각하엿는지- 그의 생명도 더 연장하지 못할줄을 생각함이엿슴인지 한참 동안 업드려 울더니- 그냥 그곳으로부터 뛰여나가버렷다.
그들은 공장의 녀직공이 무엇인지 엇더한 생활을 감당하여야 할지도 모르고 그들은 일시적 허영과 공상에 싸여 흔히 계급을 팔며 여직공까지 팔게 된다- 이러케 그들은 여지업시 로동계급을 작난감가치 역여버린다.
이러한 비밀을 말하든 밤도 지나가고 셰혁은 자살하여 버렷스며 페ㅅ병 환자에게 돌연히 공포와 실증이 생긴 해란은 다시금 술 계집을 처저오는 사람을 마젓스며...
저녁- 이때 멀니서 공장에서는 종업에 싸이렌이 울녀오며 서울의 느진 가을밤도 쓸쓸히 깁허갈 다름이다.
1931년 10월 14일 작 ＜111＞
＜109-111＞
