Magazine Title: 三千里 第4卷 第12號
Publication Date: 1932년 12월 01일 (December 1, 1932)
Article Title: 海外活躍中의 白衣士官 (White-Robed Officers Active Overseas)
Article Type: 소식 (News/Report)

Overseas White-Robed Officers Active Abroad
"Lord Byron, though English, went to war for Greece, and French youths fought in the Anglo-American War for America's freedom.
They helped others even when they had strength to spare, and worked abroad even when they couldn't achieve their aims within.
Currently, many Koreans are scattered across various foreign countries, leading numerous troops and flying east and west. We can guess their intentions. Anyway, avoiding lengthy discussion, let's look at the Korean officers currently active overseas."<37>

Lieutenant Colonel Kim Ryŏn-gi, Flying Fighter Planes in Nanjing
If you go to Nanjing, China, adjacent to the city outskirts in Dongchang Street (東廠街), there's a large, fortress-like airplane hangar built in gray, and numerous aviation officers in smart military uniforms can be seen coming and going. This is the Nationalist government's First Aviation Corps, and one of the important officers in this corps is the Korean, Mr. Kim Ryŏn-gi. Mr. Kim Ryŏn-gi is currently an instructor at the flight school while also serving in the Aviation Corps, holding the rank of Lieutenant Colonel of Aviation.
Lieutenant Colonel Kim is originally from P'yŏngan Province. He attended Sungsil School in P'yŏngyang, then went to Tokyo in 1926, entered the Japan Flying School in Tachikawa-chō (立川町), Tokyo Prefecture, and obtained his 2nd Class Pilot's License in 1929. He intended to make a flight to visit his homeland, but due to the enormous expense involved, he couldn't succeed. The following year, 1930, he came to Sinŭiju, and through the introduction of a Mr. Chu (朱氏), the Chinese consul stationed there, he arrived in Nanjing. Through the arrangement (幹旋) of the Ministry of Foreign Affairs, he joined the Aviation Department directly under Chiang Kai-shek.
There, he showed outstanding performance and was appointed as a Pilot Officer (飛機師), Junior Grade (小校), in the First Aviation Corps, Military Administration Department, Nationalist Government, quickly being promoted to Aviation Lieutenant Colonel (航空小佐).
After that, while teaching at the First Corps in Hankou, he flew fighter planes. For about two years from July 1930, he flew repeatedly to various battlefields including Shashi, Changsha, Nanchang, Huaxiang Zhumadian, Zhengzhou, Beiping Doubang (北平蚪邦), Kaifeng, and Nanjing, demonstrating great combat achievements, thus being promoted again to Lieutenant Colonel (中佐). According to him, in the past seven years, his flight time alone amounted to 700 hours. This shows how intensely he piloted aircraft. Furthermore, the fact that despite flying 700 hours, he never suffered<38> a crash or injury makes both Koreans and foreigners marvel alike, showing what a genius he is.

According to Lieutenant Colonel Kim, the Nationalist Army currently has over 120 new fighter planes, over 80 bombers, and over 200 other aircraft, totaling more than 400 planes. As the number of aircraft is so large, the Nationalist government's enthusiasm for training aviation officers is tremendous. There are currently over 200 officers, and the Aviation Corps is organized from the 1st to the 7th Corps.
Lieutenant Colonel Kim's outstanding talent not only earned him the deep trust of the Nationalist government, but he also reportedly received special praise (激賞) from Chiang Kai-shek. Being a spirited young man by nature, he is said to have many acquaintances among the emerging youth, associating with China's righteous young men (義憤男兒).
Indeed, Lieutenant Colonel Kim's future looks very bright (赫赫한). Currently, there are many Korean officers in various Chinese armies, and even within the Whampoa Military Academy (黃浦軍官학교) alone, there are numerous Korean students. Overall, many are shaking hands with the emerging China, but among them, Lieutenant Colonel Kim's presence broadens and deepens this significance even further.
The Lieutenant Colonel is still a young man under 30 this year. It is said he spent over 5,000 yen for tuition to attend flight school in Tokyo. Anyway, now, in the vast skies over the 400-plus provinces beyond the Yangtze River, amidst the admiration of 400 million people, he pilots his beloved plane,
"Douglas 575 Horsepower"
a new fighter, his heroic figure flashing under the blue sky and white sun. Remember that this spirited man (快男兒) was a Korean youth of white-clad blood!

Lieutenant Colonel Yi Ryang, Active in Harbin
Yamamoto, president of *Kaizō* (改造社長), who recently traveled from Tokyo through Korea to Manchuria, described the appearance of Manchukuo Army Lieutenant Colonel Yi Ryang in detail in the October issue of the magazine *Kaizō* (改造). According to his writing, Yi Ryang is a Lieutenant Colonel in the Manchukuo Army, currently stationed in Harbin as a military command officer for the Chinese Eastern Railway (東淸鐵道).
However, generally speaking, even without *Kaizō*'s introduction, many people in Seoul know about Yi Ryang. He once published a somewhat autobiographical account in *Chōsen no Hikari* (朝鮮之光). Originally from Wŏnsan or Tanch'ŏn in South Hamgyŏng Province, he wandered greatly from a young age. He went to Guangdong to attend a military academy and went to Siberia, joining the Partisan Army (발티찬軍). He was captured and spent about two years imprisoned in Vladivostok (海參威監獄). After returning to his home country, he claimed to be involved in the Proletarian Literature Movement (푸로레타리아文藝운동), organizing some association, and later became an early member of the Proletarian Arts Federation (푸로예술同盟). He once gave a public lecture on the arts movement at the Jongno Youth Hall (鍾路靑年會舘), and much earlier, during the initial period of Korea's socialist movement, he frequently visited the hall at House No. 84, Che-dong (齊洞84番地).
Until about 3 or 4 years ago, he established the Kyŏngsŏng Labor Union (京城노동조합) at Pongnae Bridge (蓬萊橋) in the city, primarily aiming to organize government workers like tobacco and railway employees. After several years of wandering, when Kim Tong-han, a Partisan senior from his Siberia days, was restricted from residing in Vladivostok (海參威) and was lying low (雌伏) in his hometown Tanch'ŏn, Yi joined hands with him. They entered Kando (間島), and seeing the situation change after the Sino-Japanese conflict in Manchuria, they started the Kando Autonomy Zone movement (間島自治區운동).
Changing course again, he entered the conflict zone of Manchuria. Initially, through the acquaintance of Captain OO (OO大尉), who gained notoriety during the Great Tokyo Earthquake<39>, he participated in military actions, joining the XX Division (多O師團) and being active. With the establishment of the state of Manchukuo, he leaped to become an Army Lieutenant Colonel. According to Yamamoto, president of *Kaizō*, he is bold (豪放). After becoming an officer on the Chinese Eastern Railway, he discovered that an arms train of the opposing army was being secretly transported and succeeded through ingenuity (奇智) by seizing and confiscating it entirely without harming a single soldier.

Lieutenant Colonel Yi Ryang is 33 this year. It is said that when he came to Korea from Siberia, he carried a letter of introduction from the famous Yi OO (李OO) addressed to Song OO (宋OO). During his time in Siberia, he not only participated frequently in actual combat with a gun but also, having aspirations in the cultural movement in Vladivostok (海參威), reportedly published some magazine once.
Yi's wife is a graduate of Wŏnsan Girls' School, and they have been married for three years. There is an episode related to their marriage that shows his daring (膽大한) side.
Why he became a Manchukuo Lieutenant Colonel, he has not yet offered a single word or phrase of reminiscence (述懷), so there is no way to know.
Also, what path he will take in the future, nobody knows.
Let us regard him as a man of mystery and observe his future prospects for a while longer.<40>
<37-40>

**Summary**

This 1932 article from the magazine *Samch'ŏlli* profiles two Korean military officers serving abroad during the Japanese colonial period. Kim Ryŏn-gi is a highly skilled aviator and Lieutenant Colonel in the Chinese Nationalist Air Force, praised for his abilities and contributions, operating under Chiang Kai-shek. Yi Ryang is an Army Lieutenant Colonel in the newly formed state of Manchukuo, serving on the Chinese Eastern Railway, with a complex past involving wandering, imprisonment in Siberia, proletarian activism in Korea, and involvement in the Kando autonomy movement before joining the Manchukuo forces. The article contrasts Kim's seemingly straightforward career aligned with Chinese nationalism against Yi's more ambiguous path leading to service in the Japanese-backed Manchukuo regime. For historians, this article is interesting as it showcases the diverse and sometimes contradictory paths taken by Koreans during the colonial era – some resisting Japanese imperialism by joining Chinese forces, while others collaborated or found opportunities within Japanese-controlled structures like Manchukuo. It highlights the complex choices and allegiances forced upon Koreans seeking agency or advancement outside the confines of colonized Korea. The mention of Yi Ryang's past socialist/proletarian activities juxtaposed with his Manchukuo service is particularly notable.

**Named Entities**
잇섯스며	있었으며	There was, and... (older spelling of 있었으며)
훨신	훨씬	Much more (older spelling)
先是하여는	선시하여는	Prior to this
각금	가끔	Sometimes, occasionally (older spelling)
차즌	찾은	Visited (older spelling of 찾은)
創設하고	창설하고	Establishing
官員	관원	Government official/employee
결합단결	결합단결	Combination and unity
目的한 일이 잇섯는데	목적한 일이 있었는데	There was the objective of... (older form)
轉轉 數年하다가	전전 수년하다가	After wandering for several years
先輩	선배	Senior
居留制限	거류제한	Residence restriction
밧어	받아	Receiving (older spelling)
雌伏하고 잇자	자복하고 있자	While lying low / being inactive (잇자 is older spelling of 있자)
맛잡고서	맞잡고서	Holding hands together (older spelling of 맞잡고서)
事態가 轉變되는 것	사태가 전변되는 것	The situation changing
이르키엇다	일으키었다	Started, caused (older spelling of 일으켰다)
再轉하여	재전하여	Changing course again
事變地	사변지	Area of conflict/incident
入하야	입하야	Entering (older form)
일홈을 날니든	이름을 날리던	Who made a name for himself / was notorious (older spelling)
知己	지의	Acquaintance (here implies connection/recommendation)
軍事行動	군사행동	Military action
미처	미처	Upon reaching, at the time of
豪放하야	호방하야	Being bold/magnanimous (older form)
反軍	반군	Opposing army, rebels
武器列車	무기열차	Arms train
秘密리에	비밀리에	Secretly
移送되는 것	이송되는 것	Being transported
深知하고	심지하고	Knowing deeply/well
一兵을 傷치 안코서	일병을 상치 않고서	Without harming a single soldier (older form)
占據沒收	점거몰수	Occupy and confiscate
奇智	기지	Ingenuity, clever trick
紹介狀	소개장	Letter of introduction
지니고	지니고	Carrying
屢屢	누누	Frequently, often
實戰	실전	Actual combat
뜻을 두고	뜻을 두고	Having an aspiration/interest in
發行한 적도 잇섯다고 한다	발행한 적도 있었다고 한다	Is said to have also published (older spelling)
妻	처	Wife
膽大한	담대한	Daring, bold
一言一句	일언일구	A single word or phrase
述懷가 업스니	술회가 없으니	As there is no reminiscence/recollection (older spelling of 없으니)
알 길이 업다	알 길이 없다	There is no way to know (older spelling of 없다)
장차	장차	In the future
엇던	어떤	What kind of (older spelling)
나날는지	나아갈는지	Will proceed/go forward (older form)
아모도 아는 이가 업다	아무도 아는 이가 없다	Nobody knows (older spelling)
의문의 인물	의문의 인물	Person of mystery/question
압날	앞날	Future (older spelling)
展望하기로 하자	전망하기로 하자	Let's observe/look forward to


---------------------------


잡지명	삼천리 제4권 제12호
발행일	1932년 12월 01일
기사제목	海外活躍中의 白衣士官
기사형태	소식

海外活躍中의 白衣士官
「빠이론卿은 英國사람이면서 希腦을 위하야 전쟁에 나갓고 佛蘭西청년들은 米洲의 자유를 위하야 英米전쟁에 出戰하엿다.
힘이 나마서도 남을 구하엿고 뜻을 안에서 못어더서도 밧게 나가 일하엿다.
지금 조선사람으로서 海外諸國에 흐터저 多數한 軍隊를 잇글고 東走西飛하는 이가 만타. 우리는 그분들의 뜻을 짐작할 수 잇다. 아모려나 여러 말하기를 피하고 海外에서 현재 활약하고 잇는 朝鮮人士官들을 바라보기로 하자」＜37＞

南京서 戰鬪機 탄 飛行中佐 金鍊器氏
中國南京으로 가보면 市外와 隣接한 東廠街에 浮城과 갓치 회색으로 建築한 크다란 비행기 格納庫가 잇고 그러고 거긔에 多數한 飛行將校가 산듯하게 차린 軍服姿態로 來往하는 것이 보인다. 이것이 국민정부의 航空 第一隊요 이 隊의 중요한 士官으로 朝鮮사람인 金鍊器씨가 잇다. 金鍊器씨는 현재 비행학교의 敎官으로 잇는 한편 航空隊에 근무하고 잇는데 지위는 飛行中佐다.
金中佐는 고향이 平安道로 일즉 平壤에 이르러 崇實학교를 마친 뒤 1926년에 東京에 드러가서 東京府下立川町 日本飛行學校에 입학하여 1929년에 2等飛行士 免許狀을 엇어쥔 뒤 故土방문 飛行을 하려고 하엿지만 그리함에는 巨額의 經費가 드는 관계로 그를 성공치 못하고 그 翌年인 1930년에 新義州에 와서 駐剳하고 잇든 中國領事 朱씨의 소개로 南京에 도착하야 外交部의 幹선으로 蔣介石直屬의 航空署에 入隊하엿다.
거긔에서 優秀한 成績을 나타내어 국민정부 軍政部 航空第一隊小校 飛機師로 一躍 航空小佐에 任命되엿다.
그려한 뒤는 漢口의 第一隊에서 敎鞭을 드는 한편 戰鬪機를 操縱하야 1930년 7월 이후 約2個年동안에 沙市, 長沙, 南昌, 華鄕駐馬店, 鄭州, 北平蚪邦, 開封, 南京 各戰地로 轉轉 飛行하야 위대한 戰績을 나타내엇슴으로 다시 中佐로 昇格되엇는데 氏의 이약이를 듯건대 과거 7년동안에 飛行한 시간만 700시간이엇다고 하니 엇더케나 激烈하게 비행기를 操縱한 줄을 알 수 잇는 한편 700시간을 탓스면서도 一二次의＜38＞ 墜落負傷도 업섯다는 점으로 보아 內外國人이 한글갓치 驚嘆하는 바와 갓치 엇더케나 天才임을 알 수 잇겟다.

金中佐의 말을 드르면 현재 國民軍에는 新戰鬪機가 120餘臺 爆擊機가 80餘臺 그리고 비행기가 200餘臺 잇서 모다 400餘臺校 突破한다 하는데 이와 갓치 비행기가 多數하느니만치 국민정부에서 飛行將校를 養成하는 熱은 大端하야 현재 200여명의 사관이 잇고 그러고 航空隊는 第1隊로부터 第7隊까지 編制되어 잇다고 한다.
그런대 金中佐의 出象한 天才는 국민정부의 信任을 두텁게 밧을 뿐더러 일즉 蔣介石으로부터는 특히 激賞을 밧엇다고 하는데 원래 氣慨잇는 청년인지라 中國의 義憤男兒와 相伴하야 新興청년들사이에 만흔 知己를 가지고 잇다 한다.
實로 金中佐의 前途는 몹시 赫赫한 바 잇다. 현재 中國 各軍隊에 朝鮮사람의 士官이 多數하고 또 黃浦軍官학교안에만 할지라도 朝鮮人학생이 多數하야 전체적으로 新興中國과 악수하는 분이 만치만은 그 중에서도 金中佐의 존재는 이 意義를 一層 넓게 깁케 하는 바가 잇다.
中佐는 今年에 아직 30未滿의 청년이다. 東京서 飛行학교를 다니느라고 5,000餘圓의 學資를 껏다고 하는데 아무튼 지금은 楊子江 저쪽 너르고너른 400餘州의 長空에서 4億萬민중의 讚嘆하는 속에서 그의 愛機인.
「達格拉斯 575馬力」
의 新戰鬪機를 操縱하고 그 雄姿를 靑天白日아래에서 번득인다. 기억하라 이 快男兒가 힌옷입은 피끌은 朝鮮청년이엇슴을!

哈爾濱서 活躍中의 陸軍中佐 李亮氏
東京서 최근에 朝鮮을 거처 滿洲로 갓다 온 山本改造社長은 滿洲國의 陸軍中佐 李亮의 面影을 잡지 改造10월號에 자세히 描寫하여 내엇다. 그의 붓에 의하면 李亮은 滿洲國의 陸軍中佐로서 현재 哈爾濱에 잇서 東淸鐵道 軍指揮士官으로 잇다고 한다.
그러나 대체로 李亮에 대하여는 「改造」의 소개를 아니빌지라도 사람됨을 아는 이가 서울에도 만타. 그는 한동안 「朝鮮之光」에다가 自敍傳비슷한 記述을 발표한 적도 잇섯는데 원래 咸南元山인가 端川인가의 출생으로 어릴때부터 몹시 放浪하엿다. 廣東가서 陸軍士官학교도 다니엇고 西伯利亞가서 발티찬軍에 加擔하엿다가 잡히여 海參威監獄에서 2년간인가 獄中생활도 하엿다. 그런 뒤 本國에 도라 나와서 푸로레타리아文藝운동을 한다고 무슨 結社도 조직하엿고 그 뒤 푸로예술同盟의 初期의 會員된 적도 잇섯다. 어느 때든가 鍾路靑年會舘에서 예술운동에 대한 공개講演을 한 적도 잇섯스며 또 훨신 先是하여는 朝鮮의 初期사회운동시대에 齊洞84番地의 會舘을 각금 차즌 적도 잇섯다.
約3,4년전까지도 市內 蓬萊橋에 京城노동조합을 創設하고 주로 煙草鐵道 등 官員노동자의 결합단결을 目的한 일이 잇섯는데 轉轉 數年하다가 西伯利亞시대의 발티찬先輩이든 金東漢이 海參威에서 居留制限을 밧어 고향 端川에 와서 雌狀하고 잇자 그와 손을 맛잡고서 間島에 드러가서 滿洲에서의 日支충돌후 事態가 轉變되는 것을 보고 間島自治區운동을 이르키엇다.
이러다가 다시 再轉하여 事變地滿洲에 入하야 처음 東京大震災時＜39＞ 일홈을 날니든 OO大尉의 知義로 軍事행동에 참가하게 되어 多O師團에 드러 활동하다가 滿洲國家의 創設에 미처 一躍 陸軍中佐가 된 것이라 한다. 山本改造社長의 소개를 드르면 그는 豪放하야 東淸鐵道士官이 된 뒤 反軍의 武器列車가 비밀리에 移送되는 것을 深知하고 一兵을 傷치 안코서 그를 全部 占據沒收한 奇智를 써서 성공하엿다 한다.

李亮中佐는 今年이 33이다. 그가 西伯利亞에서 朝鮮에 나올 때 유명한 李OO가 宋OO에게 보내는 소개狀을 지니고 나왓섯다 한다. 西伯利亞시대에 그는 총을 잡고 實戰에 屢屢 참가하엿슬 뿐더러 海參威에서는 일즉 문화운동에 뜻을 두고 무슨 잡지를 發行한 적도 잇섯다고 한다.
李씨의 妻는 元山여학교출신으로 결혼한지 3년에 나는데 그 결혼에는 그의 膽大한 一面을 보이는 에피소-드가 잇다.
그는 무슨 까닭으로 滿洲國中佐가 되엇는지 아직 一言一句의 述懷가 업스니 알 길이 업다.
또 장차 엇던 길로 나날는지 아모도 아는 이가 업다.
우리는 그를 의문의 인물로써 압날을 좀더 두고 展望하기로 하자.＜40＞
＜37-40＞
