잡지명	삼천리 제4권 제12호
발행일	1932년 12월 01일
기사제목	外國의 代表的 新聞觀 (A View of Representative Foreign Newspapers)
필자	李灌鎔
기사형태	소식 (Informative Piece)

A View of Representative Foreign Newspapers
						Yi Kwan-yong

For a newspaper to boast the adjective "representative," it must possess various qualifications. However, the motivation for writing this article lies not in academically researching representative foreign newspapers, but in providing a convenience to the newspaper readers of Chosŏn (朝鮮). Therefore, the use of the term "representative" here arises from a specific circumstance. If you examine the foreign telegram sections of various newspapers, you'll find that whenever an incident occurs, they frequently publish commentary from certain foreign newspapers to "representatively" report the stance taken by a political party or a nation regarding the incident. Yet, without knowing the class position and political nature of that newspaper, the meaning of the telegram cannot be understood. Thus, I intend to introduce a few foreign newspapers that can be considered representative in this sense.

First, when thinking about British newspapers, one cannot omit *The Times*, which enjoys worldwide renown. Founded 143 years ago, in 1785, by a man named John Walter (쫀월터), it attacked the policies of Pitt (핏트), who represented the aristocratic class of the time, and defended the interests of the burgeoning middle class, becoming the organ of British bourgeois democracy (뿌어죠아 떼머크래씨). Even while facing fines and imprisonment, Walter became a pioneer in the newspaper world by exposing the hidden aspects of government policy and bringing down corrupt politicians (like Lord Melville (멜빌卿), for example). It dispatched the first special correspondent to the European continent, reported news of the Napoleonic Wars faster than the government, and it is said to be a great point of pride in *The Times*' history that it announced the outcome of the Battle of Waterloo 24 hours earlier than the government. As a result of such struggles, its circulation reached 10,000 a century ago, and later, during the Crimean War (크림이야), while other newspapers had circulations of merely 2,700, *The Times* had already surpassed 50,000. At that time, *The Times* reportedly wielded enough influence to collapse Cabinets and reorganize the army dispatched to Crimea. I have not investigated the current circulation of *The Times*, but in any case, it is an undeniable fact that even now, one can discern the direction of Britain's domestic and foreign policy through *The Times*, and its editorials significantly influence the formation of national policy. Some people claim *The Times* is a government organ, but this is untrue; it is an independent newspaper transcending party relations, as can be seen particularly from the stance it took during the Great War. While everyone knows its political views and social perspective are<30> conservative and reactionary, it is an undeniable fact that it is not subordinate to any political party.

What should not be forgotten here is *The Times*' attitude towards Japan (日本). Although the form and degree may differ according to time and circumstance, it is true that it has always treated Japan with sympathy and goodwill. It publishes a special supplement called the "Japan Section" (日本部) every month, widely praising Japan's industrial development and cultural projects, and notably strives to demonstrate to the entire world, through dozens of articles and photographs, how rapidly Chosŏn is developing under Japanese rule (Following 3 lines omitted - original text)

Besides *The Times*, another British newspaper that must be mentioned is the famous *Manchester Guardian* (맨췌스터까듸앤), a British Liberal Party-affiliated newspaper. While defending the interests of Britain's industrial bourgeoisie (뿌루죠아지) from the industrial center of Manchester, its distinctive feature is that, within the limits allowed by its ideology, it holds warmer sympathy for the labor movement and generally for world revolutionary movements than even MacDonald (멕도낼드)-type socialists. This might seem contradictory, but its attitude towards the Russian Revolution (露國革命) clearly reveals its liberal stance. As soon as the revolution broke out in Russia (露國), it dispatched special correspondents to faithfully report on the revolutionary process and constructive activities. Moreover, while opposing its dictatorial politics in principle, it sought to understand its situation and circumstances with as much sympathy as possible. Towards the British government, it fiercely fought for non-interventionism and passionately advocated for the resumption of diplomatic and trade relations, demonstrating its liberal attitude. Even after the Great War, its sympathy for Germany's (獨逸) recovery, its attacks on Italy's (伊國) reactionary policies, its rejection of French (佛國) fascism (파씨슴), its understanding of America's (米國) non-participation in European political turmoil, its attacks on Japan's aggressive policies, and its active support for China's national movement all reveal the left-wing colors of the British Liberal Party. However, like *The Times*, it seems true that the *Manchester Guardian* also does not maintain a subordinate relationship with any political party.

Other well-known Liberal Party-affiliated newspapers include the Lloyd George (로이드, 죠오지)系 *Daily Chronicle* (떼일리, 크론닉클) and the *Daily News* (떼일리뉴쓰) for the Liberal intelligentsia (텔리겐찌야); the *Daily News* was founded by the celebrated British novelist Dickens (띄켄쓰) and is avidly read by Britain's petit-bourgeois intellectual class. Conservative Party-affiliated newspapers include the *Daily Telegraph* (떼일리 텔래그래프), run by Jews (猶太人); the *Morning Post* (모닝 포스트), avidly read in aristocratic society and wealthy circles' fashion world; and the *Standard* (스탠다아드), which defends the interests of the clergy and landlord class. The influential Conservative Party organ *Pall Mall Gazette* (폘멜 까젯트) and the Liberal Party organ *Westminster Gazette* (웨스트만스터 까젯트) are engaged in fierce competition. On the labor movement front, the *Daily Herald* (떼일리 헤랠드) and the *Daily Citizen* (떼일리 씨틔슨) fight fiercely, but it seems there are still no daily newspapers affiliated with the Communist movement (공산系). Besides these, there are other newspapers that sell sensationalism (쎈셰슌), like the *Daily Mail* (떼일리, 메리) and the *Daily Express* (떼일리, 엑스프레스), but there is no need for us to list so many various newspapers here.

I would like to consider a few important weekly publications here as well, but due to space constraints, I will omit this. However, I must especially note regarding *The Observer* (옵서버) the insightful political opinions of its editor, Mr. Garvin (까빈). Whenever any incident occurs in Britain, it is almost standard practice not only within Britain but also in various countries in Europe and America for newspapers to quote his commentary appearing in *The Observer*. I myself have numerous times seen his commentary quoted in the Tōa (東亞) and Chosŏn (朝鮮) newspapers.

Regarding American (米國) newspapers, I know too little to speak in detail, but in any case, those considered representative American newspapers abroad include the Republican Party (共和黨)-affiliated *New York Herald* (뉴욕, 헤랠드); the *New York Times* (뉴욕타임쓰), run by Jews (猶太人) and affiliated with the Republican Party; the Democratic Party (民主黨)-affiliated *New York World* (뉴욕 월드); and the Hearst (허스트)-affiliated *New York American* (뉴욕 애메리켄), which earns the reputation of being sensationalist yellow journalism (黃紙). Besides these, the *Chicago Tribune* (취카고 트리뷴), *New York Evening Post* (뉴욕 이브닝 포스트) (Liberal), *Springfield Republican* (스프링피일드 리퍼블락캔) (Republican), *Washington Post* (워싱튼 포스트), *Philadelphia Public Ledger* (필라덴피아 퍼블릭렛저), and *Christian Science Monitor* (크리스챤 몬니터) are said to represent American public opinion. However, America is less like a single country and more like a continent where diverse peoples gather, so public opinion is not as unified as in other countries. Furthermore, although this is true for bourgeois (뿌어죠아) newspapers in any country, according to Mr. Upton Sinclair's (업톤 씽큰례아) <31> work *The Brass Check* (쁘래쓰책이크), most of the newspapers listed above have become commercialized and act as slaves to large financial capital. As for left-wing newspapers, the ones I know are the weeklies *The Nation* (네이순) and *The New Republic* (뉴리퍼블릭), which could be said to advocate left-wing liberalism, and the Communist-affiliated (공산系) *Worker's Weekly* (워커스 위클리).

Among German (獨逸) newspapers, those most respected domestically and internationally are the liberal *Frankfurter Zeitung* (프랑크푸엇터 짜이통), *Berliner Tageblatt* (뻬얼린너 타게뽈랏), and *Vossische Zeitung* (포씨숴 짜이룽); the conservative *Kölnische Zeitung* (크른니쉐 짜이룽); the reactionary pan-Germanist *Hamburgische Nachrichten* (함부억기쉐 나흐리흐텐) and *Münchner Neueste Nachrichten* (문크너너이예스테 나흐리흐텐); and the *Norddeutsche Allgemeine Zeitung* (노드 떠잇츠 알게마이네 짜이룽) (Government organ). There is also the democratic (民本主義) organ *Vorwärts* (요모겐 포스트 - likely a typo/misidentification, should be Vorwärts) and the reformist (改良主義) organ *Vorwärts* (포어웨쓰), and the Communist Party (공산당) organ *Die Rote Fahne* (못레판네).

Among French (佛國) newspapers, the one with the longest history and most serious demeanor is the conservative evening paper *Journal des Débats* (쥬어날떼, 떼바) (founded 1789). It reportedly reached a circulation of 32,000 already during Napoleon's (나풀레옹) time, grasping hegemony in French public opinion. However, the evening paper used by any cabinet as a semi-official paper is *Le Temps* (르땅), and it is said that the Poincaré (포앙까레) Cabinet uses the morning paper *Le Matin* (르마땅) in addition to *Le Temps*. French newspapers generally have unclear political stances, making them difficult to classify under specific ideologies. However, *Le Figaro* (피가로), *Le Journal* (쥬어날), *Le Petit Parisien* (포트 빠리지앙), etc., generally represent moderate liberal republican tendencies, responding to the demands of the petit-bourgeoisie, while *La Patrie* (라빳트리랑 - likely La Patrie or similar), *L'Intransigeant* (트랑씨쟝), *Le Gaulois* (르골루아), etc., are reactionary newspapers. The newspaper *L'Intransigeant* (랑트랑씨쟝), along with the Communist Party organ *L'Humanité* (루마니떼), has frequently published articles about Chosŏn affairs since year XX.

I know little about Italian (伊太利) newspapers, but besides the liberal evening paper *Corriere della Sera* (라꼬리어레뎀라 셰라) and the morning paper *La Tribuna* (트리뷴나), the conservative *Popolo d'Italia* (포풀로 듸랄리아) and others enjoyed fame even abroad. It is said that under Mussolini's (뭇솔리니) rule, all the nation's newspapers are becoming fascist (파씨스트化).

Finally, regarding Russian (露國) newspapers, there are the government organ *Izvestia* (이스베스찬) and the Communist Party organ *Pravda* (프라브다). Although there are said to be several other dailies, we know that these two are representative in the truest sense.

I would like to write down all I know about the editorial content of each country's newspapers, but it seems it would take up too much space, so I will stop here. However, one thing I'd like to mention is that American newspapers tend to publish more news than commentary, while conversely, German newspapers tend to value commentary more than news. British newspapers seem superior to German and American newspapers as they publish both fairly equally and possess a solid and sincere quality. French newspapers are generally weak, lacking sufficiently in both news and commentary. Our Chosŏn newspapers have little news. It's not that they have much commentary either, but in any case, compared to foreign newspapers, what is published as news is, above all, meager. Furthermore, the tendency to treat articles on the society page not simply as news but to publish them in a commentary style is something not seen in foreign newspapers. While understanding the necessity of this style in Chosŏn, I get a strange feeling whenever I read the society page. (Old manuscript) <32>

**Summary**

This 1932 article by Yi Kwan-yong provides Korean readers with a guide to major international newspapers, primarily from Britain, the US, Germany, France, Italy, and Russia. It outlines the history, circulation (where known), political leanings (Conservative, Liberal, Labour, Republican, Democrat, Communist, Fascist, etc.), and perceived influence of prominent papers like *The Times*, *Manchester Guardian*, *Le Temps*, *Frankfurter Zeitung*, *New York Times*, *Izvestia*, and *Pravda*. The author compares national newspaper styles, noting British balance, German emphasis on commentary, American focus on news (criticized as commercialized), and French weakness. He concludes by observing the relative scarcity of news in Korean papers and their unique practice of presenting social news with commentary. From a historical perspective, the article is revealing for its explicit discussion of *The Times*' pro-Japanese bias and coverage of colonial Korea, contrasting it with the *Manchester Guardian*'s critical stance on Japanese aggression and the mention of French papers covering Korean affairs after "year XX". This provides insight into how international media portrayal of colonial Chosŏn was perceived and discussed among Korean intellectuals at the time. The critique of American press commercialization and the comparison of different national media landscapes also reflect contemporary global media observations from a Korean viewpoint. The omitted lines regarding *The Times'* coverage of Korea are particularly intriguing for historians.

**Named Entities**

李灌鎔	이관용	Yi Kwan-yong
노릇을 한다	노릇을 한다	Acts as, plays the role of
左翼系	좌익계	Left-wing affiliated
標榜한다고	표방한다고	Claiming to advocate
週刊報	주간보	Weekly report/newspaper
國內國外	국내국외	Domestic and international
尊敬밧는	존경받는	Respected (older spelling/form)
汎獨逸主義	범독일주의	Pan-Germanism
民本主義	민본주의	Democracy, populism (people as the base)
改良主義	개량주의	Reformism
莊重한	장중한	Grave, solemn, dignified
態度	태도	Attitude, stance
取하는	취하는	Taking (an attitude)
夕刊紙	석간지	Evening newspaper
覇權	패권	Hegemony, supremacy
掌握하엿섯다	장악하였었다	Had grasped, had seized control (older form)
半官紙	반관지	Semi-official newspaper
使用	사용	Use
一般으로	일반으로	Generally
類分하기	유분하기	Classifying (older form of 분류)
困難하나	곤란하나	Although difficult
大槪	대개	Generally, mostly
穩健한	온건한	Moderate
自由共和主義	자유공화주의	Liberal republicanism
傾向	경향	Tendency, inclination
要求	요구	Demand, requirement
應하고	응하고	Responding to
以來	이래	Since
編輯內容	편집내용	Editorial content
平分히	평분히	Equally, evenly
堅實하고	견실하고	Solid, steady, sound
眞摯한	진지한	Sincere, earnest
優越한	우월한	Superior
갓치	같이	Like, as (older spelling)
貧弱하야	빈약하여	Poor, meager, weak (older form)
充分치	충분치	Not sufficient (abbreviated form)
社會面	사회면	Society page (section of newspaper)
單純히	단순히	Simply
取扱하지 안코	취급하지 않고	Not handling, not treating (older spelling/form)
方式	방식	Method, style
必要한 줄	필요한 줄	That it is necessary
感想	감상	Impression, thoughts, sentiment
舊稿	구고	Old manuscript


---------------------------


잡지명	삼천리 제4권 제12호
발행일	1932년 12월 01일
기사제목	外國의 代表的 新聞觀
필자	李灌鎔
기사형태	소식

外國의 代表的 新聞觀
						李灌鎔
한 新聞紙로서 「代表的』이란 형용사를 자랑하자면 여러가지 조건을 具備하여야 할 것임니다. 그러나 나는 이 글을 쓰는 動機가 代表的 외국 新聞紙를 學的으로 연구함에 잇지안코 朝鮮의 新聞紙讀者에게 한 便宜를 供給하고자 함에 잇슴으로 여긔 代表的이란 말을 쓰게 된 것은 한 특별한 사정에 基因된 것입니다. 各新聞紙의 외국 電報欄을 삷혀 보면 무슨 사건하든지 이러낫슬 때 一定한 외국 新聞紙의 評論을 揭載하야 政黨乃至 한 민족의 該사건에 대하야 取하는 태도를 「代表的」으로 報道하는 것이 자못 頻繁하것만 그 新聞紙의 계급적 입장과 정치적 성질을 모르고는 그 電文의 意義가 통하지 못할 것임니다. 그래서 나는 이러한 뜻으로 代表的이라고 할만한 외국신문 몃개를 소개하고자 함임니다.
爲先 英國의 各新聞紙에 대하야 생각할 때 세계적으로 各聲이 藉藉한 「타임쓰」紙를 빼여 노흘 수 업슴니다. 距今143년 즉 1785년에 「쫀월터」란 사람이 創刊하야 당시의 귀족계급을 대표하든 「핏트」의 정책을 공격하고 날로 旺盛하든 中産階級의 利益을 擁護하여서 英國뿌어죠아 떼머크래씨의 機關紙가 되엿섯담니다. 罰金과 禁錮의 刑을 바더 가면서라도 「월터」는 政府정책의 裏面을 폭로하고 腐敗한 정치가(例컨댄 멜빌卿가튼 사람)를 몰락식힘에는 신문계의 先驅가 되엿섯담니다. 歐洲大陸에 처음으로 特派員을 派遣하야 「나폴레온」전쟁의 記事를 政府보다도 신속히 報道하엿스며 「워털루」戰後의 始初를 政府보다 24시간이나 일즉이 發布하엿다는 것도 「타임쓰」의 역사상 큰자랑거리라함니다. 이럿케 투쟁한 결과로 발서 百年前에 그 部數가 萬에 達하엿고 其後 「크림이야」 전쟁당시에 이르러서는 다른 신문부수는 2,700에 不過하엿것만 「타임쓰」는 발서 5萬을 돌파하엿섯담니다. 당시의 「타임쓰」는 能히 內閣을 붕괴식히고 「크림이야」 派遣軍을 再次 조직식힐 만한 勢力까지 가젓섯담니다. 현재의 「타입쓰」의 部數가 얼마나 되는지는 조사한 일이 업슴니다만 하여간 지금이라도 「타임쓰」紙를 통하야 英國의 內外정책이 如何한 방향으로 가는 것을 알 수 잇슬 뿐더러 그 論說로 該國정책형성에 多大한 영향을 주는 것은 否認치 못할 사실입니다. 혹은 「타임쓰」紙를 政府機關紙라고 전하는 사람이 잇스나 이것은 사실이 아니고 各政黨관계를 超越한 독립新聞紙인 것은 특히 大戰중에 取한 태도로 볼 수 잇슴니다. 그 政見과 사회관이＜30＞ 保守的 反動的인 것은 누구나 다 아는 바이지만 어느 政黨에 隷屬되슧�안은 것 만콤 否認못할 사실입니다.
여긔 이저서는 안될 것은 「타임쓰」紙의 對日本 태도입니다. 때와 경우를 따라서 그 형식과 정도는 다르겟지만 항상 同情과 善意로 對한 것이 사실입니다. 每月 「日本部」라는 특별附錄을 發行하야 日本의 산업발전과 문화사업을 널리 찬양하고 특히 日本통치하에서 朝鮮이 얼마나 신속히 발전되여 가는 것을 數十餘種의 論文과 사진으로 全세계에 증명코자 노력하는 것을 보면(以下3行略-원문)
「타임쓰」외에 英國신문으로 보고는 안사 볼 수 업는 그 유명한 「맨췌스터까듸앤」이라는 영국자유당계 신문입니다. 산업중심지인 맨췌스터에서 英國의 산업 뿌루죠아지의 이익을 擁護하면서도 노동운동과 일반적으로 세계혁명운동에 대하야 그 이데올로기가 許하는 限에는 「멕도낼드」類 사회주의자보다도 오히러 돗타운 同情을 갓는 것이 그 특색입니다. 여긔 모순이 잇는 것 갓트나 그 露國革命에 대하든 태도를 보면 그 자유주의적 태도가 분명히 드러납니다. 露國에서 혁명이 이러나면서 곳 特派員을 派送하야 혁명적 과정 건설적 활동을 충실히 報道할 뿐 안이라 원칙으로는 그 독재정치에 반대하면서도 그 처지와 경우를 가급적 만흔 同情으로 이해하고자 하며 英國정부에 대하야는 非干涉주의를 위하야 猛烈히 투쟁하고 또 적극적으로 외교통상관계의 再開를 熱誠으로 主張함에 그 자유주의적 태도가 뵈입니다. 大戰이후에도 한편으로는 獨逸의 復興에 同情하고 伊國의 反動정책을 공격하며 佛國의 「파씨슴」을 배척하고 米國의 歐洲政亂에 不참가함을 이해하며 日本의 侵略정치를 공격하고 中國의 국민운동을 적극적 태도로 擁護코자함에 英國自由黨의 左翼的 색채가 듸리다 뵈입니다. 그러나 「맨췌스터까듸앤」紙도 「타임쓰」紙와 갓치 어느 政黨에 隷屬的 관계를 맷지 안은 것은 사실인 것 갓슴니다.
그밧게 自由黨系 신문으로 일훔잇는 것은 「로이드, 죠오지」系의 「떼일리, 크론닉클」 自由黨인 텔리겐찌야系의 「떼일리뉴쓰」 등이 잇는데 「떼일리뉴쓰」는 英國의 자랑하는 소설가 「띄켄쓰」가 創刊한 것으로 英國의 小뿌어죠아 지식계급의 愛讀하는 新聞紙임니다. 保守黨系 신문으로 猶太人이 경영하는 「떼일리 텔래그래프」 귀족사회와 富豪계급이 유행세계에서 愛讀하는 「모닝 포스트」 僧侶와 地主계급의 이익을 擁護하는 「스탠다아드」 등이 잇슴니다. 保守黨機關紙로 有力한 「폘멜 까젯트」와 自由黨機關紙로 「웨스트만스터 까젯트」는 서로 猛烈한 競爭을 하고 잇슴니다. 노동운동線上에서 猛烈히 투쟁하는 「떼일리 헤랠드」와 「떼일리 씨틔슨」이 잇스나 공산系로는 아직 日刊신문이 업는 모양임니다. 그 외에 「떼일리, 메리」과 「떼일리, 엑스프레스」가튼 쎈셰슌을 파러먹는 다른. 신문이 잇스나 우리가 그다지 여러 가지 신문을 우리가 여긔 기록할 필요가 업슴니다.
週刊報에 대해서도 여긔 중요한 것 몃개 생각하고 십습니다만 紙面관계로 이것은 생략하겟슴니다. 그러나 특히 「옵서버」에 대하야 기록해 둘 것은 그 편집자 「까빈」氏의 明哲한 정치적 의견입니다. 英國에서 무슨 사건이든지 생기면 英國內뿐이 안니라 歐米 各國에서도 「옵서버」紙上에 나타나는 氏의 評論을 各新聞紙에서 引用함이 거진 常例입니다. 東亞朝鮮 兩新聞紙上에도 氏의 評論이 引用된 것을 내가 婁次나 본 일이 잇습니다.
米國新聞紙에 대하야는 아는 것이 너무 적어서 자세히 말할 수 업슴니다만 하여간 외국에서 米國의 대표적 新聞紙라고 전하는 것은 共和黨系의 「뉴욕, 헤랠드」 猶太人 경영으로 共和黨系의 「뉴욕타임쓰」 民主黨系이 「뉴욕 월드」 센쎄슌 黃紙라는 評을 듯는 「허스트」系의 「뉴욕 애메리켄」 등이요 그 외에 「취카고 트리뷴」 「民) 「뉴욕 이브닝 포스트」 (自由) 「스프링피일드 리퍼블락캔」 (共) 워싱튼 포스트, 필라덴피아 퍼블릭렛저 크리스챤 몬니터 등이 米國의 與論을 대표한다고 전하나 米國이란 것은 한나라라는 것보다 차라리 雜多한 민족이 뫼여 사는 한 大陸임으로 與論이 다른나라에서와 갓치 統一되지 못할 뿐 아니라 어느나라 뿌어죠아 新聞紙가 안그럴것이 안이지만 「업톤 씽큰례아」氏의＜31＞ 「쁘래쓰책이크」이란 작품에 의하건댄 以上에 例記한 各新聞紙는 거진다 상품화되엿고 大금융자본의 노예노릇을 한다고 함니다. 左翼系의 신문으로는 내가 아는 것이 左翼자유주의를 標榜한다고 할 만한 「네이순」 「뉴리퍼블릭」과 공산系의 「워커스 위클리」 등의 週刊報입니다.
獨逸新聞紙로 國內國外에서 가장 만히 존경밧는 것은 자유주의적인 「프랑크푸엇터 짜이통」「뻬얼린너 타게뽈랏」「포씨숴 짜이룽」 보수주의적인  크른니쉐 짜이룽」反動的 汎獨逸주의적인 함부억기쉐 나흐리흐텐」 문크너너이예스테 나흐리흐텐 「노드 떠잇츠 알게마이네 짜이룽」 (政府機關紙) 등이 「요모겐 포스트」란 民本주의 機關紙와 「포어웨쓰」란 改良주의 機關紙 「못레판네」란 공산당 機關紙가 잇슴니다.
佛國新聞紙로 가장 역사가 길고 莊重한 태도를 취하는 것은 「쥬어날떼, 떼바」 (1789년 創刊)라는 保守主義 夕刊紙입니다. 발서 「나풀레옹」 당시에 32,000이란 部數에 達하야 佛蘭西與論界의 覇權을 掌握하엿섯다 합니다. 그러나 어느 內閣이든지 半官紙로 사용하는 것은 「르땅」이란 夕刊이요 「포앙까레」 內閣은 (르땅)외에 「르마땅」이란 朝刊도 사용한다고 전함니다. 佛蘭西新聞紙는 일반으로 그 정치적 입장이 분명하지 못하야 一定한 주의하에 類分하기 곤란하나 대개 「피가로」 「쥬어날」 「포트 빠리지앙」 등은 穩健한 자유共和주의적 경향을 대표하야 小뿌어죠아지의 요구에 應하고 「라빳트리랑」 「트랑씨쟝」 「르골루아」 등은 反動的 新聞紙임니다. 「랑트랑씨쟝」이란 新聞紙는 공산당 機關紙인 「루마니떼」와 함께 XX年 以後로 朝鮮사정을 만히 揭載함니다.
伊太利新聞紙에 대하야는 별로 아는 것이 업스나 자유주의적인 「라꼬리어레뎀라 셰라」란 夕刊紙와 「트리뷴나」란 朝刊紙 외에 保守的인 「포풀로 듸랄리아」 등이 國外에까지 名聲이 藉藉하드니 「뭇솔리니」 통치하에서 全國新聞紙가 파씨스트化되어 간다 함니다.
최후에 露國新聞紙로는 「이스베스찬」라는 政府機關紙와 「프라브다」라는 공산당 機關紙가 잇고 其外에도 몃가지 日刊이 잇다 하나 이 두가지가 진정한 의미로 대표적인 것은 우리가 아는 바임니다.
各國 新聞紙의 편집내용에 대해서도 아는 바를 다 기록하고 십습니다만 너무 紙面을 차지할 듯 하야 여긔 긋치겟슴니다. 그러나 한가지 말해 들갓은 米國新聞紙는 평론보다도 뉴쓰를 만히 揭載하고 이와 반대로 獨逸新聞紙는 뉴쓰보다도 評論을 중히 녀기는 경향이 잇스며 英國新聞紙는 두가지를 다 平分히 揭載할 뿐 아니라 堅實하고 眞摯한 맛이 잇서서 獨米新聞紙보다 優越한 것 갓치 생각함니다. 佛蘭西新聞紙는 일반으로 貧弱하야 뉴쓰도 충분치 못하고 評論도 만치 못한 것이 사실임니다. š°리 朝鮮이 新聞紙는 뉴쓰가 적은 편입니다. 評論이 만흔 것도 아니지만 하여간 뉴스라고 揭載되는 것이 外國新聞紙에 비하야 무엇보다도 貧弱한 것이 사실입니다. 그리고 사회면 記事를 단순히 뉴스로만 취급하지 안코 評論式으로 揭載하는 경향은 外國新聞紙上에 보지 못한 일입니다. 朝鮮에서 이러한 방식이 필요한 줄을 알면서도 사회면을 읽을 때마다 이상한 감상이 납니다. (舊稿)＜32＞
＜30-32＞
