**Header Section:**
Magazine Title: 삼천리 第六卷 第十一號
Publication Date: 1934년 11월 01일 (November 1, 1934)
Article Title: 文壇雜事 (Literary Scene Miscellany)
Author: Unspecified
Article Type: 잡저 (Miscellaneous writing)

**Body Text Translation:**
Literary Scene Miscellany

Regarding Chang Hyŏkchu's "Kwŏniranŭn Sanai" (권이라는 사나이 - The Man Called Kwŏn), published by Tokyo's Kaizōsha (改造社), the first edition of 3,000 copies is almost sold out. With royalties at 15%, the author's income likely reached 500 or 600 wŏn.

Ch'unwŏn's new house in Segeomjeong now has its foundation stones laid, pillars erected, and rafters raised. With the ridge-beam raising ceremony (上樑式) also finished, it seems he will be able to move before long.

Poet An Sŏ, saying "Health is the most important thing for people!", nowadays walks for 30 minutes daily from his home in Sŏngbuk-tong outside the East Small Gate (東小門) to the slaughterhouse (屠牛場) outside the East Gate (東大門) to drink a bowl of cow's blood before returning.

Following An Sŏ's trend, novelist Kim Tongin has also started drinking cow's blood, traveling daily by bus and streetcar from below P'irundae outside the West Gate (西大門) to outside the East Gate. This route is about 20 *ri*, meaning he travels a round trip of 40 or 50 *ri* daily. Anyway, just as the "physiognomy fever" (觀相熱) started previously by An Sŏ and Paekhwa spread to Messrs. Hoewŏl, Wŏlt'an, and others, one is slightly worried that this "cow blood fever" might also become fashionable.

Sim Hun has built a new house like a pigeon's nest (비둘기 둥주리) in his hometown of Tangjin, South Ch'ungch'ŏng Province. Recently, he came up to Seoul, and his "Yŏngwŏnŭi Miso" (영원의 미소 - Eternal Smile) is set to be published by a certain bookstore (某冊肆); it is currently undergoing proofreading.

Aeryu Kwŏn Tŏkkyu was doing a broadcast one day, and having had a drink or two, he ended up letting loose a stream of drunken talk (醉談) like water flowing from a blue mountain in front of the microphone (마이쿠로폰). The broadcasting station staff (新送局員 - likely typo for 放送局員) panicked and quickly turned off the switch, preventing further incident. Such audacity of broadcasting while drunk is something first seen from Aeryu since the broadcasting station was established.

Pyŏkch'o's "Im Kkŏkjŏng" (林巨正) is now getting into its core (골수). The 600-plus installments so far were, so to speak, merely an introduction (序說); it looks set to become a grand epic no less impressive than *Neptune* (海王星 - likely referring to a popular novel) or *The Count of Monte Cristo* (岩窟王).

Poet Suju recently married. Though poetic sentiment (詩情) should be rich and voluptuous (濃艶) in the new autumn, it's quite regrettable that no works have been published since the wedding ceremony.

Folklore researcher Kim T'aejun was arrested (被檢) by the Haeju Police Station on vague suspicions (嫌疑) and suffered hardship for a while before being released.

Speaking of arrests (被檢), proletarian writers (푸로文人) such as Paek Ch'ŏl, <244> Yi Kapki, Kim Yuyŏng, Yi Kiyŏng, Yun Kijŏng,
and Song Yŏng are currently under arrest (被檢中) in various police stations across North Chŏlla Province.

Poet Im Hwa is said to be groaning in pain after being admitted to a certain hospital in P'yŏngyang. It is rumored his marriage has been dissolved (解消).

Sŏgyŏng An Sŏkchu is currently writing (執筆中) a film script titled "Pada-yŏ Malhara" (바다여 말하라 - O Sea, Speak!) at the request of Kŭmgang Kinema, and it is expected to be completed (脫稿) soon. At a time when the new cinematic fever (新興 映畵熱) is about to overflow on the Peninsula (半島), this talented person's (才人) responsibility (責任) is indeed great (實로 重大).

The Dramatic Arts Research Society (劇藝術硏究會) has decided to stage Chekhov's "The Cherry Orchard" (櫻花동산) this time, and Yi Hŏn'gu, Kim Hwang-sŏp, Sŏ Hang-sŏk, I Hayun, Yun Paengnam, and Chŏng Insŏp are busy day and night. However, it is heard they are having a headache (頭痛中) due to a lack of actresses (女優).

What is even more peculiar (特異한) is that for each performance, the aforementioned gentlemen directly appear at major intersections like Chongno Intersection or Andong Intersection to distribute leaflets (삐라) and put up posters (포스타-).

Poet Yi Ŭnsang has built a large house of over 20 *kan* (間 - traditional unit of space) atop Ahyŏn Hill and moved in. Having thus acquired the study (書齋) he always idealized (理想), his friends are eagerly awaiting (鶴首苦待) the continuous production (連出) of masterpieces (傑作) from now on.

Ch'unsŏng is enthusiastic (熱中) about "Sinin Munhak" (新人文學 - New Human Literature magazine). P'albong is enthusiastic about "Ch'ŏngnyŏn Chosŏn" (青年朝鮮 - Youth Korea magazine). This autumn features an "on parade" (언파레-트) of writers managing magazines.

Chin Sun-sŏng is currently recuperating (養) from illness in Tokyo. Since it's fundamentally a deep chest ailment, it cannot be cured in one or two months, but he is said to be gradually recovering (快差). This is happy news.

Yang Chudong of P'aesŏng (P'yŏngyang) has been silent (沈黙寂寂) for too long. Is he perhaps weaving (역는 中) a second "Chosŏnŭi Maekpak" (朝鮮의 脈膊 - The Pulse of Korea)? We have long awaited (己久) beautiful poems (詩篇).

There is an earnest desire for all those old figures like Yi Sanghwa and O Sangsun of Taegu, and also Hong Nojak of Seoul, to make a comeback (復活). Thus, we want to recreate (짓고십다) that era when a hundred flowers bloomed dazzlingly (百花燎爛). We hear (드른 즉) that Yi Sanghwa is busy teaching (敎鞭잡기) at school, and O Sangsun is running a small department store (小百貨店).

There is news (消息) that Hwang Sŏgu will publish (發行) a poetry magazine in P'yŏngyang, and Ch'unhae Pang In'gŭn is working for Sijosa (時兆社). <245>

**Summary**

This article provides a snapshot of the Korean literary scene in late 1934, reporting on various writers' activities. Topics include publication successes and royalties (Chang Hyŏkchu), house building (Yi Kwangsu, Sim Hun, Yi Ŭnsang), health fads like drinking cow blood (An Sŏ, Kim Tongin), broadcasting mishaps (Kwŏn Tŏkkyu), ongoing serializations (Hong Myŏnghŭi's "Im Kkŏkjŏng"), personal news like marriages and illnesses (Pyŏn Yŏngno, Im Hwa, Chin Sun-sŏng), film script writing (An Sŏkchu), theatrical productions ("The Cherry Orchard" by the Dramatic Arts Research Society), magazine ventures (Ch'unsŏng, P'albong, Hwang Sŏgu), and the arrests of several proletarian writers (Paek Ch'ŏl, Yi Kapki, etc.). The article also expresses a longing for the return of older, inactive writers (Yi Sanghwa, O Sangsun, Hong Nojak). For historians, the piece is valuable for its documentation of the cultural life and social interactions of prominent literary figures under Japanese colonial rule, including their engagement with modern media (print, radio, film, theatre). The casual mention of politically motivated arrests of writers provides a glimpse into the repressive atmosphere of the period.

**Named Entities**

東京	도쿄	Tokyo
기사형태	잡저

文壇雜事
東京改造社서 出版한 張赫宙의 「權と云ふ男」는 初版 3千部가 거지반 賣盡되엇다는데 印稅는 一割五分임으로 作者의 收入이 5,6백圓에 미쳣슬 모양.

洗劍亭에 잇는 春園의 新宅은 이제는 주춧돌이 노이고 기둥이 서고 석가래가 올녀지고 이리하야 上樑式까지 끗나서 不遠에 移舍하게 되리라고.

詩人 岸曙 「사람은 健康이 第一이라!」고 요지음은 每日 東小門밧 城北洞 自宅에서 30分間이나 徒步를 하여 東大門밧 屠牛場에 가서 소피 한사발식 마시고 도라오다.

岸曙의 風에 小說家 金東仁이 또 소피 먹기 시작하여 西大門박 弼雲台아래에서 每日 뻐스와 전차를 타고 東大門박까지 갓다온다. 이 路程이 約20里, 每日 往復 4,50里길을 다니는 세음. 엇잿든 前日 「岸曙」와 白華가 시작이한 「觀相熱」이 懷月, 月灘等 諸氏에까지 미치드시 이 「소피熱」이 또 流行되지 안을는지 저윽히 근심.

沈薰, 故鄕인 忠南唐津에다가 비둘기 둥주리가흔 新宅을 築造, 그리고 요지간은 서울 올너와 「永遠의 微笑」를 某冊肆에서 出版하기로 되어 방금 校正中이라고.

崖溜 權悳奎, 하로는 放送을 하는데 한 한잔 마신 김이라 그만 「마이쿠로폰」압헤서 一場醉談이 靑山流水로 흘넛겟다. 新送局員 狼狽하여 얼는 스윗치를 끄어 無事. 放送局 생긴 이후 醉中 放送한 豪膽은 비로소 崖溜에서 보는 일.

碧初의 「林巨正」 인제야 제 골수에 入. 지금까지의 600餘回는 말하자면 序說에 불과 海王星, 岩窟王에 不下할 大長篇이 될 모양.

詩人 樹州, 얼마 전에 新婚, 新秋에 詩情이 濃艶할 터인데 結婚式以后 作品發表업슴은 자못 섭셥한 일.

民謠硏究家 金台俊, 애매한 嫌疑로 海州署에 被檢되야 한동안 辛苦하다가 노여 나오다.

被檢 말이 낫스니 말이지 푸로文人으로 白鐵,＜244＞ 李甲基, 金幽影, 李箕永, 尹基鼎
宋影 等, 方今 全北各署에 被檢中.

詩人 林和, 平壤 某病院에 入院 呻吟 中, 結婚은 解消하엿다든가.

夕影 安碩柱, 「바다여 말하라」하는 映畵原作을 金剛키네마의 請으로 執筆中인데 近日 脫稿되하라한다. 半島에 바야흐로 新興 映畵熱이 넘치려 하는 지음 이 才人의 責任은 實로 重大.

劇藝術硏究會에서든 이번 이 「櫻花동산」을 演出하기로 되야 方今 李軒求, 金恍燮, 徐恒錫, 異河潤, 尹白南, 鄭寅燮等이 晝夜로 분주中, 듯건대 女優 될 분이 적어 頭痛中이라든가.

더욱 特異한 일은 演出할 때마다, 以上의 여러분들이 직접 鍾路네거리나 安洞六거리等 要處要處에 나타나사 삐라도 뿌리고, 포스타-도 부친다고.

詩人 李殷相, 阿峴고개 우에다 20餘間의 大家를 新築하고 移舍하다. 이리하야 늘 理想하든 書齋를 가지게 된 氏는 今后 傑作이 더욱 連出할 일이라고 友人이 鶴首苦待.

春城 「新人文學」에 熱中. 八峯 「靑年朝鮮」에 熱中. 今秋는 文人들 雜誌經營의 언파레-트.

秦瞬星, 지금 東京서 病을 養하는데 원악 가슴에 대한 깁흔 병이라, 1,2個月에 나을 수 업는 일이나 漸漸 快差한다 한다. 깁분 일이다.

浿城의 梁柱東, 너무 오래 沈黙寂寂, 第2의 「朝鮮의 脈膊」을 역는 中인가, 아름다운 詩篇을 苦待한지 己久.

大邱의 李相和, 吳想殉, 또 서울의 洪露雀 이 모든 녯날 사람들이 復活하여 주기를 바라는 心思 간절하다. 그래서 百花燎爛하든 그 한철을 짓고십다. 드른 즉 李相和는 學校에서 敎鞭잡기에 분주하고 吳想殉은 小百貨店를 經營한다든가.

黃錫禹, 平壤서 詩雜誌를 發行한다는 消息이 잇고 春海 方仁根, 時兆社의 일을 보다.＜245＞
＜244-245＞
