잡지명	개벽 제18호
발행일	1921년 12월 01일
기사제목	南宮璧君의 死를 압헤 노코 (Facing the Death of Namgung Pyŏk)
필자	想涉
기사형태	회고·수기 (Reminiscence/Memoir)

南宮璧君의 死를 압헤 노코
						想涉
Below the heavily drooping, ash-colored clouds, this year's second snow falls softly. It's a damp, chilly day where even inside the room, one's back feels cold.
Today must already be the 10th day since Namgung left. I wonder if it's snowing in Sŏul (徐蔚) now too, but over the newly heaped pile of red clods of earth in a corner of the Such'ŏl-li (水銕里) public cemetery, it must have been lightly sprinkled white. The time I met him the day before the day before I left Kyŏngsŏng (京城), his appearance, pulling up the collar of his overcoat to cover his front, burying his head like a turtle's neck, shivering and saying "Gosh, it's cold—", stands before my eyes. I hear his voice. I see his feverish, red eyes from when he lay in K君's room the day before that. When I asked a few words about his condition, he tossed restlessly, saying "Ugh, hey, I'm gonna die!".

"Ugh, hey, I'm gonna die!" - It's a commonly used, passing phrase. The one saying it thought so, and the one hearing it didn't take it with any more meaning than that. But who could have known that behind that one weak phrase, the firm mark of fate was already imprinted?
It was only for about 10 days in total that he suffered from a cold. When I returned to Kyŏngsŏng on October 30th after visiting P'yŏngyang (平壤), he explained the postponement of his trip to Tōkyō, saying he was supposed to depart that evening but cancelled, worried about what might happen en route. That night too, perhaps having a fever, he silently went home first. When I met him two days later, on the evening of the 1st of this month, he seemed to have a high fever. On the 2nd, we met at the Yongsan (龍山) Baseball Stadium. I returned to the city center first, but he apparently watched the game until the end, braving the rain. I heard later that although he battled a tormenting fever every night, he attended the baseball tournament for three consecutive days.
It was around 3 PM the next day, the 3rd. As I sat for a moment in room 6 of the Family Hotel (파밀리·호텔), K君's room, he came in, looking shivery, saying he was on his way after taking a bath. After adding fuel to the stove, he wrapped himself tightly in a blanket and sat huddled. He chuckled intermittently, lost in some thought. <138> When I asked what was so funny, he just said "Oh, nothing—". After a short while, I tried to persuade him to leave together, but he said he wanted to warm himself up a bit more before going. So, leaving behind the farewell "Well then, let's meet again," I came out first alone. Thinking back now, that was our final parting in this world.
"Well then, let's meet again!" - It was his customary farewell whenever parting... Ah— where did he mean we should meet again!?
For the next 2 or 3 days, I stayed indoors, and we couldn't meet. When I met his respected father, Mr. Namgung Hun (南宮薰氏), on the street on the afternoon of the 6th, I heard news that his condition seemed a bit worse since the previous night, but it certainly didn't seem critical. He, too, showed no particular sign of worry. That night, I hastily boarded the train heading north. While thinking I should pay him a visit, I dismissed it lightly, thinking it was just a cold... Even after arriving here, the thought of sending a letter of inquiry never crossed my mind. I assumed he had likely already left for Tōkyō and merely asked 2 or 3 friends for news. Knowing now, even asking for news happened after he had already left this world. The more I think about it, the more like a dream it seems. It feels like something that shouldn't happen in this world. It goes without saying for the deceased, but even though it's my own fault for being obtuse, it's a frustrating and painful matter. What makes it even more regrettable and a lifelong sorrow is that I received the news of his death through a newspaper, hundreds of miles away, 5 or 6 days after his funeral. How could our connection in this life be so thin? The more I think about it, the more vexing it is. When I discovered the death of a close friend, with whom I had walked arm in arm, inseparable even for an hour until just days ago, in a corner of a newspaper scrap rolling around like waste paper, my head, my nerves, my eyes, my mouth, my limbs... ah—, what must my heart have felt? As if guided by God, my gaze mechanically stopped at the thick black line reading "Namgung Pyŏk Passes Away," and my brain instantly froze. All mental functions ceased momentarily. Nothing was reflected in my senselessly wide-open eyes. My ears felt as if submerged in water, growing increasingly distant. "Ah!" - my mouth, gaping open, was frozen shut. The hand holding the newspaper trembled uncontrollably. I read it through in one breath. Still, I couldn't help but doubt. I read it again, as if counting the characters. But I couldn't help doubting my own vision. Finally, I looked closely at the strokes of the character 'Pyŏk' (璧). Ah— but wasn't it perfectly correct? <139> Now there was no room for doubt. If there were even the slightest point of uncertainty, a single ray of hope might have remained. But finally, I couldn't help but despair. It said "member of the P'yŏhŏsa" (廢墟社同人), and "residence in P'ilun-dong" (弼雲洞 自宅). Among 1.6 billion people, there is only one person named Namgung Pyŏk groaning (呻吟하는) in a corner of P'ilun-dong as a member of the P'yŏhŏsa. And that one person is now gone forever somewhere. He has already departed from among the 1.6 billion. But where did he go? Did he return to the earth? Did he fly to the heavens! The shock of realizing the transience of life only now, with eyes wide open as if seeing it for the first time, may stem from not yet knowing the fairness of Heaven's Way (天道), but what is futile are human affairs, what cannot be trusted is human life, and what is fearsome and cannot be rebelled against is the great law of Great Nature.

Yesterday, a joint letter arrived from the three brothers Kim (Man?) (金(萬)), Pyŏn (卞), and O (吳) in Sŏul. "...Asking what happened to Namgung? It seems you still don't know. Please don't say such heartbreaking things. Namgung is no longer of this world..." Every phrase filled with sincere condolence, I could only respond with silent tears. Especially hearing about the sorrow and grief of his 60-year-old parent, I thought, could the cruel jests of fate be more extreme than this?
However, regarding the deceased's cruel and pitiful premature death, while there may not be a single word of condolence, hearing that there are even shallow individuals among the public rumors (巷間의 風評) who maliciously suggest suicide stemming from some impure motive (不純한 動機), I couldn't suppress feelings of anger that I couldn't silently endure as if it were someone else's affair. Truly, there is no one as unfortunate as him. Death cleanses everything. And even sworn enemies who wouldn't share the same sky bow their heads before the solemn and sorrowful fact of death and express their condolences. How much more so, what grudge did these certain elements hold against him, that upon facing his regrettable and tragic end, they slander the deceased's character with such disrespectful ridicule? I consider it a dishonor that we have such base and shameless (陋劣沒廉한) elements among our compatriots. Looking back on the life of Namgung, who departed this world early at the age of 28 without making any special social, national, or global contribution, one cannot hold back tears of sympathy and remembrance, not just out of friendship, but even from the standpoint of an impartial third party. No, precisely because the deceased's life did not exert much influence on us or future generations, we feel all the more sorrowful, and furthermore, thinking of his unfortunate and regret-filled fate, we truly do not spare ten thousand bushels of tears. Why? Because although he possessed innate brilliance (穎悟의 質), he couldn't find the opportunity (機會) to display it, <140> and though full of fervent dedication to strive, he lacked even the meager financial resources (略少한 資力) to bring it to fruition (大成케 할). If one were to put it bluntly in an extreme way, society was too lacking in understanding, and his surroundings (四圍) were too coldhearted (冷情하얏섯다). In the end, he was conquered (征服되엇고) by poverty (貧窮), and poverty devoured all his brilliant talent, no, his entire personality (呑噬하얏다). If there are those who criticize his private life during the last 7 or 8 months, 5 parts of the responsibility should be attributed to the god of poverty, 3 parts to the critics themselves, and 2 parts to his own despair and self-abandonment. To those who harshly criticize him as a frivolous wanderer, I would shout: first, thoroughly examine (洞察하고) his "circumstances" (境遇), then glance at the era with Chosŏn (朝鮮) as its backdrop, and finally, examine (撿討하라고) yourself. I certainly do not assert that he was extraordinary. However, anyone acquainted with him would nod in agreement that he was not below average. Had he been given even a slight chance to develop, he would surely have achieved outstanding accomplishments for our people and closed his eyes in peace. His short life was indeed a crystallization of agony. A record of fierce struggles. And an unexpected, miserable defeat stemming from physical weakness and feeble spirit. People say it is polite to praise one's life with clever words and flattering phrases upon their death, but I call it a defeat, just as it was in fact. Truly regrettable. Pitiful. It is our irreparable loss.
Ah— he entered the Nine Springs (九原 - the underworld) still holding that chest full of accumulated resentment. He went to the netherworld (冥土) with his marrow, bound and tied with grudges.

It is not easy for one person to fully understand another. However, misunderstandings about him were relatively common. The reason lay in his inherent nature: alongside being taciturn (寡言緘黙함과) and upright and simple (剛直淸淡한), he was somewhat narrow-minded (若干偏狹함에). Thus, he seemed difficult to approach easily, or perhaps arrogant, leading most people to adopt a policy of keeping a respectful distance (敬遠主義). But in reality, he was gentle, affectionate, and straightforward (率直하얏다). And he never deceived (自欺하는) his own feelings.
The next point of misunderstanding concerns his publishing several essays in Japanese in Tōkyō's "Taiyō" (太陽 - Sun) and other publications. However, this was certainly not something worth criticizing. On the contrary, it might have warranted praise. If he had strived to appear in Japanese forums out of a base desire of a running dog (走狗의 卑陋한 意思), bowing and begging (叩頭丐乞하야) merely to obtain the means for food and clothing (衣食의 料), then it would naturally be out of the question. But originally, he was quite unskilled in written Korean, while having a deep knowledge (造詣가 깁헛고) of Japanese. Also, his long-held opinion (持論) <141> was that among the thousands of Korean students studying in Japan, the complete absence (皆無함은) of anyone active in Japanese literary or intellectual circles was, if not quite a shame (羞恥라고까지는), certainly a loss. This opinion, I thought, was actually necessary when one could understand and trust the individual's thoughts, intentions, and character, and when their talent and knowledge (才識) were comparable (匹敵한) to those Japanese scholars and thinkers. Therefore, if people misunderstood his past based on this, I think it was due to useless, narrow-minded sentiments. When he and I first met in Tōkyō after several years, his remark that the continuous feeling between a people and a nation, or between a people and an individual, is almost mystical, and the fact that years ago, while at the Tōkyō Foreign Students Supervisory Department dormitory (東京留學生監督部寄宿舍), he instantly refused when the authorities, then viewing him as dangerous, persuaded him to become a government-sponsored student on the condition that he study science outside of politics, law, or literature—these reveal his true character vividly. In other words, while I naturally gained the honor of his close friendship because I could trust his character and thoughts, I also supported his plan to establish himself in Japanese intellectual circles.

But Namgung is gone. Gone forever. As the only son of human parents, bearing together the bitter fate of a pitiable people in these rugged (崎嶇한) times, tied to a weak and soft umbilical cord (胎ㅅ줄에 무티어서), he emerged like a shadow and faded away like a shadow. For 28 years, through the toil (劬勞) of his parents, the mercy of the universe, and the loving protection (愛護로) of his people, his thin bones grew thicker, his short stature grew taller, his lacking wisdom was filled out, all ideals, all ambitions, all thoughts possessed, all talents (才操) nurtured—all cultivated, poised to emerge and engage, yet wrapped up tightly, he vanished without trace (자최업시), without sound. At this point, what use is it to lay out a thousand, ten thousand words in sorrow? What good is calling out to him? The departed is gone, and the remaining are just left behind. Village maidens (處女兒들), paired up together, raise their voices and sing sweetly and charmingly, "Moon, moon, bright moon, the moon where Yi T'aebaek (李太白) played..." But who could know if tonight's moonlight will illuminate that maiden's dark grave tomorrow evening? Didn't the moonlight where T'aebaek played in those distant old days hide in the dewdrop-beads on the thicket over his grave tonight? Ah— but do not trust the aimless dawn wind to leave even that dew gently untouched.
Ah— Namgung! Namgung! Do not grieve that you went ahead first; it's a long road ahead that we all must travel sooner or later (早晩間). How can I, your younger brother who sent you off, know if I too will go tomorrow or the day after, next year or the year after, my black hair turned white with frost (白霜이고), falteringly following step by step (지척지척)? <142> Ah— futile are human affairs, stern is fate. Do not grieve, do not weep, that you went alone first. Ah! Namgung! Namgung! ...
But the departed is gone, and the remaining remain, so we must strive until our time comes. Do today's work today and finish tomorrow's work tomorrow. And we must live strongly and steadfastly.
Strongly and steadfastly! And righteously!
Ah!, Namgung! Namgung!
I must live strongly, steadfastly, and righteously. I must fight. And I must do today's work today. Ah!, Namgung! Namgung! This lesson you left behind, this memento you give, is dearer than gold or silver, more beautiful than jewels (珠玉보다).
Ah!, Namgung! Namgung! Where did you go? Where did you go? Did you return to the earth? Did you fly to the heavens?
Where shall we "meet again then"?
(21.11.20, Outside P'aesŏng West Gate (浿城西門外)) <143>

**Summary**

This article is a deeply personal and emotional eulogy by the writer Yŏm Sang-sŏp (pen name 想涉) for his close friend Namgung Pyŏk, a fellow writer associated with the P'yŏhŏsa literary group, who died prematurely at age 28 in late 1921. Yŏm recounts his final days with Namgung, expressing immense guilt and sorrow for not realizing the severity of his friend's illness (likely pneumonia) and for learning of his death belatedly through a newspaper while away in P'yŏngyang. He passionately defends Namgung against rumors of suicide, attributing his death to poverty, societal indifference, and misfortune that prevented his talented friend from realizing his potential. Yŏm reflects on Namgung's complex character, his struggles, his controversial decision to write in Japanese, and ultimately finds a grim resolve in his friend's death to live strongly, righteously, and purposefully.

From a historical perspective, the article offers a poignant glimpse into the lives and struggles of young Korean intellectuals during the early colonial period (1921). It highlights the harsh realities of poverty and limited opportunities faced even by the educated elite, the internal conflicts surrounding cultural identity and language use (writing in Japanese), and the formation of literary circles like P'yŏhŏsa seeking new forms of expression amidst national hardship. Yŏm's defense against suicide rumors and his emphasis on Namgung's unfulfilled potential underscore the sense of loss and frustration prevalent among intellectuals of that generation under Japanese rule. The mention of specific locations like Such'ŏl-li cemetery, P'ilun-dong, Yongsan Baseball Stadium, and P'yŏngyang provide concrete social context.

**Named Entities**

南宮璧君	남궁벽군	Namgung Pyŏk
어제 徐蔚잇는 金(萬), 卞, 吳 3兄의 連名한 便紙가 왓다. 「... 南宮은 어찌되엇느냐고? 아즉도 모르시는 모양이구려. 참 氣막히는 소리마시오. 南宮은 이 世上사람이 아니요..」하는 懇切한 哀悼에 채운 句句節節, 나는 오즉 소리업는 눈물을 對答할 수밧게 업섯다. 더구나 60老親의 悲傷痛恨의 情況을 들을 제, 運命의 惡戱도 이에 더 極할가 하얏다.
그러나 故人의 그 慘酷하고 可憐한 夭折에 對하야 一片의 吊辭는 업슬망정, 巷間의 風評에는, 어떠한 不純한 動機에서 나온 自殺이라고까지 惡意를 품은 淺薄者流까지 잇다는 말을 듯고는, 남의 일가티 黙忍할 수 업는 憤怒의 情을 自制치 못하얏다. 實로 君처럼 薄福한 사람은 또다시 업다. 死는 모든 것을 淨케 한다. 그리고 戴天을 不共하랴는 寇敵도, 死라는 嚴肅하고 悲痛한 事實압헤는 머리를 숙이고 悼惜의 意를 表한다. 하물며 彼等 一部分子와 何等의 恩怨이 잇기에, 君의 이 可惜하고 悲慘한 最後에 臨하야, 이가티 無禮한 嘲笑로써 故人의 人格을 讒誣하는가. 나는 우리 同胞사이에 이가티 陋劣沒廉한 分子를 가진 것을 不名譽로 아는 바이다. 28歲를 一期로 하고 特殊한 社會的, 或은 民族的, 또한 世界的 貢獻이 업시, 일즉 世上을 버린 君의 一生을 回顧할 際, 友情으로만이 아니라, 公正한 第3者의 見地로라도 同情과 追悼의 淚를 禁치 못한다. 아니다, 故人의 生涯가, 우리에게와 밋後世에, 別로 影響을 주지 못하니만치, 더욱 哀惜함을 마지 안는 바이며, 더욱이 그 薄幸多恨하얏던 그의 悲運을 생각할 제, 眞情으로 萬斛의 淚를 아끼지 안는 바이다. 何故오하면 그에게는 穎悟의 質이 잇스되, 이를 發揮할 機會를＜140＞ 엇지 못하얏고, 努力의 熱誠이 가득 하얏스되, 이를 大成케 할 略少한 資力이나마 업섯기 때문이다. 萬一 이를 極端으로 一言而蔽하면, 社會는 넘우 無理解하얏고, 四圍는 넘우 冷情하얏섯다. 結局, 君은 貧窮에 征服되엇고, 貧窮은 君의 모든 英才, 아니다 君의 全人格까지를 呑噬하얏다. 萬一 最近 7, 8個朔間의 君의 私生活을 非難하는 者가 잇슬진대, 그 責任은 5分을 貧神에게 돌릴지요, 그 3分을, 非難者에게 돌릴 지며, 그 2分을 君의 自抛自棄에 지울 것이다. 君을 가르처 輕薄한 流浪兒라고 酷評하는 者가 잇거던 爲先 君의 「境遇」를 洞察하고, 그 다음에 朝鮮을 背景으로한 時代를 一瞥하고, 最後에 自己自身을 撿討하라고 大呼하겟다. 君은 勿論 非凡하다고는 斷言치 안는다. 그러나 水準以下가 아니엇슴은, 君과 知面잇는 者는 首肯할 것이다. 萬一 君에게 發展할 機會를 多少라도 주엇슬진대, 拔羣의 功績을 우리 民族에게 끼치우고 便安히 瞑目하얏슬 것이다. 君의 그 짤은 一生은 果然 苦惱의 結晶이엇다. 惡戰의 記錄이엇다. 그리고 身弱氣虛로 由한 料外의 無慘한 敗北이엇다. 人은, 人의 死에 臨하야, 그 生涯를 巧言令句로 稱頌함을 禮라 하나, 나는 事實대로 敗北이라 한다. 果然 아깝다. 불상하다. 恢復할 수 업는 우리의 損失이다.
아- 君은 鬱恨의 싸히고 싸힌 그 가슴을 그대로 품고 九原에 들엇다. 매츠고 매츤 그 骨髓를 그대로 가지고 冥土에 就하얏다.

사람이 사람을 圓滿히 理解한다는 것은 容易한 일이 아니다. 그러나 君에게 對하야는 誤解가 比較的 만핫다. 그 原因은, 元來의 性質이, 寡言緘黙함과 剛直淸淡한 一便에, 若干偏狹함에 잇섯다. 함으로 容易히 接近키 어렵게도 보이고 또는 傲慢히도 보임으로 大槪는 敬遠主義를 表한 모양이엇다. 그러나 其實 溫柔多情하고 率直하얏다. 그리고 決코 自己의 感情을 自欺하는 일은 업섯다.
그 다음에 君을 誤解하는 點은, 君이 東京에서 「太陽」其他에 日文으로 數次 論文을 發表함에 對함이엇섯다. 그러나 그것은 決코 非難할 價値가 업는 일이엇다. 돌이어 讚揚할 必要가 잇섯슬 것이엇다. 君이 萬一에 區區히 衣食의 料를 어드랴고 叩頭丐乞하야, 走狗의 卑陋한 意思로 日本論壇에 努力코자 하얏슬진대 勿論 論外이지만, 元來 君은 朝鮮文에 非常히 未熟한 一便에, 日文의 造詣가 깁헛고, 또 君의 生前의 持論은＜141＞ 日本留學生이 數千에 이르되, 日本文壇 或은 論壇에 活動하는 者가 皆無함은, 羞恥라고까지는 못할지라도 損失이라 함이엇다. 이 意見은, 그 當者의 思想, 意思, 人格을 理解하고 信用할만한 境遇에, 또한 才識이 彼等學者, 思想家 等과 匹敵한 境遇에는 오히려 必要한 것이라고 나는 생각하얏다. 함으로 이것으로써 過去의 君을 誤解하얏다면 그것은 無用한 偏狹한 感情이엇다고 생각한다. 君이, 나와 數年만에, 東京에서 처음 맛낫슬 때에, 民族과 國家, 또는 民族과 個人間의 連綿한 感情은, 거의 神秘에 가깝다고 한 말과 또는 往年에 東京留學生監督部寄宿舍에 잇슬 때, 當時 君을 危險視하던 當局이, 政, 法, 文以外의 科學을 硏究하는 條件下에서 官費生이 되라고 勸誘할 際, 言下에 拒絶한 事實을 보면, 君의 面目이 躍如할 것이다. 다시 말하면, 나는 君의 人格, 思想을 可히 信用하겟슴으로 勿論 親交의 榮을 어든 바이지만, 君이 日本論壇에 立脚하랴던 그 計劃을 贊成함이엇다 함이다.

그러나 南宮은 갓다. 永遠히 갓다. 人間의 獨生子로 可憐한 民族의 쓴 運命을 가티 지고 崎嶇한 이 時代에, 弱하고 軟한 胎ㅅ줄에 무티어서, 그림자가티 나왓다가, 그림자가티 슬어젓다. 28年동안 父母의 劬勞와 宇宙의 慈悲와 民族의 愛護로, 가는 뼈가 굴거지고, 짤은 키가 길어지며, 업던 智慧 배불리어, 모든 理想 모든 抱負, 가진 思想 가진 才操, 다- 길러, 한번나와 뛰놀랴다 싸고싸고 싸혼 채로 자최업시 소리업시 슬어젓다. 이에 이르러 千言萬語 다- 늘어노하 슬퍼한들 무엣에 쓰며 불러본들 어이 하리. 간 사람은 가고말고, 남은 사람은 남앗슬 다름이다. 鄕村의 處女兒들, 끼리끼리 짝을 지어, 「달아, 달아, 밝은 달아, 李太白이 노든 달아, ..」情다웁고 아양스럽게, 목을 도다 노래하나, 오늘전녁 저 달빗이 來日저녁 그 누兒의 검은 무덤 비추일 줄, 그 누라서 알가보냐. 머나먼 그 녯날에 太白이 노던 달빗이, 오늘밤 그의 무덤 수풀우에, 방울지은 이슬에는 숨어잇지 안핫더냐. 아-, 그러나 定處업는 새벽바람은 그 이슬조차 곱게 둘 줄 밋지마라.
아- 南宮아! 南宮아! 너 먼저 압섯다고 슬퍼마라, 早晩間 가고말 머나먼 압길이라, 너를 보낸 너의 아오 이 내몸도 來日갈지 모래갈지, 來年갈지, 後年갈지, 검은머리 白霜이고 지척지척, 딸아갈지＜142＞ 어이나 알겟느냐. 아- 虛ㅅ된 건 人事요, 嚴한 건 運命이다. 너 먼저 홀로 갓다 슬퍼마라 우리마라. 아! 南宮아! 南宮아! ...
그러나 간 사람은 가로말고, 남은 사람은 남앗스니 갈 때까지 힘쓸 것이다. 오늘일 오늘하고 來日일 來日에 끗내일 것이다. 그리고 힘잇게 굿세게 살아야 할것이다.
힘잇고 굿세게! 그리고 바르게!
아!, 南宮아! 南宮아!
힘잇고 굿세고, 바르게 살아야 하겟다. 싸워야 하겟다. 그리고 오늘일 오늘 해야 하겟다. 아!, 南宮아! 南宮아! 그대가 남겨주고 간 이 敎訓, 그대가 記念으로 주는 金銀보다 貴엽고, 珠玉보다 아름답다.
아!, 南宮아! 南宮아! 어대로 갓느냐? 어대로 갓느냐? 흙으로 돌아갓느냐? 한울로 날아갓느냐.
어대서, 「그럼 또다시 맛나」랴느냐?
(21.11.20, 浿城西門外에서)＜143＞
＜138-143＞
