Magazine Title: 개벽 제72호
Publication Date: 1926년 08월 01일
Article Title: 六號通信 (Sixth Communication)
Author: 無等山人 (Mudŭng Sanin), 一記者 (Il Kija - One Reporter), 昭陽學人 (Soyang Hagin)
Article Type: 소식 (News/Updates)

**Sixth Communication**

**Kwangju Snippets**
By Mudŭng Sanin

Due to a slip of the tongue, the evil women of a wealthy Kwangju family—Kim Yongjin, Kuk Ch'aeun, Chŏng Chinsun, Mun T'ae, and others—who inflicted cruel and inhumane torture upon a pregnant woman, causing serious injury and even miscarriage, and who had evaded consequences for over a year through the power of money, have finally had their crimes exposed. They are now inevitably facing months of eating prison beans (kongbap) at Kwangju Prison. No matter how much modern law protects the propertied class, how could it forgive such grave sins? However, since they are women from a wealthy family, perhaps they'll get generous servings of prison beans even in prison.

Under the banner of so-called "industry-first" politics, the Kwangju County Office, which makes its living and handles local industrial administration, summoned farmers because they had intercropped upland cotton (陸地棉) with other field grains. Scolding them as if they had committed a major crime, the office, in cooperation with each township office (面事務所), forcibly pulled out all the painstakingly cultivated chestnuts (栗), bitter plants (possibly tobacco) (苦草), beans (豆), and soybeans (太). Promoting upland cotton might be necessary, but pulling out already cultivated field grains like that shows ignorance of the fundamental spirit of so-called industrial promotion. If they had promoted native cotton (在來棉) as well as upland cotton, there probably wouldn't be a single seed of any other crop left in the entire Kwangju region. Is this industrial promotion (産業獎勵) or industry *scattering* (散業獎勵)?

The Confucian Way Promotion Society (儒道彰明會) is a famous institution of South Chŏlla Province (全南), and its building was also a "high-collar" (하이카라), grand structure within Kwangju County. It was established under the grand policy of Mr. Sŏk, the so-called "Ch'ilmyŏndo" (七面島) Councilor, a great loyal servant (忠僕) of the Government-General of Korea (朝鮮總督府), who believed that reverence for Confucianism (儒敎尊崇) was the best way to pacify Korean sentiment (人心). It gathered stale and rotten Confucian scholars (儒生) from each county to pass the time with poetry meetings (詩會) or Go games (碁會). The current Councilor, who succeeded him, added a more modern touch, constructing a high-collar brick (煉瓦) building and exclusively gathering wealthy Confucian scholars among the literati to engage in all sorts of peculiar activities. As the saying goes, "There's no sincerity in the Buddhist offering (不供), only in the ceremonial food (齋飯)" [meaning interest is not in the main purpose but in the side benefits]. If they do nothing to promote the Confucian Way (儒道彰明) but merely build a high-collar house and engage in corrupt idle talk and trivial matters (閑談冗事), will it have any effect on Confucian culture (斯文)? Modern Koreans don't particularly feel the need for the promotion of the Confucian Way, but I say a word because it's so pitiful how poor Confucius (孔子) is being sold out.

The opium smokers (阿片장이) of South Chŏlla Province are also famous. Among them, the children (子弟) of wealthy Kwangju families seem to have obtained a monopoly license (專賣特許) for opium, spending day and night smoking it, unable to attend to their business. I could expose their names (姓名), but I'll hold back for now and wait for the next installment.

**Ŭiju Miscellany**
By One Reporter

Since the Provincial Office (道廳) moved to Sinŭiju several years ago and took all the electric lights (電燈) with it, the city streets (市街) have been in a state of darkness. Furthermore, since July 1st, the two newspapers, Chosŏn [Ilbo] and [Tong]a [Ilbo] (朝鮮 時代 兩新聞)—institutions of press reporting (言論報道) which are supposed to be society's wooden bell (木鐸) [moral guide] and lighthouse for the lost (迷津)—have had their mail delivery suspended (發送停止). Thus, society here has now completely fallen into social darkness. Since it was already a dark society, it's not surprising that people didn't pay their subscription fees even after reading the newspapers, causing the branch office manager (支局經營者) to suffer the delivery suspension. However, unaware of this situation, the main office authorities (本社當局) took the drastic measure of suspending delivery over a few Won (元) of unpaid fees (未俸) (which they promised to send within a month anyway). Public commentary (評論) universally decries this as excessively harsh (苛酷).

When collecting sympathy money (同情金) for public works (公共事業) or charity (慈善事業) from society as a whole, <69> it is the usual practice (行事) of the Ŭiju wealthy to make all sorts of excuses (稱託)—claiming their income (收入) is small and expenditures (支出) are many, so they can't help it—and barely part with 1 or 2 Won, as if they can't completely refuse. However, these gentlemen do know when to really open their wallets. When the traveling theater troupe (巡廻劇團), Kwangwŏltan (光月團) (old style - 舊派), arrived in Ŭiju early last month, a certain local wealthy man donated 50 Won to the troupe upon a single promise (一諾). When will the wealthy of Ŭiju, who prioritize immediate pleasure (享樂) over the welfare of society, realize they are sacrificing the farmers' (農民) blood for other purposes?

**Sŏnch'ŏn Short Story**
By One Reporter

Sinsŏng School (信聖學校) in Sŏnch'ŏn is managed by an American Missionary Society (宣敎師會). Starting this spring, the school planned a school building expansion (校舍增築) with a budget (豫算) of 80,000 Won. Former principal Widae Mo went back to his home country in North America (北米) for fundraising (寄附募集) and managed to collect about half the amount. To begin construction (工事), they solicited bids (入札) from contractors (請負業者). They granted bidding qualifications (資格) to Koreans (朝鮮人) as well. When the bids were opened (開票), despite the lowest bid (最低額) being 45,110 Won from Yang Kihyŏk of the local Korean Labor Union (勞働組合) side, they signed the contract (契約) with the Chinese (中國人) Mu Munsŏ, whose bid was over 2,000 Won higher. This has caused public opinion (輿論) to boil over (沸騰), and sentiment for excluding foreigners (外國人排斥熱) has arisen. (Bidding amounts (入札工費額): Korean Yang Kihyŏk 45,110 Won, O Kigap 49,460 Won; Chinese Mu Munsŏ 47,450 Won, Mr. Wang 49,730 Won). Their excuse (辨明) is: First, the bidding documents stated that selection (選擇) is at their discretion (自由), regardless of the bid amount (金額多少), and there is no need for questions (質問) regarding this condition (條件). Therefore, contracting with a Chinese bidder with a higher price than the Korean bidders is within their rights, and there's no need for questions. True. If they had contracted with the Chinese from the start (當初) without a single word of explanation (無一言理由), there would be no issue. But on the 6th of last month, when Mr. Yang and other related parties visited for contract negotiations (交渉), Principal Ham Karyun spoke as if he would give the construction work to the Koreans. Yet that very night, they held a meeting of the Americans (美詢會?) and secretly signed the contract with the Chinese Mr. Mu. What kind of manipulative (籠絡的) action is this, where words and reality (言實) differ (不同)? (When the Korean bidders, including Mr. Yang, were meeting with Principal Ham, Mr. Mu, who got the contract, walked past the room. Principal Ham looked out and muttered to himself, "I thought Mu-ge [哥 - brother Mu?] went home, why hasn't he left yet?" Hearing this, the Koreans thought the Chinese bidder had been sent away and were overjoyed (喜不自勝), believing they had secured the contract. However, according to what was heard, when Mr. Mu met Principal Ham, he said, "In my decades as a contractor since coming to Korea, this is the first time I've competed in bidding with Koreans. Inferring (推察) from this, it testifies (證言) to the development (發達) of the Sŏnch'ŏn construction industry. This is a very pleasing phenomenon (現象), so I think it's best to give the contract to the Koreans. I will yield (讓步) to the Koreans and go home." But Principal Ham asked him to wait a bit, kept him there, and then secretly signed the contract and sent him off. Judging from this fact, they originally had no intention (意向) of giving the contract to Koreans.) Second excuse: Lack of financial resources (資力) and skill (技能). Regarding financial resources, Sŏnch'ŏn's top-tier wealthy (一流富豪) guaranteed (保證) it and even offered to invest (出資). Not only that, the wealthy Mr. O Chŏngŭn declared to Principal Ham that he would deposit (供託) 10,000 [Won] as security, stating that if any loss (損害) occurred, he would bear it himself, not letting the school suffer (貽), sacrificing the money for Sŏnch'ŏn's laborers. The Korean contractors also offered to lend (先貸) the roughly 10,000 Won shortfall in construction costs. As for skill, they have experience (經驗) constructing large buildings (宏大한 건물) like the Inje Hospital (仁濟病院) and mansions (邸宅) of certain wealthy individuals, so this is also a baseless pretext (口實). If, as they claim, they deemed the Korean contractors lacking in financial resources or skill, why did they grant them bidding qualifications in the first place? To speak plainly, while selecting the lowest bid is common practice (通例) in all bidding, attaching the condition that selection is discretionary was either done to create a pretext later, or <70> they are using pretexts that don't even fit the concept of discretion. Their original intention was not to give the work to Koreans, but granting bidding qualifications served firstly to gain the goodwill (好感) of the general Korean populace, and secondly, to make Koreans compete (競爭) with the Chinese bidder to lower the construction cost from the Chinese contractor (請負者). This was a sinister plot (陰凶手段). Despite the aforementioned Chinese contractor Mr. Mu himself approving (贊成) of giving the contract to the Korean bidder, those who hold the position (職責) of so-called missionaries, who preach God's gospel (福音) and claim to bring happiness (幸福) to Koreans, should naturally (當然) have awarded the contract for a building intended for Korean children (子弟) to a Korean contractor. Doing so would have sustained the livelihoods of hundreds of Korean laborers for several years. Even if the Korean bid was slightly higher than the Chinese one, giving it to the Korean contractor was the proper thing to do. Yet, they used sinister methods and flimsy excuses to manipulate Koreans. What is their intention (心事)? In Sunan, there was a missionary who committed the barbaric act (蠻行) of tattooing letters (刺字) on a child's face (面像) and was forced to return to his home country (本國). In Sŏnch'ŏn last spring (去春), the husband of a housemaid (食母) working at the home of Miss In Kŏsŏn, the head nurse (看護部長) at Midong Hospital (美東病院?), arrived late at night (夜半) from China, sick (病). The woman said she didn't want to live [with him?], so the so-called missionaries residing (在留) here, Mr. No Seyŏng and Mr. Kam Moyŏl, cooperated (協力) and expelled (逐出) the sick man who had come looking for his home from afar in the middle of the night. This immoral act (不道德行爲) caused considerable public outcry for a while. Just as things quieted down, this Sinsŏng School contract issue has again manipulated Koreans, causing public opinion (輿論) to boil (沸騰) and anti-Western sentiment (西洋人排斥熱) to reach a peak (高潮). Furthermore, an article defending (誹護 - likely 庇護) the missionaries with false (虛僞的) information was published in the Amnokkang Ilbo (鴨江日報 - Yalu River Daily News) on the 11th. Claiming this was the missionaries' doing (所爲), the local Labor Union (當地勞働組合) is preparing to denounce (聲討) them. Meanwhile, on the 14th, dozens of enraged (憤氣衝天) laborers rushed (殺到) to the house of the American missionary Peter (彼得) (said to be the main culprit - 張本人 - in this contract issue), blocked the gate with acacia trees, and posted a notice (廣告) on the street in front saying, "Lying pastors cannot use this road." How numerous are the barbaric acts (蠻行) and misconduct (非行) everywhere by these monopolists (專賣特許者) of philanthropy (博愛主義)! It seems more like "Thin Love-ism" (薄愛主義 - P'agae chuŭi) than Philanthropy (博愛主義 - Pagae chuŭi).

As public opinion rose regarding the Sinsŏng School contract issue and anti-Western sentiment grew, last Sunday the 11th, at the Sŏnch'ŏn South Church (南禮拜堂), when worship time (禮拜時間) came and the Western woman Miss In Kŏsŏn went to sit at the organ (風琴) as usual, Mr. Kil Kyŏngch'un, a deacon (집사) of the church, stood up, called the pastor, and said, "It's fine to borrow Westerners' help for things we cannot do ourselves, but things we can do ourselves, we should do. Playing the organ is something we can do with our own hands, so please send the Western woman out." Hearing this, Miss In Kŏsŏn's face turned scarlet (朱紅빗), she came down, didn't sit on a chair (倚子), but squatted on the floor (마루), sniffling embarrassedly. She then went home without finishing the service. Was it tears of anger? Tears of repentance (悔改)? Tears of shame (羞恥)? What is your reflection (省察) on your deeds?

**Such'un [Ch'unch'ŏn] Rambling Critique**
By Soyang Hagin

Among Korea's provinces, our Ch'unch'ŏn probably has the most inconvenient transportation (交通). Forget railways (鐵道); even the automobile roads (自動車길) are incomplete (不完全), and since last year's flood (洪水), they have become even more damaged (破壞), causing severe (甚) inconvenience. Yet, it seems the authorities (當局) are playing games (遊戱) with the road construction contractor (道路工事 請負人). Who knows when that road, started long ago, will ever be completed (完成)? Not only are its future prospects (前途) bleak (茫然), but this recent heavy rain (暴雨) has caused further loss (損失) to most of the already completed (旣成) work. Who knows when it will ever be finished (竣工)? As long as the Japanese (日本人) contractor in charge (마튼) fills his belly, is that the best policy (上策)? I want to ask the authorities one question (一問).

Speaking of transportation, the automobile fare (賃金) between Seoul and Ch'unch'ŏn (京春間) must be the highest (高價) fare rarely seen (稀有) in the world (世界). What is this 6 Won for merely (不過) 190 ri (朝鮮里)? When the private sector (民間) raised the issue (問題) of reducing (減下) the fare, the automobile company's (會社) response was reportedly, "Reduction is natural, but as long as the roads are not yet completed like in Southern Korea (南鮮), the actual costs (實費) are high due to time constraints, so we cannot reduce the fare." It sounds like a plausible excuse, but isn't it a bit excessive (過)?

About 40 female students (女子學生) at the Provincial Industrial Training Institute (道立機業傳習所) reportedly went on a hunger strike (斷食同盟) because their Japanese teacher (先生) resigned (辭職). If he had died instead of resigning, would they all have followed him in death (殉死)? Haha (呵呵)!
<71>

**Summary**

This article compiles several short reports from Kwangju, Ŭiju, Sŏnch'ŏn, and Ch'unch'ŏn in 1926, painting a critical picture of colonial Korean society. Issues covered include the abuse of power and impunity of the wealthy elite (Kwangju torture case, opium use), detrimental colonial agricultural policies (forced removal of crops for cotton), the superficiality and perceived corruption of government-sponsored cultural initiatives (Confucian Society), the suppression of the press (newspaper delivery suspension in Ŭiju), the indifference of the rich towards social welfare contrasted with spending on entertainment (Ŭiju donations), controversial practices and perceived hypocrisy of American missionaries (unfair bidding process, past misconduct in Sŏnch'ŏn), and poor infrastructure development coupled with exploitative pricing (Ch'unch'ŏn roads and fares). The reports highlight social tensions, economic hardships, anti-foreign sentiment (particularly anti-American in Sŏnch'ŏn), and disillusionment with both traditional elites and colonial/foreign authorities.

From a historical perspective, the article is valuable for its ground-level reporting on diverse local issues across Korea during the colonial period. It reveals Korean discontent with economic policies, social inequality, the perceived failures of both Japanese colonial administration and Western missionary activities, and the struggles related to modernization and infrastructure. The specific incidents, like the Sinsŏng School contract dispute and the newspaper suspension, offer concrete examples of Korean resistance, public opinion formation, and the complex interactions between Koreans, Japanese authorities, and Westerners.

**Named Entities**

光州	광주	Kwangju
宣川信聖學校는 미국인 선교사회의 경영인 바 同校에서는 今春부터 80,000원의 예산으로 校舍增築을 계획하고 前 교장 魏大模이 北米 본국에 돌아가 기부 모집을 한 결과 爲先 한 반액 가량 모집되엿슴으로 공사에 착수코져 청부업자들에게 입찰을 식힌 바 조선인에게도 입찰자격을 許與하야 입찰케 하고 개표한 결과 조선인 當地 勞働組合 측 梁基赫 45,110원이 최저액임에 불구하고 2,000여원이 더한 중국인 慕文序아*** 約을 체결한 일로 일반의 여론이 비등한 동시에 외국인 배척열이 이러나게 되엿다. (入札工費額 조선인 梁基赫 45,110원, 吳起甲 49,460원, 중국인 慕文序 47,450원, 王某 49,730원) 그들이 변명하는 이유는 1일 입찰용지에 금액의 다소는 물론하고 선택은 자유요. 이에 대하야는 질문할 필요가 업다는 조건이 잇스니 조선인 입찰자보다 고액의 中人 입찰자와 계약하는 것은 우리의 자유인즉 이에 대하야는 질문할 필요가 업다는 것이다. 그러타. 당초부터 이 조건을 無一言理由하고 중국인과 계약을 하얏스면 문제가 업다 만은 지난 6일 공사계약의 교섭을 하기 위하야 차자간 梁군과 기타 관계자들과 회견 시 교장 咸嘉倫군은 조선인의게 공사를 막길 것처럼 말하고 그날 밤 美詢會를 開하고 비밀히 중국인 慕某와 계약을 체결함은 이- 무슨 言實이 不同한 농락적 행동이냐? (조선인 입찰관계자 梁某 등과 회견 시 그 방 압흐로 이번 공사를 마튼 慕某가 지나가는 것을 咸교장이 내다보고 혼자말로 「慕哥가 집으로 돌아간다더니 엇재 아직 안갓나?」하고 말하는 것을 들은 조선인들은 中人 입찰자는 돌려보내논 모양이니 이번 공사는 우리가 맛게 되엿다 안심하고 喜不自勝하야 돌아갓다 한다. 그러나 듯 는 바에 의하면 慕군이 咸교장과 회견시 말하기를- 己가 조선 와서 청부업 수십년에 조선인과 입찰경쟁을 하여보기는 이번이 처음이라 이것으로 推察컨댄 그만큼 宣川建築界가 발달됨을 증언하는 바이라. 이것은 매우 깁븐 현상인즉 이번 공사는 조선인의게 주는 것이 조흔 줄로 생각하는 바이니 자기는 조선인에게 양보하고 집으로 돌아가겟노라고 하는 것을 咸교장은 좀 기다려 달나고 붓잡어 두엿다가 비밀리에 계약을 체결하야 보냇다 한다. 그 사실로 보면 그들은 본래 조선인의게 공사 맛길 의향이 업섯던 것이다.) 二曰 資力과 技能不足이다. 資力에 대하야는 宣川 일류 부호들이 보증을 하고 출자까지 하기로 하엿다 한다. 그뿐 안이라 부호 吳正殷씨는 臺10,000 보증금을 供託을 하야 손해가 生하는 時는 이 손해를 학교에 貽치 안코 자기가 그 돈을 宣川 노동자를 위하야 희생하겟다고 咸교장의게 言明하엿고 공사비 중 10,000여원 부족되는 것은 조선인 청부업자들이 先貸하여 주마고 하엿다 한다. 그리고 技能에 잇서서도 仁濟病院이라던가 모모 부호의 저택 가튼 宏大한 건물을 건축한 경험도 잇는 바인즉 이는 문제도 되지 안는 구실이다. 만약 그들의 말과 가티 조선인 청부업자가 資力이나 技能 등이 부족하다 인정할 것 갓고 보면 웨 당초에 입찰자격을 許與하엿든가? 노골로 말하면 모든 입찰에 최저액으로 選함이 통례어늘 나종에 구실을 삼기 위하야 選定은 자유라는 조건을 付한 것이라던가. 자유에도＜70＞ 맛지 안는 구실을 삼는 것은 원래 조선인의게 공사를 맛길 마음은 업스나 조선인의게로 입찰자격을 준 것은 첫재 일반 조선인의 호감을 사고 둘재 조선인으로 하여곰 중국인과 입찰경쟁을 식혀 중국인 請負者의 게 공사비나 廉價로 하자는 陰凶手段이다. 前記와 가티 중국인 청부업자 慕군으로도 조선인 입찰자의게 공사 맛기기를 찬성하엿슴에 불구하고 소위 선교사란 직책을 가지고 한우님의 복음을 전하야 조선인의게 행복을 주겟다는 그들로 또 조선인 자제를 위하야 짓는 그 집을 조선인 청부업자의게 공사를 맛기고 보면 수백명 조선인 노동자가 수년 간 생활을 유지할 것이니 비록 중국인보다 조선인의 入札工費가 다소 고액이라 할지라도 조선인 청부업자의게 맛기는 것이 당연한 일이어늘 음흉한 수단을 써서 부당한 구실을 삼아 조선인을 농락함은 이 무슨 심사이냐? 順安에는 어린 아희 면상에 刺字한 蠻行 선교사가 잇서 본국으로 쪼겨가게 되고 宣川에는 去春 美東病院 看護部長 印居善양의 집에 식모로 잇는 여자의 남편이 중국에서 병이나 夜半에 돌아온 것을 그 여자가 살기 실탄다고 이곳에 在留하고 잇는 소위 선교사 魯世榮 甘茂悅 兩君은 협력하야 치운 날 夜半에 멀니서 집을 차자 온 병자를 축출한 부도덕 행위가 잇서 한동안 여론이 만타가 좀 잠잠하여지니까 또 이번 信聖校 請負問題로 조선인을 농락하얏다 하야 일반의 여론이 沸騰하고 서양인 배척열이 고조되는 중 더욱이 지난 11일 발행 鴨江日報에 선교사들를 비호하는 허위적 기사가 기재된 바 이것은 彼 宣敎師 등의 所爲라 하야 當地 勞働組合에서는 선교사 등을 성토하려고 준비하는 一便에 憤氣가 충천한 노동자 수십 인은 지난 14일 미국인 선교사 彼得의 집에 殺到하야(이번 請負問題의 장본인이라고) 아가시아 나무를 문에 물르고 그 집 압길가에는 「거짓말하는 목사는 이 길로 다니지 못함」이라고 쓴 광고까지 부친 일이 잇다. 博愛主義의 專賣持許者인 선교삊�들로 도처의 만행과 비행이 何其多也오. 博愛主義가 아니라 「薄愛主義」인 모양이로군.

信聖學校請負問題도 일반의 여론이 놉고 서양인 배척열이 이러나자 지난 11일 일요일에 宣川 南禮拜堂에서는 예배시간이 되여 전과 가티 서양여자 印居善양이 풍금을 치려고 나가 안자 그 교회 집사로 잇는 吉京春씨가 이리나서 목사를 불으고 말하기를 「우리의 힘으로 못할 일은 서양인의 힘을 비논 것도 무방하나 우리의 힘으로도 능히 할 일은 우리가 하는 것이 可하니 풍금 갓흔 것은 우리의 손으로도 능히 할 수가 잇는 것인데 서양 여자는 내여보내라고」말하니까 이 말을 들은 印居善양은 얼골이 주홍빗이 되여 내려와서 의자에도 안지 안코 마루 우에 쪼구리고 안져 남붓그럽게 홀작홀적 울다가 예배도 끗마추지 안코 집으로 돌아갓다고. 격분의 울음이냐! 회개의 울음이냐!! 수치의 울음이냐!!! 그대들의 소행에 반성이 若何?

壽春漫評
昭陽學人

조선 각 道 중 교통이 제일 불편한 곳은 아마 우리 春川일 것이다. 철도는 그만두고 자동차길까지도 불완전한 중에 작년 홍수 이후로는 더욱 파괴가 되여 불편이 심하다. 그런데 당국에서는 도로공사 請負人으로 遊戱를 식히는 모양인지 언제부터 착수한 그놈의 길이 아즉까지 완공의 前途가 망연할 뿐 안이라 이번 폭우로 인하야 旣成한 공사까지도 대부분이 다 또 손실을 하게 되얏스니 어느 시기에나 준공이 될지 모르겟다. 도로야 잘 되던 안되던 공사 마튼 일본인의 배만 불넛스면 제일 상책인가. 당국에 一問코자 한다.

교통 말이 낫스니 말이지 京春間 자동차 대금처럼 高價인 賃金은 세계에 稀有일 것이다. 불과 190리(朝鮮里)에 6원이 다 무엇이냐. 그런대 민간에서 그 賃金의 減下問題를 닐으키닛가 자동차회사 측에서 하는 말이 減下하는 것이 당연한 일이나 아즉까지 南鮮과 가티 도로가 완성되지 못한 이상에는 시간 관계상 實費가 만흔닛가 減下할 수가 업다고 하더라고. 구실로는 그를 듯 하다 만은 너무나 過한 구실이 안일가.

道立 機業傳習所 학생(여자) 40여명은 일본인 선생이 사직한다고 단식동맹을 하얏다 한다. 辭職을 하엿기에 그럿치 만일 죽엇더면 전부 殉死할 터인가. 呵呵 ＜71＞
＜69-71＞
