Magazine Title	개벽 第72號
Publication Date	1926년 08월 01일
Article Title	在京學生團軆의 內面 (The Inner Workings of Student Groups in the Capital)
Author	一記者 (One Reporter)
Article Type	소식 (News/Report)

The Inner Workings of Student Groups in the Capital
						One Reporter

It has already been over 20 years since the student movement arose in Chosŏn, originating from the Kwangmu era. However, the movements at that time were simply confined to a single school or a single region (e.g., certain school student fellowship associations, certain regional student fellowship associations, certain regional student abroad associations, etc.), and their purpose was merely limited to fostering friendship and exchanging knowledge, so there were no particular organizations of general social significance. Then, around the time of the Japan-Korea annexation (日韓合邦), the so-called military rule of the Terauchi (寺內式) style was implemented, and along with the merciless suppression of all Chosŏn people's speech and assembly, the student movement also could not raise its head on the surface. When the March First Movement (己未運動) arose, the student movement, like the re-eruption of a volcano's crater (噴火口), became temporarily fierce, startling the public eye more than once or twice. Afterwards, stimulated by the currents of the times (시대사조), it formed organized bodies, established social connections, and began numerous activities. Now, without offering a fresh critique, we will simply provide an overview (槪容) of the student groups residing in the capital (在京學生團體) to briefly introduce them to the general public.

Chosŏn Student Scientific Research Society (朝鮮學生科學硏究會)
I. To strive for scientific research and the dissemination of scientific thought.
I. To aim for the unification of thought and mutual solidarity among Chosŏn students.
I. To strive for the realization of human-centric education and the resolution of problems currently facing Chosŏn students.
The Chosŏn Student Scientific Research Society, with the three points above as its platform (강령), first held its inaugural general meeting (發起總會) on September 27, 1925, inside the **[Cheondo]gyo Church (**敎堂) in Kahoe-dong (嘉會洞), Kyŏngsŏng. However, the police authorities, who do everything according to their own whims, suddenly ordered its dissolution (해산) on the 31st of the same month for an unjust (*塗한) reason. Thus, it faced the adversity of temporary dissolution, but as a result of the devoted efforts (盡瘁) of the executives and members initiating a movement for its cancellation (解除運動), it was allowed to revive after deleting the two characters "Chosŏn" (朝鮮). On November 4th of the same year, it held its founding general meeting (創立總會) again at the Sicheon'gyo Church (侍天敎堂) in Kyŏnji-dong (堅志洞) within the city, making its signboard known to the world. Just as its birth was fraught with problems, its progress also had many issues. When the Kyŏngsŏng Library (京城圖書館) was transferred to municipal management (府管), they passionately campaigned to manage the Chosŏn people's library purely with Chosŏn hands but failed to achieve their goal due to prohibition by the authorities (당곀­). Their plan to open summer universities (夏期大學) in major cities across the country using this summer also seems likely to be halted because many committee members and members are currently imprisoned (抱禁中) due to the June 10th Incident (6월 10일 사건). In any case, the fact that many members of this society participated in this June incident is noted by everyone. The current number of members is 509 (as of June), the office is at 98 Kyŏnji-dong, Kyŏngsŏng-bu, and the committee members are **Yang (imprisoned), Kwŏn O-ton, Kim Pok-i, Yi Sŏn-ho (imprisoned), Pak Tu-jong (imprisoned), Pak In-ja, Yu Myŏn-hŭi (imprisoned), Pak Ha-gyun, Ch'oe Sŭng-ik, Kwŏn T'ae-sŏng (imprisoned), and 9 others. The work is reportedly divided into five departments: general affairs, library, editing, investigation, and projects. <50>

Seoul Student Club (서울學生俱樂部)
The Seoul Student Club, organized by students of middle school level and above within Kyŏngsŏng, first let out its baby cry (呱呱의 聲을 發하얏다) on November 10, 1925. The purpose of the club is "to promote friendship among students and develop the three aspects of virtue, intellect, and physical education (德智體 3育)," and its activities so far are said to include holding lectures (講座) and providing aid to struggling students (苦學生). The number of members is about 80, the managers (幹事) are Ch'oe Mun-hyŏk, Nam Man-sŏng, Kim Ku-gye, Kim Ch'ang-su, Kwŏn Hyŏk, and 7 others, and its location is 18 Che-dong within the city.

Kyŏngsŏng Student League (京城學生聯盟)
Initiated on November 17, 1925, and holding its founding general meeting on the 23rd of the same month and year, the Kyŏngsŏng Student League currently boasts a membership of over 300 and is located at 39 An'guk-dong (安國洞). Organized with students of middle school level and above within Kyŏngsŏng, its platform (강령) was (1) We shall strive for mutual solidarity and connection through the spirit of mutual aid (相互扶助), (2) We shall strive for the research and dissemination of scientific thought and the self-determination (自決) of current problems, and (3) We shall strive for the necessary training to become brave vanguards (前衛) and workers (役軍) in the future society. The executive committee members are Yi Ki-yong, Yi Kyŏng, Pak Rin-sik, Yi Pong-un, Kim Chong-sŏng, * Kwan-jin, Ch'oe Sae-rok, and 10 others. Their planned projects included publishing a student movement magazine and pamphlets (팜플레트), holding monthly lectures, matters concerning support for struggling student groups (苦學生團體), etc.

Hakch'asa (學車社)
Hakch'asa, organized with a membership system of regular (普通) and supporting (贊助) members (社友), encompassing male and female students who study student issues and pay attention to the student movement, as well as supporters of mass education, was founded on January 23, 1926. It established its location at 42 Sup'yo-jŏng/chō (水標町) within the city and proclaimed its platform: "Let's build a new culture and new education centered on the masses (大衆 本位)! - A secure life only exists on a scientific foundation (科學的 土臺)! - Tomorrow's world is in the hands of students (學生의 수중)!" and its mission: "Literature, research, criticism, education research, criticism and encouragement, student problem research and resolution, student movement assistance and implementation, scientific research and dissemination of scientific thought." Among the current 121 members, Yi Kwan-hŭi, Kim Ku, Son Sŏng-yŏp, Yi Chi-p'yŏng, Pak No-su, O Hyŏn-p'al, Hong Sun-myŏng, Sŏ Chŏng-gwan, Yu Chin-gŏl, and 6 others serve as responsible members (責任社友), handling administrative affairs. They are preparing to publish the organ "Hakch'a" (學車), pamphlets, and leaflets (리프레트), but the police authorities, for some reason, have recently prohibited all assemblies.

Chosŏn Student Association (朝鮮學生會)
This Chosŏn Student Association is the successor (後身) to the former Student Congress (學生大會). Founded on May 5, 1919, it engaged in many activities until 1922, when, due to a resolution by the so-called Meeting of Kyŏngsŏng Middle School [Principals] (京城中等學校七*長會議), all middle school students were forced to withdraw. Consequently, the association inevitably had to be reorganized solely with students from professional schools (專門學校), and its name was accordingly changed to the current one. Current members encompass students from all professional schools in Kyŏngsŏng, so their number is quite large (頗多). There are three committee members selected from each school, totaling 36. The standing committee members (常務) are Pak Yŏng-wŏn and Yi Pyŏng-nip (imprisoned). Its platform and projects are similar to other student groups and offer nothing particularly distinctive. The current hall is in Kyŏnji-dong within the city.
The general situation of student groups in the capital is as described above. What warrants attention here is the Konghakhoe (共學會), founded on May 25, 1925, and forced to dissolve by order of the police authorities on October 5 of the same year. Although this society had only 63 members and its existence was short-lived, its organization was highly systematic (有氣的), attracting the authorities' attention, and most members held new ideologies and thoughts (새主義 새사상). Consequently, the clear establishment of a new planning direction for the student movement also began with this society. Due to circumstances, the introduction ends here. Furthermore, student groups with regional characteristics and religious student groups are deferred to a later date and omitted here. <51> <50-51>

**Summary**

This 1926 article from the magazine *Kaebyŏk* provides an overview of major student organizations active in Kyŏngsŏng (colonial Seoul). It details the formation, objectives, leadership, membership size, activities, and struggles faced by groups like the Chosŏn Student Scientific Research Society (later Scientific Research Society), Seoul Student Club, Kyŏngsŏng Student League, Hakch'asa, and Chosŏn Student Association. The article highlights the strong nationalist and social consciousness within these groups, their focus on scientific thought, education, mutual aid, and addressing student issues, as well as the constant surveillance, suppression (including forced dissolution and arrests of members, particularly related to the June 10th Incident), and interference by Japanese colonial police authorities. For historians, the article is valuable as a primary source documenting the landscape of organized student activism in colonial Korea during the mid-1920s. It reveals the students' resilience, ideological leanings (mentioning "new ideologies"), organizational structures, specific activities (like planning summer universities or aiding poor students), and the significant role they played in nationalist and social movements, despite heavy-handed colonial control exemplified by censorship, forced name changes, and arrests. The mention of the short-lived but influential Konghakhoe indicates the authorities' sensitivity to ideologically driven student groups.

**Named Entities**

光武時代	광무시대	Kwangmu era
잡지명	개벽 제72호
발행일	1926년 08월 01일
기사제목	在京學生團軆의 內面
필자	一記者
기사형태	소식

在京學生團軆의 內面
						一記者
조선에 학생운동이 닐어나기는 벌서 20여 년 전 즉 光武時代로부터 비롯하얏다. 그러나 그 때의 운동은 단순히 一學校 또는 一地方을 限局하야 닐어낫고(例如 某校學生親睦會, 某地方學生親睦會, 某地留學生會 等) 그의 목적도 但히 友誼敦睦 지식교환 등에 불과하얏슴으로 일반사회적으로 이러타 할 기관은 別無하얏다. 그러다가 日韓合邦을 際하야 寺內式의 소위 무단정치가 실시되며 조선인의 일절 언론집회가 여지업시 압박을 당하는 동시에 학생의 운동도 표면상 其 頭를 *치 못하게 되엿더니 己未運動이 닐어나자 학생의 운동은 噴火口의 再燃과 如히 일시 격렬하야 세인의 이목을 聳動함이 한두번이 안이엿고 그 후에는 다시 시대사조의 자극을 受하야 조직적 기관을 형성하고 사회적 연락을 취하야 만흔 활동을 개시하고 잇다. 이제 우리는 새삼스럽게 다시 그를 논평치 안이하고 다만 在京學生團體의 槪容을 擧하야 잠간 일반에 소개할 뿐이다.

朝鮮學生科學硏究會
一. 科學硏究, 科學思想의 보급을 期함
一. 조선 학생의 사상통일, 互相團結을 圖함
一. 인간본위교육의 실현과 조선 학생의 당면한 문제의 해결을 期함
右 3항을 강령으로 한 朝鮮學生科學硏究會는 1925년 9월 27에 京城 嘉會洞 **敎堂 內에서 비로소 發起總會를 開하얏섯다. 그러나 만사를 자기네의 마음대로 하는 경찰 당국은 *塗한 이유로 同月 31일에 돌연히 해산을 命함으로 일시 해산의 역경에 在하다가 간부 及 회원 諸氏의 盡瘁로 解除運動을 개시한 결과 「朝鮮」이란 두 글자를 삭제하고 부활케 되야 同年 11월 4일에 시내 堅志洞 侍天敎堂에서 다시 創立總會를 開하고 세상에 그의 간판을 나타나게 되엿다. 同會는 産出이 그와 가티 문제가 多端한 동시에 일의 진행이 또한 문제가 만핫다. 京城圖書館이 府管으로 넘어갈 때에도 조선인의 도서관을 순조선인의 손으로 경영하랴고 열중 운동하다가 당곀­의 금지로 목적을 達치 못하고 금년 夏期를 이용하야 전국 중요 도시에서 夏期大學을 개설하랴던 것도 6월 10일 사건으로 위원 及 회원 다수가 抱禁 중에 在함으로 또한 중지에 至할 것 갓다 한다. 하여간 이번 6월 사건에 그 會의 회원이 다솀˜ 참가된 것은 세인이 다 주목하는 바이다. 현재 회원수는 509인,(6월 현재) 사무소는 京城府 堅志洞 98번지, 위원은 **陽 (抱禁中) 權五敦, 金福伊, 李先鎬(抱禁中), 朴斗鍾(抱禁中), 朴仁子, 柳冕熙(抱禁中), 朴河鈞, 崔承翼, 權泰晟(抱禁中) 외 9인이오 사무의 부문은 서무, 도서, 편집, 조사, 사업 등 5부로 分하얏다 한다.＜50＞

서울學生俱樂部
京城 內 중등 이상 정도의 학생으로 조직한 서울學生俱樂部는 1925년 11월 10일에 비로소 呱呱의 聲을 發하얏다. 그 會의 목적은 「학생간의 친목을 圖하고 德智體 3育을 계발」함에 잇고 아즉까지 하는 일은 講座問催, 苦學生 援助 등이라 한다. 회원수는 약 80여명, 幹事는 崔文革, 南晩星, 金龜溪, 金昌洙, 權赫, 외 7인이고 위치는 府內 齊洞 18번지다.

京城學生聯盟
1925년 11월 17일에 발기되야 仝年 仝月 23일에 創立總會를 開한 京城學生聯盟은 현재 회원수가 300여명의 다수에 달하고 위치를 安國洞 39번지에 置하얏다. 조직을 京城 內 중등 이상 정도의 학생으로 하고 강령은 (1)我等은 相互扶助의 정신으로서 互相團結과 연락을 期하고 (2)我等은 科學思想의 연구, 보급과 당면문제의 自決을 期하며 (3)我等은 미래 사회에 용감한 前衛의 役軍될 필요한 훈련을 期함이엿다. 집행위원은 李起龍, 李景, 朴燐式, 李奉運, 金鍾聲, *寬珍, 崔灑落 외 10인이오 사업의 계획은 학생운동잡지 及 팜플레트 발행, 매월 講座開催, 苦學生團體 應援에 관한 事 等이엿다.

學車社
학생문제를 연구하고 학생운동에 유의하는 남녀 학생과 밋 대중교육가 유지를 망라하야 普通, 贊助 2종의 社友制로 조직된 學車社는 1926년 1월 23일에 창립되야 其 位置를 府內 水標町 42번지에 置하고 「大衆 本位의 新文藝 新敎育을 건설하자- 안전한 생활은 오즉 과학적 토대에서- 明日 세상은 학생의 수중에로」라는 강령과 「文藝, 硏究, 評論, 敎育硏究, 評論及獎勵, 學生問題硏究 及 解決, 學生運動鞭助 及 實着, 科學硏究 及 科學思想普及」의 사명을 선포하얏다. 현재 社友 121人인 중 李觀熙, 金鳩, 孫盛燁, 李之平, 朴魯洙, 吳鉉八, 洪淳明, 徐廷觀, 柳震杰 외 6인이 責任社友로 잇서 사무를 처리하고 기관지 「學車」 及 팜프레트르, 리프레트를 발행 준비중인데 경찰당국에서는 무슨 것을 이유로 함인지 近日에 일절 집회를 금지하고 잇다.

朝鮮學生會
이 朝鮮學生會는 元 學生大會의 後身으로 1919년 5월 5일에 창립되야 만흔 활동을 하다가 1922년에 至하야 소위 京城中等學校七*長會議의 결의로 중학생 전부가 退會치 안이치 못하게 되매 同會는 부득이 專門學校 학생으로만 조직하게 되고 따라서 會名도 현재의 會名과 가티 변경하게 되엿다. 현재의 회원은 京城 各 專門學校 학생을 망라하얏슴으로 其 數가 頗多하고 위원은 每校에 三人式 선정하야 凡 36인인데 常務는 朴榮遠, 李柄立(抱禁中) 兩君이요 강령과 사업은 다른 학생 단체와 서로 비슷하야 별로 특색이라 내세울 것이 업다. 현재 회관은 시내 堅志洞
在京學生團體의 개황은 이상과 如하거니와 玆에 주의할 바는 1925년 5월 25일에 창립되엿다가 仝年 10월 5일에 경찰 당국의 명령으로 해산을 당한 共學會나 同會는 회원이 불과 63인이오. 운명이 또한 길지 못하얏스나 당국에서 주의하니만콤 조직이 매우 유기적이엿고 회원이 多部分 새主義 새사상을 가젓섯다. 따라서 학생운동의 計劃線이 선명하게 새로 서기도 이 會로부터 始하얏다. 그 소개는 사정에 의하야 다만 이에 그칠 뿐이오. 또 지방적 색채를 帶한 학생단체와 종교적 학생단체는 後日로 讓하고 玆에 略한다. ＜51＞ ＜50-51＞
