잡지명	개벽 제67호
발행일	1926년 03월 01일
기사제목	一九一七年 二月의 露西亞 (Russia in February 1917)
필자	道友
기사형태	소식 (News/Report)

Russia in February 1917
						Toyu

As the war brought only failure day after day, the Russian bourgeoisie could no longer trust their allies, such as the monarchical government. Their once fervent "patriotism" gradually cooled, and an attitude of opposition towards the government began to appear within their ranks. In November 1916, voices first emerged in the National Assembly demanding the formation of a new cabinet trusted by the entire nation. Sŭt'ulmerŭ resigned. His place was taken by P'ŭrottoppoppop'u. The restless attitude of the bourgeoisie simply grew. In opposition, the government dissolved their representative meeting scheduled to convene in Mossŭk'ŭba. Signs of opposition began to appear even within the palace. The imperial family and the nobility in general were deeply fearful that Rassŭpputchin's continuous "holy work" in the Emperor's household would completely ruin monarchism. Soon, they assassinated Rassŭpputchin and frequently convened secret meetings to prepare for "XXXX". At this time, the discontent of the working class reached its peak, and the situation was such that riots could break out at any moment. The bourgeoisie had to choose between two OOs: "Palace OO" and "National OO". The bourgeoisie did not waver for long. It was clear that in that situation, the nobility were their natural allies. The nobility also realized this. Preserving the monarchy and merely moving the crown from one head to another would rescue both the bourgeoisie and the nobility from the war externally and from OO internally. At a secret meeting of "social activists" convened in Mossŭk'ŭba, a leader of the Constitutional Democratic Party (Bourgeois Party) openly stated, "It is right to ally with the Imperial House rather than shake hands with the people," and "OOOO is more necessary than OO." This was the common thought of those gathered at that time. However, OO gradually raised its head. On February 14th (1917), the National Assembly once again voiced the need to reorganize the cabinet. In response, the workers began to move from words to actual practice.<57> Thus, they first decided to hold a demonstration, which was already impossible to proceed with, on February 17th. The food crisis in the capital worsened. The workers could endure no longer.

On February 23rd, the workers of Pet'ŭrogŭradŭ came out onto the streets shouting, "Give us bread!" From this day, the February Revolution began. Factories ceased operations. The streets were overflowing with people. The army and police were fully mobilized. The first clash occurred between workers and police. On this day, the Cossacks, who had brutally suppressed riots during the First Russian Revolution in 1905, decidedly did not turn their guns on the people. On the 25th, real street fighting broke out here and there. The movement, founded on hunger, gradually took on a political color. The shouts of "Give us bread!" mingled with shouts of "Bury the autocracy!" The number of red flags flying above the crowds grew steadily. The unrest soon began to spread to the army. By the 26th, the government attempted to firmly suppress the rising revolutionary movement. From 3 PM, general firing of rifles and machine guns began. The streets turned into a world of blood. On the 27th, the army decisively came over to the side of the workers. The revolutionary army occupied the arsenal and also seized the Pet'ŭrop'aŭllobŭssŭkki Fortress, releasing the political prisoners held there. On the 28th, the garrison of Ch'arŭsskoye, where the Emperor was staying, rose up.

As the revolution achieved victory, the fear of the nobility and the bourgeoisie grew. On one hand, the Empress informed the Emperor at the front lines of the daily events by telegram, and on the other hand (on the 26th), the President of the National Assembly, Rotchyankko, telegraphed, "The situation is very dangerous. - The capital is in chaos. - Please entrust the formation of a new cabinet to a trustworthy person." Even at this time, the bourgeoisie still clung to the thought that if the Emperor made concessions, as in the winter of 1916, they could form a new cabinet and show that the bourgeoisie had saved the state from chaos. To Rotchyankko's telegram, the Emperor replied with an order to dissolve the current National Assembly and hold elections for new deputies within April. Although the Emperor showed no sign of making such concessions, the bourgeoisie strove to make him yield rather than joining the populace to reject him. Thus, a second telegram was sent: "The situation grows increasingly perilous. Swift measures must be taken. Tomorrow will be too late. The final hour for the homeland and the Emperor has arrived." It was indeed too late. The bourgeoisie came to realize this too. <58> The revolution relied on the bayonets of the army. General Iwanop'u attacked Ch'arŭsskoye once on March 1st (March 14th by the solar calendar) but met with failure. The bourgeoisie had no choice but to recognize the revolution. Following Pet'ŭrogŭradŭ, revolutions broke out in Mossŭk'ŭba and throughout the country, achieving victory everywhere without much difficulty. For this reason, the February Revolution is even called the "Bloodless Revolution."

Although the revolution achieved victory, because contradictions arising from class interests strongly asserted themselves, two organizational centers, namely governments, emerged from the first day. On the 27th, the National Assembly organized the Provisional Executive Committee. Among the committee members, the only socialists were Kkerenssŭkki (Socialist Revolutionary Party) and Ch'ŭheitche (Menshevik). On the day it was organized, it inquired of the entire nation with the words, "We believe the general public and the army will provide much help in organizing the new government." The thought of monopolizing the nation's sovereignty completely filled the minds of the bourgeoisie. However, the workers in blue clothes and the common soldiers in worn-out uniforms blocked the way, preventing them from achieving their desire.

On the same day the bourgeoisie's Provisional Executive Committee was organized, the Council (Soviet) of Workers' and Soldiers' Deputies arose in Pet'ŭrogŭradŭ. The chairman was Ch'ŭheitche, and the vice-chairman was Kkerenssŭkki. Soviets were subsequently organized following the Pet'ŭrogŭradŭ model in Mossŭk'ŭba and other places. The number grew from 82 in March to 386 by June. The Pet'ŭrogŭradŭ Soviet also soon proclaimed its formation to the entire nation, stating the need to wash away the old sovereignty down to its foundations and to implement complete "universal suffrage," which the bourgeoisie was reluctant to speak of, in order to convene a "Constituent Assembly."

Thus, the issue of organizing a new government stood equally large before these two centers that had emerged separately. To resolve this issue, representatives of the Executive Committee and the Soviet met together on the night of the 28th. The bourgeoisie sought to seize sovereignty but feared democracy, while democracy, fearing its own weak organization, did not seek to seize sovereignty. The meeting ended in mutual compromise. The bourgeoisie would organize a government with its representative figures and implement the democratic platform (freedom of assembly, speech, association, strike, etc.; abolition of class, religious, and ethnic discrimination; non-disarmament of revolutionary troops and keeping them in the capital; prompt convocation of the Constituent Assembly, etc.), while the Soviet would supervise the government's activities <59> and have the right to veto unsuitable ministerial candidates.

Through such compromise, the so-called Provisional Government was organized on March 2nd. Among the ministers, only Kkerenssŭkki was a socialist. However, this compromise was merely external. The conflict of interest between those upholding the revolution and those driving it inevitably remained as it was. The contradiction became clearly revealed in two issues closely related to the revolution. One was the issue concerning the form of government, and the other was the issue concerning the war.

As previously written, the bourgeoisie did not participate in the revolution to destroy the monarchy and build a republic, but only to force Nikollai to abdicate and install another monarch as the head of state. Therefore, the representatives sent from the Provisional Government to Nikollai returned dancing with joy after receiving the imperial edict stating, "I entrust the state to our younger brother Mihail." That was the ultimate goal of the bourgeoisie. However, the workers had not fought merely to change the location of the crown. Therefore, the Pet'ŭrogŭradŭ Soviet soon demanded Mihail's abdication from the Provisional Government as well. Inevitably, Mihail also had to abdicate without even having the leisure to consider accession.

So much respect for the former monarch remained within the Provisional Government that Nikollai traveled freely here and there and even exchanged coded communications with the Empress. The Pet'ŭrogŭradŭ Soviet was again compelled to demand that the government render Nikollai harmless. Thus, on March 7th, an arrest warrant for Nikollai was issued, and he was taken to Ch'arŭsskoye and confined there. With this, Rosia became an irrevocably established republic.

Regarding the issue of the war, the perspectives of the bourgeoisie and the workers pointed in diametrically opposite directions. The bourgeoisie participated in the revolution to carry the war through to victory. The speech by National Assembly President Rotchyankko, "Let us organize a new government that will set the nation on the path to victory," and furthermore, the words written in the Provisional Government's first proclamation, "People and soldiers of Rosia! The fate of the nation is in your hands. We trust that you will give much help to the government you organized in the task of leading you onto the path of victory," clearly stated the hopes of the bourgeoisie. The workers did not shed blood for a "war" that only benefited the capitalists. Their objective was to put an end not only to the monarchy but also to the war. (Continued on page 56) <60>

On March 14th, the Pet'ŭrogŭradŭ Soviet sent a manifesto to the peoples of the world. The manifesto reported the news that Russian democracy had permanently buried the tyranny of the monarch, widely declared that Rosia was "no longer the gendarme of Europe," called on others to "cast off the bonds of autocracy like the Russian people, cease being tools of coercion, and end the war," and concluded with the cry, "Workers of the world! Over the mountains of our brothers' corpses, across the rivers of innocently shed blood and tears, through the still-smoking ruins of cities and villages, past the vanished treasures of culture, we extend our hand first to our brothers and call for forging firm worldwide solidarity. This is the foundation for future victory and the liberation of humankind. Proletarians of all countries, unite!"
Thus, following the conflict between monarchism and republicanism, the conflict between aggressionism and internationalism arose. Such contradictions never end smoothly. That contradiction reached its resolution in the October Revolution. (End) <56>
<57-60,56>

**Summary**

This 1926 article from the Korean magazine *Kaebyŏk* provides a detailed account of the February 1917 Russian Revolution. Written by "Toyu" (道友 - Comrade/Friend), it describes the growing discontent among the bourgeoisie and workers leading up to the revolution, the key events from February 23rd to early March (demonstrations, strikes, military defections, street fighting, abdication of the Tsar), and the establishment of dual power between the bourgeois Provisional Government and the Petrograd Soviet of Workers' and Soldiers' Deputies. The article highlights the fundamental conflict between these two bodies, particularly regarding the continuation of World War I, portraying the bourgeoisie as wanting victory and the workers/Soviet seeking peace and an end to capitalist wars, ultimately foreshadowing the October Revolution.

From the perspective of Korean colonial history, this article is significant. Published in *Kaebyŏk*, a magazine known for its nationalist and sometimes socialist-leaning content, during the Japanese occupation, a detailed report on a successful popular revolution overthrowing an autocratic regime could serve as both information and inspiration. The focus on class struggle, the mobilization of workers and soldiers, and the critique of imperialism ("aggressionism") and war would have resonated with Korean intellectuals and activists grappling with Japanese colonial rule and exploring different ideologies for national liberation. The presence of censored words (OO, XXXX) suggests that even reporting on foreign events touched upon sensitive themes like revolution and regime change, possibly monitored by colonial authorities.

**Named Entities**

露西亞	러시아	Rosia
召集하여야 되리라	소집하여야 되리라	Must be convened
解決	해결	Resolution; Solution
爲하여	위하여	For the sake of; In order to
밤에	밤에	At night
代表	대표	Representative
모이어	모이어	Gathering (older spelling)
會議	회의	Meeting; Conference
열엇다	열었다	Opened; Held (older spelling)
데모크라시	데모크라시	Democracy (loanword transliteration)
무서워 하엿고	무서워 하였고	Feared (older spelling)
아즉	아직	Still; Yet (older spelling)
弱함	약함	Weakness
怯내여서	겁내어서	Being afraid (older spelling)
잡고저 안하엿다	잡고자 않았다	Did not seek to grasp/seize (older spelling)
互相讓步	호상양보	Mutual concession
그첫다	그쳤다	Stopped; Ended (older spelling)
自己	자기	Oneself; Own
代表人物	대표인물	Representative figures
綱領	강령	Platform; Program
集會	집회	Assembly; Meeting
言論	언론	Speech; Press
結社	결사	Association; Organization
罷工	파공	Strike (labor)
階級	계급	Class (social)
宗敎	종교	Religion
民族	민족	Ethnicity; Nation
差別	차별	Discrimination
업샐 것	없앨 것	To abolish; Thing to be abolished (older spelling)
革命軍隊	혁명군대	Revolutionary army
武裝	무장	Armament; Arms
解除	해제	Disarmament; Lifting (of restrictions)
京城內	경성내	Within the capital city
그냥둘 것	그냥 둘 것	To leave as is; Thing to be left alone
監督	감독	Supervision; Oversight
不適한 者	부적한 자	Unsuitable person
總長候補	총장 후보	Ministerial candidate
取消	취소	Cancellation; Revocation
하기로 하엿다	하기로 하였다	Decided to do (older spelling/form)
臨時政府	임시정부	Provisional Government
社會主義者	사회주의자	Socialist
妥協	타협	Compromise
外面的	외면적	External; Superficial
運轉	운전	Driving; Operation (here figurative: guiding)
關係	관계	Relation; Connection
어쩔 수 업시	어쩔 수 없이	Unavoidably; Inevitably (older spelling)
그대로를 니고 잇섯다	그대로를 지니고 있었다	Carried it as it was; Retained it (older spelling/form)
환하게	환하게	Clearly; Brightly
政軆	정체	Political system; Form of government
關한	관한	Concerning; Regarding
戰爭	전쟁	War
쓴 바와 가티	쓴 바와 같이	As was written (older spelling)
破壞	파괴	Destruction
共和國	공화국	Republic
建設	건설	Construction; Establishment
叅與한	참여한	Participated (older form of 참여)
退位식히고	퇴위시키고	Forcing abdication
달은	다른	Other; Different (older spelling)
國翁	국옹	Head of state (lit. national elder/father, used for monarch here)
모시려한	모시려 한	Intended to serve/install
그러매	그러매	Therefore; Thus (archaic conjunction)
勅書	칙서	Imperial edict
바다가지고	받아가지고	Having received (older spelling/form)
最大目的	최대 목적	Ultimate goal; Main objective
싸운	싸운	Fought
그럼으로	그러므로	Therefore (older spelling)
要求	요구	Demand; Request
卽位	즉위	Accession to the throne
餘暇	여가	Leisure; Spare time
敬意	경의	Respect; Reverence
얼마나	얼마나	How much
남아 잇섯던지	남아 있었던지	Remained (older spelling/form)
任意로	임의로	At will; Freely
단이엇스며	다니었으며	Traveled around (older spelling/form)
暗號通信	암호통신	Coded communication
危險치 안케	위험치 않게	Harmless; Not dangerous (older spelling)
만들라는	만들라는	To make (imperative/request form)
逮捕令	체포령	Arrest warrant
나리어	내리어	Issuing (older spelling of 내리어)
실어다	실어다	Loading and taking; Transporting
가두어 두엇다	가두어 두었다	Confined; Locked up (older spelling)
움즉이지 못할	움직이지 못할	Unable to move; Irrevocable (older spelling)
되여 버렷다	되어 버렸다	Became completely (older spelling/form)
視線	시선	Line of sight; Perspective
正反對方面	정반대 방면	Exactly opposite direction
向하엿섯다	향하였었다	Had been directed towards (older spelling/form)
勝利에까지	승리에까지	Unto victory
끌어가려고	끌어가려고	Intending to lead/drag towards
演說	연설	Speech; Address
宣佈文	선포문	Proclamation text
國民	국민	People; Nation
軍人	군인	Soldier
運命	운명	Fate; Destiny
손에 잇슴니다	손에 있습니다	Is in the hands of (older spelling/form)
引導	인도	Guidance; Leading
明確히	명확히	Clearly; Explicitly
노흔 것이엇다	놓은 것이었다	Was what was stated/placed (older spelling/form)
資本家	자본가	Capitalist
利益	이익	Profit; Benefit
爲하야	위하여	For the sake of (older spelling)
흘리지 안핫다	흘리지 않았다	Did not shed (older spelling)
끗을 매즈려는	끝을 맺으려는	Intending to conclude/end (older spelling)
目的	목적	Objective; Purpose
世界人民	세계인민	Peoples of the world
檄文	격문	Manifesto; Proclamation
보내엿다	보냈다	Sent (older spelling)
데모크라시	데모크라시	Democracy
橫暴	횡포	Tyranny; Oppression
永히	영히	Eternally; Forever
消息	소식	News; Tidings
憲兵	헌병	Gendarme; Military police
널니	널리	Widely (older spelling)
告하고	고하고	Announcing; Telling
갓치	같이	Like; Same as (older spelling)
專制	전제	Autocracy
覊絆	기반	Bonds; Shackles; Yoke
벗어나와	벗어나와	Breaking free from
억지	억지	Coercion; Force
武器	무기	Weapon; Arms
긋치자	그치자	Let's stop; Let's end (older spelling)
부르지졋스며	부르짖었으며	Cried out; Appealed (older spelling/form)
勞働者	노동자	Worker (older form of 노동)
싸힌	쌓인	Piled up (older spelling)
兄弟	형제	Brothers
尸軆	시체	Corpse; Body
無罪히	무죄히	Innocently
흘닌	흘린	Shed (older spelling)
江	강	River
건너로	건너로	Across
烟氣	연기	Smoke (older spelling of 연기)
끈치지 안은	끊치지 않은	Unceasing; Not cut off (older spelling)
문허진	무너진	Collapsed; Ruined (older spelling)
都市	도시	City
農村	농촌	Rural village; Countryside
거처	거쳐	Passing through; Via
업서저 버린	없어져 버린	Disappeared; Vanished (older spelling)
文化	문화	Culture
寶物	보물	Treasure
넘어로	너머로	Beyond; Over
처름	처음	First (older spelling)
내여 밀어	내어 밀어	Extending out (older spelling)
世界的團合	세계적 단합	Worldwide solidarity/unity
굿게	굳게	Firmly; Strongly (older spelling)
지어 노차고	지어 놓자고	Let's build/establish (older spelling/form)
絶叫	절규	Scream; Earnest appeal
將來	장래	Future
解放	해방	Liberation; Emancipation
基礎	기초	Foundation; Basis
萬國	만국	All nations; International
無産者	무산자	Proletarian (lit. propertyless person)
團結	단결	Unity; Solidarity
侵略主義	침략주의	Aggressionism; Imperialism
國際主義	국제주의	Internationalism
衝突	충돌	Conflict; Clash
順順히	순순히	Smoothly; Obediently
긋치지 안는	그치지 않는	Does not end (older spelling)
解決을 어덧섯다	해결을 얻었었다	Had obtained resolution (older spelling/form)
-e 

---------------------------


잡지명	개벽 제67호
발행일	1926년 03월 01일
기사제목	一九一七年 二月의 露西亞
필자	道友
기사형태	소식

一九一七年 二月의 露西亞
						道友
戰爭은 날마다 失敗만 가저오매 로시아 불죠아는 君主政府가튼 同盟軍을 더 미들 수 업게되엿다. 그리 熱烈히 끌턴 그의 『愛國心』은 漸漸 식어가며 그의 隊列에서는 政府에 對한 反對的態度가 나타나기 始作하얏다. 1916年 11月에 國會席上에서 처음으로 全國民이 信任하는 新內閣을 組織하여야 되겟다는 소리가 나왓다. 「스툴메르」는 辭職하얏다. 그의 자리는 「프로또뽀뽀푸」가 차지하게 되엿다. 불죠아의 不穩態度는 그낭 잘앗다. 政府는 그의 對抗으로 「모쓰크바」에 召集될 그들의 代表會를 解散식혓다. 反對의 態度는 宮內에서도 보이기 始作하엿다. 皇帝의 家庭에서 繼續되는 「라쓰뿌찐」의 『거륵한 事業은 君主主義를 아조 零落식힌다』고 皇族과 貴族一般이 甚히 怯을 내엿섯다. 니어 「라쓰뿌찐」을 暗殺하고 頻頻히 秘密會議를 召集하여 『XXXX』을 準備하얏다. 이때 勞働階級은 不平이 極度에 이르러 暴動이 곳 일어날 形便에 잇섯다. 불죠아는 「宮內OO」과 「全國民OO」두 OO間에서 어느 것이나 골으게 되엿다. 불죠아는 오래 彷徨하지 안엇다. 그 形便에 잇서서는 貴族과 저의들이 天然的同盟軍임이 환하엿다. 이것은 貴族도 覺悟하엿다. 君主制度를 保全하고 冕冠만 이 머리에서 저 머리로 옴겨 노음이 불죠아나 貴族을 外로 戰爭에서 內로 OO에서 救出하여 줄 것이엇다. 모쓰크바에 秘密히 召集되엿던 『社會事業者』會議에서 立憲民主黨(볼죠아黨)의 한 首領이 露骨的으로 말하기를 『國民과 握手함 보다 皇室과 同盟함이 올슴니다』 『OO보다 OOOO이 必要함니다』하엿다. 이것이 其時 會集한 者들의 共通的 思想이엇다. 그러나 OO은 漸漸 머리를 들엇다. 國會는 2月 14日(1917年)에 또 한번 內閣을 改造하여야 된다는 소리를 첫다. 이에 勞働者들은 말에서 實地로 옴기어 가기 始作하엿다.＜57＞ 그래서 爲先 이미 進行 못할 示威運動을 2月 17日에 하기로 하엿다. 京內에 食糧恐慌은 甚하여 갓다. 勞働者들은 더 참을 수 업게 되엿다.


2月 23日에 「뻬트로그라드」勞働者들이 『빵을 다구!』 소리를 치며 거리로 나왓다. 이날부터 2月革命이 始作되엿다. 工場들은 業을 긋치엇다. 거리거리마다 사람들이 차고 넘치엇다. 軍隊와 警官들은 全部 出動하엿다. 勞働者와 警官들 사이에 첫 衝突이 일어낫다. 이날에는 1905年 로시아 第一革命時에 騷動鎭壓을 酷毒히 하던 「카자-크」들이 銃槍을 人民에게 決코 돌니지 안엇다. 25日에는 여긔 저긔에서 참으로 市街戰이 일어낫다. 饑餓를 基礎로한 運動은 漸漸 政治的色彩를 띄엿다. 『빵을 다구』 소리는 『專制를 埋葬하여라!』 소리와 석기어졋다. 群衆우에서 날니는 赤旗의 數爻는 점점 만하 갓다. 騷動은 니어 軍隊로 넘어가기 始作하엿다. 26日에 이르러 政府는 닐어나는 革命運動을 단단히 鎭壓하려고 하엿다. 午后 3時로부터 小銃과 機關銃의 總射擊이 始作되엿다. 市街는 血世界로 釁하엿다. 27日에는 軍隊가 勞働者의 便으로 確實히 넘어왓다. 革命軍은 兵器廠을 占領하고 또 「뻬트로빠을 놉쓰끼」要塞을 占領하여 거긔에 갓치어 잇는 政治犯들을 내여노핫다. 28日에는 皇帝가 잇는 「찰쓰꼬예」의 守備隊가 일어낫다.
革命이 勝利를 엇게 됨과 함끠 貴族과 불죠아의 恐怖가 잘앗다. 한 便에서는 皇后가 날마다 되여가는 일을 戰線에 잇는 皇帝에게 電報로 알리며 또 한便에서는 (26日에) 國會長 「롯쟌꼬」가 『形便이 매우 危險함니다.- 京內는 混沌天地임니다. -信用잇는 者에게 新內閣組織을 委任하십시오』라고 電報하엿다. 불죠아는 이때에도 1916年 겨울에처럼 皇帝가 讓步를 하면 新內閣을 組織하여 불죠아가 混沌에서 國家를 救出하엿다함을 보이리라는 生覺을 마지 안엇다. 롯쟌꼬 電報에 皇帝는 現國會를 解散하고 4月 以內로 新國會代議士選擧를 하라는 命令으로 答하엿다. 皇帝가 이러케 양보할 빗출 보이지 안엇스나 民衆과 함끠 皇帝를 排斥하려하지 안코 讓步를 하게 하려고 불죠아는 힘썻다. 그래서 『形便은 漸漸險하여 감니다. 速한 方法을 쓰지 안으면 안되겟슴니다. 來日은 느즐 터임니다. 故國과 皇帝의 마즈막 時間이 當하여 왓슴니다』라고 第二電報를 보내엿다. 實로 느젓다. 불죠아도 이것을 깨달게 되엿다. ＜58＞ 革命은 軍隊의 槍釰을 依支하엿섯다. 이와노푸將軍 「찰쓰꼬예」를 3月 1日(太陽曆으로는 14日)에 한번 攻擊하엿스나 失敗를 當하고 말앗다. 불죠아는 할 일 업시 革命을 承認하게 되엿다. 뻬트로그라드를 따라 모쓰코바와 밋 全國各處에서 革命이 일어나 그다지 힘들지 안케 모도 勝利를 어덧다. 이럼으로 2月革命을 「無血의 革命」이라고 까지 이른다.


革命이 勝利를 어덧스나 階級的 利害關係上 矛盾은 힘잇게 제 소리를 치고 잇섯슴으로 組織的中央 卽 政府는 二個가 첫날로부터 生起여 잇섯다. 27日에 國會는 臨時執行委員會를 組織하엿다. 委員中 社會主義者라고는 께렌쓰끼(社會革命黨), 츠헤잇제(멘세뷔크) 뿐이엇다. 組織된 그날로 全國民에게 『新政府를 組織함에 一般國民과 軍隊는 만흔 도음을 주리라 밋슴니다』라는 말로 問하엿섯다. 全國의 主權을 獨占하겟다는 生覺이 불죠아 腦속에 꼭 차고 잇섯다. 그러나 푸른 옷 입은 勞働者와 부잇부어한 軍服입은 良民이 길을 가로막앗슴으로 所願을 成就하지 못하게 되엿다.
불죠아의 臨時執行委員會가 組織된 그날에 메트로그라드에서 勞, 軍, 代議會(쏘베트)가 일어낫다. 議會長은 츠헤이제이 엇고 副會長은 께렌쓰끼엇다. 쪼베트는 뻬市를 따라 모쓰크바와 其外 各處에서 니어니어 組織되엿다. 3月에 82個이던 것이 6月에는 벌서 386個에 일으럿섯다. 뻬르로그라드의 쏘베트도 곳 全國民에게 組織되엿슴을 宣佈하여 舊主權을 基址까지 남지안케 싯처버리자는 것과 불죠아 말하기 실혀하는 完全한 『普通選擧』를 實施하여 『創造會』를 召集하여야 되리라는 必要를 말해 두엇다.
이 가티 各各히 나선 두 中央의 압헤는 新政府 組織의 問題가 꼭 가티 크게 서고 잇섯다. 이 問題를 解決하기 爲하여 28日 밤에 執行委員會와 쏘베트의 代表들이 함끠 모이어 會議를 열엇다. 불죠아는 主權을 잡으려 하면서 「데모크라시」를 무서워 하엿고 「데모크라시」는 아즉 組織이 弱함을 怯내여서 主權을 잡고저 안하엿다. 會議는 互相讓步함에서 그첫다. 불죠아는 自己의 代表人物로써 政府를 組織하여 데모크라시의 綱領을 (集會, 言論, 結社, 罷工 等에 對한 自由, 階級, 宗敎, 民族上 差別을 업샐 것 革命軍隊의 武裝을 解除치 말며 京城內에 그냥둘 것 創造會를 速히 召集할 것 等) 實施케하고 쏘베트는 政府의 事業을 監督하며 ＜59＞ 不適한 者 總長候補를 取消케 하기로 하엿다.
이러하게 妥協으로 3月 2日에 所謂臨時政府가 組織되엿다. 總長中에는 께렌쓰끼 한 아 이 社會主義者이엇다. 그러나 이 妥協은 오즉 外面的이엇다. 革命을 들고 잇는 者와 運轉하는 者와의 利害關係는 어쩔 수 업시 그대로를 니고 잇섯다. 矛盾이 환하게 들어나기는 革命과 密接한 關係가 잇는 二個問題에서 이엇다. 一은 政軆에 關한 問題이엇고 一은 戰爭에 關한 問題엇다.


이미 쓴 바와 가티 불죠아는 君主國을 破壞하고 共和國을 建設하려 革命에 叅與한 것이 안이라 다만 『니꼴나이』를 退位식히고 달은 君主를 國翁으로 모시려한 것이다. 그러매 臨時 政府에서 니꼴나이에게로 보낸 代表들은 『우리 아우 미하일에게 國家를 委任하노라』는 勅書를 바다가지고 춤추며 돌아 왓섯다. 불죠아의 最大目的은 그 뿐이엇다. 하나 勞働者들은 冕冠의 位置를 옴기려고 싸운 것이 안이엿다. 그럼으로 뻬쏘베트는 곳 「미하일」의 退位까지 臨時政府에 要求하엿다. 할 일 업시 미하일도 卽位에 對한 生覺도 하여볼 餘暇업시 退位부터 하엿다.
舊君主에게 對한 敬意는 臨時政府에 얼마나 남아 잇섯던지 니꼴나이는 任意로 이곳저곳 단이엇스며 皇后와 暗號通信까지 하엿다. 뻬 쏘베트는 또 니꼴나이를 危險치 안케 만들라는 要求까지 政府에 하게 되엿다. 그래서 3月 7日에 니꼴나이 逮捕令을 나리어 「찰쓰꼬예」에 실어다 가두어 두엇다. 이에 로시아는 더 움즉이지 못할 共和國이 되여 버렷다.


戰爭에 對한 問題에도 불죠아 勞働者의 視線이 正反對方面으로 向하엿섯다. 불죠아는 戰爭을 勝利에까지 끌어가려고 革命에 叅與하엿다. 國會長 롯쟌꼬의 『國家를 勝利의 길에 내세울 新政府를 組織합시다』라던 演說과 더욱 臨時政府 첫 宣佈文에 쓴바 『로시아 國民과 軍人이여! 國家의 運命은 당신들의 손에 잇슴니다. 당신들이 組織한 政府로 하여곰 당신들을 戰勝의 길로 引導하는 事業에 만흔 도음을 주기를 밋슴니다』한 것이 불죠아의 希望을 明確히 말해 노흔 것이엇다. 勞働者는 資本家에게만 利益을 주는 「戰爭」을 爲하야 피를 흘리지 안핫다. 君主와 뿐 안이라 戰爭과도 끗을 매즈려는 것이 그들의 目的이엇다.(以下 56頁에) ＜60＞
3月 14日에 뻬 쏘베트에셔 全世界人民에게 檄文을 보내엿다. 격문에는 로시아 데모크라시가 君主의 橫暴를 永히 埋葬하엿다는 消息을 쓰고, 로시아는 다시는 『歐洲의 憲兵이 안이라』 널니 告하고 『로시아 國民과 갓치 다 專制의 覊絆을 벗어나와 억지의 武器가 되지말고 戰爭을 긋치자』 부르지졋스며 『全世界勞働者들아! 山갓치 싸힌 兄弟들의 尸軆위로 無罪히 흘닌 피와 눈물의 江 건너로 아즉 烟氣가 끈치지 안은 문허진 都市와 農村을 거처 업서저 버린 文化의 寶物넘어로 兄弟에게 처름 손을 내여 밀어 世界的團合을 굿게 지어 노차고 絶叫한다. 이것이 將來의 勝利와 人類解放의 基礎이다. 萬國의 無産者들은 團結할 지어다!』라는 말로써 글을 맛치엇다.
이 갓치 君主主義와 共和主義의 衝突되는 侵略主義와 國際主義와의 衝突이 니어 일어낫다. 이러한 矛盾은 언제든지 順順히 긋치지 안는 것이다. 그 矛盾은 10月革命에 일으어 解決을 어덧섯다.(끗)＜56＞
＜57-60,56＞
