Magazine Title: 三千里 第七卷 第六號
Publication Date: 1935년 07월 01일 (July 1, 1935)
Article Title: 三千里 社交室 (Samch'ŏlli Social Room)
Article Type: 잡저 (Miscellaneous writing/jottings)

三千里 社交室 (Samch'ŏlli Social Room)
Starting this month, we have established a Social Room. This is intended to be a place similar to a "smoking room," where figures from all classes of the peninsula—thinkers, financiers, writers, educators, etc.—can converse lightly and freely without any constraints. Therefore, this month, we have primarily recorded, in no particular order, snippets gathered during conversations between our company's reporters and various notable figures. Next month, we will change the format, selecting pairs of figures who fit well together in combination, and publish one dialogue from each pair.

General Suetsugu's Yi Sun-sin

Mr. Song Chin-u says—Although it was widely reported in the Ōsaka Mainichi Shinbun, when Admiral Suetsugu was the Commander-in-Chief of the Combined Fleet, he gave a speech at a public hall somewhere, either in Osaka or Tokyo. At that time, he highly praised Yi Sun-sin's strategy and tactics as rare in all ages, saying, "Yi Sun-sin of the East (東洋) is a greater commander than Nelson of the West (西洋)." Perhaps it's a case of a great commander recognizing another great commander.

Plan for the Realization of a Second "Sŏul"

Mr. Pak Hŭng-sik says—Unbeknownst to anyone in the world right now, I have purchased 100,000 p'yŏng of land<201> X at a certain location near Sŏul. This is part of a plan to build a large city here, about the size of Sŏul. As for the nature of this city, it is still a secret within a secret (秘中의 又 秘事), so I cannot speak of it externally. However, just as Osaka has Takarazuka (寶塚), an ideal land (이상향) will arise here that will provide spiritual comfort and material supply to the people of Sŏul. To realize this, funds amounting to several million or tens of millions of won are needed. In any case, the detailed plan (복안) is all set, but since it is not yet time to announce it, I will stop here.

Eight Banks Merged

Mr. Pak Yŏng-ch'ŏl says—The Commercial Bank (商業銀行) recently acquired the Pusan Bank (釜山銀行), but this doesn't mean the capital of the Commercial Bank increases. Since Pusan Bank was simply paid-in (拂込한) at 750,000 won, and we paid 750,000 won to acquire it, the nominal capital (公稱資本) of 10 million won remains the same. Pusan Bank had 8 branches, so they all changed their signs to become our branches. For now, it's just the contract; the complete handover is scheduled for early next month, and I will also go to Pusan then. Anyway, with the Commercial Bank acquiring Pusan Bank, it means we have merged or acquired eight banks so far.

On the Marriage of Ewha Womans College Graduates

Mr. Yi In says—Today, while returning in a car after visiting Ewha Womans College (梨花女專), I discussed this with fellow passengers Mr. Song Chin-u, Mr. Paek Kwan-su, and Mr. Kim Chun-yŏn. Where could all the graduates of Ewha Womans College, who studied literature and music in such a splendid academy, possibly find places to marry? It seems too far removed from the reality of Chosŏn (朝鮮).

Chungdong Foundation Progressing Well

Mr. Ch'oe Kyu-dong says—Many people kindly inquire about the establishment of the Chungdong School (中東學校) incorporated foundation after its separation from the Kogyŏ Academy (高啓學園) foundation. Originally, the land, buildings, and equipment/books (器書) currently in Susong-dong (壽松洞) are worth about 200,000 won. Therefore, externally, only about 100,000 won more is needed. Funds of that amount are progressing smoothly, and the 300,000 won incorporated foundation will be completed soon (未久).

Osaka Asahi and Sŏl Ŭi-sik

Mr. Pak Ch'ang-hun says—Among all newspapers, the one I read with the greatest interest is the Ōsaka Asahi (大阪朝日), and even then, it's mainly for its "Tensei Jingo" (天聲人語) column rather than all its articles. The writer of that column can truly be called a genius—the humor, the harmless satire, the pithy, cutting phrases (寸鐵殺人)—it's truly astonishing writing. Also, I hear that Mr. Sŏl Ŭi-sik, the editorial director of the Tonga Ilbo (東亞日報), writes its "Hoengsŏl Susŏl" (횡설수설) column. There are many brilliant phrases there that make one listen intently (赤 귀를 기우리고) and sigh thrice in admiration (三嘆). Even if I can't read other articles, I meticulously read those two columns in those two newspapers every single day without fail, laughing and admiring them to myself afterwards.<202>

Tonga Securities' 500,000 Won

Mr. Chang Hŭng-su says—(Director (取締役), Tonga Securities Stock Company (東亞證券 株式會社))—Our company mainly focuses on stock brokerage. The nominal capital is 500,000 won with 125,000 won paid-in. The president is Cho Chun-ho; Directors (取締役) are Kim Hŭng-gyŏm, Chang Hŭng-su, Nakano Yūkichi, Hwang Yun-su; Auditors (監査役) are Kim Tong-jun, Kim Tong-sŏk. Since our founding last January, we have been growing significantly. We have also constructed a new company building...

Definition of a Hero

Mr. Sŏ Chŏng-hŭi says—My goodness, what is this world coming to? Everyone boasts that they are a hero (英雄), except for those who think, "I am certainly not a hero." It's truly dumbfounding, really dumbfounding (긔가 막힐세)!

Always Wondering About Sŏul

Mr. Hŏ Hŏn says—Although there's nothing special happening in Sŏul, when I'm staying in the countryside, I can't help but feel curious, as if something must be happening in Sŏul. While staying in the countryside, you wouldn't believe how eagerly I wait each day for the newspapers that arrive two or three days late.

Students Abroad Are High-Spirited

Mr. An Chae-hong says—When I visited Tokyo (東京) recently for the first time in over 20 years, it was truly surprising. Every single person was tense, and the city streets were splendid and well-ordered—and what's more, I was invited by the Meiji University (明治大學) alumni association, gave a lecture one evening, and afterwards had intimate talks (交膝而談) with the Chosŏn students there. They were all very high-spirited (意氣張大), seeming quite reliable.

Publish Old Literary Works

Mr. Yi Kwang-su says—If someone with purpose among publishers would step forward to collect and republish works like Silla (新羅) hyangga, Ch'unhyangjŏn, Simch'ŏngjŏn, etc., it would be a great help to our culture. Is there no one who will do so?

What I Learned This Time

Mr. Kim Yak-su says—Previously, when I went to study in Tokyo (東京), I learned about "Class" (階級). This time, having returned from Tokyo, I have come to understand "Nation" (民族).

Revival of Local Folk Songs

Mr. Yi Ki-se says—The popular songs circulating on the streets these days are becoming increasingly decadent; some are truly unbearable to the ear. And are there any popular songs with long lives? Not really. They just appear suddenly and are discarded just as suddenly—it's truly lamentable. The conclusion drawn from many years of experience is that, no matter what, we must revive songs based on our own folk songs (民謠).<203>

**Summary**

This 1935 article from *Samch'ŏlli* magazine introduces a new "Social Room" feature, presenting short remarks from prominent Korean figures of the era on various topics. These include praise for Admiral Yi Sun-sin by a Japanese admiral, Pak Hŭng-sik's ambitious plan for a "Second Sŏul," a bank merger, concerns about Ewha graduates' marriage prospects, updates on the Chungdong School foundation, commentary on newspaper columns, business news from Tonga Securities, reflections on heroism, the experience of being away from Sŏul, impressions of high-spirited Korean students in Tokyo, calls for publishing classical Korean literature and reviving folk songs, and Kim Yak-su's notable shift in focus from "class" to "nation." The article offers a snapshot of the interests, activities, and evolving thoughts of the Korean elite under Japanese colonial rule, touching upon economic development, cultural identity, social change, and political consciousness. For historians, Kim Yak-su's statement about prioritizing "Nation" over "Class" is particularly revealing of the ideological shifts occurring among Korean intellectuals facing intensified assimilation pressures in the mid-1930s. Pak Hŭng-sik's large-scale urban development plan also highlights the ambitions of Korean capitalists within the colonial economy.

**Named Entities**

末次將軍	스에쓰구 쇼군	Suetsugu Shōgun
朴興植氏 曰-나는 지금 세상 사람 아모도 모르게 서울 근방의 모처에<201> 땅X 10만평을 삿는데, 이것은 여기에다가 장차 서울만한 큰 도시를 하나 꾸밀 계획이여요. 이 도시는 엇든 성질의 것인가 하면 아직 秘中의 又 秘事니까 외부에 말할 수는 업지만 大阪에 寶塚이 잇드시 여기에도 서울 사람에게 정신적 위안과 물질적 공급을 줄 이상향이 서질 것임니다. 이를 실현하기 위하여는 수백만원 수천만원의 자금이 듬니다. 엇잿든 복안은 다 섯스나 아직은 발표할 시기가 아니기 이만 하기로 하지요.

八個銀行이 集成하여

朴榮喆氏 曰-商業銀行에서 이번에 釜山銀行을 매수하엿는데 그러타고 商銀의 자본금이 증액되는 것은 아니지요, 그냥 75만원을 拂込한 釜山銀行이니까 우리가 75만원을 내어서 매수하엿스니까 1,000만원의 公稱자본은 그대로 잇지요. 釜銀 지점이 8개소가 잇기에 모다 우리 지점으로 간판을 곳첫는데 아직은 계약뿐이고 來月 초에 전부 인계 밧기로 되어 나도 그때 釜山 가겟소이다. 아무튼 우리 商業銀行은 釜山銀行까지 매수하니 그동안 여덜개의 은행을 합병 혹 매수한 셈이얘요.

梨花女專 出身의 出嫁는

李仁氏 曰-오늘 梨花女專 구경을 하고 도라오는 자동차 안에서 동승한 宋鎭禹, 白寬洙
金俊淵씨 등과도 이약이 한 일이지만 그러케 호화찬란한 학원에서 글배우고 음악 배우든 梨花女專 출신들은 모다 어대로 시집갈 곳이 잇슬는지 朝鮮의 현실과는 암만해도 너무 거리가 먼 것 갓해요.

中東財團은 良好進行

崔奎東씨 曰-高啓學園 재단과 갈나진 뒤 中東學校의 재단법인 성립여부를 호의로 뭇는 인사가 만흔데 원래 현재 壽松洞에 잇는 기지와 건물과 *器*書만 약 20만원어치가 잇스니까, 밧갓흐로는 약 10만원만 잇스면 되겟는데 그 정도의 금액은 순서롭게, 진행되고 잇서 未久에 30만원의 재단법인이 완성될 것이외다.

大阪朝日과 薛義植

朴昌薰氏 曰-나는 온갓 신문 가운데 가장 흥미를 가지고 읽기는 大阪朝日인데 그것도 全 기사라기 보다 그의 「天聲人語」의 1난 때문이외다. 그 난의 필자만은 실로 천재라 할 것으로 유-모어와 뼈업는 풍자와 寸鐵殺人의 경구와-참 놀나운 필치여요. 그리고 東亞日報의 「횡설수설」을 그 社 편집국장 薛義植씨가 쓴다는데 거기 赤 귀를 기우리고 三嘆할  명구가 만해요. 나는 다른 기사는 못보아도 그 두 신문의 두 가지 난은 매일 빼지 안코 숙독하고 나서 혼자 웃고 우스며 찬탄 하기를<202> 마지아니다.

東亞證券의 50萬圓

張興秀씨 曰-(東亞證券 株式會社 取締役)- 우리 회사는 주식중개가 위주인데 公稱자본은 50만원에 12만5천원의 불입이고 사장은 趙俊鎬 取締役에 金興謙 張興秀 中野勇吉 黃潤秀 감사역에 金銅駿
金東晳, 이러치요. 작년 1월에 창립이래 크게 발전하는 중에 잇서요. 사옥도 신축하엿고...

英雄의 定義

徐廷禧氏 曰-원-이놈의 세상이 엇더케 되어가는 판인지 제가 「영웅이 아니거니」 생각하는 놈 외에는 전부 제가 영웅이라고 뽑내니 참 긔가 막힐세, 긔가 막혀!

서울 일이 늘 궁금

許憲氏 曰-서울에 별일은 업건만 시골 가 잇스려니 꼭 서울에 무슨 일이 잇는 듯 궁금한 생각을 금할 길이 업거든요. 시골 가 잇스려니 2, 3일식 느저오는 신문이 매일 엇더케 기다려지는지 몰르겟서요.

留學生意氣張大

安在鴻氏 曰-지난 번에 20여 년만에 東京에를 가 보앗드니 참 놀납더구만요. 사람 사람이 모다 긴장해 잇고 시가가 화려, 整美하여 젓고-더구나 나는 明治大學 동창회의 초청을 밧어 하로저녁 강연까지 하고 그 뒤 朝鮮 유학생 제군과 交膝而談하여 보앗는데 모다 의기가 대단하여 퍽으나 미덤성 잇드군만요.

古文籍을 刊行하라

李光洙씨 曰-출판업자 중 뜻잇는 분이 나서서 新羅 향가라든지 춘향전, 심청전 등을 다시 수집하여 간행하여 주엇스면 크게 우리 문화에 도음이 되련만 누구 그리할 분이 업슬까요.

이번에 배운 것은

金若水氏 曰- 나는 전에 東京에 유학 갓슬 때는 「階級」을 배여 알엇고 이번에 東京에 갓다 와서는 「民族」을 깨달어 알엇서요.

鄕土民謠의 復興

李基世氏 曰-요지음 거리에 떠다니는 유행가는 점점저조하여 엇든 것은 참아 귀에 담지 못할 것이 잇서요. 그리고 생명이 오래가는 유행가가 잇느냐 하면 그러치도 못하지요. 그저 금방 낫다가 금방 치워버리어지고 참으로 한탄할 일이얘요. 다년의 경험으로 어든 결론은 아모리 하여도 우리는 우리의 민요 우에 기조를 둔 가요를 복흥식히지 안으면 안되겟서요.<203>
<201-203>
