Magazine Title	삼천리 제10권 제11호
Publication Date	1938년 11월 01일
Article Title	長安名妓情話(1)-哀戀의 金銀桃 (Chang'an Famous Kisaeng Love Story (1) - The Sad Love of Kim Ŭn-do)
Author	白鳥生 (Paek Cho-saeng)
Article Type	소식 (News/Report)

Chang'an Famous Kisaeng Love Story (1) - The Sad Love of Kim Ŭn-do
						Paek Cho-saeng

In a first-class room in the internal medicine ward of OOOO University Affiliated Hospital! A young woman lies quietly wrapped in white silk bedding, countless white lilies arranged near her head, listening intently to Dvořák’s “Humoresque” playing from a phonograph.
“Shall we stop listening now?”
The dedicated nurse shows signs of wanting to stop the record, concerned the patient might be tired.
“Just one more song… *La Traviata*…”
It is the song Violetta sings on her sickbed, alone and adrift, having sent away her beloved lover due to the wounds in her heart.
“Why do you want to listen to that again?” The nurse frowns. Whenever the patient listens to this song, she invariably wets her pillow with hot tears. Even though shedding tears is most harmful to her illness, she longs to hear “*La Traviata*” like a thirsty love seeking cold water.
“I won’t cry this time… really.”
The patient smiled faintly, as if understanding the nurse's concern.
“Well then, if you start crying while listening, I will stop it immediately.”
The nurse sets a condition.
“Okay…”
The patient laid her gaunt face straight on the pillow and stared up at the ceiling, lying as still as death. It is the posture of waiting for the sorrowful melody about to flow out. Her hands, clasped on her chest, white as lilies! Through the pale, emaciated skin, devoid of blood, blue veins pulse faintly.<178>

It is the afternoon of that same day. A man appeared in this hospital room. He was extremely aloof for someone visiting the sick, yet had a gentle face for someone coming to collect a debt—a guest of unknown identity. The patient signaled the nurse to leave with her eyes, and was left alone with the guest.
Guest: “Ŭn-do, when did you come from Tōkyō?”
Patient: “It’s been about two months. I missed my hometown,<179> so I forced my sick body to come back.”
Guest: “What illness is it?”
Patient: “It’s nothing serious.”
It was by no means nothing serious. It was an extremely serious illness. She had received the verdict that she was entering the third stage of tuberculosis and was silently awaiting death’s appointed time.
Patient: “I… I want to work as a kisaeng.”
Guest: “What… you, a kisaeng…?”
The guest is startled. She was so emaciated that if she closed her eyes, one might mistake her for a corpse; that she would want to become a kisaeng was indeed surprising.
Patient: “Even if it’s not for a full day, just once more, I want to be a kisaeng under my old name.”
Her former name is Kim Kŭm-do (金錦桃). It has been four years since she threw away her kisaeng name at Kyŏngsŏng Station and stayed in Tōkyō! Was she driven by fate to return to Kyŏngsŏng to pick up the name she had discarded?
The visitor was an old man from the kisaeng registry office (kwŏnbŏn). Knowing Ŭn-do’s past well, he was inclined to grant her request if possible.
Guest: “Well, if you insist on doing it, I can make the arrangements, but will you be alright?”
Kŭm-do: “Don’t worry. The doctor said it’s okay too.”
What the doctor said was a fabrication. Thus, Kim Ŭn-do, the famous kisaeng of her time who had gone to Tōkyō to study, returned after four years and recklessly shifted her path from the hospital back to the kisaeng registry.

Kim Ŭn-do was then twenty-five years old, in her prime, but when elegantly dressed, she looked no older than eighteen or nineteen—a graceful kisaeng. With the advanced social skills and knowledge learned in Tōkyō, and especially her proficiency in English, it was even said that no banquet welcoming international guests could be held without Kim Ŭn-do. She was a clever kisaeng with a calm personality, outstanding resourcefulness, and a sixth sense as quick as lightning. Wearing a two-piece suit and glasses, she looked like a female teacher; with a permanent wave and dressed in a gown, she resembled a young lady just returned from France; wearing a yellow *chŏgori*, pink *ch'ima*, and a white jade-like apron (行廚치마), seated before a cutting board at the edge of the *maru*, she had the air<180> of a skillful new daughter-in-law—a versatile and clever beauty.
As word spread that Kim Ŭn-do had returned to being a kisaeng, loving hands reached out from everywhere! Among them were sons of aristocrats, a certain high official, a certain businessman, a certain literary figure, and a certain activist. "Let's meet here." "Let's meet there." For her, who couldn't bear sitting fixed in one place for even a few hours due to dizziness, the pulling hands of the guests felt like the reaper's scythe aiming to cut her life short.
“*Ŏnni*, please go home early today and rest.”
When the kisaeng sitting beside her showed concern, Ŭn-do, her tired eyes momentarily filled with a troubled look (水色),
“It’s okay.”
She answered softly, but inwardly she thought, “Since I came out to be a kisaeng because dying in the hospital felt suffocating, wanting to live actively until the moment of death, what is there to cherish, what is there to worry about? Even if I cough up blood right here and faint, there’s nothing to regret. Wherever I die, I’m in a situation where no one will genuinely weep for me. Since I've taken up the kisaeng's sign (牌) again, just as a soldier dies on the battlefield, it’s also fine for a kisaeng to die in a restaurant.”
She held such thoughts. However, fate was a mischievous player. Contrary to the expectations of her impending death, Ŭn-do’s health unexpectedly held strong for a long time, and gradually, a bright light began to appear on her face. With her health recovered, even if only temporarily, Ŭn-do decided above all else to repair her mother's grave. This was a plan she had cherished since coming from Tōkyō this time. It was a plan she would undertake if she fortunately lived, but couldn't if she died, and she had now gained enough health to fortunately begin it.

Ŭn-do was born in Sinŭiju, an unfortunate woman from birth. She was an orphan the moment she entered the world. Her father disappeared several months into the pregnancy, and her mother passed away just after giving birth. Thus, she was raised by her maternal aunt (姨母). The aunt, perhaps expecting something from Ŭn-do’s future, called her "daughter" (親딸) instead of "niece" (族하딸). Ŭn-do served this mother-who-was-not-her-mother as her real mother until the very end.
For over twenty years, this hateful existence had sucked Ŭn-do’s lifeblood (膏血).<181> Believing her to be her real mother, she endured the resentment and bitterness. After sacrificing her flower-like youth entirely to her unworthy aunt's greed, now her body was burdened with serious illness, and fine wrinkles creased her forehead. Only now did she realize it was her aunt, not her real mother. What use is there in weeping anew now, or struggling against the past misfortune to make it happy again? It cannot be done. Extremely resentful of her aunt, she had gone to Tōkyō.
Following her aunt's instructions, under her aunt's coercion—because she believed them to be her mother's words—Ŭn-do had spent the past ten years mostly as a rich man's concubine (小室) or as a plaything for other men, living an unfulfilled life. Then, finally making a resolution,
“Mother, now that I’ve bought you a house and enabled you to receive harvests, please let me live like a human being too.”
She went over to Tōkyō, almost as if throwing a tantrum. In Ŭn-do's hands at that time was five thousand won (五千圓), saved up over several years from playing the role of a rich man's plaything. Though certainly not clean money, it was five thousand won scraped together from here and there over several years with the passion to study in Tōkyō. It seemed as if it was now stirring (胎動) to nurture a famous woman (女流名士) of kisaeng origin.
She went to Tōkyō and loved freely. She studied as much as her talents allowed. She participated in social movements and dabbled in publishing, but ultimately, love, money, and work—everything—hit the obstacle (難關) of tuberculosis, and her life, which was just beginning to shine, became dark once more.

Here is a small rented house on the second floor in Misaki-chō (三崎町), Kanda-ku (神田區), within Tōkyō city. Suppressing the blood rising from her chest, she lies as if dead. With the windows closed and the storm shutters (*amado*, 雨戸) shut, the ceiling light, which couldn't be turned off when she fell asleep last night, still looks down on the pitiful owner's face.
Wouldn't it just be better to die like this?
A chilling intuition arises in her head—the money is almost all spent. Studies are almost hopeless with her health like this. The plans made with comrades, the new ideas that laid the foundation for a decent life—all have become hopeless. At this moment, in a dim little<182> house on the second floor in the middle of Tōkyō, with no one looking in since morning, half the day has passed, reaching a point where she is vague even about whether she is dead or alive. She forcefully raised her hand and opened the desk drawer. From under the jumbled medicine bottles (藥甁), she took out her bankbook (貯金通帳). The remaining savings were one thousand won (千圓). This was the last provision (糧食) for her life. One thousand won. The day the money runs out is the day Ŭn-do’s means of living (生活器具) cease. Seeing her current condition (病勢), this amount of money would disappear in a few months anyway, so what was the point of miserably awaiting the inevitable final day?
Let's die. Let's die cleanly, early.
Being alone with no relatives or friends (四顧無親), she must at least leave behind money for funeral expenses (葬事費用) so her final path is not disgraced (辱).
That evening, she withdrew her savings and set out on the path to death (死). She traveled through hot spring areas (溫泉地帶) like Hakone (箱根) and Atami (熱海), searching for a place to die.
A Western-style room (洋室) facing the sea in an Atami hotel. She cut off contact with the world, carried deadly poison (劇藥) on her person, and lay quietly. Outside the window, the sound of waves came in as if shaking her heart, and from the next room, the affectionate whispers of a newlywed couple could be heard. She quietly recalled her past twenty-odd years, short but full of turmoil (波瀾). Why was she born, and what had she been doing? A pitiful existence, a complete loser who failed to gain money, love, name (名), or even health. Her own emaciated body (一身) appearing before her eyes now seemed as pathetic as a tragic protagonist (悲劇の主人公). If I die here, who will grieve? Who will feel regret (앗가워하랴)?
That fact pained her. Having dedicated her frail body (孱弱な一身) until today for others' benefit (利益), for others' greed (貪慾), now that she was dying, there was no one to cry or feel regret—this was too grievous (怨痛). She couldn't die yet. She had to collect all the claims (債權) of human feeling (人情) and physical affection (肉情) laid bare to the world. That was the one way to release her pent-up anger (鬱憤). With this determination, she suddenly (飄然히) returned to Kyŏngsŏng to try and collect these emotional debts.

She spent half the month working as a kisaeng and the other half treating her illness. Her elegant integrity (志操) (though perhaps an old-fashioned expression), her intellectual (인테리) womanliness, her cultured attitude—everyone who knew of her lung disease (폐를 알는) knew this, but Ŭn-do possessed (continued on page 177) an even clearer and finer radiance.
In her kisaeng life of just over a year, she could shine completely like the queen of Kyŏngsŏng's demimonde (花柳界). Not only men but also female kisaeng were drawn to her elegant demeanor (風貌), creating a phenomenon where not just womanizers (오입장이) but also fellow kisaeng gathered wherever Kim Kŭm-do went. She now lives outside Tongdaemun with the son of a wealthy man from Taegu. Her home (家庭) is a hospital, and her husband (男便) must be a nurse (看護婦). Did she indeed find a good hospital and a good nurse? Even now, having returned to Kyŏngsŏng, from the viewpoint (見地) that the one who gave birth is mother, and the one who raised is also mother, she tends her aunt's grave (山所治粧) to her heart's content, and when tired, makes it a frequent task (가시로 일을 삼는다) to visit the grave (省墓). In her heart (心境), as she offers flower branches at the grave of the aunt she cursed like snakes and scorpions (사갈갓치), drifts the tearful desolation (寂寥) of life.<177>

**Summary**

This article tells the tragic life story of Kim Ŭn-do (also called Kim Kŭm-do), a famous kisaeng in 1930s Kyŏngsŏng (colonial Seoul). Suffering from terminal tuberculosis after studying and engaging in social activism in Tōkyō, she returns to Korea, intending to die. Driven by a desire for emotional reckoning and finding meaning before death, she resumes her kisaeng career despite her illness. The article details her difficult past as an orphan raised by a manipulative aunt, her brief period of freedom and intellectual pursuits in Tōkyō cut short by illness and financial ruin, her contemplation of suicide, and her eventual return to the kisaeng world in Kyŏngsŏng. It ends by noting her surprising resilience, her eventual cohabitation with a benefactor who cares for her, and her complex reconciliation with her past, symbolized by tending the grave of the aunt she once despised.

For historians, the article offers insights into the life of an "educated kisaeng" in colonial Korea, a figure navigating traditional expectations, modern aspirations (study abroad, social activism), economic hardship, and illness. It highlights the precarious social position of such women, the blend of Korean and Japanese cultural elements (Tōkyō, Atami, *amado* shutters mentioned alongside kisaeng traditions), the social commentary on exploitation within family structures, and the psychological complexities of facing death and reconciling with a painful past under colonial rule. The mention of her English proficiency and role in entertaining "international guests" also points to the function of elite kisaeng in colonial society's interactions with the wider world.

**Named Entities**

金銀桃	김은도	Kim Ŭn-do
고달프다	고달프다	To be weary, tired
성묘	성묘	Visiting ancestral graves
가시로 일을 삼다	자주 일을 삼다	To make something a frequent task/habit (?) (interpretation of 가시로)
사갈	사갈	Snakes and scorpions (metaphor for hatefulness/viciousness)
저주하다	저주하다	To curse
밧치다	바치다	To offer, dedicate (older spelling)
심경	심경	State of mind, heart
적료	적료	Loneliness, desolation


---------------------------


잡지명	삼천리 제10권 제11호
발행일	1938년 11월 01일
기사제목	長安名妓情話(1)-哀戀의 金銀桃
필자	白鳥生
기사형태	소식

長安名妓情話(1)-哀戀의 金銀桃
						白鳥生


OOOO학교 부속병원 내과 일등실! 머리맡에 힌 백합꽃을 무수히 꽂아 놓고 하-얀 비단 침의에 가볍게 쌓여서 포다불이 보내주는 『유-모레스크』를 정신 없이 듯고 있는 젊은 여인이 있다.
『고만 드르실가요.』
전속으로 매어 있는 간호부는 병자가 피로할가 보와 레코-드를 고만 틀냐는 기색을 갖이고 있다.
『한 곡조만 더... 춘희...』
춘희가 가슴에 상처를 갓고 사랑하는 까닭에 정든 랑군을 쫓아 보낸-의지할 곳 없는 신세를 홀노 병상에서 읊은 노래다.
『그건 또 왜 드르랴고 그러서요.』 간호부는 낯을 쯩긴다. 이 노래만 드르면 환자는 반다시 더운 눈물노 벼개를 적신다. 병에 가장 해로운 눈물을 흘니면서도 목마른 사랑이 냉수를 찾듯 『춘희』를 듯고 싶어한다.
『이번에는 안 울게... 요.』
환자도 간호부의 뜻을 아렀다는 드시 가볍게 우섯다.
『그럼 걸다가 우시면 금시에 끈슴니다.』
간호부는 다짐을 둔다.
『그래요...』
환자는 야왼 얼골을 벼개에다가 똑바로 놓고 천정을 향하아 죽은 듯이 누었다. 장차 흘너 나올 애상의 멜노듸를 기다리는 자세이다. 가슴 우에 깍지를 껴 놓은 백합같이 힌 손길! 핏기가 것치고 수척해서 말갓케 드려다 뵈는 피부 속으로 파란 심줄이 발닥발닥 기여가고 있다.<178>

이날 오후이다. 이 병실에 한 남자가 나타낫다. 문병을 온 사람으로는 극히 냉담하였고 빗밧으러 온 사람치고는 유순한 얼골을 한 정체 모를 손님이다. 환자는 간호부를 눈짓해 내보내고 손님과 두리만 대하게 되였다.
손 『은도 언제 동경서 왔나.』
환자 『한 두어달 된답니다. 고향이 그리워서<179> 병든 몸을 억지로 끌고 나왔답니다.』
손 『병은 무슨 병인가.』
환자 『대단치 않은 병이야요.』
결코 대단치 않은 병이 아니다. 극히 대단한 병이다. 그는 폐병 제3기에 드러간다는 선고를 밧고 묵묵히 죽음의 사긔를 기다리고 있는 것이다.
환자 『저 기생 노릇을 하고 싶은데.』
손 『머... 자네가 기생...』
손은 깜짝 놀낸다. 눈만 감으면 시체로 오해를 할 만치 수척한 그가 기생이 되겠다니 놀내지 않을 수가 없다.
환자 『단 하로를 아니 다 마러도 예전 일홈으로 한번만 더 기생이 되고 싶어요.』
그의 예전 일홈은 김금도(金銀桃)이다. 기생 일홈을 경성역에다가 내던저 버리고 동경에 가서 머문지 사년! 그는 기어코 버렸든 일홈을 다시 주어가즐 운명에 쫓겨 경성에 왔든가.
찾어 온 사람은 기생 권번에 있는 로인이다. 은도의 과거를 잘 아는 그인 만큼 은도의 청이라면 될 수 있으면 드러주랴는 편이다.
손 『글세 기어코 되겠다면 주선은 함세 만은 괜찮겠나.』
검도 『념려마서요. 의사도 걱정없대요.』
의사의 말은 꾸며대는 말이었다. 이리하야 동경으로 공부를 하러 갓든 당시의 명기 김은도는 사년 만에 다시 도라와 병원에서 기생 권번으로 무모한 발길을 옴겨 놓고 만 것이다.



김은도는 당시 이십오세의 한참 나이었으나 곱게만 차리면 십팔구세밧게 보히지 안는 아담한 기생이었다. 동경 가서 배워 온 고등사교술 고등 상식, 더욱이 영어가 능해서 국제 빈객을 마지하는 연회에는 김은도 없이는 안 된다는 말까지 났다. 그는 성격이 침착하고 지략이 뛰여나며 륙감이 번개같은 영농한 기생이었다. 투피-쓰에 안경이나 쓰고 나스면 여교원 같은 타입이었고 파-마넨에 도레쓰를 떨드리고 나스면 불난서에서 금시에 도라온 영양같었으며 노랑저고리 분홍치마에 백옥가튼 행주치마를 덮어 입고 마루 끝에서 도마를 대해 앉으면 솜씨 있는 새 며느리의<180> 풍을 가즌 팔면 영농한 미인이었다.
김은도가 기생 나왔다는 소문이 퍼지자 여기저기서 뫃여드는 사랑의 손길! 그 속에는 귀족의 자제도 있었고 모-고관도 있었고 모 실업가도 있었고 모 문인도 있었고 모 운동가도 있었다. 여기서 보자. 저기서 보자. 몇 시간만 붓박혀 앉었으면 어지러워 못 견대는 그에게 손님의 끄는 손길은 맛치 목숨을 자르랴는 사자의 칼과도 같었다.
언니 『오늘은 좀 일즉이 가 주무시우.』
옆에 앉었든 기생이 애를 쓰면 은도는 피로한 눈에 잠간 수색을 실고
『괜찮다.』
나즉이 대답은 하나 그의 속으로는 『이왕지사 병원에서 죽기가 갑갑해서 죽는 시간까지 활발하게 노다가 죽으랴고 나온 기생인데 앗길건 머고 걱정할 것은 무엇이냐. 이대로 여기서 각혈이나 하고 혼도가 된대도 원통할 것은 없다. 어대서 죽은들 진심으로 우러 줄 사람도 없는 신세요. 이왕 기생의 패를 찾으니 군인이 전장에서 죽듯이 기생은 요리 집에서 죽는 것도 좃타.』
이가튼 생각을 가지고 있었든 것이다. 그러나 운명은 작란꾼이었다. 죽는다 죽는다 소리가 나든 은도의 건강은 뜻박게 속힘차게 오래 끄러서 차차 얼골에 명랑한 빛이 떠돌기를 시작한 것이다. 건강이 비록 일시이라도 회복되매 은도는 무엇보다도 어머니의 산소를 개수하기로 결심을 했다. 이것은 이번 동경서 나올 때부터 품었든 프랜이었다. 죽으면 못하고 다행히 살면 하리라는 게획에 다행히 착수를 할 만한 건강을 가지게 된 것이다.



은도는 신의주 출생의 태어날 때부터 박행한 여자이었다. 그는 세상에 나는 길노 고아이었다. 아버지는 밴지 수삭만에 어머니는 겨오 나놓고 모도가 은도의 세계에서 사라저 바리고 마렀다. 그래서 그는 그의 이모의 손에서 자랏다. 이모는 은도의 장래를 기대했던지 족하딸이라고 하지 않고 친딸이라 불넛다. 은도는 이 어머니 아닌 어머니를 마즈막날까지 친어머니로 섬겼다.
이십 수년간 은도의 고혈을 빨든<181> 미운 존재! 그것이 친어머니라는 생각에 윈통해도 참고 쓰려도 참어 온 것이다. 꽃 같은 청준은 모조리 당치도 않은 이모의 욕심에 희생을 하고 나니 이제는 몹에는 중병이 실니고 이마에는 잔주름이 물결치지 안는가. 이제야 겨오 친어머니가 아니오. 이모이었음을 알게 되니 이제 새삼스러히 울면 무엇하며 몸부림한들 불행튼 지난날이 다시 행복해 질 수는 없다. 그는 극도로 이모를 원망하고 동경으로 갔든 것이다.
이모의 지시대로 이모의 강압대로-그것이 어머니의 말슴인 줄 아는 까닭에 은도는 지난 십년 동안을 거의 부자의 소실, 다음에 없는 사내들의 노리개가 되야 만족 없는 생애를 갖어왔다. 그러다가 겨오 마즈막 결심을 하고
『어머니 인제는 집도 사드리고 추수도 밧게 해 드렸으니 나도 사람답게 좀 살게 해 주서요.』
발악을 하다 싶이해서 동경으로 건너 갓든 것이다. 그때의 은도의 수중에는 부자들의 노리개 노릇을 해 하며 여러 해 저측해 두었든 오천원 결코 깨끗한 돈은 아니나 동경에 가서 공부를 하겠다는 열성으로 몇 해를 두고 곳곳에서 글거뫃은 오천원은 이제 바야흐로 기생출신의 여류명사를 길너내고자 태동을 하는 것도 같었었다.
그는 동경에 건너가 마음껏 사랑도 했다. 재조것 공부도 했다. 사회운동에 참가도 하고 출판사업에도 간섭을 하다가 마츰내 사랑도 돈도 사업도, 모-도가 페병이라는 란관에 봉착해서 그의 겨오 빛나랴든 반생은 다시 캄캄해지고 마렀다.



여기는 동경시중, 신전구, 삼긔정 어는 조그만한 세집 이층이다. 가슴에서 소사오르는 피를 억제하고 즉은 듯이 누어있다. 창도 닷고 『アマト』도 닷친채 어제밤 잠들 때 끄도 못한 천정의 전등이 아즉도 가엽슨 주인의 얼골을 나려다 보고 있다.
이대로 죽는게 숫제 낫지나 않을가.
머리에 떠오르는 싸늘한 즉감-돈도 거의 다 썻다. 학업도 건강이 이래가지고는 거의 절망이다. 동지들과 꾀하는 일도 사람다운 살님의 기초를 닥든 새 사상도 모도가 절망이 된 이때 동경 한복판 침침한 적은<182>집 이층에 아츰부터 드려다 보는 사람도 없이 한나절이 지내놓고 나니 자기가 죽었는지 사렀는지도 의식에 막연할 지경이었다. 그는 강잉히 손을 드러 책상 설합을 여렀다. 어즈러히 담겨있는 약병 밑에서 저금통장을 꺼냈다. 남은 저금이 천원 이것이 마즈막 생명의 양식이다. 천원. 돈이 끌이는 날이 은도의 생활기구가 휴식하는 날이다. 지금의 이 병세로 보화서는 몇 달 안으로 이만 돈은 금시에 없어질 것이니 구차히 내다뵈는 마즈막 날을 기다릴게 무엇인가.
죽자. 일즉이 깨끗이 죽자.
사고무친한 몸이니 죽은 뒤에 장사지낼 비용이라도 남겨야 마즈막 길이 욕되지 않으리라.
이날 저녁때 그는 저금을 찾어 갖이고 죽금의 길을 떠났었다. 『ハコネ』로 『アタミ』로 온천디대를 편답하며 죽을 곳을 찾어다녓다.
『アタミ』호텔 바다로 향한 양실. 그는 세상과 소식을 끊고 품에는 극약을 지니고 고요히 누어 있었다. 창 밖에서는 가슴을 흔들드시 물결 소리가 들녀오고 옆방에서는 신혼부부의 다정한 속삭임이 들녀온다. 그는 지난 이십여년, 짤브나, 파란 많든 반생을 가만히 회상하고 있다. 무엇하러 태어낫다가 무엇을 하야 왔는가. 돈도 사랑도 일홈. 건강조차 얻지 못한 참패자의 가여운 존재. 지금 자기의 눈앞에 뵈는 자기의 수척한 일신이 마치 비극의 주인공같이 애달벗섯다. 내가 여기서 죽으면 누가 서러하랴. 누가 앗가워하랴?
그는 그것이 원통하였다. 잔약한 일신을 오늘까지 남의 리익을 위해 남의 탐욕에 밧처왔거니 지금에 내가 죽는데 울 사람도 앗길 사람도 없다니 이것은 너모나 원통한 일이다. 죽어서는 못쓴다. 세상에 터러놓은 인정 육정의 모-든 채권을 거두어 드려야 한다. 그것이 울분을 프러내는 한가지 길이다. 그는 이 가튼 결심을 가지고 인정채권을 밧어보랴고 표연히 경성으로 도라왔든 것이다.



그는 반달은 기생 노릇을 하고 반달은 병을 치료했다. 그의 고아한 지조(좀 구식표현일지 모르나) 인테리 여성다운 점, 교양 높은 태도, 페를 알는 이가 다 그렇거니와 은도에게는(이하 제177頁에 계속) 더한층 맑고 고흔 빛이 있었다.
일년 남짓한 기생 생애에 그는 완전히 경성의 화류계의 여왕같이 빛날 수 있었다. 그의 고아한 풍모에 남자는 물론 여자기생들까지 따르게 되야 김금도가는 곳에는 오입장이뿐이 아니라 기생들까지 뫃여드는 현상을 갖었었다. 그는 지금 대구 모 부호의 자제와 동대문 밖에서 살님을 한다. 그의 가정은 병원이요. 그의 남편은 간호부라야 한다. 그는 과연 좋은 병원 좋은 간호부를 맞낫는가? 그는 지금도 경성에 도라와 나준 이도 어머니요, 길너준 이도 어머니라는 견지로 이모의 산소치장을 마음껏 해 놓고 고달풀 때면 성묘를 가시로 일을 삼는다고 한다. 사갈갓치 저주하든 이모의 산소에 꽃가지를 밧치는 그의 심경에는 눈물겨운 인생의 적료가 떠 돈다.<177>
<178-183, 177>
