**Header Section:**
Magazine Title: 삼천리 제10호
Publication Date: 1930년 11월 01일
Article Title: 新進學者 總評(一), 延禧專門學校 敎授層 (General Review of New Scholars (1), The Faculty of Yonhi College)
Author: 漢陽學人 (Hanyang Scholar)
Article Type: 소식 (News/Report)

**Body Text Translation:**
A General Review of New Scholars
						Hanyang Scholar
I
Yonhi College (延專) is a school that became known after the March First Movement (己未). As an educational institution centered on Koreans and managed by the American Mission Board (宣敎部), it is the highest private academic institution in the Korean educational world. As its history is short, its contribution to Koreans has not been deep. However, since the motive and spirit declared at the school's founding aimed solely at the cultural improvement and spiritual cultivation (陶冶) of the Korean populace as its mission, expectations for it, both currently and in the future, are not insignificant. It possesses a site of about 300,000 *p'yŏng* in Adŭngji (阿陵只) outside the city, and the rows of modern buildings rising grandly amidst natural scenery that allows no peer cannot be matched by other schools. With an endowment of 820,000 *wŏn* and school building assets valued at 500,000 *wŏn*, it can certainly boast within the Korean academic world, and with its numerous faculty and staff of over 50 members and the valuable residences (舍宅) accommodating them, it can pride itself as the best in Korea (朝鮮一). Look towards the northern mountain foot (北便山麓) after getting off at Sinch'on Station (新村驛). Among the cultural houses dotted within the dense pine forest (松林), live the professors among them whose fortunes have turned. Their lives are affluent. It is said that the salary of an ordinary professor is 220 *wŏn*, rising to 250 *wŏn* for department heads, and descending to 80 to 150 *wŏn* for clerks or assistants. In the reality of Korea, how many institutions spend such abundant finances, and how many people receive such treatment? Except for this Yonhi College campus (延專學園), such favorable conditions (好景氣) likely cannot be found elsewhere.
Thus, the professors of Yonhi College are fortunate individuals. Thus, the Yonhi College campus has abundant finances.
Well then, while this atmosphere alone allows distinction from other schools, if we further delve into introducing the professors, associate professors, and lecturers, one will grasp the fact of how this huge foundation is nurturing the intelligentsia (인테리켄챠) of Yonhi, who form the backbone (中堅) of the Korean academic world.

II
Currently, Yonhi College has 25 professors and associate professors, 4 full-time lecturers, 12 part-time lecturers (囑托講師), and 9 accounting clerks and assistants, totaling 50 faculty and staff.
Among them, excluding 10 Westerners, 4 Japanese, and 9 accounting clerks and assistants, the number of Korean professors, associate professors,<42> and lecturers totals 27. We intend to dissect the intelligentsia of Yonhi College by focusing our introduction on these 27 individuals.
The overall leader (總師) of the Yonhi College faculty is Mr. Yu Ŏkkyŏm (兪億兼).
Born in Meiji 29 (1896) in Kyŏngsŏng (京城産), he is the second son of Mr. Yu Ilchun (兪日濬), a giant of the Korean enlightenment movement. After attending Dōshisha Middle School (同志社中學) in Japan, he graduated from the Third Higher School (第三高等學校) with excellent results, majored in English Law at the Law Faculty of Kyoto Imperial University (京都帝大 法學部), and then studied criminal law for a year under Dr. Makino Eiichi (牧野英一博士), an authority in Japanese criminal law. It is said that his current position as Dean of Faculty (學監) at Yonhi College owes much to the efforts of the Western professor Paek Ajŏk (白雅悳). Regardless of the truth of this, it is reasonable to assume that the advocacy by some missionaries to gradually give real power to Korean professors led him to attain his current position. However, listening to the general student opinion, they call Professor Yu "Javert" (쟈베루). It is unknown which aspect they observed to bestow this nickname upon him, but his character lacks warmth and is X-view (X見的), making him perhaps suitable as an administrative figure to run such a large-scale educational institution, but giving a flint-like impression (차돌가튼 감촉) to disciples yearning for a merciful bishop like Madeleine (마도레-누와). The professor's foothold (地盤) at Yonhi College is solid (견고한 者); it is said that those who oppose him and contend for power generally cannot avoid defeat (敗北). His only assigned subject is civil law in the commerce department.
Next, let's move to the Literary Arts Department (文科) and introduce Department Head Professor Paek Nakchun (白樂濬). This gentleman was also born in Meiji 29 (1896), originally from Kwaksan (郭山産) in P'yŏngan Province (平安道). He graduated from Sinsŏng School (信聖學校) in Sŏnch'ŏn (宣川), crossed over to China to study at the Sin Hak Sŏwŏn (新學書院) in Tianjin (天津), then went again to America to study Theology and History at Yale and Princeton. After receiving his doctorate in philosophy, he returned to Korea and is currently working as the Head of the Literary Arts Department at Yonhi College. He is proficient in Chinese and English and is said to be able to read Greek originals (希臘語 原書). Looking at the title page (타이틀 페이지) of his doctoral thesis published in America, his appearance is quite handsome (美麗). However, those who have met him once tend to regard even his knowledge as somewhat lacking (얼근 것). After coming to Korea, he tried hard to gain popularity using American-style social skills (社交術), but the general assessment (一般評) from graduates who felt antipathy towards this gave him the new title (職啣) of an X-capable (X能한) professor. Is the XXXX professor of 1930 still thriving (健在)! His assigned subjects are Bible and History.
Besides him, there are senior figures (古參者) like Professor Chŏng Inbo (鄭寅普) and Professor Ch'oe Hyŏnbae (崔鉉培). Professor Chŏng is recognized by himself and others as the foremost authority (第一人者) in Korean classical Chinese literature (朝鮮漢文學), and at Yonhi College, he is one of the three talented individuals (延專三室) of Yonhi. Whether it's a habit (習性) acquired while touring Southern China during his prime, his slovenliness (추접은 것) is always one aspect of his appearance. The habit of spitting phlegm (가래침) loudly and then chewing and swallowing it during class time, or bursting into inappropriate laughter (주책업시 웃음) and being unable to regain composure, gives students unpleasant feelings. However, alongside this idiosyncrasy (性癖), there is something that evokes astonishment (驚嘆) from students: his superhuman memory. Sometimes he comes to lecture without a book, and when he lays out several thousand words滔滔 (滔滔 數千言) with his eloquence (能辨), one cannot help but admire the brilliance (明皙함) of his mind. However, what cannot be escaped regarding him is the phrase "talent outweighs virtue" (才勝德). His assigned subjects are Classical Chinese Literature and Korean Literature.
Professor Ch'oe Hyŏnbae (崔鉉培) is from Ulsan (蔚山産), Kyŏngsangnam Province (慶南). He went through Hiroshima Normal School (廣島師範) and the Philosophy Department of Kyoto Imperial University (京都帝大 哲學科), and came to Yonhi College where he was in charge of subjects covering all of philosophy and the Korean language. His character is diligent, frugal, and sincere (근검착실), taciturn and deliberate (寡黙鈍重), making him an object (的) of student respect (敬慕). It is said that while he was studying at Hiroshima Higher Normal School, his fellow students nicknamed him the "Gandhi (깐듸-) of Korea." Furthermore, to glimpse a fragment (片鱗) of his thought, one can guess by reading the recently published book titled "The Way to the Rebirth of the Korean Nation" (朝鮮民族更生의 道). He is a model professor who is passive yet moderate, conciliatory yet possessing strong underlying strength (底力). If there is a professor in the Yonhi Literary Arts Department who truly provides moral influence (人格的 感化), one cannot help but count him first (爲先氏). His very gait, enduring patiently and biding his time for the future (隱忍自重하야 압날을 기약하는), demonstrates his existential value at Yonhi College is above percentage.<43>
Someone who shows a well-rounded outline in terms of personality is Associate Professor Hyŏn Chemyŏng (玄濟明). A graduate of Kyesŏng Middle School (啓聖中學出身), he graduated from Sungsil University (崇實大學), then went to America, finished the professional course at the Chicago Musical College (市加吉音樂學校) in Chicago (市加吉市) and the graduate school (學士院) of the same university, receiving a Bachelor of Music degree. After returning to Korea, he teaches music for the entire Yonhi College. The reason he draws popularity in the music world (樂團) may lie in his winning first place as a foreigner in the All-America Student Music Competition (全美洲 학생 懸賞音樂大會) while in America, but the main reason is likely captivating the entire audience (全聽衆) on the Public Hall stage (公會堂 스테지) with the song "Kkuppai" (꾸빠이 - likely 'Goodbye'). The achievement that the school's music has progressed day by day (日就月將) and appeared like a comet (혜성) in the Korean orchestral world (朝鮮管絃樂界) must be attributed solely to him. He is a young and vigorous (少壯) associate professor of 29 years.
Before Associate Professor Hyŏn came to Yonhi, there was Professor Paek Namsŏk (白南奭) who also served as the head of the music department. It is said he recently resigned from the sinecure (閑職) of music department head due to a certain incident. As his character was revealed in that incident, anyone who meets him cannot forget the generous impression. Having grown up in Kaesŏng (開城), he attended Hanyŏng Sŏwŏn (韓英書院) and studied at Yonhi College. In Taishō 8 (1919), he went to America (渡米) and graduated from the literature department of Emory University, then entered the same university's graduate school, majoring in psychology and receiving a Master of Arts degree (文學士). He then studied education at Columbia University. After returning to Korea, he taught at Hosut'on Girls' High School (好壽敦女高) in Kaesŏng, and from Taishō 12 (1923) came to his alma mater to teach English grammar and English literature, continuing to the present. He is an awkward presence (거북한 존재) in the Yonhi Literary Arts Department, having yet shown a scholarly attitude (學究的 態度).
The above are the professor-level individuals. Among the lecturer-level staff (강사급), there are Messrs. Chŏng Insŏ (鄭寅書), Yi Unyong (李沄鎔), Chŏng Insŏp (鄭寅燮), and Yi Yunjae (李允宰). Lecturer Chŏng Insŏ is the longest-serving among them. Proficient in Classical Chinese (漢學), he studied Ancient Chinese History (支那上古史) and East Asian Imperial History (東洋帝國史). He once worked as a commissioned teacher (囑託敎員) at Ch'ŏngju High Common School (淸州高普) and has been a lecturer at Yonhi since Taishō 14 (1925). His stomach is weak, so his complexion (안색) is always poor, and he often comes to work by rickshaw (인력거). He has an extremely gentle and composed character, monopolizing student popularity in his lectures on East Asian history. Moreover, his simple scholarly attitude, lacking pedantry (衒學性), leaves a good impression on everyone.
Next is Lecturer Yi Unyong (李沄鎔) from the German-educated lineage (獨逸 留學生系統). He is related to Dr. Yi Kwanyong (李灌鎔博士) and is a man full of talent (才氣潑潑). He is solely responsible for German language lectures, and his meticulous teaching method (치밀한 교수방법) reportedly makes students prepare and review without fail (꼼짝 못하고). Watching him teach earnestly with his seemingly rheumy eyes (눈꼽이 낀 듯한 눈), one feels as if the German academic tradition (獨逸의 學風) is being transmitted to Korean students through him for the first time. He graduated from Kyŏngsŏng Technical College (京城 工學專門), passed through Switzerland (瑞西), studied national economics (國民經濟學) at Berlin University (伯林大學), and also attended the University of Vienna (墺國 維也納大學) in Austria for a time.
Mr. Chŏng Insŏp (鄭寅燮), the lecturer in charge of English literature, shows his face (얼골) at the school a few times a week. During his prime when he published "Overseas Literature" (海外文學), he cried out for the Hamlet (하몰렛트) of Korea and put on airs like a literary youth (문학청년틔). He is a talented young man (秀才) who graduated from Waseda University (早稻田大學). Since revealing his age is not something he enjoys, we will omit it here. The rumor circulating among students when he first came to Yonhi was that he published an article on English teaching methods in the Chosŏn Ilbo (朝鮮日報) newspaper years ago, and using that as leverage (빌미), he leaped into the lecturer position at Yonhi. His specialty (長技) must be lecturing on Hamlet. With his actor-like style (俳優風) and his penetrating (穿鑿하는 듯한) character, everyone supposedly studies while swallowing dryly (마른 츔을 삼켜가며). However, students also get tired (멀미를 알는 것이다) of excessive detail. He received quite a few glares (눈총도 꽤 마젓다) from students for continuing his lecture despite the dismissal bell (下學鍾) having rung. Mr. Chŏng is, on the other hand, an energetic person (精力家). We don't know the news after his newlywed life (新接所賃), but seeing his busy (多端한) life as a lecturer until recently evokes sympathy (同情).
Lastly, there is Lecturer Yi Yunjae (李允宰) who lectures on Korean history. He started working (視務) last year. Originally, he is a well-known figure socially, currently connected (관계를 맷고) with the Dong-A Ilbo (東亞日報), and his profound character (重厚한 人格) greatly inspires (感化) the students. However, trying to take notes during his lecture time reportedly causes considerable frustration (꽤 갑갑증을 느끼게 한다). (Continued) <44>
<42-44>

**Summary**

This article from the November 1930 issue of *Samch'ŏlli* magazine offers a critical and somewhat gossipy review of the Korean faculty at Yonhi College (Yonsei University's predecessor). Written by "Hanyang Scholar," it describes Yonhi's prestigious status, modern facilities, and comparatively high salaries funded by American missionaries. The author then profiles several key Korean professors and lecturers, including Dean Yu Ŏkkyŏm, department head Paek Nakchun, literature professors Chŏng Inbo and Ch'oe Hyŏnbae, music professor Hyŏn Chemyŏng, and lecturers like Chŏng Insŏp and Yi Yunjae. The profiles mix praise for academic credentials and talents (like Chŏng Inbo's memory or Ch'oe Hyŏnbae's character) with sharp criticisms of personality flaws, teaching styles, perceived lack of warmth, alleged incompetence, or reliance on connections, often citing student opinions and nicknames.

For historians, this piece provides a valuable contemporary snapshot of intellectual life and the personalities within a leading Korean educational institution under Japanese colonial rule. It reveals tensions between Western missionary administration and Korean faculty aspirations, differing educational backgrounds (Japan, US, Germany, traditional Korean), internal power dynamics, and the critical perspective of an observer (likely representing a segment of the Korean intellectual community) on the figures shaping future generations. The frank, sometimes harsh, assessments and mentions of student opinions offer insights into the campus atmosphere and the criteria by which academics were judged beyond their formal qualifications during this period. The use of "X" for certain adjectives hints at self-censorship common at the time.

**Named Entities**

延禧專門學校	연희전문학교	Yŏnhŭi Chŏnmun Hakkyo
延專은 己未이후에 알려진 학교이다. 조선인을 중심으로 한 교화기관의 하나로서 미국 宣敎部의 경영이니 조선교육계에 잇서서 私學으로서는 최고학부이다. 역사가 짧은만큼 조선인에게 기여한 바가 깁지 못하다. 그러나 同校가 창립당초에 선언한 동기와 정신이 오로지 조선민중의 문화적 향상과 정신적 陶冶를 그 사명으로 한데 잇는 이상 현재에 잇서서나 미래에 잇서서 기대하는 바 적지 아니하다. 시외 阿陵只에 약 30만평의 기지를 갓고 게다가 즐비한 근대식 건물은 타교의 追隨를 許치 안는 천연적 풍경 속에 웅대하게 솟아 잇다. 82만원의 기본금과 50만원의 校舍建物價格으로도 한번 조선학계에서는 뽐내볼만 하려니와 50여명의 多數한 교직원과 그들을 수용하는 갑진 舍宅을 가지고서도 朝鮮一을 자랑할만 할 것이다. 新村驛을 나려서 北便山麓을 보라. 울창한 松林 속에 점점이 백힌 문화주택 속에는 그들 중에 행운이 터진 교수들이 살고 잇다. 그들의 생활은 유복하다. 보통교수의 봉급이 220원이라 하며 올라가서 과장급이 250원 나려와서 사무원이나 조수급은 80원 내지 150원이라 한다. 조선의 현실에 잇서서 이만한 풍족한 재정을 쓰는 기관이 멧치나 되며 이러한 대우를 밧는 사람을 멧치나 헤일 것인가. 오즉 이 延專學園을 除해 노코는 다른 곳에서 구할 수 업는 好景氣일 것이다.
이처럼 延專의 敎授들은 운이 터진 분들이다. 이처럼 延專學園은 부유한 재정을 가젓다.
그러면 이러한 분위기만으로도 他校와의 구별을 가를 수 잇스려니와 내처들어가 교수 조교수 강사들을 소개한다면 얼마나 이 거대한 재단이 조선학계에 中堅을 일우는 延專의 인테리켄챠를 양성하고 잇다는 사실을 파악할 것이다.

二
현재 延專에는 교수와 조교수가 25명 전임강사가 4명 囑托講師가 12명 회계사무원 及 조수가 9명 합계 50명의 교직원이 잇다.
그 중에 서양인 10명과 日本人 4명과 회계사무원 及 조수 9명을 빼면 조선인 교수 조교수＜42＞ 及 강사는 27명을 算한다. 우리는 이들 27명을 紹介圈內로 하야 延專의 인테리켄챠를 해부하랴 한다.
延專교수단의 總師는 兪億兼씨이다.
明治 29년생으로 京城産이니 조선 개화운동의 巨頭 兪日濬씨의 차남으로 日本 同志社中學을 것처 第三高等學校를 우수한 성적으로 졸업하고 京都帝大 法學部에서 英吉利法을 전공한 후 일본형법의 權威 牧野英一博士 밋헤서 일년간 형법을 연구하엿다. 延專에 와서 현재 學監地位에 잇게 된 것은 西洋人교수 白雅悳씨가 운동한 힘이 만타하니 그 眞否는 어데갓든지간에 점차 조선인 교수에게 실권을 주자는 一部 선교사들의 主唱이 씨로 하여금 현직을 갓게 하엿다고 봄이 妥當하다. 그러나 일반 학생들의 평판을 들어보면 兪교수를 『쟈베루』라 한다. 어느 모를 뜨더보고 이러한 별명을 그에게 선사햇는지 모르거니와 그의 성격된 품이 온정을 缺하고 X見的이어서 이러한 대규모의 교육기관을 운전하여 나아가는 사무적 인물로는 適材일지 몰으나 마도레-누와 가튼 慈悲한 僧正을 갈망하는 제자에게는 차돌가튼 감촉을 주는 인물이다. 교수의 延專에 잇서서의 地盤은 견고한 者이니 그와 대립하야 권력을 다투는 者 대개는 敗北을 면치 못한다한다. 담임 과목은 상과의 민법뿐이다.
다음 文科로 들어서서 과장 白樂濬교수부터 소개하자. 이분도 明治 29년생으로 平安道 郭山産이니 宣川 信聖學校를 졸업하고 중국에 건너가 天津 新學書院을 수업한 후 다시 미국에 건너와서는 예일과 푸린스톤에서 神學과 史學을 연구하엿다. 철학박사의 학위를 바더가지고 귀국하야서는 延專 文科 科長으로 근무 중이다. 中語와 英語에 능하고 希臘語 原書도 본다한다. 그의 박사논문으로 미국에서 출간된 저서의 『타이틀 페이지』를 떠드러 보면 꽤 용모가 美麗하다. 그러나 그를 한번 면접한 분은 그의 지식조차 얼근 것으로 간주한다는 경향을 갓는다. 그가 조선에 나와서는 미국식 사교술로 인기를 어들랴 꽤 애썻지마는 거긔에 반감을 산 졸업생들의 一般評은 X能한 교수란 새로운 職啣을 주엇다. 1930년도의 XXXX교수는 健在한지! 담임 과목은 성경과 역사이다.
그밧게 古參者로 鄭寅普교수와 崔鉉培교수가 잇다. 鄭교수는 朝鮮漢文學의 第一人者임은 자타가 공인하는 바로 延專에 잇서서는 延專三室에 하나드는 才人이다. 한참 當年에 中國南方을 순방하는 중에 어든 습성인지는 몰으겟거니와 항상 추접은 것이 그의 一面相이다. 교수시간에 가래침을 탁 배타서 씹어 생키는 버릇이나 주책업시 웃움을 터트려 노코 수습을 못하는 꼴은 학생들에게 불쾌한 감정을 준다. 그러나 이러한 性癖이 잇는 한편에 학생들로 하여금 驚嘆을 느끼게 하는 것이 잇다. 그의 초인적 기억력이다. 어느때는 책 업시 들어와서 교수하는 쩍이 잇스며 그의 能辨을 가지고 滔滔 數千言을 버려노흘 때에는 그의 두뇌의 명석함을 감복하지 안을 수 업다. 그러나 그에게서 면할 수 업는 것은 才勝德이라는 文句이다. 담임 과목은 한문학과 조선문학이다.
崔鉉培교수는 慶南 蔚山産으로 廣島師範과 京都帝大 哲學科를 거처 延專에 와서는 철학 전반에 亘한 과목과 조선어를 담임하엿다. 인품이 근검착실하고 寡黙鈍重하야 학생들의 敬慕하는 的이다. 그가 廣島高師에 재학 중일 때는 학우로부터 조선의 깐듸-라는 별명을 들엇섯다한다. 더욱이 그의 사상의 片鱗을 엿볼랴면 최근에 발간된 『朝鮮民族更生의 道』라는 책자를 一讀하면 짐작할 수 잇슬 것이다. 소극적이나 온건적이오 타협적이나마 저력이 강대한 모범교수이다. 延專 문과에 잇서서 참으로 인격적으로 感化를 주는 교수가 잇다면 爲先氏를 손곱지 아늘 수 업다. 隱忍自重하야 압날을 기약하는 교수의 거름거리만으로도 그의 延專에 잇서서의 존재가치는 퍼-센테지 이상이다.＜43＞
성격상으로 원만한 輪廓을 보혀주는 분으로 玄濟明 조교수가 잇다. 啓聖中學出身으로 崇實大學을 졸업한 후 미주에 건너가 市加吉市 市加吉音樂學校 전문과와 同大學 學士院을 맛치고 음악학사의 학위를 바덧다. 귀국하야는 延專 全校의 음악을 담임교수하는데 그가 악단에서 인기를 끄으는 것은 미국에 잇슬 때 全美洲 학생 懸賞音樂大會에서 외국인으로 일등을 한 것에도 그 이유가 잇스려니와, 公會堂 스테지 우에서 全聽衆으로 하여금 『꾸빠이』라는 노래로써 심취케 한 것이 그 주요한 이유라 하겟다. 同校의 음악이 日就月將하야 朝鮮管絃樂界에 혜성과 가티 출현하게 된 공적은 오로지 氏에게 잇다고 하지 아늘 수 업다. 당년 29세의 少壯 조교수이다.
玄조교수가 延專에 오기 전부터 음악부장을 겸임한 白南奭교수가 잇다. 요 얼마전 모 사건으로 인하야 음악부장의 閑職을 사퇴하엿다는데 모 사건에 잇서서 그의 인격이 들어난 바와가티 면접한 사람이면 누구나 후한 인상을 잇지 못한다. 開城서 성장한 분으로 韓英書院을 것처 延專서 수업하엿다. 大正 8년에 渡米하야 에모리대학 문과를 졸업하엿스며 同大學院에 입학하야 심리학을 전공하고 文學士의 학위를 바든 후에는 다시 콜롬비아대학에서 교육학을 연구하엿다. 귀국하야는 開城 好壽敦女高에서 교편을 들은 일이 잇섯고 大正 12년부터 모교에 와서 영문법과 영문학을 교수하야 現今까지 이르럿다. 아즉 학구적 태도를 보혀준 일이 업는 延專 文科에 잇서서의 거북한 존재이다.
이상은 교수급들이다. 강사급으로는 鄭寅書, 李沄鎔, 鄭寅燮, 李允宰 등 諸氏들이 잇스니 鄭寅書강사는 이들 중에 제일 오래되엿다. 漢學에 능한 분으로 支那上古史와 東洋帝國史를 연구하엿스며 일즉이 淸州高普의 囑託敎員으로 근무한 일이 잇섯고 大正 14년도부터 延專에서 강사로 잇게 되엿다. 위가 약하야 항상 안색이 조치 못하며 인력거를 타고 출근하는 일도 한두번이 아니다. 극히 온순하고 침착한 성격을 가저 동양사 강의에 잇서서는 학생들의 인기를 혼자 독점하고 잇다. 더군다나 衒學性이 업는 그의 소박한 학구적 태도에는 누구나 조흔 인상을 갓는다.
다음으로 독일 유학생계통으로 李沄鎔강사가 잇다. 李灌鎔박사의 李氏로 才氣潑潑한 분이다. 독일어 강의를 전담하엿는데 그의 치밀한 교수방법에는 학생들이 꼼짝 못하고 예습과 복습을 하게 된다한다. 그의 눈꼽이 낀 듯한 눈으로써 열심을 내어 교수하는 것을 보면 독일의 학풍이 氏를 통하야 비로소 조선학생에게 전달되는 듯한 느낌이 생긴다. 京城 工學專門을 졸업하고 瑞西를 것처 伯林대학에서 국민경제학을 연구하고 일시는 墺國 維也納대학에 재학한 일도 잇섯다.
영문학 담임강사로 鄭寅燮씨가 일주일에 멧번식 학교에 얼골을 나타낸다. 해외문학을 發刊하든 한참 당년에는 조선의 하몰렛트를 부르짓고 문학청년틔를 잔득 낸 분이다. 早稻田대학을 졸업한 秀才로 年少한 분이다. 연령 발표까지는 씨의 즐겨하지 안는 바임으로 여긔서는 생략하기로 한다. 年前에 조선일보지상에 영어교수법에 관한 논문을 발표하고 그것이 빌미가 되여 一躍 延專 강사에 취임하게 되엿다는 것이 氏가 처음 延專에 올 때에 학생간에 퍼진 소문이엇다. 氏의 長技는 하믈렛트 강의일 것이다. 俳優風이 잇는데다 그의 穿*하는 듯한 성격을 가지고 강의할 때에는 누구나 마른 츔을 삼켜가며 공부를 하게 된다. 그러나 너무 자세한 것에도 학생은 멀미를 알는 것이다. 下學鍾을 첫는데도 불구하고 강의를 계속하는데는 학생들의 눈총도 꽤 마젓다. 氏는 한편으로 정력가이다. 신접삼림을 한 후의 소식은 모르거니와 최근까지도 그의 多端한 강사생활을 볼 때에는 동정을 일르기게 된다.
끄트로 조선역사를 강의하는 분으로 李允宰강사가 잇다. 작년부터 視務하기 시작하엿는데 원래 氏는 사회적으로 만히 알려진 분으로 현재 동아일보에 관계를 맷고 중후한 인격이 학생들에게 감화를 일으키는 바가 만타. 그러나 교수시간에 그의 강의를 필기하자면 꽤 갑갑증을 느끼게 한다.(續)＜44＞
＜42-44＞
