Magazine Title: 개벽 제48호
Publication Date: 1924년 06월 01일
Article Title: 녜로 보고 지금으로 본 서울 中心勢力의 流動 (The Flow of Central Power in Seoul, Seen from the Past and Present)
Author: 小春 (Soch'un)
Article Type: 문예기타 (Literature/Other)

Setting aside questions of right and wrong, there was nothing like old Seoul for its orderly social structure. Centered around the Royal Family, from the Chief State Councilor and Ministers above down to the A-frame carriers and laborers below, everyone's affiliation was clear, existing in a state of perfect order, without a thread tangled. In peacetime, each person was content in their assigned duties, and in times of crisis, decisions right and left were made under a single command. Thus, even residence within Seoul Castle was such that one side was inhabited by a certain class of people, and another side by certain *yangban*, so that simply knowing where someone lived allowed one to directly judge that person's status and affiliation without asking their name or character. While this may not have been the case immediately after the capital was established, the lines became even clearer from around the time the Easterners and Westerners split during the reign of King Sŏnjo.
Now, to briefly record the distribution of various affiliated groups in old Seoul:
The area below Puksan (North Mountain) was called Pukch'on (North Village), below Namsan (South Mountain) was Namch'on (South Village), near Naksan (Camel Mountain) was Tongch'on (East Village), inside and outside Sŏsomun (West Small Gate) was Sŏch'on (West Village), around Changgyo and Sup'yogyo bridges was Chungch'on (Middle Village), above Kwangt'onggyo bridge was Uttae (Upper Area), below Hyogyo bridge was Araettae (Lower Area), the riverside was Ogang (Five Rivers), and the area within 10 *ri* (approx. 4km) outside the four sides of the city wall was called Chanae (字內 - The reason it's called Chanae is that the Seoul city wall sections were marked in the order of *Ch'ŏn-Chi-Hyŏn-Hwang* [Heaven-Earth-Black-Yellow characters], designating areas like the 'Ch'ŏn Character Zone' or 'Chi Character Zone' between points, and each military camp was assigned a section between these characters to guard). The four villages (commonly called *Sasallimit*, 'Four Mountain Bases') in the east, west, south, and north were inhabited by *yangban*. Pukch'on housed civil officials (*munban*), and Namch'on housed military officials (*muban*). Furthermore, among the same civil official *yangban*, Sŏch'on was home to the "Westerners" (西人 - The origin of the terms Westerner and Easterner, the start of the so-called Four-Color Factions [四色黨爭] that ruined the entirety of Chosŏn, was because the central figure of the Westerners, Sim Ŭigyŏm [沈義謙], lived in Chŏngdong in Sŏch'on, and the central figure of the Easterners, Kim Hyowŏn [金孝元], lived in Yŏndong in Tongch'on, hence they were called Westerners and Easterners). Later, when the Westerners further split into the Noron (Old Doctrine) and Soron (Young Doctrine) factions, and the Easterners split into the Namin (Southerners) and Pugin (Northerners), and then further into Taebuk (Greater North) and Sobuk (Lesser North), it could be said that Sŏch'on was inhabited by Soron, Pukch'on by Noron, and Namch'on by Namin <56> , but in reality, Soron also lived mixed in Namch'on, though it was predominantly *muban*. Tongch'on was home to Sobuk, Chungch'on to *chungin* (middle people). Uttae was inhabited by clerks (*ibae*) and warehouse keepers (*kojik*) belonging to the Six Ministries and various offices below them, with merchants (commonly called *sijŏngbae*, market folk) particularly living in places like Tadong and Sangsadong. Araettae was home to various military personnel (*kun sok*; officers, attendants, etc.); notably, centered around palace affiliates, the area near Kyŏngbok Palace's West Annex (*Sŏbyŏn'gung*) and Nuhadong housed the so-called Taejŏn Pyŏlgam (大殿別監, palace attendants) faction, while the area near Ch'angdŏk Palace's east side, Wŏnnamdong and Yŏnjidong, housed the Mugam (武監, military supervisor) kin group. Inside Tongsomun (East Small Gate), near Sŏnggyun'gwan (National Confucian Academy), lived the Kwannin (舘人, academy people, commonly called *Kwansaram*), while Wangsimni housed musketeers (*kunch'ong*; soldiers). Along the Ogang riverside lived many boatmen and merchants, and the common term *kangdaesaram* referred to people living by the river.
In Kyŏngsŏng during those times when people lived like this, not only foreigners but even one person from the provinces could not recklessly invade; only commoners from the nearby Kyŏnggi province might come in as *haengnang* servants, or wild women (*yabu*) from the Hwanghae region might enter Seoul as basket peddlers. Other than that, provincial people, except those entering the capital to visit powerful families, could not otherwise make a living in Seoul.

Alas, what a swift turn! In the 11th month of the 9th year of Kwangmu (1905), the so-called Japan-Korea Protectorate Treaty (commonly called the Five-Article Treaty, 을사조약) was concluded, the entirety of Chosŏn fell into the hands of Resident-General Itō, first the armies of the various camps were disbanded, and then in the 4th year of Yung Hŭi (1910), Japan and Korea were annexed. The livelihoods of the entire official class (*sahwan kyegŭp*) in Kyŏngsŏng and their affiliated groups were completely cut off, and the influence of the Japanese surged in like a tide. The foundation of Kyŏngsŏng was shaken to its core, and except for a few newly titled aristocrats (*sin kwijok*) and merchants in a few neighborhoods, the native people of Kyŏngsŏng all began to weep in indignation, hunger, and cold. Consequently, those who retreated to the provinces went to the provinces, those who wandered abroad went abroad, or they moved from below Namsan to below Puksan, from central Kyŏngsŏng to the Four Mountain Bases. Now, unable even to do that, they are pushed out beyond Kwanghŭimun Gate, beyond Tongdaemun Gate, or beyond Sŏdaemun Gate. The distribution of Kyŏngsŏng citizens first underwent a complete change in its state, and it is still changing little by little.
The reason there are people in Seoul these days who still appear rather well-dressed is that wealthy types (*puhoja ryu*), fearing the Independence Army (*Tongniptan*) in the provinces or avoiding various public and private financial burdens, flee to Seoul day after day.
Let's stop talking about the past now and briefly describe the large and small centers of today's Kyŏngsŏng, here and there.

(First) The political center. At Kyŏngbok Palace, the *Haet'ae* statues wrapped in straw mats weep, and at Ch'angdŏk Palace, the tiger confined behind iron bars weeps. The time when the <57> myriad people of Kyŏngsŏng looked up to these two palaces is already an old dream, and today's political center is, needless to say, the Government-General of Chosŏn (朝鮮總督府). The entire area of Namsan, with the line from below Namsan through Honmachi (本町) as its outer boundary, is the sphere of influence of the Government-General. In other words, it is the political center. However, this too will move into Kyŏngbok Palace next year (or the year after). From south to north, the power of the Government-General—no, the power of the Japanese—flows evenly through Kyŏngsŏng. Will the future prosperity of Kyŏngsŏng be along Kwanghwamun Street (光化門通) and T'aep'yŏngjŏng Street (太平町通)? As the weather is strange these days, shall we just quietly watch the clouds gather?
(Second) The commercial center. "I wondered what Seoul people were doing, bustling about in the streets day and night like that, and it turns out they were going to Chin'gogae to empty their pockets and offer their money to the Japanese there." This was the impression of a certain country person visiting Seoul for the first time, and indeed it is so. That is, Chin'gogae is the commercial center of Kyŏngsŏng. Goods claimed to be directly imported from Europe or America, or under special contract from Japan, mostly pass through Japanese merchants in Chin'gogae. Next would be Chongno Street (鍾路通) and Namdaemun Street (南大門通). However, until some time ago, the direct influence of Japanese merchants did not extend beyond Chin'gogae and Namdaemun Street, but in recent years, it has stealthily crossed Hwanggeumjŏng Street (黃金町通), and lately, one occasionally sees new Japanese shop signs even on Chongno Street. Following the northward move of the Government-General, this situation will likely change even more rapidly. According to recent talk, the center of Greater Kyŏngsŏng (大京城) is moving to Chongno 4-ka, but its master is said to be someone else.
(Third) The cultural center. Where is the center of Kyŏngsŏng's culture? Truly, where is the cultural center that elevates the dignity of the Korean people? This is a very difficult observation. Some might say that Kyŏngbok Palace and Ch'angdŏk Palace, which house museums with collections of Chosŏn's traditional art—whether complete or not—and zoos, could be seen as cultural centers. But isn't this too superficial an observation? Alternatively, speaking broadly, should the area north of Chongno be called the cultural center, or the area south of it? In any case, looking at the current situation today, excluding the far east and far west north of Chongno, there are several specialized schools like Posŏng College (普專), Law College (法專), Kyŏngsŏng Higher School (高等), Medical College (醫專), and Higher Technical School (高等工業). There are media organizations such as the Tonga Ilbo (東亞日報社), Chosŏn chi Kwang Sa (朝鮮之光社), and Kaebyŏk Sa (開闢社). There is a library and a youth center. And there are the collections of art in the aforementioned palaces. So, forcing the point, shall we say that the cultural center of Kyŏngsŏng lies in the central part north of Chongno? Haha.
(Fourth) Various centers. Broadly dividing Kyŏngsŏng, one could say that south of Hwanggeumjŏng is the Japanese sphere of influence, and north of Hwanggeumjŏng is the Korean sphere of influence. <58> However, looking closer, there are various smaller centers. For instance, inside and outside Sŏsomun and Sŏdaemun, mainly British and Americans live; in parts of Kwanch'ŏltong and Puk Mich'angjŏng (北米倉町), Chinese people reside collectively. Even within the Japanese sphere of influence, setting aside the official residence neighborhoods (*kwansa purak*), there are official residence zones (*kwansa chidae*) occupying such vast land and buildings that they would account for six-tenths of all Kyŏngsŏng if removed. To quickly count: Taehwajŏng (大和町) official residences, Waesŏngdae (倭城臺) official residences, the judicial official residences in Inŭidong, the bank residences in An'guktong, the Kilyano (吉野) residences and residential land in Puk Mich'angjŏng. Among these, the immense Yongsan military barracks area and the railway district (*ch'ŏlto purak*) are truly so vast that it's impossible to count them all. In these official residences occupying six-tenths of Kyŏngsŏng, how many houses might have name plates (*munp'ae*) with three-character [Japanese] surnames attached? Looking briefly at transportation convenience, the main transportation arteries of Kyŏngsŏng are the lines connecting Namdaemun and Chongno, the East and West Gates, plus the Hwanggeumjŏng line. Since Mr. Collbran's (골부란 씨) time, the electric trams operated by the current Kyŏngjŏn Company (京電會社) have generally been laid along these main lines.
Regarding Kyŏngsŏng's transportation connections, it is situated at the center of the Kyŏngbu (Seoul-Pusan), Kyŏngŭi (Seoul-Sinŭiju), Kyŏngin (Seoul-Inch'ŏn), and Kyŏngwŏn (Seoul-Wŏnsan) railway lines. Additionally, the water transport of the Han River, which flows across central Chosŏn, runs outside Kyŏngsŏng city, so it is not without value as a major metropolis. Furthermore, if the currently planned Northern Arterial Line (北部幹線; the line that will pass from in front of Kyŏngbok Palace through the front of Ch'angdŏk Palace) is realized, the appearance and influence of northern Kyŏngsŏng will change once again.
Finally, a word about the scenery of Kyŏngsŏng. The scenery is truly splendid. Though perhaps not vast, the surrounding mountain ridges embrace it beautifully. Beyond these mountains, Mt. Pukhan (三角) to the north and Mt. Kwanak (冠嶽) to the south, far, far away, send feelings of reverence to the people of Seoul. Especially the deep blue-green of the Han River flowing southwest of Seoul is truly a natural park (*ch'ayŏn ŭi yuwŏn*). Being able to transcend the worldly passions of the city while living in it is perhaps a special privilege limited to those living in Seoul. Moreover, outside Tongdaemun lies Ch'ŏngnyangsa Temple; outside the North Gate are Sŏkp'a Villa (石坡山莊) and Se'gŏmjŏng Pavilion; at the foot of Namsan are Hongyŏpjŏng Pavilion and Noinjŏng Pavilion; to the north are Samch'ŏngdong and Ch'wiunjŏng Pavilion; to the south are Changch'ungdan Altar and Hanyang Park; centrally located is T'aptong Park; to the west is Sajiktan Altar. In the small city of Kyŏngsŏng, paradises for amusement (*yuhŭng ŭi nakt'ŏnji*) are open everywhere one goes. But in such a land, who are those full on scenery (*kyŏng*) but hungry for food, and who are those full on food and also drunk on scenery? Oh, immature wandering youths (*purang ŭi adŭl*) jingling a bit of money (*tonp'un*), do not senselessly disturb the scenery of Seoul with geishas (*kisaeng*) and automobiles. Hasn't the water in the big cauldron (*k'ŭn kama*) been boiling for a long time now? Sink the ships and break the cauldrons (沉船破釜甑, Ch'imsŏn p'abusŭng) – how should we take these words? <59>

**Summary**

This article contrasts the rigidly structured social geography of pre-colonial Seoul (Kyŏngsŏng), where residence clearly indicated class and faction (Pukch'on for civil officials, Namch'on for military, etc.), with the dramatic shifts following Japanese colonization. The author describes the displacement of the traditional Korean elite and populace outwards from the city center due to the influx of Japanese power and settlers, culminating in Japanese dominance of political (Government-General) and commercial (Chin'gogae, spreading to Chongno) centers. It also reflects on the changing cultural landscape and laments the disparities between those who enjoy Seoul's beauty and wealth (often Japanese or collaborators) and those (Koreans) who are dispossessed and struggling.

From a historical perspective, the article is valuable for its detailed, albeit somewhat nostalgic, mapping of Seoul's social hierarchy onto its physical space in the late Joseon period, pinpointing specific neighborhoods for different groups (civil/military officials, factions like Noron/Soron, *chungin*, merchants, military personnel, palace affiliates). It provides a contemporary Korean perspective on the profound disruption caused by colonization, charting the physical displacement of Koreans ("pushed out beyond Kwanghŭimun") and the clear demarcation of Japanese versus Korean spheres of influence (south vs. north of Hwanggeumjŏng/Koganechō). The commentary on the shifting commercial center towards Chongno and the planned relocation of the Government-General to Kyŏngbok Palace grounds highlights the ongoing consolidation of colonial power. The concluding lament, using the idiom "sink the ships and break the cauldrons," suggests a sense of impending crisis or a point of no return, reflecting the anxieties of the period.

**Named Entities**

小春	소춘	Soch'un
北山 밋흘 北村, 南山 밋흘 南村, 駱山 근처를 東村, 西小門 內外를 西村, 長橋, 手標橋 어름을 中村, 廣通橋 以上을 우대, 孝橋 以下를 아레대, 江邊을 五江, 城밧 四面 10里 以內를 字內(字內라 함은 서울 城壁에 天地玄黃의 順으로 어느 점으로부터 어느 점까지의 間은 天字區域 혹은 地字區域이라 하야, 그 문자와 문자의 間을 各 軍營에서 分擔 守備한 故이다)라 하야, 동, 서, 남, 북의 네 村(通稱 曰 四山밋)에는 양반이 살되, 北村에는 文班, 南村에 武班이 살엇스며, 또 가튼 文班의 양반이로되, 西村에는 「西人」(朝鮮의 전체를 亡해버린 所謂 四色別의 元始인 西人 東人의 칭호가 생긴 원인은 西人의 張本人 沈義謙은 西村 貞洞에 살고 東人의 張本人인 金孝元은 東村 蓮洞에 살은 故로 가로 西人가론 東人이라 한 것이다)이 살엇스며, 그 후 西人이 다시 老論 少論으로 난위고 東人이 다시 南人, 北人, 또 大北, 小北으로 난윔에 밋처는, 西村은 少論, 北村은 老論, 南村은 南人이 살엇다고＜56＞ 할 수 잇스나 사실은 少論까지 雜居하되 주로 武班이 살엇스며, 그리고 東村에는 小北, 中村은 中人 우대는, 六曹 이하의 各司에 소속한 吏輩 庫直 族屬이 살되 특히 茶洞 相思洞 等地에 商賈(통칭 市井輩)가 살엇고 아레대는 각종의 軍屬(將校 執事 等類)이 살엇스며 특히 宮家를 중심으로 하야 景福 西便宮 樓下洞 근처는 所謂 大殿別監(宮家의 隷屬)派들이 살고, 昌德宮 東便의 苑南洞 蓮池洞 근처는 武監族屬이 살엇스며, 東小門 안 成均館 근처는 舘人(속칭 舘사람)이 살고, 往十里에는 軍銃(兵丁)들이 살고, 五江邊에는 船人商賈들이 만히 살엇는대 속칭 강대사람이라 함은 강변에 사는 사람을 지칭함이엿다.
이와 가티 살던 당시의 京城 안에는 외국인은 물론이오 지방사람 한 명일지라도 함부로 침입할 길이 업섯스며, 다못 近畿의 지방의 細民이 혹 行廊살이로, 또는 黃海地方의 野婦가 광우리 장사로 서울을 드러왓슬 뿐이오, 그 밧게 지방사람은 權門 출입을 위하야 入京하는 이외에 달리 서울 살님을 할 수가 업섯다.

嗚呼, 是何急轉고, 光武9년 11월에 所謂 日韓新協約(通稱 五條約)이 체결되며, 朝鮮의 全國은 伊藤 統監의 手中에 들고, 먼저 各營의 군대가 해산되고, 니여써 隆熙4년에 日韓이 合倂되며 全 京城 內의 仕宦階級 거기에 딸닌 각 族屬의 생활 길이 아조 뚝 더러지고 日本人의 세력이 潮水가티 밀녀오매, 京城의 基盤은 근본으로 動搖되고 몃 사람의 新貴族과 몃 부락의 商賈階級을 除한 이외의 京城 本土 사람은 다-가티 慷慨에 飢寒에 울기를 시작하엿다. 이에써 지방으로 물너가는 者는 지방으로, 외국으로 流離하는 者는 외국으로, 또는 南山 밋흐로 北山 밋헤, 中部 京城으로부터 四山 밋헤, 이제는 그도 못하야 光熙門 밧그로 東大門 밧그로, 또는 西大門 밧그로 밀녀 나아가, 京城 시민의 분포는 爲先 其 상태를 一變하엿스며 지금도 작고 변하는 중에 잇다.
이좀의 서울에 잇서 朝鮮사람 중 그래도 번즈르르하게 차리고 나서는 者가 잇는 것은 지방에서 獨立團을 무서워하고 또는 각종의 公私間 부담금을 忌避하는 富豪者流가 나날히 서울로 피해 드러오는 까닭이다.
지금 지내간 니야기는 그만하고, 뛰염뛰염 오늘 京城의 大小 中心地에 대한 니야기나 簡述해보쟈.

(첫재) 정치상의 중심. 景福宮에서 거적에 쌔힌 해태가 울고, 昌德宮에서 鐵窓에 가친 호랑이가 운다. 京城의＜57＞ 萬民이 이 두 宮을 처다보던 때도 어느듯 녯꿈이고 오늘의 정치의 중심은 더 말할 것도 업시 朝鮮總督府이다. 南山 밋흐로부터 本町의 一線을 外廓으로 한 南山 一帶가 總督府의 勢力圈이다. 말하면 정치상의 중심지이다. 그런대 이것도 明年(혹은 來明年)이면 景福宮 안으는 옴겨온다. 南으로부터 北에, 總督府의 세력은 아니 日本人의 세력은 골고루 京城을 流動한다. 이제부터의 京城의 繁華는 光化門通 太平町通일가. 날새에 天候가 이상하니 가만히 구름 니러나는 것이나 볼가.
(둘재) 상업의 중심. 「나는 서울 사람이 무엇하노라고 그러캐 밤낫으로 길거리에서 복작복작하는고 햇더니, 진고개 일본 사람에게 주머니 돈 터러 밧치려 가노라고 그리하더만」하는 것은 엇던 시골 사람이 처음으로 서울을 구경한 感想談이거니와 사실 그러하다. 즉 진고개는 京城 상업의 중심지이다. 歐米 直輸入이니 日本 特約이니 무엇이니 하는 물품도 대개 진고개 日本商으로부터 넘겨 오는 것이다. 그 다음으로 鍾路通, 南大門通을 칠 것이다. 그런대 얼마 전까지는 日本 상인의 직접 세력만은 진고개, 南大門通을 버서나지 못하더니 近年에는 어느듯 黃金町通을 쑥 너머서, 近日에는 鍾路通에도 각금 日本 상인의 새 간판을 보게 된다. 總督府가 북쪽으로 음을 딸하 이 形勢는 一層 急轉하겟지. 근래의 도라가는 말을 드르면 大京城의 중심은 鍾路四街로 옴기는데 그 주인은 따로 잇다고.
(셋재) 문화의 중심. 京城의 문화는 어대가 중심일가. 실로 朝鮮사람의 품위를 놉혀 주는 문화의 중심은 어대 일가. 이것은 甚히 어려운 관찰이다. 혹은 가로되 具備하나 못 具備하나 朝鮮 古來의 예술품을 모하 노흔, 즉 박물관이 잇고 동물원이 잇는 景福宮, 昌德宮을 문화의 중심지로 볼 수가 잇다 하나. 이것은 너무나 형식의 관찰이 아닐가. 그리고 또 말하면 널니 잡와 鍾路 以北을 문화의 중심지라 할가 혹은 그 以南을 중심지라 할가. 여하간 今日의 現狀으로 보면 鍾路 以北의 極東 極西를 除하고 보면 거긔에는 普專, 法專, 高等, 醫專, 高等工業 등의 몃種 전문학교가 잇고, 東亞日報社, 朝鮮之光社, 開闢社 등의 언론기관이 잇고 도서관이 잇고 청년회관이 잇스며, 그리고 右에 말한 누宮의 예술품의 備藏이 잇스니, 억지로 처서 京城 문화의 중심이 鍾路 以北의 中央部에 잇다고 할가, 呵呵.
(넷재) 가지가지의 중심. 京城을 大別하면 黃金町 以南은 日人, 黃金町 以北은 朝鮮人의 세력권이라 말할 수가＜58＞ 잇다. 그러나 이것을 다시 드려다 보면 여러 가지의 小中心이 잇다. 즉 西小門 西大門 內外에는 주로 英米人이 만히 살고 貫鐵洞의 일부, 北米倉町의 일부에 中國人이 集住하고 가튼 日本人의 세력으로도 특히 官舍 부락을 제하면 全 京城의 10분의 6은 업서질 만큼 굉장한 地面과 건물을 占有한 官舍 地帶가 잇다. 얼는 칠지라도 大和町 官舍, 倭城臺 官舍, 仁義洞의 司法官舍, 安國洞의 銀行舍宅, 北米倉町 吉野舍宅及舍宅地. 그 중에도 굉장한 龍山의 軍舍地와 鐵道部落 등, 실로 이기여 헤일 수가 업스리 만큼 宏大하다. 이 가티 京城의 10분의 6을 占하는 官舍에 석 字 姓名의 門牌를 부친 집이 아지 못게라 멧집일고. 다시 교통의 便을 一瞥하면 京城의 交通幹線은 南大門과 鍾路, 東西 兩門의 連絡線과 여긔에 黃金町通 線路를 加한 것이라 하겟다. 골부란 씨 이래로 現 京電會社의 경영에 係한 電車는 대체로 이 幹線에 의하야 敷設되얏다.
京城의 교통관계는 京釜, 京義, 京仁, 京元 4線의 중앙에 位하고, 거긔에 中央 朝鮮을 橫流하는 漢江의 水運이 京城市外로 흐르는 바, 大都會의 가치가 업는 것도 아니다. 여긔에 또 지금 계획하는 北部幹線(景福宮 압흐로부터 昌德宮 압흘 貫通할 線路)이 실현되면 北部 京城의 面目은 세력은 또 한번 변할 것이다.
최후로 一言할 것은 京城의 풍경이다. 풍경이야말로 훌륭하다. 널지는 못할망정, 곱다라케 돌녀 안은 四圍의 山勢. 이 山들을 너머서 멀니멀니서 서울 사람에게 敬虔의 情을 보내는 北의 三角, 南의 冠嶽, 특히 서울의 西南을 흐르는 漢江의 深碧은 실로 천연의 遊園이다. 도시에 살면서 도시의 俗情을 超脫할 수 잇는 곳은 아마 서울에 사는 사람에 限할 特典일 것이다. 그리고, 東大門 외에는 淸凉寺. 北門 외에는 石坡山莊이며 洗釰亭. 南山麓에는 紅葉亭이며 老人亭, 北에 三淸洞, 翠雲亭, 南에는 獎忠壇. 漢陽公園, 中央에는 塔洞公園, 西에 社稷壇 등 조고마한 京城에, 간 곳마다 遊興의 樂天地는 열니엿다. 그런데 이러한 天地에서 景에 배부르고 밥에 주리는 사람은 누구며, 밥에 배부르고 또 景에 醉하는 者는 누구인가. 돈푼이나 달낭거리는 철업는 浮浪의 兒들아 속절업시 기생과 자동차에 서울의 풍경을 어즈럽게 마러라. 큰 가마의 물은 벌서 끌는지가 오래지를 안엇너냐. 沉船破釜甑 우리는 이 말을 무엇으로 드러야 올흘고.＜59＞
＜56-59＞
