Magazine Title: 삼천리 제10권 제8호
Publication Date: 1938년 08월 01일
Article Title: 太平洋서 絶讚밧는 崔承喜 - 米國 건너가서 最高 人氣 속에 싸히다 (Ch'oe Sŭnghŭi Receives Rave Reviews Across the Pacific - Goes to America and is Surrounded by Top Popularity)
Author: Unspecified (Quotes a letter from An Mak)
Article Type: 소식 (News/Report)

Ch'oe Sŭnghŭi Receives Rave Reviews Across the Pacific - Goes to America and is Surrounded by Top Popularity

**Explosion of Popularity in Western Society**

It has already been over half a year since our proud dancer (舞姬), Ms. Ch'oe Sŭnghŭi, left Chosŏn. Since then, how many flower garlands has she been showered with, and how buried has she been in the world's lavish praise? We can glimpse a part of this from a letter sent from Hollywood by her husband, Mr. An Mak (安漠), to her older brother in Seoul, Mr. Ch'oe Sŭngil (崔承一).

*To Brother Sŭngil -*

*「After concluding the performance in San Francisco (桑港) on the 22nd of last month with great success, we arrived in Hollywood on the 24th. Here, there will be a performance on February 2nd at the Ebell Theatre, which is the most high-class venue here. We are spending busy days practicing daily. We are meeting various stars here in Hollywood. We are looking for an opportunity to get a chance to enter the film industry.*

*After finishing here, we will depart for New York on February 3rd. We have formally signed with the Metropolitan Musical Bureau, and it has been decided that we will first perform 12 times in New York, three times a week. It means Sŭnghŭi has reached an international level, carrying the label 'Metropolitan Presents'.*

*We are keeping healthy and are engrossed in new works every day without even a moment's rest. We created new pieces because we lacked works. When we get to New York, I expect letters from home will have arrived, and I will read them gladly. Please write often and tell me about life in Seoul. As I wrote in my previous letter, our address in the U.S. (米國) can be care of the Japanese Consulate General, or care of the Metropolitan [Musical Bureau]; please send it to either address. <164>*

*If you are going to announce it in the newspapers, it seems better to use the Metropolitan address. Also, the Metropolitan people travel to provincial areas and go out for performances almost daily, unlike the Japanese Consulate, so it might be more convenient to send mail to the Metropolitan address.*

*Respectfully, An Mak, from the Hollywood Hotel」*

The "Metropolitan Music" mentioned in this letter is a place that introduces and arranges performances only for the world's foremost artists. In the past, even Mei Lanfang (梅蘭芳) from the East requested their services but was refused, and the tenor Fujihara Yoshie (藤原義江) and Sekiya Toshiko (關屋敏子) also did not succeed. Only Ms. Miura Tamaki (三浦環), who held much popularity among Westerners, is said to have attained this fortune. It is said that Ms. Ch'oe Sŭnghŭi appeared on this path of highest honor, with the managers there bowing respectfully to invite her.

**Popularity Explodes on the Other Side of the Pacific**

When Ms. Ch'oe Sŭnghŭi, elegantly dressed in simple Chosŏn attire (소복 단장) and wearing blue leather shoes (판란 갓신), arrived in San Francisco (桑港) via Hawaii (布哇), many people from the local arts organizations came out. Some presented splendid floral wreaths (花環), while others seemed to conduct welcoming music with batons (指揮棒). From her first step ashore on the Pacific Coast (太平洋岸 上陸 第一步), she captured the popularity of all levels of American society. When she drove her car to the hotel, numerous newspaper and magazine reporters, led by the San Francisco Times (桑港日報 - Sanggak Ilbo, lit. 'San Francisco Daily Report'), rushed over, busy reporting her every word and phrase (일언척구), her every move (일거수일투족). Truly, the newspapers that day were adorned with the gently smiling beautiful figure from this peninsula and news about her. Of course, Korean compatriots residing there also came out to the wharf (波止場) or the station entrance (驛頭), waving handkerchiefs and shouting welcomes. <165>

And when she finally revealed her neat and lovely figure in first-rate theaters in San Francisco and Hollywood, exuding the sentiment unique to our peninsula's dance, the applause, cheers, admiration (驚嘆), and cries of praise (讚聲) from the packed audiences were, needless to say, immense, deep, and broad.

The popularity across America was entirely engulfed in a storm of rave reviews. Thus, through the efforts of the single Ms. Ch'oe, who crossed thousands of *ri* without considering the distance, the dance and sentiment (情調) of Chosŏn—which had budded, sprouted, and begun to flourish in the small Eastern Peninsula (東半島) of Asia—gave great inspiration and emotion to people of all nations, who were suffocatingly immersed in machine civilization (機械文明) upon machine civilization, material civilization (物質文明) upon material civilization.

**Now Across the Atlantic (太西洋) to England and France (英佛)**

Now, after finishing her final performances in America in the world's largest city, New York (紐育), she will set sail again on the Atlantic Ocean (太西洋) and head towards the European Continent (歐洲大陸), her original destination, where Paris (巴里), Vienna (維也納) - city of musical greats - and London (倫敦) are located. Truly, if one thinks about it, the world-renowned dancers of the past — for example, Anna Pavlova or Isadora Duncan — have all passed away now. Now, the world is truly calling for a new genius dancer (天才舞踊家). At this time, is not the dancer (무히) of the peninsula emerging, not betraying this expectation? This can truly be called a joyous matter. Here is an excerpt of a dance review from a New York newspaper ("뉴욕산 신문지") regarding Ms. Ch'oe's performance in New York:

*「When encountering a guest from a distant land like Chosŏn, one would imagine the audience would naturally adopt an attitude of sympathetic tolerance, but there is absolutely no need for that with Ms. Ch'oe Sŭnghŭi. She is an exceptional artist. While devoted to the traditions of her homeland, she is an artist who displays exquisite agility and skill that transcends racial limitations. Her slender and beautiful figure and her expressively lovely face on stage captivate the audience.*

*The program that day featured Chosŏn's classical and humorous dances, but what most captured the audience's popularity were the 'humor' and folk dances. Among them, the masked dance called 'Chosŏn's Wanderer' (조선의 漂泊者) was itself bizarre, and its mask was truly an extraordinary fantasy (奇想). The dance of the proud Koryŏ General, gorgeous and imposing, was also a rare masked dance. The elegant and splendid costumes changed with each dance,<166> winning the audience's endless favor.*

*Her beautiful movements (동정) and ever-changing postures (천태만상) could be seen in the 'Chosŏn Dancer Suite'. Generally speaking, the elegant and delicate sentiment (情味) unique to Eastern art was its distinctive feature.*

*The accompaniment (반주) was janggu (장고) and piano under the direction of Yi Kosan (李孤山).」*

*(End)*

The program that day was as follows:
1. Honeymoon Trip 2. Silla Court Lady 3. Temptation of the Virtuous Monk (道僧) 4. Song of Parting (相別曲) 5. Mural Painting of Nangnang (樂浪)
6. Sword Dance (劍舞) 7. Chosŏn's Wanderer (조선의 漂泊者) 8. War Dance of Koguryŏ (高句麗) 9. Koryŏ General (高麗 大將) 10. Chosŏn Dancer Suite (조선 무희)
11. Commemorative Festival Dance (기념제 舞) 12. Farmer's Daughter (농가의 처녀) 13. Physiognomist (관상가) 14. [Cut off]

**Ms. Ch'oe's First Statement (第 1聲) During Her U.S. Visit**

And here is a newspaper article published in the Hollywood Sun about an interview with Ms. Ch'oe Sŭnghŭi:

*Ms. Ch'oe Sŭnghŭi is currently staying at the Hollywood Roosevelt Hotel during her sojourn in America. She is introducing Chosŏn classical dance while also showing her own creations imbued with modern color.*

*Ms. Ch'oe Sŭnghŭi spoke as follows to an American reporter who visited her:*

*"Being far away, everyone wants to see America. America is a civilized country and also a miraculous country where everyone lives well. Even the performers (배우) here all wish to see it at least once.*

*Furthermore, modern young men and women like anything American. For instance, American food, American clothes, American customs, even American dance, they like it all."*

*She spoke thus quite well in halting English, and then continued,*

*"However, it's regrettable, but Chosŏn has no dance halls (땐쓰홀), which is a problem. But people can dance in their respective homes. I really like the social dance (사교땐쓰) that can be done in homes, in the Western style," she said and laughed briefly. Ms. Ch'oe came to America (渡米) as an envoy of Chosŏn dance after accumulating deep research, ranging from the classical to the modern. Having finished her first performance in San Francisco (쌘푸랜씨쓰코), she plans to head to New York next. After that (其後엔), it seems she is likely to leave for Europe (유롭).*

*Ms. Ch'oe was very pleased.<167>*
<164-167>

**Summary**

This 1938 article from the magazine *Samch'ŏlli* celebrates the acclaimed dancer Ch'oe Sŭnghŭi's successful tour in the United States. It quotes a letter from her husband, An Mak, describing her triumphant performances in San Francisco and Hollywood, her contract with the prestigious Metropolitan Musical Bureau for a New York run, and their busy schedule creating new works. The article highlights the enthusiastic reception from American audiences and media, emphasizing how Ch'oe's artistry, rooted in Korean tradition, captivated Westerners. It includes a positive review excerpted from a New York newspaper and details her performance program. The piece concludes with an interview where Ch'oe expresses admiration for America while noting the lack of dance halls in Korea, and confirms her plans to tour Europe next.

From a historical perspective, the article is significant for showcasing Korean cultural pride and international achievement during the oppressive colonial period. Ch'oe Sŭnghŭi is presented as a cultural ambassador for "Chosŏn," bringing its unique "dance and sentiment" to the world stage, a source of immense national joy. Historians might find the mention of using the Japanese Consulate General for mail alongside the American arts bureau indicative of the complex political reality faced by Koreans abroad – operating within the framework of the Japanese empire while simultaneously asserting a distinct Korean cultural identity. The comparison with Japanese artists (Fujihara, Sekiya, Miura) and the mention of Mei Lanfang also contextualize her success within the broader East Asian artistic landscape and its reception in the West.

**Named Entities**

太平洋	태평양	Pacific Ocean
최승히여사가 아담한 조선의 소복 단장에 판란 갓신을 신고 하와이(布哇)을 거처 상후란 시스꼬(桑港)에 내리자 그 곳 예술단체에서는 많은 사람들이 나와서, 혹은 화려한 화완(花環)을 전하고 혹은 지휘봉(指揮棒)을 둘너 환영하는 음악을 햐여 주는 듯 태평양안 상륙 제일보,(太平洋岸 上陸 第一步)로부터 온 것 미국 상하 사회의 인기를 끄을었고 그가 자동차를 모라 호텔에 들자 또한 쌍우란스, 타임쓰(桑港日報),를 위시하여 다수한 신문 잡지 기자가 달려와서 그의 일언척구와 그의 일거수일투족을 보도하기에 분주하여 진실로 그 날의 신문에는 빙그레 웃는 이 반도의 아름다운 자태와 소식으로 장식하였으며 재류 조선동포들도 항구의 파지장(波止場)에 또는 역두(驛頭)에 나와 수건을 들어 소리치며 마지한 것은 물론이다.＜165＞
그러고 끗끗내 쌍후란씨스꼬와 헐리웃드의 일류극장에서 그 청초하고도 아릿다운 자태를 나타내어 우리 반도만이 가지는 그 춤의 정조를 내뿜을 때, 만장의 박수와 환호와 경탄(驚嘆)과 찬성(讚聲)은 더 말할 나위없이 크고 깊고 널벗슴니다.
완전히 아메리까일대의 인기는 절찬의 폭풍 속에 잠겻슴니다. 이리하야 수천 리를 머다 안코 건너간 최여사 한 분의 힘으로 아세아의 조고마한 동반도(東半島)에서 싹 돋고 움 트고 무성하기 시작한 조선의 춤과 정조(情調)는 기문명에서 기게문명에서(機械文明)으로, 물질 문명(物質文明)에서 물질문명으로, 숨 막힐드시 잠겨있는 데서 각국인에게 큰 감명과 감격을 주었든 것임니다.
이제는 (太西洋) 건너 (英佛)로 -
이제 세게최대의 도시 뉴-욕(紐育)에서 미국서의 맞으막 공연을 끝내고 다시 태서양에 배를 띄어 원래 목적하든 곳의 파리와 음악의 위인(維也納)과 런돈(倫敦) 있는 구주대륙(歐洲大陸)으로 향해 건너가리라. 진실로 생각하여 보면 지금은 세게적으로, 일홈을 날니든 무용가  - 례하면 안나바보로니 싸이라스 마-나라거나 지금은 모도 다 세상을 떠났다. 이제는 진실로 새로운 천재무용가(天才舞踊家)를 세상은 부르고 있다. 이 때에 이 기대에 저버리지 안케 반도의 무히가 등장하고 있잔는가. 진실로 깁분 일은 이 일이라 할 것이다. 이제 여사가 미국 뉴-욕에서 무용한 연기에 대하여, 「뉴욕산」 신문지의 무용평(舞踊評)을 초록하면 이러하다.
「조선과 같이 먼 지방에서 온 손님을 대할 때 관중은 자연 동정적 관용의 태도를 취할 것으론 상상되는 터이나 崔承喜여사에 대하여는 그럴 필요가 전여 없다. 여사는 특이한 예술가다. 본토의 전통에 전념하면서도 능히 인종적 제한을 초월하는 精妙의 기민의 기술을 발휘하는 예술가이다. 무대 우에 선 여사의 날신하고 아릿다운 자태와 표정이 풍부한 어여쁜 얼굴은 관중을 취하게 한다.
당일의 「푸로그람」은 조선의 고전적 유모어의 춤인데 가장 민속적 유모어의 춤인데 가장 관중의 인기를 끈 것은 「유모어」와 민속적 춤이였다. 개중에도 조선의 漂泊者라는 가면춤 자체도 기괴하거니와 그 가면이야말로 가위 천외의 奇想이었으며 화려한 고려대장의 뽐내는 춤도 역시 진기한 가면춤이였었다. 고아하고도 화려한 의상은 춤마다 변하야＜166＞ 관중의 끝없는 환심을 삿다.
여사의 아름다운 동정과 천태만상으로 변하는 자태를 「조선 무희 중」에 볼 수 있었는데 대체로 말하면, 동양예술에 특유한 우아섬세의 情味가 그 특색이였다.
반주는 李孤山 지도하에 장고와 피아노이였었다.
(끝)
그 날의 순서는 다음과 같다.
1. 신혼 여행  2. 신라 궁녀      3. 의 道僧의 유혹  4. 相別曲      5. 樂浪의 벽화
6. 검무       7. 조선의 漂泊者  8. 고구려의 戰舞   9. 고려 대장  10. 조선 무희
11. 기념제 舞 12. 농가의 처녀  13. 관상가         14.

崔여사의 미국 방문 제 1聲
그리고 최승히여사를 방문한 헐리웃드 선의 지상에 실닌 신문기사는 이러하다.
최승히여사는 아메카에 체류하고 있는 중 지금은 하리욷, 루스벨트, 호텔에 머믈너 있다. 그는 조선 고전무용을 소개 한편 현대색을 가진 자기 창작도 보여주고 있다.
최승히여사는 방문한 아메리카기자에게 다음과 같이 말한 일이 있다.
멀니 잇서 누구나 아메리카를 보고저 함니다. 아메리카는 문명한 나라요 또는 누구나 잘 사는 기적의 나라임니다. 여기 있는 배우까지라도 모다들 한 번 보기 원하는 바임니다.
더욱이 현대 청년남녀들은 아메카의 것이라면 무엇이나 조와해요. 가령 아메리카음식이라든지, 아메리카의복이라든지, 아메리카의 습관 아메리카의 춤까지라도 조와함니다.
그는 더듬거리는 영어로 곳잘 이렇게 말하고 다시 이여서
그런대 조선은 유감이지만 땐쓰홀이 없어서 문제임니다. 그러나 각각 집에서들은 할 수 있지요. 나는 서양풍속에 집집에서 할 수 있는 사교땐쓰를 대단히 조하함니다 하고 그는 잠간 우섰다. 崔여사는 조선 무용 사절노서 고전 것으로붙어 현대 것에 니르기까지 깊은 연구를 싸흔 후 渡米하였든 것이다. 쌘푸랜씨쓰코에서 첫 공연을 맟이고 다음으론 뉴욕으로 향할 작정이다. 其後엔 유롭으로 떠날 모양이다.
崔여사 대단히 깁버하엿다.＜167＞
＜164-167＞
