Magazine Title: 삼천리 제10권 제8호
Publication Date: 1938년 08월 01일
Article Title: 女優 化粧室 求景, (脂粉의 내음새 觸鼻하다) (A Peek into the Actresses' Dressing Room, (The Scent of Cosmetics Assails the Nose))
Author: [Not explicitly stated in the provided text snippet, but the narrator mentions being guided by Kim Kwansu]
Article Type: 소식 (News/Report)

A Peek into the Actresses' Dressing Room,

One evening, during a performance of Mr. Yi Sŏgu’s (李瑞求) work "Midnight Sun," I got to see the dressing room of the "Ch'ŏngch'un-jwa" (靑春座) actors, guided by Mr. Kim Kwansu from the Tongyang Theater business department. With a friend, I went down a deep alleyway and entered backstage; it seemed a comedy was already unfolding on stage, judging by the uproar of laughter from the audience.

The dressing room was an unluxurious rectangular room. On one side, a stove burned fiercely, and in the middle stretched a long makeup table, like a washstand you might see at a station.

Messrs. Hwang Ch'ŏl (黃徹), Yi Kwirye (李貴禮), Kim Sŏnyŏng (金鮮英), and others whom I didn't recognize were perched before the makeup table, each occupying a makeup box, drawing eyebrows and styling hair.

Under the dazzlingly bright electric lights, Hwang Ch'ŏl, Sŏnyŏng, and Kwirye grew increasingly beautiful, while others, as time passed, transformed into sickly madams, and with one or two more strokes of the brush (毛筆), became fearsome villains, detestable fellows, scoundrels, and rascals.

I watched them, wide-eyed, only looking at those lined up on both sides of the makeup table, marveling at how they skillfully and easily created their intended selves—yet selves entirely different from their own—<180> with just that small makeup box, a modest mirror, and in such a short time. Just then, with the sound of something rolling thump-thump-thump on the wooden floor, the cute, peach-like face of Ms. Chi Kyŏngsun (池京順) appeared.

"Auntie, why are you only just arriving?"
"Oh dear, am I late?"

Aside from this brief exchange between the eight-year-old child actor and Ms. Chi Kyŏngsun, there was no sound; everyone was absorbed in gazing into their mirrors and tending to their faces. Yet, all wore solemn expressions. They were the most serious faces of people intending to create something. They paid no mind to who came in or went out.

Their attitude seemed to be that it was enough to just do their own work and leave when their time came.

A bell rang once with a ‘ding-a-ling’. Wondering what it was, I quickly scanned the many faces of the people at the makeup table. In that moment, Ms. Kim Sŏnyŏng, who had been setting her hair, suddenly gathered it up, attached flowers to it, and dashed onto the stage. It happened so fast I thought it was like a machine (기게).

Less than two minutes after Ms. Sŏnyŏng left, those who had gone out earlier came flooding back in – an old man from the countryside wearing a *kat* (갓), looking like an indiscreet, mischievous fellow; a flimsy middle-aged gentleman in a *turumagi* (두르맥이) with a pasted-on beard; a country wife wearing mismatched straw shoes. Anyway, even at a quick glance, one could tell they were comedic actors' makeup. Although they said nothing to each other, I couldn't help but suppress my laughter.

"That rascal Tonggyu (東圭) yelled so loudly, my ears are ringing!"

The short, stout country gentleman in the *turumagi* with the pasted-on beard rubbed his ear (귀박휘) while glaring at the old man who looked like an indiscreet, mischievous country fellow wearing a *kat*.

Even then, the others still didn't laugh or even look up. Thus, my expectation that the dressing room would erupt in laughter at these amusing sights was utterly shattered.

Ms. Sŏnyŏng returned, now wearing a red nightgown-like costume (*chariot*), and Ms. Kyŏngsun's pretty face in stylish Western clothes (*yangjang*) became even more refined. Ms. Kwirye’s <181> yellow half-sleeved *chŏgori* and pink skirt, with her hair braided down like a *tangt'ae* and hanging loosely (*churŏng churŏng*), looked lovely. Meanwhile, Mr. Hwang Ch'ŏl took off his grey Korean trousers (*chŏgori*) and changed into a navy blue Western suit.

"Hurry up!"

This was Mr. Hwang Ch'ŏl—playing the protagonist that evening, Hwang Chaech'ŏl (黃在喆), a student returned from Tokyo and a poet—urging his counterpart and lover Pae Yŏngja (裵英子) (Kim Sŏnyŏng) whose makeup was delayed.

"Where? So quick, you slowpoke! (워디 쾌쾌듸 니듸 만만듸)"

Yŏngja looked at Chaech’ŏl with those mysteriously moving eyes, replied thus, and gave a slight smile.

The bell rang again. This time, Ms. Sŏnyŏng, still in the red *chariot*, her short, curly hair let down, ran onto the stage. Following behind her went Ms. Kwirye, and then Ms. Kyŏngsun, Mr. Hwang Ch'ŏl, and others in sequence. A middle-aged man, resembling a real estate agent (*poktŏkbang yŏnggam*) in a grey artificial silk *turumagi*, yet disagreeably shrewish like a rascal, followed behind Mr. Hwang Ch'ŏl, who walked shamblingly (*tŏbŏk tŏbŏk*) with his head down as if lost in thought, muttering:

"Hey you, tonight, please just punch (쥐여 밖게나) me gently! My chest still aches (뻑적지근 하다니까)."

Mr. Hwang Ch'ŏl, with his characteristic eye gesture, glanced back once and just smirked from the corner (귀텡이) of his mouth.

When almost all the actors in the dressing room had gone to the stage, we followed our guide, found seats in a corner of the vast audience section, and prepared to watch from the front of the stage those we had just seen backstage.

Backstage, they had been solemnly focused only on creating for themselves selves completely different (전언 딴 자기) from their own. Onstage, they were now busy playing the roles of the selves they had created—laughing, crying, harming others, grieving, being spiteful, suffering illness (알코), falling in love, and dying. (End) <182>

**Summary**

The article provides a first-person account of visiting the backstage dressing room of the Ch'ŏngch'un-jwa theater troupe at the Tongyang Theater during a performance of Yi Sŏgu's "Midnight Sun" in 1938. The narrator observes the actors' serious and focused process of applying makeup and transforming into their characters, contrasting the solemn backstage atmosphere with the comedic performance unfolding onstage. The actors' interactions, costume changes, and rapid transitions between backstage preparation and onstage action are described in detail. From a historical perspective, the article offers a valuable glimpse into the material culture and daily life of Korean actors and theater production during the colonial period. It documents the types of plays performed, the physical environment of a theater dressing room, the use of both traditional and Western clothing/styles, makeup techniques, and the actors' professional demeanor, alongside capturing colloquial language and interactions of the time.

**Named Entities**

李瑞求	이서구	Yi Sŏgu
黃徹 鮮英 貴禮 이런 분들은 전등불이 눈부시게 밝은 그 아래에 점점 곻아만지고 그 외에 다른 분들은 시간이 갈수록 병든 마나님이 되고 毛筆이 한 두 번 더 그어질사록 무서운 악한이 되고 혐잡꾼이 되고 딱정떼가 되고 깍정이가 되고 하는 것이였다.
나는 그이들이 그 적은 화장품 상자 한 개와 크지 못한 거울과 또 그처럼 짧은 시간에 자기가 목적하는 자기-그렇나 자기와는 아주 달른＜180＞ 자기를 훌륭히 쉽게 맨드러 내는 것이 신기하고 신통하여 아모데도 안 보고 거저 화장대 양 쪽에 줄을 지어 앉은 그분들만 눈이 둥그래서 바라보았다. 그러는데 널마루를 통통툥 굴느는 소리가 들니며 池京順씨의 복송아 같이 귀여운 얼굴이 드러났다.
「아즈머니 웨 인제 오세요.」
「오냐 느젓지?」
여듧 살 멕이 애기 배우와 池京順씨의 이 걀얄핀 대화 외엔 아모 소리도 없고 모다 거울 속을 듸레다 보며 얼굴 매만지기에 정신을 못 채리였다. 그렇나 모다 엄숙한 표정이다. 무었을 창조하려는 사람의 가장 심각한 얼굴들이였다. 누가 드러오거나 나가거나 도모지 상관치 않었다.
자기 하는 일을 하고 또 자기 나가는 때를 마처 나가면 그만이라 생각하는 태도였다.
뻴이 한 번 따르릉 울었다. 웬일인가 싶어서 나는 화장대 사람들의 그 많은 얼굴을 한꺼번에 쭉 훌터 살폇다. 그러는 사이에 金鮮英씨가 지지든 머리를 어느 새 거더 붓치고 그리고도 거기에 꽃까지 다라 가지고 무대로 뛰여 나가는데 그것이 어떻게도 빨났든지 기게와 같다고 나는 생각되였다.
鮮英씨가 나가자 2분도 못 돼서 먼저 나같든 분들이 우- 몰여왔다. 갔 쓴 싀굴 주책 망난이 영감님, 수염을 발나 부친 허줄한 중년 두르맥이 신사, 색의 조화를 못마춘 집신은 시굴 색씨, 어쨋든 한 번 얼는 보아도 희극 배우들의 분장임은 알 수 있는 것이 그이들이 서로 아모 말도 없었으나 나는 우숨을 참을 수 없었든 것이다.
「東圭란 놈이 얻지 소리를 질넛든지 귀가 왱왱하구나」
수염을 발나 붓친 키 적고 똥똥한 두르막 입은 싀굴 신사가 귀박휘를 어르만지며 같 쓴 싀굴 주책 망난이 같은 늙은 연감님더러 눈 흘기는 것이였다.
그러는 데도 그 외에 다른 이들은 역시 웃지도 않고 치여다 보지도 않었다. 그래서 그 우수운 꼴들을 면 분장실 안에 우슴판이 터지리라고 하든 내 기대는 아주 산산히 깨여지고 말지 않을 수 없었다.
鮮英씨가 다시 빨간 자리옷을 입고 드러오고 京順씨의 양장 맵씨의 곻은 얼골이 더 익어가고 貴禮씨의＜181＞ 노랑 반회장 저고리와 분홍 치마에 당태같이 따어 내린 머리가 추렁 추렁 귀여웠을 때 黃徹씨는 회색 조선 바지를 버서 버리고 곤색의 양복으로 가라 입었다.
「어서 하세요」
이것은 그 날 저녁에 주인공으로 동경 유학생이요 또 시인인 黃在喆 黃徹씨가 그의 상대요 애인인 裵英子(金鮮英)에게 화장이 느젔다고 독촉하는 말이었다.
「워디 쾌쾌듸 니듸 만만듸」
英子는 그 신비하게 움즉이는 눈으로 在喆을 바라보며 이렇게 대답하고 방긋이 웃어 보였다.
또 다시 뻴이 울었다. 이번엔 鮮英씨가 빨간 자리옷 채 짧고 굽실거리는 머리를 풀어 제친 채로 무대로 다름박질해 나갔다. 그 뒤로 떠러저서 貴禮씨가 나가고 京順 黃徹씨 등이 차레대로 나가는데 회색 인조 두르막의 복덕방 영감 비슷하나 깍쟁이같이 밉쌀마진 중년 늙은이가 고개를 수굿하고 무슨 사색에 뭇인 듯이 더벅더벅 거러서 나가는 黃徹씨 뒤를 쪼츠며
「이 사람아 오늘 저녁에는 제발 좀 가많이 쥐여 밖게나 아직두 가슴이 뻑적지근 하다니까」
黃徹씨는 언제나 잘 하는 그 눈짓으로 힐끔 한 번 도라다 보고 한 쪽 입 귀텡이로 웃어버리기만 혔다.
분장실의 배우들도 거진 무대로 다 나같을 때 우리도 안내하는 분을 따라 수없이 많은 관객석 한 구석에 자리를 정하고 무대 뒤에서 보든 그이들을 무대 앞에서 구경하기로 했다.
무대 뒤에서는 그저 엄숙하게 자기를 위해서 자기와 전언 딴 자기를 맨들기에만 열중하든 이들이 무대에서는 또 자기가 맨드러 낸 자기의 역할을 하느라고 웃고 울고, 남을 害하고, 또 슬퍼하고, 심술을 부리고, 병들어 알코, 연애를 하고, 죽고 하는 것이였다. (끝)＜182＞
＜180-182＞
