Magazine Title: 삼천리 (Samch'ŏlli) Vol. 10, No. 8
Publication Date: 1938-08-01
Article Title: 黃金이 끌는 戰時 下의 明治町 柱式街 (Meijichō Stock Street Boiling with Gold in Wartime)
Article Type: 세태비평 (Social Commentary/Critique of the Times)

Meijichō Stock Street Boiling with Gold in Wartime

These days, on Seoul's Meijichō (Myeongdong) stock street, the fortunes of stock speculators rise and fall as frequently as the tempo of the war situation progresses rapidly.
It is a common occurrence in the stock or futures rice markets for yesterday's millionaire to become a penniless beggar overnight due to a single telegram from the Ōsaka market, and conversely, for today's beggar to become a millionaire overnight. However, in a situation where the state of affairs changes chaotically moment by moment, like rain or wind, the fluctuations are so severe that they defy human prediction – such is the scene at this Meijichō stock market.
Every day, several hundred people join and leave, and in terms of money, several hundred thousand won, even several million won, change hands in this marketplace. Before digging into who among the city's figures made money and who lost tens of thousands of won, it seems right to first talk about the general situation of stocks.

The Star Stocks Among Chosŏn-Related Shares are:
As everyone knows, the so-called star stocks (花形株, *hwayŏngju*) are either Chongbang (鍾紡) or Tongsin (東新), and if not Tongsin, then some steel stock, or automobile or oil stocks related to the war effort and military supply – everyone knows this. But what we want to know is not such common knowledge, but which Chosŏn-related stocks have the most marketability within the Chosŏn stock market. If we were to choose such stocks, they would be called national policy stocks (國策 株, *kukch'aek chu*), and inevitably, stocks of semi-governmental, semi-private companies under the influence of the Government-General would take the top spot.

Pukson Cheji (北鮮 製紙, North Chosŏn Paper Manufacturing) = In an era when both pulp and paper are as precious as gold dust, this company makes them. Until recently, it was in a trial period, focusing on determining how good the quality of pulp and paper made from Chosŏn timber would be, so its products couldn't significantly influence national market prices. However, now that it's focusing on full-scale production, its stock price has started to rise sharply, with the 25 won paid-in shares reaching a market price of 55 won. There were several Korean shareholders,<97> but it's said that Pak Hŭngsik (朴興植) and a few others sold off many of the shares they held. The dividend is 10%, with accounting periods in March and September.

Kuksan Chadongch'a Stock (國産 自動車 株, National Automobile Stock) = As you know, this is a national policy company backed by the Siksan Bank (殖産銀行, Industrial Bank of Korea). The current war is an era of mechanization, and transportation of soldiers and military supplies largely relies on mobile power like automobiles. In this respect, the automobile industry is currently most important. Under the understanding of mainland (內地, *Naeji*) industry, a national policy was established to build a manufacturing plant in Chosŏn. Initially a 2.5 million won company, it underwent a significant capital increase, not just any increase, but jumping to 10 million won. That was this March. Consequently, the 12.50 won paid-in shares, which hovered around 14 won, have now reached 65 won for the 37.50 won paid-in shares.

Chosŏn Sŏgyu Stock (朝鮮 石油 株, Chosŏn Oil Stock) = This one is also good. Originally, the Chosŏn Oil Company, despite being an oil company, did not possess oil fields and was merely a subsidiary of Nisseki (日石), importing crude oil from America for refining, so it didn't show great potential for growth. However, as the war situation progressed, the importance of gasoline intensified, transforming it into a very promising stock.

Chosŏn Cheryŏn Stock (朝鮮 製鍊 株, Chosŏn Smelting Stock) = This stock gained popularity in line with the national policy for gold production. However, as it was initially just starting, its performance was unclear, and it didn't attract significant interest. But that's not the case now; the 25 won paid-in shares are trading up to 28 won, and there was a time when they reached 37-38 won.
There are many others besides these, but they will generally be shown in the table below. <98>

Do Stocks of Korean-Owned Companies Have Market Value or Not?
Do the stocks of companies owned by Koreans trade frequently in the Meijichō market? If so, what are their trading prices? First, attracting interest, also as a star stock:

Hwasin Department Store Stock (和信百貨店 株) = Even among department store stocks like this, Mitsukoshi (三越), with its 30 million won capital, sees its 50 won paid-in shares trade at 95.50 won; Matsuya's (松屋) 50 won shares are at 77.20 won; and Takashimaya's (高島屋) 50 won paid-in shares are at 55 won – all showing good market prices. But how is our Hwasin? Regrettably, it is said that there aren't many sellers, nor are there many buyers, so it barely trades on the market.

Kyŏngsŏng Pangjŏk Stock (京城紡績 株, Kyŏngsŏng Spinning Stock) = Kyŏngsŏng Pangjŏk, run by Kim Kyesu (金季洙), could be called Chosŏn's Chongbang (鍾紡) and is a star stock, yet it generally lacks momentum in the stock market. Once it expands into Shijiazhuang (石家莊, Sŏkkajang) and other key locations in North China (北支, Pukchi), it will likely gain marketability then.

Taedong Kwang'ŏp Stock (大同鑛業 株, Taedong Mining Stock) = With a capital of 3 million won, the Taedong Mining stock run by Yi Chongman (李鍾萬) is also not yet widely publicly traded. Perhaps for that reason, although the gold mining business is known to be promising, it is not trading on the Meijichō stock street. It seems premature.

Besides these, stocks of newspaper companies like Chosŏn Ilbo (朝鮮日報), Tong'a Ilbo (東亞日報), Maeil Sinbo (每日新報), or other companies and banks do not command any particularly noteworthy market prices. <99>

2 Million Won Daily in Meijichō - Brokerage Commissions Alone Reach 20,000 Won -
So, under the current wartime scenery, how much capital moves daily in Meijichō? With all the financial institutions bustling about – the Oriental Development Company (東拓, Tongt'ak), the Industrial Bank of Korea (殖銀, Sigŭn), Daiichi (제일?), Yasuda (安田), Savings (저축?), Bank of Chosŏn (조선은행), the Post Office (우편국), the Bankers' Association (은행 집회소?), the Chosŏn Exchange (조선 취인소) – on this stock street, Seoul's Wall Street (위 - 로 街 - literally "Willow Street"? likely a typo or colloquialism for Wall Street, perhaps referencing Yulgok-ro or the street name itself?), teeming with gold and stock speculators, how many stock brokerage firms are there in total? Combining Japanese and Korean (*Naesŏnin*, 內鮮人) firms, there are 27 in total. Among them, about half, 12 or 13, are Korean-owned brokerage firms like Cho Chunho's (趙俊鎬) Tong'a Securities (東亞증권) or Kimik Securities (金益증권). The principal capital moved daily by each brokerage firm from its own coffers can be estimated at an average of 100,000 won per firm, totaling about 3 million won. As for the commission fees (手段料, *susullyo*) earned by the brokerages, popular stocks like Chongbang (鍾紡) command 1.50-1.60 won per share, and Tongsin (東新) 90 chŏn. Assuming an average trading volume of 20,000 shares, this amounts to around 20,000 won daily. Of course, during favorable periods like before and after the fall of Nanking, daily trading volume reached several hundred thousand shares, meaning the commissions earned by these brokerages amounted to several hundred thousand won.
However, while commission income is high when volatility is large, it is said that commission income is also extremely slow these days when fluctuations of even 10 won are rare. In other words, brokerage firms are also like the night market vendors on Chongno street; they can earn enough in one day to live for a month, or earn enough in spring to live for a year – it's a peculiar place. The 2 million won mentioned above is the daily moving principal; the total value of shares traded is undoubtedly enormous, beyond estimation.

3 Million Won Moved from Trust and Savings Banks - Towards Advantageous Stocks like Quasi-Securities -
Last year, when stocks kept falling, influential banks like the Bank for Encouragement of Industry (勸業은행, Kwŏn'ŏp Ŭnhaeng) provided backing, forming a securities company with 40 million won, ultimately purchasing 40 million won worth of stocks and significantly boosting market popularity. Good news might be heard in the future as well for market popularity. No matter the controls, the general observation is that the vitality of the stock market will be sustained to some extent.
According to recent rumors, the Chosŏn Trust (조선신탁, Chosŏn Sint'ak), looking for ways to invest its surplus funds, has turned its attention to the securities market and bought around 2 million won worth of influential stocks that can be considered quasi-national policy securities, such as the Oriental Development Company (東拓) and the Bank of Chosŏn (조선은행). It is also said that the Savings Bank (저축은행) invested about 1 million won, received as deposits at cheap interest rates, into the securities market.
If low interest rates continue, and if Hankow (漢口) and Canton (廣東) fall, wouldn't it be reasonable to expect another explosion of popularity like the one seen before and after the fall of Nanking?
These days, many of Seoul's intellectuals gather in Meijichō. <100> (Continued on page 111) Some hold 300 won, others hold 1,000 won; among them, some have lost, and some have profited. And among the stock market professionals, rises and falls have also been frequent. However, in this round, those who gained hundreds of thousands or millions of won are rare, as are those who lost that much. Though stories of winning or losing 10,000 or 20,000 won are many. And one more thing to add: it is said that so far, those who profited were all on the selling side. An example like the president of Yamaichi Securities (山一증권) losing about 5 million yen and committing suicide is still something only seen in dreams on Meijichō's Wall Street. (June 7th) <111>

**Summary**

This 1938 article describes the frenetic atmosphere of the stock market on Meijichō (Myeongdong), Seoul, during the Sino-Japanese War. It notes the extreme volatility driven by the war, where fortunes are made and lost overnight. The piece highlights popular "national policy" stocks linked to the war effort and Government-General backing (paper, automobiles, oil, smelting), contrasting their success with the poor performance and low trading volume of purely Korean-owned enterprises like Hwasin Department Store and Kyŏngsŏng Spinning. It details the daily capital flow, brokerage commissions, and the involvement of major financial institutions like the Bank of Chosŏn and trust companies, speculating on future market booms tied to war developments.

From a historical perspective, the article offers a fascinating glimpse into the colonial economy under wartime mobilization. It underscores the dominance of Japanese capital and state-backed enterprises ("national policy stocks") even within Chosŏn, the marginalization of Korean businesses in the formal stock market, and the pervasive influence of the war on economic activity and speculation. The mention of specific companies, figures like Pak Hŭngsik, and the comparison to Japanese finance (Ōsaka market, Yamaichi suicide) highlight the integration and subordination of the Korean economy within the Japanese empire.

**Named Entities**

明治町	메이지초	Meijichō (Myeongdong)
北鮮 製紙 =발푸와 좋이가 모도 다 금싸래기 같이 귀한 철에 그것을 많드는 회사로서 얼마 전까지는 시험 기간이라 할 것으로 조선 목재로서 발푸와 좋이가 얼마나 성적 좋은 것이 나오는가 함에 주안이 있어 그 제품이 널니 전국 시장 가격까지 좌우하게 못 되였으나 이제부터는 본격적으로 생산에 주력하는 관계로 주식 시세도 붓적 올느기 시작하야 25원 拂込이 시가 55원에까지 가고 있다. 조선 사람으로 주주가 여럿이 있었으나＜97＞ 朴興植 등 몇몇 사람은 가젔든 주를 만히 팔었다든가. 배당은 1할 결산은 3월과 9월.
國産 自動車 株 =殖産은행에서 뒤를 바주는 국책 회사로 아다시피 지금 전쟁은 기계화의 시대로 병정과 군수품을 수송하는데도 대부분은 자동차 같은 기동력을 이용한다. 그런 점에서 時下에 가장 중요한 것이 자동차 공업이라 내지 산업의 양해 하에 조선에 제조 공장을 삼기로 국책이 서서 처음 250만원 회사든 것이 증자라도 이만 저만한 증자가 아니여서 일약 1천만원으로 되었다. 그것이 금년 3월 그러기에 12원 50전 拂込 株가 14원을 상하하든 것이 지금은 37원 50전, 拂込이 65원까지에 이르렀다.
朝鮮 石油 株 =이것도 조타. 원래 조선석유회사는 석유 회사라 하되 유전을 못 가지고 한갓 日石의 子分 회사로서 원유를 아메리카로부터 수입하야 再製하는 때문에 그렇게 큰 발전성이 보이지 않었으나 시국이 진전되자 까소린의 중요성이 일층 강화되면서 퍽으나 유망주로 化하였다.
朝鮮 製鍊 株 産金 국책의 선에 연하야 인기를 타고난 주로서 다만 종래에는 처음이었으니만치 그 업적이 불분명하야 큰 인기를 끄으지 못했으나 지금은 그러치 안어 25원 拂込이 28원까지 가고 있으며 한 때는 37-8원까지 가든 철이 이있었다.
이밧게도 많으나 대체로 이 아래에 표로 示하기로 하겠다.＜98＞

朝鮮人側 株들은 時勢 있는가, 없는가
조선 사람측의 회사의 주는 明治町 시장에 만히 오르내리는가. 오르내린다면 그 매매 가격들은 어떠한가. 몬저 흥미를 끄으는 것 그대도 화형주로서의
和信百貨店 株 =라같은 백화점 주라 하여도 자본금 3천만원의 三越로 말하면 50원 拂込이 95원 50전에 松屋도 50원이 77원 20전으로 高島屋도 50원 拂込이 55원으로 모다들 시세가 좋은데 우리 和信은 었든가. 유감스러운 일이지만 파자는 사람도 만치 못하고 사자는 사람도 만치 못하야 시장에 별로 오르내리지를 않는다 한다.
京城紡績 株 =金季洙가 하는 경성방적도 조선의 鍾紡이라고 할 화형주로되 주식가에서는 無勢하기 일반이다. 장차 石家莊과 그 밖게 北支 요처에 진출하게 되면 그 때는 시장성을 띨 것이다.
大同鑛業 株 =자본금 300만원으로 李鍾萬이 하는 大同광업 주도 아직은 그 주식이 널니 공개되지 안어 그러 까닭인지 産金 사업이 유망한 줄 알면서 明治町 주식가에 오르내리고 있지 안타. 시기상조인 듯.
그 밖게 朝鮮日報, 東亞日報, 每日新報 등의 신문사 주나 무슨 회사 은행하는 주도 특히 끄집어 들만한 시세를 붓잡지 못하고 있다.＜99＞

明治町에 하로 2백만원 -株式店의 手數料만 200만원-
그러면 요지간 전시 풍경 아래 있어 明治町에는 하로 얼마의 자금이 動하고 있는가. 東拓과 殖銀과 제일, 安田과 저축과 조선은행과 우편국, 은행 집회소, 조선 취인소 등 모든 금융 기관이 들복고 있서 서울의 위 - 로 街 - 황금이 들끌고 주식꾼이 들끌는 이 주식가에는 대체 주식取引店이 몇 군데나 되는가 하면 內鮮인 합하야 모다 27店 그 중에 趙俊鎬의 東亞증권이나 金益증권 등 조선인측 柱式店이 약 반수인 12,3店이 된다. 이 取引店에서 하로 원자금으로 각 取引店마다 제 금고에서 내어서 움지기는 돈이 매 1 店에 평균 10만원 잡고 약 3백만원에 달한다고 볼 것이요, 取引店에서 먹는 手段料로 말하면 가령 인기 株 鍾紡같은 것은 매 1 株에 1원 5,60전, 東新이 90전으로 평균 20,000株의 매매로 보아도 20,000원 내외에 달한다. 물론 남경 함락 전후 같은 좋은 판에는 하로의 매매가 십 수만 株가 됨으로 이 取引店에서 또 따먹는 수수료만 여러 십만을 하였다 한다.
그러나 폭이 많을 때에 수수료 수입이 만치 요지간 같이 단 10원 폭도 드물게 오르내리는 때는 수수료 수입 亦 극히 한산하다고 한다. 말하자면 取引店도 일종 종로 거리의 夜市店 보는 사람들같이 하로 버러 한 달 먹을 것도 생기고, 봄철에 버으러 1년 먹을 것이 생기는 특수한 곳이다. 이 우에 말한 하로 動하는 원자금이 200만원이지 매매되는 주식고야 굉장히 많을 것은 취측하고도 남음이 있다.

信託과 貯銀서 300만원 動 -準 有價證券 같은 有利한 株에-
작년 일인데 주식이 작고 떠러어지니까 勸業은행 같은 유력한 은행에서 뒤를 보아주어 4천만원의 증권회사가 되어 결국 4천만원어치의 주식을 사서 시장의 인기를 붓적 도다 놓은 일이 있다. 금후도 시장 인기를 위하야 좋은 소식이 들닐는지 모른다. 아모리 통제라 하지만 주식 시장의 활기는 어느 정도로 지탱하게 그러케 하리라 함이 일반의 관측이다.
요지간 들니는 말에 조선신탁에서 그 遊資를 돌닐 곳으로 증권 시장에 착안하야 준국책 증권이라고 볼 東拓이나 조선은행 등 유력한 株를 200만원 정도로 삿다 하며 저축은행서 또한 갑산 이자로 예금 받은 것을 약 1백만원 정도를 증권 시장에 투자하였다 한다.
앞으로 저금리가 오고 하면 또 漢口 廣東 등이 함락된다면 南京 함락 전후에 보든 폭발 인기가 또 한번 터지리라고 보는 것이 타당치 않을가.
明治町에는 요지간 서울의 인테리들이 만히 모여든다.＜100＞ (111쪽에서 계속) 혹은 300원도 쥐고 혹은 1,000원도 쥐고 그네들 중에 패한 이도 있고 흥한 이도 있다. 그리고 그 밖게 주식 전문가들 중에도 흥망이 자젔다. 그러나 이번 판에 수십 만원 수백 만원을 낙는 이도 드물고 이저버린 이도 드물다. 1,2만원의 損得본 이야 만치만도. 그리고 한 가지 부처 말할 것은 아직까지 利 본 사람은 모다 파는 패엇다든가, 山一증권의 사장같이 5백만원 정도를 밋저 놓고 자살까지 하는 예는 아직도 明治町 월 - 街에는 꿈에나 볼 일이나 할진저. (6월 7일)＜111＞
＜97-100,111＞
