Magazine Title: 삼천리 제10권 제8호
Publication Date: 1938년 08월 01일
Article Title: 「勅命御使」記 (Record of a Royal Secret Inspector by Imperial Decree)
Author: 李鐘泰
Article Type: 회고·수기 (Memoir/Recollection)

「Record of a Royal Secret Inspector by Imperial Decree」
						By Yi Chongt'ae
This piece is based on the oral account of Mr. Yi Chongt'ae, who twice traveled to Kyŏngsang Province as a Royal Secret Inspector (Amhaeng'ŏsa) under imperial decree during the era of the old Korean Empire. The face of an inspector from that time comes vividly to life.

1
I received the imperial decree and went to Kyŏngsang Province twice as a Royal Secret Inspector (Amhaeng'ŏsa). What I am about to relate happened 35 years ago, in the Kapchin year [1904].
At that time, Song Pyŏngjun, Son Pyŏnghŭi, Yi Yonggu, and others had organized the Ilchinhoe, establishing its headquarters in Tokyo and branches throughout the southern Korean provinces. Their power grew so immense that governors of respectable districts fell under their sway, and most individuals with money or ambition for power in those regions gathered to them, creating a time of extraordinary influence.
The Ilchinhoe's proclaimed goal was to drive out corrupt and incompetent officials. As a means to this end, they persuaded the populace not to pay taxes to this corrupt government. Consequently, in Kyŏngsang and Chŏlla provinces, virtually no taxes were collected. Because of this situation, one day, an imperial court meeting was held. At this meeting, the Minister of Finance (度支部 대신), Min Yŏnggi, reported, "The people are not paying taxes, and the national treasury is empty. What should be done?" Hearing this, His Majesty <120> said, "I cannot understand what the Minister of Finance is saying now. Are you asking me to collect the taxes myself?" and, deeply angered, immediately withdrew to the inner chambers. At that time, as the Chief Attendant, I was serving right beside him. Overcome with indignation, I submitted, "It is my humble opinion that the Minister of Finance should be relieved of his post." Later, I volunteered and ultimately went down to Kyŏngsang Province as a Royal Secret Inspector under imperial decree. My official title then was
"Kyŏngsangnam-do Tax Collection Supervisor (督稅官), Commander, and Inspector."
Thus, I spurred my horse along the relay stations towards Chinju, the seat of the Kyŏngsang Province governor's office. As soon as I passed through the Ch'ungch'ŏng Province region, I had my attendants disguise themselves and travel hidden, ordering them to assemble at the Chinju governor's office by a certain date. I myself dressed as a beggar and visited various districts in Kyŏngsang Province to carefully observe how public sentiment had turned such that they weren't paying taxes. Finally, on the scheduled date, much like in the Tale of Ch'unhyang, I made my appearance and took my seat at the Chinju governor's office. The governor at that time was a man named Sŏng Kiun, who had previously served as a judge and held posts within the inner court. What was astonishing was how severe the pressure from the Ilchinhoe members was; they couldn't even keep the doors of the Provincial Administration Office (布政司) open. He told me, with a face full of worry, that the P'ojŏng Gate had been closed for three full days. So, I roared with a loud voice, "As the head responsible for the people's welfare, how can your authority have fallen so low that you fear the peasants' anger and keep the P'ojŏngsa doors closed for three days? Does this make any sense?" – Thus, mindful of the grave responsibility entrusted to me by the Imperial Edict (奉聖勅敎), I resolved firmly in my heart that the first step must be to display the authority of the government office. Therefore, I sternly ordered the tax payments for all 31 counties of Kyŏngsang Province and made every effort, sending people out in all directions, to win back the hearts of the people.
At this time, the next day, rumors reached me that 7,000-8,000 Ilchinhoe members were gathering at the Ch'oksŏngnu Pavilion by the Nam River in Chinju for a rally. They were saying, "The Governor closed the P'ojŏngsa Gate, but some young whippersnapper of an inspector came down and opened it? Does that make sense?" They were holding speeches. As rumors spread like wildfire that public opinion was boiling, shortly thereafter, three men, claiming to be representatives, requested an audience with the inspector at the camp gate. So, <121> although those around me tried to dissuade me, I ordered them to be brought in. Three rough-looking commoners appeared, and I immediately bellowed,
"Who are you scoundrels, and what business brings you here?"
"What we have to report is none other than this," they began.
First, opening the P'ojŏngsa gate was unacceptable, and second, the people had resolved not to pay taxes, so I should just quietly return to Seoul. Though I had anticipated this, I was furious.
"You villains, enough chatter! Those who defy their superiors will be punished. Let's see you try something!"
I immediately gave the order to deploy all available Chinwidae troops and bailiffs and had those three thrown straight into the Winter Prison (冬監). Well, shortly after that, perhaps having heard the news, Ilchinhoe members began arriving continuously in groups of ten or twenty. I had the Chinwidae soldiers arrest every single one as they arrived and throw them into prison.
I sat there, lamenting this painful situation. After a while, there was a great commotion outside the Three Gates. Wondering what was happening, I saw shortly after that the large gate burst open – whack! – and a crowd of 1,000-2,000 people, some armed with cudgels, some with clubs, surged forward with a roar. Overwhelmed by this force, the Chinwidae soldiers scattered in all directions, and the clerks and lower officials all dispersed. As I sat there alone, the crowd rushed forward and dragged me away. Truly astonishing, isn't it? A Royal Secret Inspector under imperial decree being dragged away by a mob. Yes, I trust you can well imagine the scene. <122>

2
So, the place I was dragged to was the upper floor of the Ch'oksŏngnu Pavilion. A crowd of 7,000-8,000 had gathered. They seized the inspector, clad in official robes with a crimson sash, and placed him there, singing and shouting like victorious soldiers. It was utter pandemonium.
Then, a man who seemed to be the Ilchinhoe branch chief stepped forward smugly.
"You just go back up to Seoul," he ordered me instead.
"You damnable scoundrel! Get back at once! I came bearing the Imperial Decree, and I will not return to Seoul until another decree is issued!"
"Then you wish to die?" <122>
"Do as you please."
At that, a 'suicide squad' of three farmers stepped forward briskly. With forceful hands, one man grabbed both my legs, lifting them high, while the other two seized my left and right arms. They flew like lightning towards the edge of Ch'oksŏngnu and down towards the Nam River flowing below. Those of you who might have visited Ch'oksŏngnu would know. Below the pavilion, it drops sharply down to the Ŭiam Rock (義岩), and beneath that rock, the vast waters of the Nam River flow roaringly.
As they watched me being dragged down, those behind beat drums, clashed cymbals, and sang songs, seemingly filled with excitement amongst themselves.
Finally, tightly gripped by the three men, I was plunged together with them as they dove into the water like lightning. Submerged in the swirling currents tens of fathoms deep, what could have become of me? I only managed
"Ah!" one cry, and then splashed into the water. After that, I lost consciousness, not knowing what happened. This 'suicide squad' consisted of fellows ordered not to let go of the inspector even in the water, to hold on until death, even if it meant dying together. Caught by three such strong men, how could I have hoped to see the sun and moon of this world again?
I don't know how much time passed after that. When the lights came on in the East Hall of the guesthouse, I heard a commotion nearby. Barely regaining my muddled senses, I found myself laid upside down on long planks of deerwood (사슴 나무 - likely meant simple planks). My entire body was soaked, and traces of the vast amounts of muddy water I had vomited lay messily around my mouth.
Only then did the bailiffs around me realize the inspector had revived and helped me up, escorting me to the East Hall.
After fully regaining my senses, I heard the details. News had spread that the Royal Secret Inspector had been captured by the mob. The Chinwidae Commander, a man named Kyŏng Chaeho – a spirited individual who had even served as陵軍 參領 (Nŭnggun Ch'amnyŏng, an officer rank related to royal tomb guards) – upon hearing that the imperial envoy had been captured, became greatly enraged. He opened the armory, distributed all available weapons, armed the citizens of Chinju, and rushed to Ch'oksŏngnu. He drove out the crowd of 7,000-8,000 people, searched below the Ŭiam Rock, pulled me out as I lay dying submerged in the water, and carried me on his back to the governor's office. <123>
When I arrived, Governor Sŏng Kiun had vanished without a word, having fled somewhere. It was truly beyond description.
Having no other choice, I remained, guarding the governor's office. Utterly dumbfounded, I reported this whole sequence of events in detail to my superior, Finance Minister Min Yŏnggi. His reply, however, was also an absurd spectacle that would make one burst into laughter.
"The Ilchinhoe matter will be handled from the capital by this ministry (自京本道); cease public actions concerning it (勿咎行公)." That's what it said. In essence, it meant that the Ilchinhoe issue would be dealt with between Seoul's Finance Ministry and the Ilchinhoe, so I, in the province, should not interfere further. After sending his subordinate, who suffered great humiliation, and with the Kyŏngsangnam-do governor's office having even closed its gates, instead of thinking about rectifying the situation, the instruction was not to meddle further in official duties. Yes. From this, you can gauge the character of the court officials at that time, can't you?
Things having come to this pass, I had no choice but to stay guarding the governor's office. Deeming my presence there a significant threat, one day the Chinju Ilchinhoe sent about 25 strong men who stormed in, put me on a horse, and abandoned me in Masanp'o, adjacent to Chinju. Then, the Masanp'o Ilchinhoe ruffians, about 30 of them, stormed in, put me on a relay horse again, and abandoned me in Miryang. Driven out like a beggar from this town to that, the place I finally reached, though still called Kyŏngsangnam-do territory, was actually Ch'ŏngdo in Kyŏngsangbuk-do. From there, this time disguised as a beggar, I secretly reappeared in Chinju. As soon as I appeared in Chinju, I would be discovered again by the hateful Ilchinhoe gang, and upon discovery, I would be chased out again. I repeated this process truly thirty-four times. "Thirty-four entries into Chinju," indeed. Just as they were determined to pursue me to the death, I, for my part, felt the nation's dignity rested on my single self and couldn't just be driven away like that. I vowed to continue this until the day my life ended. Consequently, in the end, perhaps their malice reached its peak, they had me strictly guarded by relay station soldiers and, after eighteen days, had me dumped in front of Namdaemun Gate in Seoul. It was truly exasperating.
That time was precisely the twenty-fourth day of the seventh lunar month, and the twenty-fifth was His Majesty's birthday celebration.
So, having arrived just outside Namdaemun, I couldn't possibly *not* enter the palace to pay respects on this auspicious day, yet trying to enter, like <124> Xiang Yu's words, it was truly a case of 無而渡江 (having no face to cross the river); shame prevented my feet from moving forward.
I spent that night weeping alone outside the city walls before reluctantly setting foot into Seoul city proper.

3
Upon hearing my report, the government at that time held a meeting. Ultimately concluding there was no other way, they decided to request assistance from the then military commander, General Hasegawa, to ensure tax revenues flowed into the national treasury. The Minister of Finance spoke with the financial advisor, Baron Megata, and Megata negotiated with General Hasegawa. Thus, it was decided to suppress the power of the Ilchinhoe and once again dispatch Sealing Officials (封刷官) (Tax Collection Officers - 督稅官) to each province to collect tax payments. I was again given the official order and set out for the formerly hostile Kyŏngsang Province. The military command provided three Japanese (內地人 - naichi-jin) military police (헌병 - kempeitai) as escorts. In this way, leading 30 officials from the Palace Ministry's East Office (宮內部 동관), I headed for Kyŏngsang Province, orders having already been issued by General Hasegawa. Upon reaching Tongnae, several soldiers from the military police unit came out and stood in formation. Proceeding further to Pusan, even the Pusan Superintendent Yi Someone came out to greet me. Wherever potentially ignorant mobs gathered in various places, if the Japanese military police fired a couple of shots into the air, everyone would scatter in all directions. Without any delay, I visited Masanp'o, Miryang, and Hamyang, completed my mission, and returned.
Thinking back, these events happened over 30 years ago. I shall end this part of the story here. Next time, I will continue with the tale of how, like Yi Mongnyong, I donned worn-out robes and went about punishing corrupt and incompetent officials in Kyŏngsang Province. (To be continued next issue) <125>
<124-125>

**Summary**

Yi Chongt'ae recounts his experience as a Royal Secret Inspector sent to Kyŏngsang Province in 1904 to enforce tax collection, which was being obstructed by the powerful pro-Japanese Ilchinhoe organization. Despite facing violent resistance, including being thrown into the Nam River at Chinju's Ch'oksŏngnu by an Ilchinhoe mob and being repeatedly expelled from the province (thirty-four times), Yi persisted. His superiors in Seoul, however, offered little support, even telling him to desist. Ultimately, the Korean government had to request Japanese military intervention (via General Hasegawa) to suppress the Ilchinhoe and enable tax collection, which Yi then carried out under the protection of Japanese military police. This memoir vividly illustrates the breakdown of Korean central authority, the aggressive tactics of the Ilchinhoe, and the increasing reliance on and control by Japanese forces in the years leading up to annexation. Historians might find the first-hand account of the inspector's clashes with the Ilchinhoe, the government's helplessness, and the explicit involvement of Japanese military figures like Hasegawa and Megata particularly revealing about the power dynamics of the period.

**Named Entities**

李鐘泰	이종태	Yi Chongt'ae
이 一文은 암행어사로 경상도에 두 번이나 출도하였든 구한국시대의 칙명 어사 李鍾泰씨의 구술로 그 시절의 검사관의 면목이 躍如하다.
1
나는 칙명을 받잡고 암행어사로 경상도에 두 번 단녀왔는데 지금 말하라 하는 것은 벌서 35년 전 甲辰년 때 일이외다.
그 때 宋秉畯, 孫秉熙, 李容九 등이 一進會를 조직하고 본부를 동경에 두고 지부를 南鮮 각지에 두었는데 그 세력이 어떻게 크던지 웬만한 고을 수령은 그 지배 하에 들고, 그 지방의 돈양 있고 세도욕 있는 위인들은 대개 그리로 뫃여 들어 기세가 여간 뻐치는 때가 아니었습니다.
그 때 一進會의 표방은 貧官汚吏를 쪼차내야 한다 하야 그 수단으로 백성들로 하여곰 이 부패한 정부에 세금을 바치지 말게 하야 경상도와 전라도 각지에서는 세금이라고 도모지 들어오지 않었습니다. 그리하야 이 일로 하야 하로는 정부에서 어전 회의가 열니였는데 그 석상에서 度支部 대신 閔泳綺가 백성들이 세금을 않내여 국고가 말 아니오니 었저하리까 하고 아뢰니 우에서 그 때 말슴이＜120＞ 「지금 度支部 대신의 하는 말은 잘 아라드를 수 없다. 그러면 짐더러 바드란 말이냐」하시고 이내 진노하시면서 침전으로 드러 가시고 말었습니다. 그 때 나는 주임 시종으로 바로 곁에 뫼시고 있었다가 너무 격분하야 「국고 대신은 免本官 하심이 가한 줄로 아뢰나이다」하고 제가 아뢰었지요. 그 뒤에 나는 자원하야 결국 경상도로 칙명어사로서 내려가게 되었는데 그 때의 직함은
「경남 督稅官 겸 지휘관 겸 시찰사」
이었지요. 그리하야 경상도의 관찰부가 있는 晋州를 향하야 一路 역마를 달렸는데 충청도 지대를 지내자 從卒들을 모다 변신식혀 숨어 행로케 한 뒤 아모날까지 晋州 관찰부로 일제 대령하라고 하고 나는 거지복을 하고 경상도 여러 고을를 들너 민심이 어떻게 도라기길래 세금을 않내는가고 잘 삺펴가지고 결국 예정한 일자에 春香 고전에 나오난 모양으로 晋州 관찰부에 출도하야 앉젓지요. 그 때 관찰사는 成岐運이란 사람으로 일즉 판사도 지내고 내아의 직도 지낸 분인데 놀라운 일은 一進會員들이 어떻게도 핍박이 심한지 布政司의 문을 여러놓을 수 없어 3일 채나 그 布政門을 다첬다고 하여 愁色이 만면하여 안저 있습데다. 그래서 나는 大喝一聲으로 牧民之長으로 어떻게도 威令이 떨지지 못하야 백성의 야로를 무서워서 布政司 문을 3일 채나 다첬다니 이게 말이 되느냐고 - 그래서 나는 奉聖勅敎한 중임을 생각하고 爲先 제일착으로 관아의 위엄을 보이여야 하겠다고 내심으로 굳게 생각하였습니다. 그래서 경상도 31 郡에 모조리 세금 상납을 엄명하게 하고 백방으로 사람을 노아 인심을 회유하기에 힘을 썼습니다.
이럴 때에 그 이튼날 소문이 들려오는데 晋州 남강까의 矗石樓 다락을 會場으로 一進會員 7,8천명이 모여서 布政司 門는 觀察가 다첬는데 소년 어사 놈이 내려와서 열다니 말이 되느냐고 연설 대회가 있다 하더구만. 그래서 物論이 물끌틋 한다는 소문이 자자하더니 조곰 있다가 대표노라고 하며 어사에게 면회를 청하여 오는 자가 3인이 營門 앞에 있었습니다. 그래서＜121＞ 좌우가 말니는 것은 내가 드러오랬더니 우락부락하게 생긴 백성 셋이 나타나길래 대번에 호령하야
「웬 놈이 무슨 일로 왔느냐」하였더니
「알웰 말슴은 다름이 아니오라」
하고 布政司 문 여는 것이 첬재 불가하고 둘재 백성은 상납을 않바치기로 결심했으니 그양 서울로 도도 올너가란 말이었습니다. 그럴 줄은 미리 짐작한 일이나 괫심하야
「이놈, 잔말 마라. 상관에 거역하는 놈들 懲治할 터이니 어듸 겪거 보라」
하고 곧 영을 내려 鎭衛隊와 사령들을 있는 대로 풀라고 하여 爲先 그 세 놈을 冬監이란 감옥에 닷자곳자로 집어 넣어지요. 자아 그랬더니 조곰 있다가 이 소문을 들었습인지 一進會員이 열명 스무명이 열을 지어 연해 연방 드러오는 것을 鎭衛隊 병정을 식혀 드러오는 족족 모조리 감옥에 집어 넣어지요.
그러고 痛哉를 부르면서 않고 있는데 한참 있더니 三門 밧기 크게 요란한지라 와¬일인가 했더니 조곰 있더가 그 큰 대문이 짝 - 열여지며 방망이 든 놈, 몽둥이 든 놈, 어쨌든 1,2천명 군중이 와 - 올려 오겟지요. 이 기세에 눌녀 고만 鎭衛隊 병정은 모다 뿔뿔이 도망하여 버리고 아전와 이졸이 모다 散之四方하고 나만 외로히 앉어 잇노라니 그 군중이 성큼 달녀들어 나를 끄을고 나가더구만. 참으로 놀라운 일이지요. 폭민에게 칙명어사가 끄을려 나감니다. 그려, 그 광경은 족히 짐작하여 주신 줄 암니다.＜122＞
2
그래서 끄을려 간 곳이 矗石樓 다락이외다. 7,8천명 군중이 뫃여 전복에 도홍띠를 띤 어사를 붓잡어다 놓고 승전한 병정과 같이 노래 부르고 호령하고 그야말로 야단입니다.
그러더니 一進會 지부장격인 자가 쓱 나서며
「너 그양 서울로 올너가거라」
하고 되려 호령을 퍼붓겠지요.
「이 주릴할 놈, 어서 물너서 가거라. 칙명을 밧고 왔으니 칙명이 있기 전 서울로 않간다」
「그러면 죽을테냐」＜122＞
「마음대로 하여라」
그랬더니 결사대라 하야 농군 셋이 썩 - 나서더니 억지센 손으로 한 놈은 나의 두 다리를 번쩍 들고 두 놈은 좌우 두 쪽 팔을 번쩍 들어 矗石樓로 번개같이 날어 그 아래 남강 있는 강물로 내려가겠지요. 여러분 중에 혹 矗石樓를 가 보신 분이 있으면 아시리다. 다락 아래 쑥 - 내려가서 義岩 바위가 있는데 그 바위 아래는 양양한 남강물이 소리치며 흐르는 곳이외다.
내가 끄을려 나려가는 양을 보고 뒤에서는 북도 치고 쟁금도 치고 노래도 불너 저이들끼리는 흥이 가득 소슨 듯 하였습니다.
급기야 나는 세 놈에게 꼭 붓잡혀 번개같이 세 놈이 물 속으로 드러가는 바람에 함께 떠러젔습니다. 여러 십 길의 구비치는 물결 속에 잠겼으니 어찌되였으리까. 나는 고만
았! 소리 한 마디 치고는 물결 속에 풍덩 빠젔습니다. 그리고는 어찌되였는지 정신을 일코 말었지요. 결사대란 어사를 물 속에 드러가서도 노치말고 죽기까지 꼭 붓잡되 다 함께 죽어 달나는 패들이니 이런 壯漢 세 명에게 붓잡힌 내가 어떻게 다시 세상의 일월을 보기를 기대할 수 있었으리요.
그 뒤 얼마 있었는지 몰느지요. 객사 東 大廳에 불이 밝어올 제 곁에서 요란한 소리 들니기에 혼몽된 心神을 겨우 차저보니 나는 사슴 나무를 길게 펴놓은 우에 꺽구로 눕헛는데 온 전신은 물에 저젔고 입으로는 무수히 진흙 물을 토한 자최가 어지럽게 노여 있더이다.
그제야 어사도가 소생하였다고 좌우 사령들이 부축하여 東 大廳으로 모시더이다.
정신이 다 든 뛰에 가세이 드르니 암행어사가 폭민에게 붓잡혀 갓단 소문이 들니자 鎭衛隊長으로 있는 鏡載鎬란 사람이 - 이 사람은 陵軍 參領까지 지낸 기개 있는 위인으로 - 칙명 사신이 붓잡혀 갓단 말 듯고 크게 격분하야 軍器庫를 풀어서 있는 무기는 다 내어 노아 晋州 시민을 무장식혀 가지고 矗石樓로 달녀와서 7,8천명 - 그 군중들을 다 내여 쫓고 한참 義岩 바위 아래 물 속에 잠겨 다 죽어 가는 나를 드러와 건저가지고 없고서 관찰부로 온 것이었서요.＜123＞
나와보니 관찰사 成岐運은 가느라 오느라 말이 없이 종적을 감추고 그야말로 말이 아니지요.
나는 할 수 없이 관찰사를 직히고 있으면서 하도 긔가 막혀 이 顚末을 세세히 장관인 탁지부 대신 閔泳綺씨에게 보고하였더나 그 回示가 또한 포복절도할 가관이엇지요.
「一進會는 自京本道로 조치하리니 勿咎行公할 事」 이러하여요. 즉 一進會의 일은 서울서 탁지부와 一進會 사이에 처리할 터이니 지방에 있어선 더 손을 대이지 말라는 뜻이외다. 제 부하를 보내노코 그 부하가 크게 逢辱하고 경남 관찰부는 대문까지 닷고 앉젓는데 이걸 수습할 생각은 하지 않고 공사에는 손을 더 대지 말난 훈령이외다 그려. 그러니 이미 그 당시 조정 인물은 짐작할 노릇이 아님니까.
이떻게 되야 할 수 없이 관찰부를 직히고 앉어노라니 내가 거기 직히고 있는 것이 큰 위협이라 하야 晋州一進會에서는 어는날 장정 25명이 우 - 몰려오더니 나를 말을 태이어 晋州와 인접지인 馬山浦 땅에 갓다가 버리드군요. 그러니 또 馬山浦一進會 놈들이 30명 가량 우 - 몰려오더니 또 역마 태어 나를 密陽 땅에 갓다 버리겠지요. 이렇게 이 고을 저 고을 내친 거지 모양으로 쫏기어 나종에 다다른 곳이 경남 땅이라고 경북 淸道 땅이더구만. 나는 거기서 이번에는 걸인행장을 하고 몰래 또 晋州에 나타났지요. 晋州에 나타나면 원수같은 一進會패에게 또 들키고 들키면 또 쫏처 내이고 이리하기를 진실로 서른 네 차레를 하였소이다. 「34차 入 晋州」지요. 저 편이 限死하고 달녀 드느니만치 이 편에선 나라의 위신이 내 한 몸에 없혓가니 하면 그대로 쪼겨 나갈 수가 없어 목숨이 盡하는 날까지 이리하기를 맹세하였지요. 그리하였더니 나종에는 그네들도 악이 북바첬는지 역졸로 단단히 옹위케 하야 열 여드레만에 서울 남대문 앞에 갓다가 던저 놓게지요. 참으로 긔가 막혀서요.
그 때가 마츰 7월 스무 사흔 날인데 스무 닷세 날이 잔즉 우에서 나옵신 誕辰이십니다.
그러니 남대문 밖게까지 와서 이 경축일에 궐 내로 아니 드러가 뵐 수도 없고 드러가자니 項羽의 말 모양으로＜124＞ 그야말로 無而渡江이라 나치없서 참아 발이 떠러지지를 않습데다.
그날 밤을 성 밖게서 혼자 울다가 마지못하여 서울 城中으로 발을 드려노았지요.
3
나의 보고를 듯고 그 때 정부에서는 회의가 열니여 결국 할 수 없으니 국고에 상납전이 드러오도록 그 때의 군사령관 長谷川대장에게 응원을 청키로 되여 탁지부 대신이 재정 고문 目賀田 남작 등에게 말한 배 되고 目賀田이 長谷川 대장에게 교섭하야 그리하야 一進會의 세력을 눌느기로 하고 다시 각 도에 封刷官 (督稅官)을 보내어 상납전을 징수하기로 되여 나는 다시 관령을 띠고 옛 천대밧든 경상도로 내려가기로 되었는데 군사령부에서는 그 때의 일본인 (내지인) 헌병 3명을 호위로 내 주더이다. 이리하야 나는 宮內部 동관 30인을 거느리고 경상도를 향하니 이미 長谷川 대장으로부터 명령이 있었든 터이다. 東萊에 다닷자 헌병대로부터 여러 군인이 나와서 정렬하고 다시 더 가서 부산에 다닷자 부산 감리 李某까지 나와 맞으며 각 지에 아직 모르는 폭민들이 모히면 日 헌병이 공포 두어 방 터지면 다 散之 사방하야 아모 지체없이 馬山浦, 密陽, 咸陽 다 들너 사명을 다하고 도라왔든 터이외다.
생각하면 30여년 전 일 이렇 이야기를 이로 끝내고 이 다음에는 李夢龍이와 같이 헌 도포 걸처입고 경상도 貧官汚吏 증治하든 말슴을 게속키로 하리라. (次號 續)＜125＞
＜124-125＞
