잡지명	개벽 제19호
발행일	1922년 01월 10일
기사제목	小說 七面鳥 (前號續) (Novel: Turkey (Continued from last issue))
필자	金明淳
기사형태	소설 (Novel)

小說 七面鳥 (前號續)
						金明淳
三
Sir, at that time, exhausted by imminent great worries, I fell ill. I, who wished to hasten the so-called success, repeatedly resolved firmly, "I will not get sick," "Whatever happens, I will not miss even a single day of school," but to no avail; my complexion turned pale and bluish, and day by day, my body temperature rose higher. Hot air came out of my nose, my mouth opened powerlessly even when firmly shut, and sometimes sighs like "Ah, what should I do..." escaped me. Though I frequently wrote to my father back home about my difficult circumstances and waited for a reply, hope was fading. Still, as I could not give up on school, I attended the school I had provisionally enrolled in every day, but I truly felt shameless towards the school. Around that time, an errand boy came from the school office to fetch me. Following him, I couldn't help but worry that I hadn't yet secured a guarantor nor prepared the tuition for one semester.
Indeed, in the office, they pressed me again about the conditions I had worried about. Thinking that from the next day it would be rather shameful to come to school, I returned to my lodgings, only to find a thin letter lying on my desk.
Ah! That letter! It was a reply from Mr. H, from whom I had sent a letter back then but hadn't dared to expect a reply. Pressing down my rapidly beating heart, I tore open the envelope. It briefly said, "Thank you for your letter. I believe the scenic K府 (山紫水明한 K府), with its clear waters and purple mountains, is suitable for cultivating a lofty and elegant taste (崇高雅淡한 趣味)."
Sir, how much feeling this short letter from Mr. H must have given me! At that moment, I thought perhaps it was a mistake for me, who should be living in a dreamland created amidst lofty and elegant taste, to try to enter the social world<65>. And I began to fear that the reality of society might be too cruel. However, the devil called reality gave me no time for such thoughts; it grabbed my hand, made me write a resentful letter to my father back home, and forced me to visit Mrs. Y, who wasn't even particularly kind, to ask her to arrange for a guarantor for the school.
It was just after Mrs. Y had sent a postcard saying she had moved from the dormitory of X Women's School to the house of a certain Korean due to illness (身病) and asking me to come visit. Suppressing my somewhat unpleasant feelings, I set out on the long journey. On the way, fine sleet began to fall softly. By the time I finally found the house where Mrs. Y was staying, electric lights were shining from every house. Mrs. Y greeted me,
"Oh my, it's been a long time since we last met."
"I heard you were ill, are you feeling a bit better now?" I asked, greeting her as she led me into her room. After entering the room and exchanging rather uninteresting talk sporadically for a while, the mistress of the house, about 30 years old, who had kindly confirmed Mrs. Y's presence when I first asked at the entrance hall (玄關), opened the sliding door (미다지) with a gentle (溫恭한) expression and came in.
"How did you manage to come all this way in this cold? You must be very cold," she asked me.
"Yes, this K府 seems even colder than Tokyo," I replied with a smile, "... It was extremely cold." At this, Mrs. Y hesitated for a moment, then said,
"Miss Sun'il, this gentleman here has often mentioned he'd like to meet you," and introduced us. Hearing this, I bowed my head in thanks and said,
"Coming to your house (宅) makes me feel very pleasant. There's not the slightest sense of living like the Japanese here..."
"Is that so? I heard from Mrs. Y that you were living so solitarily (孤寂하게), Miss Sun'il, and I intended to visit, but being busy (奔走) every day, I couldn't manage it at all," she said, offering a polite and warm greeting. I was somehow drawn to her wifely demeanor and began to feel as though Mrs. Pak, whom I had just met, was a relative. Mrs. Pak, too, gradually showed more kindness. Subsequently, Mrs. Y spoke about me to Mrs. Pak, sometimes praising me as a "genius" or something similar, sometimes seemingly teasing, mixing her feelings half-and-half (折半折半). In the meantime, Mrs. Pak's husband, Pak Hŭngguk, who looked close to 40, returned and joined us<66> sitting around the brazier, greeting me.
"When did you come to K府 from Tokyo?"
"I arrived at this station on the evening of the 6th," I answered, but truthfully, I disliked replying. Somehow, the figure named Pak Hŭngguk was someone who did not arouse my interest in the slightest. Moreover, he was a figure who evoked feelings of aversion and a desire to avoid him. However, because he was extremely kind, I inwardly debated asking him, a fellow countryman, to be my guarantor. Then, without hesitation, I said to Mrs. Y,
"Mrs. Y, I have a big problem... I still haven't secured a guarantor for school, and I don't know whom to ask. I need to know at least one person." Mrs. Y immediately replied,
"Why don't you ask this gentleman to do it?" As soon as Mrs. Y finished speaking, the man named Pak Hŭngguk said, "If you have any difficulties, whatever they may be, please tell me. I am engaged in the study called labor (勞働). Other people all enter schools to study, right? But I study the practice called labor in society. All that studying done in school is useless. I will help you as much as my strength allows. We are not just kind to you, Miss Sun'il; we are kind to all Koreans." He spoke in short, clipped sentences, emphasizing the end of each phrase, then mentioned some urgent matter and left, asking me to stay for dinner before going, and departed briskly.
Sir, that evening, having received unexpected great kindness at Mr. Pak's house (宅), I returned home, lay down, and thought things over in various ways.
"The master of the Pak household said he would become my guarantor and even cover my insufficient school expenses. It's the first time I've become close enough to people to receive such unreserved kindness on the first day of meeting... They certainly reassured me that they would be my guarantor... But? But?"
In the cold, six-mat (六疊), second-floor room, the light of the ten-candlepower electric lamp seemed like my own emotions, unable to sleep late into the night, thinking... like silver threads... fine and countless, it placed them before my eyes, then removed them, shimmering.
"Mrs. Pak was slender and, in every way, did not deviate from the archetype of a refined Korean wife. Yet, she did not appear crude (野眛) or narrow-minded in the least. After her husband left, she said, 'Anyway, we set out intending to work for the people of the world once.'<67>
'Do you know how many Korean workers (職工) have come to this K府? Our master placed them all in this factory and that factory. How could they possibly speak Japanese well...'
'We heard about Miss Sun'il's situation from Mrs. Y and were very worried. Hearing that you suffered so much and are still living meagerly and lonely, we wanted to visit you right away,' she had said. She wasn't talkative, but watching my reactions, she spoke calmly in fragments, though not quite coherently, smiling intermittently.
However, the man named Pak Hŭngguk had a darkish face, possibly with some smallpox scars, and his voice was unpleasantly low and hoarse. With that voice, he said during the meal, 'Please study hard and become someone who works for Korea (朝鮮). And on the other hand, try doing labor (勞働) too. Thus, become a respectable person in any case.' He also urged me several times to eat a lot of rice. After the meal, he talked about various things, but his words were quite difficult to grasp. He spoke emphatically about building a meeting hall (會堂) for the Korean laborers in K府 and publishing a major magazine communicating with the International Labour Association (萬國勞動會) (in various languages), asking me to work with him. But, but they seemed too feeble (貧弱) and shabby. I couldn't feel secure asking them to help with tuition fees. So, I decided to skip school the next day, rest my brain for a day, think carefully, and ask my father once more to send money. Only after hearing the rooster crow did I manage to close my eyes.

四
It was about a month (一朔) after I had secured a guarantor for school, moved from Nishifukunokawa (西福乃川) to Muromachi (室町), and started commuting while cooking for myself (自炊), thanks to Mr. Pak's kindness (好意). Pains from various quarters inflicted overflowing sorrow upon my ailing body. At that time, although I had received Mr. Pak's kindness, I felt unbearably uncomfortable. Mr. Pak, though saying he was busy (奔走), came to my place far too often. And he appeared strange, making me suspect some sort of scheme (計策). Around that time, Mr. N's younger sibling sent a letter. It warned that among Koreans going abroad to work, their conduct was mostly unsavory (不美) and untrustworthy (especially concerning actions towards women), advising me to think calmly<68> and handle the situation. As usual for the end of the month, a small money order (小爲替) for ten yen was enclosed.
However, I fiercely began studying again. Returning home, I reviewed all subjects until 11 PM, woke up at 5 AM, ate the rice cooked the previous evening without even heating water, studied my books, and around 6:40 AM, went to school and played the piano when no one else had arrived. Thus, besides the scheduled times in the morning and evening, I practiced the piano for about two and a half hours more.
However, this review regimen weakened my frail (虛弱) body immensely, and I truly reached a pitiful state. Eventually, I developed melancholia (憂鬱症) and began to doubt (懷疑) every word and phrase of the Paks. Once, while walking in the park, Mrs. Pak told me her home life was uninteresting. Before that, the man Pak Hŭngguk, with his ridiculously short dignity (體統) and dark face, shamelessly and thoughtlessly mentioned that if he were to marry, he would marry a woman born in lowly circumstances (賤한데서) who had become respectable. Another time, he told me, who was quite lively (活潑), that I still had aspects that were too womanly and not lively enough, speaking as if telling me to cast something off. All these incidents stirred unbearable anger (怒炎) in my heart, and my illness progressed (進行) as the days went by. During this time, no matter how much I tried to study, my body temperature (體溫) fluctuated irregularly, sometimes cold, sometimes hot, forcing me frequently to lie in my sickbed (病席). At such times, my heart seemed to seek something, yet it was difficult to name (指名키). I began asking my heart, what is it? What is it? My heart did not name it. However, sometime later, I longed for a friend with whom I could speak in Korean. Of course, more than a friend of the same sex, I felt that even if transcending gender, a friend of the opposite sex (理性) would stir my interest (感興). While thinking about these things, one rainy evening, I returned early from school, didn't even unpack my book bundle (冊褓), skipped dinner, and went to Mr. D's place in Shirai village. Seeing Mr. D who came out to the entrance hall (玄關), I asked,
"Could I possibly borrow the piano to practice? I came to ask about that," addressing Mr. D, whose appearance (外樣) was aristocratic (貴族的) in every way. Mr. D smiled and answered my words.
"Yes, please go ahead and play," adding, "Come in and play."
"I don't think I can play today. I just came to ask if it would be possible or not. I didn't bring any books or anything. I'll come next time when my review piles up."
"Why? Won't you come in and relax for a while?<69>"
"No, I'll just go today," I said, and despite Mr. D's urging to come in and relax, I turned back. As soon as I turned my steps, Mr. D also turned his steps back inside (알으로).
Sir, from that day on, I became a lazy student who did not review.
Sir, truly from that evening... I became lazy. And alone, with eyes wide open blankly, listening to the sound of the falling rain, listening to the heart-wrenching serenade of a violin drifting from afar, I felt limitlessly.
One strand, two strands, my sorrowful emotions (情緖) unraveled, weaving as if embroidering a certain face. At first, only the eyes grew large, then only the smiling mouth appeared, and finally, Mr. D's smiling—white face—with cool eyes and charming lips, seemed about to recite a delightful harmony... a fantasy (幻想) arose that it resembled the face of a childhood friend whose name I had forgotten.
Sir, after spending the whole night drawing such fantasies, the next day I was truly exhausted (疲困) and couldn't get out of bed. The rain still hadn't stopped and was falling softly. Having nothing else to do, I skipped school again and lay reading a book. But unlike before, I wasn't studying school subjects but was engrossed (耽讀) in beautiful Indian legends. Just after the clock struck 2 PM, the sound of the steadily falling rain ceased, and only the dripping sound of water from the eaves could be heard. I covered my ears again and focused intently on finishing the book I was reading.
I believe it was around 4 PM that day. Though I had been lying down, saying I was sick, I got up, tidied the room, ate the white porridge bubbling on the brazier, and rushed off to the public bathhouse (錢湯). On my way out, I asked the landlord below, "If someone comes looking for me, please tell them I went bathing and ask them to wait in my room."
At the bathhouse, I took more care with my grooming than usual and returned. Sometime, spring must have arrived; on the way back from bathing and grooming, the flower buds on the cherry tree (櫻木) branches along the roadside were plump, revealing the petals (花瓣) about to bloom. From an old, bright camellia tree (동백꼿 나무) planted beside the wall of a large house, rain-soaked blossoms had fallen onto the path outside (밧) the wall.
Mulling over various sorrowful and sweet thoughts, I returned home. In the entrance hall (玄關), unfamiliar overshoes (오―바수스) lay there, along with an overcoat (外套). At that moment, thinking, "Someone must have come to the landlord's," I hurried into my room, and unexpectedly, Mr. D was sitting<70> there. Not knowing what to do, completely taken by surprise,
"Ah..." I let out a small sound of surprise and couldn't even manage a greeting. At that moment, Mr. D, in a voice like a clear song, said,
"Miss Sun'il, please forgive me (容恕). I was in the vicinity and dropped by for a moment. Is it alright if I stay for a while?" He spoke rather boldly (大膽). I too gathered courage then and replied,
"Yes, of course. I've been living quite lonely (寂寂히)."
"It's nothing else, but I came today with a request for you, Miss Sun'il. There's a Japanese woman nearby who wants to learn Korean. As you know, I am busy (奔走), so I came to ask you, Miss Sun'il. You must be busy too, Miss Sun'il, but since your house (宅) is very close (갓가우니까), if you feel lonely, perhaps you could visit her on the pretext (細音) of stopping by for leisure?"
Because this was so unexpected, I again didn't know how to respond and hesitated (躊躇). Mr. D, perhaps seeing the deep hesitation on my face, said comfortingly (慰勞),
"If it's bothersome, please forget about it. I only mentioned it because I thought you might be too lonely (寂寞), Miss Sun'il."
"Still, going every day might be difficult. When I go to school daily, I often don't return until five o'clock. So..." Before I could finish my sentence, Mr. D asked,
"So, you are quite busy too, Miss Sun'il?"
"Yes, if it were just the subjects, it wouldn't be so bad, but because of musical instrument practice (樂器練習)... And besides, Japanese women don't know how to learn foreign languages. Their specialty seems to be just strumming three strings stretched over bone or tapping wooden sticks..." I spoke ill (險談) of them without meaning it. Mr. D just<71>
"Hahaha," burst out laughing. When I said,
"It's true," and stared straight at him, he mumbled as if to himself,
"My, still like a child," trailing off so I couldn't quite catch it.
Sir, that day, Mr. D stayed until night fell, we read books together and shared critiques, but for some reason, when the sound of the violin serenade I heard every evening began to play most beautifully, Mr. D firmly covered his ears, sat like that for about 10 minutes, then, as if unable to bear it any longer, abruptly stood up and said,
"I've stayed quite long. I must have disturbed (妨害) you."
"Why are you leaving already?" I hesitated.
"Please come over to play the piano," Mr. D said as he moved towards the entrance hall (玄關).
"Yes, this Saturday..." I trailed off, following Mr. D out, saw him off at the entrance, and urged him twice,
"Please come visit again."
「朴夫人은 몸이 호리호리하고 어대로 보던지 얌전한 朝鮮 夫人의 典型을 벗지 안핫더라. 그러나 족음도 野眛하거나 편협하여 보이지는 안핫다. 그는 自己 남편이 나간 後에 「아모던지 우리는 한번 世上 사람들을 爲하여 일해 보려고 나섯서요.」＜67＞
「이 K府 안에 朝鮮 職工들이 얼마나 만이 와 잇는지오. 그들도 다 우리 主人이 이 工場 저 工場에 너어 주엇서요. 그이들이 웬 日本 말이나 잘 할 줄 아나요...」
「우리는 順一氏의 일을 Y氏에게 듯고 퍽 근심하엿서요. 그러케 고생도 만히 하셧는데 시방도 넉넉지 안케 외롭게 지내신다는 말을 듯고, 어서 차저가 보이려고 하엿서요」 하고 말을 하엿다. 수다한 夫人은 아니고 눈치 보아 가면서 도막도막 질서는 차리지 못하나 고요하게 사이사이 微笑하면서 이악이하엿다.
그러나 朴興國이라는 이는 얼굴이 검으테테하고 좀 얽은 구녕이 잇는 것 가트며, 말소리는 不快하도록 낫고 쉬인 목소리이엇다. 저는 그 목소리로 「아무쪼록 工夫를 만이 하서서 朝鮮을 爲하여 일하는 사람이 되셔요. 그러고 한편으로는 勞働도 해 보셔요. 그래서 아모쪼록 훌륭한 사람이 되셔요」 하고 食事 때에 말을 하엿고, 또 여러 번 밥 만이 먹기를 勸告도 하엿다. 食事를 마친 뒤에는 여러 가지로 이악이하엿스나 저의 말은 자못 要領을 잡을 수 업는 말이엇다. 무엇인지 저는 K府 안에 朝鮮인 勞働者를 爲하여 會堂을 짓고 萬國勞動會와 相通하는(各國文으로) 큰 雜誌를 쓰겟다고 힘써 말하면서, 나더러도 일을 가티 하자고 하엿다. 그러나 그러나 그들은 너무 貧弱하고 때가 못버서 보엿다. 저들에게 學費를 도아 달나고 나는 安心할 수는 업스니 明日은 學校를 쉬이고라도 하로 腦를 쉬이며 잘 생각하여, 父親에게 한 번 더 돈을 보내 달나고 請하리라고 생각하여 노코 닭 우는 소리를 듯고야 눈을 부치엇습니다.

四
學校에 保證人을 세워 노코 西福乃川에서 室町으로 移徙 가서 朴氏의 好意로 自炊를 하면서 通學한 지가 一朔이 지난 때 일이엇습니다. 各 方面으로 苦痛이 알는 제 몸에 넘치는 서름을 주엇습니다. 저는 그 때 朴氏의 好意를 입기는 입엇스나 참을 수 업시 不快하엿습니다. 朴氏는 奔走하다고 말은 하나 너무 잣게 저 잇는 대 왓습니다. 그리고 무슨 計策이 아닐가 하는 눈치를 채이도록 이상히 뵈엇습니다. 그러한 때 N君의 동생이 片紙를 보내엇습니다. 朝鮮 사람치고 外國에 가서 勞働하여 지나는 사람의 行動이 不美한 일 뿐이오 信用할 수 업다 하니 (더욱이 女子에게 對한 行動이) 冷靜히 생각하여＜68＞ 處理하시라는 忠告를 하고 例의 月末이라고 十圓의 小爲替를 보냇습니다.
그러나 저는 猛烈하게 다시 工夫를 始作하엿습니다. 집에 도라 와서는 밤 11時까지 모든 學科를 復習하고, 새벽 다섯時에 일어나서는 그 前날 저녁에 지어 두엇든 밥을 물도 데우지 안코 먹고 冊을 보다가 여섯시 四十分 쯤 되면 學校에 가서 아모도 오지 안은 때 피아노를 첫습니다. 그래서 아츰 저녁으로 定한 時間 外에 두시 三十分 가량이나 피아노를 첫습니다.
그러나 이러한 復習은 虛弱한 제 몸을 우 업시 弱하게 하여 저는 참으로 불상한 境遇에 이르럿습니다. 저는 드대여 憂鬱症을 이루워 朴氏들의 一言一句를 懷疑하게 되엇습니다. 어떤 때, 公園에 散步 갓슬 때 朴夫人은 저에게 家庭이 滋味업다고 하엿습니다. 그 前에 한번은 朴興國이라는 이가 自己는 장가를 들면 賤한데서 나서 훌륭히 된 女子하고 結婚하겟다고 보기실케 짜른 체통과 검은 얼굴로 붓그리지도 안코 思慮도 업시 말하엿습니다. 또 어떤 때는 十分 活潑한 저에게 아직도 女子답고 活潑치 못한데가 잇다고 무엇을 풀처 버리라는 듯이 말하엿습니다. 이런 일들이 다 참을 수 업는 怒炎을 제 가슴에 이르켜서 저의 病勢는 날이 오래짐을 따라 進行하엿습니다. 그 동안에 저는 아모리 工夫를 하려고 하여도 때를 定치 안코 식엇다 더웟다 하는 體溫 때문에 자조 病席에 눕게 되엇습니다. 그러한 때 제 가슴은 무엇을 求하는 것 가트면서 指名키 어려웟습니다. 저는 제 가슴에 무엇일가? 무엇일가? 뭇기 始作하엿습니다. 가슴은 指名치 안핫습니다. 그러나 얼마 後에 저는 朝鮮말로 이악이할 벗이 부러웟습니다. 勿論 제게는 同性의 벗보다 性을 超越한다 하드래도 理性의 벗이 感興을 이르키리라고 뜻하엿습니다. 이런 일들을 생각할 때 하로는 비오는 저녁 때엇습니다. 저는 學校에서 일즉이 도라와서 冊褓도 풀처보지 안코 저녁도 먹지 안코 白井村 D氏 계신 대 가서 玄關에 나온 D氏를 보고,
「피아노를 좀 어더 칠 수 잇슬가요. 그것을 무러 보려고 왓서요」 하고 어대까지던지 外樣만은 貴族的인 D氏에게 무럿습니다. D氏는 微笑하며 제 말 對答을 하엿습니다.
「네 어서 치시지오」 하고 「드러와 치셔요.」
「저는 오늘은 치지 못하겟서요. 될 일인가 못될 일인가를 무르러 왓지오. 冊도 아모 것도 안가지고 왓서요. 이 다음 復習이 몰니면 오지오.」
「왜? 드러와 놀다 가시지오?」＜69＞
「아니오, 오늘은 그냥 가겟서요」 하고 그대로 드러와 놀다 가라고 하시는 D氏의 勸告도 듯지 안코 도라올 때 D氏도 제가 발길을 돌리자마자 그 발길을 돌니어 알으로 드러 갓습니다.
先生이어 그날부티 저는 復習을 하지 안는 게으른 學生이 되엇습니다.
先生이어 정녕 그날 저녁부터...저는 게을너 젓습니다. 그리고 홀로 눈을 막막히 뜨고 비오는 소리를 드르면서 멀니서 들니는 빠요린의 애끗는 小夜曲을 드르면서 限업시 느끼엇습니다.
한올 두올 내 애닯은 情緖는 풀니어 어떤 얼골을 繡노틋이 짯습니다. 맨 첨에 눈만 커젓다가 그 後에는 웃는 입만 보이다가 내종에는 D氏의 微笑하던―흰 얼굴에―시원한 눈이 愛嬌잇는 입이 깃거운 諧調를 외우려는 듯한...내 幼時에 이름도 이저 버렷든 벗의 얼굴갓기도 하다고 幻想이 일어납디다.
先生이어 저는 이러한 幻想을 밤사이도록 그리고나니 그 이튼날은 참으로 疲困하여 자리에서 일어날 수가 업는데 비가 아직도 그치지 안코 부실부실 옵디다. 저는 할 일 업시 또 學校를 缺席하고 누어서 冊을 보앗습니다. 그러나 前과 가티 學科를 닉히지 안코 아름다운 印度의 傳說을 耽讀하고 안젓섯는데, 午後 두時를 치는 소리가 끗나자 죽죽 비 오든 소리는 그치고 낙수물 떠러지는 소리만 똑똑 들닙디다. 저는 다시 귀를 닷고 읽던 冊을 다 보아 버리려고 熱心으로 보앗습니다.
丁寧 그날 午後 네時 假量이라고 생각합니다. 저는 압흐다고 누엇다가 말고 일어나면서 房을 치우고 화로 우에 부글부글 끌튼 힌 죽을 먹고는 불이낫케 錢湯으로 가면서 아랫 主人에게, 「或 누가 오거든 沐浴 갓스니 제 房에서 기다리라고 그래 주셔요」 付托하고 갓섯습니다.
沐浴湯에 간 저는 다른 날보다 정성을 다하여 化粧을 하고 도라왓습니다. 언제 봄은 왓든지 沐浴하고 化粧하고 도라 오는 길가 櫻木가지에 꼿방울들이 볼룩볼룩하게 피우려는 花瓣을 내보엿습디다. 어떤 큰 집 담 엽헤 심기여 나이 먹은 밝은 동백꼿 나무에서는 비마즌 꼿 송이들이 그 담 밧 길가에 떠러젓습디다.
여러 가지로 애닯고 단 생각을 하며 집으로 도라오매 玄關에 낫익지 안은 오―바수스가 노혓고, 外套가 노혓습디다. 저는 그 때 「主人 집에 누가 온 것이라」고 생각하면서 방으로 총총히 드러갓더니 意外에 D氏가 와＜70＞ 안저 게십디다. 저는 엇지 할 줄을 모르고 넘우도 意外의 일인 故로,
「앗흐...」 놀내인 소래를 한 마디 내 노코 敢히 인사도 하지 못하엿습니다. 그 때 D氏는 시연한 노래를 하는 듯한 음성으로
「順一氏, 容恕하십시요. 이 近處에 왓다가 暫間 들넛습니다. 놀다가도 관계업습니까?」 하고 좀 大膽스럽게 말슴하엿습니다. 저도 그때는 勇氣를 내서,
「네 그러치오. 저도 퍽 寂寂히 지내엇습니다」
「다른 일은 업는데, 오늘은 順一氏께 付托이 잇서 왓습니다 이 近處에 朝鮮 말 배오려는 日本 女子가 잇는데 저는 아시는 바와 가티 奔走하고, 그래서 順一氏에게 付托하려고 왓습니다. 順一氏도 奔走는 하시겟지만 宅이 퍽 갓가우니까 寂寂하시면 놀나가시는 細音치고 가 보시지오」
저는 그때 넘우도 뜻하지 안핫던 일인 故로 亦是 어떠케 말對答을 할지 몰나서 머뭇머뭇 하엿섯습니다. D氏는 제 얼굴에 甚히 躊躇하는 빗을 보셧는지 慰勞하는 듯이
「귀치 안커던 고만두시지오. 제 말은 단지 順一氏가 넘우 寂寞할 것 가태서 하는 말이야요」하셧습니다.
「그래도 每日 가기는 어려울 것 가태요. 每日 學校에 가면 다섯時에야 도라올 때가 만하요. 그러니까...」 말을 채 마츠지 안 핫슬 때 D氏는
「그럼 順一氏도 퍽 奔走하셔요?」
「녜 學科만이면 그러치 안켓지만 樂器練習 때문에... 그리고 또 日女는 外國語를 배울 줄 몰나요. 그것들의 長技는 뼉다귀로 세 줄을 걸고 나무때기나 딱딱 두들길 줄 밧게 모르는 것 가태요...」  하고 미음 업시 險談을 하엿습니다. D氏는 고만＜71＞
「하하하」 하고 우서 버리시다가 제가,
「정말입니다」 하고 눈을 똑바루 떳드니 혼자말 가티
「아이 아직도 어린애 갓구면」 하고 알아듯지 못할 만치 말을 흘니셧습니다.
先生이여 그날 D氏는 밤이 들도록 놀다가 冊도 가티 읽고 批評도 가티하고 하엿스나, 어떠한 일인지 제가 每日 저녁이면 듯는 빠요링의 小夜曲 소리가 가장 아름답게 우러날 때 D氏는 그 귀를 꼭 막고 10分 가량이나 안즈셧다가 참을 수 업는 듯이 후닥딱 일어나서
「퍽 오래 놀다가 갑니다. 妨害 되셧지오」 하셧습니다.
「왜 벌서 가셔요」 하고 머뭇머뭇 하엿습니다.
「피아노 치러 오셔요」 하고 D氏는 점점 玄關을 向해 가실 때 저는
「네 이번 土曜日에는...」 하고 말을 마추지 안코 D氏의 뒤를 따라 나와서 玄關에서 전송하면서
「또 놀너 오셔요」 하고, 두어 번 당부하엿습니다.
... ( 未完 )...＜72＞
＜65-72＞
