Magazine Title:	동광 제16호
Publication Date:	1927-08-05
Article Title:	明陵遊感-朱元璋의 五百年 迷夢, 銷夏特輯 凉味萬斛 (Impressions from Visiting the Ming Tombs - Zhu Yuanzhang's 500-Year Delusion, Summer Heat Relief Special Feature: A Full Measure of Coolness)
Author:	海星 (Hae Sŏng)
Article Type:	기행문 (Travelogue)

Impressions from Visiting the Ming Tombs - Zhu Yuanzhang's 500-Year Delusion, Summer Heat Relief Special Feature: A Full Measure of Coolness
						By Hae Sŏng (海星)

During the spring break, along with about 30 members of our school's geology field trip group, we passed through Beijing (北京) and headed to Nankou (南口) via the Jingzhang Railway (京裬線 - *Translator's note: Likely the Jingzhang Railway, noted as China's only line built without foreign assistance*), which was constructed solely by Chinese hands without borrowing foreign expertise, to inspect the nearby rocks and geology. The next day, about 20 *ri* (approx. 8 km) from Nankou, we reached Juyongguan Pass (巨庸關). About 5 *ri* (approx. 2 km) north of Nankou station, there is the entrance to a long and winding mountain valley extending from Badaling (八達嶺). On both sides stand beacon towers and mountain fortresses, remnants that once served as communication methods in bygone days.

Upon entering this mountain pass, the valley width is merely about 700-800 meters, while high cliffs of about 600-700 meters flank a small stream and the railway line in the center, winding like a sheep's intestine for over 50 *ri* (approx. 20 km). As we proceeded slowly to observe the rocks and strata on both sides of the valley, our group finally reached Juyongguan Pass (巨庸關) around noon. Here, the cliffs on both sides became even higher, and the valley narrowed. On the mountain peaks, the Great Wall snaked and coiled, seemingly displaying the might of Emperor Qin Shi Huang of old, or perhaps lamenting the resentment of countless thousands of laborers, standing tall. Truly, it is a strategic pass where one man could hold off ten thousand (萬夫 莫開). To enter the mountain fortress from the valley, we had to almost crawl through collapsed sections of the wall and landslide debris. Along the way, I discovered a stone mortar (石臼). I had previously heard that stone mortars were tools used exclusively by the "white-clad people" (白衣人 - i.e., Koreans). Realizing then that this place too was an ancient site of our ancestors, ah! Our ancestors were this strong and brave, yet why are we so weak? Our ancestors were not satisfied with the 3,000-*ri* land of embroidered rivers and mountains (Korea) and the 700-*ri* Liao Dong plains, even coming here to achieve military feats, yet we [7 characters deleted here] cry out in hunger. Truly, reflecting on the past and present, I cannot hold back a flood of tears. I recall the speech by Captain Ham (함교장) that moved Kye Wŏrhyang (계월향) to the point of death. We must strive and strive again to become strong like our ancestors.

Main Hall of the Tomb of Emperor Chengzu Wen (Yongle Emperor) of the Ming Dynasty (明成祖文皇帝陵之正殿)

The next morning, riding small mules, we observed the winding moats and battle traces along the riverbank as we proceeded towards the Ming Tombs (明陵). <11> About 20 *ri* northeast from Nankou, we reached the entrance path to the tomb complex. There stood a stele pavilion (碑樓) made of marble carved with twin dragons. From there, a plain approximately 5 *ri* wide and 10 *ri* long was enclosed like a folding screen by not-so-high mountains, leaving an opening to the south.

Traveling along the central main road for about 10 *ri*, we reached the tomb of Emperor Chengzu (成祖 - Yongle Emperor) of the Ming Dynasty, situated on the slope of the northern mountain amidst a dense pine forest. To its left and right, at intervals of every 4-5 *ri*, the tombs of the 12 emperors following Chengzu were lined up.

Gate of the Tomb of Emperor Chengzu Wen (Yongle Emperor) of the Ming Dynasty (明成祖文皇帝之陵門)

Regardless of the dynasty, China has always had close ties with the peninsula, but the Ming Dynasty had a particularly deep relationship. It was the Ming Dynasty that responded to our court's plea during the Imjin War (壬辰亂) and aided us with a large army. It was also because of this Ming Dynasty that Korea, refusing the Qing Dynasty's (愛親覺羅氏 - Aisin Gioro clan) request for an alliance—calling them usurpers of the benefactor nation—suffered the great shame and humiliation of the Manchu Invasion (丙子胡亂).

The structure of Changling (成陵 - Yongle's tomb) is similar to the Qing palaces in Beijing. In front stands a tomb gate built with green glazed tiles (淸瓦) and large bricks (大磚). Inside the gate is a spacious courtyard, perhaps seven or eight days' plowing wide (七八日畊될). Directly facing it, atop a marble staircase carved with dragons, stands the majestic Main Hall (正殿), where the spirit tablet is housed. Subsidiary shrine buildings (廟房) flank it on the left and right. Behind the Main Hall is the burial mound (陵), an artificial hill about 30 *ch'ŏk* (approx. 9 meters) high and about 1 *ri* (approx. 400 meters) in circumference. In front of the mound, the lower structure is a staircase (升階) leading up to the top of the mound, and the upper structure is a gate containing a stele pavilion (碑磅 - *likely 碑亭, stele pavilion*). Inside stands a stele about 10 *ch'ŏk* (approx. 3 meters) high, inscribed "Tomb of Emperor Chengzu Wen of the Ming Dynasty" (明成祖文皇帝之陵). On top of the mound, hundreds-of-years-old cypress trees (柏樹) form a dense forest. Whenever the wind rustles through them, they seem to shudder pitifully, as if trembling before their final moments. Although the construction project was vast (浩大), having neglected centuries of spring winds and autumn rains (春秋), its dilapidated and desolate state seems to poignantly narrate the rise and fall of the 500-year foundation laid by Zhu Yuanzhang (朱元璋), who rose from commoner to emperor.

The other 12 tombs are all similar to Changling but comparatively smaller; Siling (世陵 - Tomb of the Chongzhen Emperor) is even smaller. In front of Siling lies the tomb of the eunuch Wang Cheng'en (王承恩). When Li Zicheng (李自成) conquered Beijing, the Chongzhen Emperor (世宗 - *historically 崇禎帝, Sùngzhēn Dì*), lamenting the loss of his ancestral heritage, killed his beloved wife and daughter with his own hands and hanged himself at Jingshan (景山 - behind Shenwu Gate). Wang followed his master in death out of loyalty. Later generations, mindful of his faithful heart, buried him in front of Siling. Those vile characters in the world, who often become high officials entrusted with the weighty responsibility of the state and its people, yet greedily seek petty fame and fortune by selling out their country and compatriots to the enemy, surely cannot face Mr. Wang without shame. Perhaps because he is considered a ruler of a fallen dynasty, this tomb is particularly small and unimpressive, yet due to its historical significance, the footprints of visitors never cease.

In the afternoon, fearing we would miss our vehicle, the two of us who had fallen farthest behind urged our donkeys onward. The people ahead were out of sight, and we couldn't clearly determine the path, so we turned into a small village beside the road to ask for directions. The villagers all claimed not to know. One person even stopped another who was about to answer, telling them not to bother, and they dispersed here and there. Professor Wang, who was with me, followed them asking, "Why tell others not to bother when someone asks for directions?" Only then, perhaps out of fear, did the villager give us directions. I occupy this valuable page with such a trivial story to plead with our own rural compatriots not to be like this. <12>

This is because such behavior is used to gauge the level of a nation's civilization. Even Russian peasants, who bore the nickname of European barbarians, would put aside their work and give detailed directions if they didn't know the way (*Translator's note: This seems contradictory, likely meant 'if asked for directions'*). Let us not earn a reputation for being unkind to others over small matters.

1927. At Beiyang University (北洋大學), Tianjin (天津) <13>

**Summary**

This 1927 travelogue by "Hae Sŏng" recounts a geology field trip to the Beijing area, focusing on visits to Juyongguan Pass on the Great Wall and the Ming Tombs. The author reflects on the historical significance of these sites, particularly the Great Wall as evidence of past Korean ancestral strength and the Ming Tombs as symbols of dynastic cycles and Korea's historical relationship with Ming China (Imjin War aid, refusal of Qing alliance leading to the Manchu invasion). The author laments the perceived weakness of contemporary Koreans compared to their ancestors and expresses nationalist sentiments. The narrative concludes with an anecdote criticizing the unhelpfulness of local Chinese villagers near the tombs, contrasting it unfavorably with Russian peasants, as a lesson for improving Korean rural manners and national image. For historians, the article offers insight into Korean intellectual perspectives during the colonial period: the blending of travelogue with historical reflection, the invocation of ancient history to critique the present colonial condition, the complex view of China (Ming as benefactor vs. Qing as enemy, contemporary villagers as uncivilized), and the explicit nationalist call for Koreans to regain strength, all framed within the context of a seemingly innocuous university field trip. The deleted passage regarding Korean suffering likely contained stronger anti-colonial sentiment.

**Named Entities**

北京	베이징	Beijing
소리	소리	Sound; talk; reputation
듯지 말자는 말이다	듣지 말자는 말이다	It means let's not hear (such talk) (older spelling '듯지')


---------------------------


잡지명	동광 제16호
발행일	1927년 08월 05일
기사제목	明陵遊感-朱元璋의 五百年 迷夢, 銷夏特輯 凉味萬斛
필자	海星
기사형태	기행문

明陵遊感-朱元璋의 五百年 迷夢, 銷夏特輯 凉味萬斛
						海星
춘기 방학시에 본교 지질 여행단 30여 인과 같이 北京을 經하여 중국의 유일한 외국인의 손을 빌지 않고 건축한 京裬線으로 南口에 赴하여 부근 암석과 지질을 시찰한 후 익일 南口를 離하기 약 20리 가량 되는 巨庸關에 이르 때 南口 정거장 北 약 5리 許에 八達嶺으로붙어 연연한 산곡의 입구가 있으니 양 안에 昔日 전신을 代하던 봉화대와 산성이 있다.
이 山口에 들어서면 산곡의 廣이 약 七八百米突에 불과하며 高 약 六七百米突의 높은 절벽이 중앙에 小川과 철로를 두고 羊腸과 같이 굴곡되며 50여 리를 내뻗히었다. 산곡 좌우에 암석과 지층을 觀하기 위하여 徐行함으로 일행은 午頃에야 겨우 巨庸關에 다달은 즉 좌우에 절벽은 더욱 높아지고 골작이는 좁아지었으며 산정에는 장성이 蜿蜒 굴곡하여 昔日 진시황의 위엄을 떨치는 듯 幾千, 幾萬 役夫의 怨情을 하소연 하는 듯 우뚝하게 솟았으니 실로 일대 當關에 萬夫 莫開의 地다. 그 골작이서 산성 내로 들어가기 위하여 성 문어진 터와 사태 나린 틈으로 기다싶이 하여 올라 가다가 돌절구확(石臼)를 발견하였다. 나는 일쯕이 돌절구는 오직 白衣人의 사용하던 석기라 함을 들었다. 그러고 본즉 여긔도 昔日 우리 조상의 옛 터임을 알 때에 아! 우리의 조상은 이렇게 강하고 용맹하였거늘 우리들은 웨 이렇게 약한가? 우리의 조상은 삼천리 금수강산과 700리 요동벌도 만족지 못하여 여긔까지 와서 무공을 세웠거늘 우리는 (此間 7자 삭제) 기아에 號哭하니 실로 今昔의 감으로 一掬의 淚를 不禁하겠다. 계월향을 죽으리 만큼 감동하게 한 함교장의 연설이 생각난다. 우리는 다시 우리 조상과 같이 강하게 되기 위하여 노력에 노력을 가하여야 하겠다.

明成祖文皇帝陵의 正殿
翌早 小騾로 川邊에 굴곡한 濠塹과 戰跡을 보면서 明陵에 나아갈＜11＞ 때 南口을 離한 동북 약 20리에 이르어 陵所의 통로가 있으니 거긔 대리석에 쌍용을 조각한 碑樓가 있고 거긔서 붙어는 폭 약 5리 長 약 10리의 평야를 에워 그리 높지 않은 산이 남편 어구를 남기고 병풍같이 둘러서었다.
중앙 대로로 약 10리를 가서 北便山 빗타리 松林이 자욱한 곳에 明 成祖의 陵이 있고 그 좌우로 每 隔 45리에 成祖 이하 12帝의 陵이 나열되었다.

明成祖文皇帝之陵門
중국은 何朝를 물론하고 반도와 밀접한 관계가 있지마는 明朝는 특별히 깊은 관계가 있다. 壬辰亂에 我廷의 청원을 응하여 大兵으로써 助戰한 자 이 明朝이며 恩國을 찬탈한 자라 하여 愛親覺羅씨의 간청하는 합종을 거절하다가 丙子胡亂에 奇恥大辱을 받음도 이 明朝를 인함이다.
成陵의 구조는 北京 각 淸宮과 같이 앞에 淸瓦와 大磚으로 건축한 陵門이 있고 그 문 안에 약 七八日畊될 넓은 정원이 있으며 정면에는 대리석에 용을 조각한 계단 우에 장엄한 正殿이 있으니 거긔 신위가 있고 좌우로는 廟房이 둘러섰다. 正殿 뒤에 高 약 30척 주위 약 1리 될 造山으로 된 陵이 있으니 陵前에 하층은 陵頂으로 오르는 升階요 상층은 碑磅으로 된 문이 있으니 거긔 高 약 10척될 「明成祖文皇帝之陵」이란 비석이 있다. 陵上에는 수백년 된 柏樹가 자욱한 森林을 일우어 바람에 찌걱일 때마다 최후를 맞으며 부르르 떠는 듯이 비참하게 보이며 그 공정은 비록 浩大하나 춘풍 秋兩 幾 백년을 실수한 所以로 廢頹하고 황량함은 마치 평민으로 起하여 황제된 朱元璋의 500년 基業 성쇠를 이야기함 같이 처량하게 보인다.
기타 12릉은 다 成陵과 같으나 비교적 적으며 世陵은 더욱 적다. 陵前에 太監 王承恩의 묻엄이 있으니 李自成이 北京을 攻破함에 조상의 유업을 失함을 비분하여 愛妻와 愛女를 自手로 殺하고 景山(神武門 후)에서 목을 매어 죽은 世宗을 딸아 순국하였음으로 후인이 그 충심을 생각하여 世陵 前에 묻은 바라 한다. 世에 왕왕 국가와 인민의 重托을 받은 장상이 되었다가 苟且한 명리를 貪하여 조국과 동포를 적에게 팔아 써 일신의 榮을 구하는 비루한 무리는 王씨를 대하여 부끄러움이 없지 못할 것이다. 亡國之君이라 하여 그런지 이 陵은 특히 적고 보잘 것 없으나 역사상 관계로 遊客의 足跡이 不絶한다.
오후 차를 놓치지 않기 위하여 맨 뒤에 떨어진 둘이 급히 나귀를 몰아 돌아올 때 앞선 사람은 보이지 않고 길은 자세히  수 없음으로 路旁 小村에 길을 물으려 돌어갔다. 촌민들은 다 모른다고 하며 어떤 자는 다른 사람이 대답하려는 것도 상관하지 말라 하면서 이리 저리 헤어지고 맔다. 같이 오던 王교수가 딸아가면서 「웨 남이 길 뭇는데 상관하지 말라느냐?」 하고 질문한 즉 촌민은 무서운지 그때야 길을 가르치어 준다. 이 귀한 지면을 실없은 이야기로 차지함은 우리 농촌 동포들은 이와 같이＜12＞ 말아달라고 함이다.
이것으로써 국민 문명 정도를 측량하는 연고다. 歐洲 야만의 별호를 듯던 俄國 농민도 길을 모르면 자기하던 일을 다 치우고 자세히 가르처 준다. 적은 일로써 남에게 정도 없다는 소리를 듯지 말자는 말이다.
1927. 天津 北洋 대학에서＜13＞
＜11-13＞
