Magazine Title	동광 제18호
Publication Date	1931년 02월 01일
Article Title	辛未革命과 辛未洋擾(二) (The Shinmi Revolution and the Shinmi Disturbance (Part 2))
Author	李允宰
Article Type	논설 (Editorial/Essay)

The Shinmi Revolution and the Shinmi Disturbance
						Yi Yun-jae

Shinmi Yangyo (1871 Foreign Disturbance)

I. Korea and the West

Sixty years (one sexagenary cycle) after the aforementioned Hong Kyŏng-nae Revolution, the Yangyo (Foreign Disturbance) occurred. This Yangyo, along with the Japanese invasions (Waeran) and the Manchu invasions (Horan), is one of the three major foreign incursions during the 500 years of the Chosŏn Dynasty and holds the most significant historical meaning. Before discussing the Yangyo, I will first speak of the relationship between Chosŏn and the West.
Although word of Western affairs reached the ears of the Korean people over 410 years ago during the reign of King Chungjong, the first footprints of Westerners were marked on Korean soil 337 years ago in the 27th year of King Sŏnjo, the year Kabja (Western calendar 1594), with the arrival of the foreign missionary Gregorio de Cespedes. Records mentioning "absurd ships" (荒唐船) or "strange-looking ships" (異樣船) often appear in recent historical writings. Since then, there were instances of foreigners residing in Korea, and envoys from our country went to China and interacted with Westerners. During the reign of King Injo, Chŏng Tu-wŏn, an envoy to the remnant Ming, imported Western culture such as Western cannons (西洋火砲), gunpowder (熖焇), telescopes (千里鏡), and self-striking clocks (自鳴鍾). Furthermore, during the reign of King Hyojong, the Sihŏn calendar (時憲曆), a Western calendar system, was implemented. In the early years of King Sukchong, Catholicism, called Sŏhak (Western Learning, 西學) or Yanghak (Ocean Learning, 洋學), began to spread. It flourished greatly in the central region during the reigns of Kings Yŏngjo and Chŏngjo, with many famous scholars of the time becoming believers. However, it suffered a major blow in the first year of King Sunjo. Later, in the second year of King Hŏnjong, French priests like Maubant (모방) entered the country, marking the beginning of Western missionaries coming to Korea. Shortly after, they were all executed, and an edict denouncing heterodoxy (斥邪綸音) was issued, implementing a policy to eradicate Western religion. In this way, through the medium of Christianity, Chosŏn came to know the West, encounter Westerners, and import Western culture. This became the path through which the relationship between Chosŏn and the West was formed.

II. Origins of the Shinmi Yangyo

To speak of the Shinmi Yangyo (1871 Disturbance), I believe one must first discuss the Pyŏng'in Yangyo (1866 Disturbance) which occurred five years prior. Christianity, which had been severely persecuted, saw a period of relaxed prohibition (弛禁) after King Ch'ŏlchong, and from this time, the influence of the religion grew rapidly again. The believers were striving hard to obtain official national recognition. Seizing the opportunity presented by Russia (俄羅斯) casting glances over the northern border (北邊) in the second year of Emperor Kojong's reign, influential figures among the believers advised the Taewŏn'gun that using Catholicism would make it easy to expel the Russians (俄人). It nearly succeeded, but the Russians withdrew on their own. Furthermore, unpleasant <43> feelings arose between the negotiators, and the final breakdown turned into hatred towards the believers, eventually leading to such a grave incident: the great massacre of Christians. This became the issue, and in August of the Pyŏng'in year (Western calendar 1866), French Admiral Roze (로스 提督), using the pretext of demanding accountability for the massacre of Catholic believers, entered with several warships. Realizing his own weakness (勢弱함을), he temporarily withdrew, only to return in September with five more warships, invading Kanghwa. However, he was repulsed by our forces. France intended to take further retaliatory measures, but due to the Franco-Prussian War (普佛戰爭) occurring at that time, the issue completely faded away (沈銷되고). This is the general course of the Pyŏng'in Yangyo.
Initially, the relationship between Chosŏn and the United States began in the early 18th century with competition (角逐) over the ginseng trade in the Chinese market. From this, the United States coveted Chosŏn's resources (富源) and sought to open avenues for acquiring concessions. On one hand, they focused on investigating the Korean coast and observing the climate and customs, while on the other hand, they frequently demanded trade relations. Thus, in the fifth month of the third year of Emperor Kojong's reign, the American merchant ship Surprise (서프라이쓰號) was wrecked at Sŏnsap'o in Ch'ŏlsan County, and the locals diligently rescued the crew. Sometime later, an American named Preston (普來屯) loaded the sailing ship General Sherman (제너날 서만號) with goods favored by Koreans, such as glassware and self-striking clocks. Sailing from Tianjin (天津) via Chefoo (芝罘) and riding the high tide, he sailed up the Taedong River (大同江) to Mangyŏngdae near P'yŏngyang (平壤 萬景臺). However, the water receded, stranding the ship, and when their provisions ran out, they resorted to plunder (掠奪). Our soldiers and civilians rushed in, set the ship ablaze, and brutally killed several crew members, including the interpreter Ch'oe Nan-hŏn (崔蘭軒) (the Chinese name of the American Thomas (도마스)). This is known as the Ch'oe Nan-hŏn Incident and became the cause of the Shinmi Yangyo discussed here.
Afterward, Americans in Qing China became anxious as the General Sherman failed to return for a long time. They tried to search for its whereabouts (踪跡) but found no leads. Hearing rumors (風說) from soldiers of the French fleet returning from Chosŏn that a foreign ship had been burned, their suspicions grew stronger. The US government specifically sent a steamship to Chosŏn to ascertain the fate (行衛) of the General Sherman, but they failed to get any clear information (要領). This became the center of an issue, even leading to various rumors (流言) circulating. Through this, Chosŏn attracted the attention of people from various countries around the world, becoming a focal point of global attention.
At this time, Ernst Oppert (오펠트), a German Jew residing in Shanghai (上海), under the pretext of avenging the wrongs done to Catholics, came with the steamship China (촤이나號), carrying a few Frenchmen, Americans, Chinese, Malays, and four Koreans. With the aim of stealing treasures (盜取할), he attempted to excavate (발굴하다) the tomb of Prince Namyŏn (南廷君), the father of the Taewŏn'gun, located in Tŏksan County, Ch'ungch'ŏng Province (忠淸道 德山郡). Failing to achieve his objective, he was repulsed by the Commander of Yŏngjongjin (永宗僉使). This incident further deepened the ill feelings (惡憾) of the Chosŏn scholar-officials (士民), and especially the Taewŏn'gun, towards Western barbarians and Catholicism.

III. The Outbreak of War

With the General Sherman Incident as the starting point, Americans in Qing China began to fervently call for (熱叫하게 되엇다) Korean-American trade (韓美通商). Consequently, the American Minister stationed (駐在) in Beijing (北京), F. F. Low (로우), and the Commander (司令官) of the Asiatic Squadron, Rear Admiral J. Rodgers (로저스), notified the Qing Ministry of Rites (禮部) of their intention to lead a fleet (艦隊) to Chosŏn. Qing promptly informed (報知하엿다) the Chosŏn government of this matter. This happened in the second month of the eighth year of Emperor Kojong, the Shinmi year (Western calendar 1871). <44>
In response, the Chosŏn government strengthened defenses (방비를 嚴修함과) along the coast (邊海) and expressed its intention to flatly reject (截然히 拒斥하는) the United States, stating that Chosŏn had no goods worth trading and thus no reason to establish relations. However, American Minister Low, along with Naval Commander (水師提督) Rodgers, led the flagship USS Colorado (콜로라도號) and four other vessels. Using the pretext of searching for the fate (行衛を搜探함과) of the Sherman and demanding Korean-American trade, they departed Shanghai for Chosŏn in the third month.
Upon arriving in Chosŏn, the American fleet first measured the water depth (水深) of Asan Bay (牙山灣) and Namyang Bay (南陽灣). Then, establishing a base (根據地) on Mulch'ido (勿淄島), north of Inch'ŏn, they began reconnaissance of the Kyŏnggang (the Han River near Seoul) and attempted negotiations (담판) by meeting with Chosŏn officials (官憲).
Chosŏn, mindful (鑑하여) of the precedent (前例) of the French fleet's attack during the Pyŏng'in Yangyo, strictly guarded the Kyŏnggang waterway, deployed numerous cannons (銃砲) at the fortresses (堡壘) of Ch'oji (草芝) and Tŏkchin (德津), and recruited skilled gunners (砲手), thus completing war preparations. As the situation grew tense (事機가 切迫하매), a part of the American fleet passed through the swift currents (急湍) of Sondolmok (孫乭項) and approached the vicinity of Kwangsŏngjin (廣城鎭). There, they were subjected to fierce artillery fire (猛烈한 砲火を浴び) from one of our coastal batteries and returned fire (應戰하여), opening the first engagement (싸움의 뚜에가 열리엇다). Although casualties on both sides were not particularly high in this battle, its intensity can be gauged by the fact that Blake (부레키), renowned as a valiant general in the American Civil War, reportedly exclaimed in admiration (嘆服한), "Such fierce firing (猛射) has truly never been seen before."
On April 24th, the enemy forces captured Tŏkchinbo (德津堡) and advanced simultaneously by land and water, closing in (肉迫하엿다) on Kwangsŏngjin. At that time, Ŏ Chae-yŏn (魚在淵), the Chinmu Chunggun (鎭撫中軍 - Garrison Commander) of Kanghwa defending Kwangsŏngjin, resolved to defend the fortress to the death (死守하기로). He counterattacked (逆擊하여) the enemy, inflicting heavy losses. However, the enemy troops landed, flanked our position using the mountains, and charged, leading to fierce hand-to-hand combat (白兵戰). Ultimately, our forces were routed (敗潰하고), and the fortress fell (陷落되엇다). In this battle, Chunggun Ŏ Chae-yŏn, his younger brother Ŏ Chae-sun (魚在淳), and Royal Guard Officer (御營哨官) Yu P'ung-no (柳豊魯) were killed in action. Besides them, there were 350 casualties among the soldiers. The enemy forces suffered only 3 deaths, including Lieutenant McKee (막키 中尉), and about 10 wounded. This was undoubtedly partly due to the enemy's weaponry being superior (精銳하엿든) to ours. After their victory at Kwangsŏngjin, the enemy forces did not press further. For whatever reason, they withdrew to their base on Mulch'ido, observed the situation in Chosŏn, and, presumably realizing there was little prospect of success (별 신통한 도리가 없을 것을 헤아리고), departed dispiritedly (無聊히 退去하고 말앗다) on the 16th of the fifth month, about 40 days after arriving in Chosŏn.

IV. Post-War Exclusionist Policy (攘夷政策)

Having experienced foreign disturbances twice like this, the Taewŏn'gun became enraged, saying, "Hmph - let those scoundrels try whatever they want!" With a renewed determination never to establish friendly relations (通好하지 아니하리라는) with the West, he resolutely implemented an anti-foreign policy (攘夷의 政策). To galvanize (衝激할 뜻으로) the national sentiment, he had the oath (誓辭) "洋夷侵犯 非戰則和 主和賣國 戒我萬年子孫 丙寅作 辛未立" (When Western barbarians invade, not fighting means appeasement; advocating appeasement is selling the country. Let our descendants for ten thousand years be warned. Composed in Pyŏng'in [1866], Erected in Shinmi [1871]) clearly carved onto stone monuments and erected them on Chongno in Hansŏng (漢城 鍾路) and along major roads throughout the country. These are the so-called Ch'ŏkhwabi (斥和碑 - Stele Rejecting Reconciliation). He also had ink makers (墨工) carve the characters onto the surface of inksticks (墨面), thereby widely propagating the idea of rejecting Western barbarians.
This Yangyo, one might say, was a golden opportunity to awaken the secluded Chosŏn and present it to the world, yet Chosŏn, merely intoxicated (鴆醉하여) by the spirit of subservience to the powerful (事大主義), did not respond. It goes without saying for figures like Hong Sun-mok (洪淳穆) and Kim Pyŏng-hak (金炳學), who clung to notions like being a "Millennium Land of Propriety" (千年禮義之邦). But even the Taewŏn'gun, despite possessing great reformist skill (大改革 手腕), was thus lacking in international perspective (國際眼). By establishing isolationism (鎖國主義) as the national policy (國是), he ultimately caused the Korean people to fall into the position of stragglers (落伍者) in the world, which is truly lamentable (痛惜함을 말지 아니한다). (End) <45>

**Summary**

This article by Yi Yun-jae, published in 1931, recounts the events leading up to and including the Shinmi Yangyo (1871 US-Korean conflict). It details Korea's early, limited interactions with the West, primarily through Catholicism, the preceding Pyŏng'in Yangyo (1866 French conflict) sparked by anti-Catholic persecution, the General Sherman incident which directly provoked US intervention, and the Oppert grave-robbing attempt which further hardened anti-Western sentiment. The article describes the US naval expedition under Rodgers and Low, the fierce battles at Kanghwa Island, particularly Kwangsŏngjin where commander Ŏ Chae-yŏn died fighting, and the eventual US withdrawal. Yi concludes by lamenting the Taewŏn'gun's subsequent doubling-down on isolationism, marked by the erection of Ch'ŏkhwabi monuments, viewing it as a missed opportunity for Korea to engage with the world, fostered by an outdated adherence to Sinocentrism (Sadaejuui) and a lack of international awareness.

From a colonial history perspective, the article is interesting for its nationalist framing of the *Yangyo* events as major historical incursions comparable to earlier invasions. Written during Japanese rule, Yi Yun-jae's critique of the Taewŏn'gun's isolationism implicitly reflects on Korea's path to colonization, suggesting earlier engagement might have led to a different outcome. Historians might find valuable the contemporary (1931) Korean intellectual perspective on 19th-century foreign relations, the assessment of the Taewŏn'gun's policies, and the underlying tone lamenting Korea's "backwardness" leading to its current status, a common theme in colonial-era discourse.

**Named Entities**

李允宰	이윤재	Yi Yun-jae
辛未洋擾를 말하려면 이에서 한 5년전에 생긴 丙寅洋擾부터 말하여야 될 줄 안다. 그새 몹시 박해를 받든 基督敎는 哲宗 이후로 한동안 弛禁이 되매 이로부터 또 敎勢가 와짝 늘엇섯다. 敎徒들은 한번 國家的 公認을 얻어 보려고 무척 애를 쓰든 판에 高宗帝 2년에 俄羅斯(露國)가 北邊을 넘겨다 봄을 機會로 敎徒중 세력잇는 者들이 大院君에게 勸하되 天主敎를 이용하면 俄人을 驅逐하기 無難하다 하여 거이 될번하든 판에 俄人이 自退하고 또 交涉人과 사이에 맛스럽지＜43＞ 않은 감정이 생기어 그 마지막의 破綻이 敎徒에 대한 憎惡心으로 돌아가게 되어 필경에 이러케 중대한 사건 곳 基督敎徒 대학살에까지 미치게 된 것이다. 이것이 문제가 되어 丙寅年(西歷 1866년) 8월에 佛國의 로스 提督이 天主敎徒 虐殺에 대한 문책을 구실을 삼아 幾隻의 戰艦을 거느리고 들어왓다가 스스로 勢弱함을 알고 일시 돌아가드니 9월에 다시 5隻의 戰艦을 더리고 江華로 침입하엿다가 我軍에게 擊退되엇다. 佛國은 다시 보복의 수단을 취하려 하엿으나 마침 그때 普佛戰爭으로 말미암아 그 문제는 아주 沈銷되고 말앗다. 이것이 丙寅洋擾의 대강 經過다.
애초에 朝鮮과 美國과의 관계는 18세기초부터 支那市場에서 人蔘貿易의 각축으로 비롯하엿다. 이로서 美國은 朝鮮의 富源에 침을 삼키어 利權獲得의 길을 틔우려고 일변 朝鮮沿海의 調査와 風土의 觀察에 몰두하며 또 일변 通商을 요구하는 일이 자주 잇엇다. 이리하여 高宗帝 3년 5월에 美國商船 서프라이쓰號가 鐵山郡 宣沙浦에서 난파한 것을 國人이 그를 각근히 구조하엿드니 그 뒤에 또 美國人 프레스톤(普來屯)이 帆船 제너날 서만號에 朝鮮人의 좋아하는 琉璃器, 自鳴鍾등 商品을 실고 天津으로써 芝罘를 거처 漲水를 타서 大同江을 溯航하여 平壤 萬景臺까지 올라왓다가 물이 빠저서 배가 붙고 양식이 떠러지매 掠奪을 행하므로 우리 軍民들이 달려들어 그 배를 불질르고 通譯 崔蘭軒(美國人 도마스의 漢名) 이하 여러 船員들을 慘殺하엿다. 이것을 崔蘭軒事件이라 하여 여기 말하려는 辛未洋擾의 원인이 된 것이다.
그 뒤 淸國에 잇는 美國人들은 제너랄 서만號가 오래 돌아오지 아니함에 굼금증이 나서 그 踪跡을 탐색하려 하엿으나 알 길이 없으며 朝鮮에서 돌아온 佛國艦隊의 군사에게서 洋船이 燒棄되엇다는 風說을 듣고는 더욱 의심을 품게 되엇다. 美國政府에서는 제너랄 서만號의 行衛를 알기 위하여 특히 汽船을 朝鮮으로 보내엇으나 아무 要領도 얻지 못하고 말앗다. 이것이 한 문제의 중심이 되어 종종의 流言이 돌게까지 되엇다. 이로써 朝鮮은 世界 各國人의 주목을 끌어 시선의 초점을 이루엇섯다.
이때에 上海에 잇는 猶太系 獨逸人 오펠트가 天主敎의 원수를 갚는다는 핑게로 汽船 촤이나號에 佛國人, 美國人, 淸國人, 馬來人, 각 약간명과 朝鮮人 4명을 더리고 와서 보물을 盜取할 목적으로 忠淸道 德山郡에 잇는 大院君의 父 南廷君의 묘를 발굴하다가 목적을 達치 못하고 永宗僉使에게 격퇴를 당하니 이 사건이 또한 朝鮮 士民 더욱이 大院君에게 洋夷와 天主敎에 대한 惡憾을 더욱 심각케 하엿다.

三. 싸움이 버러지다
제너랄 서만號 事件이 발단으로 淸國에 잇는 美國人들은 韓美通商의 필요를 熱叫하게 되엇다. 그리하여 北京駐在의 美國 公使 로우(F. F. Lew)와 亞細亞艦隊司令官 海軍少將 로저스(Rear Admiral J. Rodgers=魯籍)가 艦隊를 거느리고 朝鮮으로 향한다는 뜻을 淸國 禮部에 通告하니 淸國은 곳 그 사유를 朝鮮 政府에 報知하엿다. 이것이 高宗帝 8년 辛未(西歷 1871년) 2월에 된 일이다.＜44＞
朝鮮 政府에서는 이에 대하여 邊海의 방비를 嚴修함과 또 美國에 대하여는 朝鮮이 貿易할 만한 貨物이 없음으로 通交할 까닭이 없다하여 截然히 拒斥하는 뜻을 표명하엿다. 그러나 美國公使 로우는 水師提督 로서스와 한가지 旗艦 콜로라도號 이하 5隻을 거느리고 서만號의 行衛를 搜探함과 韓美通商의 요구를 구실로 하고 同 3월에 上海를 떠나 朝鮮으로 향하엿다.
美艦이 朝鮮에 와서 먼저 牙山灣, 南陽灣의 水深을 측량하고 다시 仁川 북쪽에 잇는 勿淄島에 와서 根據地를 잡고 잇으면서 京江의 정찰에 착수하며 朝鮮 官憲을 회견하고 담판을 試하엿다.
朝鮮은 丙寅洋擾때에 佛艦 來襲의 前例에 鑑하여 京江水路에 방비를 엄수하고 草芝, 德津의 堡壘에 많은 銃砲를 배치하며 練熟한 砲手를 召募하는 등 戰備가 완성되엇다. 이러케 事機가 切迫하매 美艦의 일부가 손돌목(孫乭項)의 急湍을 지나 廣城鎭 부근에 이르다가 그 沿岸에 잇는 우리의 한 堡壘로서 맹렬한 砲火를 浴하고 이에 應戰하여 여기에서 처음으로 싸움의 뚜에가 열리엇다. 그런데 이 싸움에는 彼我兩軍에 死傷은 별로 많지 아니 하엿으나 얼마나 격렬하엿든 것은 美國 南北戰爭에 勇將으로 이름이 잇든 부레키는 『이러케 猛射한 것은 과연 전에 그 例를 보지 못하엿다』고 嘆服한 것으로써 가히 알 것이다.
4월 24일 敵軍이 다시 德津堡를 점령하고 水陸으로 幷進하여 廣城鎭을 肉迫하엿다. 당시 廣城鎭을 직히고 잇는 江華鎭撫中軍 魚在淵이 이 城을 死守하기로 결심하고 敵을 逆擊하여 대파하니 적군이 육지로 내려와 산을 끼고 우리 陣을 둘러싸고 덤벼서 장렬한 白兵戰을 演한 끝에 我軍이 敗潰하고 성이 陷落되엇다. 이 싸움에 中軍 魚在淵과 그 아우 魚在淳과 御營哨官 柳豊魯등이 戰死하고 其外 軍卒의 사상자 350을 내엇으며 적군에는 막키 中尉 이하 3명의 戰死者와 10여명의 負傷者를 낼 뿐이엇다. 이것은 무론 敵의 兵器가 우리 보다 精銳하엿든 것이 한 원인이다. 적군은 廣城鎭 승리후에 더 달려 들지 아니하고 무슨 생각을 하엿든지 그 根據地인 勿淄島로 물러가 앉아서 朝鮮의 형세를 관망하고 잇다가 별 신통한 도리가 없을 것을 헤아리고 朝鮮온지 40여일이 된 5월 16일에 無聊히 退去하고 말앗다.

四. 戰後의 攘夷政策
이와 같이 두번째까지나 洋擾를 당한 大院君은 화가 나서 『어 - 요놈들 어대까지든지 해 보리라』하고 절대로 西洋하고 通好하지 아니하리라는 새 결심으로 攘夷의 政策을 단행하엿다. 그리하여 전국 民心을 衝激할 뜻으로 『洋夷侵犯 非戰則和 主和賣國 戒我萬年子孫 丙寅(3년)作 辛未(8년)立』이라는 誓辭를 돌에다가 또렷이 새기어서 漢城 鍾路와 國內의 大道에 세웟다. 이것이 이른바 斥和碑란 것이며 또 墨工을 시기어 墨面에다가 그 글자를 새기게 하여 洋夷排斥의 思想을 크게 선전하엿다.
이 洋擾로 말하면 숨어잇는 朝鮮을 불러 일으켜서 世界에다가 내세우려는 절호한 기회어늘 朝鮮은 한갓 事大主義의 精神에 鴆醉하여 이에 응치 아니한 것이다. 千年禮義之邦이니 무엇이니 찾고 앉앗는 洪淳穆
金炳學 같은 이는 말할 것도 없거니와 大改革 手腕을 가진 大院君으로도 이러케 國際眼이 어두어 鎖國主義를 國是로 삼아 마침내 요러케도 朝鮮民族으로 하여금 세계의 落伍者의 地位에 떠러트린 것이야말로 痛惜함을 말지 아니한다.(끝)＜45＞
＜43-45＞
