잡지명	개벽 제29호
발행일	1922년 11월 01일
기사제목	土耳其의 蹶起와 그 影響 (Turkey's Uprising and Its Influence)
필자	靑邱散人
기사형태	소식 (News/Information)

土耳其의 蹶起와 그 影響
						靑邱散人
1. 近古 土耳其의 衰退 (Turkey's Decline in Recent History)

Although the seeds of Turkey's decline were sown long ago, its formal manifestation is a matter of the last 50 years. Since ancient times, numerous ethnic groups have coexisted on the Balkan Peninsula (巴爾斡半島); the most numerous are the Slavs (슬라부族), who are related to the Russians (露西亞人); next are the Greeks (希臘人) and Romans (羅馬人); the fewest are the Turks (土耳其人). For these fewest Turks to rule the Balkan Peninsula for about 400 years was originally not an easy task. Furthermore, religion, the greatest cause of conflict among various peoples, differed among them, and the newly emerging powers of Europe (歐洲), due to their interests, frequently extended their demonic hands, stirring up complex issues, making Turkey's natural difficulties increasingly severe.

In 1874 [Note: Likely refers to events leading up to the 1877-78 war, though 1876 Herzegovina uprising is more prominent], the Turks' massacre of Christians (基督敎徒) in Montenegro (몬테네그로) became the cause of the Russo-Turkish War (露土戰爭). That is, Russia (露西亞), fixated on its southward policy, sought to expand its influence in the Balkans under the pretext of aiding the Montenegrins (몬데네그로人), who were of the same ethnicity. Although this ambition of Russia was not achieved due to opposition from Britain and France (英佛), the Treaty of San Stefano (산스터피아노 條約) in March 1878 detached Romania (羅馬尼亞), Serbia (塞耳維), and Montenegro (黑山國) as independent nations, ceded Thessaly (뎃사리아) and Epirus (에히로스) to Greece (希臘), defined the territory of Bulgaria (勃牙爾雅), and placed Herzegovina (헤루쓰에고삐나) and Bosnia (뽀스니아) under the administration of Austria (墺太利). As a result, Turkey lost the greater part of its territory in Europe and subsequently could not avoid the intervention of the Powers in whatever incident occurred. Next came the independence of Bulgaria and Austria's annexation of Bosnia and Herzegovina in 1908. This was planned taking advantage of the internal turmoil when awakened Turks started a revolution to reform their homeland. The result was that Turkey's territory, which was 230,000 square miles 50 years prior <76>, shrank to 20,000 square miles. However, even this 20,000 square mile territory, during the Second Balkan War (第二 巴爾斡事件) in 1914 [Note: The Second Balkan War was 1913; 1914 was WWI outbreak] i.e., at the outbreak of the European War, saw Albania (알바니아) become independent, and other powers took this opportunity to expand their borders, reaching the miserable state of barely 2,000 square miles recently. Such a rapid decline has almost no precedent in world history. Thereafter, Turkey could only passively accept the cold treatment of the Powers. Adding insult to injury, Turkey's joining Germany and Austria (獨墺) resulted in ceding most of the remaining 2,000 square miles in Europe to Greece, placing the remainder, along with the Asia Minor coast of the Dardanelles Strait (따따넬스海峽), under international administration, and even the capital, Constantinople (君府), could not avoid being placed under the supervision of the Allied Powers (聯合國). Furthermore, among the 700,000 square miles of Asian territory, Smyrna province (스필나州) (Asia Minor (小亞細亞)) was mandated to Greece, Syria (시리아國) (ditto) to French (佛國) mandate, Mesopotamia (메소포타미야) (ditto) to British (英國) mandate, and Armenia (알메니아) (ditto) and Hejaz (헤지야) (Arabia (阿剌比亞)) were separated as independent states, leaving only 170,000 square miles of barren land in central Asia Minor as the remaining territory. This was based on the provisions of the so-called Treaty of Sèvres (세뿔條約) handed over to Turkey by the Allied Powers in August 1920.
This treaty was criticized even among the Allied Powers at the time as being too harsh, and it eventually became the cause of today's problems.

2. 土耳其人의 覺醒 (The Awakening of the Turkish People)

The internal political disorder of Turkey progressed in direct proportion to the decline of its national territory. Four hundred years of peaceful dreams caused the Turkish people to lose diligence, progressiveness, courage, effort, etc., and indulge in laziness, debauchery, vanity, passivity, and secret strife. The magnificent Constantinople (君府) transformed into an alley of sensual pleasure, where foreign drifters and profiteers competed, and the court and government became extremely corrupt, allowing all sorts of evils to run rampant in broad daylight. However, the blood of past bravery, which once swept across Europe with the crimson crescent flag fluttering at the forefront, still flows in the minds of Turkish youth. Although the constitution enacted in 1876 was not implemented, it unknowingly imparted infinite ideas of freedom to the Turkish people, and the Russo-Turkish War served as a great alarm bell, gradually awakening the slumbering Turkish people. Particularly noteworthy is the abundance of patriots concerned about the world and their nation within the Turkish army. The leaders of the revolution that began in 1908 were the Committee of Union and Progress (統一進步委員會), centered around these soldiers. This Committee of Union and Progress was an association aimed at overthrowing autocratic politics, achieving Turkish freedom, internal reform, and resistance against foreign powers, becoming a representative body of strong Turkish people and standing for a long time as a formidable enemy of the autocratic government. Originally, the Committee of Union and Progress was the successor <77> of the Freedom Association (自由協會), secretly formed within the General Staff by figures like Mustafa Kemal (머스타, 피어, 케멜), and later merged with other progressive unity associations. Therefore, it is not irrelevant to view the Turkish Nationalist Party (國民黨) led by Kemal (케멜) today as a transformation of this Committee of Union and Progress. These awakened Turkish people, particularly displaying their inherent fierce courage, take direct action to the extreme. Comparing this to the Turkish people of the latter half of the 19th century, there is truly a world of difference.

3. 希土의 關係와 最近戰爭의 眞相 (Greco-Turkish Relations and the True Aspect of the Recent War)

Greece's (希臘) separation from the yoke of the Turkish Empire to establish a nation on the land of ancient Greece occurred in 1830. Since then, the Greek people constantly strove to recover their former territory. Seeing Turkey utterly defeated in the Russo-Turkish War, they seized this opportunity and started a war in 1890 [Note: The Greco-Turkish War was 1897, not 1890], which was the first Greco-Turkish War. In this war, Greece suffered a major defeat, incurring great losses, and Christians were subjected to a great massacre, but the will to recover their territory never faded. During the outbreak of the Great European War, they boldly joined the Allied Powers. When the Allied Powers achieved victory and the Allied peace treaty with Turkey was concluded in August 1920, Turkey ceded Smyrna province (스밀나州) and Western Thrace (西部 스레스) [Note: Text says 'Sŭresŭ', likely Thrace] to Greece, and the zones on both banks of the Dardanelles (따따넬스) were transferred to international administration, allowing Greece to achieve goals exceeding its long-held aspirations. However, the Turkish people did not accept these peace terms, and especially the faction led by General Kemal (케멜 將軍), the commander of the Turkish forces this time, strongly resisted them. Prior to this, from around May-June 1919, General Kemal, based in Ankara (만코라), strongly advocated for territorial integrity and respect for sovereignty, confronting the Allied forces. However, the Allied forces, exhausted after the war, lacked the capacity to attack thoroughly. Thereupon, Greece, with the approval of the Allied Powers, set out to destroy the Ankara (안코라) forces. Starting military operations around May-June 1920, they occupied the Afyon (아히온) line, resulting in a state of mutual victories and defeats. In March 1921, Britain, France, and Italy (英佛伊 三國), seeking to mediate this, held a conference in London (倫敦) and revised the Treaty of Sèvres, proposing to return sovereignty over Smyrna province to Turkey and shrink the internationally administered zone to just the east and west of the Dardanelles Strait (따海 英의 東西) [Note: '따海 英의 東西' is unclear, likely refers to zones around the Dardanelles]. However, both Greece and Turkey opposed this, and it failed. After the Greek army's offensive failed in April last year [1921], the Allied Powers again tried to mediate, but Greece, determined to resolve the issue by force indefinitely, launched another major offensive in July. This time, the war situation developed favorably for the Greek army, nearly pushing the Turkish army back to the vicinity of Ankara. However, a counterattack by the Turkish army on the Greek flank unexpectedly succeeded, forcing the Greek army to retreat to the line of their former positions Terezik(?) (떼레지크), Afyon (아히온), Mearedol(?) River (메아레돌 河線). Amidst such exhaustion on both sides, Greece faced financial difficulties, making it hard to bear military expenses. Therefore, despite rejecting <78> Allied mediation in June last year [1921], they sought British mediation in October. However, matters dragged on, and it was only in March this year [1922] that a foreign ministers' conference of Britain, France, and Italy (英佛伊 三國) opened, resulting in a four-month armistice agreement. According to this agreement, the entire Asia Minor region would be returned to Turkey, the Greco-Turkish border would be a line running from Ganos(?) (가노스) to the east of Kirk Kilise(?) (길크기릿세), Constantinople (君府) would be returned to Turkey, and Allied troops would withdraw from Constantinople. These terms were communicated to both Greece and Turkey on the 26th of the same month, and it was decided to hold a peace conference including Britain, France, Italy, Greece, and Turkey within two weeks. However, due to disagreements over the implementation of the armistice agreement and the selection of the peace conference venue, half a year passed fruitlessly. As mentioned above, while Greece suffered from financial difficulties, domestic unrest, and declining morale on the front lines, Turkey strictly guarded its borders, secretly trained soldiers, accumulated weapons, and completed war preparations. Consequently, concentrating troops from various fronts, they swiftly attacked and routed the Greek forces, inflicting a crushing defeat.

4. 土軍의 勝利와 列强 (The Turkish Army's Victory and the Great Powers)

Regarding this victory of the Turkish army, what attitude do the Great Powers indeed hold? First, Russia (露西亞), having recently extended its hand of communization into Central Asia and Asia Minor, and with the possibility of joint Russo-Turkish action in Persia (波斯) and Mesopotamia (메소포타미아), it is natural that the Soviet government (勞農政府) has a complete understanding with Turkey. Seeing that they have previously lent weapons and military provisions, they will surely be overjoyed upon hearing of the victory. Germany (獨逸), having established influence in Turkey to implement its Eastern Policy (東方政策) during the imperial era and having drawn it into the alliance during the Great European War, has deep ties. Although it now lacks the power to interfere in recent problems and can only stand by idly, internally it must find Kemal's (케멜) victory exhilarating, and its politicians and scholars will likely sympathize directly or indirectly. Italy and France (伊佛 兩國) too, due to various relationships, will likely secretly rejoice at Greece's defeat. The one particularly alarmed is Britain (英國). Although Britain today is outwardly in a period of peak prosperity, boasting, as they do, that the sun never sets on its empire, and having safely navigated the post-war chaos thanks to the great skill of the veteran politician Lloyd George (로이드쪼오지), internally it is akin to sitting on the crater of a volcano. Amidst the suffering from the India problem (印度問題), the Egypt problem (埃及問題), the Labor problem (勞働問題), etc., this sudden uprising of Turkey, like a bolt from the blue, is the greatest and most acute pain. Reports of India's co-religionists celebrating Kemal's victory have instilled immense fear in Britain. This recent issue, observed internationally, is less a dispute between Greece and Turkey and more a confrontation between the British government and the Ankara (안코라) government, or more accurately, between Lloyd George (로이드) and Kemal Pasha (케멜파사). <79>
This recent storm cloud that has arisen centered on Greece and Turkey has recreated the pre-European War state of the Balkans. Issues that were once clamorously discussed by the Allied side, such as the German reparations problem (獨逸賠償問題) and the Russia problem (對露問題), have silently vanished like scattered clouds and residual smoke, and only the sound of the victory drums of Kemal's (케멜) army shatters the eardrums of the Great Powers' children. Just as the people along the route cheered "Long live the Emperor!" with baskets of food and jugs of drink when Napoleon (那翁) landed in France (佛國) a hundred years ago, today Muslims (回回敎徒) all over the world shout cries of "Long live Kemal Pasha (케멜파사)!" Turkey, once called the "Sick Man of the East" (東方의 病人), has newly obtained a life-giving elixir, and the crescent flag, once hidden in dark clouds, will fly again in the skies of Constantinople (君府), becoming an object of admiration for the world. This uprising of Turkey will not only ripple through the Far East political situation but will also extend far to the European political situation, nay, the world political situation. Existing unreasonable, unnatural, one-sided international treaty documents cannot literally bind a nation seeking resurrection. We understand Turkey's uprising in the same sense that Europe was created by Napoleon (那翁) in the 19th century – it shows a good model for the new reconstruction of the 20th-century world. The awakening and rising of nations that had passively endured humiliation, contempt, and abuse from the strong, engaging in new movements and new activities, cannot be overlooked casually. The old empire has now risen. The world henceforth will be eventful. The one who first dropped a major bomb into this eventful world is Mustafa Kemal Pasha (머스타피아·케멜·파사), currently 41 years old, the same age as Napoleon when he ascended the French imperial throne and held supreme power. He is a middle-aged military man, the son of a customs official in Salonika (사로니카), now Greek territory, who entered the military preparatory school in Monastir (모나스치-루) at the age of 12. <80>

**Summary**

The article details the decline of the Ottoman Empire over 50 years, culminating in the harsh Treaty of Sèvres after WWI. It attributes the decline to internal decay and external pressures from European powers and Balkan nationalism. However, it highlights the awakening of Turkish nationalism, embodied by the Committee of Union and Progress and later Mustafa Kemal Pasha. The recent Turkish victory over Greece (backed by some Allied powers) is presented as a stunning reversal, driven by this awakened national spirit and military resolve, effectively nullifying the Sèvres treaty. The author sees this resurgence not just as a regional conflict but as a world-shaking event, deeply unsettling powers like Britain and offering a powerful example for other oppressed nations seeking revival.

For historians of Korean colonial history, this article is particularly interesting. Written by a Korean author (likely under a pseudonym invoking Korea, "靑邱散人") during Japanese rule, it uses the Turkish example to implicitly discuss themes of national humiliation, foreign intervention, the failures of imposed treaties, national awakening, military resistance, and the potential for resurgence against powerful empires. The focus on Kemal Atatürk as a national hero leading a revival against seemingly overwhelming odds would have resonated strongly with a Korean audience facing colonial oppression and dreaming of independence. The comparison to Napoleon and the framing of Turkey's success as a "good model for the new reconstruction of the 20th-century world" suggests a hopeful, albeit veiled, message about the potential for colonized peoples to assert their sovereignty.

**Named Entities**

土耳其	터키	T'ŏgi (Turkey)
可能性	가능성	Possibility
即	즉	That is, namely
完全	완전	Complete
諒解	양해	Understanding, consent
勿論	물론	Of course
從來	종래	Conventionally, traditionally, previously
貸與	대여	Loan, lending
見하면	견하면	Considering, seeing that (Older form of 보면)
滿滿	만만	Full of
喜悅	희열	Joy, delight
帝政時代	제정시대	Imperial era
東方政策	동방정책	Eastern Policy
爲하야	위하여	For the sake of (Older form)
勢	세	Influence, power
扶植	부식	To foster, plant, establish
同盟	동맹	Alliance
引入	인입	To draw in, introduce
深切	심절	Deep, cordial
近來	근래	Recent times
實力	실력	Real power, capability
袖手傍觀	수수방관	To look on with folded arms, stand by idly
內心	내심	Inner thoughts, heart
痛快	통쾌	Gratifying, exhilarating
政治家	정치가	Politician
學者	학자	Scholar
直接	직접	Direct
間接	간접	Indirect
同情	동정	Sympathy
種種	종종	Various kinds
關係上	관계상	Due to the relationship
敗北	패배	Defeat
暗喜	암희	To rejoice secretly
玆에	자에	Here, at this point (Archaic)
心膽	심담	Heart and gallbladder (Figurative: courage, spirit)
驚한 者	경한 자	One who is surprised/alarmed
外面	외면	Outward appearance
全盛	전성	Peak prosperity, zenith
時期	시기	Time, period
彼와 自誇함과 如히	피와 자과함과 여히	As they boast (彼 refers to them/Britain)
日沒	일몰	Sunset
老練	노련	Experienced, veteran
巨腕	거완	Great skill, prowess (lit. giant arm)
依하야	의하여	By means of, according to (Older form)
亂渦	난와	Whirlpool of chaos
安全	안전	Safely
過渡	과도	To transition, pass through
恰然	흡연	Just like, exactly as if
噴火口	분화구	Volcanic crater
坐한 狀態	좌한 상태	State of sitting
上下	상하	High and low (classes), entire nation
苦痛	고통	Pain, suffering
感하는 中	감하는 중	While feeling
靑天霹靂	청천벽력	Thunderbolt from a clear sky (idiom: sudden shock)
此	차	This
最大最切	최대최절	Greatest and most acute/pressing
同敎徒	동교도	Co-religionist
祝한 報道	축한 보도	Report celebrating
莫大	막대	Immense, enormous
恐怖	공포	Fear, terror
與하얏다	여하였다	Gave (Older form of 주었다)
國際的	국제적	International
觀察	관찰	Observation
單히	단히	Simply, merely (Older spelling)
云함보다	운함보다	Rather than saying (云 is archaic for 'say')
寧히	영히	Rather, preferably (Older form of 차라리)
適切	적절	Appropriate, suitable
對抗	대항	Confrontation, rivalry
捲起	권기	To arise, stir up (like a storm)
風雲	풍운	Wind and clouds (Figurative: stormy situation, crisis)
復現	부현	To reappear, be recreated
一時	일시	At one time, temporarily
喧擾	훤요	Noisy clamor, disturbance
賠償	배상	Reparations, compensation
對露問題	대로문제	The Russia problem/question
散雲殘烟	산운잔연	Scattered clouds and residual smoke (Figurative: disappearing issues)
如히	여히	Like, as (Older form)
黙然	묵연	Silently
消失	소실	Disappearance
鼓聲	고성	Drumbeat
耳膜	이막	Eardrum
破碎	파쇄	To shatter, break
那翁	나옹	Napoleon (那 phonetic, 翁 respectful term for old man)
上陸	상륙	Landing (from sea)
沿路	연로	Along the road
民	민	People
簞食壺醬	단사호장	Basket of food and jug of sauce (idiom: simple but heartfelt welcome)
皇帝萬歲	황제만세	Long live the Emperor!
歡呼	환호	Cheer, acclamation
全世界	전세계	Entire world
回回敎徒	회회교도	Muslim (Archaic term using 回回)
萬歲	만세	Long live! Hurrah!
絶叫	절규	To scream, cry out loud
東方의 病人	동방의 병인	Sick Man of the East (Nickname for late Ottoman Empire)
活命液	활명액	Life-giving elixir
暗雲	암운	Dark clouds
掩蔽	엄폐	Concealment, hiding
半空	반공	Mid-air, sky
飄揚	표양	To flutter, wave
仰視	앙시	To look up at, admire
影響	영향	Influence, effect
但히	단히	Merely, only (Older spelling)
極東	극동	Far East
政局	정국	Political situation
波及	파급	To spread, ripple through
遠히	원히	Far away
世界政局	세계정국	World political situation
不合理	불합리	Unreasonable
不自然	부자연	Unnatural
一片的	일편적	One-sided
條約書	조약서	Treaty document
復活	부활	Resurrection, revival
文字	문자	Letters, text (literally)
能히	능히	Able to
拘束	구속	To bind, restrain
吾人	오인	We, us (Formal, literary)
創造	창조	Creation
同一	동일	Same
意味	의미	Meaning
改造	개조	Reconstruction, remodeling
好模範	호모범	Good model/example
示한 者	시한 자	That which showed/demonstrated
知한다	지한다	Know, understand (Older form?)
强者	강자	The strong
屈辱	굴욕	Humiliation
賤視	천시	Contempt, looking down upon
虐待	학대	Abuse, mistreatment
興起	흥기	To rise up, prosper
新運動	신운동	New movement
新活躍	신활약	New activity
泛然히	범연히	Casually, indifferently
看過	간과	To overlook, pass over
老大	노대	Old and large
多事	다사	Eventful, busy with affairs
爆彈	폭탄	Bomb
投下	투하	To drop (a bomb)
當年	당년	That year, at the age of
帝位	제위	Imperial throne
登하야	등하여	Ascending (Older form)
最高權勢	최고권세	Supreme power/authority
持하던 時	지하던 시	Time when holding/possessing (Older form)
同歲	동세	Same age
關稅吏	관세리	Customs official
子	자	Son
陸軍預備學校	육군예비학교	Army Preparatory School
入하얏던	입하였던	Who had entered (Older form)
壯年	장년	Middle age (approx. 30s-40s)
武人	무인	Military man, warrior
-e 

---------------------------


잡지명	개벽 제29호
발행일	1922년 11월 01일
기사제목	土耳其의 蹶起와 그 影響
필자	靑邱散人
기사형태	소식

土耳其의 蹶起와 그 影響
						靑邱散人
1. 近古 土耳其의 衰退

土耳其의 衰退는 萌芽가 已久하얏스나 形式으로 發露되기는 最近 50年間 事이다. 巴爾斡半島에는 古來 多數한 種族이 混住하얏스니 最多한 者는 露西亞人과 同種인 「슬라부」族이오. 次는 希臘人 羅馬人이오. 最少한 者는 土耳其人이다. 此 最少의 土耳其人으로 巴爾斡半島를 約 4百年間이나 支配함은 元來 容易한 事가 아니오. 加之 各 民族間 爭鬪의 最大 原因되는 宗敎가 各異하고 歐洲의 新興하는 列國은 利害의 關係上 頻頻히 魔手를 伸하야 錯雜한 諸問題를 惹起하매 土耳其는 自然的 困難이 益甚하게 되엇다.
1974年에 土耳其人이 「몬테네그로」에서 基督敎徒를 虐殺한 事는 露土戰爭의 原因이 되엇다. 即 南下策에 腐心하는 露西亞는 同人種되는 「몬데네그로」人의 援護를 口實로 하야 巴爾斡에 勢力을 擴張코자 하얏다. 露國의 此 野欲은 英佛의 反對로 因하야 비록 遂치 못하얏스나 1878年 3月의 「산스터피아노」 條約은 羅馬尼亞, 塞耳維, 黑山國을 奪하야 獨立國으로 하고 「뎃사리아」와 「에히로스」를 希臘에 割讓하고 勃牙爾雅의 領土를 確定하며 「헤루쓰에고삐나, 뽀스니아」를 墺太利의 管理하에 置하게 되매 此로 因하야 土耳其는 歐羅巴에서 領土의 太半을 喪失하고 從하야 何 事件이 發生하든지 列國의 干涉을 受치 아니치 못하게 되엇다. 次에는 1908年의 勃牙爾雅 獨立과 墺國의 「뽀스니아, 헤루쓰에고삐나」 倂呑이다. 此는 覺醒한 土耳其의 人이 故國을 改造하랴고 革命을 起한 內亂을 乘하야 企畫된 事實이니 그 結果는 土耳其의 領域이 50年 前에 ＜76＞ 23萬 方哩되든 者가 2萬 方哩로 縮小되엇다. 然而 此 2萬 方哩의 領地도 1914年의 第二 巴爾斡事件 即 歐洲戰爭의 勃發에 際하야 「알바니아」가 獨立하고 他 列國은 此好機를 乘하야 境域을 擴張하매 最近에는 僅히 2千 方哩에 不過하는 慘境에 至하얏다. 如斯히 急激한 衰頹는 世界歷史에 殆히 其 例가 無하다. 爾後 土耳其는 列國의 冷酷한 對偶를 甘受할 뿐인 中 更히 雪上加霜으로 土耳其가 獨墺에 加擔한 結果는 歐洲에 殘在한 2千 方哩의 大部分을 希臘에 割讓하고 殘部는 「따따넬스」海峽의 小亞細亞沿岸과 共히 國際管理下에 置하고 首都의 君府까지도 聯合國의 監視를 受치 아니치 못하게 되얏스며 且 70萬 方哩의 亞細亞領 中에서 「스필나州」 (小亞細亞)는 希臘, 「시리아」國(仝上)은 佛國의 委任統治, 「메소포타미야」(仝上)는 英國의 委任統治, 「알메니아」(仝上)와 「헤지야」(阿剌比亞)는 獨立國으로 分離되매 殘存한 領土는 僅히 小亞細亞 中部의 不毛之地 17萬 方哩뿐이다. 此는 1920年 8月에 聯合國에서 土耳其에 交附한 所謂 「세뿔」條約의 規定에 依한 者이다.
此 條約은 當時 聯合國 間에도 過酷하다는 評이 有하던 바 遂히 今日 問題를 惹起한 原因이 되엇다.

2. 土耳其人의 覺醒

土耳其의 內政紊亂은 國土衰滅과 正比例하야 四百年間 泰平의 夢은 土耳其人으로 하야금 勤勉, 進取, 勇敢, 努力 等을 滅失하고 怠惰, 淫逸, 虛飾, 退嬰, 暗鬪를 是事하게 되엇다. 壯嚴한 君府는 淫樂巷으로 化하야 外國의 漂浪客과 商利者가 角逐하고 宮庭과 政府는 腐敗가 極甚하야 百鬼가 晝行하게 되엇다. 그러나 緋色의 新月旗를 陣頭에 飄揚하고 歐洲天地를 席捲하던 昔日 剛勇의 血은 尙今까지도 土耳其靑年의 腦中에 流한다. 1876年에 制定한 憲法은 비록 實行치 못하얏스나 不識不知 中에 土耳其人에게 無限한 自由의 思想을 與하고 露土戰爭은 一大 警鍾이 되어 睡眠中 在한 土耳其人을 漸次 覺醒케 하얏다. 特히 土耳其軍隊內에 慨世憂國의 士가 多함은 注目하기 可한 事이니 1908年에 起한 革命의 先導者는 此 軍人을 中心으로한 統一進步委員會다. 此 統一進步委員會는 專制政治를 打破하고 土耳其人의 自由內政의 改革對外抵抗을 目標로한 結社로 强壯한 土耳其人의 代表的 團軆가 되어 長久間 儼然히 專制政府의 一敵國이 되엇다. 元來 統一進步委員會는 「머스타, 피어, 케멜」等에 依하야 參謀本部內에서 秘密히 成立된 自由協會의＜77＞ 後身으로 後年에 他進步統一協會와 合倂한 者이다. 그럼으로 今日 「케멜」의 率한 土耳其國民黨은 此 統一進步委員會의 變形한 者로 見하야도 無關하다. 此 覺醒한 土耳其人은 特히 그 固有한 猛勇性을 發揮하야 極端으로 直接行動을 取한다. 此를 19世紀 後半의 土耳其人과 比하면 實로 霄壤의 此가 有하다.

3. 希土의 關係와 最近戰爭의 眞相

希臘이 土耳其帝國의 羈絆을 離하야 舊希臘國의 地에 國을 建한 것은 1830年의 事이다. 以來 希臘國民은 昔日의 版圖를 恢復하랴고 恒常 苦心하다가 露土戰爭에 土耳其가  一敗塗地함을 見하고 此를 好機로 하야 1890年에 戰爭을 開始하얏스니 此가 即 最初의 希土戰爭이다. 此 戰爭에 希臘은 遂히 大敗하야 多大한 損害를 蒙하고 且 基督敎徒가 大虐殺을 當하얏스나 國土를 恢復하랴는 意志는 終始 消滅치 아니하야 歐洲大戰勃發時에도 敢然이 聯合國에 加擔하얏다. 聯合國이 勝利하고 1920年 8月에 聯合國의 對土講和條約이 締結되매 土耳其는 「스밀나」州와 西部 「스레스」를 希臘에 讓與하고 「따따넬스」 兩岸地帶를 國務管理에 移케되어 希臘은 多年 翹望보다도 以上의 目的을 達하얏다. 그러나 土耳其人은 此 講和條件을 不肯하고 特히 今回 土軍의 指揮官 된 「케멜」將軍의 一派는 極力으로 此를 反抗하얏다. 是에 先하야 1919年 5, 6月頃부터 「케멜」將軍은 「만코라」에 據하야 極히 領土保全과 主權尊重을 唱하고 聯合軍을 對抗하얏스나 聯合軍은 戰後의 疲弊로 此를 徹底히 攻擊할 餘裕가 無함으로 玆에 希臘은 聯合國의 承認을 得하야 「안코라」軍을 擊滅하얏고 1920年 5, 6月頃부터 出兵하야 「아히온」線을 占領하고 互相 一勝一敗의 狀態에 在하얏다. 1921年 3月에 此를 調和코저하는 英佛伊 三國은 倫敦에 會議를 開하고 「세뿔」條約을 改訂하야 「스밀나」州의 主權은 土耳其에 歸하고 國際管理의 地域을 縮小하야 單히 「따」海 英의 東西로 限하랴 하얏스나 希土 兩方이 皆此를 反對하야 成立치 못하얏다. 昨年 4月에 希臘軍이 攻勢를 取하다가 失敗에 終한 後 聯合國은 又 此를 調停코저 努力하얏스나 希臘은 何時까지든지 武力으로 解決하랴고 決心하야 7月에 更히 大攻勢를 取하얏다. 此回 戰況은 希軍이 有利하게 發展되어 幾히 土軍을 「안코라」 附近까지 壓迫하게 되다가 土軍의 翼側에 對한 逆襲이 意外에 奏功하야 希軍은 奮陣地 「떼레지크, 아히온, 메아레돌」 河線으로 退却하얏다. 如斯히 兩軍이 共히 疲弊한 中 希臘은 財政이 困難하야 軍費를 負擔키 難함으로 昨年 6月에＜78＞ 聯合國의 調停을 排却함에 不拘하고 10月에 至하야 英國에 調停을 求하얏스나 於焉間 遷延되어 今年 3月에 비롯오 英佛伊 三國의 外相會議가 開하야 4個月 間의 休戰條約을 成하얏다. 此 條約에 依하면 小亞細亞地는 全部 土耳其에 還付하고 希土國境은 「가노스」로부터 「길크기릿세」 東方에 瓦하는 線으로 하고 君府는 土耳其에 還附하며 且 聯合國의 軍隊는 君府에서 撤退하기로 하얏다. 右 條項은 同 26日에 希土 兩國에 通牒하고 尙히 二週間 以內에 英佛伊 三國에 希土兩國을 加하야 講和會議를 開會하기로 決하얏스나 休戰條約의 實施와 講和會議地 選定에 意見이 一致치 못하야 空然히 半歲를 經過하얏다. 上流함과 如히 希臘은 財政이 困難하고 國內가 騷擾하야 戰線의 士氣가 不振함에 反하야 土耳其는 그 國境을 嚴守하고 秘密히 兵을 練하며 武器를 蓄하야 戰備를 完成함으로 今에 各 戰線의 兵을 集中하야 疾風迅雨와 如히 一擧에 希國을 繫退하야 慘敗케 하얏다.

4. 土軍의 勝利와 列强

此 土軍의 勝利에 對하야 列强은 果然 如何한 態度를 持하는가. 爲先 露西亞는 最近 中亞 及 小亞에 赤化의 手를 伸하고 波斯 及 「메소포타미아」에서 露土 兩國이 共同으로 動作할 可能性이 有한 即 勞農政府가 土耳其에 對하야 完全한 諒解가 有함은 勿論이오. 從來 兵器軍糧까지도 貸與한 事를 見하면 勝利를 聞함에 滿滿喜悅할 것이다. 獨逸은 帝政時代에 東方政策을 實行하기 爲하야 土耳其에 勢을 扶植하고 歐洲大戰에 同盟에 引入한 深切한 關係가 有한 即 今에 비록 近來問題에 干涉할 實力이 無하야 袖手傍觀할지라도 그 內心에는 「케멜」의 勝利를 痛快히 思하야 政治家나 學者가 直接 間接으로 皆 同情할 것이오 伊佛 兩國도 種種의 關係上 希臘의 敗北를 暗喜할 것이다. 玆에 特히 心膽을 驚한 者는 英國이니 英國의 今日은 外面上 비록 全盛의 時期에 在하야 彼와 自誇함과 如히 그 領土內에 日沒할 時가 無하고 且 老練한 政治가 「로이드쪼오지」의 巨腕에 依하야 戰後 亂渦를 安全히 過渡하얏스나 그 內面은 恰然이 噴火口上에 坐한 狀態와 如하다. 印度問題, 埃及問題, 勞働問題 等으로 上下가 苦痛을 感하는 中, 靑天霹靂과 如히 此 土耳其가 蹶起함은 最大最切한 苦痛이다. 印度의 同敎徒가 「케멜」의 勝戰을 祝한 報道는 英國에 莫大한 恐怖를 與하얏다. 此 近來 問題는 國際的으로 觀察하면 單히 希土의 爭이라 云함보다 寧히 英政府對 「안코라」 政府, 更히 適切이 云하면 「로이드」對 「케멜파사」의 對抗이다. ＜79＞
