Magazine Title	삼천리 제13호
Publication Date	1931년 03월 01일
Article Title	亡友追憶 (Recollection of a Deceased Friend)
Author	林元根
Article Type	문예기타 (Literary Miscellaneous)

Recollection of a Deceased Friend
						Im Wŏn'gŭn
To Kwŏn Osol, who departed one year ago

My dear friend Kwŏn! Already, almost a full year has passed since you vanished from this world like a dream path. My dear Kwŏn! Casting aside all the people who trusted you most and the parents and siblings you loved most dearly, you left on an eternal journey from which you could never return. Alas, whether you knew it or not, that day was April 17th, 1930.

The time was late spring, when the mournful cries of the cuckoos (杜鵑) from mountain to mountain further wrenched the hearts of the heartbroken (斷膓人), and countless, innumerable flower blossoms covering the mountains and fields were at their peak, freshly and beautifully adorning the vast universe.
In the blue sky, larks sang songs of joy (歡喜), and on the back East Mountain and the front South Mountain hills, nameless flower blossoms wore smiles of peace. The mellow, beautiful scenery (佳景) of lush spring (芳春) brightened and cleared the dark, gloomy human hearts of the past winter, bringing the light (光明) of new rebirth (蘇生) upon the great earth (大地). Everything in the universe, without exception, stepped forth from death to life, from stillness to motion.

Ah—but, but Kwŏn! Only you alone came to tread the path of the dark underworld (冥府). All your aspirations and hopes, all your efforts and struggles up to this day, were all offered up before this insurmountable death. When the terrible news of your passing unexpectedly became known to the world one morning, an inextinguishable flame ignited in the hearts of countless people, unknowingly.
How sorrowful! What words could measure the grief (悲痛) of your lifelong confidant who intended to share life and death with you, or of the parents who gave you your body? Furthermore, how great must be the disappointment and despair (落膽失望) of the many seniors and juniors who held great expectations for you and watched over your path ahead?
My friend, full of affection and sorrow (多情多恨)! Your heart, which could not conceal its feelings, must surely have felt as if it were tearing apart in the final<59> moment of breath, reluctant to leave the world. Your conscience must not have permitted you to abandon the great tasks awaiting you and the heavy burdens placed upon your shoulders by the wayside and set foot into the land of eternity. Your firm determination (決心) must not have wavered so easily. Oh—but what could be done? The terrifying command of "Death" ultimately forced you to obey all its necessary conditions.
A decisive throw (乾坤一蹴)! At last, you too kicked aside everything around you with weary feet and departed forever for the land of "Death," never to return.

Who does not feel the impermanence (無常) of human life amidst the beauty of flowers in the morning and the moon at night (花朝月夕)? Yet today, on this first anniversary of your departure from the world, as I quietly reflect upon the bygone days between you and us, tears mourning the transience of human affairs (人間事理) endlessly soak my collar.
To be born once and die once, to bloom once and fade once—this is the unavoidable, inevitable fate (必然的 運命) of humans, flowers, and all living beings (生物界). However, depending on the final form (形態) of that death and fading, our deaths become all the more desolate.
My beloved friend Kwŏn! When was the last time you and I saw each other's faces in this world? Sorting through the tangled threads of memory (追憶), I seem to recall it was around noon on a day in the early spring of 1929. At that time, I was on work duty (出役) at the Tenth Workshop, weaving sedge mats (莞草作業), and you, due to your usual chronic illness—said to be heart or lung disease (心臟 或 肺病)—were confined (收容) to the prison infirmary (病監). So, one day, as I was returning from the infirmary with other fellow inmates after an examination (診察), I called your name from outside the window as I walked past. From behind the thin iron bars, your gaunt face appeared, your white teeth and lips (齒唇) forming a pitiful, bitter smile (苦笑). And then, we just nodded at each other several times and parted without a chance to exchange a single word.
Kwŏn Osol, now in the underworld (地下)! How utterly empty and weightless is this human intelligence (聰明) that chatters as if it knows everything! If only we had possessed more reliable intelligence and foresight (先見), how could we not have realized then that such an encounter between you and me would be our final, eternal parting (永遠의 作別), never to meet again after just over a year? Alas, looking back on the bygone days, there are only tears of recollection, ten thousand times boundless.

My dear friend! Whenever I have had the chance to think of you, your warrior (X士的)-type face, with cheekbones protruding on both cheeks, appears clearly before my eyes. And your powerful tone of voice, filled with passion (熱) and sincerity (誠), still lingers in my ears, its echo (餘音) seeming to reach me even now.
When was that time already? It was when the grand public trial (大公判) for what we called the "First Communist Party Incident" (第一次共産黨事件) was held. As the 101 defendants occupied the large courtroom and the case examination (事件審理) proceeded person by person, you were indeed one of the most exceptional individuals who consistently maintained a steadfast courtroom [censored] (法廷XX) from beginning to end. Your clear (明晳) and bold (大膽) responses truly kept the entire courtroom atmosphere constantly filled with tension (緊張味). Especially, after our examination concluded, during the free statement (自由供述) session, your fiery, passionate speech (熱辯) about [censored] (X) spanning a long time—though perhaps not oratory (雄辯)—was certainly sufficient to be considered a complete political treatise (政治論文) perfect in both content and form. I deeply lament, along with you, that I cannot transcribe even a single phrase from that speech here today.

My dear friend! During my imprisonment (在監當時), I was one of the unfortunate ones who never had the chance to share a cell with you even once. However, whether I was on workshop duty (工場出役) for some time or doing solitary cell work (獨房作業), I always kept abreast of news about you. When in the workshop, being with many people, I naturally learned of your situation—that you were constantly in poor health, confined to the infirmary (病監收容), with your condition fluctuating (一輕一重), sometimes even becoming paralyzed on one side (半身不遂), or that hope was now completely lost (絶望), such various rumors (區區한 風聞) constantly reached me. Each time, our comrades together, though it was useless worry, would always knit their brows. And sometimes, from someone's lips, the concern would spill out: "Generally, that person is too nervous (神經質) <60> and cannot calm his mind at all, so no illness can recover quickly."
While I was doing solitary cell work, when I was in cell 48 on the second floor, I learned that you were staying (居接) in cells 7 and 8 below. This was because, inevitably, your cell-tapping signal (通房信號) would be heard shortly after work ended and the evening inspection (點檢) was finished. I don't know who was in the next cell, but I couldn't help but admire and be fascinated by your ingenious communication skills (通X術). Above all, the point that most caught my attention (注目) was how you could commit the offense of communicating between cells (通房犯則) so persistently every night without being discovered even once by the sharp-eyed guards (看守).

My dear friend! Furthermore, your unceasing display of [censored] (XX性發揮) even during prison life was also admired (敬X) by many comrades. Despite suffering from illness (病苦) and groaning (呻吟) for many years, and doubly experiencing the bitter hardships (辛酸한 苦楚) of solitary confinement (獨房生活), your usual energy (精力) and passion (熱誠) were still being manifested. For a couple of months before my release (出監前), I happened to be placed in the solitary cell directly opposite yours. Thus, I came to know almost every single one of your movements (一動一靜), practically spying (偵探하다십히). From my cell, looking across, it was no exaggeration (過言) to say that the "call button" (報知機) installed in your cell was almost always extended (뻣처잇다고). The things you generally requested were so diverse (多種多樣) that there was truly no time to count them on my fingers. The bedding is damp, so sun-dry (日光消毒) the bedding; exchange it for new bedding; exchange the rag (걸네); purchase privately owned books (私本); the soup is cold; there are too many beans; there are stones mixed in; the water is cold and undrinkable. Give instructions on how to serve the food (配食)—do it this way, do it that way; do this and that with something else; buy paper (조히); buy brush and ink (筆墨); I will write a petition (上願) to the Governor-General (總督); assign me to workshop duty (工場出役)—and then, barely every three days, you were constantly going back and forth for interviews (面會) with the Guard Chief (戒護主任), Medical Chief (醫務主任), Education Chief (敎務主任), Warden (所長), etc. If you requested an interview (面會諸願) and were called even slightly late (늣게만), you would raise a fuss, pestering (들복가다이고) the guard in charge (擔當看守) for not calling you. Anyway, I could only admire (X服) with all my might your incessant [censored] (XX生活) like that. Sometimes, I was so impressed by your passion and sincerity that I would murmur to myself, "Truly, that person has so much energy (精力) and is really sharp-witted."

Dear Kwŏn! The time has already passed. How can these thousand, ten thousand words I offer to you here today possibly have even the slightest echo (反響) for your existence!
Ah! My dear comrade! Your traces (자최) have vanished forever from this earth. Thinking back, your eventful life (多端한 生活), though short, was truly consistent with yourself from beginning to end. You, the wise one (賢明), early on [censored] (XXXX하다가) and finally drew your last breath as a prisoner (囹圄人).
Alas, Kwŏn! When your icy cold corpse (屍體) was laid in the annex (別室) of the Sin'gan Kyŏngsŏng Branch (新幹京城支會), our comrades rushed there with urgent steps. But we could not light even a single stick of incense (仙香), nor could we utter a single cry of mourning (弔哭). Only a heavy silence made our hearts ache even more.
-(1931.2.23 午前 7時)-<61>

**Summary**

This article is a heartfelt eulogy written by Im Wŏn'gŭn one year after the death of his friend, Kwŏn Osol, on April 17, 1930. Im recalls Kwŏn's passionate nature and their last brief encounter in prison, where Kwŏn was suffering from illness. He reminisces about Kwŏn's spirited defense during the "First Communist Party Incident" trial and his relentless activism even while incarcerated, constantly challenging prison authorities and communicating with fellow inmates despite his failing health and solitary confinement. The author expresses deep sorrow over Kwŏn's untimely death and the inability to properly mourn him upon release.

From a historical perspective, the article offers valuable insights into the experiences of political prisoners during the Japanese colonial period in Korea. It sheds light on prison conditions (infirmary, solitary confinement, work duty, communication methods like tapping), the psychological toll of imprisonment, the persistent spirit of resistance among activists like Kwŏn Osol even under duress, and the camaraderie among political detainees. The mention of the "First Communist Party Incident" trial and the Sin'ganhoe (implied by 新幹京城支會) provides context for the political climate and organized resistance movements of the time. Historians might find the detailed descriptions of Kwŏn's actions within prison particularly revealing about prisoner agency and defiance.

**Named Entities**

權五卨	권오설	Kwŏn Osol
親愛하는 權君이여! 君이 이 世上으로부터 꿈길가치 자최를 감초어 버린 것도 언으듯 임이 一週年이 갓가워 왓슴니다. 그리운 權아! 그대의 가장 信任하는 모든 사람들과 그대의 가장 사랑하는 父母兄弟를 모다 떨처버리고 한번 가매 다시 도라오지 못할 永遠의 길을 떠난 것은 嗚呼 그대야 아는지 모르는지 지난 1930년 4월 17일이엇나이다.
때는 마츰 저몰어가는 봄철이라 이山저山 杜鵑의 슲흔 울음은 斷膓人의 가삼을 더욱 조리우고 山과 들에 뒤덥힌 千과 萬의 數모를 꼿송이는 이때가 한참이라 커다런 宇宙를 가장 새롭게 아름다웁게  丹粧하엿나이다.
푸른 하날에선 종달새가 歡喜의 노래를 부르고 뒤 東山과 압 南山언덕우에는 일홈도 모를 꼿송이가 平和의 우숨을 웃고 잇섯슴니다. 무르녹은 芳春의 佳景은 지난 겨을의 캄캄하엿던 沈鬱한 人間의 마음을 밝고 맑게 만들엇스며 大地우엔 새로운 蘇生의 光明을 가저왓슴니다. 宇宙의 一切은 그 어느 것이나 모다 死로부터 生으로 靜으로부터 動으로 발자최를 띄워노앗슴니다.

아- 그러나 그러나 權아! 오즉 그대만은 다만 홀노히 캄캄한 冥府의 길을 밟게 되엿슴니다. 오늘까지의 一切의 抱負와 希望도 一切의 努力과 奮鬪도 엇지못할 이 죽엄압헤 모다 提供되고 말엇슴니다. 뜻하지 못한 하로아참 君의 이갓흔 凶報가 世間에 알니워지매 아지못게라 數만흔 사람의 가삼에선 끌수 업는 불길이 타올낫슴니다.
슬프다. 君과 더부러 生死를 가치하려던 一生의 知己며 君에게 肉身을 논아준 父母의 悲痛이야 그무엇으로 推量할 수 잇스랴. 뿐만아니라 君에게 만흔 期待을 가지고 君의 압길을 직히고 잇던 여려 先輩와 後進들의 落膽失望인들 오즉할 것이냐.
多情多恨한 君이여! 숨길수 업는 그대의 가슴속이야말로 마즈막＜59＞ 呼吸의 瞬間에 잇서서도 참아 世上을 떠나가기에는 應當 心臟이 찌저지는 듯한 늣김을 가젓슬 것이외다. 그대를 기대리고 잇는 커다런 일거리와 그대의 두 억개우에 질머진 무거운 짐을 그대로 路傍에 내버리고 永遠의 나라로 발길을 옴겨노키에는 너무도 君의 良心이 그 것을 許諾치 안엇슬 것이외다. 너무도 그대의 구든 決心이 그다지 쉬웁게 흔들녀지지 안엇슬 것이외다. 오- 그러나 엇지하리요. 『죽엄』의 무서운 命令은 期於코 그대에게 一切의 必要한 條件을 服從식히고 말엇슴니다.
乾坤一蹴! 드듸어 君도 周圍의 모든 것을 脈빠진 발로 차바리고 한번 가매 다시 도라오지 못할 『죽엄』의 나라로 永遠히 길떠나고 마랏슴니다.

花朝月夕에 人生의 無常을 늣기지 안을 者 그 누구리오마는 君이 世上을 떠난게 於焉間 一週年이란 처름 오는 오날에 잇서 조용히 그대와 우리와의 지나친 녯날을 회고하니 實로 人間사리의 無常을 슬퍼하는 눈물이 하염업시 옷깃을 적시나이다.
한번 나매 한번 죽고 한번 피우매 한번 사라지는 것이 사람과 꼿. 一切 生物界의 避치 못할 必然的 運命이언마는 그 죽엄과 그 사라지는 마즈막 形態如何에 따라 우리의 죽음이 더욱 그 고적한 것이외다.
사랑하는 사람 權아! 君과 나와 이 世上에서 마즈막 얼골을 相對하여본 것은 그 어느때頃 이나 되엇던가. 어지럽은 追憶의 실마리를 가리워보니 그는 아마도 1929년 일은 봄철 그 어느날 正午頃인 것 갓치 기억됨니다. 그때 나는 第十 工場에 出役을 하면서 莞草作業하고 잇섯고 그는 例의 身病으로 - 心臟 或 肺病이라던 것 - 病監에 收容을 當하고 잇섯슴니다. 그래서 그 어느날 내가 다른 同業囚들과 함께 病監으로 診察을 갓다가 도라오는 길에 압서 오면서 窓門밧그로부터 權의 일홈을 부르니까 가느다란 鐵網안으로부터 憔悴한 權의 얼골이 낫하나면서 하얀 齒唇이 恨心겨운 苦笑를 짓고 마랏슴니다. 그리고는 그저 彼此에 몃번식 고개만을 끄덕이고 말한마듸 발굴겨를도 업시 서로 헤여시고 마랏슴니다.
地下에 간 權五卨이여! 온갓 것을 다 아노라고 지저귀는 우리 人間의 聰明 엇지 이다지도 허잘 것업시 空虛함니가. 엇지 이가치도 무게업는 물건이엇슴니가. 萬一 우리들에게 좀더 信賴할만한 聰明과 先見이 잇섯다면 그때 그대와 나와의 이가튼 形式의 相逢이 不過 1年이 넘자마자 다시 만나지 못할 永遠의 作別이엇든 것을 엇지 깨닷지 못하야슬릿가. 嗚呼 지나친 녯날을 도라보니 오즉 追憶의 눈물이 千萬無量일뿐이외다.

親愛하는 그대여! 그대를 생각할 機會가 잇섯슬 때마다 광대뼈가 두뺌에 소사가온 그대의 X士的 타입 얼골이 눈압헤 完然하외다. 그리고 熱과 誠이 가득찬 그대의 힘잇는 語調가 또한 귀가에 남어 잇서 그 餘音이 今時로 들녀오는 것 갓슴니다.
그때가 발서 언제이엇슴니가. 우리들의 불은바 『第一次共産黨事件』의 大公判이 열니엇슬 때임니다. 101人의 被告들이 커다런 法廷을 차지하고 한사람 두사람式 事件審理를 進行하여갈때 그대야말로 終始一貫으로 꾸준한 法廷XX을 繼續하여 나간 사람中의 가장 特殊한 한사람이엇슴니다. 明晳하고 大膽한 그대와의 答辯에는 實로 全法廷의 空氣가 늘 緊張味를 띄우고 잇섯슴니다. 더구나 그중에도 우리들의 審理가 끗난뒤로 自由供述場面에 이르러 X에 대하야 長時間에 亙한 君의 火焰을 吐하는 熱辯이야말로 물론 그대는 雄辯이라기보다는 內容과 形式을 俱全한 한 개의 完全한 政治論文이라기 足하엿슴니다. 나는 그때 그 語句中의 비록 한마듸일지라도 至今 이 자리에 옴겨 쓰지 못하는 것을 그대 함께 매우 슬퍼함니다.

親愛하는 君이여! 나는 在監當時 비록 한차레일지라도 그대와 자리를 함께 하지 못하엿던 不幸者의 한사람이외다. 그러나 내가 얼마동안 工場出役하고 잇슬때나 或은 獨房作業을 하고잇슬때에 나는 늘 그대의 消息을 엿들어 왓슴니다. 工場에 잇슬때에는 여러사람들과 함께 잇게되니 自然 그대의 消息을 알게되여 君이 늘 不健康한 狀態로 病監收容이 되고잇서 病勢가 一輕一重으로 或 때로는 아조 半身不遂가 되여바렷다는 등 또는 인제는 아조 絶望이라는 등 恒常 區區한 風聞이 들녀왓슴니다. 그래서 그때마다 함께 잇는 우리 동모들은 비록 無用한 걱정이나마 늘 눈쌀을 찝푸리엇슴니다. 그리고는 或 엇던 사람의 입으로부터서는 『大關節 그 사람이 너무 神經質이 되여서＜60＞ 조곰도 마음安定을 잘 식히지 못하니 무슨 病이나 그다지 速히 全快가 되지못한다』는 걱정이 흘너나오고 햇슴니다.
나는 獨房作業하는 동안 내가 2층 48호실엔가 잇슬때에 君이 그아래 7호와 8호방에 居接하고 잇는줄을 알앗슴니다. 그 것은 作業이 끗나고 저녁 點檢을 맛친 뒤 얼마아니 지나면 반드시 君의 通房信號가 들녀오는 까닭이외다. 그 엽방에는 누가 잇섯는지 모르나 何如間 君의 才智잇는 通X術에는 興味와 感嘆을 마지아니 하엿슴니다. 무엇보다도 밤마다 그가치 꾸준한 通房犯則하면서도 다만 한차레라도 눈치 빠른 看守에게 發覺되지 안는 點이 가장 나의 注目을 끄는 바이엇슴니다.

그리운 그대여! 그리고는 監獄生活에 잇스면서도 쉬지안는 그대의 XX性發揮가 또한 여러 동모물의 敬X하는 바이엇슴니다. 여러해동안 그가치 病苦로 呻吟中에 잇고 獨房生活의 辛酸한 苦楚를 二重으로 격거오면서도 君의 平素의 精力과 熱誠은 그대로는 發揮되고 잇섯슴니다. 나는 出監前 두어달동안을 偶然치안케 바로 그대의 건너便 獨房에 잇게되엿슴니다. 그래서 그대의 一動一靜 거의 모조리 偵探하다십히 알게 되엿슴니다. 내 방에서 건너다 보기에는 그대의 監房에 備置되여잇는 『報知機』는 언제나 거이 뻣처잇다고해도 過言이 아닐만 하엿슴니다. 그저 大體로 請求하는 것도 엇지 그리 多種多樣인지 實로 손꼽을 겨를이 업슬만 하엿슴니다. 이불이 눅눅하니 이불을 日光消毒을 하여다고, 새이불을 밧구어다고, 걸네를 밧구어다고, 私本을 購入하여다고, 국이 식고, 콩이 너무 만코, 돌이 석겻다, 물이 식어서 마실수가 업다. 配食을 하는데는 이러케 하여라, 저러케 하여라, 또 무엇을 엇지고 엇지 하여라, 조히를 사다고, 筆墨을 사다고, 總督에게 上願을 쓰겟다, 工場出役을 식혀다고 - 그리고는 그저 사흘이 머다하고 戒護主任으로 醫務主任, 敎務主任, 所長등을 늘 面會하러 왓다갓다 하엿슴니다. 面會諸願을 하여서 萬一 좀 늣게만 불너가면 또 아니불너간다고 擔當看守를 들복가다이고 야단을 치는등 如何間 나는 그가치 不斷한 君의 XX生活을 힘 것 X服할 수 밧게 업섯슴니다. 엇던 때는 너무도 君의 熱과 誠에 感心이 되여서 『大體로 저사람은 精力도 만코 머리도 참 밝기도 하다』는 말을 나혼자 중얼거리기도 하엿슴니다.

親愛하는 權이여! 때는 임이 저물엇슴니다. 오늘 이 자리에 나의 그대에게 대한 이가튼 千가지 萬가지 말이 君의 存在를 위하야 엇지 다만 一毫일지라도 그 무엇의 反響이 잇슬 것임니가!
아! 그리운 동무! X의 자최는 아조 永遠히 이 地上으로부터 사라저 바렷다. 생각건대 잘븐 生前의 君의 多端한 生活은 實로 自己와 終始一貫하엿다. 賢明한 君은 일즉이 XXXX하다가 마참내 囹圄人으로서의 마즈막 呼吸을 드려마시고 마랏다.
嗚呼 權아! 그대의 차듸찬 屍體가 新幹京城支會別室에 安置되엿슬 때 우리 동무들은 急한 발길로 뛰여 달녀갓다. 그러나 우리는 다만 한자루의 仙香을 피우지 못하고 다만 한마듸의 弔哭을 부르지 못하엿다. 오즉 무거운 沈黙이 우리의 가삼을 더욱 압프게 하엿슬 뿐이다.
-(1931.2.23 午前 7時)-＜61＞
＜59-61＞
