Magazine Title: 삼천리 제11권 제1호
Publication Date: 1939년 01월 01일
Article Title: 春園硏究(12) (Study of Ch'unwŏn (12))
Author: 金東仁 (Kim Tongin)
Article Type: 문예평론 (Literary Criticism)

The section below discusses the events after Suyang seized both military and political power. However, since Suyang's character and the personality derived from that character have not yet been established, it is difficult for the reader to grasp Suyang's true nature here. In Suyang's maneuvering to gather all the former wise officials under his umbrella, sometimes he wants to "beat them to death in one go, but suppresses his emotions to win public sentiment," while at other times he seeks them out because "his heart yearning for righteousness and loyalty is profound." Thus, it becomes ambiguous whether Suyang is truly "evil" or "good"—rephrased, whether the Gyeyu Incident (癸酉事變) merely stemmed from Suyang's ambition or arose from a far-reaching plan. If Suyang were a person who yearned for righteousness, the Gyeyu Incident could also be seen as an "extraordinary action taken out of a yearning for righteousness"...

Making Them Indignant as if Abdication Had Already Occurred

Overall, because the author has a preconception about the "progression of the story," the author often includes things that "the reader cannot understand before the story progresses further." The fact that young Confucian scholars like Sŏng Sammun were indignant immediately after the Gyeyu Incident, as if the abdication (禪位) had already happened, is also a product of the author's preconception that "abdication will happen in the future."<216>
This kind of error appears again below. When the King (Tanjong) is taking a walk in Kyŏnghoeru Pavilion with court ladies, Chŏng Inji suddenly barges in again. The author commits the comedy of having a Chief State Councilor barge into the inner palace without prior notice and without the presence of the Royal Secretariat (史官). After offering words of greeting to the King, Chief Councilor Chŏng requests that "杂人 (miscellaneous people) be dismissed as he has something confidential to report." To this, the King retorts with a rebuke:
"Have I done something wrong? It's well-known that I lack virtue and receive nagging—oops, not nagging, loyal advice—from the Left State Councilor daily, so what does it matter if people are nearby?"
This too is a result of the "author foreknowing what Chief Councilor Chŏng will say," causing even the King to express such "premonitory anger."
As if to fulfill the King's premonitory anger, Chief Councilor Chŏng directly requests the King to abdicate. This is also extremely unnatural to the reader; it is impossible that Chief Councilor Chŏng, who surpassed others in strategy and learning, would employ such a clumsy (in reality, unthinkable) method. He should have applied unspoken threats to make the King withdraw voluntarily, or perhaps deceived the King with the fragrant bait of "Sangwang" (上王 - King Emeritus).
"It is grievous to report, but please yield the throne to Grand Prince Suyang."
Such insolent words (even with Suyang as a backer) would be impossible out of respect for the decorum between monarch and subject. Even if it were a real event, if it lacks verisimilitude as a "story," the novelist needs to refine it for fictionalization. That the author did not re-examine even this "implausible event" is due to the author's carelessness, the responsibility for which cannot be avoided.

Regarding the Rationalization of Facts

After various secret strifes, the tide becomes irreversible, and finally, Tanjong abdicates the throne to Suyang. There should be documents to refer to for the procedure of this abdication, so why was such a bland<217> ceremony created? Given that Joseon valued rituals, there should have been a sense of solemnity. And given the nature of the event, a considerable sense of bloodlust and pathos should have been evident, even based on the story's progression so far. If there were no references for this ceremonial procedure, it would have been better to simply state something like "the abdication ceremony was held at Kyŏnghoeru Pavilion" and focus more clearly on the inner thoughts of the people involved to add a sense of reality. Being overly concerned with facts has sealed off the novelist's wings of imagination.
Thus, the abdication takes place, and the former king (not yet King Emeritus as the honorific title hasn't been bestowed) leaves Kyŏngbokkung Palace that very night and moves his residence to Suganggung Palace.
Even after this, the new king's (Suyang's) mind leads the reader through a fog. Sometimes the new king only understands things that even a three-foot child would know after being enlightened by the likes of Myŏnghoe, while at other times he employs strategies surpassing Zhuge Liang—which is the real new king?

Ascension of the New King

Time flows to the year Byŏngja (丙子年)-.
An envoy from Ming China arrives to bestow the imperial mandate and ceremonial robes for the new king's ascension.
Several officials, loyal to the King Emeritus (Tanjong) and thus not submitting to the new king in their hearts, plot to use this opportunity to assassinate the new king and the new crown prince, and restore the King Emeritus to the throne. Unfortunately, the plot is discovered beforehand, and the main conspirators are all subjected to direct interrogation before the new king.
The author of "Tanjong Aesa," faithfully following Nam Hyoon's "Yuksinjŏn" (Tale of the Six Martyred Ministers) and "Ch'ugang Naenghwa," works written by the Confucian scholar and novelist Nam Hyoon during the reign of King Sŏngjong, has uncritically adopted even Nam Hyoon's flawed observations and contrivances.
When the new king interrogates Sŏng Sammun, asking,
"Having eaten my stipend, how could you betray me?" Sŏng replies,
"I have kept that stipend piled up in the storehouse." <218>
Similarly, when the new king asks Pak P'aengnyŏn,
"Then why did you address me using 'subject' (稱臣)?" Pak replies,
"I never addressed you as 'subject'. In petitions (啓文), I did not write the character '臣' (subject) but wrote '巨' (big)."
These are entirely the petty contrivances of old Confucian scholars. Unless Sŏng was a petty man unable to distinguish between the "state stipend" (國祿) and the "king's stipend" (王祿), he would not have argued against the king with such childish words. And unless Pak was a man of deep thought and foresight (was he not, indeed, patient enough to seek a later promise even before the King Emeritus's abdication?), he would not have employed such petty tricks, exposing his inner feelings on a dangerous line.
Nam Hyoon was quite skilled in novelist-like petty contrivances. He examined all the incidents that occurred at the time and pulled in any event that could be associated with the Tanjong tragedy to heighten the tragic flavor to the maximum degree. Examples include the death of Sin Sukchu's wife, Lady Yun, or Ha Wiji's return to his hometown (Lady Yun died of illness half a year before the Byŏngja incident, and Ha Wiji returned home before Tanjong's abdication and later took office as Vice Minister of Rites (禮曹叅判) under the new king (Sejo), according to historical records). He was not lazy in fictionalizing anything tragically if it had any connection. While it might be questionable to fictionalize in this way, disregarding facts, merely transcribing Nam's novel faithfully into modern language without adding or subtracting a single stroke is also hard to approve of.
Therefore, the errors committed by the old novelist Nam Hyoon, who did not know techniques like unifying or refining character in a novel, were transferred directly into "Tanjong Aesa." The author also recorded the fact of this new king's "love for scholars" (愛士) over more than 10 pages, making it even more confusing whether this king is "good" or "evil."
Thus ends the "Chungŭi P'yŏn" (Loyalty and Righteousness Chapter), and the "Hyŏllu P'yŏn" (Blood and Tears Chapter) begins.<219>

Beyond the Blood and Tears Chapter

The 80 pages of the Blood and Tears Chapter are beautiful poetry.
Of course, there are slips here too, products of the author's carelessness (for instance, the author says a court lady overheard Steward Wang lamenting and singing by the riverbank alone on the evening he arrived in Yŏngwŏl escorting Nosan, but the court ladies had not yet arrived at that time), and inconsistencies in the new king's words and actions. However, considering the overall achievement of the Blood and Tears Chapter, such things can be overlooked without much concern.
This young nobleman, once the king of a nation, later demoted to King Emeritus, then to Prince Nosan living in exile in a mountain village, still, solely because his heart is good and gentle, does not see adversity as adversity, does not grieve his own misfortune, but only treats those around him with kingly affection, impressing and positively influencing even his enemies.
This beautiful and pure poetry flows towards the grand finale. If only this Blood and Tears Chapter had been made the main part, and the complicated and impure developments before it inserted as episodes, the entire work could have been made into a single beautiful tragedy! What a pity.
With this Blood and Tears Chapter, drawing out a long lingering resonance, the curtain closes on the most pitiful and mournful story in the 500-year history of the Yi Dynasty, which had run for several hundred installments in the newspaper.

The Relationship Between the Royal Family and the Commoner Class

In short, that this "Tanjong Aesa" is no more than a modernization of Nam's "Yuksinjŏn" is something the author himself should find regrettable. Among the 27 monarchs of the Yi Dynasty, the only one whose achievements reached down to the commoners below the Yangban class was King Sejong the Great. In making a story of the Tanjong incident, which occurred immediately after Sejong, there is a need to further clarify the social conditions of the time and the relationship between the royal family and the commoner class, constructing the story such that the commoners offered feelings of love and admiration to Tanjong as the grandson of the sage King Sejong, and thus wept bitterly at his abdication. Before simply treating such a major incident as the product of a single royal family member's ambition, there is also a need to reconsider that there must have been an "inevitable cause for such an incident to occur," <220> thereby solidifying the novel's truthfulness regarding the facts. There is also a need to examine the struggle of political ideologies rather than just the struggle for political power.
Having disregarded these various issues that cannot be overlooked in novel construction, and simply concluding based on the simple view that "he abdicated unwillingly as a child and met a pitiful end," pitying the boy king, this work is not even one facet of life, nor an examination of the social conditions of the time, but merely amounts to nothing more than a biography of the boy king.
Even someone like the old Nam Hyoon, who knew nothing of modern novelistic techniques, showed clear traces of striving to fictionalize history. Why, then, did this author merely rehash Nam's efforts and give no thought at all to developing his own narrative?
The fatal flaw of this "Tanjong Aesa" lies in the abandonment of the effort to leap up from the role of a scribe recording historical tales (史話) to the role of a novelist performing the "rebirth of historical fact."<221>

**Summary**

This 1939 article by Kim Tongin critiques Yi Kwangsu's (Ch'unwŏn's) serialized novel "Tanjong Aesa" (The Sad History of King Tanjong). Kim argues the novel suffers from inconsistent characterization (especially of Suyang/Sejo), implausible plot points, and an over-reliance on Nam Hyoon's potentially embellished 15th-century accounts like "Yuksinjŏn." While praising the later "Blood and Tears Chapter" depicting Tanjong's exile for its poetic beauty, Kim ultimately faults Yi Kwangsu for merely retelling Nam Hyoon's version without deeper historical or social analysis. He contends the novel fails to explore the underlying causes of the coup, the relationship between the monarchy and commoners post-Sejong, or ideological conflicts, resulting in a simple, sentimental biography rather than a true historical novel that recreates the past.

From a colonial history perspective, the article is interesting as it showcases a prominent Korean writer (Kim Tongin) publicly critiquing another major, often nationalistic, writer (Yi Kwangsu) on literary and historical grounds during Japanese rule. It reveals ongoing intellectual engagement with Korea's own history (the contentious Sejo coup) and debates about the standards and purpose of historical fiction within the colonial context, possibly reflecting subtle commentary on power, legitimacy, and historical interpretation relevant to their own times.

**Named Entities**

首陽	수양	Suyang
「알외옵기 황송하오나 보위를 수양대군에게 사양하시오」
이런 무엄한 말은 (아모리 首陽이라는 배경이 있을지라도) 君臣間의 체면상 못할 것이다. 실재의 사실이라 할지라도 「이야기」로서의 진실성이 적으면 소설가는 이를 추려서 소설화할 필요가 있거늘 이 「實在치 못할 일」까지도 再檢치를 많은 것은 作者의 放心으로서 그 책임은 피치 못할 것이다.

事實의 合理化에 대하여

여러 가지의 暗鬪가 있은 뒤에 大勢는 거술릴 수가 없어서 드디어 端宗은 首陽께 禪位를 한다. 이 禪位의 절차같은 것은 참고할 文獻이 있음즉한데 웨 이렇듯 싱거운<217> 式次를 말들었는지? 儀式을 존중하는 朝鮮이라 한편으로는 壯嚴味가 있었을 것이오. 사건이 사건이라 殺氣와 悲痛味는 이 이야기의 진행으로 보아도 다분히 보였어야할 것이다. 만약 이 儀式節次가 참고할 곳이 없으면 「경회루에서 선위식이 거행되었다」쯤으로 간단히 넘기고 거기 대처한 사람들의 심경을 좀 더 확연히 그려서 眞實味를 가할 필요가 있다 본다. 너무도 사실이라는데 관심키 때문에 소설가로서의 상상의 날개를 봉쇄하여 버린 것이다.
이렇게 禪位가 되고 前王(아직 尊號를 안 바첬으니 上王이 아니다)은 그날 밤으로 경복궁을 나서서 壽康宮으로 移御한다.
그 뒤에도 新王(首陽)의 마음은 독자를 霧中에 끌고 다닌다. 三尺童子라도 알만한 일을 明澮輩에게 꺠침을 받은 뒤에야 了解하는가 하연 어떤 때는 諸葛亮以上의 策謀를 쓰는 신왕 - 어느 것이 진정한 新王인가.

新王登極

세월은 흘러서 丙子年-.
新王登極에 대한 誥命과 冕服을 나리기 위하여 明나라의 使臣이 온다.
上王께 충성되기 때문에 新王께 마음으로 복종치 안는 몇몇 신하들은 이 기회에 新王과 新王世子를 弑하여 버리고, 上王을 복위케 하고저 꾀한다, 그러나 불행이 일은 事前에 발각이 되어 그 主謀者들은 모도 新王前에 親鞠을 받게 된다.
옛날 成宗朝의 儒生이요 소설가인 南孝溫의 著作한 6臣傳, 秋江冷話 등을 그대로 밟은 「端宗哀史」의 作者는 南孝溫의 그릇된 관찰이며 細工까지도 그대로 踏襲하였다.
신왕이 成三問에게 대하며
「내 祿을 먹고 어이 나를 배반하느냐」는 힐문에 대하여 成은
「나는 그 祿을 그대로 창고에 쌓어두었오」 <218>
하는 등이며 朴彭年에게 新王이
「그럼 네 어찌 내게 稱臣했느냐」
할 때에 朴은
「稱臣한 일 없오. 啓文에 臣字를 쓰지 않고 巨字를 썼오」
하는 등은 전혀 옛날 儒生의 小細工으로서 成이 「國祿」과 「王綠」을 구별치 못하는 小人이 아닌 이상은 이런 幼穉한 말로 王께 항변하였을리 없고 朴이 深謀遠慮의 사람(과연 그러하니 上王禪位 前에도 後約을 期코저 참지 않었는가)인 以上은 이런 小細工을 하여 자기의 심경을 위험線上에 暴露치 않었을 것이다.
南孝溫은 꽤 소설가적 小細工이 교묘한 사람이었다. 그는 當年에 발생된 사건을 모도 검토하여 端宗悲劇에 附會시킬 수 있는 사건이면 모도 끌어당겨 비극적 加味를 最高度에까지 달케 하였으니, 申叔舟夫人 尹氏의 죽음이라던지 河緯地의 落鄕이라던지(尹氏는 丙子事件보다 반년 앞서서 病死하였고 河緯地는 端宗遜位 以前에 落鄕하였다가 新王(世祖)朝에 禮曹叅判에 취직한 것이 史上事件이다) 무엇이나 얼커리가 있기만 하면 모도 비극적으로 소설화하기에 게을르지 않었다. 이렇게 사실을 無視하고까지 소설적 加工을 하는 것은 좀 어떨지 모르지만, 이 南氏의 소설에 一字一劃을 加滅치 못하고 충실히 그를 현대어로 곤처만 놋는다 하는 것도 찬성키 힘든 일이다.
그런지라 소설상 성격의 통일이라던가 순화라던가 하는 수법을 모르는 옛날 소설가 南孝溫의 범한 과실은 그대로 「端宗哀史」에도 옮아젔다. 作者는 10餘面에 亙하여 이 新王의 「愛士」하는 사실을 또한 기록하였으니 과연 이 임군이 「善」인지 「惡」인지 더욱 어즈러워 간다.
이리하여 忠議編은 끗나고 血淚編으로 들어선다.<219>

血淚編의 벗 남이어

血淚編 80面는 아름다운 詩다.
무론 여기도 作者의 放心의 産物인 蹉跌(例컨대 王都事가 魯山을 寧越까지 押途하여 도착한 날 저녁 혼자서 비감하여 강변에 노래 부르는 것을 궁녀가 들었다고 作者는 말하는데, 그 때는 아직 궁녀가 도착키 전이다)이며 新王의 不統一된 言行 등이 있기는 하지만 血淚編 總體의 성과로 보자면 그것쯤은 눈감어도 무관할 줄 안다.
일즉이는 한나라의 임군으로 그 뒤는 上王으로 떠러저서는 魯山君으로 山村에 구양사리하는 이 少年貴人은 그래도 오직 마음의 착하고 어질기 때문에 역경을 역경으로 보지 않고 당신의 불행을 슲어하지 않고 오로지 王者다운 慈愛心으로 좌우를 대하여 敵까지도 감복시키고 감화시킨다.
이 아름답고 순정적인 詩는 대단원으로 향하여 나러간다. 이 血淚編을 本編으로 삼고 그 전의 복잡하고 불순하든 경과를 挿話로 끼어 넣었드면 도리어 작품전체를 한 개의 아름다운 비극으로 만들 수도 있었을 것을! 可惜한 일이다.
餘音 길게 뽑는 이 血淚編으로서 新聞紙上 數百回를 나려오든 李朝 500年史 중 가장 애처럽고 구슲은 이야기는 幕을 다친다.

왕실과 서민계급의 상관성

요컨대 이 端宗哀史는 南某氏의 「六臣傳」의 現代語化에 지나지 못한 것은 作者 스스로 可惜히 여기어야 할 것이다. 李朝 27代 君主 중에 兩班게급 이하인 庶民에게까지 그 業蹟이 미츤 분은 世宗大王 한분 뿐이다. 이 世宗의 직후에 생긴 端宗事變을 物語化함에 있어서는 당시의 사회상이며 王室과 庶民게급의 관게도 좀 더 밝히어서 世宗聖主의 御長孫으로서의 朝宗께 서민들은 愛慕의 念을 바첬기 때문에 그의 禪位를 痛哭하도록 이야기를 구성할 필요도 있을 것이며, 그런 大事件이 일개 王族의 야심의 산물이라고 간단히 처리하기 전에, 「그런 사변이 생길 必然的 原因」이 있을 것을 再考하여<220> 보아서 사실에 대한 소설로서의 진실성을 더 굳게 고정시킬 필요도 있고 政治勢力에 대한 투쟁보다도 정치이데올로기의 투쟁도 살펴 볼 필요도 있다 본다.
小說構成에 있어서 沒覺할 수 없는 이런 여러 가지의 문제를 度外視하고 단지 「어린 몸으로 마음에 없이 禪位를 하고 마즈막에 가련한 最後까지 보았으니」하여 少年王이니 불상하다 하는 단순한 견해로 결말을 지었는지라, 이것은 인생의 일면도 아니요 當年의 사회상의 검토도 아니요 단지 少年王의 一代記에 지나지 못한다.
새도운 소설의 수법이라는 것은 알지도 못하는 옛날 南孝溫같은 사람도 역사를 소설화하여 보려 노력한 흔적이 너무도 뚜렸한데 어찌하여 이 作者는 단지 南氏의 노력을 그대로 再敷衍하고 自家의 전개를 전혀 할 생각을 않었는지.
史話의 記錄者이라는 書記役에서 「史實의 再生」이라는 小說家役으로 躍上할 노력을 撤棄한데 이 「端宗哀史」의 致命傷이 있는 것이다.<221>
<216-221>
