Magazine Title: 삼천리 제11권 제1호
Publication Date: 1939년 01월 01일
Article Title: 그때, 그 時節의 回想 (Recollections of That Time, That Season)
Author: 呂運弘 (Yŏ Unhong), 李瑞求 (Yi Sŏgu)
Article Type: 회고·수기 (Memoir/Recollection)

**Recollections of That Time, That Season**

**Guangdong and President Sun Wen**

By Yŏ Unhong (呂運弘)

I believe it was Taishō 10 or 11 (1921 or 1922). Having set foot in South China (南支), I toured Hong Kong (香港). The area of Hong Kong's city streets was not large, smaller than Seoul. It was a purely European-style city located in the coastal area; the flat land was only the size of a cat's forehead (猫額), and buildings like residences and offices stood cutting down the mountain*, built in terraced steps.
(*Likely refers to 山, mountain)

They were all tall buildings of 4 or 5, even up to 10 stories, and their splendid appearance was quite astonishing. Westerners (洋人) used conveyances like four-person sedan chairs (四人轎) or cable cars (케-불카) to go up and down. The climate was very warm; even in winter, snow only brushed by briefly, so one didn't feel the cold, and in summer too, the sea breeze blew from the China Sea Ocean (支那海大洋), so it wasn't perceived as that hot.<101>

After seeing Hong Kong, I next arrived in Guangdong (廣東) and stayed for a few days. The scale of Guangdong city was much larger, as over a million people lived there. Shamian (沙面), the foreign concession area (外國人借地區域) situated on the bank of the Pearl River (珠江), had charming villa-like buildings dotted amidst lush forests, making the entire area feel like a large park with scenic beauty (風致).

On that visit, I happened to be able to witness the scene of Sun Yat-sen (孫逸仙) being inaugurated as President. It's already been over ten years, a distant past event, so my memory (긔억) is faint, but at that time, Sun Wen (孫文) was being inaugurated as President for the very first time, and his sense of triumph (得意) must have reached the absolute peak (絶頂) only attainable by one who has gained the world.

On the streets of Guangdong city, the flags of the New Republic (新共和國旗) fluttered vigorously, and firecrackers (폭죽) and fireworks (花砲) resounded throughout the city all day long.
The inauguration ceremony venue (就任式場) was either the Guangdong Assembly Hall (廣東會議事堂) or the Central Auditorium of the Higher Normal School (高等師範學校 中央部會場), I don't remember clearly, but it was inside a large building anyway. Inside and outside the venue (場內場外), the President's mounted bodyguard (騎馬親騎隊) stood guard, and at the main gate, newly organized Boy Scouts (童子軍) stood in two rows welcoming the guests (來賓).

At that time, the Xinhai Revolution (辛亥革命) had not thoroughly permeated even outside the country, and moreover, it was before the unification (統一) of China was completed, so it was a time when recognition from various foreign countries (諸外國) had not been received. Thus, ambassadors and ministers (大公使) from various countries were not in attendance, but many foreign consuls (領事) and consuls general (總領事) stationed in Guangdong attended, and many foreign businessmen (실업가) flocked from places like Hong Kong, Shanghai (上海), and Beijing (北京).

The ceremony (式) was conducted solemnly. Sun Wen appeared then, formally dressed, and received greetings from domestic and foreign guests (內外賓客). Then,
"The revolution is not yet complete, and the new order (秩序) has not yet been fully established, but I hope that all comrades (同志), with one mind (一意), will strive for the completion of the revolution,"
he gave a speech to that effect in the Beijing dialect (북경어).

Sun Wen, as reflected in my eyes at that time, seemed not so much a broad-shouldered, large-statured man (偉軀한 丈夫) but rather a clean-cut scholar (선비) with a roundish face and eyes revealing intense brilliance (영채).
He wasn't tall. Nor was he fat. His voice carried a metallic tone (鐵聲).

At that time, Hu Hanmin (胡漢民), Chiang Kai-shek (蔣介石), and Wang Jingwei (汪兆銘) were also present. Li Dazhao (李大釗), who was a professor at Peking University, also seemed to have come, as reported in the newspapers.
I seem to recall Lin Sen (林森) having come as well.

The temperament (氣質) of the Guangdong people, being at the center of the South (南方) and China, had a fierce (표한한) quality. Rich in enterprising spirit (進取性), Sun Wen succeeded by raising the righteous banner (義旗) using Guangdong as his base (地盤). This is why Guangdong is cherished as the birthplace of the revolution (革命發祥地).<102>

**The Early Days of the Dong-A Ilbo - Mr. Chang Tŏksu, Mr. Kim Myŏngsik, and Others of That Time**

By Yi Sŏgu (李瑞求)

**One. Reporter and Extra Delivery Man**

Here, 'that time, that season' refers to the period of about two years from the first publication (初刊) of the Dong-A Ilbo (東亞日報).

Back then, the Dong-A Ilbo was extremely poor. There were times when we couldn't even pay the delivery men's wages (임금), let alone the editorial staff's salaries (월급), so newspaper extras (號外) would pile up, unable to be distributed.
At that time, we, young men in our twenties, unable to bear our indignation (氣憤), resolutely donned happi coats (핫비) dyed with the Dong-A Ilbo mark (마-크) on the back and went out carrying the extras.
At that time, the faces I remember...
Kim Tongwŏn (金烔元)
Yu Kwangnyŏl (柳光烈), and I - carrying the extras, we went out to Jongno Street (鍾路通), dropped them off house to house (家家戶戶), and then shouted "Hooray!" (快哉) over a bowl of seolleongtang (설넝탕), relieving the fatigue from our labor (勞役). That was us.

From the executives (간부) above, like Yang Kit'aek (梁記澤), Elder Yu Kŭn (柳槿老人), Chang Tŏksu (張德秀), Kim Myŏngsik (金明植), Yi Sanghyŏp (李相協), etc., down to the office boy (給仕), lunch was invariably a piece of hotteok (호떡) or seolleongtang. We were often in the embarrassing situation of even those payments being overdue (밀녀서). I ate a lot back then, so I sometimes ate two servings for lunch. Whenever I did, Hamong (何夢) would pay the additional cost for one serving. That warmth (情) then was likely the first and last time in my life. Even if Hamong, now a top executive (최고간부) at the Maeil Sinbo (每日申報), bought me 100 won worth of cuisine, that joy (깃븜), that emotion (감격) could never be replicated for me.

**Two. The Editorial Team Room Becomes a Battleground**

The manuscript (原稿) for the daily editorial (社說) had to go to the printing plant (공장) by one or two o'clock at the latest for the front page (一面) to be made first. However, in the south-facing room where the editorial team (論說班) was arrayed (陣을 버리고), the argument (쌈) had still not ended. Knowing well that the editorial could not be written (執筆) until this argument concluded, the editorial staff members could only watch the gentlemen (諸公) of the editorial team sitting around through the glass window (유리창) <103> with wry smiles (徵苦笑).

The central debaters (論客) at that time were Chang Tŏkchun (張德俊), Chang Tŏksu (張德秀), and Kim Myŏngsik (金明植). When they gathered in the morning (아츰), they would bring up some issue and begin exchanging opinions (의견교환). Then, when opinions didn't align, a heated debate (激論) would start, with neither side backing down (一步도 물너나지 않코).
Once, the passionate Mr. Chang Tŏkchun even smashed a chair (걸상). After thus discerning right and wrong (是非), when they finally reached a conclusion (결론), only then would one of them begin to write. It seemed like a huge fight could break out at any moment, as if they would become enemies, but once a conclusion was reached, a spring breeze (春風) would instantly return to the editorial team room. I haven't particularly seen such a moving (감격된) scene since then.
The lofty spirit (氣槪) of the debaters, spewing fire (불을 吐하는) whenever they opened their mouths even while barely satisfying (끄면서도) their hunger (허긔) all day with just a piece of bread (빵), became a great impression (감명) upon my life (一生).

**Three. Pulling a Freight Cart and Distributing Rice**

Back then, we didn't consider reporting (報道) alone as our duty (職分). Even if we didn't receive salaries, even if we were hungry (주려도), there was a pride (自負心) dominating all of us that if we didn't do the work that only we could do, the work that we *had* to do, what else could we do (어쩌랴)? At a time when flood control work (治水工事) on the Han River (漢江) basin (流域) was not as complete (完備하지 못했든) as now, the areas of Ttukseom (뚝섬), Dongmak (東幕), and Yeongdeungpo (永登浦) saw thousands, tens of thousands of people suffering from flood damage (水災) every year. Each time, we strived to give them clothes (옷), food (밥), and shelter (집). We cooked rice, loaded it onto a cart (구르마), pulled it ourselves out to Ttukseom, went around the refugee communal lodgings (避難民合宿所), and personally ladled out and distributed (펴 돌녔었다) the rice. Once, Mr. Chang Tŏksu (whose pen name is Sŏlsan 雪山) and I, having skipped lunch, boarded a train (기차) to distribute 10 seok (石) of white rice (白米) to the flood victims (罹災民) in Yeongdeungpo. On the surging waves (물결) of the Han River, dyed yellow with soil (黃土), large wooden bowls (함지박) floated by, straw bundles (집섬) floated by, and thatched roofs (초가집웅) with gourd vines (박넝쿨) still on them, even with chickens (닭) perched on top, floated downstream (떠나렸었다). Huddled (웅크리고) in a corner of the third-class (3等) carriage sat Sŏlsan, eyes closed, lost in some thought. His beard grown longer than his chin (치가 넘게 길은 수염), tightly shut mouth (꽉 담은 입), closed eyelids (감은 눈두덩) with pupils (瞳子) rolling left and right beneath them. I felt (늣겼었다) something respectable (존경함즉한), moving (感動) in his face (얼골). In our steps (거름거리), going around worrying about others' stomachs while our own went hungry (배를 골녀가며), a different kind of vitality (活氣) seemed to spring forth, one that food alone could not provide (도으지 못할).

**Four. The Saedeureum "Pen Calamity Incident"**

After the Dong-A Ilbo (東日亞報 - *sic*) suffered a long-term suspension of publication (長期停刊), the members (同人) frequently came and went (드나들게) from the newspaper office (신문사). Therefore, inconvenience (불편) was felt (늣기게) due to the lack of communication (連絡) between those who had visited earlier and those who came later. This<104> led to the publication (발행케) of a circulation-style (廻覽式) newspaper (新聞) called "Saedeureum" (새드름). On a sheet of paper (조희에) about one-fourth the size of a newspaper page, each time (매월 - *likely means 'each sheet' here*) the title calligraphy (題字) "Saedeureum" was written, anyone (아모나) who came by would jot down (적어놋는다) things they wanted to say or news (소식) they wanted to convey. Then, through the handiwork (솜씨가) of people coming and going all day long (종일토록), the page surface (지면) would be fully covered (씨워놓코). Through this, sources of laughter (우슴거리) emerged, new news was learned, and communication (연신 - *likely 연락/연통*) between people was established. Since it was originally the work (솜씨라) of people who used to make (맨들든) newspapers, before long (어느덧) an editorial column (社說란), a social affairs section (사회면), and a political section (정치면) came into existence in Saedeureum. Sometimes, cartoons (漫畵) by Ch'ŏlligu (千里駒 - pen name of Kim Tong-sŏng 金東成) appeared, and there were times when admonitions (訓戒) from Mr. Yu Kŭn (柳槿) were included (실닐). At that time, Yu Kwangnyŏl (柳光烈 - now the chief editor 君 of Maeil Sinbo) wrote frequently in the editorial column. There was an incident where a critical (攻擊的) editorial was published (시러서), stating that it was greatly unacceptable (大端不可하다는) that Mr. Yu Kŭn (柳槿先生), despite having lost (젔음에도) a game of Janggi (장긔) played (두시고) with the capable (能仕) Han Chŏngha (韓貞河 - who passed away a year prior 故人이 되였다), did not provide the meal (밥) he had bet.
This even led to the jesting remark (弄說), "Writing things like that will get even the baby newspaper (색기신문) suspended (停刊을 식킨다)!"
The baby newspaper is said to have been published up to about 50 issues (回).
If it still remained today, it would be splendid (훌늉한) historical material (史料거리) in the history of Korean newspapers (朝鮮新聞史上).<105>

**Summary**

This article contains two separate recollections from 1939. The first, by Yŏ Unhong, describes his visit to Hong Kong and Guangzhou around 1921-22, focusing on witnessing the inauguration of Sun Yat-sen as President of the Republic of China. He provides a physical description of Sun and notes the presence of other key figures, reflecting on Guangdong as the revolution's birthplace. The second part, by Yi Sŏgu, reminisces about the difficult early years (c. 1920-1922) of the Dong-A Ilbo newspaper. He highlights the staff's poverty, dedication (delivering extras themselves), passionate editorial debates, participation in flood relief efforts despite personal hardship, and the creation of an internal newsletter ("Saedeureum") during a publication suspension.

From a historical perspective, Yŏ Unhong's account offers a Korean viewpoint on a significant moment in modern Chinese history, capturing the atmosphere surrounding Sun Yat-sen's early presidency. Yi Sŏgu's piece provides valuable insights into the struggles and camaraderie of early Korean journalism under Japanese colonial rule, illustrating the financial hardships, the intense intellectual environment within the newspaper, the staff's social consciousness, and their creative ways of maintaining communication and morale during censorship (the "Saedeureum" newsletter).

**Named Entities**

廣東	광동	Guangdong
아모나	아무나	Anyone (older spelling)
적어놋는다	적어놓는다	Jots down, writes down (older spelling)
씨워놓코	씌워놓고	Covering (with writing) (older spelling)
이것으	이것으로	With this (older spelling)
우슴거리	웃음거리	Source of laughter (older spelling)
彼此間	피차간	Between people
연신	연통/연락	Communication, liaison (likely intended meaning)
원체	원체	Originally, by nature
맨들든	만들던	Who used to make (older spelling)
社說란	사설란	Editorial column
실닐	실릴	To be published/included (older spelling)
訓戒	훈계	Admonition, lecture
主筆	주필	Chief editor
能仕	능사	Capable person/official
故人	고인	The deceased
되였다	되었다	Became (older spelling)
장긔	장기	Janggi (Korean chess) (older spelling)
젔음에도	졌음에도	Even though having lost (older spelling)
안은	않은	Not (older spelling)
시러서	실어서	Publishing, carrying (an article) (older spelling)
색기신문	새끼신문	Baby newspaper (nickname for Saedeureum)
식킨다	시킨다	To cause, make happen (here: cause suspension) (older spelling)
弄說	농설	Joke, jesting remark
훌늉한	훌륭한	Excellent, splendid (older spelling)
史料거리	사료거리	Historical material/source


---------------------------


잡지명	삼천리 제11권 제1호
발행일	1939년 01월 01일
기사제목	그때, 그 時節의 回想
기사형태	회고·수기

그때, 그 時節의 回想
廣東과 孫文大統領

呂運弘
아마 大正 10년인가 11년(1921, 2년)이든줄 기억한다. 南支에 발을 드디어 노은 나는 香港을 구경하였다. 香港은 시가의 면적이 얼마 아니되어 서울보다도 적었다. 해안지대에 노힌 純歐風市街로서 평지는 猫額만 하고 주택과 오피스 등 건물이 산*을 깍가내리고 서서 층층대 식으로 지어 있었다.
모다 4, 5층 10여층의 고층건물이 되야 그 화려한 품은 놀날만 하였는데 洋人들은 四人轎나 케-불카 가튼 乘物로써 上下하였다. 기후는 아조 따슷하여 겨을에도 눈이 잠간 스처지날 뿐으로 추운 줄 모르겠고 여름에는 여름대로 또한 바다바람이 支那海大洋으로 부러와서 그러케 더운줄 몰낫다.<101>

香港를 보고난 뒤 나는 다시, 廣東에 이르러 몇일 놀앗다. 廣東市街도 백여만이나 사는 이만치 市街의 규모가 훨신 커섯다. 「沙面」이란 珠江江岸에 놓인 外國人借地區域은 삼림이 茂盛한 속에 별장같은 아담한 건물이 점철하여 있어 그 구역 일대가 마치 큰 공원같이 風致가 있었다.
나는 그 거름에 마츰 孫逸仙이 대통령에 취임하는 광경을 구경할 수 있었다. 벌서 10여년 전 먼-옛날 일이 되야 긔억이 히미하지만 그때 孫文은 비로소 처음으로, 대통령에 취임하기로 되야 그의 得意는 天下를 어든 자만이 가질 수 있는 絶頂에 달하였든 것이다.
廣東市 중의 거리에는 新共和國旗가 펄펄 날니고 폭죽과 花砲는 그날 종일 시중을 울렸다.
就任式場은 廣東會議事堂이든지 또는 高等師範學校 中央部會場이든지 잘 긔억되지 안으나 어쨋든 큰 건물 속에 있섯다. 場內場外는 대통령의 騎馬親騎隊가 警戒하고 있고 정문에는 새로 조직한 童子軍이 2열로 쭉- 서서 來賓을 마지하였다.
그때는 辛亥革命이 國外에까지 철처하지 못하였고 더구나 中國統一을 완성하기 전이 되야 諸外國의 승인을 받지 못한 때라 各國大公使의 참석은 없고 그저 廣東駐在의 外國領事와 總領事들은 여렀이 참석하였으며 香港과 上海 北京 등지로 외국의 실업가들이, 많이 몰려왔었다.
式은 삼엄하게 지내였다. 孫文은 그때 정장하고 나와서 內外賓客의 인사를 받었다. 그러고는
「혁명이 아직 완성되지 못하고 모든 新秩序가 아직 채 잡히지 못하였으나 一意 同志는 혁명 완성에 노력하기를 바란다」
하는 뜻이 연설이 북경어로 있었다.
그때에 내 눈에 빛인 孫文은 幅이 넙고 偉軀한 丈夫라기보다, 얼골이 둥글넙적하고 눈에 몹시 영채가 드러나는 깨끗한 선비로 보였었다.
키도 크지 않었다. 살도 찌찌않었다. 목소리는 鐵聲을 띠였다.
그때에는 胡漢民이나 蔣介石이도 汪兆銘이도 와 있었다. 북경대학교수로 있든 李大釗도 왔든드시 신문에 보도되었다.
林森이도 왔었든시 기억한다.
廣東人의 氣質은 南方과 支那의 중심이니만치 표한한 맛이 있섯다. 進取性도 富하여 孫文은 廣東을 地盤으로 하고 義旗를 擧하여 성공하였다. 廣東을 革命發祥地라 하여 소중히 아는 것이 이 까닭이다.<102>

初創期의 東亞日報社-張德秀, 金明植氏 等의 그 시절-

李瑞求

一. 記者 兼 號外配達夫

여긔에 『그때 그시절』이라함은, 東亞日報 初刊때부터 약 2년 동안을 말함이다.

그때 東亞日報는 몹시도 가난했었다. 編輯局員의 월급은 커냥 배달부의 임금도 주지 못해서 號外는 백여놓코 돌느지 못하게 된 때도 있었다.
그때의 20세의 한참 절문 우리들은 氣憤에 못 니기여 단연코 등에 東亞日報마-크를 물드린 핫비를 입고 號外를 들고 나섯다.
그때의 나는 面面...
金烔元
柳光烈 나- 號外를 안고 鍾路通에 나가서 家家戶戶에 드러트리고 설넝탕 한 그릇에 勞役에 삐친 수고를 풀로는 快哉를 부르짓든 우리들이었다.
우로 梁記澤
柳槿老人이시며 張德秀
金明植
李相協 등등 간부로부터 給仕에 이르기까지 점심은 의례히 호떡 한 조각이나 설넝탕이었다. 그 대금조차 밀녀서 창피한 꼴을 갓금 보는 형편이었다. 나는 그때는 많이 먹을 때이라 점심을 갖금 2인분을 먹었다. 그럴때마다 何夢은 1인분 추가대금을 무러주었었다. 그때의 그 따뜻한 情이란 내 일생에 처음 겸 마즈막일게다. 지금에 每日申報의 최고간부 된, 何夢이 100원어치 요리를 사준대도 그때의 그 깃븜 그 감격은 나에게 있을 수 없을 것이다.

二. 싸홈터가 되는 論說班

每日 社說原稿는 늦어도 한시나 두시까지는 공장으로 나가야 一面이 몬저 되는 형편이었다. 그런데 論說班이 陣을 버리고 있는 남쪽 방에서는 아즉도 쌈이 끗나지 않고 있다. 이 쌈이 끗나지 못하면 社說의 執筆이 되지 않는 줄을 잘 아는 編輯局員들은 徵苦笑를 띄고 論說班諸公의 둘너 안진 곳을 유리창 너머로<103> 바라보고 있을 뿐이었다.
그때의 論客으로는 張德俊
張德秀
金明植 세분이 중심이었다. 이들은 아츰에 모히면 무슨 문제든지 거러노코 彼此에 의견교환을 하기 시작한다. 그러다가 의사가 일치되지 안는 때는 雙方이 一步도 물너나지 않코 激論이 시작되는 것이었다.
어느 때인가 情熱家의 張德俊씨는 걸상을 때려부셨을 때도 있있다. 이같이 是非를 가리다가 겨우 결론을 엇게되면 비로소 그 중에 한 사람이 곧 執筆을 하기에 이르는 것이었다. 즉시에 큰쌈이 날뜻 원수나 지을 뜻 싶다가도 결론만 얻으면 瞬間에 論說班에는 다시 春風이 떠온다. 나는 이만콤 감격된 장면을 그 후 별노히 보지 못했다.
종일 겨우 빵 한쪽에 허긔를 끄면서도 입을 열면 불을 吐하는 論客들의 높은 氣槪는 나의 一生에 큰 감명이 되였든 것이다.

三. 짐車껄고 밥 分配

그때 우리들은 報道만을 우리의 職分으로 알지 않었섯다. 월급은 못 받아도 배는 주려도 우리가 않이면 할 수 없는 일 우리가 해야만 할 일을 하지 않으면 어쩌랴 하는 自負心이 우리의 전부를 지배했든 것이다. 漢江流域의 治水工事가 지금같이 完備하지 못했든 때라 뚝섬 東幕 永登浦 一帶는 해마다 水災에 우는 사람이 수천 수만에 達했었다. 그럴 때마다 우리는 그네에게 옷을 주고 밥을 주고 집을 주랴고 애를 썼었다. 뚝섬까지 밥을 지어 구르마에 실고 우리가 껄고 나가서 避難民合宿所로 다니며 밥을 손수 펴 돌녔었다. 어느 때인가 점심도 굴문 張德秀씨와 나와는 永登浦 罹災民에게 白米 10石을 분배하기 위하야 기차를 탔었다. 黃土에 물든 漢江의 밀니는 물결 우에는 함지박이 떠나리고 집섬이 떠나리고 초가집웅에 박넝쿨이 언친채 닭이 올나 안츤채 떠나렸었다. 3等 한구통이에 웅크리고 앉인 雪山(張德秀氏 雅號)은 눈을 감고 무슨 생각을 하고 있었다. 치가 넘게 길은 수염 꽉 담은 입 감은 눈두덩 속에서 좌우로 돌고 있는 瞳子. 나는 그의 얼골에서 무엇인가 존경함즉한 感動을 늣겼었다. 내 배를 골녀가며 남의 배를 걱정을 하러다니는 우리의 거름거리에는 밥으로도 도으지 못할 딴 活氣가 솟는 것 갓했었다.

四. 새드름 筆禍事件

東日亞報가 長期停刊을 당한뒤 同人들은 無時로 신문사에 드나들게 되였다. 그러므로 몬저 다녀간 이와 나종 온 이와 사이에 連絡이 없어서 불편을 늣기게 되였다. 여긔에<104> 비로소 『새드름』이라는 廻覽式 新聞을 발행케 된 것이다. 신문지의 4분의 1만한 조희에 매월 『새드름』이라는 題字를 써노면 아모나 오는대로 그 조희에 하고 싶은 말 전하고 싶은 소식을 적어놋는다. 그러면 종일토록 드나드는 사람의 솜씨가 지면을 가득히 씨워놓코 이것으 써 우슴거리도 나오고 새 소식도 알게 되고 彼此間 연신도 되는 것이였다. 원체가 신문 맨들든 사람들에 솜씨라 어느덧 새드름에는 社說란이 생기고 사회면 정치면이 생기기에 이르렀다. 어느 때는 千里駒(金東成 雅號)의 漫畵도 나오고 柳槿선생의 訓戒도 실닐 적이 있었다. 그때에 社說欄에는 柳光烈一(지금 每新 主筆君이 많이 執筆을 했었는데 柳槿先生이 能仕 韓貞河 1년전에 故人이 되였다.) 군과 밥 내기 장긔를 두시고 젔음에도 불구하고 밥을 주시지 안은 것은 大端不可하다는 攻擊的 社說을 시러서
그런 소리를 쓰면 색기신문도 停刊을 식킨다.
는 弄說까지 난 일이 있었다. 색기신문은 50回까지 났는가 한다.
지금에 만일 그게 남아 있다면 朝鮮新聞史上의 훌늉한 한 史料거리가 될 것이다.<105>
<101-105>
