잡지명	개벽 제38호
발행일	1923년 08월 01일
기사제목	서울의 녀름 (Summer in Seoul)
필자	城西學人
기사형태	소식 (News/Report)

Seoul's Summer
						Sŏngsŏ Hagin

When one speaks of summer in Seoul now, one cannot help but think of the Han River (漢江). In the Han River, there is water as clear and deep as blue jade. There, one can bathe coolly, and one can set out a small boat (一葉舟) and enjoy the cool river breeze. Even if one cannot do all that, just leaning on the railing of the Railway Bridge (鐵橋) and looking down at the meandering blue water makes one's mind and body feel refreshed.

If it is a moonlit night, there is nothing more to say. A cool breeze descends from the moon, and a cool breeze rises from the water. In such surroundings, floating a boat midstream and playing in the style of Su Dongpo (蘇東坡) would be quite refreshing. However, this is something that only a man of taste with some money can do; not everyone can. The masses of Seoul, who, after eating dinner, pack the tram bound for Sin Yongsan (新龍山) heading towards the Han River Railway Bridge, mostly just walk back and forth on the pedestrian railway bridge, perhaps catching scraps of the music from pleasure-seekers (風流郞) floating up from the river, or merely envying the groups who drive boldly by in Mikado automobiles, costing 7 Wŏn per hour for no reason, loaded with kisaeng. Even just that is enough to sate the eyes and ears. Sometimes, mischievous friends stand leisurely in the middle of the railway bridge, stop an oncoming automobile, and inspect the people riding inside. When a stranger blocks the way and peers in with mischievous eyes, the bravado of the celestial pleasure-seeker (天上郞), who felt as if the world was his, must surely shatter. Only after that does the mischievous friend, as if granting a special favor, step aside even more leisurely and allow the car to pass.

Recently, as the number of pleasure-seeking men and women (風流士女) jumping to their deaths from the railway bridge has increased, a sign saying "Wait a moment" (一寸お待ち - *itchi sun omachi*) has been put up around the middle of the bridge. It means that even if one is busy on the path to the afterlife, one should stop by the police station for a moment. While the kind consideration of the police is commendable, it is doubtful whether someone rushing to jump off, hitching up their skirt hem, would see that sign and stroll over to the police station. Perhaps because of this, policemen now stand guard on the railway bridge, checking every person and automobile going onto the bridge one by one. They hold up lamps and peer closely<47> into people's faces, as if they can tell whether someone is going to die or live just by looking at their face. It seems that even someone who had no intention of dying might feel like, "Ah, screw it, let's just die," upon encountering such an unpleasant affair.

Next, associated with summer in Seoul would be the Akkobakkol mineral spring. Passing the Independence Gate (獨立門), which remains in name only, behind the Kŭmgyedong Pavilion (金鷄洞 亭子) (Sŏdaemun Prison - 西大門 監獄), where pitiful groups live, wearing clothes stained with muddy water, dripping with sweat, dragging clanging chains, and digging the earth, there is the Akkobakkol mineral spring. Now, even automobiles can go there, and a tea pavilion (茶亭) has been built. Probably 10,000 people visit a day.
Seeing people sitting on the red mountainside, devoid of a single tree, dripping with sweat, struggling desperately just to get a bowl of bland cold water is both pitiful and laughable. Indeed, for Seoul people who always drink lukewarm tap water that has lost all its vitality from lead pipes (鉛管), even a bowl of cold water gushing directly from the breast of the earth must be appreciated. However, the sight of people pushing, shoving, and shouting to get a gourd dipper of water first is something one wouldn't want to show foreign guests even in a dream.
Samch'ŏngdong (三淸洞) is also quite prosperous, and quite a few people gather at the "Pokchu Well" (복주움물). Since all water coming from cracks in rocks is medicinal water, these are also called medicinal waters.

What has been mentioned above relates to Seoul's summer and water. The Han River is water, Akkobakkol is water, Samch'ŏngdong is water. Water to look into, water to bathe in, water to drink by the gourdful. Oh right, there's also the Nightingale Rock (꾀꼬리 바위) mineral spring on Namsan (南山), quite a nice name. However, it seems not many people go to that medicinal spring.
However, in summer Seoul, one should seek not only water but also shade (樹蔭). Responding to this demand are places like Ch'ŏngnyangsa (淸凉寺) and Yŏngdosa (永道寺) outside Tongdaemun (東大門); Sŏngbuktong (城北洞) after passing Tongsŏmun (東小門); Ch'ŏngnyŏnsa (靑蓮寺), commonly known by the name Anjŏngsa (安靜寺), near the Wangsimni (往十里) tram terminus after exiting Kwanghŭimun (光熙門), colloquially called Sigumun (시구문); then a bit further out, Hŭngch'ŏnsa (興天寺), also known as Sinhŭngsa (新興寺); a bit further from there, Yaksa (藥寺); and going even further out, Hwagyyesa (華溪寺). On days like Saturdays and Sundays, Seoul personages flock there in countless numbers, some carrying kisaeng, some accompanied by two or three friends. Perhaps the most representative place among them is Ch'ŏngnyangsa. Although the name Ch'ŏngnyangsa sounds cool and refreshing, it's actually not that cool a place. Its proximity to the forests of Hongnŭng (洪陵) and convenient transportation seem to draw people there. <48> Dipping one's feet (濯足) at Segeomjŏng (洗釰亭) after passing Ch'angŭimun (彰義門), understood only when called Chahamun (紫霞門), was quite famous in the old days, but now, due to the quarry (採石場), the scenery has been ruined, and it seems few people go there anymore.

Now let's look around within the walls of the capital (長安城中)-
They say ten thousand households in Chang'an (萬戶 長安). In reality, it's probably 50,000 households. Imagine the tiles of these ten thousand, fifty thousand households scorching and sizzling in the sun's glare—how hot must it be? Imagine the smell of feces with boiling maggots from the outhouses of these 50,000 households, the stinking smell of bubbling drains from 50,000 drainage holes, the fermenting sour smell steaming from the garbage bins of 50,000 households, and among them, the smell of sweat and stinky feet evaporating from the bodies of 250,000 men and women—imagine all these smells mingling and enveloping Seoul, Chang'an; how putrid and rank must it be?
Yet, people flock to Seoul, saying it's good. They abandon the clear, cold water gushing from the earth's breast to drink lukewarm tap water; they abandon the fresh air filled with the rich fragrance of grass and trees to smell the stench of feces; they abandon places where they can sleep soundly in the shade of a pavilion tree, stripped to the waist with legs exposed, to be bitten by starved bedbugs in stuffy, dilapidated rooms with worn-out paper flooring, bundled up top and bottom even in summer; country folk surge towards "Seoul, Seoul!" as if something big has happened.
Those crowds lying down under the garbage bins by the stinking stream, on straw mats, exposed to the night dew, are also those who abandoned the countryside. The grandmothers and mothers, constantly sweating day and night in narrow kitchens while receiving sharp rebukes from the madam, the young miss, and the younger miss, their whole bodies dotted with heat rash like mung bean pancakes, are all crowds gathered from the countryside; those pulling rickshaws in broad daylight on cement roads where even oxen and horses gasp for breath, are also crowds who came up from the countryside.
For them, there is no ramie cloth fine as dragonfly wings, no fine silk gauze, no white serge Western suits, no stylish Panama straw hats; the Han River and Ch'ŏngnyangsa have no relation to them either. Furthermore, the refined pleasure of drinking beer colder than ice, poured by delicate jade hands (纖纖玉手), while worrying about catching a cold from the electric fan breeze at the Chosŏn Hotel (朝鮮호텔), Myŏngwŏlgwan (明月舘), or Kugilgwan (國一舘), is a blessing bestowed only upon the chosen few of the god of wealth (富神). Extinguishing the fire burning in one's chest with a cup of ice cream—of dubious ingredients, costing 1 chŏn 4 ri per cup, shouted out by vendors ("Eh, ice cream! Eh, ice cream!")—is also a happiness available only to the so-called<49> Fourth Class; the gentleman whose poverty exceeds his station can only tighten the knot of his coat string for the sake of appearance and gulp down his own sizzling saliva droplets.
Those with a bit of money run off to Haeundae (海雲臺), Sŏgwangsa (釋王寺), or Sambang (三防) for summer vacation, while only the losers in life (生活의 劣敗者) remain, dripping with sweat and serving as food for nasty bedbugs.

Seoul should be a beautiful city. It is a city with extremely beautiful natural scenery. Seoul is definitely not a city unbearable in summer. It is not a hot and humid place like Tokyo (東京) or Shanghai (上海). The only thing lacking is human effort (人工). When will we ever live in a Seoul made cool and clean by our own hands? <50>

**Summary**

The article "Summer in Seoul" by Sŏngsŏ Hagin, published in 1923, describes the ways Seoul residents cope with the summer heat. It contrasts the leisure activities of the wealthy—boating on the Han River, visiting temples like Ch'ŏngnyangsa, drinking iced beer in luxurious establishments—with the struggles of the poor majority. The author vividly portrays the crowds flocking to mineral springs like Akkobakkol, enduring unpleasant conditions for a sip of cold water, and highlights the overwhelming heat, stench, and poor sanitation within the city proper. The piece laments the influx of rural people seeking a better life in Seoul, only to face hardship, exploitation, and squalor, while the privileged escape the city's discomforts. It ends with a yearning for a cleaner, cooler Seoul built by Koreans themselves.

From a historical perspective, the article offers a stark glimpse into the social stratification and living conditions in colonial Seoul. The descriptions of poor sanitation, the stark class divide (wealthy Koreans and Japanese vs. the impoverished masses, including rural migrants), the mention of Japanese police surveillance on the Han River bridge (ostensibly for suicide prevention but also implying control), and the final expression of desire for self-improvement of the city ("by our own hands") reflect the realities and aspirations under Japanese rule. Historians might find the detailed descriptions of popular leisure spots, the commentary on urban problems (heat, smell, overcrowding), and the portrayal of social dynamics particularly valuable.

**Named Entities**

漢江	한강	Han River
近來에는 鐵橋에서 풍덩실 빠져죽는 風流士女가 늘어감으로 鐵橋 한복판쯤에 「一寸お待ち」라는 패를 부쳣다. 져승ㅅ길이 밧브더라도 暫間 警察署에는 다녀가란 뜻이라 警察의 親切한 心事는 可賞하다 하더라도 셜마 치마ㅅ자락을 추켜들고 뛰어나리던 사람이 그 패를 보고 어슬렁거리고 警察署로 갈는지 疑問이다. 그래서 그런지 지금은 鐵橋에 巡檢들이 지켜서서 鐵橋로 가는 사람과 自働車를 一一히 點檢한다. 얼굴을 보면 죽을 놈인지 살 놈인지 알 것쳐름 燈을 쳐들어서＜47＞사람의 얼굴을 仔細히 들여다본다. 아마 죽을 맘이 업던 사람이라도 이런 不快한 일을 當하면 에라 죽어버리자 하는 생각이 날 것 갓다.

다음에 셔울의 녀름에 聯想되는 것은 악바꼴 약물터일 것이다. 일흠만 남은 獨立門을 나서서 흙물 들인 옷에 땀이 쫙 흘르며 쇠사슬을 철철 끌고 땅을 파는 불샹한 무리들이 사는 金鷄洞 亭子(西大門 監獄) 뒤에 악바꼴 약물이란 것이 잇다. 只今은 自働車까지 다니게 되고 茶亭까지 지어노핫다. 하로에 萬名은 들어날 것이다.
나무 한 개 업는 빨간 山ㅅ비탈에 비지땀을 흘리고들 안저서 슴슴한 冷水 한 그릇을 어더 먹겟다고 얘를 부덩부덩 쓰는 것은 가엽기도 하고 우습기도 하다. 허기야 사철 鉛管에서 썩어 긔운 다 빠진 미지근한 水道ㅅ물만 먹던 서울ㅅ사람으로는 大地의 乳房에서 바로 소사나오는 冷水 한 그릇도 고맙기는 할 것이다. 그러나 물 한 바가지를 먼저 어더 먹것다고 비비고 틀고 아우성을 하는 꼴은 꿈에라도 외국 손에게는 보이고 십지 아니하다.
三淸洞도 相當히 繁昌하고 「복주움물」에도 相當히 사람이 모힌다. 돌 틈에서 나오는 물은 모도 약물이닛가 이런 것도 다 약물이라 한다.

우에 말한 것은 서울의 녀름과 물과의 關係다. 漢江도 물, 악바꼴도 물, 三淸洞도 물이다. 들여다 볼 물. 沐浴할 물. 한 바가치 마실 물이다. 올치 南山에 꾀꼬리 바위 약물이라 썩 일흠 조흔. 그러나 그리 사람 만히 안 가는 藥물도 잇다.
그러나 녀름의 셔울은 물만 차즐 것이 아니라, 樹蔭도 차즐 것이다. 이 要求에 應하는 것이 東大門 밧게 淸凉寺, 永道寺, 東小門을 나서서 城北洞, 俗稱 시구문이라는 光熙門을 나가서 往十里 電車終點 갓가히 잇는 安靜寺라는 字로 通하는 靑蓮寺, 그 담에 좀 멀리 가서는 新興寺라는 興天寺, 거긔서 좀 더 가서 藥寺, 좀 더 멀리 나가서는 華溪寺 等地다. 土曜 日曜 가튼 날에는 京城 人士들이 或은 妓生을 싯고 或은 2, 3友로 作伴하야 數업시 몰려간다. 아마 그 中에 가장 代表的인 곳이 淸凉寺일 것이다. 淸凉寺라면 일홈은 시언하게 들리지마는 其實 그다지 淸凉한 데는 아니라. 洪陵의 樹林과 交通이 便한 것이 그리로 사람을 끄는 모양이다.＜48＞紫霞門이라야 알아듯는 彰義門을 나서서 洗釰亭의 濯足도 녯날에는 꽤 有名하엿스나 只今 採石場 때문에 殺風景이 되어서 別로 가는 이가 업는 모양이다.

인제 長安城中을 돌아보쟈-
萬戶 長安이라것다. 其實은 5萬戶는 된다. 이 萬戶 5萬戶의 기와가 쪼이는 볏헤 이글이글 달 것을 생각하라, 얼마나 덥겟나. 이 5萬戶의 뒷간에 구데기 끌는 똥ㅅ내, 5萬의 수채구멍의 거픔지는 구린내, 5萬戶의 쓰레기桶의 薰蒸하는 쉰내, 그 中에 25萬 男女의 몽뚱이에서 蒸發되는 땀내 발ㅅ고린내- 이 모든 냄새가 한데 엉키어 서울 長安을 둘러 쌋슬 것을 생각하라, 얼마나 구리고 고리겟나.
그래도 조타고 사람들은 셔울로 모혀든다. 大地의 乳房에 내쏘는 淸冽한 冷水를 바리고 미지근한 水道ㅅ물을 마시려 馥郁한 草木의 香氣로 찬 新鮮한 大氣를 바리고 똥ㅅ구린내를 마트러 우통 활딱 벗고 다리도 다 내어도코 졍자 나무ㅅ그늘에서 낫잠 잘 데를 바리고 녀름에도 아레 우를 꽁꽁 동여매고 말 만한 다 떠러진 쟝판 방에 굶은 빈대헌테 뜻기러, 싀골ㅅ사람들은 「서울로, 서울로!」하고 큰일이나 난듯키 쓸어모혀든다.
져 구린내 나는 개쳔ㅅ가 쓸에기통 미테 셤ㅅ거적을 깔고 두러누어 밤이슬을 맛는 무리도 싀골을 바리고 온 이들이다. 마님, 아씨, 작은 아씨들에게 뻥뻥 구방을 바드면서 좁은 부억에서 밤낫 흘리는 땀에 왼몸에 땀띄가 콩먹석가티 돗는 할멈 어멈들도 다 싀골서 모혀든 무리오 씨멘트ㅅ길에 牛馬도 턱턱 숨이 막히는 한낫에 人力車를 끄는 이도 싀골서 올라온 무리다.
그네에게는 잠자리 날개가튼 모시, 당황라도 업고 흰 세루양복, 瀟洒한 파나마 麥藁도 업고 漢江 淸凉寺도 그네와는 아모 關係가 업다. 하물며 朝鮮호텔이나 明月舘 國一舘에서 扇風機ㅅ바람에 感氣들 근심을 하면서 纖纖玉手가 따라주는 어름보다 더 찬 麥酒를 마시는 그러한 風流는 오직 少數의 富神의 選民에게만 태운 福이다. 「에 아스꾸리! 에 아스꾸리!」하고 병문에서 외오는 한잔에 1錢자리 成分도 잘 알 수 업는 아이스크림에 타오르던 가슴의 불을 끄는 것도 所謂＜49＞ 第4階級이나 잇는 幸福이오 分에 넘치는 가난방이 紳士는 軆面의 우틔ㅅ고름을 잔뜩 졸라매고 지글지글 끌는 제 침방울이나 꿀꺽꿀꺽 삼킬 뿐이다.
돈푼이나 잇는 사람은 海雲臺로 가네 釋王寺로 가네 3防으로 가네, 다 避暑하러 다라나고 生活의 劣敗者들만 비지땀을 흘리고 짓구즌 빈대밥 노릇을 하는 심이다.

서울은 아름다워야 할 都會다. 自然의 景致가 甚히 아름다온 都會다. 셔울은 決코 녀름에 견듸기 어려울 都會는 아니다. 東京이나 上海가튼 炎蒸하고 濕한 데가 아니다. 오직 不足한 것은 人工이다. 언제나 우리 손으로 우리 서울을 시언하고 깨끗한 서울을 만들어 노코 살아보나.＜50＞
＜47-50＞
