**Header Section:**
Magazine Title: 개벽
Publication Date: 1923년 08월 01일 (August 1, 1923)
Article Title: 鴨江 以南 淸川 以北을 大軆로 말하면 (Speaking Generally of the Area South of the Yalu River and North of the Ch'ŏngch'ŏn River)
Author: Not specified
Article Type: 소식 (News/Information)

**Body Text Translation:**
Speaking Generally of the Area South of the Yalu River and North of the Ch'ŏngch'ŏn River

What kind of place is it?
South of the Yalu River (鴨綠江), North of the Ch'ŏngch'ŏn River (淸川江) - without asking, it must be North P'yŏngan Province (平安北道). That is, the current North P'yŏngan Province, with an area of 1,844 square *ri* (方里), comprising 1 *pu* (府), 19 *kun* (郡), 194 *myŏn* (面), and 1,442 *tong* (洞), with a population of 1,335,652 people in 225,984 households.

Location
This province is located at the northwestern tip of the Korean Peninsula. To the east, it borders South Hamgyŏng Province (咸鏡南道); to the south, it borders South P'yŏngan Province (平安南道); to the west, it faces the Yellow Sea (黃海); and to the north, it faces various counties of Manchuria, China – Changpai (長白), Linjiang (臨江), Ji'an (輯安), Kuandian (寬甸), and Andong (安東) – across the long flow of the famous Yalu River (鴨綠江). It is approximately 75 *ri* east to west and approximately 65 *ri* north to south, with an area slightly over 1,844 square *ri* as previously indicated.

Topography
Perhaps because it is located in the northwest, this province generally has many mountains and few plains. The southwestern areas, namely Pakch'ŏn (博川), Chŏngju (定州), Sŏnch'ŏn (宣州), Ch'ŏlsan (鐵山), Yongch'ŏn (龍川), and Ŭiju (義州), are somewhat open, but the northeastern areas, that is, the nine *ŭp* (邑) along the river and other intermediate regions, are mostly mountainous. The Nangnim Mountains (狼林山) (2,014 *ch'ŏk* - 尺) and Sobaek Mountains (小白山) (2,174 *ch'ŏk*) branching out from Paektu Mountain (長白山) dominate the northeast of the province, and their spurs run southwest, forming great peaks and ranges such as Pindŏknan Mountain (避德難山), Pirae Peak (飛來峯), and Ch'ŏnma Mountain (天摩山).<65>

Rivers
The Yalu River (鴨綠江) – a great river of the East, a major river of Korea. The Yalu River originates from Ch'ŏnji (天池) Lake on Paektu Mountain (白頭山), flows south, merges with the Hŏch'ŏn River (虛川江) and Changjin River (長津江), enters this province, and collects the waters of the Namsa (南社), Huch'ang (厚昌), Chasŏng (慈城), Tongno (禿魯), and Ch'ungman (忠滿) rivers. It also merges with tributaries from Manchuria like the Hun River (渾河) and Ai River (靉河). Near Ŭiju (義州), it splits into two or three branches, forming Kuri Island (九里島), Ŏjŏk Island (於赤島), Kŏmdong Island (黔同島), and the Wihwa Islands (威化列島). It merges again into one river at Sagu Ferry (砂口鎭) and then divides again near Yongamp'o (龍岩浦), forming Yuch'o Island (柳草島), Tasa Island (多獅島), and Sin Island (薪島) through sedimentation before flowing into the Yellow Sea (黃海). Its total length is truly over 200 *ri*, with the length within this province alone being 162 *ri*, comparable to the distance from Pusan (부산) to Sariwŏn (사리원) in Hwanghae Province (황해도). Its basin is heavily mountainous and densely covered with large forests, making it world-famous for timber production. As a great river marking the national border, the upstream and downstream traffic of goods and grains is also considerable. Ships of around 2,000 tons can navigate up to Chunggangjin (中江鎭), and boats with a capacity of 20 *sŏk* (石) can travel up to Sin'galp'a (新乫坡). Except during the freezing period, it is constantly bustling with activity.
Besides this, the Ch'ŏngch'ŏn River (淸川江), which forms the border with South P'yŏngan (南平), and the Taeryŏng River (大寧江), which originates in Ch'angsŏng (昌城) and Sakchu (朔州) and flows through T'aech'ŏn (泰川) and Pakch'ŏn (博川), also offer significant transportation convenience.

Climate
With many mountains and few plains, and located in the northwest, it naturally has a continental climate. Situated around 40 degrees North latitude, the climate is harsh. In winter, temperatures of around minus 20 degrees Celsius are common, and in some areas, it can drop to minus 40 degrees Celsius. Every year around November, it typically freezes over, thawing only in April or May of the following year. Rainfall is scarce, and the north wind with snow often makes it difficult for people to stand upright; this is the usual climate.

What is its History?
The changes in this province have always been linked with South P'yŏngan Province. After passing through the Chosŏn of Tan'gun (檀君) and Kija (箕子), it belonged to Wiman Chosŏn (衛滿朝鮮), and then <66> when Emperor Wu of Han (漢武帝) established the Four Commanderies, most of it belonged to Lolang Commandery (樂浪郡), with a northeastern part belonging to Hsüant'u Commandery (玄菟郡). Later, it became territory of Koguryŏ (高句麗). During the reign of King Pojang (寶藏王) of Koguryŏ, King Munmu (文武王) of Silla (新羅), together with Tang general Li Shiji (李勣), attacked and it became Silla territory. Later, it became the territory of T'aejo (太祖) of Koryŏ (高麗). When King Sŏngjong (成宗), the 6th monarch of Koryŏ, unified the peninsula and divided it into 10 provinces (*to* - 道), it became Haesŏ-do (海西道) along with P'yŏngnam (平南). It later became Pukhae (北海), and during the reign of King Sukchong (肅宗), it was renamed Sŏbungmyŏn (西北面). During times of fortune and misfortune (幸禍之時), it was also called Sŏhae-do (西海道). During the reign of King T'aejong (太宗) of the Yi Dynasty (李朝), it was called P'yŏngan-do (平安道). In the 504th year of the dynasty's founding (開國 504年), when Chosŏn was divided into 10 provinces (*to*), the land of this province fell under the jurisdiction of the two *pu* (府) of Ŭiju (義州) and Kanggye (江界). In the 505th year of the dynasty's founding (開國 505年), it was named P'yŏngan Pukto (平安北道), which it remains to this day.

North P'yŏngan's Extremities
Easternmost Point: Songjŏn-dong (松田洞), Tong'o-myŏn (東奧面), Huch'ang-gun (厚昌郡) - East Longitude 127.38 degrees
Westernmost Point: Maan-dong (馬鞍洞), Sin-do myŏn (薪島面), Yongch'ŏn-gun (龍川郡) - East Longitude 124.11 degrees
Southernmost Point: Nap-to (蠟島), Nam-myŏn (南面), Sŏnch'ŏn-gun (宣川郡) - North Latitude 39.16 degrees
Northernmost Point: Ch'u-do (楸島), Yŏyŏn-myŏn (閭延面), Chasŏng-gun (慈城郡) - North Latitude 41.48 degrees

Occupations in North P'yŏngan <67>

1. By Household and Population

2. By Occupation
<65-67>

**Summary**

This 1923 article from the magazine *Kaebyŏk* provides a geographical and historical overview of North P'yŏngan Province (平安北道) in Korea, defined as the area south of the Yalu River and north of the Ch'ŏngch'ŏn River. It details the province's location bordering Manchuria, its mountainous topography dominated by spurs of the Paektu range, its major rivers like the Yalu and Taeryŏng which are vital for transport and timber, and its harsh continental climate. The article briefly traces its administrative history from ancient Chosŏn through various commanderies, Koguryŏ, Silla, Koryŏ, and the Yi Dynasty, noting its final establishment as North P'yŏngan Province in 1896 (開國 505年). It concludes by listing the province's geographical extremities and indicating a forthcoming section on population and occupation statistics.

From a colonial history perspective, the article is interesting for its factual, descriptive tone devoid of overt political commentary, presenting North P'yŏngan as a geographical and administrative unit of Korea under Japanese rule. The detailed description of resources like timber and transportation routes (especially the Yalu River bordering Manchuria) highlights the region's economic and strategic importance. Historians might find the specific data on administrative divisions, population (from the Japanese colonial census), geography, and the framing of the historical narrative (starting from Tan'gun, acknowledging Chinese influence like the Han commanderies, and tracing Korean dynasties) useful for understanding contemporary Korean geographical knowledge and identity articulation within the colonial context. The reference to "開國" (founding of the dynasty) years for dating the final provincial division is also a notable detail reflecting Yi Dynasty conventions.

**Named Entities**

鴨綠江	압록강	Amnokkang
今日	금일	Today, the present day.
至하다	지하다	Reaches, arrives at (the present).
極東	극동	Easternmost point.
極西	극서	Westernmost point.
極南	극남	Southernmost point.
極北	극북	Northernmost point.
職業別	직업별	By occupation.
戶口	호구	Households and population.
-e 

---------------------------


잡지명	개벽 제38호
발행일	1923년 08월 01일
기사제목	鴨江 以南 淸川 以北을 大軆로 말하면
기사형태	소식

鴨江 以南 淸川 以北을 大軆로 말하면
그곳은 엇던 곳인가
鴨綠江 以南 淸川江 以北- 그곳은 뭇지 안아도 平安北道이겟다. 卽 1府 19郡 194面 1,442洞 1,844方里의 面積으로 戶口 225,984戶 人口 1,335,652名을 가진 現在의 平安北道이다.

位置
本道는 朝鮮半島의 西北端에 位하얏다. 東은 咸鏡南道 南는 平安南道와 界하고 西는 黃海에 臨하고 北은 彼- 有名한 鴨綠江의 長流를 挾하야 中國 滿洲의 長白, 臨江, 輯安, 寬甸, 安東 諸縣과 相對하얏다. 東西가 約 75里 南北이 約 65里 面積이 前示함과 갓치 1,844方里 조곰 남즛하다.

地勢
本道는 其位가 西北이라 그런지 大軆로 山岳이 多하고 平野는 적다. 西南面 卽 博川, 定州, 宣州, 鐵山, 龍川, 義州는 좀 豁通하야스나 東北面 卽 江邊 9邑 其他 中間地는 大槪가 山岳이라 長白山으로부터 奔出한 狼林山(2,014尺) 小白山(2,174尺)이 本道의 東北을 壓하고 그- 支肢이 西南으로 分走하야 避德難山 飛來峯 天摩山 等 太山峻嶺을 成하얏다.＜65＞

河川
鴨綠江 東洋的 大江, 朝鮮의 一大江, 鴨綠江은 白頭山 天池에서 發源하야 南流 虛川江 長津江을 合하야 本道에 入하야 다시 南社, 厚昌, 慈城, 禿魯, 忠滿의 諸江을 收하고 또 滿洲로부터 渾河 靉河의 諸流를 合하야 義州 附近에 至하야 2分 3分하야 九里島, 於赤島, 黔同島, 威化列島를 成하고 砂口鎭에서 다시 合하야 一江이 되고 龍岩浦 附近에서 다시 分하야 柳草島, 多獅島, 薪島를 堆城하고 黃海에 入하니 其 流長이 寶로 200여 리 本道 流長만 162리 말하면 부산서 황해도 사리원까지의 거리와 等하다. 其流域에는 山岳이 重*하고 또 大山林이 密積하야 材木의 産出이 世界에 名하고 國境을 劃한 大江인지라 貨物 穀物의 上下가 또한 不少하다. 中江鎭까지에 2千噸 內外의 船舶이 航行하고 新乫坡까지에 20石積의 舟楫이 通行하야 結氷期를 除하고는 常時 活氣를 帶하고 잇다.
此外에 南平과 分界한 淸川江 昌城 朔州에서 發源하야 泰川 博川으로 流하는 大寧江이 亦是 運輸의 便이 不少하다.

氣候
山多野少하고 位在 西北하니 母論 大陸的 氣像이겟다. 其位가 北緯 40度 內外에 處하야 氣候가 嚴峻하니 冬期는 零下 20度 內外가 普通이고 甚하면 零下 40度까지 下하는 地方이 잇다. 每年 11月頃이면 依例로 結氷되얏다가 翌年 4, 5月에야 解氷이 된다. 雨量은 少하고 北雪風은 사람의 오금을 못 펴게 함이 普通의 氣像이다.

沿革은 엇더한가
本道의 變遷은 自來로 平安南道와 始終하얏나니 檀君 及 箕子의 朝鮮을 經하야 衛滿朝鮮에 屬하얏다가 다시＜66＞ 漢武帝의 4郡을 置함에 其 大部分은 樂浪郡에 屬하고 東北 一部가 玄菟郡에 屬하얏다가 其後 高句麗의 領地가 되고 高句麗 寶藏王에 至하야 新羅 文武王이 唐將 李勣과 共攻하야 新羅의 領地가 되얏더니 其後 高麗 太祖의 領地가 되야 高麗 第6世 成宗에 至하야 半島를 統一하고 此를 10道에 分하니 平南과 가티 海西道가 되얏다가 다시 北海가 되고 肅宗 時에 又 西北面이라 改稱하고 幸禍의 時- 또 西海道라 稱하다가 李朝 太宗의 時 平安道라 稱하더니 開國 504年에 朝鮮을 分하야 10道로 할세 本道의 地는 義州 江界 2府의 所管이 되얏더가 開國 505年에 平安北道라 稱하야 今日까지에 至하다.

平北의 東西南北端
極東은 厚昌郡 東奧面 松田洞 東經 127.38度
極西는 龍川郡 薪島面 馬鞍洞 東經 124.11度
極南은 宣川郡 南面 蠟島 北緯 39.16度
極北은 慈城郡 閭延面 楸島 北緯 41.48度

平北寅의 職業別＜67＞

1. 호구 급 인구별

2. 직업별
＜65-67＞
