Magazine Title: 개벽 제66호
Publication Date: 1926년 02월 01일 (February 1, 1926)
Article Title: 社會日誌 (Social Diary)
Author: Not specified
Article Type: 소식 (News/Digest)

社會日誌 (Social Diary)
From Eulchuk Year, 12th Month, 16th Day

【December 16th】 China's Guo Songling army pressed closely towards Xinmintun. On the same day, Mr. Guo Songling protested to Japan regarding the obstruction of entry into Yingkou.

【December 17th】 Publication of the Sinŭiju communist arrests was banned. 3,000 Korean compatriots residing along the Beijing-Fengtian railway line fled to Fengtian.

【December 18th】 A large fire broke out in P'yŏngyang. Five members of the T'ongŭibu were arrested in Kyŏngsŏng. Anti-Japanese military intervention pamphlets were distributed throughout various locations in China. A citizens' rally was held in Chŏnju to organize a fundraising association for the girls' high school.

【December 19th】 600 construction workers in Kanagawa Prefecture, Japan, clashed with police, resulting in over 100 casualties (dead and injured). In Wŏnsan, a youth federation was initiated through the union of five ideological groups. Over 2,000 Chinese residents in Tokyo <47> held an assembly opposing Japan's military intervention.

【December 21st】 400 members of the Mokp'o Cart Labor Union went on strike over wage issues. Guo Songling's forces completely occupied Xinmintun.

【December 22nd】 China's Nationalist Army (Guominjun) occupied Tianjin. The Japanese cabinet ordered troops to be sent to Tianjin.

【December 23rd】 The Fengtian and Guo armies began a major battle at the Liao River.

【December 24th】 China's Mr. Guo Songling was captured by the Fengtian army at Xinmintun. Remnants of the Fengtian army stabbed five Korean compatriots to death in Xinmintun. Tang Yuasa, the Governor-General of Chōsen, arrived in Kyŏngsŏng. The unification of the two factions of the Ch'ŏndogyo church broke down. About 100 farmers in Muan repelled attachment bailiffs.

【December 25th】 A committee was organized in Kyŏngsŏng to comfort compatriots who fled from Fengtian. The Fengtian army recaptured Xinmintun. The *Provisional Chief Executive decided to dismiss Zhang Zuolin and Li Jinglin. Guo Songling was assassinated. Members of the Kunsan Railway Labor Union went on strike over wage issues.

【December 26th】 Zhang Zuolin beheaded Guo Songling and his wife and displayed their heads at Ha'a Station. The National Congress commenced in India. <48> A plot for the Bolshevization of the Three Eastern Provinces was uncovered in Jilin, China.

【December 27th】 The Chinese Nationalist Army launched a general offensive in Shandong. Japan declared the abolition of the guard zones along the South Manchuria Railway lines. Citizens' rallies opposing the Japanese military intervention opened in Shanghai and Beijing. In Pukch'ŏng, Hamgyŏng Province, over 10 people were killed or injured due to a brewery machine explosion in Hajach'a-dong Imja-dong.

【December 28th】 The Xu Shiying cabinet was formed in China. Zhang Zuolin suspended his resignation. Japan withdrew its troops from Manchuria.

【December 29th】 Mr. Nakahashi Tokugorō and 21 others declared their withdrawal from Japan's Seihontō party. China's Mr. Xu Shuzheng was assassinated by Mr. Lu Zhangwu at Langfang near Beijing.

【December 31st】 A national rally opposing Japan's Manchurian intervention opened in Beijing. In Greece, over 400 Communist Party members were expelled, and simultaneously, a dictatorial regime was proclaimed.

【January 1st】 A major storm occurred across the European continent. The 14th <49> Congress of the Communist Party of the Worker-Peasant Soviet Russia elected 63 central executive committee members and convened (Key figures include Stalin, Trotsky, Rykov, Zinoviev, Tomsky, Rakovsky, Kalinin, Krassin, Bukharin, Kamenev, Chicherin, Sokolnikov - list abbreviated in original). Student groups in Changsha, China, launched demonstrations against Japanese military intervention and tore up Japanese flags.

【January 2nd】 The United States decided to participate in the League of Nations-sponsored disarmament conference. The French Foreign Ministry announced the impossibility of a separate peace treaty with the Rif tribes. The Romanian Crown Prince was stripped of his royal privileges. Major floods occurred in Belgium. A large fire broke out at the Fushun coal mine. A large fight broke out between Koreans and Japanese in Mie Prefecture, Japan, resulting in many casualties.

【January 3rd】 A major tenant farming dispute arose in Chaŭn-myŏn, Muan County, prompting 180 policemen to rush from Mokp'o. A general meeting of the abbots of the 30 main Buddhist temples was held in Kyŏngsŏng. A large fire broke out in Nambon-chō, Kaesŏng, completely burning down about 30 houses. The Sinch'ŏn customs branch office in Wihwŏn was completely burned down by arson committed by an armed group. In Osaka, Japan, a major disturbance involving a crowd of 500 occurred due to the inauguration of Yi Sŏn-hong's so-called Japan-Korea Friendship <50> Sŏnuhoe (Good Friends Association).

【January 4th】 Kyŏngsŏng was greatly agitated by the distribution of radical anarchist manifestos. Major floods occurred in southern Germany, leaving 500,000 residents in a sea of mud. China's Mr. Feng Yuxiang decided to resign from office and departed for Moscow for a trip abroad. In the Muan Chaŭn-myŏn tenant dispute, a clash occurred with 150 armed police, resulting in over 40 serious injuries.

【January 5th】 A large fire occurred at a Japanese-owned rice mill in Mokp'o, causing 700,000 yen in damages. In Xiamen, China, 30,000 students staged a demonstration to boycott Japanese goods. In Nap'oamdŏk-tong, Sŏnch'ŏn, 12 members of an armed group abducted the district chief (區長). In Anhung-myŏn, 2-dong, Chŏngju County, three family members were killed or injured by robbers.

【January 6th】 Two armed youths were arrested in P'yŏngyang.

【January 7th】 A large fire broke out on Chongno Street in P'yŏngyang, completely burning down 9 shops. China's Provisional Chief Executive Duan announced his resignation effective January 15th. <51>

【January 8th】 A commotion arose in Tokyo over an incident of disrespect between Japanese police and the Brazilian ambassador and his wife. Chinese Provisional Chief Executive Duan's resignation was postponed due to wording issues. A major earthquake in Persia completely destroyed two villages.

【January 9th】 Twelve executive committee members of the Youth Association were arrested in Wŏnsan. In Nakakawachi, Osaka, Japan, a large brawl involving over 100 strong men broke out over a dispute, resulting in over 10 deaths and injuries. French socialists and others resolved not to permit aristocrats into the cabinet.

【January 10th】 A faction of the Chinese Nationalist Army proposed the immediate convening of the National Assembly. Chinese students residing in Japan held a rally and resolved to return home *in concert to oppose Japanese military intervention and denounce Zhang Zuolin. A county residents' rally opened in Ch'unch'ŏn, resolving to oppose the provincial office relocation and demand the rapid construction of a railway. A clash occurred between an armed group and police in Ch'osan, resulting in the deaths of three group members.

【January 11th】 Mr. Zhang Zuolin proclaimed the independence of the Three Eastern Provinces and simultaneously declared a complete administrative break with the Beijing government. 49 Chinese students residing in Tokyo returned home as the first group according to the *resolution made earlier.<52> About 60 Chinese *Protector of the Constitution Assembly members advocated for a Constitution Protection Parliament. The Fengtian Provincial Assembly investigated Zhang Zuolin's treasonous acts (賣國行爲).

【January 12th】 A clash occurred between an armed group and police in T'aech'ŏn, resulting in the death of one group member. In Zhangjiakou, China, over 3,000 people from 30 organizations protested to the Japanese minister with anti-Japanese clauses. Yun U-yŏl, the *main culprit of the Anarchist Party manifesto incident distributed on January 3rd, was arrested.

【January 13th】 A clash occurred between the Youth Association and the Labor Mutual Aid Society (and several other groups) in Kwangju, resulting in the arrest of 13 members from the Youth Association side. Due to industrial depression in the UK, 1.25 million people were unemployed.

【January 14th】 The anti-Japanese rally in Beijing resolved on 7 articles, including the establishment of a national government. Provisional Chief Executive Duan suspended his resignation due to retention requests from 16 provinces.

【January 15th】 As it was the commemoration day for the deaths of proletarian youth leaders Mr. Karl [Liebknecht] and Rosa [Luxemburg], various places were on high alert. The Chinese cabinet announced a 3-article policy centered on popular government. <53>

**Summary**

This "Social Diary" chronicles events from mid-December 1925 to mid-January 1926, heavily featuring the volatile situation in China during the Fengtian-Zhili War. It details the rise and fall of Guo Songling, the maneuvers of Zhang Zuolin and Feng Yuxiang, Japanese military intervention in Manchuria and Tianjin, and widespread Chinese protests against Japan. Concurrently, it reports on events within Korea under Japanese rule, including arrests of activists (communists, T'ongŭibu), labor strikes (Mokp'o, Kunsan), tenant farmer disputes (Muan), social organizing (Chŏnju women's school, Wŏnsan youth), large fires (P'yŏngyang, Kaesŏng, Mokp'o), activities of armed Korean resistance groups, and conflicts between Koreans and Japanese both in Japan and Korea (Mie prefecture, Yi Sŏn-hong's Sŏnuhoe). It also covers international news like Soviet politics, European affairs, and natural disasters. For historians of Korean colonial history, the article is valuable for its juxtaposition of major international events (especially in China and involving Japan) with local Korean happenings. It highlights the pervasive impact of Japanese imperialism, Korean resistance in various forms (organized independence movements, armed struggle, labor action, social protests), the socio-economic hardships faced by Koreans (refugees, labor disputes, tenant conflicts), and the colonial state's repressive measures (censorship, arrests, police actions). The mention of specific groups like T'ongŭibu and incidents like the Sŏnuhoe inauguration provide concrete examples of the political dynamics of the time.

**Named Entities**

郭松齡	곽송령	Guo Songling
【同25일】京城에셔는 奉天避亂同胞 慰問會가 조직되고 奉天軍은 新民屯을 탈환하고 *執政은 張作霖 李景林 罷職을 결의하고 郭松齡 피살되고 群山鐵道勞働會員은 賃金문제로 파업하다.
【同26일】張作霖은 郭松齡夫婦를 河阿站에서 梟首하고 印度에는 國民會議大會가 개시되고＜48＞ 中國吉林看에서는 東三省赤化陰謀가 발각되다.
【同27일】中國國民軍은 山東總攻擊을 개시하고 日本은 滿鐵沿線에서 警備區域撤廢를 聲明하고 上海北京에는 日出兵反對市民大會가 開하고 北靑下車書面荏子洞에서는 釀酒機폭발로 10여명이 死傷되다.
【同28일】中國에는 許世英內閣이 조직되고 張作霖은 下野를 중지하고 日本은 滿洲에서 回兵하다.
【同29일】日本中橋德五郞氏以外 21명은 政本黨에셔 脫退를 선언하고 中國의 徐樹錚氏는 北京廓坊에셔 陸章武氏에게 암살되다.
【同31일】北京에는 日本滿洲出兵反對國民大會가 開하고 希臘에셔는 400여명의 共産黨員을 放追함과 동시에 獨裁政制를 發布되다.
【1월1일】歐州大陸에 大暴風雨가 起하고 勞農露國第14回＜49＞ 공산당대회 63명의 중앙집행위원을 選擧 후 개회하고 중요인물은 스탈린, 토로츠키, 뤼코프, 지노븨에프, 톰스끼, 라코우스키, 카리닌, 크랏싱, 부하린, 카메네프, 치쳬린, 쏘콜니코프 이상 略-원문) 中國長沙學生團은 日本出兵反對示威運動을 起하야 日國旗를 破裂하다.
【同2일】米國은 聯盟主催軍縮會議 參加를 可決하고 佛國外務省은 「리푸」族과 獨單講和不能을 發布하고 羅馬尼皇太子는 皇族特權이 削奪되고 白耳義에는 大洪水가 出하고 撫順炭坑에 大火가 起하고 日本三重縣에셔는 鮮日人의 大格鬪가 起하야 死傷이 多出하다.
【同3일】務安郡 慈恩面에는 小作爭議가 大起하야 木浦에셔 警官 180명이 急行하고 京城에는 佛敎30本山主持總會가 개최되고 開城南本町에는 大火가 出하야 30여戶 全燒되고 渭原新川稅關出張所는 武裝團放火로 全燒되고 日本大阪에셔는 李善洪의 소위 日鮮融和의＜50＞善友會發會로 500군중의 대요동이 起하다.
【同4일】京城에는 과격한 虛無宣言書發布로 大히 騷動되고 獨逸南部에는 大洪水가 出하야 50萬 주민이 泥海中에 入하고 中國의 馮玉祥氏는 下野를 決하고 外遊次 莫斯科를 향하야 출발하고 務安慈恩面 小作爭議에셔는 150名 武裝警官과 충돌되야 40여명의 重傷者가 出하다.
【同5일】木浦日人精米所에 大火 起하야 70萬圓의 損을 出하고 中國厦門에셔는 3萬名 학생의 日貨排斥示威運動이 起하고 宣川那保巖洞에셔는 武裝團12명이 區長을 押去하고 定州郡安興面 2洞에서는 강도의게 가족 3명이 殺傷되다.
【同6일】平壤에셔는 武裝靑年 2명이 被捉되다.
【同7일】平壤鍾路에 大火가 出하야 상점 9戶 全燒되고 中國의 段執政은 1월 15일로써 下野를 聲明하다.＜51＞
【同8일】東京에셔는 日警官對 「부라질」 大使夫妻間 不勤愼問題로 소동이 起하고 中國段執政下野는 用語問題로 연기되고 波斯에는 大地震으로 2개村이 全滅되다.
【同9일】元山에셔는 靑年會執行委員 12명이 검거되고 日本大阪中河內에셔는 索引으로 壯漢 100여명의 大亂鬪가 起하야 10여명 死傷者를 出하고 佛國社會主義者 등은 貴族入閣不許를 決意하다.
【同10일】中國民軍一派의 實力團은 國民會議卽速召集을 제의하고 在日中國留學生은 대회를 開하야 日出兵反對 又는 張作霖聲討를 목적으로 하야 *袂歸國을 결의하고 春川에는 郡民大會가 開하야 都廳移轉反對 又는 鐵道速成을 결의하고 楚山에서는 武裝團 對 警官의 충돌이 起하야 團員 3명이 피살되다.
【同11일】張作霖氏는 東三省獨立을 布告하는 동시 北京政府와 일절 행정단교를 선언하고 在東京中國留學生 49명은 先日決*에＜52＞ 의하야 第一次 귀국하고 中國*法議員 60여명은 護法國會를 주장하고 奉天省會議에서는 張作霖賣國行爲를 조사하다.
【同12일】泰川에서는 武裝團對警官의 충돌이 起하야 團員 1명이 피살되고 中國張家口에셔는 30團軆 3,000여명이 排日條文으로 日公使에게 항의하고 1월 3일 配布된 虛無黨宣言事件의 正氾尹又烈이 체포되다.
【同13일】光州에셔는 靑年會對勞働共濟會(其他數團)간에 충돌이 起하야 靑年會側 13명이 검거되고 英國은 産業不振으로 失職者 125萬이 出하다.
【同14일】北京排日大會에서는 國民政府樹立外 7個條를 결의하고 段執政은 16省挽留에 의하야 下野를 중지하다.
【同15일】無産靑年指導者 『칼』 『로사』兩氏의 殉日임으로 各地는 大警戒하고 中國 內閣은 人民政治를 중심한 施政策 3個條를 發布하다.＜53＞
＜47-53＞
