Magazine Title	삼천리 제7권 제2호
Publication Date	1935년 02월 01일
Article Title	姙娠時의 攝生法 (Regimen During Pregnancy)
Author	石履慶
Article Type	논설 (Editorial/Essay)

Regimen During Pregnancy
						Sŏk Kwi-gyŏng

Pregnancy (姙娠) is something desired by men throughout all ages, but when a woman becomes pregnant, she experiences physical discomfort and pain compared to when she is not pregnant. The period when the pregnant woman feels the most severe pain is said to be the first three months and the last three months from the beginning of pregnancy.

1.  During the first three months, unpleasant feelings arise every morning, nausea and a feeling of wanting to vomit (嘔吐) may occur, taste changes leading to a preference for sour things, appetite decreases, saliva (唾流) secretion increases, urination becomes frequent, and sometimes neuralgia occurs.
2.  During the last three months, that is, the late stage of pregnancy, the uterus (子宮) enlarges, causing mechanical obstructions (器械的 障礙). Examples include difficulty with movement, insomnia,<150> abdominal fullness, swelling (浮睡) in the lower body, or gastrointestinal disorders (胃腸障碍)—all these are symptoms that occur in the late stage of pregnancy.
If the pain during the times mentioned above is severe, it can be alleviated through appropriate measures. However, if it is not severe, it is better to endure it without using medication, because pregnancy is physiological. Now, let's talk about the regimen (攝生法).

1.  Prohibitions (禁忌) During Pregnancy

Generally, during pregnancy, one should avoid excessive exercise, not apply pressure (壓力) to the abdomen, avoid chilling the lower abdomen, or causing trouble to the stomach and intestines. For example, one should avoid long-distance travel by rickshaw, train, automobile, or steamship. Also, cold water bathing, sea bathing, prolonged kneeling (跪坐), or doing laundry (洗濯) are points that require the most caution during pregnancy.

2.  Food and Drink (飮食物) During Pregnancy

Consume food and drink that are easily digestible and rich in nutrients (營養素) appropriately. While it is difficult to change usual habits, avoid indigestible foods (不消化物) or stimulating foods like mustard (芥子), chili pepper, or strong spices. Also, it is best not to consume alcoholic beverages, overly strong tea, or coffee. Especially in the latter half of pregnancy, always be careful not to overeat or overdrink (飽飮 飽食).

3.  Clothing (衣服) to Wear During Pregnancy

It goes without saying that a pregnant woman should choose clothing according to the climate. It is best to wear simple clothes that do not constrict (緊束) the lower abdomen or chest and are suitable for keeping warm (保溫) to regulate body temperature (體溫調節) well. Therefore, making an abdominal binder (腹帶) with fabric suitable for warmth, like flannel (후란네루), is very necessary for warmth and maintaining fetal position (胎位). However, when tying the abdominal binder, tying it too tightly (緊縛) is not good for fetal development (胎兒發育). Modern new women strive to create a style pleasing to others by binding their breasts (乳房) or lower abdomen tightly, but during pregnancy, one must pay attention to this.

4.  Exercise During Pregnancy

This does not mean that one should not exercise during pregnancy; appropriate exercise is absolutely necessary for a pregnant woman. While overly strenuous exercise can greatly affect the fetus, appropriate exercise is needed. For example, going outdoors to walk along a riverside with fresh air or in a forested area, breathing fresh air, and sunbathing under the clear blue sky to refresh the spirit (爽快) is very necessary. However, appropriate exercise is not limited to the outdoors. At home, doing a little of the usual chores or, for women with children, singing songs and spending time cheerfully with them is also good. In other words, as mentioned above, it is best to absolutely avoid excessive (過激) exercise such as long-distance travel, cold water bathing, or sea bathing.<151>

5.  Bowel Movements (便通) During Pregnancy

Regulating bowel movements is necessary. For women with constipation (便祕症), the hard stool can cause mechanical stimulation (機械的 刺戟) to the fetus, which is undesirable. Therefore, women with constipation should engage in appropriate exercise, drink cold water or cold milk every morning, and eat a little fruit after meals. If these methods do not yield results, using an enema (院腸) with saline solution (石鹽水) or glycerin (구리세린), or taking mild laxatives (綬下劑) is also good. However, taking strong purgatives (峻下劑) that cause severe diarrhea is necessary to avoid, as there is a risk of miscarriage (流産) during severe diarrhea.

6.  Urination (利尿) During Pregnancy

Urination (小便) requires attention even in normal times, and periodic urine tests are advisable. In early pregnancy, it is good to urinate frequently to prevent urine accumulation (蓄積). If too much urine accumulates, the pregnant uterus is prone to retroversion (後屆症).

7.  Cleanliness (淸潔) of the Pregnant Body

A pregnant woman should bathe frequently to keep her body and mind clean. Areas like the external genitalia (外陰部) tend to become uncomfortable due to excessive secretions (分泌過多) or discharge from the uterus. Therefore, washing frequently with lukewarm water (微溫湯) is good. However, sitz baths (坐浴) or foot baths (脚湯) carry a risk of miscarriage, so it is best to avoid them.

8.  The Pregnant Woman's Breasts (乳房)

The breasts should be washed well once daily with clean water, alcohol (酒精), or boric acid solution (硼酸水) to keep them clean. Efforts should be made for good breast development, and compressing (壓窄) the breasts is not good.

9.  Mental State (精神狀態)

This may vary depending on family circumstances (家庭形便) and surrounding situations (周圍事情), but maintaining constant calmness (安靜) is best. Do not tell first-time pregnant women that the delivery process (分挽經過) is difficult; always offer words of comfort (慰勞). Playing too hard, singing too cheerfully, worrying, or getting angry over unpleasant matters is not good. For example, reading too many interesting novels or getting absorbed in theater, leading to mental fatigue (疲勞), can weaken the nerves, causing insomnia (不眠症). Similarly, sleeping for too long due to mental fatigue is also not good.

10. Sexual Intercourse (房事) During Pregnancy

It goes without saying that sexual intercourse should be limited (制限) during pregnancy, but it should be strictly forbidden and caution exercised during the latter half of pregnancy.
The regimen during pregnancy as described above may sometimes interfere with the pregnancy's progress depending on the pregnant woman's daily habits (習慣), so it may not need special correction. However, one should avoid severe changes (變能) in mind and body, regulate food and drink, bowel movements, and sleep as much as possible, and be careful not to adversely affect fetal development and the mother's body (母體). (End)<152>

**Summary**

This 1935 article by Sŏk Kwi-gyŏng provides detailed advice for pregnant women on maintaining health and well-being. It covers common discomforts, dietary recommendations (avoiding stimulating foods, alcohol, strong tea/coffee, overeating), appropriate clothing (loose-fitting, warm, using an abdominal binder carefully), the importance of moderate exercise (walking, fresh air, avoiding strenuous activities), managing constipation, urinary habits, hygiene (bathing, genital care, breast care), maintaining mental calm (avoiding stress, excessive excitement or fatigue), and restricting sexual activity, especially late in pregnancy. The article emphasizes balancing daily habits with the needs of pregnancy to ensure healthy fetal development and maternal health. From a historical perspective, the article reflects the medical knowledge and societal expectations for pregnant women in colonial Korea during the 1930s. It blends practical, seemingly modern advice (hygiene, moderate exercise, diet) with traditional cautions (avoiding cold, specific movements like kneeling, concerns about miscarriage from baths or diarrhea) and addresses "modern new women's" fashion choices (tight clothing), offering insight into changing lifestyles and the dissemination of health information targeting women during that period.

**Named Entities**

石履慶	석리경	Sŏk Kwi-gyŏng
姙娠時라고 하야 운동을 하지 말나는 것은 안이나 適當한 운동을 姙婦에게 絶大 必要한 것이다. 넘우 심한 운동은 胎兒에게 큰 影響을 밋치겟으나 適當한 운동으로 例를 들어 말하자면 野外에 나가 空氣가 新鮮한 江邊 또는 森林이 만은 곳을 散步하며 新鮮한 空氣를 呼吸하고 蒼蒼한 하날노부터 나려 쏘이는 日光浴갓흔 것으로 精神을 爽快케 하는 것이 대단히 必要하다. 그러나 適當한 운동이라고 野外만 되는 것이 안이고 家庭에 잇서서도 平素에 하든 業務를 조금식 하든지 子女가 잇는 婦人은 子女를 다리고 노래불으며 즐겁게 지내는 것도 조흔 것이다. 다시 말하면 上述한 바와 갓치 長距離 旅行 또는 冷水浴 海水浴갓흔 過激한 운동만은 絶對로 하지 안는 것이 좃타.<151>

5. 姙娠時의 便通

便通에 調節이 必要한 것은 便祕症잇는 婦人은 胎兒에 구든 大便이 機械的 刺戟을 식혀 좃치 못한 일이 잇는 고로 便祕症잇는 婦人은 適當한 운동을 하고 每日 아츰 冷水와 冷中乳갓흔 것을 마시는 것과 其他 食後에는 果物을 조금식 먹는 것이 必要할 것이며 이런 方法을 다 하여도 効果를 엇지 못한 때에는 石鹽水 또는「구리세린」 등으로 院腸을 하든가 綬下劑의 藥品을 服用하는 것도 조흔대 峻下劑갓흔 심한 설사藥을 服用하면 설사가 심하게 되는 고로 설사할 때에 流産될 念慮가 잇음으로 峻下劑를 服用치 말 것이 必要하다.

6. 姙娠時의 利尿

小便(尿)는 平常時에라도 注意하여야 될 것인대 時時로 小便檢査를 하는 것이 조흘 것이고 姙娠初期에 잇서서는 小便이 蓄積되지 안토록 자조 尿를 排出하는 것이 조흔대 만일 小便이 넘우 多量으로 蓄種할 때에는 姙娠한 子宮이 後屆症이 되기가 쉬운 것이다.

7. 姙娠 身體의 淸潔

姙婦는 時時로 沐浴을 하여 身心을 淸潔이 하고 外陰部갓흔 곳은 分泌過多卵 子宮으로부터 나리는 이슬노 인하야 不快하여지기 쉬운 곳임으로 時時로 微溫湯으로 洗滌하는 것이 조흔대 坐浴 또는 脚湯 등은 流産될 念慮가 잇는 고로 이와 갓흔 것은 하지 안는 것이 좃타.

8. 姙婦의 乳房

乳房은 날마다 한 번식 淸水 또 酒精 硼酸水갓흔 것으로 잘 씻고 淸潔하게 함이 좃코 乳房에 發肉이 좃토록 힘쓰고 乳房을 壓窄하는 것은 좃치 못한 것이다.

9. 精神狀態

이것은 家庭形便과 周圍事情에 의하야 一定하지 못하겟으나 恒常 安靜함이 조흘 것이고 初姙婦에게 分挽經過가 힘든다는 것을 말하지 말고 恒常 慰勞의 말을 하고 넘우 깃게 논다든기 넘우 즐겁게 노래불으는 것이나 또는 마음에 근심되는 일이나 자기에게 좃치 못할 일이 잇어서 怒하든가 하는 것은 좃치 못할 것이며 例를 들어 말하면 자미잇는 小說이라고 하야 넘우 만이 보는가 혹은 劇場에 자미를 붓치는 등으로 精神이 疲勞하여지면 神經이 弱하여 져셔 不眠症이 생기든가 혹은 精神의 疫勞로 넘우 睡眠을 長時間하는 것 갓흔 것이 좃치 못한 것이다.

10. 姙娠時의 房事

姙娠 중에 房事를 制限하야 될 것은 물론이나 姙娠 後半期에 잇서서는 嚴重히 禁하고 注意할 것이다.
上述한 바와 갓흔 姙娠 중의 攝生은 姙婦의 日常習慣에 좃차서 其姙娠經過를 妨害하는 일도 없지 안은 고로 特別히 곳쳐야 되지는 안켓으나 精神과 身體에 심한 變能을 避하고 飮食物이라든지 便通 또는 睡眠 등을 되도록 調節하여 胎兒發育과 母體에 惡影響이 밋치지 안토록 注意하여야 될 것이다.(끗)<152>
<150-152>
