**Magazine Title:** 三千里 제2호
**Publication Date:** 1929년 09월 01일
**Article Title:** 裵龜子의 舞踊殿堂, 新堂理文化村의 舞踊硏究所 訪問記 (Pae Ku-ja's Dance Hall, A Visit to the Dance Research Institute in Sindang-ri Culture Village)
**Author:** [Not specified in text]
**Article Type:** 소식 (News/Report)

**Pae Ku-ja's Dance Hall, A Visit to the Dance Research Institute in Sindang-ri Culture Village**

"One, two, three. One, two, three. That's it, that's it! This time, Humoresque!"
No sooner had the words of dance teacher Pae Ku-ja (裵龜子) fallen than all the young women abruptly changed their posture from the dance called "Shine" and began to dance the "Humoresque." Indeed, they barely covered their lower bellies and breasts with thin silk gauze (羅沙). Revealing their white calves, like trimmed radishes, and arms without reservation, they twisted their slender bodies this way and that, uncontrollably contorting, then suddenly lifted a leg as if to kick the ceiling, gestured with their arms as if swimming, pushing them out jerkily, then quietly drew them back in, just dancing continuously.

Thus, in the spacious "dance hall" of 7 or 8 p'yŏng, covered with black leather, the light steps of the 8 or 9 young women simultaneously rose and fell, and the figures of the various girls dancing like butterflies changed in a thousand ways. While the dance music flowed repeatedly from the high-quality gramophone (蓄音器), the indoor air became filled with the scent of mature women's flesh, sweat, powder, and rouge, forming a strange, unique odor (臭氣) that drifted continuously with the July wind through the wide mountain valley of the Culture Village. At that moment, Pae Ku-ja's sharp voice called out again,
"Suk-cha! Lift your head a little! That's it! Sun-hŭi, pay attention to your toes! That's it, like that, like that... Do it like that!" she cried, diligently marking the beat with her hands. Just like Naomi's dance teacher in Tanizaki Jun'ichirō's (谷崎潤一郞) novel "Chijin no Ai" (痴人의愛).

Now, this dance called "Humoresque" is a kind of pantomime transformed into dance. The story is about a poor American youth who, clutching his hungry stomach daily, wandered the streets looking for work. That day too, failing to find employment, let alone a piece of bread or a sip of water, he returned home near dusk. His legs hurt so much that he collapsed onto a park bench by the roadside and fell asleep.
At that moment, unexpected beautiful girls appeared before his eyes, dancing gracefully over the grassy thicket. They brought him delicious fruits and rice cakes, caressed his hands, and showed affection. Overjoyed, he thought, "My spring has finally come!" and began to shrug his shoulders in a dance of joy. Just then, the bench tipped over on one corner, and he woke up. He cried out repeatedly in disappointment and anger,
"If only I hadn't dreamed! If only I hadn't dreamed!"
In fact, feeling hunger, cold, and resentment towards the world even more acutely than before dreaming, he finally made some firm resolution, clenched his fists, and dashed furiously from the spot.
Now, the section of the dance Pae Ku-ja is currently teaching depicts the very scene where the girls appeared before the poor youth's eyes. As it is expressed through dance, it's difficult to grasp immediately, but at times, the gesture of embracing something with both arms, and at other times, the mincing steps, walking with small, quick steps, look plausible. From the gramophone, still,
Da-ra-dan-dan-da. Da-ra-dan-dan-da— Da-ra-da-ra-dan-dan-da.

Pae Ku-ja, in a different sense than various women like Sin Il-sŏn (申一仙), Yun Sim-dŏk (尹心悳), or Ch'oe Sŭng-hŭi (崔勝喜), is nonetheless one of the well-known women. The fact that she became a "dancer" in the East Asian (東洋) performing arts troupe Ch'ŏnsŭng (天勝) at the age of nine, toured various countries in Europe and America (歐美 各國), and that there were loud rumors some time ago about her going to Germany (獨逸) to study dance, is very well known to the public.
After that, for some reason, she canceled her trip abroad and, together with her "lover" Mr. Hong (洪氏), established a dance research institute in the Sindang-ri (新堂理) Culture Village (文化村) outside Seoul City. She became the teacher herself, teaching dance and music daily to about ten Korean girls. Having heard two months prior that a "dance hall" had been built, on a Sunday in July, I got off the tram at the Sindang-ri (新黨里 - *sic*) stop and sought out the Western-style Culture Village in the southern mountain valley, thick with pine forests (松林). Butterflies flew about chaotically in the pumpkin and gourd patches, and in the flower garden (花園), bright red roses dazzled the eye.
Passing several Western-style houses built like villas with red roofs and blue pillars, I finally reached the house perched on the last hillock. When I knocked on the door (아-), the group of dancing girls, perhaps shy, suddenly hid behind the window. After a short while, Pae Ku-ja, wearing a ramie jeogori and a figured silk skirt (도리사치마), appeared smiling.
A slender figure, narrow cheeks, fine wrinkles on her forehead—none of these could make her conventionally beautiful,<43> but her balanced physique and bright eyes were like a flower in full bloom. She had the power to truly charm people.
"This must be the first dance hall in Korea. So, what have you named it?"
I asked. Rolling her eyes wide, she smiled brightly and said,
"Well... Maybe I'll just use my name and call it the Pae Ku-ja Dance Research Institute (裴龜子舞踊硏究所). I'm not sure yet."
"So, do you only teach dance?"
"No. To become a 'dancer,' one must have an ear for music, but more importantly, one must be able to sing. Therefore, I also teach vocal music. Isn't that good? And the children gathered here have mostly finished elementary school or dropped out of higher common school, so teaching musical notation or vocal music is quite easy."
"How many students are there in total?"
"About ten. Many more came, actually. From as far as Taegu (大邱) and P'yŏngyang (平孃), young women students with pretty faces and diligent studies, and even bus girls or female teachers... But I turned most of them away."
"Why?"
"Because they didn't have their parents' permission. And when they asked to commute while learning, I told them all to give it up."
"Parental permission is necessary, but why can't they commute to learn?"
"Because I fear for their conduct (風紀). They are all young women nearing marriageable age. What if something scandalous happens while they travel back and forth from such distant places? Especially since people already point fingers (손끄락질하다) at Pae Ku-ja, what would happen if I brought shame upon the precious daughters of other families? That's why my purpose is to accept only those women who will live together communally—eating and sleeping in this house where only women reside (except for our houseboy)—take responsibility for them, and produce fully-fledged dancers."
"Then what about the expenses?"
"We cover all the expenses. Clothing, food, everything..."
(Pointing to Mr. Hong sitting beside her) "This gentleman is providing several thousand won. So, after holding a performance in Seoul in a few months, the plan is to gather all the research students and take them to Japan (日本), America (美國), and Europe (歐羅巴). Isn't that good? To introduce Korean art to the world, too."
"Korean art?"
"Yes. Didn't Japan's Fujima Shizue (藤間靜江) create new dances by adding Western dance to traditional Japanese dance (日本舞踊)? Similarly, I want to add a little Western style to Korean dance and revive the brilliant Korean art for the modern era. Otherwise, what's the point of rushing into dance studies? So, I'm thinking of first trying to turn the 'Yŏmbul' (念佛 - Buddhist chant) into a dance. Isn't there a Yŏmbul tune in our folk songs? This is it." (She puts a record of the San Yŏmbul tune on the gramophone and plays it.) "I'm thinking of changing the title to 'Prayer' (祈禱) or 'Silence' (沈黙) and creating a new dance. But costumes are a problem. The Korean skirt (치마) is too monotonous for dance attire, and the solid colors are not ideal."
"That's a good idea. The effort to revive Korean dance. But it will require a lot of hard work. By the way, from whom did you learn dance?"
"First, when I went to New York, America, with the Ch'ŏnsŭng performing arts troupe, I studied professionally there for about three months. In Japan, I learned a bit from Takada Masao (高田雅夫) and Ishii Baku (石井漠). However, I prefer the brighter, freer <44> dance of Takada Masao over the classical dance of Ishii Baku. Both Ishii and Mr. Takada learned from the English teacher 'Rossi' (로시에), who was an instructor at the Tokyo Imperial Theater (東京帝國劇場), but their styles ended up differing due to their individual personalities."
"What is the schedule for learning dance?"
"We wake up around six every day, go to the dance hall, and first do 'ashi-narashi' (아시나라시 - foot/leg warm-up, from Japanese 足慣らし) to adjust our arms and legs. After doing that for about thirty minutes, we come in, read books, sing songs, teach musical notation, and then after breakfast, I teach dance for about an hour. Then we clean the rooms, make them wash their own clothes, do needlework, and then dance again in the late afternoon."
"What about age?"
"We accept from thirteen to twenty years old. Right now, we have girls from sixteen to nineteen. The research period is three months, but I worry if they'll be ready for performance by then."
"Is there a limit on the number of research students?"
"Due to the dance hall size, we can train up to twenty. We also have plans to build the hall out of barracks (빠락크) in the future, but anyway, we absolutely must hire a professional musician (音樂師). As for instruments, they say there's a Victor record player (삑타레코-드 - Victrola?) available for 1,900 won. We plan to buy that."
I wanted to hear more about Pae Ku-ja's artistic views, especially her reform plans for Korean dance, and also her views on life, but the research students had gathered in the dance hall and seemed to have been waiting for their teacher for a long time, so I decided to leave. As a final word, Ms. Pae said,
"Dancer, dancer—people think it's a very romantic and luxurious life. But becoming a complete dancer requires an extraordinary amount of painful effort, so I wish young girls wouldn't jump into it without understanding. Of course, women who have a truly firm resolve and are confident in their face, figure, and vocal volume (聲量) are welcome."
She showed a determined air.
This dance institute is still in its nascent stage (胎生期). There's no doubt it's necessary for Korean society, but to what extent it will be introduced to the world is still unknown, so I merely end this by reporting what I saw during my visit. After I left, it seemed the "Shine" dance started again inside the dance hall, as sounds of feet scuffing the floor (밋바닥) and the carefree laughter of the girls burst out. The sun had passed its zenith. As I reached the village entrance and looked back, the red Western-style house of the research institute looked like some mysterious ancient castle (古城) from a fairy tale. <45>

**Summary**

This 1929 article reports on a visit to the newly established Pae Ku-ja Dance Research Institute in the Sindang-ri Culture Village near Seoul. It describes the intensive training of about ten young women in Western-style dances like "Shine" and "Humoresque," under the strict guidance of Pae Ku-ja, a former international performer. Pae discusses her ambitions to create professional dancers, her rules requiring communal living to protect the students' reputations, and her artistic vision of revitalizing Korean traditional dance by incorporating Western techniques, citing Japan's Fujima Shizue as inspiration and planning a dance based on the Korean "Yŏmbul" chant. The article touches upon the financial backing by her partner, Mr. Hong, the daily schedule, plans for future expansion and international tours, and Pae's cautionary words about the hardships of a dancer's life.

From a historical perspective, the article is significant as it documents the nascent stage of modern dance institutions in colonial Korea, spearheaded by a female artist. It reveals the direct influence of Western and Japanese modern dance figures (Rossi, Takada, Ishii) and performance styles on Korean artists. Furthermore, it highlights the aspirations of Koreans like Pae Ku-ja to modernize and globally promote their own artistic traditions amidst colonial constraints, while also reflecting the societal scrutiny and moral concerns surrounding women pursuing careers in the performing arts during that era. The mention of the "Culture Village" also points to contemporary urban development trends.

**Named Entities**

裵龜子	배구자	Pae Ku-ja
곤치지요	고치지요	Adjust, fix (Older spelling of 고치지요 + 지요 ending)
하다가는	하다가는	After doing (something for a while)...
드러와	들어와	Coming in (Older spelling of 들어와)
부르고	부르고	Singing, calling
가르켜주고	가르쳐주고	Teaching (Older spelling of 가르쳐주고)
빨내	빨래	Laundry (Older spelling of 빨래)
식히고	시키고	Making (someone do), ordering (Older spelling of 시키고)
바는질	바느질	Needlework (Older spelling of 바느질)
녁에	녘에	Around (time of day), e.g., 석양녘에 - around sunset (Older spelling)
밧지요	받지요	Accept, receive (Older spelling of 받지요 + 지요 ending)
자리로부터	살부터	From (age) years old (Older construction/spelling)
잇지요	있지요	There are (Older spelling of 있지요)
긔간	기간	Period, duration (Older spelling)
될넌지요	될는지요	I wonder if it will become/be possible (Older ending)
업서요	없어요	There isn't any (Older spelling of 없어요)
양성할	양성할	To train, cultivate
예뎡	예정	Plan, schedule (Older spelling)
아모리 하여도	아무리 하여도	No matter what, anyway
두어야	두어야	Must place, must hire/keep
하겟서요	하겠어요	Will have to, must (Older spelling of 하겠어요)
삑타레코-드	빅터 레코드	Victor Record (Player) / Victrola (Brand name/loanword, older transcription)
사오려고	사 오려고	Intending to buy (and bring back)
드르려하다가	들으려 하다가	While intending/trying to listen (Older spelling of 들으려 하다가)
몰켜서서	몰려서서	Gathering and standing (Older spelling of 몰려서서)
오래인	오래인	Being long (time)
마즈막에	마지막에	At the end, finally (Older spelling of 마지막에)
로맨틱하고	로맨틱하고	Being romantic, and...
잇는 것가치	있는 것같이	As if it is (Older spelling of 같이)
아니니	아니니	Because it is not
덤비어 지오지 말엇스면	덤벼들지 말았으면	Wish (they) wouldn't rush into it (Older construction/spelling)
조켓서요	좋겠어요	It would be good (Older spelling of 좋겠어요)
아조	아주	Very, completely (Older spelling of 아주)
굿고	굳고	Being firm, resolute (Older spelling of 굳고)
몸맵시나	몸매나	Figure, body shape (Older spelling of 몸매)
녀자면야	여자면야	If it's a woman (Older form of 여자라면야)
긔색	기색	Look, air, expression
胎生期	태생기	Nascent stage, embryonic period
틀님업스나	틀림없으나	Undoubtedly, although it's certain (Older spelling of 틀림없으나)
끄처둔다	그쳐둔다	Stop at, limit to
밋바닥	밑바닥	Floor, bottom surface (Older spelling of 밑바닥)
굴느는	구르는	Rolling (Older spelling of 구르는)
우슴소리	웃음소리	Sound of laughter (Older spelling of 웃음소리)
도리켜다보니	돌이켜다보니	Looking back (Older spelling of 돌이켜보니)
고성가치	고성같이	Like an ancient castle (Older spelling of 같이)


---------------------------


잡지명	삼천리 제2호
발행일	1929년 09월 01일
기사제목	裵龜子의 舞踊殿堂, 新堂理文化村의 舞踊硏究所 訪問記
기사형태	소식

裵龜子의 舞踊殿堂, 新堂理文化村의 舞踊硏究所 訪問記
「원. 투. 트리. 원. 투. 트리. 올치올치 이번에는 유-모레스크!」
무용교사 裴龜子의 말소리가 뚝 떠러지기 밧부게 모든 색시들은 「샤인」이라는 춤에서 갑작히 자세를 變하여 「유모레스크」란 춤을 추기 시작한다. 실로 그네둘은 아랫배와 젓가슴을 겨우 엶은 羅沙로 가리엇다 할가. 깍근 무가튼 하얀 두 종강이와 팔을 앗김업시 드러내노코 가는몸을 이 비빗틀 저리 빗틀 못견듸게 비트다가는 와락 다리를 드러 텬정을 차는 시늉도 하며 팔을 헤염을 치듯 쭝기쭝기 내어젓기도 하다가 다시 고요히 끄으려 드리면서 춤만 작고 춘다.
이리하야 7, 8坪되는 거문가죽을 깐 그너른 「딴스홀」속에는 8, 9명되는 색시들의 일시에 밟은 가비여운 「스텝」소리가 놉헛다 나젓다하며 또 나비가치 춤추는 여러 소녀의 자태가 千變萬化하고잇다. 고도의 蓄音器로 부터는 무용곡이 여러번 흘러나와 되푸리하고 잇는 사이에 실내에는 爛熟한 여성의 살냄새와 땀냄새와 분과 연지 내음새가 이상한 一種 臭氣가 되어서 文化村의 그 너른 산골로 7월의 바람을 타고 작고 흐터지고 잇섯다. 그럴때에 裴龜子의 날카로운 목소리로 또
「淑子! 고개를 조금 치켜들고! 올치 올하. 順姬도 발끗을 주의하고 올치 그러케 그러케... ... 그 모양으로 하란 말이야!」하는 소리가 떠러지며 저는 손으로 박자를 열심히 마추고 잇다. 마치 谷崎潤一郞의 소설 「痴人의愛」속에 나오는 「나오미」의 무용교사모양으로.

그런데 이「유모레스크」란 딴스는 一種無言劇을 무용화한 것이다. 그 내용은 엇든 가난한 美國 쳥년이 날마다 주우린 배를 움키어 쥐고 길거리로 일자리를 차저 다녓스나 그날도 취직은 고사하고 빵한조각 물한목음 엇어 먹지 못하고 해 질 림박에 집으로 도라 오다가 다리가 너무 압허서 길가 공원뺀치에 쓰러저 그만 잠이 들어버렸다.
그럴 때에 그의 눈 압헤는 뜻하지 아니한 아름다운 소녀들이 그 숩풀밧 우으로 너울너울 춤 추며 날아 오더니 맛나는 과일과 떡도 갓다주고 손도 어르만저주며 사랑하는 표정을 보인다. 그는 깁부어서 「인제 나의 봄이 왓구나!」하고 억개춤을 웃줄웃줄 추랴들때에 그만 의자가 한 쪽모통이에 쓰러지면서 잠을 깨고 말엇다. 그는
「꿈이나 꾸지 말엇던들. 꿈이나 꾸지 말엇던들!」
하고 서운하고 분한 생각에 작고 부르짓는다. 실상 꿈꾸기 전보다 더 주우림과 추위와 세상에 대한 원한을 늣긴 터이라 마츰내 엇든 단단한 결심을 하고 두주먹을 봀€르지면서 그는 憤然히 그 자리에서 내닷는다.
그런데 지금 배구자가 가르키고 잇는 그 무용의 一節이 바로 가난한 그 쳥년의 눈압흐로 소녀들이 나타나든 그때 광경이라. 무용으로 표현하는 것이 되어서 얼는 알아보기 어려우나 엇든때는 두 팔로 무엇을 끼어안는 시늉을 하는 것과 또 엇든때는 잰재리거름으로 오종종하게 것는 것이 그럴뜻 하게 보이기도 한다. 축음기에서는 여전히
다라단단다. 다라단단다― 다라다라단단다.

배구자는 申一仙이나 尹心悳이나 崔勝喜가튼 여러 여성과도 다른 의미로 엇재뜬 일홈이 놉흔 여자중의 한사람이니 그가 아홉살때부터 東洋的 曲藝團인 天勝一行의 「딴사-」가 되어 歐美 各國을 巡遊하다가 얼마전에 獨逸로 무용연구를 간다고 소문이 놉든 사실은 세상에서 너무 잘 아는 일이다.
그 뒤에 그는 무슨 까닭인지 洋行을 중지하고 그의 「라버-」 洪氏와 더부려 서울市外 新堂里 文化村에다가 무용연구소를 창설하여 노코 제가 교사가되어 조선소녀 십여명에게 날마다 춤과 음악을 가르키고 잇다. 나는 두달전부터 「딴스홀」이 되엇다는 말을 듯고 7월어느 일요일에 新黨里 정류장에서 뎐차를 버리고 松林이 욱어진 남쪽 산골우 洋風으로 된 그 文化村을 차진터이다. 호박밧과 외밧헤는 나비들이 어지럽게 날고 꼿팔기 花園에는 빗치 빨간 쟝미꼿이 사람의 눈살을 부시게 하고 잇섯다.
별장풍으로 빨간 집웅에 푸른기둥으로 지은 여러 양옥을 지나 맨나종에 든덕에 올라선 집 또 아-를 두드리니 춤추든 소녀의 무리는 붓그러운지 창뒤에 갑작히 숨으며 조곰 잇다가 모시적삼에 도리사치마를 입은 裴龜子가 우스면서 나타난다.
호리호리한 키. 좁은볼. 이마에진 가느다란 주름살 모든 것이 그러케 미인이라 할 수 업스나＜43＞ 均齋된 육체와 영채잇는 눈이 바야으로 핀 한 떨기 꼿이라. 사람을 참잉식히는 힘이 잇섯다.
「딴스홀은 조선에 처음일걸요. 그래 일홈은 대체 무에라고 하섯서요?」
하고 무르니 그는 눈을 크게 떠들들 굴니다가 방긋 우스며
「글세요. 제 일홈을 따다가 裴龜子舞踊硏究所라고나 할가요. 잘 모르겟서요.」
「그러면 舞踊만 가르키서요.」
「아녀요.「딴사-」가 되자면 음악을 듯는 귀도 가져야 하겟지만 그 보다도 제가 노래를 하여야 하니까요. 그러기에 성악도 가르키고 잇서요. 그것이 조치 안어요? 그러고 여기에 모여온 아히들은 대개 보통학교를 마첫거나 고등보통학교를 다니다가 나온 이가 만하서 曲譜나 성악을 가르치기가 퍽 쉬워요.」
「모도 연구생은 얼마나 되서요.」
「십여명. 오기는 퍽 만히 왓서요. 저 大邱에서도 平孃에서도 얼골도 얌전하고 공부도 착실히한 여학생들이 그러고 뻐스껄이나 여교원들까지도... 그레치만 대개는 돌려보
「웨요?」 내엇지요.」
「부모의 승낙이 업스니까. 그러고 밧게서 단니며 배우겟다고 하기에 다 그만 두라고 하엿서「부모의 승락은 필요하겟지만 다니며 배요.」우는 것이야 웨 안되엇서요.」
「風紀가 무서우니깐요. 모다 시집갈 나이 각가운 처녀들인데 그러케 먼 굿으로 通來하는 사이에 變이 나면 엇더케해요. 갓득이나 배구자라하면 세상에서 손끄락질하는 터인데 남의 집 귀한 따님들에게까지 누를 까치면 엇더케 하게요. 그러기에 여자들만 잇는(우리 하스는 내노코요)이 집에서 자고 먹고 共通生活할 그런 여자들만 밧어서 책임지고 한 사람압의 무용가를 맨들어 낼 목적이야요.」
「그러면 비용은요?」
「비용은 다 우리가 담당하지요. 입히고 멕이고 모도 모도... ...」
그 돈은 이 분이 수천원은 내신다니까(하면서 겻헤 안진 洪氏를 가르친다.) 그래서 수개월 뒤에 서울에서 공연을 한번 하고는 연구생들을 모다 모아 끄을고 日本으로 美國으로 歐羅巴로 갈 작정이람니다. 그것이 조치 안어요. 조선예술도 세계에 소개하구요.」
「조선예술?」
「네. 저는 日本의 藤間靜江이가 고유의 日本舞踊에다가 西洋딴스를 가미하여 새로운 춤을 지어내지 안엇서요. 그 모양으로 저도 조선춤에다가 洋式을 조곰 끼어너허서 빗잇든 그 조선예술을 시대적으로 부흥식히고 십담니다. 러치 안으면야 불이야 불이야 춤공부가 무에 임니까. 그래서 저는 처음으로 「念佛」을 무용화해보려고 생각하는 중이람니다. 우리 민요에 웨요 念佛曲이란 것이 잇지안어요. 바로 이거야요.(하며 山念佛曲을 축음기에 너허 튼다.) 이것을 제목을 「祈禱」 혹은 「沈黙」이라고 곤치어서 새 무용을 하나 만들어 보려고 하는데요. 그러나 의상이 문제야요. 조선치마는 춤옷으로는 너무 단조하고 그러고 순색인 것이 덜 조와요.」
「조흔 생각임니다. 조선춤을 복흥하자는 노력이. 그러나 퍽 애를 쓰서야 할걸요. 그런데 누구한태서 춤을 배우섯서요.」
「처음에 天勝의 곡예단을 따라 美國 뉴-욕에 갓다가 그곳에서 약 석달 동안을 전문으로 배웟고 日本와서는 高田雅夫와 石井漠에게서 좀 배웟서요. 그러치만 저는 클라식한 石井漠의 무용보다는 좀 밝고 자유스러운＜44＞ 高田雅夫의 춤이 조와요. 石井이나 高田氏도 모다 東京帝國劇場의 교사로 나와 잇든 英國사람 「로시에」에게서 배웟지만 개성의 차이로 결국 그러케 달러지드구만요.」
「춤을 배우는 시간은 엇더한가요.」
「날마다 여섯시쯤에 이러나서 딴스홀에 나가 몬저 「아시나라시」라고 팔과 다리를 곤치지요. 그걸 한 삼십분하다가는 드러와 글도 읽고 노래도 부르고 曲譜도 가르켜주고 그러고는 조반먹고 딴스를 한 시간동안 가르치다가 방도 치고 제입든 옷을 빨내도 식히고 바는질도 식히고 그러고는 석양녁에 또 딴스하지요.」
「年齡은.」
「열세살부터 스무살까지 밧지요. 지금은 열여섯자리로부터 열아홉살짜리까지 잇지요. 연구긔간은 삼개월이지만은 공연하도록까지 그동안에 될넌지요. 근심되어요.」
「연구생 인원은 제한이 업서요.」
「딴스홀관계로 스무명까지는 양성할 수 잇서요. 장차 홀을 빠락크로 지을 예뎡도 가지고 잇지만은 그러고요 아모리 하여도 전문하는 音樂師를 두어야 하겟서요. 악기는 1,900원만 주면 삑타레코-드가 잇다니까요. 그걸 사오려고 합니다.」
나는 裴龜子의 예술관 특히 조선무용에 대한 개혁안과 또 인생관들을 더 드르려하다가 연구생들이 딴스홀에 몰켜서서 선생이 나오기를 기다린지 오래인 모양임으로 그대로 나오기로 하엿다. 裴氏는 마즈막에
「딴사. 딴사하면 몹시 로맨틱하고 호화로운 생활을 할 수 잇는 것가치 생각되지만요. 한 개의 완전한 딴사가 되자면 여간 괴로운 힘이 드는 것이 아니니 철모르고 소녀들이 덤비어 지오지 말엇스면 조켓서요. 아조 결심이 굿고 얼골이나 몸맵시나 聲量에 자신이 잇는 녀자면야 환영하지만은.」
하고 무엇인가 다지는 긔색을 보인다.
이 무용소는 아직 胎生期에 잇다 할 것이다. 조선사회에 필요한 것임에는 틀님업스나 어느 정도로 세상에 소개할 것인지 아직 몰라서 나는 다만 방문한 그대로를 기사로 함에 끄처둔다. 내가 나온 뒤에 그 딴스홀 속에서는 다시 샤인이라는 딴스가 시작되는 모양으로 밋바닥을 굴느는 소리와 아모 근심업시 웃는 소녀의 우슴소리가 터저나온다. 해는 자정을 넘엇다. 동구압까지 나오다가 도리켜다보니 그 연구소의 빨간 양옥집이 마치 동화에 나오는 무슨 신비한 古城가치 보이엿다. ＜45＞
＜43-45＞
