잡지명	개벽 제1호
발행일	1920년 06월 25일
기사제목	宇宙開闢說의 古今 (Ancient and Modern Theories of the Universe's Creation)
필자	朴庸淮
기사형태	논설 (Editorial/Essay)

宇宙開闢說의 古今
						朴庸淮

That astronomy instills in humans a sense of reverence and sublimity, cuts off thoughts of petty selfishness, and allows one to be embraced by the bosom of infinite and limitless divine contemplation, can be called a kind of religious solace that this field gives us. Try this: at a time of quiet night with no people, place yourself upon Myogodae (妙高臺) and calmly gaze up at the sky. Countless stars are brilliantly hung in the blue expanse, giving me a mystery without words or text. Whenever our thoughts touch upon this great problem called the universe, we cannot help but feel a kind of wondrous sensation. That sun does not violate the four seasons, the moon and the earth—always staying within their bounds, and star after star traverses the blue sky with structure. How grand! Within this limitless and infinite universe, countless celestial bodies like our sun each form their own systems and revolve in an orderly manner; no matter how we try, we cannot suppress a feeling of infinite sublimity towards this. Even just considering the planets revolving around our solar system, there are Mercury, Venus, Mars, Jupiter, Saturn, Uranus, Neptune, etc., and the Earth where we dwell; there are also satellites revolving around these stars; there are comets; there are meteors flying through the infinite void; accordingly, counting the other countless fixed stars, nebulae, etc., there is truly no limit. When we observe such countless stars occupying their places in this space, maintaining order, and performing public and private revolutions, we cannot help but be greatly astonished, startled, and filled with great doubt and wonder.

In response to this, exploring how our ancient ancestors observed this great universe with their simple thoughts is quite an interesting and also beneficial task. Originally, the simple <75> populace of ancient times did not know the creation and beginning of the universe through methods like experience or reasoning based on logic; they merely felt the infinite and limitless awe-inspiring power of this universe and did nothing more than believe in it. Therefore, the ancient people's theories of the creation of heaven and earth were a kind of mythology.

Now, if we pursue the traces of how the peoples of various foreign countries thought about the theory of the creation of the universe:

1.  In Israelite mythology, it is said that the universe and the world were the creation of God Jehovah. According to what is recorded in its holy scripture, Genesis: "In the beginning, God created the heavens and the earth. At that time, the earth was a formless, empty, dark abyss. God covered the face with the spirit-water and separated light and darkness. Thus, God named the light Day and the darkness Night; this was the first day of creation. God said, 'Let there be an expanse in the midst of the water to separate water from water.' Thereupon, God made the expanse and separated the water below the expanse from the water above the expanse, just as it appears today. God then named the expanse Heaven; this was the second day of creation." Just like this, He created heaven and earth, made dry land appear in the midst of the water to create the Earth, gathered the water to create the Sea, and created plants on the Earth; this was the third day. On the fourth day, He created the sun and moon to illuminate the Earth. On the fifth day, He brought forth birds and fish. On the sixth day, He created beasts such as insects and domestic animals, and finally, He created two people, male and female.

Norse (Scandinavian) mythology: In the beginning, the world was divided into two realms, the realm of ice and cold, and the realm of scorching heat. There was an "unfathomable" spirit that raised a magic wind, causing snowflakes to fly from the realm of ice and cold to form a giant demon, which was named Ymir (이ㅣ밀). At this time, there was nothing called heaven, earth, day, or night. The snow from the realm of ice and cold melted to become a giant cow, which nourished Ymir with the river of milk flowing from it. However, from within the rocks, a giant god named Búri (불루) appeared, killed the demon Ymir, and threw him into the air. Ymir's flesh became the plains, his bones the mountains, his hair the forests, his teeth the rocks, his blood the great sea, and his brain the sky. At the North Pole, there was also a monstrous bird that stirred up wind and waves. Divine beings threw fragments of fire from the southern realm of scorching heat to create the world's fire; the sun and moon are precisely this.

Indian mythology: The body of a god called Brahma (梵天) is said to have given birth to the universe and the Earth. That is, Brahma's head became the heavens, his feet the earth, his heart the moon, and his eyes the sun. Then, from his mouth, the two gods Indra (因陀羅) and Agni (阿耆尼) were born; from their breath, the air was born; and finally <76> from his mouth, the Brahmins (僧侶 - priests), from his arms, the Kshatriyas (刹帝利 - warriors), from his belly, the Vaishyas (畎舍 - merchants), and from his legs, the Shudras (首陀 - slaves) – the four castes – were born.

Chinese mythology: In the beginning, the universe was like a chaotic chicken egg. The clear part rose to become Heaven, and the turbid part descended to become Earth. Pangu (盤古氏) was born in the middle. When Pangu died, his breath became wind and clouds, his voice thunder, his left eye the sun, his right eye the moon, his four limbs and five body parts the four corners and five sacred mountains, his blood the rivers, his sinews and veins the earth's geography, his muscles the fields, his hair the stars, his skin and fur the grass and trees, his essence and marrow pearls and jade, and his flowing sweat the rain and dew. Later, Gonggong (共工氏) fought with Nüwa (女媧氏) and, upon being defeated, struck his head against Mount Buzhou (不周山), breaking the pillar of Heaven and severing the cord of Earth. As the universe collapsed, Nüwa mended the heavens with five-colored stones and repaired the earth with the feet of the giant turtle Ao (鰲).

As seen above, the simple people of ancient times did not view the creation of the universe as a natural phenomenon or the manifestation of force, but considered it the work of sacred gods or divine beings and revered it as such. However, as civilization developed, people stopped believing such legendary accounts and sought to clarify the mystery of the universe through reasoned investigation; this is precisely the ancient Greek philosophers' theory of the origin of the universe.

Let us glance at how Greek scholars investigated the creation of the universe:

Thales (타ㅣ레쓰), the founder of Greek philosophy, lived around 600 BC; he stated that the origin of heaven, earth, and all things is water. Anaximander (아나크식만텔쓰) called the origin of the universe the boundless ("Apeiron" - 아빠이론); that is, the origin of all things is born from the solid, boundless "Apeiron." The "Apeiron" possesses the qualities of cold, warm, dry, and wet. Its wet and cold part was enveloped by warm fire, and later that fire fragmented to become the various stars of the celestial bodies. Also, its wet and cold part was evaporated by the fire, leading to the separation of water and land. Furthermore, our human race initially lived in water like fish and shellfish, gradually emerging onto land to form today's physique. Besides these, there were Anaximenes' (아나키시메네쓰) theory of air, Heraclitus' (헤라크라일쓰) theory of fire, the Eleatic (여레야) school's theory of love and hate, the Pythagorean (빠자코라쓰) school's theory of number and principle, etc., each seeking to clarify the origin of the universe. But with the arrival of Democritus (떼모크리타쓰), these various theories were synthesized, marking a new epoch in Greek philosophers' cosmology.

According to Democritus' theory, in the beginning of the universe, there were indivisible <77> atoms. Similar atoms gathered together, with the large and heavy ones moving towards the center and the small and light ones towards the periphery, thus forming a cluster, which was named a world. Since space is infinite, the atoms within it are also infinite, consequently creating infinite solid bodies and countless worlds. As for Eastern philosophers, there were Earth theorists (地論師) who considered earth the origin of the universe, Water theorists (水論師) who viewed it as water, Fire theorists (火論師) who viewed it as fire, and Wind theorists (風論師) who viewed it as wind, their theories differing respectively. However, the modern theory of the universe's creation started entirely with scientific reasoning methods, leading to the creation of completely new doctrines.

Herschel (하ㅣ씨엘) stated that among the celestial bodies of the universe, the state of countless celestial bodies—that is, the stars' transformation, reflection, and emission—is exactly similar to the state of a forest. He thought that when we enter a forest and look around, on the ground, there are plant seeds just beginning to sprout, others that have budded but not yet grown much, large trees towering towards the sky, and also some that have already withered, leaving their form only as timber. Such myriad forms, waxing and waning, flourishing and declining, are hardly different from human rise and fall. This is the state of the celestial bodies. Among those distant celestial bodies, there are those currently in their prime, those already declined, those just about to be born, those newly born, etc., their nature not differing in the slightest from the state of a forest.

Now, it is a fact that many planetary systems exist within the universe, but is that planetary system truly an accidental aggregation or not? Looking at the relationship regarding the planetary system, the orderly arrangement without the slightest disorder is simply astonishing. It is utterly unthinkable that such a system was created accidentally or instantaneously; there is no other way but to consider it as something that gradually developed and progressed over eternal ages.

Mr. Haeckel's (헷겔) cosmology presented the following view of the universe as the latest, most advanced doctrine. According to his theory:
One. The universe is eternal, infinite, without boundary.
Two. The substance of the universe has the two attributes of matter and force, fills infinite space, and performs eternal motion.
Three. This eternal motion is continuous, uninterrupted evolution, undergoing periodic changes from life to death, development to degeneration, existing in infinite time.
Four. The countless bodies in the "ether" (에데루) pervading space all obey the same <78> law of substance. That is, just as one body circulating in one part of space slowly approaches destruction and separation, simultaneously, a body in another part slowly moves towards the new life of evolution.
Five. Our solar system's sun is also one such body that will eventually be destroyed, and our Earth is likewise merely one transient star revolving around countless existing suns like it.

From the above discussion, the infinity and eternity of the universe are roughly understood, but regarding the specifics of fixed stars and planetary systems, it cannot be said that this has been fully explained. Here, Laplace's (라뿌라쓰) nebular hypothesis is sufficient to provide supplementation. Moreover, since he established his theory with the help of mathematics and physics, its reasoning is considered almost exact and cannot be distrusted. According to his theory:
One. In the beginning, our solar system, whether the sun or other planets, all existed in a state of nebula (星霧).
Two. This nebula was like a gas cloud, hotter than the current sun.
Three. This gas cloud, due to its own gravitational action, became spherical while rotating. The reason the nebula started rotating was that the motion of its various parts was uneven; as it gradually contracted, like water draining from a funnel forming a vortex, it became spherical, and the speed of rotation increased with the contraction of volume.
Four. As the spherical nebula rotated, its poles became flattened. Then, as the speed of motion increased, due to the equivalence of centrifugal and centripetal forces at the nebula's equator, similar to Saturn's rings today, a nebular ring first formed.
Five. While the nebular equatorial ring shared motion with the spherical nebula, the various parts that broke off midway, having slightly different speeds from the spherical nebula, gathered separately and eventually formed another spherical nebula.
Six. The sphere separated from the spherical nebula's equatorial ring, its speed of motion eventually becoming slower on the inside than the outside, thereby generating rotation while also orbiting.
Seven. The separated planets, through the same procedure, produced satellites.

The above is the famous nebular hypothesis of Laplace. In summary, it can be fully explained that within the universe, the fixed stars, star clusters, and other celestial bodies connected to space came from nebulae, as described above.
Modern science has generally viewed the creation of the universe based on the reasons outlined above. <79>

**Summary**

The article "Ancient and Modern Theories of the Universe's Creation" by Pak Yong-hwae, published in the first issue of *Kaebyŏk* (1920), surveys cosmological views ranging from ancient myths (Israelite, Norse, Indian, Chinese) and Greek philosophy (Thales, Anaximander, Democritus) to modern scientific theories (Herschel, Haeckel, Laplace). It contrasts early mythological explanations attributing creation to divine beings with philosophical inquiries into fundamental substances (water, air, atoms) and culminates in contemporary scientific models like the nebular hypothesis, emphasizing an evolutionary, ordered, and vast universe governed by natural laws. From a colonial history perspective, the article is interesting as it appears in *Kaebyŏk*, a magazine central to Korean intellectual life under Japanese rule. Its engagement with universal scientific knowledge, placing Western science (Laplace, Haeckel) as the modern endpoint after surveying global traditions, reflects the era's drive to understand and adopt modernity. Historians might find it significant that amidst colonial subjugation, Korean intellectuals were exploring grand cosmological questions, implicitly asserting intellectual equality and engaging with global currents of thought, potentially as a form of cultural resistance or nation-building through knowledge.

**Named Entities**

朴庸淮	박용회	Pak Yong-hwae
此에서	차에서	From this
一團	일단	One group; one cluster
世界	세계	World
無限한즉	무한한즉	Since it is infinite
從하야	종하여	Consequently; following from that (older spelling)
固體	고체	Solid body
造할 者이라	조할 자이라	Is that which will create (older future form)
東洋	동양	East; Orient
哲學者	철학자	Philosopher
地論師	지론사	Earth theorist
水論師	수론사	Water theorist
火論師	화론사	Fire theorist
風論師	풍론사	Wind theorist
不一致하엿다	불일치하였다	Did not match; were inconsistent (older spelling)
現代	현대	Modern times; contemporary era
全혀	전혀	Entirely; completely (older spelling)
科學的	과학적	Scientific
推理方法	추리방법	Method of reasoning
起頭하야	기두하여	Starting; beginning (older spelling)
嶄新한	참신한	Novel; fresh; brand new
學說	학설	Doctrine; theory
創造함에 至하엿섯다	창조함에 이르렀었다	Reached the point of creating (older past perfective form)
轉變暎發하는	전변영발하는	Transforming, reflecting, and emitting
狀態	상태	State; condition
恰然히	흡연히	Exactly; just like
相似라	상사라	Is similar (older predicative form)
思하되	생각하되	Thinking that... (older conjunctive form)
四邊	사변	Four sides; surroundings
顧하면	고하면	If one looks around
土上에는	토상에는	On the ground
植物	식물	Plant
種子	종자	Seed
發芽하는	발아하는	Sprouting; germinating
發嫩하야	발눈하여	Budding (older spelling/term)
生育치 못한 者	생육치 못한 자	One that has not grown much
亭亭히	정정히	Toweringly; loftily
摩하는	마하는	Touching; brushing against
大木	대목	Large tree
或은	혹은	Or; perhaps
旣히	이미	Already
枯槁하야	고고하여	Having withered (older spelling)
木材로	목재로	As timber/wood
遺한 者	유한 자	One that has left behind
千態萬象	천태만상	Myriad forms and shapes
榮枯盛衰	영고성쇠	Flourishing and declining, waxing and waning
殆히	태히	Hardly; scarcely
人間	인간	Human
凋落繁榮	조락번영	Decline and prosperity
不異한 者ㅣ	불이한 자	That which is not different
渺渺한	묘묘한	Distant; vast; boundless
方在盛旺 中에	방재성왕 중에	In the midst of its prime/peak
旣히 衰한 者	기히 쇠한 자	One that has already declined
正히 生코저 하는 者	정히 생코자 하는 자	One just about to be born
新히 生한 者	신히 생한 자	One newly born
其趣가	기취가	Its nature; its aspect
毫末도	호말도	Not even in the slightest (lit. tip of a hair)
果然	과연	Indeed; truly
偶然	우연	Accident; chance
集合	집합	Aggregation; gathering
否이냐	부이냐	Or not? (Is it...or not?)
關係	관계	Relationship; connection
秩序整然히	질서정연히	Orderly and systematically
一毫不亂함은	일호불란함은	Being without the slightest disorder
驚異할 뿐인데	경이할 뿐인데	Is merely astonishing, but...
卽時에	즉시에	Instantly; immediately
作成된 者	작성된 자	That which was created/made
到底	도저히	Utterly; absolutely (usually with negative)
思唯키	사유키	To think; to conceive (older infinitive form)
永久한	영구한	Eternal; permanent
歲月	세월	Time; years and months
漸次	점차	Gradually
發達	발달	Development; progress
進步한 者라	진보한 자라	That which has progressed/advanced (older form)
思考할 수 外에	사고할 수 외에	Other than being able to think
他道가 업다	타도가 없다	There is no other way
最新	최신	Latest; newest
進步한	진보한	Advanced; progressed
左와 如한	좌와 여한	As follows (lit. like the left)
宇宙觀	우주관	View of the universe; cosmology
發表하엿는대	발표하였는데	Announced; published (older spelling)
其說에 曰	기설에 왈	In his theory, it says (Classical Chinese influenced phrasing)
永久	영구	Eternity; permanence
無際會니라	무제회니라	Without boundary (older ending, possibly typo for 無際涯 - boundless)
本體	본체	Substance; essence
物質	물질	Matter; substance
力	역	Force; power
屬性	속성	Attribute; property
彌漫한	미만한	Pervading; filling
運動	운동	Motion; movement
連續不斷	연속부단	Continuous and uninterrupted
進化	진화	Evolution
生으로부터 死	생으로부터 사	From life to death
退化라 하는	퇴화라 하는	Called degeneration/devolution
定期的	정기적	Periodic; regular
變化	변화	Change; transformation
存在하나니라	존재하나니라	Exists (older narrative ending)
同一한	동일한	Same; identical
本體律	본체율	Law of substance
服從하나니	복종하나니	Obeys (older form)
一部分	일부분	One part
循環하는	순환하는	Circulating; revolving
破壤分離	파양분리	Destruction and separation
近하야 가면서	근하여 가면서	While approaching (older form)
共히	공히	Together with; simultaneously
他의 一部	타의 일부	Another part
徐히	서서히	Slowly; gradually
向하면서	향하면서	While heading towards
我	아	Our; my (older pronoun)
遊星系	유성계	Planetary system
終에	종에	In the end; eventually
破壤할만한	파양할만한	Liable to be destroyed
物體	물체	Body; object
我地球	아지구	Our Earth
亦是	역시	Likewise; also
須史的의	수사적의	Transient; ephemeral (meaning here likely 'short-lived' in cosmic terms; exact word form unusual)
不過하니라	불과하니라	Is merely; is nothing more than (older narrative ending)
略知하엿스나	약지하였으나	Roughly understood, but... (older spelling)
恒星	항성	Fixed star
如何에 至하야는	여하에 지하야는	Regarding the specifics of...
充分히	충분히	Fully; sufficiently
說盡하엿다	설진하였다	Explained completely (older spelling)
云키 不能한바	운키 불능한 바	The fact that one cannot say... (older form)
補充	보충	Supplementation; complement
供할만하도다	공할만하도다	Is worthy of providing/supplying (older form)
더구나	더구나	Moreover; furthermore
數學	수학	Mathematics
理學	이학	Physics; natural science (older term)
補助	보조	Help; assistance
由하야	유하여	Due to; by means of (older spelling)
立하엿는 故로	입하였는 고로	Because (he) established (older form)
理論	이론	Theory; reasoning
正確한	정확한	Accurate; exact
信用치 안이함이 不可하도다	신용치 아니함이 불가하도다	It is impossible not to trust (older double negative form)
期初에	기초에	In the beginning; initially
惑星	혹성	Planet (alternative term to 遊星)
瓦斯雲	와사운	Gas cloud (瓦斯 is ateji for gas)
高熱한	고열한	High temperature; very hot
重力作用	중력작용	Gravitational action
 말미암어	말미암아	Due to; because of
球狀	구상	Spherical shape
理由	이유	Reason
各部	각부	Each part; various parts
平均치 못한	평균치 못한	Not being average; being uneven
漸漸	점점	Gradually
收縮함에 從하야	수축함에 종하여	Following its contraction (older form)
漏斗	누두	Funnel
泄水	설수	Draining water
渦狀	와상	Vortex shape; spiral shape
容積	용적	Volume
增大하니라	증대하니라	Increased (older narrative ending)
兩極	양극	Both poles
扁平케 되엇다	편평케 되었다	Became flattened (older spelling)
速度增加함에조차	속도증가함에조차	Along with the increase in speed (older grammatical form)
土星	토성	Saturn
環	환	Ring
赤道	적도	Equator
遠心力	원심력	Centrifugal force
中心力	중심력	Centripetal force (more commonly 구심력)
相等에에	상등에	Being equal (possible typo with double 에)
星霧環	성운환	Nebular ring
中途에서	중도에서	Midway; halfway
多少	다소	Somewhat; slightly
速力	속력	Speed
異케 하기 때문에	이케 하기 때문에	Because it makes it different (older form)
別로히	별로히	Separately (older spelling)
集하야	집하여	Gathering (older spelling)
一個	일개	One (counter for objects)
內方	내방	Inner part; inside
外方	외방	Outer part; outside
小케 됨으로써	소케 됨으로써	By becoming smaller (older form)
同一한	동일한	Same; identical
手續으로써	수속으로써	By the procedure/process
出하엿다	출하였다	Produced; brought forth (older spelling)
要컨대	요컨대	In short; to summarize
繫한	계한	Connected to; related to
星羣	성군	Star cluster
述함과 如히	술함과 여히	As described/stated (older form)
說明함을 得할진저	설명함을 득할진저	Can obtain the explanation (older literary ending)
大略	대략	Generally; roughly
觀來하엿도다	관래하였도다	Have observed/viewed (older form combining 하다 and 오다)
-e 

---------------------------


잡지명	개벽 제1호
발행일	1920년 06월 25일
기사제목	宇宙開闢說의 古今
필자	朴庸淮
기사형태	논설

宇宙開闢說의 古今
						朴庸淮
人으로 敬虔崇高의 念을 일게하고 私道齷齪의 念을 斷케 하야 無極無限한 神想의 품에 안기게 됨도 이 天文學이 吾人에게 주는 一種 宗敎的 慰安이라 할지라. 試하야 靜夜無人의 時ㅣ 身을 妙高臺에 더지고 從容히 天空을 仰觀하라. 無數의 星宿가 燦燦히 蒼空에 달려 나에게 無言不文의 神秘를 주는도다. 吾人은 恒常ㅣ 이 宇宙라 하는 大問題에 思考가 一着할 際마다 스스로 一種 神妙의 感을 禁치 못하겟다. 彼 太陽이 四時를 어기지 안이하고 月과 地球―恒常ㅣ 其度에 버서나지 안이하며 星과 星이 規模잇게 蒼空을 縱橫하는도다. 偉홈다 此 無極無窮의 宇宙의 사이에는 우리 太陽과 가튼 無數의 天體가 各其 系統을 이루고 秩序잇게 轉輪함에 吾人은 아모리 하야도 此에 無限崇大의 感을 禁키 不能하다. 우리 太陽系를 回轉하는 遊星뿐으로도 水·金·火·木·土 天王 海王 等 星과 밋 우리의 棲하는 地球가 잇스며 又 此等 星을 回轉하는 衛星이 잇스며 慧星이 잇스며 無限空際를 飛하는 流星이 잇스며 딸아서 其他 無數의 恒星 星霧 等을 算來하던 殆히 際限이 업도다. 如斯한 無數의 星宿가 此 空間의 中에 座를 占하고 各各 秩序를 維持하야 公轉 自轉함을 望할 때에 吾人은 자못 驚目駭心 大疑大訝치 안이함을 不得하리로다.
此에 對하야 古代 吾人의 祖先이 素朴한 思想으로 此 大宇宙를 如何히 觀察하엿는가 探知함은 頗히 興味잇는 일이며 且 有益한 일이라 할지로다. 元來ㅣ 太古 素朴의＜75＞ 民衆은 經驗 又는 推理等의 方法으로 論理에 의하야 宇宙의 創造開闢을 知한 者ㅣ 안이오 다못 此 宇宙의 無限無極한 威靈에 感하야 此를 信함에 不外하엿나니 故로 太古人民의 天地開闢說은 一種의 神話이엇도다.
今에 諸外國의 民族이 如何히 宇宙 創造의 說을 생각하엿는가 其痕을 追求하면
1. 「이스라엘」 神話에는 일럿스되 宇宙와 世界는 神 여호와의 創造라 하엿다. 그 聖典 創世記에 記한 바에 依하면 「元始ㅣ 神은 天地를 創造하시니라. 그 時地는 定形이 업는 曠空한 黑暗淵이엇섯다. 神은 靈水로 面을 覆하고 光과 暗을 分케하니라. 그리하야 神은 光을 畫라 이름하고 暗을 夜라 이름하니 此가 創造의 初日이엇다. 神은 이르되 水의 中에 蒼穹이 有하야 水와 水를 分할지라. 於是에 神는 蒼穹을 作하야 蒼穹의 下의 水와 蒼穹의 上에 水를 判하니 卽 今日에 現象과 如하엿섯다. 神은 於是에 蒼穹을 天이라 名하시니 이것이 創造에 第二日이엇다. 斯와 如히 天地를 造하고 水中에 乾한 土를 나타나게 하야 地를 맨들엇스며 水를 集하야 海를 造하고 地上에 草木을 造하니 是가 第三日이며 第四日에는 地를 照하는 日月을 造하고 五日에는 鳥類와 魚類를 生케하고 六日에는 昆虫 家畜 等의 獸類를 造하고 最後에 男女 二人을 創造하엿다 하니라.
北歐 「스칸데나삐아」 神話 太初에 世界는 冰寒界 焦熱界 二界로 分하엿는대 「不可思議」의 一靈이 有하야 魔風을 起하야 冰寒界로부터 雪片을 飛하야 巨大의 魔를 作하니 此를 「이ㅣ밀」이라 名하엿다. 此時에는 天地晝夜라 稱하는 者ㅣ업섯는대 冰寒界의 雪이 融하야 一巨牛가 되면서 此에서 流出하는 乳河로 「이ㅣ밀」을 養하니라. 然한대 巖石의 中으로 巨人 「불루」라 云하는 神이 顯하야 魔 「이ㅣ밀」을 殺하야 此를 空中에 投하니 「이ㅣ밀」의 肉은 平野가 되고 骨은 山嶽이 되고 毛髮은 森林, 齒牙는 巖石, 血液은 大海, 頭腦는 空中이 되니라. 北極에 又妖鳥가 有하야 風波를 起하니 神人이 南의 焦熱界로부터 火片을 投하야써 世界의 火를 造하니 日月이 卽 是이라 하니라.
印度神話 梵天이라 云하는 一神의 身體가 宇宙 及 地球를 生케 하엿다 하니라. 卽 梵天의 頭는 天, 足은 地, 心은 月, 眼은 日이 되엇스며 그리하야 其口로부터 因陀羅阿耆尼의 二神이 生하야 其呼吸으로 空氣가 生하고 最後＜76＞ 口로부터 婆羅門(僧侶) 腕으로부터 刹帝利(軍人) 腹으로부터 畎舍(商買) 脚으로부터 首陀(奴隷)의 四族이 生하엿다 하니라.
支那神話 宇宙 太初는 混沌한 鷄子와 如하였는데 淸한 者 上하야 天이 되고 濁한 者 下하야 地가 되니라. 中에 盤古氏가 生하니 盤古氏ㅣ 死하야 其氣는 風雲, 其聲은 雷霆, 左眼은 日, 右眼은 月, 四肢五體는 四極五嶽, 血液은 江河, 筋脈은 地理, 肌肉은 田土, 頭髮은 星辰, 皮毛는 草木, 精髓는 珠玉, 汗流는 雨澤이 되엇다 云하엿고 其後 共工氏ㅣ女媧氏와 戰하다가 敗함에 미쳐 頭로 不周山에 觸하야 天柱를 挫하고 地維를 折하니 宇宙가 崩壤함으로써 女媧氏는 五色의 石으로써 天을 補하고 鰲의 足으로써 地를 修하엿다 云하니라.
以上과 如히 素朴한 太古의 人民은 宇宙의 創造로써 自然現象 又 力의 發現이라 見做치 안이하고 神聖한 神, 又는 神人의 所業이라 하야 此를 尊崇하얏더라. 然이나 人文이 發達함에조차 如斯한 傳說的 所說을 밋지 안이하고 推論의 硏究로써 宇宙의 神秘를 鮮明코저 하엿나니 是가 卽 希臘 哲學者의 宇宙 原始說이라.
希臘 學者가 宇宙의 創造를 如何히 硏究하엿는지 一瞥컨대
「타ㅣ레쓰」는 希臘 哲學의 元祖로서 紀元前 六百年頃의 人이엇는대 그는 天地萬物의 根源을 水라 하엿고 「아나크식만텔쓰」는 宇宙의 本原으로써 「아빠이론」이라 稱하는 無際限의 者라 하엿나니 卽 萬物의 本原은 固性 無際限 한 「아빠이론」으로부터 生한 者인데 「아빠이론」은 寒暖乾濕의 性이 有하니 其 濕하고 寒한 者가 暖한 火에 包하엿다가 其 火가 後에 分裂하야 天體의 諸星이 되엿스며 又 其 濕寒한 者ㅣ 火에 蒸發한바 되어 此에서 水陸의 別이 生하엿스며 又 我等 人類도 其 初는 魚介와 如히 水中에 住하엿다가 漸次 陸上에 出하야 今日의 形體를 成하엿다 하엿고 其他 「아나키시메네쓰」의 空氣說 「헤라크라일쓰」의 火의 說 「여레야」學派의 愛憎說 「빠자코라쓰」學派의 數理說 等이 有하야 各各 宇宙의 本源이 何者임을 鮮明코저 하엿스나 「떼모크리타쓰」가 出함에 及하야 此等 諸說을 綜合하야써 希臘 哲學者의 宇宙論의 一 新紀元을 劃하엿더라.
「떼모크리타쓰」의 說에 從하면 宇宙의 처음은 分割키＜77＞ 不能한 原子가 有하엿다 然한데 相類似한 原子가 集合하야 大하고 重한 者는 中央으로부터 小하고 輕한 者는 周圍로부터 此에서 一團을 成하니 此를 世界라 名하엿다. 그리하야 空間은 無限한데 其中에 在한 原子도 또한 無限한즉 從하야 無限의 固體 無數의 世界를 造할 者이라 하엿다. 그리고 東洋 哲學者에 이르러는 地로 宇宙의 本源이라 한 地論師 水로 觀한 水論師 火로 觀한 火論師 風으로 觀한 風論師가 有하야 其 論이 各各 不一致하엿다. 然한데 現代의 宇宙開闢論은 全혀 科學的 推理方法으로 起頭하야 全히 嶄新한 學說을 創造함에 至하엿섯다.
「하ㅣ씨엘」은 일럿스되 宇宙 天體의 間에는 無數의 天體, 卽 星辰의 轉變暎發하는 狀態는 恰然히 森林의 狀態와 相似라 하엿나니 그는 思하되 吾人이 森林의 中에 入하야 四邊을 顧하면 土上에는 植物의 種子가 처음으로 發芽하는 者도 有하며 又는 發嫩하야 아즉 生育치 못한 者도 잇스며 又는 亭亭히 天空을 摩하는 大木도 有하며 又 或은 旣히 枯槁하야 木材로 其形을 遺한 者도 有하야 千態萬象 榮枯盛衰, 殆히 人間의 凋落繁榮과 不異한 者ㅣ 是 天體의 狀態이니 彼ㅣ 渺渺한 天體 中에는 方在盛旺 中에 잇는 者, 旣히 衰한 者, 正히 生코저 하는 者, 新히 生한 者 等, 其趣가 毫末도 森林의 狀態와 不異하다 하엿다.
抑 宇宙의 間에는 幾多의 遊星系統이 存在한 事는 事實이나 其 遊星系統은 果然 偶然의 集合이냐 否이냐 이제 遊星系統 對한 關係를 보건대 秩序整然히 一毫不亂함은 다못 驚異할 뿐인데 如斯한 系統이 偶然 或은 卽時에 作成된 者로는 到底 思唯키 不能하고 반듯이 永久한 歲月의 間에 漸次 發達 進步한 者라 思考할 수 外에 他道가 업다.
「헷겔」氏의 宇宙論은 最新 進步한 學說로써 左와 如한 宇宙觀을 發表하엿는대 其說에 曰
一. 宇宙는 永久, 無限, 無際會니라.
二. 宇宙의 本體는 物質과 力의 二屬性이 有하야 無限의 空間에 滿하며 永久의 運動을 作하나니라.
三. 此 永久運動은 連續不斷의 進化로, 生으로부터 死, 發達로부터 退化라 하는 定期的의 變化를 作하면서 無限의 時間에 存在하나니라.
四. 空間에 彌漫한 「에데루」中의 無數 物體는 皆 同一한＜78＞ 本體律에 服從하나니 卽 空間의 一部分에 잇서 循環하는 一物體가 從容히 破壤分離에 近하야 가면서 잇슴과 共히 他의 一部에 在한 物體는 徐히 進化의 新生命에 向하면서 잇다.
五. 我 遊星系의 太陽도 또한 上과 如히 終에 破壤할만한 物體의 一인데 我地球도 또한 如斯이 無數 存在한 太陽을 回轉하는 須史的의 一星에 不過하니라.
以上의 論으로써 宇宙의 無限 永久함은 略知하엿스나 아즉 恒星 及 遊星系統의 如何에 至하야는 充分히 此를 說盡하엿다 云키 不能한바 此에 「라뿌라쓰」의 星霧說은 넉넉히 그의 補充을 供할만하도다. 더구나 氏는 數學 及 理學의 補助에 由하야 其論을 立하엿는 故로 其 理論은 殆히 正確한 者라 信用치 안이함이 不可하도다. 其說에 由하면
一. 我 太陽界는 期初에 太陽이던지 其他 惑星이던지 皆星霧의 狀態로 在하니라.
二. 此 星霧는 現時 太陽보다도 高熱한 瓦斯雲과 如한 者이엇더라.
三. 此 瓦斯雲은 自己의 重力作用에 말미암어 自轉하는 間에 球狀이 되엇스며 그리하야 그 星霧의 自轉케 된 理由는 星霧各部의 運動이 平均치 못한 故로 漸漸 收縮함에 從하야 漏斗의 泄水가 渦狀을 成함과 가티 球形이 되엇고 自轉의 速度는 容積의 收縮과 共히 增大하니라.
四. 球形星霧가 自轉함에 딸아 그 兩極은 扁平케 되엇다. 그리하야 그 運動의 速度增加함에조차 今日 土星의 環에 在함과 如한 星霧의 赤道에 잇는 遠心力 中心力의 相等에에 말미암어 처음으로 星霧環이 生하니라.
