잡지명	개벽 제1호
발행일	1920년 06월 25일
기사제목	力萬能主義의 急先鋒, 푸리드리히, 니체 先生을 紹介함 (Introducing Mr. Friedrich Nietzsche, Vanguard of the Philosophy of the Omnipotence of Power)
필자	小春 (Soch'un)
기사형태	문예평론 (Literary Criticism)

力萬能主義의 急先鋒, 푸리드리히, 니체 先生을 紹介함
						小春

First seek your enemy before seeking your friend. And fight well. You must fight for your ideas.
If you seek peace, let that peace be preparation for a new battle. And seek a short peace rather than a long one.
If I were to recommend something to you, I would rather recommend battle. I do not wish to recommend peace. Only let your work be combative. Let your peace become victory.
Choose an enemy who is worthy, hateful, and formidable. Never have a contemptible enemy. You must feel the joy of pride through your enemy; thus, your enemy's success is also your success.

一. The Master's Life and His Character
Friedrich Nietzsche let out his first cry on October 15, 1844, in the city of Röcken in the state of Saxony, Germany. His father was a Protestant pastor, an extremely gentle person. As Nietzsche's birth fell on the same day as the Prussian King's birthday <32> at the time, his father, a loyal servant of the King, was exceedingly pleased and named his son Friedrich. His mother was a cheerful, strong woman, even earning the nickname "beautiful barbarian" (娟美한 野蠻人), but Nietzsche's disposition was rather closer to his father's, gentle and taciturn, and his body was also quite strong. He lost his father at the age of 5, followed by his beloved younger brother, and thereafter lived only with his mother and one beloved sister.

He was exceptionally intelligent, knowing how to read and compose by age 4. His faith was extremely devout, and in his youth, he hoped to follow his father and become a pastor. He was intensely passionate but had strong self-control. There was even an incident where, trying to emulate the acts of endurance performed by great figures of the past, he burned his own hand with fire. Along with strong self-control, his sense of self-reflection was also strong; whenever he committed even a small error or faced difficulty in judging good and evil, he would always withdraw to a hidden room and reproach himself. Moreover, being taciturn and serene, he loved solitude greatly. While he sometimes played vivaciously, his usual state was to withdraw from the crowd and indulge in deep thought; the great philosopher of later years already showed the air of a little philosopher in his youth.

At that time, he had a grandmother who was an admirer of Napoleon, and she enthusiastically recounted Napoleon's biography to Nietzsche. His arrogant, aristocratic nature was already evident then, and he is said to have often puffed himself up and declared tastily to his beloved sister, "If we became masters of ourselves, we must then advance to become masters of the entire world." Furthermore, he was quite the music fanatic, truly a genius in music, and also greatly enjoyed poetry, making it his sole hobby to savor and write it.

When he reached the age of 17 or 18, he became even more emotional <33> and immersed in music and poetry, even considering abandoning all the encyclopedic studies he had pursued until then to become entirely a musician. In 1862, he entered Bonn University, remaining a self-controlled and stern student who did not smoke tobacco, nor drink the beer that Germans are famously fond of, passing his days meditatively with only two or three friends. From that time, the fluctuations that arise in anyone during their youth began for him. The choice of profession, doubts about faith, and many other problems caused him considerable headaches. Consequently, he resolutely left Bonn University and transferred to Leipzig University.

He had intended to follow his father's profession and become a pastor, but his faith gradually drifted into a sea of doubt, and his newly felt thoughts absolutely did not permit it. Here is an excerpt from his reflections at the time:
"The entirety of Christianity is based merely on hypotheses. The existence of God, the immortality of the soul, the authority of the Bible, revelation, and others are all entirely questionable. I intend to deny them completely. Ah—destruction is easy, but rebuilding in its place is not so simple. No, even destruction itself is not as easy as thought. My inner consciousness has already formed habits due to various childhood impressions and the influences passed down from parents and teachers; it is difficult to move solely through reason or a fraction of will. But, but..."

Thus, he agonized repeatedly and finally abandoned his former faith. Being remarkably sincere and thorough, he permitted not the slightest ambiguity in anything, calling black black and white white. At the same time, whether seeking the love of God or the love of Truth, he sought only the extreme in one direction. In other words, for him, it was either life or death, being or non-being; he absolutely did not tolerate any compromise in between. Although his thought has incurred the disapproval of being eccentric and extremist, its becoming so was entirely a gift of his extremist character. What can one possibly accomplish in the world with a mediocre, lukewarm attitude like mixing water with water, that is not extreme?

God or Truth? He resolutely chose the latter. In a letter to his beloved sister at age 22, he wrote, "What is it that we should seek? Rest? Happiness? No, it is Truth. Only Truth. Even if it be evil, even if it be a fearsome thing, if you truly desire the peace and happiness of your soul, believe in it..." <34> etc. That is, he cleanly discarded his old faith. To declare the death of God, to cry out for a new humanity, to bequeath the true teachings of the omnipotence of power (力萬能) to countless future generations.

Having thus abandoned Christian faith, he diligently studied linguistics at Leipzig University. The reason he undertook this tedious study of linguistics stemmed from a desire to control his impulse to rush off into music or poetry at the slightest provocation. He possessed such strong self-control. However, in his fourth year, he became eligible for military service and entered a field artillery regiment. During his service, he unfortunately fell from his horse and injured his chest, but soon recovered. Afterwards, while engrossed in research to obtain his degree, a philological treatise he had drafted during his student days caught the attention of the University of Basel. He was invited by the university to become a professor there and consequently received his doctorate without examination, at the age of 25.

During this period, he came to know the famous pessimistic philosopher Schopenhauer and the musician Wagner, and the influence he received from these two men was indeed extraordinary. While receiving the respect of the world as a faithful university professor, he also passionately researched Greek civilization, publishing his first book, *The Birth of Tragedy*, at the age of 29. When the Franco-Prussian War broke out in 1870, he went to the front as an enlisted medical orderly. He contracted an illness in the army and returned home, and with this illness, he gambled his final destiny; the illness was severe neurasthenia caused by incorrect medication administered for a certain condition during his military service. Illness! That illness and Nietzsche were inseparable. Because of that illness, he became a pitiable figure unable not to express gratitude for a single night's peaceful sleep or the digestion of a single spoonful of food. However, his will was not挫折 (frustrated) in the slightest by the illness; rather, as a reaction to the illness, it became even stronger and more resolute. In a way, the philosophy of will he advocated, that is, the philosophy of battle, could be said to have been conceived (胚孕) during his tenacious struggle against that demonic illness. The suffering from the illness informed him in many ways about the true face of life. Life, desolate and empty, whose final accounting yields only pain—thus, there were times of pessimism when he loathed the world and cursed life, but being ever strong-willed, he did not yield to this. Instead, due to that suffering, he cultivated great, tempered boldness. He said thus: "I do not know whether suffering makes us better or not, but I know that it at least makes us more profound." Or he also said this: "The demon of illness is, conversely, life's most powerful stimulus. <35> Because I lay long in my sickbed, I saw the brilliance of that life and discovered anew the autumn waves of rebirth... From this will to health, this will to life, I created my philosophy. That is, facing the weakest period of my life, I escaped from being a pessimist, and with my instinct for the recovery of life, I decisively cut off the philosophy of poverty and despair."

As his illness worsened, he once resigned his position and traveled extensively in Switzerland, Italy, and elsewhere. He returned to his post in 1877 but resigned permanently from the university two years later, becoming a man of leisure, dedicating himself entirely to research and contemplation. He battled illness and solitude while establishing his astonishing philosophy. In 1878, exactly one year before leaving his professorship, he published *Human, All Too Human*, followed by *Daybreak* in 1881. For about three years afterwards, his illness was so severe that violent attacks continued for up to 180 days, but from 1882, as soon as he felt slightly better, he immediately resumed writing, publishing *The Gay Science* that year, *Beyond Good and Evil* in 1886, and *On the Genealogy of Morality* in 1887. In 1888, his health became even more precarious, but conversely, he then published the great work *The Will to Power*, which systematically described his philosophy, and still in the same year, published *The Case of Wagner*, *Twilight of the Idols*, *The Antichrist*, *Nietzsche contra Wagner*, *Ecce Homo* (Self-Portrait), *Look at This Man*, etc. Thus, 1888, the year of his greatest harvest, was the year that announced the end of his spiritual life. From January of the following year, his mind gradually showed abnormalities, and he eventually became insane. People might say this about his end: that if he had paid more attention to his health and conserved his mental energy, he might have added several years to his life. However, thinking again, what is the purpose of seeking longevity? Is it not merely a few desires: to do a little more of what one has to do, to feel a little more of what one has to feel? But our Master Nietzsche, although only for the short period of one final year, had already accomplished much of what he had to do and felt most of what he had to feel. Even if he could not add several years of complete life, what regrets could there be? Ah! Those who come into the world earlier will depart the world that much earlier; those who do more work than others and feel more intensely will leave the world that much sooner. Although there may be differences in the length of time, what difference could there truly be in the quality of what one has enjoyed in the world? Humans should not strive solely for the vertical maintenance of time; if the value is the same, they should aim for a horizontal <36> life of quality. What more can be said to the common crowd who are solely preoccupied with maintaining time, only fearing illness (唯病是恐) and dreading death (有死是懼)? Living by one's own will, intoxicated by one's own creation, struggling with illness—no, sacrificing oneself to illness without yielding an inch—our Master Nietzsche's story is truly a magnificent feat for the ages, and furthermore, it is the point that makes the Master the Master. Although the record above may be disorganized and incomplete, I trust it is sufficient to grasp the outline of the Master's life and character, and I will introduce the Master's works and thought in the next issue. <37>

**Summary**

This 1920 article by Soch'un introduces the German philosopher Friedrich Nietzsche to a Korean audience. It details Nietzsche's life, from his devout childhood and intellectual brilliance to his break with Christianity, his academic career cut short by severe illness, and his subsequent period of intense philosophical writing while battling constant suffering. The author emphasizes Nietzsche's strong will, his embrace of struggle ("battle"), his rejection of mediocrity, and his dedication to truth over comfort, portraying his eventual madness not as a tragedy but as the culmination of a life lived intensely and qualitatively rather than merely seeking longevity. From the perspective of Korean colonial history, the introduction of Nietzsche—framed here as the "Vanguard of the Philosophy of the Omnipotence of Power (力萬能主義)"—is significant. Published shortly after the 1919 March 1st Movement in the nationalist magazine *Kaebyŏk*, the article's focus on overcoming suffering through sheer will, embracing struggle, creating one's own values ("Truth"), and achieving a "victory" through "battle" could have strongly resonated with Korean intellectuals seeking philosophical frameworks for national self-strengthening, resistance against oppression, and the forging of a new destiny under colonial rule. The admiration for Nietzsche's relentless spirit despite debilitating illness offered a model of perseverance against seemingly insurmountable odds.

**Named Entities**

푸리드리히, 니체	프리드리히 니체	Friedrich Nietzsche
唯議論이나	유의론이나	Only through reason/argument
意志	의지	Will; Volition
一分 뿐으로	일분 뿐으로	Only by a fraction
動하기는	동하기는	To move; To be moved
難事이다	난사이다	Is a difficult matter
그러나	그러나	However; But
苦悶을 重하야	고민을 중하여	Repeating agony; Piling up anguish
遂히	수히	Finally; In the end (Older spelling of 드디어/마침내)
從來의	종래의	Former; Conventional
捨하얏다	사하였다	Abandoned; Discarded (Older past tense)
그런대	그런데	By the way; However
퍽	퍽	Very; Quite
誠實이오	성실이오	Being sincere
徹底的인	철저적인	Thorough; Exhaustive
凡事에	범사에	In all matters
黑이면 黑	흑이면 흑	If black, then black
白이면 白이라 하야	백이면 백이라 하여	If white, then white, saying
此間의	차간의	In between this
些毫의	사호의	Slightest; Tiniest bit of
曖昧를 不許하얏다	애매를 불허하였다	Did not permit ambiguity
神	신	God
愛이나	애이나	Love or
眞理	진리	Truth
求하는 곳은	구하는 곳은	The place sought; What is sought
唯一	유일	Only one; Sole
方의	방의	Direction's
極端	극단	Extreme
更言하면	갱언하면	In other words; To speak again
生이 안이면 死이오	생이 아니면 사이오	If not life, then death
有가 안이면 無이엇스며	유가 아니면 무이었으며	If not being, then non-being
決코	결코	Never; Absolutely not
其間의	기간의	In between; Interim
苟且를 不容하얏다	구차를 불용하였다	Did not tolerate compromise/makeshift measures
비록	비록	Although; Even though
奇矯	기교	Eccentric; Strange
且	차	And; Also (Literary)
極端的	극단적	Extremist; Radical
不許을 蒙하얏다하나	불허을 몽하였다하나	Although receiving disapproval
그 된 것은	그 된 것은	Its becoming so
全혀	전혀	Entirely
賜物이다	사물이다	Is a gift; Is a boon
世間에	세간에	In the world
水에 水를 和함과 如한	수에 수를 화함과 여한	Like mixing water with water
平凡	평범	Mediocre; Ordinary
심미지근한	미지근한	Lukewarm; Tepid
態를 가지고야	태를 가지고야	Possessing such an attitude
何事를 能做하리요	하사를 능주하리요	What matter could possibly be accomplished? (Rhetorical question, 做=하다)
後者에 就하얏다	후자에 취하였다	Chose the latter (Older past tense)
歲時	세시	At the age of
글에	글에	In a letter/writing
休息이냐	휴식이냐	Is it rest?
幸福이냐	행복이냐	Is it happiness?
그것뿐이다	그것뿐이다	It is only that
惡이라 하라	악이라 하라	Let it be called evil
可恐할 物이라 할지라도	가공할 물이라 할지라도	Even if it is a fearsome thing
참으로	참으로	Truly; Really
靈의	영의	Of the spirit/soul
平和	평화	Peace
望하거든	망하거든	If you desire/wish for
信하라	신하라	Believe (Imperative)
云云하얏다	운운하였다	Said so and so; Etc. (Older past tense)
即	즉	That is; Namely
舊來의	구래의	Old; Former
灑然히	쇄연히	Cleanly; Without hesitation
버렷다	버렸다	Discarded; Threw away
宣言키 爲하야	선언키 위하여	In order to declare
新한	신한	New (Older form)
人道를	인도를	Humanity; The way of humans
呌唱키 爲하야	규창키 위하여	In order to cry out/advocate (呌=叫)
力萬能	역만능	Omnipotence of Power
敎訓	교훈	Teaching; Lesson
後人	후인	Later people; Posterity
億億에	억억에	To countless generations
垂키 爲하얏다	수키 위하여	In order to bequeath/hand down
基督敎的	기독교적	Christian
去한	거한	Having removed/left
言語學	언어학	Linguistics
忠實히	충실히	Faithfully; Diligently
工夫하얏다	공부하였다	Studied (Older past tense)
구타혀	구태여	굳이 (わざわざ) Deliberately; Needlessly (Older spelling)
此	차	This (Archaic pronoun)
煩瑣한	번쇄한	Tedious; Troublesome
做하게 된 것은	주하게 된 것은	Came to do (做=하다)
動輒	동첩	At the slightest provocation; Readily
奔逸코저 하는	분일코자 하는	Wanting to run off/escape
心情	심정	Feeling; Heart
制코저 하는	제코자 하는	Wanting to control
心에서 出한 것이다	심에서 출한 것이다	Stemmed from the heart/mind
軍務에 服할	군무에 복할	To serve in the military
野砲兵	야포병	Field artillery soldier
聯隊	연대	Regiment
入하얏는대	입하였는데	Entered, and (Older form)
服務 中	복무 중	During service
그릇	그릇	Mistakenly; Wrongly
落馬가 되어	낙마가 되어	Falling from a horse
胸部를 傷한	흉부를 상한	Injuring the chest
事까지 有하얏스나	사까지 유하였으나	Even had the incident where..., but (Older form)
곳	곧	Soon; Immediately (Older spelling)
恢復되엇다	회복되었다	Recovered (Older spelling/tense)
其後의	기후의	After that
學位를 得코저	학위를 득코자	Wanting to obtain a degree
硏究를 耽하던 中	연구를 탐하던 중	While engrossed in research
曾히	증히	Once; Previously (Older form of 일찍이)
學生時代	학생시대	Student days
草한	초한	Drafted
博言學上의	박언학상의	Philological (博言學=Philology)
論文	논문	Thesis; Treatise
注目한 바 되어	주목한 바 되어	Becoming the object of attention
其 聘으로	기 빙으로	By its invitation
同校의	동교의	Of the same school/university
敎授가 되고	교수가 되고	Becoming a professor
仍히	잉히	Consequently; As a result
無試驗으로	무시험으로	Without examination
博士號를 受하얏는대	박사호를 수하였는데	Received a doctorate, and (Older form)
厭世哲學家	염세철학가	Pessimistic philosopher
知하고	지하고	Coming to know (Older form of 알고)
音樂家	음악가	Musician
此 2人으로부터	차 2인으로부터	From these two people
愛한 感化는	애한 감화는	The influence received (愛=被, passive marker)
果然	과연	Indeed; As expected
世人의	세인의	Of the world's people
尊敬	존경	Respect
受함과 共히	수함과 공히	Along with receiving
一面	일면	On the one hand; Also
希臘文明	희랍문명	Greek civilization (希臘=Greece)
關한	관한	Regarding; Related to
熱力하야	열력하여	Passionately; With great effort
悲劇의 出生	비극의 출생	The Birth of Tragedy
最初의	최초의	First
著書	저서	Book; Work
出하얏다	출하였다	Published (Older past tense)
看謢隊附	간호대부	Attached to a medical unit
一從卒로	일종졸로	As an enlisted soldier/orderly
出征하야	출정하여	Going to war
軍中에	군중에	In the army
得病以歸하야	득병이귀하여	Contracting an illness and returning
最後의	최후의	Final; Last
運命까지	운명까지	Even destiny
賭하얏나니	도하였나니	Gambled (Older narrative ending)
某症에 對한	모증에 대한	Regarding a certain condition/illness
施藥의 誤로	시약의 오로	Due to an error in medication administration
生한	생한	Caused; Arisen
强度의	강도의	Severe; Intense
神經衰弱	신경쇠약	Neurasthenia; Nervous breakdown
可히	가히	Hardly; Scarcely (Used with negation)
等視치 못할 것이엇다	등시치 못할 것이었다	Could not be regarded as equal
一夜의 安眠	일야의 안면	One night's peaceful sleep
一匙食의 消化	일시식의 소화	Digestion of one spoonful of food
스스로	스스로	Oneself; By oneself
感謝의 意를 表하지	감사의 의를 표하지	Expressing thanks
아니치 못하는	아니치 못하는	Unable not to
可憐한	가련한	Pitiable; Poor
몸이 되엇다	몸이 되었다	Became a body (figure)
如干變挫이	여간변좌이	Slight frustration/setback (挫=꺾이다)
되지 안이하얏슬 뿐만 안이라	되지 아니하였을 뿐만 아니라	Not only was it not..., but also
反動으로	반동으로	As a reaction
一層剛毅하게	일층강의하게	Even more resolute/strong-willed
엇더케 말하면	어떻게 말하면	In a manner of speaking; So to speak
唱道한	창도한	Advocated; Championed
意志의 哲學	의지의 철학	Philosophy of Will
卽	즉	Namely; That is
戰鬪의 哲學	전투의 철학	Philosophy of Battle
病魔에 對한	병마에 대한	Against the demon of illness
굿세인	굳센	Strong; Tenacious (Older spelling)
苦鬪中에서	고투중에서	In the midst of arduous struggle
胚孕되엇다 할 것이다	배잉되었다 할 것이다	It could be said to have been conceived/gestated (胚孕=embryonic gestation)
病苦는	병고는	Suffering from illness
向하야	향하여	Towards
人生의	인생의	Of life
眞面目	진면목	True face; Real nature
多方으로	다방으로	In many ways
通知하얏다	통지하였다	Informed; Notified (Older past tense)
荒凉하고	황량하고	Desolate; Bleak
虛無한 것으로	허무한 것으로	As something empty/nihilistic
結局의	결국의	Final; Eventual
採算	채산	Accounting; Calculation (Profit/Loss)
다못	다만	Only; Merely (Older spelling)
苦痛인 것이	고통인 것이	Being pain/suffering
或時는	혹시는	Sometimes
世를 厭하고	세를 염하고	Loathing the world (厭=싫어하다)
生을 呪하는	생을 주하는	Cursing life (呪=저주하다)
悲觀의 時도 有하얏스나	비관의 시도 유하였으나	There were also times of pessimism, but (Older form)
어대까지	어디까지	To the end; Thoroughly
意强한	의강한	Strong-willed
此에 不屈하고	차에 불굴하고	Not yielding to this
反히	반히	Conversely; On the contrary (Older form of 오히려)
苦로 因하야	고로 인하여	Due to the suffering
百鍊의	백련의	Well-tempered; Forged hundred times
大膽을	대담을	Great boldness; Audacity
馴致하얏다	순치하였다	Cultivated; Tamed (Achieved through training)
善케 하는지	선케 하는지	Whether it makes (us) better
否하는지 모르나	부하는지 모르나	Or not, I do not know
少하야도	적어도	At least (Older form)
一層	일층	More; Even more
深刻케 한다고	심각케 한다고	Makes (us) profound
病魔는	병마는	The demon of illness
反히	반히	Conversely
有力한	유력한	Powerful; Potent
刺戟어다	자극이다	Is a stimulus (Older ending)
病床에	병상에	In the sickbed
長臥함으로 因하야	장와함으로 인하여	Due to lying long (in bed)
其 生의 光輝를	기 생의 광휘를	The brilliance of that life
見하얏스면	견하였으면	If (I) saw (Older form)
更히	갱히	Anew; Again (Older form of 다시)
新生의	신생의	Of rebirth; Of new life
秋波를	추파를	Autumn waves (Metaphor for profound insight/glance)
發見하얏도다	발견하였도다	Have discovered! (Exclamatory ending)
健康意志	건강의지	Will to health
生活意志	생활의지	Will to life
哲學을 造하얏다	철학을 조하였다	Created philosophy (Older 造=만들다)
最衰微한	최쇠미한	Most weakened; Most declined
時를 當하야	시를 당하여	Facing the time
厭世家로부터	염세가로부터	From being a pessimist
脫出하고	탈출하고	Escaping
恢復의	회복의	Of recovery
本能으로써	본능으로써	With the instinct
貧과	빈과	Poverty and
失望의	실망의	Of disappointment/despair
哲學을 絶斷하고 말앗다	철학을 절단하고 말았다	Cut off the philosophy decisively
病勢가 益甚하매	병세가 익심하매	As the illness worsened greatly
一次	일차	Once; For a time
職을 辭하고	직을 사하고	Resigning the position
漫遊하얏다	만유하였다	Traveled extensively (Older past tense)
再 復職하얏스나	재 복직하였으나	Returned to the post again, but
年 後에	년 후에	Years later
아조	아주	Completely; Entirely (Older spelling)
同校를 辭하고	동교를 사하고	Resigning from the same university
閑散한 몸이 되어	한산한 몸이 되어	Becoming a person of leisure
專혀	전혀	Entirely; Solely
從事하얏다	종사하였다	Engaged in; Devoted oneself to (Older past tense)
苦鬪하야 가면서	고투하여 가면서	While struggling hard
彼可驚할	피가경할	His astonishing/amazing
樹立하얏다	수립하였다	Established (Older past tense)
正히	정히	Exactly; Just
敎授의 職을 去하기	교수의 직을 거하기	Leaving the position of professor
一年 前에	일년 전에	One year before
人情的 너무 人情的	인정적 너무 인정적	Human, All Too Human
越 1881年에	월 1881년에	In the year 1881
日의 曙	일의 서	Daybreak (曙=새벽)
其 後	기 후	After that
約3年間	약3년간	For about 3 years
太甚하야	태심하여	Being too severe
劇烈한 發作이	극렬한 발작이	Violent attacks/seizures
繼續하얏스나	계속하였으나	Continued, but
少快한 즉	소쾌한 즉	As soon as feeling slightly better
直히	직히	Immediately (Older form of 즉시)
著作하야	저작하여	Writing; Authoring
同年에는	동년에는	In the same year
歡喜의 智睿	환희의 지예	The Gay Science (智睿=Wisdom/Intelligence)
善惡의 彼岸	선악의 피안	Beyond Good and Evil (彼岸=The other shore)
道德의 系圖學	도덕의 계도학	On the Genealogy of Morality
健康이 更危 하얏스나	건강이 경위하였으나	His health became more critical, but
其 때에	기 때에	At that time
反히	반히	Conversely
系統的으로	계통적으로	Systematically
敍述한	서술한	Described; Narrated
權力意志	권력의지	Will to Power
大著를	대저를	Great work/book
出하고	출하고	Publishing
尙同年에	상동년에	Still in the same year
와크나 事件	바그너 사건	The Case of Wagner
偶像의 微光	우상의 미광	Twilight of the Idols (微光=Faint light/Twilight)
反基督	반기독	The Antichrist
니체 對 와크나	니체 대 바그너	Nietzsche contra Wagner
自敍傳	자서전	Autobiography (Ecce Homo)
이 사람을 보라	이 사람을 보라	Look at This Man (Ecce Homo subtitle/translation)
收獲이 最多 한	수확이 최다 한	Harvest being the most abundant
精神的 生命의	정신적 생명의	Of spiritual life
終焉을 告한 年이다	종언을 고한 년이다	Is the year that announced the end
翌年 正月부터	익년 정월부터	From January of the following year
彼의 頭腦는	피의 두뇌는	His brain/mind
漸次	점차	Gradually
異狀을 呈하야	이상을 정하여	Showing abnormalities
畢竟은	필경은	Eventually; In the end
狂人이 되고 말엇다	광인이 되고 말았다	Ended up becoming insane (Older spelling)
世人은	세인은	People of the world
終焉에 대하야	종언에 대하여	Regarding his end
注意하야	주의하여	Paying attention
腦力을 節햐엿더면	뇌력을 절하였더면	If he had conserved mental energy
幾何의 時日을	기하의 시일을	How many days/how much time
壽에 增함을 得하엿스리라고	수에 증함을 득하였으리라고	Would have been able to add to his lifespan
生覺하면	생각하면	If one thinks
長壽코저 함은	장수코자 함은	Seeking longevity
目的	목적	Purpose; Goal
무엇인가	무엇인가	What is it?
自己 할 일을	자기 할 일을	The work one has to do
좀 더하야 보고	좀 더하여 보고	Trying to do a little more
自己의 느낄 것을	자기의 느낄 것을	What one has to feel
좀 더 느껴보자하는	좀 더 느껴보자하는	Wanting to feel a little more
몃가지	몇 가지	A few kinds of
慾望에 不過할 것이라	욕망에 불과할 것이라	Will be nothing more than desires
그런대	그런데	However; But
最後 1年의	최후 1년의	Of the final one year
短期間이나마	단기간이나마	Although a short period
旣히 할 일을	기히 할 일을	The work already to be done
얼마큼 다하얏고	얼마큼 다하였고	Accomplished to some extent
느낄 것을 大部 느꼇스니	느낄 것을 대부 느꼈으니	Felt most of what was to be felt
비록 幾年의	비록 기년의	Although several years of
完全한 生을	완전한 생을	Complete life
增하지 못하얏다 할 지라도	증하지 못하였다 할 지라도	Even if unable to add
何恨이 有하리요	하한이 유하리요	What regret could there be? (Rhetorical)
먼저 世上에 나온者	먼저 세상에 나온 자	One who came into the world earlier
그만큼 먼저 世上을 辭할 것이오	그만큼 먼저 세상을 사할 것이오	Will depart the world that much earlier
남보다 할 일을 더 만히 하고	남보다 할 일을 더 많이 하고	Doing more work than others
느낌을 더 一層 느낀 者	느낌을 더 일층 느낀 자	One who felt more intensely
그만큼 世上을 일즉 갈 것이니	그만큼 세상을 일찍 갈 것이니	Will go from the world that much sooner
時日의 長短은	시일의 장단은	Length of time
잇다할 지라도	있다할 지라도	Even though there may be
享受한	향수한	Enjoyed
質에서야	질에서야	In the quality
差가 更有하리요	차가 갱유하리요	Could there be a difference again? (Rhetorical)
구타혀	구태여	굳이 Deliberately; Persistently
縱으로	종으로	Vertically
時間의 維持를	시간의 유지를	Maintenance of time
求할 것이 안이라	구할 것이 아니라	Should not seek
가튼 갑이면	같은 값이면	If the value is the same
橫으로	횡으로	Horizontally
質의 生活을	질의 생활을	Life of quality
是圖할지니	시도할지니	Should attempt/aim for
汲汲하야	급급하여	Being preoccupied with; Being busy with
唯病是恐하며	유병시공하며	Only fearing illness
有死是懼하는	유사시구하는	Dreading having to die
凡俗輩에게야	범속배에게야	To the common/vulgar crowd
무엇을 말하리요	무엇을 말하리요	What can be said? (Rhetorical)
刱造에 是醉하야	창조에 시취하여	Being intoxicated by creation (刱=創)
病苦와 더블어	병고와 더불어	Together with the suffering of illness
苦鬪ㅣ 안이	고투이 아니	Not a struggle (but)
病苦에게 犧牲이 되기까지	병고에게 희생이 되기까지	To the point of becoming a sacrifice to illness
一頭地를 不讓한	일두지를 불양한	Not yielding even an inch (Lit. one head's ground)
이야말로	이야말로	Indeed; Truly is
千古의 壯事이며	천고의 장사이며	A magnificent feat for all ages
아울러	아울러	Furthermore; At the same time
先生된 點일지로다	선생된 점일지로다	Is the point that makes him the Master (Ending expressing conviction)
우에 記錄한 것이	위에 기록한 것이	What is recorded above
無條理	무조리	Disorganized; Unsystematic
不徹底하나	불철저하나	Is not thorough, but
生涯와	생애와	Life and
輪廓을	윤곽을	Outline
畧窺함에는	약규함에는	In roughly glimpsing (畧=대략, 窺=엿보다)
足할 줄	족할 줄	To be sufficient
自期하며	자기하며	Expecting/Hoping oneself
更히 次號에	갱히 차호에	Again in the next issue (更=다시)
作品과	작품과	Works and
思想을 紹介하리라	사상을 소개하리라	Will introduce the thought (Future tense ending)


---------------------------


잡지명	개벽 제1호
발행일	1920년 06월 25일
기사제목	力萬能主義의 急先鋒, 푸리드리히, 니체 先生을 紹介함
필자	小春
기사형태	문예평론

力萬能主義의 急先鋒, 푸리드리히, 니체 先生을 紹介함
						小春
汝는 汝의 友를 求하기에 先하야 汝의 敵을 求하라. 그리하야 善戰하라. 汝는 汝의 思想을 向하야 戰치 안이치 못할지니라.
汝가 平和를 求하거든 그 平和는 새로운 戰鬪의 準備로의 平和이어라. 그리고 長한 平和보다도 短한 平和를 求하라.
余는 汝에게 或 事를 勸하다하면 寧히 戰鬪를 勸할 것이다. 平和를 勸하고 십지는 안타. 다못 汝의 事業으로 하야곰 戰鬪的이 되게 하라. 汝의 平和로 하야곰 勝利가 되게 하여라.
汝의 敵이 어던 可成的 可憎 可畏할 敵을 擇하라. 決코 輕蔑할 敵을 有치 말라. 汝는 汝의 敵에 依하야 자랑의 喜悅을 感하여야 할지니 그러하면 汝의 敵의 成功도 即 汝의 成功이다.

一. 先生의 一生과 그 性格
『푸리드리히, 니체』는 1844년 10월 15일 獨逸 索遜州 『네켄트』라는 市에서 呱呱의 첫울음을 發하얏다. 彼의 父는 新敎의 牧師로 極히 溫和한 人이엇는대 『니체』의 生이 당시 獨皇의 誕生 그 날이엇슴으로 皇帝의 忠僕인＜32＞ 彼는 非常히 此를 喜하야 其子에게 『푸리드리히』라고 命名한 것이다. 母는 『娟美한 野蠻人』이라는 綽號를 得하기까지 快濶强壯한 女性이엇스나 『니체』의 性質은 寧히 父에 近하야 溫和無言하며 身體도 자못 强質이엇다. 5歲에 父를 失하고 繼하야 愛弟를 失하고 그는 오즉 母와 一人의 愛妹와 더불어 居諸를 送過하엿다.
그는 非常히 聰明하야 4歲에 讀하고 且作할 줄을 知하얏스며. 信心이 極篤하야 幼時에는 其父를 繼하야 牧師가 되고저 希望하얏다. 甚히 情熱的이엇스나 克己心이 强하야 或時는 넷 적 偉人이 行하던 忍苦의 行爲를 自己가 試行한다 하야 火로써 스스로 其手를 燒한 事도 有하얏스며. 克己心이 强한 同時에 自省의 念이 亦 强하야 少하나마 自己에게 過誤가 有하거나 或은 善惡의 判斷에 困難한 事가 有할 時는 每樣 隱室에 身을 臟하고 自己를 反責하얏다. 또 無言恬淡의 그는 만히 孤獨을 愛하여. 時로 活潑히 嬉遊하는 事도 有하나 群을 離하야 沈思에 耽함이 常態이엇는 바 後年의 大 哲學者인 그는 幼時부터 旣히 小哲學者의 風을 示하얏다.
