잡지명	개벽 제1호
발행일	1920년 06월 25일
기사제목	世界를 알라 (Know the World)
기사형태	논설 (Editorial)

Know the World (世界를 알라)
One
Man is neither an Angel nor a Beast, but merely a man. He is only an animal possessing this much evolved physique, this much evolved knowledge, and this much evolved morality. Accordingly, the World is neither Paradise nor Hell, but merely the World. It is merely a stage where nations and nations, societies and societies, individuals and individuals, evolved to this extent, mutually connect and act. Man and the World were never things to be discussed separately. A World made of men, men made of the World – they were not two, but merely one. The value of the era representing the World and the symbol of culture representing man are merely signs of name and substance; therefore, man must surely know the World. Knowing the World is knowing man, and also knowing oneself. For man to know the World is for oneself to know one's own name.<3>
There is no need to discuss the past, but sitting here today, when transportation is this advanced, knowledge this advanced, and all culture and civilization this advanced, we must understand the World even more. Confucius once climbed Mount T'ai (泰山) and declared the world small; this was because he possessed the capacity to understand the world. Today, all people must possess the ideal to declare the world small. One must have the ambition of such a far-reaching ideal as to declare the world small, plan a trip to the Moon World (月世界), and seek communication with the Mars World (火星界).
How much culture does the World possess, and how much development, improvement, and evolution does it possess? Accordingly, what kind of relationship, interest, and value exist between the World and one nation, the World and our people, the World and I? There must be the intellectual power to understand this and the reason to critique it.
Just as one must know the hygiene of the entire body to treat the disease of one part, and just as achieving the harmony of each part is necessary to perfect the hygiene of the entire body, the relationship between the World and one nation, the World and one race, and the World and one individual is also like this.
The World is no longer the world of the era of isolation. Nor is it last year's world, nor yesterday's world. It is merely the world that has become just this much, called today; merely the world that has become just this much, called this moment (刹那). The breadth of the World gradually shrinks its scope. The eastern end and the western end draw closer day by day, and the southern end and the northern end narrow month by month. The Fusang (扶桑) and Joakmok (若木) trees come to intertwine their branches, and the Big Dipper (北斗) and <4> the South Pole (南極) come to connect their tails.
As the scope of the World shrinks, the distance between the entire World and our part has also become extremely close. The fluctuations of the whole directly become the reality of the part, and the fluctuations of the part consequently influence the whole. The activities of the World and ours can no longer be seen as a fire on the other shore (彼岸의 火).
We are no longer the people of a Hermit Kingdom (處士國). Nor are we the us of last year, nor the us of yesterday. We are merely the us of today, called today. We are the us who savor today and carry today on our backs. We are the us who carry today's society, today's World, on our backs.
As the scope of the World narrows, our activities increase, and as the map of the World shrinks, our steps broaden—this is today. We and the World are becoming close neighbors, becoming one family. From now on, we must know the World and possess worldly knowledge.

Two
Will the World improve or degenerate from now on? Will fortune come or disaster strike? This is not yet something our intellect can determine. No, we still lack the real power to control this. If fortune comes, we laugh and merely accept it; if disaster comes, we calmly merely understand it. Thus, as things happen, we merely make our efforts more substantial and merely make our spirit sounder.<5>
We have heard it. The sound of reconstruction, reconstruction (改造改造) striking our eardrums day after day—that sound is very intriguing, meaningful, and thus powerful and spirited. Where this sound goes, it seems our happiness pours down right before our eyes.
Reconstruction, reconstruction—what does it mean? It means that this machine called the World, this activity, must be dismantled and fixed. We are in the midst of striving to repair the machine of the past, with its various contradictions, various irrationalities, unfairness, lack of thoroughness, and inappropriateness, to achieve smooth operation.
Our past, viewed through the appeal of reason, has existed amidst great peculiarity. The behavior of the superior towards the inferior, the behavior of the rich towards the poor, the behavior of the wise towards the foolish, indeed, the behavior of the strong towards the weak, the behavior of the material towards the spiritual—all were unfair, all were non-ideal. There were measures (措處) for the superior, but no interpretation (解釋) for the inferior; there was treatment (待遇) for the rich, but no system (制度) for the poor; there was a stage for the wise and strong, but no paradise for the foolish and weak. This was the pathological state (病的狀態) of past society, the inhuman (非人道) and unjust (不正義) experiment of the past world.

Three
However, the Great War (大戰) of the past five years was, in any case, a great lesson (敎訓) for us. All humankind, based on this lesson, has begun to rise up vigorously. They have awakened from old dreams and regained a new spirit. Thus, <6> they have set about repairing the pathological machine of the past. Some have already repaired it, some are in the process of improving it, and some are still in the planning stage.
The World today exists amidst such unsettledness (浮散). It is a today in transition (過渡). It is on the path of reconstruction, in the midst of advancing step by step. Seeing this, we call it the dawn (黎明), the first light (曙光), the creation (開闢).
Speaking abstractly, it is the emergence of justice and humanity (正義人道), the goal of equality and freedom (平等自由). Speaking concretely, it is the principle of coexistence of the strong and the weak (强弱共存主義), the principle of mutual preservation of the sick and the healthy (病健相保主義).
Though the weak exist beside the strong, both seek the harmony (調和) of rights (權利). Though the poor exist beside the rich, both seek the balance (平均) of the economy (經濟). Though the inferior exist beside the superior, both seek the equilibrium (權衡) of value (價値). The era is coming when the lamb (小羊) can play where the lion (獅子) plays, and the small sparrow (小雀) can spread its wings where the fierce eagle (猛鷲) flies.

Four
Considering that if one is human, all should be standardized as one, and ranks should not be set above or below one—is this not originally the supreme maxim (無上의 格言) derived from eternal experience (永遠의 經驗) by law (法律), which aims for the happiness of the greatest majority (最大多數)? Before the law, the weak and the sick are recognized with a unique value, and even the strong and the superior are not recognized (認定) as having rights <7> exceeding one. That this truth should be considered not just for use between individuals, but as a common (共通) principle (原則) for nations and nations, peoples and peoples throughout the world—this seems to be the new awakening (新覺性) of all humankind today.
Think. If the weak and the sick provide more harm (損害) than benefit (利益) to society, it might seem necessary for society to devise a way to lead such harmful and useless (有害無益) beings to perish (滅亡) rather than allowing them to continue (存續). But the reality is decidedly not so. Why? Because, after all (畢竟), calling someone strong or weak is merely a comparative (比較的) term (名辭), is it not? For example (假令), suppose there is B (乙) who considers himself strong and A (甲) weak. Then, if C (丙) is stronger than B, B cannot avoid becoming weak relative to C. If there is D (丁) who is stronger than C, then C cannot avoid becoming weak before D. Thus, the world consists of such strong, weak, superior, and inferior beings managing a life of mutual cooperation (互相協同). That is, because society mutually trusts (信賴) and mutually assists (保助) through countless relationships, the strong also owe something (負할바) to the weak, and the superior also rely on (賴할바) the inferior.
From this point, viewing all humanity in the world as a single moral system (道義體系) is extremely necessary for the happiness (幸福) of nations, societies, and individuals. No, it is a principle of nature (自然), natural (天然) public justice (公道). Is this not what should be called the fundamental axiom (根本的 公準) for humanity managing social life? If the world abandons <8> this fundamental axiom and treats each individual and each people with different attitudes of respect (尊敬), the life (生命) and happiness of each people will constantly fall into a state of peril (危殆의 境). Why (何故)? Because the hierarchy of value (價値) is almost infinite (無限), with no limit above the high and no limit below the low. If B abuses (虐待) A because B has more value than A, B must inevitably realize (覺悟) that there will come a day when B, in natural retribution (當然의 報酬), will be abused by C. Therefore, humanity must, as far as possible, regard all of humanity as a single moral system, abolish (撤廢) discrimination, remove (除去) inequality, and just as we imagine (想像) that before the law, all are merely one, with none above or below one, so too, if we assume (假定) that before humanity and justice, each people and each nation are merely one, with none above or below one, then the world might hopefully (庶幾) reach that state.
The process (過程) of the world's progress (進步) will necessarily (必然) arrive (到着) at this point and be based (立脚) on it before long. The goal of reconstruction is, ultimately (究竟), heading towards this model (見樣).

Five
The leader (領首) of the British Labour Party (勞働黨), Mr. Arthur Henderson (아―서, 핸드서), once said: "The people of the world had their own ideals (理想) regarding peace (平和), and before that peace was completed (完成), they only paid attention to the immediate difficulties (困難). Therefore, if the government's peace did not accord (符合) with their ideals, they disregarded (勿關) any obstacles (障礙物) whatsoever to the establishment of that peace. The people do not express sympathy (同情) for the interests or ambitions of greedy nations, but with courage (勇氣), patience (忍耐), <9> and determination (決心), they willingly accept (甘受) the oppressive (壓制) and painful (苦痛) war, not only to overthrow (打破) German (獨逸) tyranny (暴政) and world unificationism (世界統一主義), but also strongly hope (愈望) that through world reconstruction, all people under heaven may enjoy together (同樂) freedom, equality (自由平等), and safe (安全) politics (政治). They recognized (認) that without a safe world, there can be no safe nation, and perceived (覺知) that the peace and comfort of one nation are linked (連鎖) with world tranquility (平穩) and goodwill (好意). The influence (影響) of the Great War was felt (感受) by the entire globe (地球), and there were no national boundaries (境界) in sharing the pain and sacrifice (犧牲) of the world's final decisive battle (終末的 大決戰). Truly, all humanity of the entire world received the crucifixion (十字架刑). Ruptured (破裂) and exiled (流刑) humanity is now crying out (絶呌) for a fundamental (根本的) and rapid (急速) solution (解決) to the cause (原因) of the great misfortune (厄運). Such a solution aims to remove old pains, prevent (防禦) new injustices, and establish (樹立) the foundation (基礎) to maintain (維持) world peace based on the principle of self-determination (民族自決) and freedom for nations, regardless of size (大小)."
Indeed (果然). From now on (今後), without a truly safe world, there will be no safe nation, no safe people. That is (即), the relationship between one nation, one people, and the entire world will become like the relationship between one part of the body and the whole; even a small part will generate the same relationship through the same blood (血液) and the same nourishment (滋養). From this point, it goes without saying (勿論) that no people, no nation in the world can oppose (對抗) the common justice of the world with their own monopolistic (獨專) ambition and beastly desire (獸慾). Will not what is called adapting (順應) to the world situation (世界大勢) and complying (迎合) with world trends of thought (世界思潮) become thoroughly (徹底) manifest from today onwards? <10>
If such safe happiness is first realized (實現) only after a safe world exists, the world will necessarily (必然) converge (歸着) under a single moral system (道義體系), and accordingly, the peace and well-being (安寧 幸福) of each people lies in each practicing (實踐) and embodying (體現) this moral system.
Thus, if we (吾人) are to embody (體現) individually (各自) this moral system that each of us bears (負擔), we absolutely cannot (到底 不能) achieve it without experiencing corresponding (相當) effort (努力) and pain (苦痛) in the meantime (這間). No matter how much the future (將來) of the world receives one system (系統) of happiness under one system of morality, that so-called happiness will surely not fall from the heavens like the peaches of the Queen Mother of the West (王母桃); we must realize it is merely a resource (資) obtained by personally picking (摘取) the abundant (纍纍) fruits of knowledge on earth. No, we must not forget that it is not even on the earth, but is an inexhaustible treasury (無盡藏의 寶庫) latent (伏在) directly within ourselves. We must not forget that anyone who digs (掘) beneath their own feet (脚下) will find a sweet spring (甘泉) gushing forth (湧出). This is the point requiring our effort, the point requiring our perseverance (根氣). Seeking bedside (枕上) fortune by abandoning one's own effort and perseverance and relying on the effort and activity of others can surely not be called the principle of modern happiness-ism.
The Belgian (白耳義) writer Maeterlinck (메―델린꾸) once discussed life, saying: "We hope (希望) rather to weep (泣) in the infinite (無限) world than to rejoice in the finite (有限) world." Is this not truly expressing the keen (痛切) desire (慾求) of progressive humanity? Truly, as humanity's thought progresses, desire becomes vast (廣大), and as desire <11> becomes vast, the degree (程度) of sorrow (悲哀) and anguish (煩悶) increases (增加). For those like the South Sea Islanders (南洋人), satisfying their sexual desire (性慾) and appetite (食慾) constituted their entire life. It is said they paid no attention (注意) even to the sun and moon (日月) gracing (光臨) their heads. Therefore, among inferior (劣等) peoples, there is dissatisfaction (不滿) but no anguish, pain but no sorrow. However, among evolved humanity, due to the strong (强烈) desire for the world and the universe (宇宙), anguish and sorrow arise together (幷起). It is in conquering (征服) this anguish and sorrow and breaking through (打開) the infinite and boundless (無窮無極) realm of chaos (混沌界) that the authority (權威) of humanity as humanity first appears.
Consider: Are not the so-called labor problem (勞働問題), women's question (婦人問題), racial problem (人種問題), and social problem (社會問題) that demand our effort throughout the world today all sacred (神聖) and powerful (偉力) expressions (表示) of humanity's desire to fundamentally liberate (解放) all humankind's anguish and sorrow? If we are to weep together, cry out together with the world's anguish and sorrow, and seek one liberation, must we not first of all require our own effort and our own perseverance? The five-colored painting may be fine, but what need does a blind person have for it? The five-toned melody may be fine, but what benefit is it to a deaf person? Knowing the taste after eating a delicacy is because one's own stomach is sound; feeling the pleasure after exercising is because one's own body is healthy, is it not? <12>
The world's five-colored patterns (五色의 彩圖) grow more brilliant day by day, and the five-toned melodies (五音의 律) become more harmonious. However, if we wish to see them, hear them, and thus adorn ourselves with their colors and melodies, we must first cultivate our own intelligence (聰明).

Six
The French (佛國) naturalist Mr. Zola (쬬―라) said, "Our task (任務) lies in searching for (探求) the causes of social evil (社會의 罪惡)." If we were to borrow his words and ask about our task today, our task is truly to search for the causes of our sins (罪惡), reform (改革) them, repair (修繕) them, and move our steps forward together with the evolution of the world. Why are we still wandering in darkness (暗黑) and drifting (浮沉) in raging turmoil (狂瀾)? There is no need to blame others for this; it is likely because we lack the courage (勇力) to eradicate (拔除) our own sins ourselves, and lack the intelligence (聰明) to scrutinize (鑑視) our own actions ourselves. And the reason (所以) we fail to cultivate that courage and intelligence is likely because, like Bacon's (뼈-곤) Idol of the Cave (巖窟偶像), we are constantly broken by our own subjective (主觀), narrow (狹窄) conventions (因襲), appearing and disappearing (出沒) in barbaric (野味) habits (習慣), while failing to see the world broadly.
Open your eyes wide. Open your ears wide. And see the World. Hear the World. Knowing the World is knowing one's own sins, knowing one's own future (將來), aiding one's own intelligence, and opening up (開闢) everything about oneself.<13>
<3-13>

**Summary**

This editorial from the first issue of *Kaebyŏk* magazine in 1920 argues passionately for Koreans to develop a global consciousness ("Know the World"). It posits that humanity and the world are interconnected, and understanding the rapidly changing, shrinking world—marked by advancements in transport and communication, and the lessons of the Great War—is essential for self-knowledge and progress. The author calls for embracing the post-war spirit of "reconstruction" (改造), characterized by ideals of justice, humanity, equality, freedom, and the coexistence of strong and weak. True happiness and progress, however, cannot be passively received but must be actively sought through individual effort, perseverance, and overcoming internal "idols" (subjective biases and harmful customs) to achieve self-reform and contribute to the dawning new era (開闢).

Historically, this article is significant as it reflects the intellectual ferment in Korea following World War I and the March 1st Movement (1919). It captures the hopeful, albeit cautious, atmosphere surrounding Wilsonian ideals of self-determination and global reform, applying them directly to the Korean situation under colonial rule. The emphasis on self-awakening, understanding global trends (大勢), and the need for internal reform and effort (努力, 根氣) alongside global awareness highlights a key theme in Korean nationalist thought of the period: linking national liberation and progress to both international developments and domestic self-strengthening. The critique of past inequalities (strong vs. weak, rich vs. poor) resonates strongly with the social and political conditions of colonized Korea.

**Named Entities**

泰山	태산	T'aesan
이 點에서 世界人類 全體를 唯一의 道義體系로 見做하는 것은 國家 社會 又는 個人의 幸福上―極히 必要한 것이라. 안이 自然의 原則이오 天然의 公道라 하리니 이것이 人類가 社會生活을 營하는 上의 根本的 公準이라 이를 것이 안이냐. 世界는 이 根本的 公準을＜8＞ 바리고 各 個人 及 各 民族에 對한 尊敬의 態度를 別別히 한다하면 各個 民族의 生命과 幸福은 不絶히 危殆의 境에 陷할 것이라. 何故오. 價値의 高下는 殆히 無限하야 上에는 上이 無限하고 下에는 下가 無限함으로써라. 萬一 乙은 甲보다 가치가 有한 故로 甲을 虐待한다 하면 當然의 報酬로 乙은 又 丙에게 虐待를 受할 日이 有하다 覺悟치 안이함이 不可하니 그럼으로 人類는 어대까지든지 人類 全體에 限하야 此로써 唯一의 道義 體系로 見做하고 差別을 撤廢하며 不平을 除去하고 法律의 前에는 다 못 一이오 一 以上 또는 一 以下가 업다 想像함과 가티 人道正義의 前에는 各 民族 各 國家는 다 못 一이오 一 以上 一 以下가 업다 假定함에 至하면 世界는 其 庶幾인뎌.
世界의 進步 過程은 必然으로 이에 到着하고 이에 立脚할 日이 不遠하엿스리라. 改造의 目標는 究竟컨대 이를 見樣하고 나아가는 中이엇다.

五
英國 勞働黨 領首 「아―서, 핸드서」氏는 일럿스되 「世界人民은 平和에 對한 自家의 理想이 有하야 其 平和가 完成되기 前에 難處한 困難에만 留意하엿슴으로 政府의 平和가 自己 等의 理想과 符合지 안이하면 其 平和의 成立에는 下等 障礙物이 有하든지 이를 勿關하엿나니 人民은 多慾한 國家의 利益이나 野心에 對하야는 同情을 表치 안코 勇氣와 忍耐와＜9＞決心으로 壓制와 苦痛의 戰爭을 甘受함은 獨逸의 暴政과 世界統一主義를 打破할 뿐만 안이라 世界 改造로 由하야 天下 萬民이 自由平等과 安全한 政治下에서 同樂키를 愈望함이라 彼等은 安全한 世界가 無하면 安全한 國家가 無한줄로 認하며 一國民의 安樂이 世界平穩과 好意로 連鎖됨을 覺知하엿도다. 大戰爭의 影響은 全 地球의 感受한바 되어 世界의 終末的 大決戰의 苦痛과 犧牲을 分擔함에 國家의 境界가 無하엿나니 實로 全世界의 人類가 十字架刑을 受하엿도다. 破裂되고 流刑된 人類는 現在 大 厄運의 原因을 根本的으로 急速히 解決하기로 絶呌하는도다. 如此한 解決은 녯 苦痛을 除去하고 새 不義를 防禦하야 大小를 勿論하고 民族의 自決과 自由하는 原則으로 世界 平和를 維持할 基礎를 樹立할 目的이라」 하엿도다.
果然하다. 今後 世界는 實로 安全한 世界가 無하면 安全한 國家, 安全한 民族이 업스리라. 即 一國家 一民族과 全世界과의 對한 關係는 身體의 一局部와 全體에 對한 關係와 가타야 少하야도 同一한 血液, 同一한 滋養으로 同一의 關係를 生케 되리라. 이 點에서 世界의 엇던 民族, 엇던 國家를 勿論하고 能히 自己 獨專의 野心과 獸慾으로 世界의 共通한 正義를 對抗키 不能할 것은 勿論의 事일지라. 이른바 世界大勢의 順應이라 하며 世界思潮의 迎合이라 함은 今日 以後에 徹底로 나타날 것이 안이랴.＜10＞
如斯히 安全한 幸福은 安全한 世界가 有한 然後에 처음으로 實現된다 하면 世界는 必然으로 唯一의 道義體系 下에 歸着할 것이오 딸아서 各 民族의 安寧 幸福은 此 道義體系를 各各 實踐體現함에 잇도다.
그리하야 吾人으로 吾人의 各自 負擔한 此 道義體系를 各自 體現코저 하면 這間에는 반듯이 相當한 努力과 苦痛을 맛보지 안이하면 到底 不能하나니 世界의 將來가 아모리 一 系統의 道義 下에서 一 系統의 幸福을 受한다 할지라도 그 이른바 幸福은 決코 天上에 잇는 王母桃가 그대로 落來할 것이 안이오 地上에 纍纍한 知識의 열매를 손수 摘取함에 不過한 資임을 깨다를 것이로다. 안이 地上에 잇는 것도 안이오 直接 自家에 伏在한 無盡藏의 寶庫임을 忘치 말지어다. 우리는 누구나 自己의 脚下를 掘하면 甘泉이 湧出할 것을 忘치 말아야 할것이라. 이것이 우리의 努力을 要하는 點이며 根氣를 要하는 點이니 自己의 努力과 根氣를 바리고 他人의 努力과 活動에 의지하야 枕上의 福을 求코저 함은 決코 現代 幸福主義의 原則이라 할 수 업도다.
白耳義의 文學者 「메―델린꾸」는 일즉 人生을 論하야 曰 「吾等은 有限의 世界에 樂함보다도 寧히 無限의 世界에 泣할 事를 希望하노라」 하엿나니 此는 實로 進步한 人類의 痛切한 慾求를 말한 것이 안일것이냐. 人類는 實로 思想의 進步를 딸아 慾求가 廣大하며 慾求의＜11＞ 廣大에 딸아서 悲哀와 煩悶의 程度가 增加하는 것이라. 彼―南洋人과 如함은 다못 그의 性慾과 食慾을 滿足케 함이 그의 生活에 全體이엇다. 彼等은 彼等의 頭上에 光臨하는 日月에 對하야도 何等 注意가 업다 하나니 故로 劣等 人類에 對하야는 不滿은 잇스나 煩悶은 업스며 苦痛은 잇스나 悲哀는 업도다. 然한대 進化한 人類의 間에 在하야는 世界에 對하며 宇宙에 對한 强烈한 慾求에 依하야 玆에 煩悶 悲哀가 幷起하나니 是等의 煩悶 悲哀를 征服하고 無窮無極의 混沌界를 打開하는 間에서 처음으로 人類의 人類된 權威가 나타나는 것이로다.
생각컨대 今日 全世界를 通하야 우리의 努力을 주는 이른바 勞働問題, 婦人問題, 人種問題, 社會問題는 다가티 全人類의 煩悶과 悲哀를 根本的으로 解放코저 하는 人類의 神聖한 偉力的 表示가 안이랴. 우리가 世界的 煩悶과 悲哀로 더불어 한가지로 울며 한가지로 부르지즈며 한가지의 解放을 엇고저 하면 우리는 무엇보다도 먼저 自己의 努力을 要할것이며 自己의 根氣를 要할것이 안이랴. 五色의 圖畵야 조타만은 盲者에게야 무엇이 必要하며 五音의 律이야 조타마는 聾者에게야 무엇이 유익하랴. 珍味를 먹고 其 味를 앎은 自己의 膓胃가 完全함이오 運動을 하고 其 快를 感함은 自己의 身體가 健全한 까닭이 안일 것이냐.＜12＞
世界는 날로 五色의 彩圖가 燦爛하야 가고 五音의 律이 和暢하야 가도다. 그러나 우리가 그를 보고 그를 들으며 그리하야 그의 色彩와 그의 律音을 自家에 粧飾코저 하면 무엇보다 먼저 自己의 聰明을 養하여야 하리라.

六
佛國 自然主義者 「쬬―라」氏는 말하되 「我等의 任務는 社會의 罪惡原因을 探求함에 잇다」 하엿나니 萬若 氏의 言을 借하야 우리의 今日 任務를 물을 것 가트면 우리는 實로 우리의 罪惡의 原因을 探求하야 이를 改革하고 이를 修繕하야 世界의 進化와 한가지로 거름을 옴김이 우리의 任務라 하리로다. 우리가 아즉도 暗黑에 헤매고 狂瀾에 浮沉함은 그 무삼 原因이뇨, 이는 別로 他人을 責할 것이 업고 다만 自己로 自己의 罪惡을 拔除할만한 勇力이 업스며 自己로 自己의 行爲를 鑑視할만한 聰明이 업슴으로써 일 것이다. 그리하야 其 勇力과 其 聰明을 養치 못하는 所以는 「뼈-곤」氏의 이른바 巖窟偶像과 가티 우리는 恒常 自己의 主觀되는 狹窄한 因襲에 깨기고, 野味한 習慣에 出沒하면서 넓히 世界를 보지 못함에 잇는 것이 안이랴.
눈을 크게 뜨라. 귀를 크게 열라. 그리하야 世界를 보라. 世界를 들으라. 世界를 알미 곳 自己의 罪惡을 알미요, 自己의 將來를 알미요, 自己의 聰明을 도움이요, 自己의 一切를 開闢함이로다.＜13＞
＜3-13＞
