Magazine Title: 삼천리 제7권 제9호
Publication Date: 1935년 10월 01일
Article Title: 大京城삘딩 建築評 (Architectural Review of Great Kyŏngsŏng Buildings)
Author: 朴吉龍
Article Type: 문예평론 (Architectural Criticism)

Great Kyŏngsŏng Building Architectural Review
						Pak Kil-lyong

Last time, before writing the architectural review of the various buildings in Seoul city, I merely wrote down a brief account of the path trodden by world architectural history as a preface.
However, as it seemed overly inclined towards specialized terminology and somewhat academic theory, it is doubtful how helpful it was as a preface for the general reader regarding the architectural review of Great Kyŏngsŏng.

Entering the main topic this time, concerning the large buildings that have long stood towering high in the skies of Chang'an [metaphor for Seoul] in Great Kyŏngsŏng, and the large buildings newly completed recently, I intend to jot down brief impressions and critiques (if permitted) of each large structure as they come to my mind and as my brush leads me.

First, when discussing large architectural works in Kyŏngsŏng (within Chosŏn), we cannot help but think first of the Government-General building.

The Chosŏn Government-General (朝鮮總督府). This grand structure is likely a major building on an All-Orient scale. In terms of construction cost per p'yŏng, it probably ranks among the top few in the Orient.
This great edifice, completed in Taishō 15 [1926] after consuming about 10 years of time, is said to have cost a massive 7 million yen, built in the German Renaissance style.
Despite being reinforced concrete, its structure is a type of Renaissance style. The main entrance at the front center of the building protrudes slightly forward, and numerous cylindrical stone columns were erected at enormous expense. From an architectural standpoint, this is utterly unnecessary decoration, serving no perceived need. I suspect the purpose of this building, unlike others, stems from a desire to display a kind of prestige (威信).

This building certainly possesses great contradictions in its structure and form. If the unnecessary decoration of the cylindrical columns at the reinforced concrete front entrance were abandoned, and that cost were used for expansion, a rational building capable of more than double the administrative efficiency could have been made. Generally, looking at past large buildings emphasizing form, the entrance is typically placed at the front center,<178> but there is no need to necessarily do so. Depending on the building's administrative needs, the entrance could easily be placed at the side. Therefore, being bound by form often hinders the internal structure.
From this perspective, this building reveals many dissatisfactions when viewed from the standpoint of a technical expert. According to current talk, it is administratively cramped (狹窄하여), and there are plans to spend 800,000 yen for further expansion. If, at the initial construction, the protruding front entrance columns and the pointed tower-like (塔갓흔) decoration at the very top had been omitted, that expense would have been sufficient to create a most modern, rational building capable of more than double the current administrative efficiency (Chongno Central YMCA Hall [鍾路中央靑年會舘]).

Before the past feudal era, for special buildings, decoration, meaning form, was necessary to some extent, even at great expense, to display a kind of prestige. However, arriving in the modern era, its reason for existence (存在의의) is already lost. Any kind of formal decoration is unnecessary.

From this viewpoint, the recently constructed Central Telephone Bureau (中央電話局) and the Postal Life Insurance Bureau (簡易保險局) are buildings with the most rational structure and style according to modern architectural theory. They prioritized the administrative internal structure and were not biased towards the external style, representing a major innovation in architecture that cannot be denied.
Regarding this type of architectural style, the general public, due perhaps to incomplete understanding (認識의 不徹底로 말미아마), might cast negative critiques (惡評을 네리울넌지 모르나), but the day is not far off when it will be understood as the most rational architectural method.
Architecture, in human life, is merely a machine (機械); it is not a work of art (美術品), nor is it an institution meant to display prestige. This becomes even more true as society continues to develop.

Chosŏn Bank (朝鮮銀行). This building is a type of Renaissance style, made entirely of stone (石造). This building also centers on the external style intended to display prestige, a form-biased architectural method, thus holding no value from a modern perspective.

Savings Bank (貯蓄銀行). This building is reinforced concrete, currently under construction<179> having recently begun (起工). It also biases towards external style, an architectural method with the ambition to display a kind of prestige. It seems this role likely stems from the lingering notion, a relic of the past, that buildings of financial institutions should perhaps show prestige to the general public, as if saying, "We possess this much prestige. You can confidently conduct financial transactions, etc., in a place like this." However, this certainly holds no recognized necessity for modern people.

Industrial Bank (殖産銀行). This building also has a structure and style similar to the Chosŏn Bank or the Savings Bank.

Chosŏn Ilbo Company (朝鮮日報社). This building is one that attempted to possess the most modern architectural style and structure.
This architecture doesn't have a distinct style name. This is not unique to this building; future new architectural theory does not particularly require such distinct styles.
To build according to a certain style already implies that the architecture is bound by that specific style, the external form, so there absolutely should be no specific architectural style. The Central Telephone Bureau, the Postal Life Insurance Bureau, and this Chosŏn Ilbo Company are all like this.
In any case, departing from external stylistic decoration and focusing on the internal structure, in other words, the administrative and rational architectural method, this building is quite close to a modern architectural style.

Tong-A Ilbo Company (東亞日報社). This building is also of a similar architectural style, where one cannot find much difference from the Chosŏn Ilbo Company. (Photo is Tŏksu Palace [德壽宮])

Ewha Women's Professional School (梨花女子專門學校). This building is the newest, most splendid large school building in Chosŏn. It adopts a type of Gothic (꼬틕式) style, showing aspects of a somewhat simplified form. Recently, at Posŏng Professional School (普成專門學校) and various other places, one occasionally sees this type of architectural style, but there is no need to spend excessive costs on external decoration. Looking at this building, because stone (石) was attached and stacked up on its exterior, unnecessarily large costs were incurred beyond what was needed. Such a style certainly looks good (보기조타) externally. However, architecture is a kind of machine (機械).
In any case, it is a splendid (휼융한) school building within Chosŏn. It seems American school buildings are all constructed in this architectural style. In the future, there will likely be many (만흘) school buildings of this method in Chosŏn.

Posŏng Professional School (普成專門學校). This building, also like Ewha Women's Professional School, is a variation of the Gothic style (꼬틕式의 變種). As a school building, it shows aspects of being built in a quite simple manner, but like Ewha Women's Professional School, because it emphasized the exterior appearance,<180> costs beyond what was necessary would have been incurred. From this perspective, if the focus had been on the administrative internal structure without being bound by the external style, a much larger internal expansion could have been achieved with that amount.

Yŏnhŭi Professional School (延禧專門學校). This school also has an architectural style similar to Ewha Women's Professional School or Posŏng Professional School. Moreover, being a school managed by Americans (米國人), it is an architecture that directly imitates (흉내낸) the American school architectural style.

Jesus Church Building (耶蘇敎삘뒹). This building is of British lineage and is the most rationally constructed building for a religious organization. It is Romanesque (로-마네스크式), a variation of the Gothic style. For a religious building, it is quite splendid.

Catholic Cathedral (天主敎堂). Architecturally, this building holds no value, but viewed from the special meaning it carries, intended to show dignity (威嚴) and faith to the general believers, there might be some sense to it.
It is purely Gothic (꼬틕式), nothing more than a relic of 18th-century France (佛蘭西). A copy (複寫) of European (歐羅巴) fashion. The detailed craftsmanship (세부기교) of the interior and exterior is simply and well done. It is truly difficult to critique such a building architecturally. This is because its purpose is not for use like a machine (機械), but it is a special building created solely for religious dignity and faith. (Photo Kyŏngsŏng Station [京城驛])

Chongno Central Christian Association Hall (鍾路中央基督會舘). This building is the earliest Western-style large building (洋制大建物) in Chosŏn, also an old building constructed by Americans imitating the Gothic style, holding no value worth mentioning.

Y.M.C.A. in Hasegawa-chō (長谷川町의 Y·M·C·A). This building is said to be, within Kyŏngsŏng city, the most splendid and uniquely beautiful architectural style from an artistic viewpoint. However, always, architecture is a machine (機械). It cannot be viewed as a work of art. As human society progresses, the focus should be placed more on the internal structure that can yield administrative efficiency, not on displaying prestige or being seen as a work of art. This is because modern, civilized people have no need for such past architectural styles.

Mitsukoshi (Department Store) (三越[百貨店]). This building was completed several years ago in the Renaissance (Revival Style) (루레싼쓰[復興式]) style. This building also seems somewhat constrained in its internal structure due to its external style. In any case, compared to other buildings, its internal fittings are complete.

Nippon Life Building (日本生命삘딍), Chiyoda Life Building (千代田生命삘딍). These two buildings are also imitations of the Renaissance style, merely borrowing (依用) the architectural style of Mitsukoshi.

Hanch'ŏng Building (韓靑삘딍). This building is of the most modern architectural style, which cannot be given a specific style name, making it a much more progressive architecture. However,<181> it shows many deficiencies in its internal structure and overall facilities. In any case, as a building (삘딩) architecture, it can be called rational.

Yŏngbo Building (永保삘딍). This building is also similar to Hanch'ŏng. Compared to Choch'ŏng (朝靑 - likely Chosŏn Youth Hall Building), its exterior and internal facilities can be said to be more complete.

Hwasin Building (和信삘딍). This building also imitates the Renaissance style, but it is a new architectural style difficult to name with a specific style, lacking a so-called ready-made style (卽式). This too is an architecture that emphasizes the exterior.

Kyŏngsŏng Station (京城驛), Kyŏngsŏng Post Office (京城郵便局). These two buildings are variations of the Renaissance style, both focusing on external style and failing to maximize administrative effectiveness in their internal structure.

Chosŏn Hotel (朝鮮호텔). This building is a splendid architecture created by adding considerable Oriental beauty to the German Renaissance style. Originally, adding a new style to another specific style is extremely difficult, yet this building shows no unnaturalness in its harmony, and its style clearly reflects painstaking effort towards harmony. In any case, it is an architecture close to perfection (完美).

Kyŏngsŏng Civic Hall (京城府民舘). Since this building is currently under construction, one cannot say this or that, but just looking at the blueprints reveals that it clearly focuses on the internal structure and employs the most rational modern architectural style. However, the tower-like (塔갓흔) section protruding high (놉히) on one side offers no prestige to the public, and if that much expense were applied elsewhere, it could become a larger building; this point alone cannot be called a rational style.

Whatever the case, as society progresses, architecture will increasingly focus on administrative and rational structure internally, and external ostentation (虛飾) will have no effect on the public. Therefore, the most modern architecture of the future will not be bound by external styles called such-and-such style, but rather, architecture that centers on the most rational aspects based on the administrative function of each building will be the most ideal, progressive architecture. I conclude my remarks here. <182>
<178-182>

**Summary**

Pak Kil-lyong critiques major buildings in 1935 Kyŏngsŏng (Seoul), advocating for modern, functional architecture over traditional, ornate styles. He argues that buildings should be viewed as "machines" prioritizing internal administrative efficiency rather than displays of prestige (威信) or artistic merit, which he sees as relics of the past. He criticizes prominent colonial structures like the Government-General Building, Chosŏn Bank, and schools like Ewha and Posŏng for their excessive ornamentation and inefficient use of funds derived from adhering to historical styles (Renaissance, Gothic). Conversely, he praises newer buildings like the Central Telephone Bureau, Postal Life Insurance Bureau, and the Chosŏn Ilbo newspaper building as examples of rational, modern design focusing on internal function. The article reflects a strong modernist viewpoint emphasizing rationality and efficiency, contrasting it with the perceived wastefulness and authoritarian symbolism of older, style-bound architecture, particularly those representing colonial or financial power. For historians, this article offers a fascinating glimpse into Korean intellectual discourse on modernity under colonial rule, revealing a critical perspective on Japanese colonial architecture (Government-General) and Western architectural influences. It highlights the tension between functionalism and the symbolic weight of buildings, especially those representing authority (government, banks) versus emerging modern institutions (media companies, functional bureaus).

**Named Entities**

朴吉龍	박길룡	Pak Kil-lyong
하여간 외부 양식의 장식이란 것을 떠나서 내부구조, 다시 말하면 사무적 합리적인 건축방식인 점으로 보아서 이 건물은 퍽으나 현대적인 건축양식에 가까운 건물이외다.
東亞日報社. 이 건물도 朝鮮日報社와 그리 다른 점을 발견하지 못할 유사한 건축양식이다.(사진은 德壽宮)
梨花女子專門學校. 이 건물은 조선 안에 잇서서는 가장 새로히 된 휼융한 큰 학교건물이다. 꼬틕식의 일종으로 다소간 간편한 양식을 취한 점이 보인다. 요사히에 와서는 普成專門學校, 기타 여러 곳에서 각금 이런 類의 건축양식을 보는데 외부 장식에 多大한 비용을 들일 필요는 없다. 이 건물을 보면 그 외부에 돌(石)을 부처서 싸허 올너 갓기 때문에 필요이외의 多大한 비용이 들엇다. 이런 양식은 외관으로 보아서는 확실이 보기조타. 그러나 건축은 일종의 機械이다.
하여간 조선 안에 잇서서 학교건축으로는 휼융한 건축이다. 米國의 학교건축들은 모다 이러한 건축양식으로 짓는 모양이다. 今後 조선서도 학교건축으로는 이런 방식의 건축이 만흘 것이다.
普成專門學校. 이 건축 역시 梨花女專校와 가치 꼬틕式의 變種으로 학교건축으로는 퍽 간편한 방식으로 지은 점이 나타나나, 梨女專校과 가치 외관에 편중하엿기 때문에 필요치＜180＞ 안흔 비용이 더 들엇슬 것이다. 이런 점으로 보면 사무적인 내부구조에 중심을 두워, 외부양식에 구속됨이 업섯다면 그 금액으로 퍽으나 큰 내부확장을 보앗슬 것이다.
延禧專門學校. 이 학교 역시, 梨花女專校이나, 普成專門校와 비슷한 건축양식으로 더구나 米國人이 경영하는 학교인 만큼, 米國學校建築樣式 그대로를 흉내낸 건축이다.
耶蘇敎삘뒹. 이 건축은 英國人 계통의 건축으로 종교단체의 건물로는 가장 합리적으로 된 건축이다. 로-마네스크式으로 일종 꼬틕式의 변형이다. 종교건물로는 훌융한 편이다.
天主敎堂. 이 건물은 건축적으로 보아서는 아무런 가치업는 건축이나 이는 특별한 의미를 가지고, 일반신자들에게 威嚴과, 신앙심을 뵈이기 위한 점으로 본다면 일리가 잇슬 것이다.
순전한 꼬틕式으로, 佛蘭西 18세기의 한 유물에 지나지 안는다. 歐羅巴式 유행의 複寫이다. 내부나 외관의 세부기교는 간편하게 잘 되엿다. 이러한 건물은 참말로 건축으로 평하기는 어렵다. 이는 機械와 가치 사용하는 데에 목적이 잇는 것이 안이고 다만 종교적으로 일종의 威嚴한 신앙심을 위하여 맨드러진 특별한 건축이기 때문이다. (사진 京城驛)
鍾路中央基督會舘. 이 건물은 조선안에서 가장 일즉이 된 洋制大建物로, 역시 米國人의 손으로 된 꼬틕式을 본떠다 지은 오랜 건물로서 아무런 말할 만한 가치가 업는 건축이다.
長谷川町의 Y·M·C·A. 이 건축은 京城시내에서 미술적 관점으로는 가장 훌융하고 독특한 美를 가진 건축양식이라고 한다. 허나, 언제든지, 건축은 機械이다. 예술품으로 볼 수는 업다. 人類社會가 진보하면 할수록 사무적 효능을 보담 만히 낼수 잇는 내부구조에 중심을 둘것이지, 威信을 보인다든지, 한 미술품으로 볼 수는 업게 된다. 문명인인 현대인의게는 그런 과거의 건축양식이 필요업슴으로써이다.
三越(百貨店). 이 건물은 수년 전에 된 것으로 루레싼쓰(復興式)식으로 된 건축이다. 이 건축 역시 외관의 양식 때문에 다소간 내부구조에 구속을 바든 듯 하다. 하여간 다른 건축에 비하여 내부장치가 완전한 건물이다.
日本生命삘딍, 千代田生命삘딍. 이 두 건물도 루레싼쓰式의 모방으로 三越의 건축양식을 그양 依用한데에 지나지 안는다.
韓靑삘딍. 이 건물은 일정한 무슨式이라고 이름을 부칠수 업는 가장 현대적인 건축양식으로 훨신 진보적 건축이라고 하겟다. 그러나, 너무나,＜181＞ 내부구조나 모든 설비에 빈약한 점이 만이 보인다. 하여간 삘딩건축으로는 합리적 건축이라고 하겟다.
永保삘딍. 이 건물도 韓靑에 비슷한 건축으로 朝靑에 비하여 외관이나, 내부설비에 완전한 건축이라고 할 수 잇다.
和信삘딍. 이 건물도 루네싼쓰式을 모방한 건축이나, 일정한 무슨式이라고 말하기 어려운 卽式이라고 할 만한 것이 업는 새로운 건축양식이다. 이것 역시 외관에 편중한 건축이다.
京城驛, 京城郵便局. 이 두 건물은 루네싼쓰式의 변형으로 모다 외부양식에 중심을 두고 내부구조에 사무적 효과를 다하지 못한 건물들이다.
朝鮮호텔, 이 건물은 쩌-맨·루네싼쓰式에 다분히 東洋美를 加하여 맨든 훌융한 건축이다. 본래 어떠한 式에 다른 새로운 式을 加한다는 것은 심히 어려운 것인데, 이 건축만은 그 조화에 조금도 不自然한 점이 업고 그 스타일에 잇서서 퍽 잘 조화에 고심한 데가 역역하다, 하여간 完美에 가까운 건축이다.
京城府民舘, 이 건물은 지금 건축중임으로 이러타 저러타 말할 수 업지마는 그 설계도만 보드래도 확실히 내부구조에 중심을 두고 가장 합리적인 현대적 건축양식으로 됨을 알 수 잇다. 그러나, 그 한편에 삐죽히 놉히 솟은 塔갓흔 부분은 일반에게 아무런 威信도 주는 것이 못되고, 그만한 비용을 드린다면 보다 더 큰 건물이 될터이니, 이 점만은 그리 합리적인 양식이라고 할 수 업다.
어찌 되엿든, 사회가 진보하면 할수록 건축은 내부구조에 잇서서 사무적이고 합리적 구조에 중점을 두게될 것이며, 외부의 虛飾등은 하등 대중에게 아무런 효과를 주지 못하게 될 것이니, 今後의 가장 현대적인 건축은 무슨式이라 무슨式이라 하는 외부양식에 구속됨이 없이, 각각 그 건물의 사무적 효능으로 보아서 가장 합리적인 데에 중심을 두는 건축이라야 가장 이상적인 진보적인 건축이라는 것을 다시금 말하며 이만 끝을 막슴니다.＜182＞
＜178-182＞
