잡지명	삼천리 제7권 제9호
발행일	1935년 10월 01일
기사제목	나는 왜 世界舞臺에 나섯나 (Why I Stepped Onto the World Stage)
필자	徐廷權
기사형태	회고·수기 (Memoir/Recollection)

Why I Stepped Onto the World Stage
						Sŏ Chŏnggwŏn

I am a young man of 23 this year. It was 7 years ago from now that I first began to learn boxing (拳鬪).
Looking back now on my past path to having the honor of achieving 6th place in the world today, it was truly a road of many twists and turns (파란골절) and hardships.
From my hometown in Sunch'ŏn (順天), Chŏlla Namdo (全羅南道), until the time I attended school in Seoul, it is an undeniable fact, looking back now, that I was an unspeakable mischief-maker and my conduct was quite improper (不正).
Perhaps because, since I was young (어렷슬 때), my body wasn't weak compared to others, I hated losing to others. Because of that, I liked fighting with others, and there were frequent (중중하였음니다) times when I got beaten up (어더맛는) by others.
Having lived this improper life, it was only natural that the middle school I attended expelled me.
Who would have thought that this mid-term expulsion from the school I attended would create the opportunity to open the path to today's honor in my future?
At that time, in my thoughts, just studying at school wasn't such a great hope, so being expelled from school didn't feel that regrettable. However, the one who was most furious at that time was my father (父親). My father's anger had reached its peak, so he immediately made me come down to my hometown.
That life spent in the countryside was truly primitive, everything was dull and dry (무미건조하였고), <173> and it was unbearably stifling.
I endured this miserable and bitter life patiently for some time, but the lump of blood (피떵이) beating in my chest and my two fists clenching tightly did not permit me to simply pass the time in the countryside. By then, I already possessed a sturdy body that could be called strong for a boy.
Finally, after making a decision, right then, without a single penny in hand (手中), I decided to cross the Hyŏnhaet'an (玄海灘). Of course, I crossed over to Tokyo without anyone in my family, including my father, knowing (몰내).
At that time, I wandered greatly. After thinking many times about where I would go if I left, I decided to go to Tokyo (東京), where my older brother was at the time.
When I went looking for my brother's boarding house (하숙) in Tokyo, Mr. Hwang Ŭlsu (黃乙秀), who at that time was demonstrating the spirit (의긔) of Korean youth in the boxing club of Myŏngji University (明治大學), was there with my brother.
This Mr. Hwang Ŭlsu, indeed, cannot but be called the benefactor who first guided me and opened the way forward for the me of today, who has come to occupy the position of 6th in the world Bantamweight class.
The moment Mr. Hwang first showed (뵈여주든) me this thing called "boxing" (拳鬪), my attraction to this "boxing" was incredibly great. At that time, my heart developed an attachment to boxing beyond imagination. From that time on, I made a grim determination: "From now on, my life is here. I will stake my life on boxing. No matter what hardships there may be, I will grit my teeth and devote my entire life to this boxing. Other than this boxing, there is no path for me to walk!"
And another thing was the captivating slogan, which still makes young people's hearts flutter (울넝거리게) even now,
"One can become a world-class person with just one's fists."
However, the first person to oppose my trying to become a boxer like this was my older brother, and consequently, my father. No matter how much they opposed, before my firm (굿세인) determination and resolve, the arrows of opposition inevitably bent.
From then on, I practiced with Mr. Hwang every day and built a record of KOs. At that time, losing to Mr. Hwang was incredibly frustrating. "I don't want to lose to someone else! I will definitely learn until I can win!" Reacting (反動的) like this, I firmly braced my will and fighting spirit, and continued to practice day and night, shedding sweat and blood.
Finally, I received permission from my father as well and entered (入門하여) the dōjō (道場) of Mr. Watanabe (渡邊) at the "Japan Boxing Club" (日本권투俱樂部), attending and becoming thoroughly proficient (精通하게). <174>
Practicing here day and night gave me the chance (찬쓰) to set out on the path of boxing training in America (米國), which I longed for (동경하는).

Stepping onto the World Stage
Shōwa 7 [1932]. At the young age (弱冠) of 20, I followed Mr. Watanabe and departed for America, the land of boxing. At that time, my heart leaped greatly with joy (깁뿜에), and my hopes were extremely high.
"I will try to seize the world championship once. Let's fight until a world championship is secured (확득할) by the hands of an Oriental, moreover, a Korean!" I was burning (불타올났든) with such firm conviction and fighting spirit.
Embracing a heart full of hope, I crossed the rough (거츠른) Pacific and arrived at the port of "San Francisco" (쌘푸랜씨스코) on the American continent (米洲).
However, at that time, the country called America was refusing entry, especially to Orientals.
Moreover, for someone like me, without much money in hand and no definite guarantor, entry was absolutely hopeless.
Right after getting off the ship, I was immediately dragged away to an island called "Imindo" (이민도 - Immigration Island), about 30 *ri* away from San Francisco (桑港), and ended up confined (갓기고 말었음니다). This place is said to be like a "prison" where they lock up people not permitted (許치) to land (上陸). Inside here, I spent over 10 days and nights, still wearing my clothes, still wearing my hat. Sometimes, I let out my voice and cried my heart out. After some time, perhaps because they showed compassion for a pitiful person, I was able to get out of there. Even while experiencing (격그면서도) such hardships and obstacles, I never once forgot my longing and ambition (야망) for the "Fighting Spirit" (鬪志).
Right then, I went looking for Mr. Watanabe and finally got the awaited opportunity to face American boxing athletes.
Two weeks after crossing over to America, I finally had my first match (第 1回戰), fighting against the athlete "Jack Cavanaugh" (짝·카바누), whose name was known not only in America but also worldwide. In this fight, I completely knocked out (넉아웃) that famous athlete. After that, about once a week, I fought against various famous athletes, and perhaps because my luck was good, whenever I fought them, I knocked them all out (모조리 다-「넉아웃」).
With these KO victories,
public support (聲援) for me, an unknown Korean, gradually increased.
Winning when I fought, winning when I fought—first among people from mainland Japan, then among Filipinos (比島人) and Caucasians—I clearly felt (늣끼게 되였음니다) at every match that there were many people throwing voices of support for me.
After achieving 4 or 5 consecutive KO victories like this, for the 5th time, I came to fight against "Pancho Villa" (뺀조·비라), a Filipino (比島人), the hero (雄) of Bantamweight (빤담), whose name was renowned as a world-class athlete.
Before I write here, the popularity of "Pancho <175> Villa" at the time was truly tremendous. Against him, who reigned (군림하는) over the American boxing world as the Bantamweight King of the world, although I had continued my KO winning streak up to this point, the fact that I, an unknown Korean with no name, was to fight him—the enthusiastic joy (환히) of all American boxing fans at this time was beyond imagination.
"Even if I lose the fight, just fighting against a world-class athlete is itself an honor,"
I thought to myself.
"However, if I win this fight, I can enter the sphere of contention for the world championship (世界選手權 쟁패)."
I came to hold even such a bold resolution.
However, the outcome (勝敗) of this match and the post-fight reviews (戰後評) were widely reported in newspapers and publications not only across America but throughout the world at the time, so I will abbreviate (약하거니와), but anyway, due to an unfair judgment by the referee, the verdict of having lost (敗하였다는) by decision (判定) was unjustly handed down (내리우고) to me.
For the reference (참고) of everyone here, I will write down a snippet (한토막) of an article (記事) reported in a certain San Francisco (쌘푸랜씨스코) newspaper at the time.
『The main event 10-round match between athlete Sŏ Chŏnggwŏn and the Featherweight (페-타-급) Filipino champion, "Pancho Villa" (뺀조·비라), was held amidst great success like boiling water (물끌틋하는 大盛況裡) at the "Sacramento Morning Field" (사쿠라멘트·모-닝·필드), exceeding 12,000 spectators (觀衆), and the grim support (聲援) from enthusiastic fans created an unprecedented (空前) magnificent spectacle (壯觀). Except for the 7th and 9th rounds (라운드), Sŏ maintained superiority (優勢), but due to an unfair judgment, it ended up being declared a "draw" (引分).』
Besides this, I also had 4 matches in total with the athlete "Star Frisco" (스타-·푸리스코), who had previously been invited by the Japan Boxing Club, came to Tokyo, left a record of all KOs, and then went back. I won the first 2 times and lost the latter 2 times by decision.
Next, I faced the athlete "Young Tommy" (양그 토미-). I consider this person my greatest weak point (니가데, 苦手). I lost to this athlete 3 times before, but now, if I were to fight him, I declare that I have the confidence (目信 - likely 自信) not to lose.

"Speedy Dado" (스피-듸·따도-). He was a famous athlete holding the 2nd place in the World Championship, but I faced this athlete and knocked him out in the 3rd round.

"Lew Farber" (류-·파-바-). This athlete was the American Bantamweight (빤담級) champion, and fighting him, I also won by decision.
In addition to these, I fought altogether (무릇) 45 times against various athletes called 2nd place world champions or champions, losing 30 times, drawing 5 times, and winning all the rest. <176>
Fortunately, over the 3-odd years since coming (在來), I fought against the strongest athletes of the world Bantamweight class, and moreover, leaving behind the astonishing (경이적) record of having filed petitions for extension of stay in the US (滯米延期願) 7 times, I came to set foot (밟게 되엿음니다) on my longed-for homeland (故土).
America's boxing fever is tremendous; even when the admission fee (觀覽料) for one game (께임) is about 5 Yen, seeing crowds of 10,000 or 20,000 surge like a tide (물밀 듯) surprised me greatly at first. That's why they say some famous athletes earned 20 million dollars through boxing. I, too, once earned 30,000 Yen from a certain game.
However, even the country of gold (황금의 나라), America, seemed helpless against the "Depression" (不景氣); recently (近者), there are apparently matches where the admission fee for one game is 25 sen.
If we Koreans had diligently learned this boxing 10 years ago, many rich people would likely have emerged.
I have the resolve, determination, and even the confidence to fight against the champions of the "boxing world" and completely conquer the world stage in the near future.
When I intend to step onto the world stage with boxing, fighting only with these two fists, and display (떨칠야고) the spirit (意氣) of a "Korean," the existence of the Korean people, widely to the people of the world, how much the heart (心臟) of a son of the Peninsula (半島男兒) will leap! <177>

**Summary**

Sŏ Chŏnggwŏn recounts his journey from being an expelled, troublesome youth in Korea to becoming the 6th ranked Bantamweight boxer in the world by 1935. Expelled from school and finding rural life stifling, he secretly went to Tokyo, where he was introduced to boxing by Hwang Ŭlsu. Driven by a fierce determination to succeed and prove himself, he trained rigorously, eventually moving to the US in 1932. Despite facing immigration difficulties upon arrival in San Francisco (being detained on 'Immigration Island', likely Angel Island), he quickly made a name for himself with numerous KO victories against prominent boxers like 'Jack Cavanaugh', 'Speedy Dado', and 'Lew Farber', although he notes a controversial decision loss (reported as a draw by some papers) against the famed Filipino champion Pancho Villa. He details his 45 fights in the US over three years, his financial earnings, and his ultimate goal: to conquer the world stage and showcase Korean spirit and existence globally through boxing.

This article is significant for historians studying colonial Korea as it exemplifies how sports, particularly boxing, provided a rare avenue for international recognition and expression of national pride for Koreans under Japanese rule. Sŏ's narrative highlights the intense personal ambition intertwined with a desire to elevate the status of "Koreans" (조선사람) on a world stage dominated by others. His experiences with immigration detention in the US also shed light on the specific racial and political hurdles faced by Asians, including Koreans, seeking entry and success abroad during that era. The mention of financial success and the popularity of boxing underscores its potential as a path to social mobility, while the final lines explicitly frame his boxing career as a mission to assert Korean identity (半島男兒의 心臟, 코리안의 意氣).

**Named Entities**

徐廷權	서정권	Sŏ Chŏnggwŏn
「주먹 하나로서 세게적인 인간이 될 수 있다」는 말이였음니다.
그러나 내가 이렇게 권투가가 되여보겠다는데 제일 먼저 반대하시기는 형님이였고 따라서 부친이였음니다. 아무리 반대를 한다 할지라도 나의 굿세인 결심과 각오 앞에서는 반대의 화살도 굽혀지고 말었음니다.
그후붙어 나는 매일같이 黃씨와 연습하여 KO의 레코-드를 지었섰음니다. 그때의 나는 黃씨에게서 지는 것이 여간 분하지 않었슴니다. 「남한데 지기 십지는 않다! 긔여히 이길때까지 배우고야 말겠다!」 나는 이렇게 反動的으로 굳게굳게 의지와 투지를 가다듬어 가면서 밤이나 낮이나 땀과 피를 흘여가면서 연습을 거듭하여 왔음니다.
드듸여 나는 부친에게서도 허락을 받어 「日本권투俱樂部」의 渡邊선생의 道場에 入門하여 단이면서 본격적으로 精通하게 되였슴니다.＜174＞
이 곳에서 밤낮을 가리지 안코 연습하게 된 것이, 나의 동경하는 米國으로 권투수업의 길에 오르게 되는 찬쓰를 얻는 기회를 지어 주었음니다.

世界舞臺에 나서서
소화 7년. 나는 20세의 弱冠의 몸으로 渡邊선생을 따라 권투의 나라 米國을 향하야 떠나갓섰음니다. 그때의 나의 가슴은 몹시도 깁뿜에 날뛰였으며 나의 히망은 퍽도 컷섰슴니다.
「세게의 선수권을 한번 쥐여 보겠다. 동양사람으로 더욱이 조선사람의 손으로 세게선수권을 확득할 때까지 싸워보자!」하는 굳은 신념과 투지에 불타올났든 것임니다.
히망에 가득찬 가슴을 안고 거츠른 태평양을 건너, 米洲의 땅 「쌘푸랜씨스코」港에 도착되였섰음니다.
그러나 그 당시 미국이란 나라에는 더욱이 동양사람의 입국을 거절할 때 이였음니다.
더구나 나같이, 많은 금전도 手中에 없고 일정한 보증인도 없는 사람의 입국은 도저히 가망이 없었음니다.
배에서 내리는 길로 나는 곳 桑港에서 약 30里가량 떠러저 있는 『이민도』라는 섬으로 끌이워 가서 갓기고 말었음니다. 이 곳은 上陸을 許치 않는 사람들을 가두워두는 「감옥」과 같은 곳이라고 함니다. 이 속에서 10餘日을 의복을 입은 채로, 모자를 쓴 채로 밤과 낫을 새웠섰음니다. 어떤 때는 목을 노와 슬컷 우어도 보았슴니다. 얼마후 그들도 불상한 사람에게 동정을 베품인지 나는 그곳에서 나오게 되였음니다. 이러한 고난과 장해를 격그면서도 한시라도 「鬪志」에 대한 동경과 야망을 잊어 본적은 없었음니다.
그 길로 나는 渡邊선생을 찾어가 비로서 기다리든 米國 권투선수들과 서로 같이 對戰할 기회를 얻었음니다.
미국에 건너간지 2週日만에 나는 비로서 第 1回戰으로, 일즉이 미국은 물론이요, 세게적으로 그 일홈이 있는 「짝·카바누」선수와 싸우게 되었음니다. 이 싸움에서 나는 완전히 그  일홈있는 선수를 「넉아웃」을 식혓슴니다. 그후 붙어는 약 1週日에 한번씩은 여러 유명한 선수들과 대전하게 되였는데, 나의 운이 좋왔음인지 그들과 싸우면 모조리 다-「넉아웃」을 식혀 버렸든 것임니다.
이 KO勝에,
일개 무명의 조선인인 나에 대한 일반의 聲援은 점점 높아저 갓음니다.
싸우면 이기고 싸우면 이기는 나는 처음엔 일본내지 사람들에게, 그 다음으로는 比島人이며, 백인들에 이르기까지, 나에게 대한 응원의 소리를 던저주는 사람이 많음을 시합이 있을 때마다 확실이 늣끼게 되였음니다.
이렇게 連 4,5次를 내려 KO勝을 한 뒤, 第 5次로 比島人으로 빤담의 雄이요, 세게적 선수로 일홈을 날니는 「뺀조·비라」와 싸우게 되였음니다.
내가 여긔에 쓰기전에, 당시 「뺀조＜175＞ 비라」의 인기는 실로 대단하였음니다. 세게 빤담의 王者로서 米國의 권투게에 군림하는 그에게 대하야, 내가 이때까지 KO勝을 게속하여 왔다고는 하지마는, 일개의 일홈도 없는 조선인 나와 대전하게 됨에 이때의 全 米國 권투팬들의 열광적 환히는 상상 이상이였음니다.
「만약 싸워서 진다고 하드래도 世界的 선수와 싸우게 되는 그것만도 명예이다」
라고 나는 생각하였섰음니다.
「그러나 만일 이 싸움에 이긴다면 나는 세게선수권 쟁패의 권내에 들어갈 수가 있다.」
이러한 대담한 결심까지 가지게 되였음니다.
그러나 이 시합의 勝敗와 戰後評은 그 당시, 全米는 물론 전세게의 신문과 紙上에서 한가지로 보도되였기에 약하거니와, 하여간 심판의 불공평으로 말미아마 억울하게도 判定으로 敗하였다는 선고를 나의게 내리우고 말었음니다.
여긔 여러분의 참고에 도음이 될가하야 당시 쌘푸랜씨스코 某新聞紙上에 보도된 記事의 한토막을 적어볼가 함니다.
『徐廷權선수와, 페-타-級의 比島선수권者, 「뺀조·비라」와의 멘에벤트 10回戰은, 「사쿠라멘트·모-닝·필드」에서 물끌틋하는 大盛況裡에 거행되여, 觀衆 12,000을 넘었고, 熱狂的 팬들의 삼엄한 聲援은 空前의 壯觀을 일우웠다. 시합은 7回, 9回의 라운드 이외에는 徐優勢를 가젔섰으나, 불공평한 심판으로 말미아마 「引分」을 당하고 말었다」
이외에는 오래전에 日本拳鬪俱樂部의 초빙을 받어 東京에 건너와 올 KO의 레코-드를 남기고 건너간 「스타-·푸리스코」선수와도 前後 4回의 시합을 하였는데 前 2回는 이기고, 後 2回는 판정으로 지고 말었음니다.
그 다음에는 「양그 토미-」선수와 서로 대전하였는데, 이 사람은 나의 가장 니가데(苦手)라고 봄니다. 이 선수에게 전에 3回씩이나 敗하였음니다마는 현재에 와서는 그와 싸운다면 斷然 지지않을 目信을 가젔다고 斷言하겠음니다.

「스피-듸·따도-」. 그는 世界選手權의 第2位를 찾이하고 있는 유명한 선수이였으나 나는 이 선수와 대전하야 3回戰에서 넉아웃을 식혓슴니다.

「류-·파-바-」. 이 선수는 米國 빤담級의 챤피온으로서, 그와 싸워서도 판정으로 이기엿음니다.
이 외에도 세게적 선수권의 2位나 챤피온이라고 일크르는 여러 선수들과 전후 싸우기를 무릇 45回로서, 敗하기를 30回, 비긴 것이 5回로서, 그 외에는 전부 승리를 하엿음니다.＜176＞
요행히 在來 3年餘, 世界 판탐級의 最强 선수들과 싸웟으며, 더구나 滯米延期願을 내기를 7回라는 경이적 레코-드를 남기고 그리운 故土를 밟게 되엿음니다.
米國의 권투熱은 굉장하여서 한께임에 觀覽料가 5圓가량 하여도 1,2만의 관중이 물밀 듯 함을 볼 때, 나는 처음에 퍽으나 놀났음니다. 그러기에 어떠한 유명한 선수는 권투로서 2천만弗의 돈을 모왔다고 함니다. 나도 어떤 께임에는 3萬圓의 돈을 버은 적도 있었음니다.
그러나 황금의 나라 米國에도 「不景氣」에는 어쩔수 없섯든지, 近者에 와서는 한께임에 25錢의 관람료를 하는 시합이 있담니다.
우리 조선사람이 만약 10년전에 이 권투를 열심히 배웟드랴면 큰 부자도 많이 생겻을 것임니다.
나는 「권투세게」의 챤피온들과 싸워서 머지 않은 앞날에 世界舞臺를 완전히 정복할 각오와 결심과 또는 자신까지도 가지고 있음니다.
이 두 주먹만으로 싸우는 권투로써 세게무대에 나서서 「코리안」의 意氣 조선사람의 존재를 널니 세게인에게 떨칠야고 할 때 半島男兒의 心臟이 그 얼마나 뛰놀 것 임니까!＜177＞ ＜173-177＞
