잡지명	三千里 제7권 제9호
발행일	1935년 10월 01일
기사제목	文壇의 페스토菌 (Pest Bacteria of the Literary World)
필자	張赫宙
기사형태	문예평론 (Literary Criticism)

文壇의 페스토菌
						張赫宙

Recently, various letters have been coming to me from unknown writers or literature enthusiasts both inside and outside the country (內外地). Immediately after my debut in the literary world (文壇), I tried my best to reply to each and every one. This was because I felt deeply grateful that people would send letters even to someone like me.

However, as days passed, manuscripts (原稿) to be written piled up on my desk, books to be read accumulated, and letters needing replies gathered, so replies to them were delayed, and when letters came from others, I would completely forget about the earlier ones. (I record this as an excuse to all of you who sent me letters and were disappointed not to receive a reply. Among them were polite letters enclosing postcards (葉書) or stamps (切手), but even those I ended up forgetting. At first, I even doubted the intentions of people like me who write such things, thinking, "Why receive someone's letter and just hold onto it?" But people are indeed weak, it seems. I myself have ended up becoming like that. Perhaps it could be said I've grown weary of "writing" and tired of "literature" to that extent. Truly, even if I had a lover (愛人), I don't think I could write letters so frequently.) In this state, today, an unknown friend from Tokyo sent a substantial letter. I replied immediately. This was because the content of the letter was not praise or criticism directed personally at me, but raised issues that "we" should consider. <250>

I have received similar letters several times from other people, discussed such matters with acquaintances, and as I desperately wished for our improvement and development, lamenting why we couldn't become such a splendid nation, that issue has now deeply lodged itself in my mind. Since "Samch'ŏlli" (三千里) had previously requested a manuscript via letter, I thought I would write about it here. However, I am certainly not writing this piece out of a desire to show off, thinking I am the best in the world, or rather, the best in Chosŏn.

Although I have read one or two pieces of writing that deceived the conscience and told "lies" in the past, "writing," especially essays (隨筆) like this, should be written most honestly so that the author's character is revealed starkly (赤裸裸). How could I possibly violate that principle?

The letter from the unknown friend is as follows: "Brother Chang (張兄)— Have you been well? Taegu must be very hot—

Well, the reason I am writing to you, Brother, is none other than this. I wanted to share my thoughts on the Chosŏn literary world (朝鮮文壇) with you, so I took up my pen. I am also one who values literature and loves it. And I am one who eagerly awaits (苦待) the emergence of a literary genius in Chosŏn. However, lacking the time and leisure to fully examine the trends in Chosŏn literature, I haven't even prepared my own views on how the Chosŏn literary world is. But since I consistently obtain and read the three newspapers (3新聞), *Sindonga* (新東亞), *Chungang* (中央), etc., my fragmented and shallow views (淺見) on the Chosŏn literary world are likely based on these. Thus, I have been anticipating (企待) that genius literature might finally emerge in Chosŏn. I thought the conception (朶胎) had already occurred. However, due to a certain motive, I felt apprehension and fear (疑懼와 공포) wondering if the literary society (文學界社會) of Chosŏn, far from nurturing (褓育) such a genius even if one were born, might instead be filled with poison (毒素) that would kick, spit on, and grind them into the dirt. (Emphasis by Chang) That motive was seeing the Chosŏn Literary World Roundtable Discussion (朝鮮文壇座談會) in the September issue of *Sindonga*. (Recently, there has been more than one new writer (新作家) with excellent talent in Chosŏn.) Are the dignitaries (御歷御歷) gathered at that roundtable discussion the seniors of the Chosŏn literary world who will guide <251> it? If so, I would hastily conclude that there is nothing to anticipate in the Chosŏn literary world. What did they clamor about at that roundtable? Just looking at it made me want to spit in disgust (唾棄) and find it hard to suppress vomiting (嘔吐).

The purpose of doing literature in the Chosŏn language (朝鮮語) is to effectively convey the emotions, sentiments, and thoughts of the Chosŏn populace (朝鮮民衆) who speak Chosŏn language to those who speak Chosŏn language. If the Chosŏn populace is considered a part of world humanity, then there must be a common underlying current in the fundamental tendencies of humankind. If that's the case, there should be no issue whatsoever even if a Chosŏn person does literature in English, French, Chinese, Esperanto, or any other language. We should simply praise or detest the excellence of the work. Those base individuals (卑劣漢) who are jealous (猜忌) just because it's expressed in another language— If a work expressed in another language actually conveys Chosŏn life better, and one feels it should definitely be read by the masses who only know Chosŏn language, then thinking of ways to translate and publish it would be the right approach. (Omitted due to presence of specific names of Mr./Ms. So-and-so (某某氏實名))

Finally, Brother, I offer you my sorrowful sentiment (哀情). Literature certainly reaps nothing from jealousy (猜忌) and hatred (憎惡); rather, these two things must be called the pest bacteria (페스토菌) of literature.
If Chosŏn people are the ones who can sympathize with and understand Chosŏn life, then those who can sympathize with and understand Chosŏn literature must be none other than the people of the Chosŏn literary world (朝鮮文壇人). Sympathy and understanding—only these, I believe, form the warm bed (溫床) that nurtures literature. Brother, please disinfect the pest bacteria of the Chosŏn literary world.
As one who loves literature and eagerly awaits excellent literature, I earnestly wish this of you, Brother.
Please remain well.
September 10th, In Tokyo
Yi XX
(Mr. Yi, please forgive this unauthorized use.)"

Before writing my thoughts on this letter, I want to note that I am wary this piece might seem as if the *Sindonga* roundtable itself is the issue, or as if it refers to the literary figures (文壇人諸氏) as pest bacteria (페스토菌 云云), <252> and that it was not my intention to deliberately bring up someone else's letter with such motives. Indeed, are there many pest bacteria in our literary world? I too would like to ask the literary figures.
Since I am also far removed from the literary world, I don't know well what it is like.

However, based on what I've heard from the few literary figures I've met face-to-face (面對), it seems there is considerable mutual envy (嫉視) and hatred (憎惡), and a habit of not acknowledging good works (佳作) as they are. Recently, Mr. Yi Pungmyŏng's (李北鳴氏) work that appeared in *Sindonga* was also a considerable masterpiece, but Mr. Yi also wrote to me expressing similar laments. When Mr. Yu Chin-o (兪鎭午氏) published ("Professor Chŏng and Instructor Kim" (丁敎授와 金講師)), he too sent such sighs of lament (嘆聲).

Judging by this, perhaps to avoid others' envy in the Chosŏn literary world, one should produce mediocre works (䭾作)? Then wouldn't everyone say, "Look here, I am the best"?

However, I replied to Mr. Yi in Tokyo, saying that Chosŏn indeed has many such elements, but not everyone is like that, so let's first, starting with myself and you, strive to discard such XX-like ingrained nature (根性).

I have never boasted about debuting in the Tokyo literary world, and since I remain hidden in the countryside (鄕間), how could I have done anything to incur others' hatred? Yet, why is it that only stubbornness towards me, slander (罵倒), cold sneers (冷笑), and abusive language (辱說) (from Seoul literary figures (서울文士諸氏)) reach my ears? Setting aside my lack of proficiency in the Chosŏn language, my affection for the Chosŏn literary world completely disappears, leaving nothing behind. In the past or now, apart from two or three individuals among Chosŏn writers (朝鮮文人), who has ever acknowledged my work? When (Agwi To / Path of Hungry Ghosts (餓鬼道)) was published, word came that people were saying, "They probably selected it because a Chosŏn person wrote it." My memory is quite dim now, so I cannot speak in detail, but (Chohāreru Hitobito / Pursued People (追はれる人人)) was called ("merely an introductory text about Chosŏn (조선의 소개文而己)"), (Ken to iu Otoko / A Man Called Kwon (權と云ふ男)) "a novel deserving of spitting upon (唾棄)". Since only such attacks were made, how could I feel grateful towards, love, or feel close kinship with Chosŏn writers? According to a letter from a certain Mr. So-and-so (某氏), many unfavorable remarks about me also came up at the recent *Sindonga* roundtable discussion. Indeed, Mr. Kim Kwangsŏp (金珖燮氏) said, "Publish just one novel in *Kaizō* (改造) or *Chūōkōron* (中央公論), and they act high and mighty (眼下無人)—" this was undoubtedly aimed at me. <253> Mr. Chu Yosŏp (朱요섭氏) also mentioned Chang Hyŏkchu (張赫宙 云云); there would have been no need to specifically mention Chang Hyŏkchu, who had no relevance to the purpose of the roundtable. Sometime ago, when there was a Samch'ŏlli Company (三千里社) roundtable, I heard from a Mr. Pak (朴某氏) who attended there many remarks beyond what was published, about how Messrs. Kim Tongin (金東仁) and Chu Yohan (朱耀翰 諸氏) had slightly attacked me.

Seeing me record things like this, it's clear I too am a petty person (小人) whose nerves are frayed by trivial matters.
Therefore, I am trying not to feel any ill will (惡感) towards any abusive language directed at me.

However, I simply do not feel inclined to try writing even a poor novel in the Chosŏn language. This is because the thought constantly lingers in my mind: if even works published in the Tokyo literary world and received favorably are slandered (罵倒) like that by Chosŏn writers, how much abuse would I face if I wrote in Chosŏn language?

I think I will probably never desire the glory (榮光) of becoming a Chosŏn writer. I think, why should I work while enduring insults when I can work happily where my novels—if they are good—are well-received? This too is a petty nature (小人的 根性). But, since it's the truth, I confess it as it is. I believe there is upward-striving jealousy (向上 的 嫉視) and ruinous jealousy (망족적 嫉視). The thought, "My position remains as long as that fellow remains unsuccessful," is ruinous jealousy, stemming from reluctance to strive – this is the gist of what I wrote to the unknown friend in Tokyo.

"My young friends. It is fine to envy and be jealous when others become great. But strive ceaselessly and endeavor to follow that great friend. If you do this, your jealousy will yield very good results. But never be envious and try to pull others down. That produces nothing but your own degradation."

This is what I tell the young friends who come to me. Why? Because I think the malady (病弊) of dividing into Easterners and Westerners (東人西人), Old Doctrine and Young Doctrine (老論少論), mutually envying and trying to eliminate each other, has become our hereditary nature (遺傳的 天性) today. <254>
<250-254>

**Summary**

The author, Chang Hyŏkchu, expresses his frustration and disillusionment with the Korean literary scene ('Chosŏn bundan') of 1935. He shares a letter from an anonymous Korean intellectual in Tokyo who criticizes the prevailing atmosphere of jealousy, backbiting, and lack of support among Korean writers, citing a recent roundtable discussion published in *Sindonga* magazine as evidence. Chang concurs, recounting personal experiences of having his works (published in prestigious Japanese magazines) dismissed or attacked by Korean literary figures. He feels alienated and discouraged from writing in Korean due to this perceived hostility, contrasting destructive envy with productive ambition. He concludes by lamenting this tendency towards infighting as a potentially inherited trait within Korean society. From a historical perspective, the article is significant for revealing the complex dynamics within the colonial Korean literary world, particularly the tensions surrounding language choice (Korean vs. Japanese) and the internal rivalries that existed. It highlights the personal struggles of a Korean author achieving success through Japanese publication and his perception of being ostracized by the Korean literary establishment, offering insight into the pressures and divisions faced by intellectuals during the colonial period.

**Named Entities**

張赫宙	장혁주	Chang Hyŏkchu
朝鮮人生活을 同情하고 이해할 사람이 朝鮮人이라면 朝鮮文學을 同情하고 이해할 사람도 朝鮮文壇人外에 업슬 것이외다. 同情과 이해, 이것만이 문학을 양성할 溫床이라고 생각하나이다. 兄이여 朝鮮文壇의 페스토 菌을 消毒하여 주옵소서.
문학을 사랑하고 우수한 문학을 苦待하는 자로서 이것을 꼭 兄에게 願하고 십나이다.
내내 安寧히 게십시요.
9월 10일 在東京
李XX
(李氏여 無斷借用을 용서하소서)
나는 먼저 나의 이 편지에 대한 생각을 적기 전에 「新東亞」의 座談會가 문제된 것과, 마치 文壇人諸氏를 페스토菌 云云하는 것갓치 이글이 보일가 저어하고＜252＞ 나역시 그런 의도에서 일부러 남의 편지를 끄집어 낸 것이 아님을 적어두고 십다. 과연 우리 文壇에는 페스토菌이 많습니까. 文壇人에게 나도 물어보구십다.
나역시 文壇과는 멀리 떠러저 잇서 文壇이 어떠한 것임을 잘 몰으니까.
허나, 내가 面對안 몃몃 文壇人에게 들은바에 의하면 사실에 잇서서 서로의 嫉視 憎惡가 상당한 것갓고 간혹 佳作이 나와도 그것을 그대로 인정하지 안는 습관이 잇는 것 갓다. 최근에 「新東亞」에 나타난 李北鳴氏의 작품도 상당한 佳作이엇스나 李氏 역시 如上과 갓흔 한탄을 내게 써 보냇고 兪鎭午氏가 (丁敎授와 金講師)를 발표햇슬 때도 그런 嘆聲을 보내엇섯다.
이로 본다면 朝鮮文壇에서 남의 嫉視를 사지 안흐려면 䭾作을 낼것이니 그러면 모도들 「이것봐 내가 제일이다」할 것이 아닐까?
그러나 나는 東京의 李氏에게, 朝鮮에는 과연 그런 要素가 많다. 허나 다 그런 것은 아니니 위선 나부터 또 당신부터 그런 XX적 根性을 버리도록 힘쓰라고 답장을 썻다.
내가 東京文壇에 진출햇다고 자랑하고 단일일도 없고 행 鄕間에 잇서 숨어 잇거늘 어찌 내가 남의 미움을 살 짓을 햇슬까. 허나 나에대한 고집도 상당하고, 罵倒 冷笑, 辱說만이(서울文士諸氏의)내귀에 전달될까. 나는 조선말 공부가 부족한 것도 잇거니와 조선문단에 대한 애착이 하나 남지 안코 업서진다. 과거나 지금이나, 내 작품이 朝鮮文人사이에 두어 사람을 除하고는 누가 인정을 해 주엇슬까. (餓鬼道)을 발표하니 「조선사람이 썻다구 당선을 식힌게지」라 한다고 전해왓고, 지금 나의 기억이 퍽 히미해저서 자서히는 말할 수 없으나 (追はれる人人)는 (조선의 소개文而己) (權と云ふ男) 「ガル、ボウ」 唾棄할 소설. 이갓치 공격한 것 뿐이니 어찌 나인들 조선문인을 고맙고 사랑하고 십구 친한 동모로 느껴질 것인가. 이변 新東亞座談會席上에도 나에 대한 조치 못한 말이 만히 나왓다고 某氏의 편지엿고. 사실 金珖燮氏는 「改造」 「中央公論」에 소설 1편만 발표하면 眼下無人이니-하엿스니, 이것은 나에게 한말임이 틀림없고＜253＞ 朱요섭氏도 張赫宙 云云하엿스니 座談會의 목적과는 아모런 관련업는 張赫宙를 하필 云云할 필요가 없을 것이다. 언제인가, 三千里社座談會가 잇섯슬때도 金東仁, 朱요한 諸氏가 조곰씩 나를 공격하엿다고 발표된 글 이외의 여러말을 나는 거기 列席햇든 朴某氏로부터 드른 일이 잇다.
내가 이러케 기록하는 것을 보면 나역시 사소한 일에 신경을 傷케하는 小人임이 틀림없다.
그러므로 나는 나에게 대한 아모런 辱說에도 何等의 惡感을 느끼지 안으려고 하고 잇다.
그러나 나는 되지 못한 소설이라도 조선말로 써 보려고 할 마음이 도시 나지 아니한다. 그것은 東京文壇에서 발표해서 好評을 바든 작품도 그와 갓치 조선문인들이 罵倒를 한다니 만약 조선말로 썻드라면 또 얼마나한 욕을 할까하는 생각이 항상 머리에서 떠나지 아니함으로서이다.
나는 아마 조선문인될 榮光은 영원히 바라지 아니하리라고 생각한다. 나는 나의 소설을- 만약 그것이 잘된 것 일 때-잘 바더주는 곳에서 즐거웁게 일할 것이지 하필 욕을 먹어가면서 일할 필요가 어디 잇나 이러케 생각한다. 이것도 小人的 根性이다. 허나, 사실이니 그대로 고백한다. 나는 嫉視에는 向上的 嫉視와 망족적 嫉視가 잇다고 생각한다. 저놈이 잘 못한채 잇슬동안의 地位는 그냥 잇거던, 하는 것은 힘쓰기 실허하는 즉 망족적 嫉視이다 란 뜻의 글을 東京의 未知의 벗에게 적어 보내엇다.
「나어린 벗들이어. 남이 훌륭해질 때, 부러워하고 질투하는 것은 조타. 허나 그대는 쉬지안코 힘쓰고 그 훌륭한 벗을 따르려고 애쓰라. 이러케 한다면 그대의 질투는 퍽 조흔 결과를 나흘 것이다. 그러나 결코 시기하고 남을 끄집어 나리우랴고는 하지말라. 그것은 그대 자신이 못나지는 것 밧게 아모런 것도 나오지 안느니라』
이갓치 나는 내게오는 어린 벗들에게 말해준다. 왜? 東人西人하고 老論少論하며 서로 시기하고 없새려고 하든 병폐가 오늘날 우리에겐 遺傳的 天性이 되어 잇다고 나는 생각하기 때문이다.＜254＞
＜250-254＞
