Magazine Title: 개벽 제71호
Publication Date: 1926년 07월 01일
Article Title: 國葬前後의 留置場生活雜記 (Miscellaneous Notes on Life in the Lockup Before and After the State Funeral)
Article Type: 회고·수기 (Memoir/Recollection)

Miscellaneous Notes on Life in the Lockup Before and After the State Funeral

Our Prediction
June 10th drew closer day by day. Whenever we gathered in the editorial office, we often said things like this:
“No matter what, they won’t leave us alone. We must hurry and finish editing the July issue. Somehow, we must get the July issue out before the 10th.”
Sure enough, our prediction came true exactly as expected.
June 6th – It’s Sunday. I was at the company (社) until morning, then in the afternoon, I went to visit a comrade in Kwanch'ŏl-dong (貫鐵洞) to discuss the expansion of *Kaebyŏk* (開闢擴張). As I was heading back towards the company, passing near the back of T'apkol Park (塔洞公園) after passing the entrance to Sa-dong (寺洞於口), someone suddenly called my name. Turning around, I saw Detective O (O刑事), who always monitored our side (便). Looking very agitated (興奮된 態樣), he said, “Let’s go to the station (署).” When I asked, “Is it an arrest (檢束)?” he replied, “No. There’s something to investigate (取調)...” Investigation! About what? Hearing this, I instinctively felt a knot in my stomach. But figuring that one must face whatever comes in this world (世上), I turned back onto the Sa-dong road, passed the stone monument (石便), went through the back alleys of Chongno (鐘路), <79> and entered the Chongno Police Station (鐘路署). It was around 6 PM, and the day was almost over.

Comrades Being Hauled In One After Another
I was taken up to the Higher Affairs Section (高等係) on the second floor, and it was indeed chaotic. Not a single section member (係員) was sitting at their desk; everyone was bustling about, going in and out, seemingly unable to get their bearings (頭緖). I instantly sensed, “A big incident (事件) has occurred.” As soon as I entered the Higher Affairs Section, a detective immediately led me to a large room (房) at the back. Already, 4 or 5 comrades were in this room, including 3 women (女子) and an elderly man (老人) from the countryside wearing a white traditional hat (白笠) and mourning clothes (喪服). Uniformed policemen (正服巡査) sat watching among them, sparsely seated, ordering, “Don’t talk, don’t look around.” At the entrance (出入門) where I sat, one person stood inside the door (門안) and one outside (門밧게), a total (合計) of two guarding the inside and outside (內外) of the door.
As I sat quietly with my arms crossed, there was a commotion outside, banging and clattering. It felt just like a house on fire.
The electric lights (電燈) came on, and as midnight approached, comrades kept being brought in. Some wore hats (帽子) and outdoor clothes (外出服), while others were just in their undershirts (동저고리) or only their Western suit trousers (洋服 아렛바지)—all sorts. It seemed they were apprehended while eating dinner or out for a walk (散步). By around midnight (밤 열두시), that large room was completely full. Particularly striking were the students, around 5th or 6th grade of elementary school (普通學校). Young students, looking no older than 1st or 2nd graders of middle school (中學校), were brought in still holding the rackets (낫겟) they were playing tennis with. The actions (所行) of those in power (執權者) are indeed grand (宏壯). <80>

A Night on a Plank
Policemen went around asking about dinner and whether we had any money (與否). I wondered if they intended to make us buy our own food again, and felt slightly displeased. A little later, bento boxes (변또) arrived. They were small, wrinkled, undercooked bento boxes with clattering soybean side dishes. The rice was sticky and lacked starch (풀긔), tasting bland like water. Anyway, it was good to eat something.
Sometime late at night, the policeman on duty (守直巡査) handed out several sheets (數枚) of old newspaper (新聞紙) each.
The instruction was to spread them out and sleep on the wooden floor or on the benches. More than wanting to spread it out, I wanted to read it first. Quietly scanning it, I saw it was a supplement (附錄) to this year’s New Year issue (新年號) of the *Tonga Ilbo* (東亞日報). There were New Year contributions (新年 寄書) from socialists (社會主義者) of various countries (各國) like Sakai Toshihiko (堺利彦), Yamakawa Hitoshi (山川均), and some people from China (中國). I guessed these papers had been confiscated (押收藏之). As I finished reading one side (面) and flipped it over, a sword-carrying policeman came over and snatched it away. Thus, the newspaper mattress I was fortunate to get was unfortunately taken away. If I were in a position (形便) to sleep comfortably even on a single sheet of newspaper, I wouldn’t have ended up here—thinking this, I took a bench just over a handspan (뼘) wide, lay stiffly like a corpse on its funeral bier (七星板), unable to move an inch, and spent the night like that on the second floor (二層).

Detectives Become Teachers
When I woke up in the morning, there were considerably more comrades. It seemed they had been rounding people up in cars (自動車) in the early hours of the dawn. <81> After feeding us each a crumpled bento box, they started calling out the names (呼名) of all those people one by one and arranging the seating (座席 整賴), just like taking attendance (出席簿) at the first period (時間) of school (上學). The detectives acted as teachers (先生格), and the uniformed policemen as assistants (助手格). Since the room happened to be set up like a lecture room (講習室格) with a blackboard and a podium, the scene resembled a class (敎授時間) even more. How should one describe this situation at this moment? Haha (呵呵).
After calling the roll (人名簿) for a while, they suddenly pointed out specific names (指名) and pulled them out. I was among the first group. Putting on my clothes, I was led out onto the Chongno street, where a car (自動車) was waiting (等待). I thought, "The lockup must be full, so we're probably going to Sŏdaemun Prison (西大門 監獄)..." But as we drove, the car didn't head towards Sŏdaemun but turned in front of Kwanghwamun Gate (光化門). It happened to be the day of the state funeral procession rehearsal (因山大習儀). Even a brief glance showed the city center (市中) teeming with crowds (人波). Especially in front of Kwanghwamun, pallbearers (轝士軍) in long hemp coats and yellow attire (長巾黃服) were being pushed this way and that. Being escorted by 3 police officers (警吏) along with 3 or 4 other comrades, rushing through that crowd (人波), was truly an unusual feeling.

A Look Around the Police Department Lockup
The car ride (自動車 遊興) was brief. We were soon taken into the Police Department Lockup (警察部 留置場). Taking off clothes, emptying pockets—it was quite chaotic. Entering a room in the central building (東軒 가운대 房), I found an elderly man and a young man (少年) who worked in our company's (社) bindery (製本部) already there. When asked when they arrived, they said early morning. Even when the tiger dies, its family (家族) gathers in one place, <82> and so we humans met again in this lockup. Later, Min Hyŏng (閔兄) from Sales (營業) and Ch'a Hyŏng (車兄) from Editorial (編輯) also ended up sharing this room (同居). Whether this was coincidence (偶然) or fate (必然), there’s no need to elaborate (説明).
My third time seeing a lockup (留置場)! But this was my first time in the Police Department lockup. Like any lockup, this one was about four *pyeong* (approx. 13 sq meters) with wooden walls on three sides (三面 板壁) and a wooden barred window on one side (一面 木窓). Inside, as usual (例), there was one spot equipped (備付) for defecation. Eating in that room, defecating in that room! Thus, living buried in the smell of feces. This is the sole characteristic of today's life behind bars (鐵窓生活). In places like prisons (監獄), the night soil bucket (똥통) is supposed to be taken out every morning (朝), but here, they didn't place a bucket but had a hole leading directly outside. When I first entered this room, as mentioned earlier, there were the two comrades from our company's bindery, Yi Hyŏng (李兄) from the Labor Federation (勞總) who came in the same car (同車) as me, making a total (合計) of 4 people. However, as the afternoon passed, people started coming in one or two at a time, and by bedtime, there was a total of 24 people. That is, 24 people had to share quarters (合宿) in a 4-pyeong room. Who would come here expecting comfort? But the sleeping arrangement every night (每날 밤) was truly miserable. We couldn't lie flat on our backs, so we lay on our sides; we couldn't stretch our legs, so we curled up like hunchbacks. Despite it being summer nights, it got unbearably cold towards dawn (새벽녁). We obtained a few pieces of bedding (보료), relics (遺物) from the former Military Police era (前憲兵隊時代), but they were insufficient. Even so, healthy (건강) people might be able to endure (忍耐) it somewhat, but those who were unwell (不健) before coming in truly <83> couldn't bear it. Among us, a friend (親舊) from Hwanghae Province (黃海道) came in with a chronic illness (宿病). He often cried out in distress (呌苦) that he was dying, but the responsible officials (責任者) there paid no attention (본체 만체). Eventually, we had to cause a commotion (騷動), asking, "Is it okay if someone dies?" Only then would they ask about his symptoms, usually with an angry face and shouting loudly. We don't know the detailed regulations (細規) of the lockup rules (留置場 規 則), but judging by the actual conduct (實地 行事) of those in charge, there wasn't the slightest hint of doing anything for the prisoners (囚人) based on any legal regulations (法規) or obligation (義務的). Everything was done purely—as a display of their own power (示威的) or as a favor (施惠的). For example (例), sprinkling carbolic acid solution (石炭酸水) in the latrine pit every few days—when the time came and we firmly requested (固請) it, they would generally (大槪) get angry and retort in a manner (套) like, "If we want to sprinkle it, we'll do it! What's with the chatter?" I mention this not because it's a huge deal, but because this is typical of how the so-called authorities (當局) operate these days. Even if there is a law (法), they made it for their own convenience, so what can be done? Yet, they disregard even that and act solely based on their own emotions and moods. This is the reality today, even while they claim to be a constitutional state (立憲法國), a state ruled by law (法治國). <84>
(The original text indicates that content from the middle of page 84 to the middle of page 86 is deleted - National Institute of Korean History)

The Problematic June Tenth
June 10th. The problematic (問題) June 10th. From morning (朝), we looked out at the sky visible through the iron bars (鐵窓) to the east, first wondering about the weather (日氣 如何). Then we thought about the connection between the weather and crowd psychology (群衆心理). By now, it must be eight, no, nine o'clock. What was happening outside? Generally (一般), rather than just curious, we were downright anxious (寧히 초조하얏섯다). The policemen doing night duty (宿直) inside the compound (場內) were also quiet, as if waiting for some news, and we too were exceptionally subdued (非常하게 沈靜하얏것섯다). 12 o'clock passed. News trickled in from somewhere. But being news heard inside here, it was extremely fragmented. We idly <86> wished, "If only a new comrade were incarcerated (囚監) in our room now, we could find out the news..." But that wasn't going to happen. We could only gather together affectionately (多情多情) and hold discussions (講話) about the current situation (現下의 形便), thereby trying to make the day meaningful (義意잇게) in our own way. <87>
(The original text indicates that a portion of page 87 is deleted - National Institute of Korean History)

Sounds Heard Inside the Lockup
One last thing to mention is the sounds of the outside world (世上소리) heard inside the lockup. On the first evening, while on the second floor (二層) of the Chongno Station, the sound of hymns (讚美소리) from a nearby Christian Church (基督敎會) was unforgettable for everyone. It seemed to be from the Pyŏngin Evangelistic Association (丙寅傳道會). <87>
However, that sound of hymns grated on the minds of the many people detained (拘囚) inside. One couldn't help but think: who are these fellow Koreans being detained like this, and who are those singing freely (自由) in such large numbers (多數)? Then, at the Police Department Lockup, the clanging sounds of the electric trams (電車소리) morning and evening, and the rumbling sound of automobiles (自働車 소리) dashing by, stimulated (刺戟) our nerves (神經) in various ways. The funniest thing was an elderly man (老人) with some mental instability (精神不健) confined in the room above mine, who, when bored, would shout, "Let me out— I'll treat you— Let me out—" This sound became the most familiar and, at the same time, the most amusing sound to our ears. Whenever this sound arose, everyone (一同) forgot everything else. I wonder where that old man is and how he is doing now...

Farewells and Welcomes in the Lockup
It was the 12th. The day the return procession after the funeral rites (返虞行列) was supposed to end. After dinner finished, policemen started carrying around the roster (人名簿) and calling out names, about four at a time. Many comrades thought they were being released now. Indeed, most were released (放釋) that night. Except for about 20 people, everyone left. In our room too, out of the 20-odd people, all but four, including myself, were released. While some were leaving, another group (一群) was coming in. This group consisted entirely of students (學生). They must have been the students arrested (檢擧) on the day of the state funeral (國葬 당일). The few of us who remained, having bid farewell (作別) to the comrades we were with, joined comrades from other rooms (他 房) to spend the night. Although there were comrades among the newcomers whom I knew well from before, that night and the next day, I felt sad thinking about the comrades who had left earlier. The feelings developed and the friendships (交誼) formed during those few days were unforgettable. It's the evening of the 13th. Again, the policemen came around with small slips of paper, calling out names one by one. Eventually, I was among those called. Thus, most of the hundred-odd (百有餘名) comrades who had shared hardships and joys (同苦同樂) for several days were released. Among those who had been with me, Mr. Yŏm (廉君) and Mr. Kwŏn (權君) remained behind. Since hardship and relief both come entirely from them [the authorities] (도모지 저들에게서 오는 일이라), I came out because I was told to, but my heart ached inexplicably thinking of those two comrades. It wasn't just those two, of course, but human emotions are strange like that. <88>

What Hardship? Only Sorry.
Stepping outside the Provincial Office gate (道廳門), people were coming and going as before. Particularly, walking up along the east wall of Kyŏngbok Palace (慶福宮), the sight of smartly dressed, fashionable men and women (時體男女) pleasure-seekers (遊興兒) coming out from visiting the Exposition (博覽會) struck my eyes as unusually jarring (異常). When I got home, young students (少年學生) from the neighborhood and various comrades from our side came by asking, "How much hardship (苦生) did you endure?" For the next few days, whenever I met acquaintances on the street, they generally offered the same greeting (人事), and some even called the company (社) by phone (電話) to offer those greetings. However, I hadn't particularly suffered hardship (苦生), and in some respects, it was more of a rest (休息) and luxury (豪奢) than being outside. I only felt apologetic (未安) for the rumors exceeding the facts (事實).
This truly is a miscellaneous record (雜記). I've omitted everything unwriteable and just jotted down truly miscellaneous things. Thinking of the comrades I was with, and indeed all the comrades currently in detention (拘囚), (June 15th, Soch'un 小春) <89>

**Summary**

This memoir recounts the author's experience of being preemptively arrested and detained by Japanese colonial police in Seoul around the time of Emperor Sunjong's state funeral in June 1926. Arrested on June 6th, the author, associated with the magazine *Gaebyeok*, describes the chaotic atmosphere at the Chongno Police Station, the diverse group of detainees (including students, women, elderly), the transfer to the overcrowded and unsanitary Police Department lockup, the anxiety surrounding June 10th (the day of the funeral and subsequent protests), and eventual release on June 13th. The author reflects on the arbitrary nature of the detentions, the poor conditions, the indifference of the authorities, and the contrast between the detainees' plight and the normalcy outside. For historians, the article offers a valuable first-hand account of the political climate and police suppression tactics during a sensitive period in colonial Korea. It vividly portrays the lived experience of detention, the types of individuals targeted, the psychological impact on detainees, and provides insights into the atmosphere leading up to the June 10th Movement.

**Named Entities**

貫鐵洞	관철동	Kwanch'ŏl-dong
自動車 遊興도 暫間이오. 우리는 곳 警察部 留置場으로 드리가게 되얏다. 옷을 벗는다 고롬을 뜻넌다 한창 어수선하얏다. 東軒 가운대 房으로 드러가니 거긔에는 벌서 우리 社의 製本部에서 일하는 老人 한 분과 少年 한 분이 드러와 잇섯다. 언제 왓느냐 하니 새벽에 왓다고 한다. 범은 죽어도 서도＜82＞ 그 가족들은 또 한 곳에 모인다고 우리 인간은 이 留置場에 와서까지 또 한 자리에서 맛나게 된다. 나종에는 營業의 閔兄 編輯의 車兄까지 이 房에서 同居하게 되얏섯다. 이것이 우연이냐 필연이냐 구태여 설명까지 할 것은 업고.
留置場 求景! 무릇 세 번재이다. 그러나 警察部의 留置場은 이번이 처음이다. 留置場이라 하면 어대나 그러한 바와 가티 이 留置場도 四坪 한 間에 三面 板壁이요 一面 木窓이며 그 안에는 例의 똥누는 곳 한 곳을 備付하얏다. 그 房에서 밥 먹고 그 房에서 똥누는 것! 그래서 똥 냄새 속에 파무치여서 사는 것. 이것이 오늘 鐵窓生活의 유일한 특색이다. 監獄가튼 데에서는 아츰마다 똥통을 드러내게 되는데 여긔는 똥통을 뭇지 안코 속으로 구녁을 두어 그냥 밧그로 흘너가게 하고 말앗다. 내가 이 房에 드러온 처음에는 아까 말한 바와 가티 우리 社 製本部에서 일하는 두 동무하고 또 나하고 同車로 온 勞總의 李兄하고 合計 4人이엿다. 그런데 낫때가 지나며 한 사람 두 사람式 드러오기를 시작하더니 밤 잘 때에는 합계 24인이 되엿다. 즉 4평 방안에서 24인이 合宿하지 안흐면 안되게 되엿다. 누가 여긔와서 편히 잘 생각을 하얏스리요만 每날 밤의 잠짜리는 과연 괴로워섯다. 바루 누울 수가 업서 모흐로 누엇스며 발을 펼 수가 업서서 꼽쟁이 모양을 하얏다. 녀름밤 임에 불구하고 새벽녁에는 또 추워서 견댈 수가 업섯다. 前憲兵隊時代의 遺物인 보료 몃 쪼각을 어덧스나 그것으로는 셈이 되지를 못하얏다. 그럿터라도 몸이 건강한 사람은 오히려 좀 인내할 수가 잇다할 지라도 드러오기 前브터 不健한 사람은 사실＜83＞ 감내할 수 업섯다. 우리 중에도 黃海道 親舊 한 사람이 宿病을 가지고 드러 왓섯는데 각금 그는 사람 죽는다고 呌苦를 하나 그곳의 責任者들은 본체 만체하고 잇스며 결국 우리들로브터서 「사람이 죽어도 그만이냐」 하며 소동을 니르키여야 겨우 성낸 얼골에 큰 소리를 질너 가면서 그 증상을 무러보는 것이엿다. 留置場 規 則이 엇던지 우리는 그 細規를 모르거니와 그 곳을 맛타 잇는 者들의 實地 行事를 보면 囚人에 對한 一切는 무슨 法規에 依한 의무적으로 하는 氣味라고는 조곰도 업고 모든 것을 다 - 自己의 示威的 또는 施惠的으로만 할 뿐이엿다. 例하면 몃츨 만에 한번式 똥통에 石炭酸水를 뿌리는 것도 그때가 되여서 우리가 固請하면 그는 大槪로 성을 내이며 「뿌리고 십거든 우리가 뿌릴 터이지 무슨 잔말이야」하는 套이엿다. 이것이 무슨 큰 일이라고 해 하는 말도 아니지만 오늘날 소위 당국의 하는 일이 대개 이 투이니까 하는 말이다. 法이라고 한다사 그들이 마음대로 편할 때로 지은 것이니 무엇 별수가 잇스리요만 그나마 不顧하고 오로지 自己의 감정대로 自己의 기분대로 하는 것이 오늘의 실상이라 그래도 내세우는 말에는 가로되 立憲法國이요 法治國이라고.＜84＞
(원문에는 이하 84쪽 중반부터 86쪽 중반까지 삭제되어 있다-국사편찬위원회)

問題의 六月十日
6月 10日 問題의 6月 10日이엿다. 우리들은 아츰부터 동쪽의 철창으로 드러오는 한울빗을 내다 보면서 몬저 日氣의 如何를 생각하얏다. 그래서 日氣와의 群衆心理까지를 생각해 보앗다. 이제는 여들時 아니 아홉時 밧갓 모양은 大體 엇지 되는 것인고 하면 一般은 궁금해 한다 하기 보다도 寧히 초조하얏섯다. 場內를 宿直하는 巡査들도 무슨 소식을 기다리는 듯키 氣척이 업고 우리들도 非常하게 沈靜하얏것섯다. 12時가 지내엿다. 어대서 인가 한 쪼각의 소식이 들렷다. 그러나 이 안에서 어더 듯는 소식이니만큼 극히 단적이엿섯다 우리들은 空然히＜86＞ 「이제 누구던지 우리 房에 새로 囚監되는 동무가 잇섯스면 소식을 알 수 잇스련만...」 하얏다. 그러나 그것은 그러될 수가 업는 일이엿다. 다못 우리들은 多情多情히 모혀 안저서 現下의 形便에 對한 講話를 함으로써 이 날을 義意잇게 하노라 할 뿐이엿다. ＜87＞
(원문에는 이하 87쪽의 일부가 삭제되어 있다-국사편찬위원회)

留置場 속에서 들니는 소리
마즈막으로 한마듸 할 것은 留置場 속에서 듯는 世上소리이다. 쳣날 저녁 鐘路署 2層에 잇슬 때는 그 녑헤서 나는 基督敎會의 讚美소리가 누구에게나 닛지 못할 만큼 들니엿섯다. 아마 丙寅傳道會의 하는 것인 樣이엿다.＜87＞
그런데 그 讚美소리는 그 안에 拘囚된 여러 사람의 마음성을 거슬리엿다. 가튼 朝鮮사람으로 이러케 拘囚되는 사람은 누구며 저러케 多數히 노래를 하며 自由스러운 者는 누군고 하는 생각을 아니 가지지 못하얏다. 그러고 警察部 留置場에 와서는 아츰 저녁으로 째릉째릉 을니는 電車소리 털털하고 다라나는 自働車 소리가 여러 意味로 우리들의 신경을 자극식혓스며 第一 우수운 것은 내가 잇는 웃방에 엇던 精神不健한 老人 한 분을 가두엇는데 심심하면 「나 좀 노와주- 슬사줄깨 놔-주-」하는 소리엿다. 이 소리는 우리들의 귀에 제일 닉은 소리인 동시에 第一 우슴웃게 하는 소리엿다. 이 소리만 나면 一同은 모든 것을 니저버리고 말앗다. 그 老人이 지금 어대서 엇지 하고 계신지...

留置場內의 送舊迎新
12日이엿다. 返虞行列도 끗난다는 날이엿다. 저녁밥이 맛추더니 巡査들이 人名簿를 들고 다니면서 한꺼번에 네 사람式인가 불너내기를 시작한다. 여러 동무들은 이젠 나간다고 하얏다. 과연 이 밤에 大部分이 방석되엿다. 20여 인을 제하고는 모다 나가 버렷다. 우리 房에도 20여 인이 잇던 中 나까지 아울어 4인을 제하고는 모다 나갓섯다. 이와 가티 나가는 사람이 잇는 한 편으로 드러 오는 한 편이 잇섯다. 그것은 즉 학생으로만 일너진 一群이엿다. 國葬 당일에 검거된 그 학생들이엿슬 것이다. 가티 잇던 동무를 作別한 우리 몃 사람은 새로 다른 房의 동무들을 合트려 마저 그 밤을 지내엿다. 새로 온 이 중에도 물론 전부터 친한 동무가 잇섯지만 그 밤과 그 잇튼 날은 몬저 나간 동무들을 생각하면서 스스로 섭섭하얏다. 그 몃츨 동안에 지여진 氣分과 일너진 交誼가 다시금 다시금 니치지지 못햇다. 13日 저녁이다. 또 巡査들은 조그만한 쪽지를 가지고 다니며 썻 式 녯 式 부르기를 시작하얏다. 결국은 나도 그 부르는 측의 한 사람으로 드럿다. 이리하야 몃츨 동안을 同苦同樂하던 百有餘名의 동무가 대개로 나오는데 나와 가티 잇던 동무 중에는 廉君과 權君이 그대로 나마 잇게 되여섯다. 苦樂이 도모지 저들에게서 오는 일이라 나오게 되닛가 나오기는 햇스나 그 두 동무의 생각에 알 수 업시 마음이 압핫다. 엇지 두 동무뿐이리요만 사람의 감정이란 엇전지 그러하다.＜88＞

무엇이 고생, 다 못 未安
道廳門 밧글 나서니 사람이 전과 가티 오고 가고 하얏다. 特히 慶福宮 동쪽 담을 끼고 올나갈 때에 博覽會 구경하고 나오는 말숙 말숙하게 채린 時體男女의 遊興兒가 異常하게도 눈에 거슬키엿다. 집에를 드러가니 근처의 少年學生들 또는 우리 편의 여러 동무들이 차저 와서 「얼마나 苦生하얏느냐」고 한다. 그 후 몃츨은 길거리에 나셔서 아는 사람을 맛나면 大槪로 그 인사를 하고 또 或은 社으로 電話르 거러서까지 그 人事를 한다. 그러나 나는 別로 苦生한 것도 업섯고 엇던 點으로는 밧게 잇는 것보다 休息이 되고 豪奢가 되엿슬 뿐이엿다. 다못 事實에 지내는 소문에 對하야 未安을 늣김뿐이다.
이야말로 雜記이다. 쓸 수 업는 것은 모조리 빼여 노코 正말 雜것 만을 가지고 이럭  럭하얏다. 가티 잇던 동무 아니 방금 拘囚 중에 잇는 모든 동무들을 생각하면서 (6月 15日 小春)＜89＞
＜79-89＞
