Magazine Title: 개벽 제71호
Publication Date: 1926년 07월 01일 (July 1, 1926)
Article Title: 最近世界相 (Recent World Affairs)
Author: Not specified
Article Type: 소식 (News)

Recent World Affairs
From May 17th to June 17th

May 17: Due to the general strike, various newspapers in London, UK, which had been suspended for many days, resumed publication starting with this morning's edition. △ A new cabinet was formed by the leader of the German Centre Party.

May 18: Members of the Sangaehoe (相愛會), centered around Pak Ch'un-gŭm and Yi Ki-dong, raided the strike headquarters of the Japanese Musical Instrument Co. in Hamamatsu, Japan, resulting in numerous serious and minor injuries. △ The Honmachi Police Station arrested Pak Che-ho entering from Manchuria and confiscated over 170 volumes of books by Kropotkin. △ The Preparatory Commission for the Disarmament Conference, hosted by the League of Nations, opened in Geneva.

May 19: Chinese workers at the Ōkura-gumi Coal and Iron Company in Fengtien (奉天) began a general strike. △ A new cabinet led by Mr. Caspar, leader of the Belgian Catholic Party, was formed.

May 20: Mr. Yi U-yŏng <79>, who had spent eight years behind bars in the Taegu Penitentiary as an accomplice in the attempted assassination of the Five Traitors, was released from prison. ******The representative meeting passed a resolution on the government's *business settlement plan***. △ Employees of the Chŏnnam Changsŏng Post Office carried out a collective resignation over wage issues, temporarily disrupting communications.

May 21: Hearing reports that workers were planning direct action in a wage dispute at the behest of the labor union, various factory owners in Paris, France, declared a lockout, resulting in 25,000 unemployed. △ The Fengtien-Russian conference resumed in Harbin.

May 22: There was a report that Mr. Abd el-Krim, leader of the Moroccan revolutionary forces, was captured by His Majesty's army. △ The Italian National Fascist Party headquarters prohibited foreigners and women from wearing the black inner clothing (黑內服), a symbol of the Fascist spirit.

May 23: All students of Kyŏngsŏng Medical College met at a location in the city and resolved to make a final demand upon the return of Principal Shiga to the capital, deciding on mass withdrawal if he refused. △ The south hangar of the North-South Aviation Center in Fengtien caught fire, destroying 15 aircraft. △ 80,000 German Communist Party members held a large demonstration march.

May 24: The sulfur mountain in Mie-mura, Kamikawa-gun, Ishikari Province, Hokkaidō, Japan, erupted violently, completely burying nearby villages and causing thousands of deaths. △ Heavy rain fell along the Naktong River area, causing significant damage to barley crops. △ The South African government proposed a bill to its parliament to abolish the British flag. <80>

May 25: A train collision occurred in Munich, Germany, resulting in 25 deaths and over 60 injuries.

May 26: Direct air service between Paris and Berlin commenced. △ A motor vessel fully loaded with 800 boxes of explosives being transported from the Busan Gunpowder and Firearms Company to the Kido Gunpowder and Firearms Store in Kokura City, Japan, went missing, causing great alarm among police authorities in various locations who began a search. △ The Hungarian representative demanded revision of the Treaty of Versailles from the League of Nations. △ The French government formally announced the capture of Mr. Abd el-Krim, the Riff rebel leader in Morocco. △ In Sinch'ŏn-ri, Muryang-myŏn, Yŏnggwang-gun, Chŏnnam Province, a dispute over grass cutting (折草爭議) arose between 400 woodcutters (樵軍) and the mountain owner, resulting in numerous injuries on both sides.

May 27: The appeal trial for Sidae Ilbo reporters Hong Nam-p'yo and Pak Ki-rin opened at the High Court, where the prosecutor demanded a sentence of 5 months imprisonment. △ China's Ts'ao K'un secretly fled Peking.

May 28: Fourteen Nainei Cotton Mills in Shanghai initiated a strike. △ A Danish airplane arrived in P'yŏngyang. △ Due to heavy rain since the 25th, the Nam River in Chinju rose over 17 ch'ŏk (feet), causing significant crop damage.

May 29: The Peking All-Nations **Student General Assembly** <81> and the Kuomintang branch began commemorative demonstration movements for the first anniversary of the May 30th Incident, holding a lantern procession that night. △ At the initiative of Watanabe Teiichirō, head of the Kyŏngsŏng Chamber of Commerce, and several others, Chosŏn's first airplane practice field was newly established in Noryangjin, Yŏŭido. △ In Kusŏk-ri, Chŏngŭp-gun, Chŏnbuk Province, a clash occurred between a Japanese contractor for the Tongjin Water Conservancy Association project and about 500 Korean laborers (工夫), causing a major disturbance temporarily.

May 30: The Shansi Army and the National Army (國民軍) clashed fiercely near Datong, resulting in thousands of casualties, with the National Army ultimately being defeated. △ A large fire broke out in Ch'unch'ŏn-ŭp, completely destroying 6 houses and causing damages amounting to 50,000 won. △ In Shanghai, Chinese student groups, workers, and 237 other organizations held large demonstrations commemorating May 30th, which were calmed down by authorities' control.

May 31: The Franco-Italian Commercial Treaty was concluded. △ The Polish National Assembly elected former president Marshal Piłsudski as the new president, but he declined to take office.

June 1: Portuguese President General Gomes formally resigned.

June 2: Troops under Wú Pèifú's subordinate Tian Weiqian (田維勒軍) joined the National Army and invaded the northern part of Peking, leading Peking to declare martial law.

June 3: A new revolutionary cabinet led by Prime Minister Cabeçadas was established in Portugal. △ The Swedish cabinet <82> resigned en masse due to a vote of no confidence in its unemployment relief measures. The US House of Representatives ratified the agreement settling the French war debt.

June 4: The Belgian House of Representatives approved the ratification of the Washington Eight-Hour Labor Treaty. △ The French Senate approved the ratification bill for the Locarno Treaties.

June 5: The preliminary examination of Sŏng Hak-sŏn, who killed or injured the Japanese man Takayama and several others outside Kŭmho Gate (金虎門), concluded.

June 6: A certain major incident planned mainly by members of Ch'ŏndogyo and other groups was uncovered. Several detectives from the Kyŏnggi Provincial Police Department and Chongno Police Station conducted large-scale searches of the Ch'ŏndogyo Central Temple (天敎堂), Kaebyŏk Publishing (開闢社), and Sangch'uwŏn (常春園). They confiscated tens of thousands of radical documents from the house of Son Chae-gi within the Ch'ŏndogyo Central Temple compound. About 70 Ch'ŏndogyo officials, Kaebyŏk Publishing employees, and other related individuals were arrested. Additionally, several dozen other ideologue (主義者) youths were also arrested. △ In Hamamatsu City, Japan, about 40 workers held a large demonstration march related to the musical instrument strike.

June 7: The Grand Funeral Rites (大習儀) were held.

June 8: Police authorities conducted large-scale searches at dozens of locations belonging to ideologue groups (主義者 團體) in the city, confiscating numerous documents. △ A joint conference hosted by the British Mine Owners' Association to resolve the dispute opened in London.

June 9: The Bartel Cabinet was formed in Poland.

June 10: The State Funeral (國葬) for Emperor Sunjong Hyoje was held. △ A student group centered around students from Chungang High School (中央高普校) and Yŏnhŭi College (延禧專門學校) <83> caused an extraordinary disturbance during the funeral procession by scattering radical leaflets and shouting "OO Manse!", leading to the arrest of hundreds of students on the spot. Amid the chaos, over 160 people suffered serious injuries.

June 12: In Iwaoka Village, Kakogawa District, Hyōgo Prefecture, Japan, landlord Mizusawa Seiichi, tormented by a tenancy dispute (小作爭議), went mad, stabbed his elderly mother and two other family members, and then committed suicide. △ A group from the student soccer team of Tonghŭng Middle School in North Kando arrived in Kyŏngsŏng.

June 13: Arrested on June 6th by the Kyŏnggi Provincial Police Department on suspicion related to the certain major incident, Ch'ŏndogyo officials Yi In-suk, Na Yong-hwan, Ch'oe Sŏng-nyŏn, Yi Chong-rin, and about 10 others; Kaebyŏk Publishing employees Kim Ki-jŏn, Min Yŏng-sun, Ch'a Sang-ch'an, Yi Tu-sŏng; Buddhist figure Han Yong-un; and from the ideologue groups (主義者團體) Kim Pyŏng-il and Yi Chun-t'ae were released. Members of Pak Ch'un-gŭm's gang, the Sangaehoe, attacked the Chosŏn Labor Federation (朝鮮勞總) headquarters in Totsuka, Tokyo, Japan again, seriously injuring Pak Ch'ŏn and 9 others.

June 14: All students of Songdo High School (松都高普校) in Kaesŏng staged a movement to expel the principal and teachers, resulting in the expulsion of the leaders and indefinite suspension for the others. △ Brazil formally notified <84> the League of Nations Secretariat of its withdrawal. △ At the Fuji Minobu Railway construction site in Kubatsuchi Village, Nishiyatsushiro District, Yamanashi Prefecture, Japan, the head of the Sangaehoe forcibly tried to enroll Korean earth workers (土工), leading to a clash between both sides, resulting in 3 tragic deaths and over 50 serious or minor injuries.

June 15: All students of Chech'ŏn High School (堤川高普校) went on a collective school strike over the principal's misconduct (incident where students were handed over to the police station for investigation). △ Due to the catastrophic fall of the French franc, French Finance Minister Péret resigned, followed by the resignation of the entire Poincaré Cabinet. △ Clashes erupted again between Muslim and Hindu communities in Rawalpindi, India, resulting in 8 deaths and 14 serious or minor injuries. △ Tong-a Ilbo reporter Yi Pong-su and Chosŏn Ilbo reporter Hong Tŏk-yu were arrested in connection with a certain incident.

June 16: The Kyŏnggi Provincial Police Department searched the Sŏdaemun-jŏng Bible Institute (西大門町 聖經學院), confiscating a mimeograph machine and other printed materials. They also arrested three students: Yu Chae-hŏn, Kim Tong-jin, and Kim Tong-sŏk.

June 17: Chang Tso-lin entered Peking. △ The Chosŏn Tennis Tournament, hosted by the Chosŏn Sports Council (조선체육회), opened at Kyŏngsŏng Stadium. <85>

**Summary**

This article provides a day-by-day news digest covering international and domestic events from May 17 to June 17, 1926. International news includes political changes (Germany, Belgium, Poland, Portugal, France), labor strikes (UK, China, France, Japan), international relations (League of Nations disarmament, Fengtien-Russia talks, Versailles Treaty revision demands, Franco-Italian treaty, Brazil leaves League), conflicts (Morocco, China), and disasters (Japan volcano, Germany train crash). Domestic Korean news focuses heavily on colonial-era issues: arrests and releases of independence activists (Yi U-yŏng, Sŏng Hak-sŏn) and socialists/nationalists involved in the June 10th Movement preparations centered around Ch'ŏndogyo and Kaebyŏk Publishing; student protests and strikes (Kyŏngsŏng Medical College, Songdo High School, Chech'ŏn High School); labor disputes involving Koreans (Hamamatsu, Chŏngŭp, Yamanashi); the crackdown surrounding Emperor Sunjong's state funeral, including mass arrests of students protesting during the procession; and activities of pro-Japanese groups like the Sangaehoe clashing with Korean workers and organizations.

For historians, this digest offers a valuable snapshot of the intense political and social climate in Korea under Japanese rule during mid-1926. It highlights the widespread anti-colonial sentiment manifesting in student activism and nationalist plots (June 10th Movement), the simultaneous severe police crackdowns, the complexities of Korean labor issues both domestically and in Japan (including conflicts between Korean groups like Sangaehoe and labor unions), and the close surveillance of intellectuals and religious groups like Ch'ŏndogyo. The juxtaposition of international news with these local events underscores Korea's position within the broader geopolitical context of the time.

**Named Entities**

英國倫敦	영국 런던	London, UK
總退學	총퇴학	Mass withdrawal (from school)
決議	결의	Resolution; Decision
格納庫	격납고	Hangar
失火	실화	Accidental fire
飛機	비기	Aircraft; Airplane
燒失	소실	Destroyed by fire
示威行列	시위행렬	Demonstration march
行하고	행하고	Carried out; Conducted (Older form, modern 행하고)
爆烈	폭렬	Explosion; Eruption (Likely 爆發)
附近	부근	Nearby; Vicinity
部落	부락	Village (Potentially older/rural term)
陷沒	함몰	Collapse; Submersion; Burial
死者	사자	Deaths; Fatalities
沿岸	연안	Coast; Riverbank area
豪雨	호우	Heavy rain
降하야	강하여	Fell (rain) (Older form)
麥作	맥작	Barley crop
被害	피해	Damage
多하다	다하다	To be much; To be many (Older form)
廢止案	폐지안	Abolition bill
同議會	동의회	Said parliament/assembly
提案	제안	Proposal
衝動	충돌	Collision
負傷者	부상자	Injured person
直通	직통	Direct (service/line)
航空路	항공로	Air route
開市	개시	Commencement; Opening (typo for 開始?)
運送	운송	Transport; Shipping
爆藥	폭약	Explosives
箱	상	Box; Case
滿載	만재	Fully loaded
發動汽船	발동기선	Motor vessel; Motorboat
去處不明	거처불명	Missing; Whereabouts unknown
各地	각지	Various places; Everywhere
警察當局	경찰당국	Police authorities
大恐惶	대공황	Great panic/alarm (Perhaps 大恐慌)
搜索	수색	Search
條約	조약	Treaty
改正	개정	Revision; Amendment
要求	요구	Demand
反將	반장	Rebel leader
捕虜	포로	Capture; Prisoner of war
正式	정식	Formally; Officially
發表	발표	Announcement
樵軍	초군	Woodcutters; Lumberjacks
山主	산주	Mountain owner
折草	절초	Cutting grass (Likely 竊草 - stealing grass/fodder)
兩方	양방	Both sides
上告公判	상고공판	Appeal trial (at high court)
高等法院	고등법원	High Court
檢事	검사	Prosecutor
禁錮	금고	Imprisonment (without hard labor)
求刑	구형	Demand for sentence (by prosecutor)
秘密	비밀	Secretly
脫出	탈출	Escape
罷業	파업	Strike
來着	내착	Arrival
以來	이래	Since; From (a time)
增水	증수	Rise in water level
農作物	농작물	Agricultural products; Crops
各國	각국	Various countries; All nations
總會	총회	General assembly
支部	지부	Branch (of an organization)
記念	기념	Commemoration; Anniversary
當夜	당야	That night
提燈行列	제등행렬	Lantern procession
會頭	회두	Head; Chairman (of Chamber of Commerce)
發起	발기	Initiative; Proposal
練習所	연습소	Practice field; Training center
新設	신설	Newly established
水利組合	수리조합	Water conservancy association; Irrigation cooperative
工事	공사	Construction work
請負業者	청부업자	Contractor
工夫	공부	Laborer; Worker (Older term)
衝突	충돌	Clash; Conflict
騷動	소동	Disturbance; Tumult
起하다	기하다	To cause; To arise (Older form)
激突	격돌	Fierce clash
遂히	수히	Finally; Ultimately (Older spelling of 드디어/마침내)
敗北	패배	Defeat
大火	대화	Large fire
全燒	전소	Completely burned down
損害	손해	Damage; Loss
其他	기타	Other; Etc.
團體	단체	Group; Organization
行動	행동	Action; Movement
官憲	관헌	Authorities; Officials
取締	취체	Control; Crackdown (Japanese term 取締り - torishimari)
鎭靜	진정	Calming down; Suppression
通商條約	통상조약	Commercial treaty
成立	성립	Conclusion; Establishment
前	전	Former; Ex-
大統領	대통령	President
元帥	원수	Marshal (military rank)
選擧	선거	Election
就任	취임	Inauguration; Assuming office
辭退	사퇴	Decline; Refusal
辭任	사임	Resignation
部下	부하	Subordinate
侵入	침입	Invasion; Intrusion
戒嚴令	계엄령	Martial law
發布	발포	Proclamation; Declaration
首相	수상	Prime Minister
內閣	내각	Cabinet
救濟策	구제책	Relief measure
不信任	불신임	No confidence (vote)
總退職	총퇴직	Mass resignation
下院	하원	House of Representatives (Lower House)
對佛	대불	Towards France
戰時債務	전시채무	War debt
解決協定	해결협정	Settlement agreement
批准	비준	Ratification
勞働條約	노동조약	Labor treaty
可決	가결	Approval; Passage (of a bill)
上院	상원	Senate (Upper House)
豫審	예심	Preliminary examination/hearing
終結	종결	Conclusion; End
外	외	Outside; Besides; Other than
死傷	사상	Killed and injured; Casualties
某	모	A certain; Unnamed
重大事件	중대사건	Major incident
發覺	발각	Discovery; Exposure
刑事	형사	Detective
大搜索	대수색	Large-scale search
構內	구내	Compound; Premises
過激文書	과격문서	Radical documents
屢萬枚	누만매	Tens of thousands of sheets
押收	압수	Confiscation
幹部	간부	Executive; Official
關係者	관계자	Related individuals
檢擧	검거	Arrest; Roundup
其外	기외	Besides that; Additionally (Older form of 그 외)
大習儀	대습의	Grand Funeral Rites (Preparatory rites for state funeral)
舉行	거행	Holding (a ceremony)
當局	당국	Authorities
團體	단체	Group; Organization
側	측	Side; Faction
聯合會議	연합회의	Joint conference
國葬	국장	State funeral
行列	행렬	Procession
中	중	During; Amidst
撒布	살포	Scattering; Dispersing
高唱	고창	Shouting loudly
非常	비상	Extraordinary; Unusual
大騷動	대소동	Major disturbance; Great commotion
現場	현장	On the spot; Scene
混亂	혼란	Chaos; Confusion
重傷者	중상자	Seriously injured person
達하다	달하다	Reached; Amounted to
小作爭議	소작쟁의	Tenancy dispute
煩悶	번민	Anguish; Torment
發狂	발광	Go mad; Become insane
老母	노모	Elderly mother
刺傷	자상	Stab wound; To stab and injure
自殺	자살	Suicide
蹴球團	축구단	Soccer team
一行	일행	Party; Group
入京	입경	Entering the capital (Kyŏngsŏng/Seoul)
嫌疑	혐의	Suspicion
檢束	검속	Arrest; Detention (under guard)
釋放	석방	Release
社員	사원	Employee (of Kaebyŏk Publishing)
徒黨	도당	Gang; Faction
再襲	재습	Attack again
總本部	총본부	General headquarters
重傷	중상	Serious injury
校長	교장	Principal
敎員	교원	Teacher
排斥運動	배척운동	Expulsion movement; Ostracism campaign
主動者	주동자	Leader; Ringleader
黜學	출학	Expulsion (from school)
無期停學	무기정학	Indefinite suspension
處分	처분	Disposition; Punishment
當하고	당하고	Suffered; Received (punishment) (Older form, modern 당하고)
事務局	사무국	Secretariat
脫退	탈퇴	Withdrawal; Secession
通告	통고	Notification
工事場	공사장	Construction site
會長	회장	Chairman; Head (of Sangaehoe)
土工	토공	Earth worker; Manual laborer
入會	입회	Joining an association
强請	강청	Forcible request; Coercion
彼此	피차	Both sides; Each other
慘死	참사	Tragic death
實態	실태	Actual situation; Misconduct
依賴	의뢰	Entrust; Request (here, handing over to police)
取調	취조	Investigation; Interrogation
同盟休學	동맹휴학	Collective school strike
慘落	참락	Catastrophic fall; Crash (currency value)
藏相	장상	Finance Minister (藏 = Treasury)
辭職	사직	Resignation
繼續	계속	Continuously; Following
總辭職	총사직	Mass resignation; Resignation of the entire cabinet
爭鬪	쟁투	Conflict; Strife; Fighting
又起	우기	Arise again; Recur
關係	관계	Relation; Connection
印刷物	인쇄물	Printed materials
-e 

---------------------------


잡지명	개벽 제71호
발행일	1926년 07월 01일
기사제목	最近世界相
기사형태	소식

最近世界相
自5월 17일 至6월 17일

5월 17일 동맹파업으로 인하야 多日間 休刊되엿던 英國倫敦의 각 신문은 本日 朝刊부터 續刊되고 △獨逸中央黨 首領부터 신내각이 조직되고
同 18일 朴春琴
李基東을 중심으로 한 相愛會員들이 日本 濱松에 잇는 日本樂器爭議본부를 대거 습격하야 다수 重輕傷者가 生하고 △本町署에 滿洲로부터 드러오는 朴濟浩를 체포하고 「크로포도킨」 著書 170여권을 압수하고 △國際聯盟 主崔인 軍縮準備委員會가 「제네바」에 開하다.
同 19일 奉天大倉組煤鐵公司의 中國職工이 동맹파업을 개시하고 △白耳義 「가토릭」黨 首領 「까스파」씨의 신내각이 조직되다.
同 20일 5賊암살미수범으로 大邱형부소에서 8개년간 鐵窓생활을 하던 李宇榮씨가＜79＞ 출옥하고 ******대표회의는 정부의 *業解決案***決議를 行하고 △全南 長城郵便所員이 賃金문제로 同盟辭職을 斷行하야 通信이 일시 두절되다.
同 21일 佛國巴里의 諸工場主는 職工이 勞動組合使囑에 인하야 賃銀爭議의 직접행동을 계획한다는 보도를 듯고 공장 폐쇄를 선고하야 실업자 2만5천에 달하고 △奉露會議가 哈爾賓에 재개하다.
同 22일 모록코혁명군수령 압델크림씨가 陛下군대에 幽閉되엇다는 報가 有하고 △伊太利 國粹黨 본부는 國粹黨 정신의 表徵인 黑內服을 외국인 及 부녀의 착용을 禁하다.
同 23일 京城醫學專門學校 학생 일동이 시내 모처에 회합하야 志賀교장의 歸京을 待하야 최후의 요구를 하다가 불응하면 총퇴학하기로 결의하고 △奉天의 南北航空所 南격납고가 失火되야 飛機 15대가 소실되고 △8만의 독일 공산당원이 대시위 행렬을 行하고
同 24일 일본 북해도 石狩國 上川郡 美暎村의 유황산이 大爆烈되야 부근 촌락이 전부 陷沒하고 死者數千에 達하다. △낙동강 연안 일대에 豪雨가 降하야 麥作의 피해가 多하다. △남아연방 정부는 영국기 폐지안을 同의회에 제안하고 ＜80＞
同 25일 독일 「문헨」에서 열차가 충돌되야 死者 25명 부상자 60여명에 達하다.
同 26일 巴里 伯林間 직통 항공로가 개시되고 △釜山火藥銃砲會社에서 일본 小倉市 木戶銃砲火藥店으로 운송하는 폭약 8백箱을 滿載한 發動汽船이 거처불명하야 각지 경찰당국에서 大恐惶하야 수색을 개시하고 △凶牙利 대표는 국제연맹에 대하야 「벨사이유」조약의 개정을 요구하고 △佛國정부는 모록코의 리프族 反將 압델크림氏의 捕虜를 정식 발표하고 △전남 靈光郡 畝良面 新川里에서 樵軍 4백명과 山主間에 折草爭議가 起하야 兩方의 다수 부상자가 出하다.
同 27일 시대일보 기자 洪南杓
朴基麟 兩氏의 상고공판이 고등법원에 開하야 검사가 금고 5개월의 구형을 하고 △중국 曹鈮씨가 비밀 하 북경을 탈출하다.
同 28일 상해에서 內外綿 14공장이 파업을 개시하고 △丁抹 비행기가 평양에 來着하고 △25일 이래의 豪雨로 진주 남강이 17척 이상 增水되야 농작물 피해가 多하다.
同 29일 북경 각국 **학생총회＜81＞ 國民黨 지부는 5월 30일 사건 1주년 기념 시위운동을 개시하야 當夜 제등행렬을 행하고 △京城商業會議所 會頭 渡邊定一郞 외 수인의 발기로 노량진 여의도에 조선 최초의 비행기 연습소가 신설되다. △전북 井邑郡 九石里에서 東津水利組合 工事 請負業者 日人과 조선인 5백여 工夫와 충돌이 生하야 일시 大騷動을 起하다.
同 30일 山西軍과 國民軍이 大同 부근에서 대격돌하야 사상자 수천에 달하고 國民軍이 遂히 패배하다. △春川邑에 大火가 起하야 6戶가 全燒되고 손해 5만원에 달하다. △상해에서 中國學生團 及 職工 기타 237단체가 5월 30일 기념의 대시위 행동을 하다가 관헌의 取締로 진정되다.
同 31일 佛伊通商條約이 성립되고 △波蘭國民議會는 前대통령 빨스스키元帥를 新대통령으로 선거한바 취임을 辭退하고
6월 1일 葡國 대통령 코메츠將軍이 정식 사임하고
同 2일 吳佩孚의 부하 田維勒軍이 國民軍에 가담하야 북경의 북부를 침입함으로 북경은 계엄령을 발포하다.
同 3일 葡國은 「카베카다스」를 수상으로 한 革命黨의 新內閣이 성립되고 △瑞典 내각은＜82＞ 業救濟策의 불신임으로 총퇴직하고 米國 하원은 對佛 전시채무해결협정을 비준하다.
同 4일 白耳義 하원은 華盛頓 8시간노동조약 비준을 가결하고 △佛 상원은 「로카르노」조약 비준안을 가결하다.
同 5일 金虎門 外에서 일본인 高山 外 수명을 死傷한 宋學先의 예심이 終終되다.
同 6일 천도교인 외 모모단체 소속인을 중심으로 하야 계획하던 某중대사건이 발각되야 경기도 경찰부 及 종로서 형사 數人이 天敎堂 開闢社 常春園을 대수색하야 天道敎 宗理院 構內 孫在基家에서 과격문서 屢萬枚를 압수하고 天道敎會 간부 及 開闢社員 기타 관계자 70여명을 검거하고 또 其外 主義者 청년 수십명도 검거되다. △일본 濱松市에서 악기쟁의로 40여의 직공이 대시위 행렬을 하다.
同 7일 大習儀를 거행하다.
同 8일 경찰당국에서 시내 主義者 團體 수십처를 대수색하야 다수 문서를 압수하다. △英國  炭坑主側 주최의 쟁의해결연합회의가 倫敦에 開하다.
同 9일 波蘭에 빠루델內閣이 성립되고
同 10일 純宗孝皇帝의 國葬을 거행하다. △中央高普校와 延禧專門學校 학생을 중심으로＜83＞ 한 學生團이 국장 행렬 중에 과격 문서를 撒布하고 OO만세를 고창하야 비상한 대소동을 起하다가 수백의 학생이 현장에서 검거되고 혼란 중 중상자 160여에 達하다.
同 12일 日本 兵庫縣 加古郡 岩岡村에 잇는 地主 水澤政一이 소작쟁의로 煩悶 發狂되야 자기의 老母 外 가족 2인을 刺傷하고 자기도 자살하다. △북간도 동흥중학교 학생축구단 일행이 入京하다.
同 13일 某중대사건 혐의로 6월 6일에 경기도 경찰부에 검속되엿던 天道敎會 간부 李仁淑, 羅龍煥, 崔碩蓮, 李鍾麟씨 외 10여인과 本社 사원 金起田, 閔泳純, 車相瓚, 李斗星 及 불교측 韓龍雲씨 등과 主義者團體 側 金炳一
李準泰 등 제씨가 석방되다. 朴春琴徒黨의 相愛會員이 일본 동경 戶塚에 잇는 朝鮮勞總을 再襲하야 朴泉씨 외 9명이 중상되다.
同 14일 개성 松都高敎 학생 일동이 교장 及 교원의 배척운동을 하다가 주동자는 黜學 기타는 무기정학의 처분을 당하고 △「뿌라질」이 국제연맹 사무국에 대하야 정식으로 탈퇴를＜84＞ 통고하고 △日本 山梨縣 西八代郡 久邦土村 富士身延鐵道工事場에서 相愛會長이 조선인 土工에게 入會 强請을 하다가 피차 충돌되야 3명이 慘死하고 50여명은 중경상을 당하다.
同 15일 堤川高普校 학생 일동이 교장의 실태(학생을 경찰서에 의뢰 취조한 사건)문제로 동맹휴학하고 △法貨慘落으로 佛國 藏相 「뻬레」씨가 사직하고 계속하야 뽀리안內閣도 총사직하다. △印度 라왈덴데이市에서 回回敎徒 印度敎徒間에 쟁투가 又起하야 8명의 死者와 14명의 중경상자가 出하고 △東亞日報 기자 李鳳洙, 朝鮮日報 기자 洪悳裕 兩氏가 某사건의 관계로 검거되다.
同 16일 경기도 경찰부에서 西大門町 聖經學院을 수색하야 등사판 기타 인쇄물을 압수하고 또 劉載獻, 金東鎭, 金東石 등 3명의 학생을 검거하다.
同 17일 張作霖이 북경에 入하고 △조선체육회 주최인 조선정구대회가 경성운동장에 開하다. ＜85＞
＜79-85＞
