Magazine Title: 삼천리 제13권 제6호
Publication Date: 1941년 06월 01일
Article Title: 「집 없는 天使」의 樂園 香隣園生活記 (Life Chronicle of Hyangninwŏn, the Paradise of 'Homeless Angels')
Author: 香隣園 園長 方洙源 (Hyangninwŏn Director Pang Suwŏn)
Article Type: 회고·수기 (Memoir/Personal Account)

Life Chronicle of Hyangninwŏn, the Paradise of 'Homeless Angels'
						By Pang Suwŏn, Director of Hyangninwŏn

Relocation -
Thanks to the kind intentions of Mr. Kim Chaehyŏng (金在衡), Hyangninwŏn was able to move from Oksu-dong (玉水町) to Segŏmjŏng (洗劍亭), behind Pugak Mountain (北岳山). The children were so happy about going to the new house that they didn't realize how hard the work was, moving the luggage with their own hands over the course of a month. It wasn't that we had a lot of belongings, but still, moving the household goods for nearly 100 family members, having to park the cart on this side of the pass and carry everything over to load it, inevitably took a long time. A month is certainly not a short period. Moreover, the mountain pass was slippery like an ice rink. Because of this, even a horse, while pulling a loaded cart, slipped and was dragged down the hill by the cart, falling off the embankment. Fortunately, there wasn't much damage, except that one side of a dugout hut (土幕) below the embankment collapsed, for which we paid 12 *wŏn* in compensation. What was fortunate, though, was that there was reportedly a sick child in that house, but just at that moment, the child had apparently asked their younger sibling to go outside for a bit and had gotten up and left. We thank God that no one was harmed. For the sick child, who had always been lying down, to have left the house right at that moment must surely have been divine guidance.

New Home -
Our new home is a neatly built stone building below Samgak Mountain (三角山). Streams flow on either side, and surrounding the house is a 20,000-*p'yŏng* orchard. Soon, cuckoos will sing in the mountains, the streams will flow more abundantly, and flowers will bloom on the apple, apricot, and cherry trees in the orchard. Amidst the blue sky where clouds drift and birds sing, where the wind blows, bringing with it the scent of trees, flowers, and earth with every gust—how joyful our children will be, how healthy they will be, how cheerful they will be! Oh Spring, please come quickly!

Three Friends Who Left -
We waited for spring to come, and as the days grew warmer, it seems the children started longing for something. While most children forget everything else and think of Hyangninwŏn as their own father's and mother's home, there are some among them who, no matter what, are dissatisfied. Three boys left. We couldn't help but search for our poor friends who had departed. At this, Yongsani and Im Sŏk'i said they would step forward. One of the departed friends, Yŏnghwa, had originally grown up under Wang Kŏji (King Beggar) at Namdaemun Market, so Yongsani and Im Sŏk'i apparently went straight there. When they arrived, the three friends were there. Two of the boys immediately agreed to follow their friends back, saying they wanted to go to 'Father's house,' but Yŏnghwa alone refused to leave Wang Kŏji's side. Yongsani and Im Sŏk'i, with indignation, shed tears before their friend, asking, "Father tries day and night to make us good people, why are you being like this?" At that, Wang Kŏji swiftly pulled a knife from his waistband and recklessly stabbed at Yongsani. Even so, Yongsani resolutely carried Yŏnghwa back on his back. He snatched Yŏnghwa, who didn't want to come and whom Wang Kŏji didn't want to give up, carried him on his back, and returned late at night along the 20-*ri* mountain pass.
＜img＞＜Director Pang Suwŏn: LeeSam13-616301＞＜/img＞
I put on a smiling face for both the three who had left and the two who brought them back. But as I tried to smile, tears flowed down my face. I don't know what kind of tears they were, but in any case, my heart was filled with gratitude to God. The next morning, during assembly time, I showed Yongsani's wound to the children. Their faces filled with the resolve to love their friends. They looked as though the thought of leaving would never cross their minds again.

A World Without Tears -
Honesty (正直), Selflessness (無私), Purity (純潔), Love (사랑)—only on the day these are perfectly upheld can a world without tears be made... Do I truly uphold these four completely? I often bow my head in shame. I clearly fail to uphold even one of these four perfectly. There are often times when the children are better than I am. Why can't I love all the children equally? Why are there ones I favor and ones I dislike? I must somehow uphold these four perfectly, and love all the children equally. <163>

Blind Girl -
I picked up a blind girl in front of the Chongno Police Station. Oblivious to being in the middle of Chongno, she was sitting sprawled out, begging. Without a second thought, I put her on my bicycle. The blind girl sat with her long legs dangling from the bicycle. As the bike climbed the Chahamun pass, she suddenly screamed, "Where are you taking me?!" When I told her I was taking her to a good place and to be quiet, she blinked her closed eyes and remained still. Her hair and clothes fluttered occasionally in the wind. Unaware even of this, the girl seemed solely curious about where she was going.
"Is it still far?"
"No, we're almost there now."
"Where is this place that's so far? It must be a house at the end of the sky."
"Really, don't worry. When you get there, there are many younger siblings, and it's very nice."
When we arrived home, my wife made a fuss. She said if we were going to suffer anyway, why take in a disabled person. Indignation welled up in me. I was annoyed at my wife for lacking compassion. But on reflection, it seemed my wife wasn't being unreasonable either. The person who would have to look after the blind girl would be none other than herself; aside from the hardship of washing clothes and dressing her, even trips to the outhouse would require a third party's help, so frustration was bound to arise.
On top of that, the girl doesn't stay still for even a moment. The moment someone approaches her, it's cursing. Tantrums. Whether it's a teacher or a child, she indiscriminately yells, "You little bitch/bastard!" (이 간나색끼). And she pesters us to take her to a nice place. Still, she seems to remember my voice, at least. When I soothe her, saying,
"How is it? It's nice, isn't it? Stay for a long time, okay?"
She lifts her face towards where she presumes I am and asks, "Are you the one who brought me?"
If I say yes, she says,
"Give me some money."
"What would you do with money? Eating meals is enough."
"I want to buy some snacks."
The girl truly doesn't know where she is. Even when told there's no place to buy snacks, she doesn't listen. Her mother died when she was young, her father is said to be away doing something, and her hometown is perhaps Wŏnsan—. The girl is adept only at throwing tantrums and rarely responds properly to anything said to her. Her world seems to be nothing but sadness, rage, frustration, and fits of anger.
How can I correct this? How can I make her smile? Even if she doesn't smile, let's try to fix, starting with the habit of asking for money and cursing at everyone.

Vocational School -
The plan is eventually to establish even a university, but for now, we will start with a vocational school. Mr. Han (韓선생), who used to work at the Army Arsenal (陸車工廠), <164> has come to help Hyangninwŏn. Taking this opportunity, we intend to establish a vocational school with just Stonemasonry (石工科), Painting/Plastering (塗工科), and Horticulture (園藝科) departments. For Horticulture, the 20,000-*p'yŏng* orchard provides ample space for practical training. As for Stonemasonry and Painting/Plastering, these are skills that can be learned without requiring a long time, so I plan to teach them to the older children.

My Son's School Entrance Problem -
My eldest son has reached the age where he should enter middle school. My wife insists that he must be enrolled in middle school. I firmly oppose it. They are all the same children; I cannot send one child to school while not sending another. There is no choice but to wait until a middle school is established within this Hyangninwŏn.

Grateful People -
People with hearts as warm as a spring day—this year's graduates from Paejae School (培材學校) visited Hyangninwŏn and set up horizontal bars for our children. So that our children may live healthily, cheerfully, strongly, laughingly, and well—.

Severance Medical Students -
Ten 3rd-year students from Severance Union Medical College (世富蘭偲醫專) have set up a medical facility for our children's health on the second floor of the main building. From now on, the bottoms that only seem to produce diarrhea day and night, the bellies swollen like mountains, the legs and arms frostbitten and festering—all will be cleansed by their hands. Just as Jesus raised the dead Lazarus, may such miracles be bestowed upon them as well—.

Nishimura Bridge -
We have laid plans to build the Nishimura Bridge (西邑橋). The origin of this Nishimura Bridge is as follows. When I was in Tokyo (東京), Mrs. Nobuko Nishimura (西邑 伸子女史), the wife of Mr. Nishimura (西邑), an official in the Empress Dowager's Household (皇太后 宮職), rescued me with 200 *yen* (円 - *written as wŏn*) when I was in dire straits. That was just last <165> January 10th, the day the first snow fell heavily in Seoul (서울). I had gone to the Prefectural Office Social Affairs Section (府廳 社會課) to collect the children's living expenses, but because it was a busy time and the report hadn't been processed, the funds weren't available, and I was told I'd have to wait another ten days. It would have been difficult even for the livelihood of one or two family members, but for nearly 100 children, it was nothing short of a crisis. However, I did not despair. I believed that God would not abandon us. Perhaps because of that belief, as I slipped and stumbled on the snowy path, carrying a child I had found at the station, I entered the house, and the children rushed out, saying,
"Father, don't worry!" At the same time, they handed me a document. It was precisely the 200 *yen* that Mrs. Nobuko Nishimura had requested, upon her deathbed, be sent to me. While rejoicing with the children, I thought about how I could repay the kind intentions of Mrs. Nishimura, who had remembered my work even at the time of her death. The decision to build the Nishimura Bridge is entirely an extension of the gratitude felt that day.

A Goat's Maternal Love -
A goat gave birth to two kids. They were gentler and prettier than their mother. But unfortunately, one was hit by a child's ball, fell ill for several days, and died. Teacher O (吳선생), feeling sorry for it, took it and buried it. The mother goat searches for her dead kid, letting out cries that echo through the mountain valley. Perhaps thinking, "What if I lose the remaining kid too?", she stays close beside it while searching for the other one. When I see the children standing there, watching this blankly, somehow I feel uneasy. They might be watching without any particular thought, but to my eyes, it seems as if they are thinking, "Wouldn't my mother look for me like that too?", thinking of their mothers, and the tip of my nose tingles. -End- <166>
<162-166>

**Summary**

This 1941 article by Pang Suwŏn, director of the Hyangninwŏn orphanage, recounts the institution's recent move to a new location near Segŏmjŏng, the challenges faced, and daily life anecdotes. It details the difficult but ultimately successful relocation, the joy anticipated in the new, nature-filled surroundings, an incident involving runaway children and the bravery of those who retrieved them, the director's personal reflections on his shortcomings and aspirations, the difficulties in caring for a newly arrived blind and troubled girl, plans for establishing a vocational school, the director's principled stand on not giving his own son preferential treatment for education, and expressions of gratitude towards benefactors, including Paejae School graduates, Severance medical students, and a Japanese woman, Mrs. Nishimura, whose posthumous donation during a time of crisis inspired the plan to build a commemorative bridge. The piece concludes with a poignant observation of a mother goat grieving her lost kid, prompting reflections on the children's potential longing for their own mothers.

From a historical perspective, the article offers valuable insights into social welfare efforts, specifically orphan care, in late colonial Korea. It highlights the severe poverty and hardship (homeless children, beggars like Wang Kŏji, rudimentary housing like dugout huts), the reliance on private charity and philanthropy (both Korean and Japanese), and the blend of Christian faith (references to God, Jesus) and traditional values that motivated figures like Director Pang. The mention of specific institutions (Paejae School, Severance Union Medical College, Prefectural Office Social Affairs Section), locations (Oksu-dong, Segŏmjŏng, Pugak Mountain, Samgak Mountain, Chongno, Namdaemun Market, Wŏnsan, Tokyo), the currency (*wŏn*, likely Yen), and the interaction with Japanese figures (Mrs. Nishimura) provide concrete details about the social fabric and administrative structures of the time. The director's internal struggles and dedication paint a picture of the personal sacrifices involved in such work under challenging colonial conditions.

**Named Entities**

香隣園	향린원	Hyangninwŏn
않으려나	않으려나	Wouldn't (she)...? (conjecture)
코끝이 저려든다	코끝이 저려 든다	The tip of my nose tingles (with emotion)


---------------------------


잡지명	삼천리 제13권 제6호
발행일	1941년 06월 01일
기사제목	「집 없는 天使」의 樂園 香隣園生活記
필자	香隣園 園長 方洙源
기사형태	회고·수기

「집 없는 天使」의 樂園 香隣園生活記
						香隣園 園長 方洙源
移舍-
金在衡씨의 고마운 뜻으로 香隣園은 玉水町에서 北岳山 뒤 洗劍亭으로 옮기게 되었다. 아이들은 새 집에 가는 것이 좋와서 힘드는 줄 모르고, 한달이 걸린 이사짐을 저이들 손으로 옮겼다. 뭐 살림이 많아서 그런 것은 아니지만 그래도 100명 가까운 식구의 살림을, 고개 이쪽에 마차를 세웨놓고 질머지어다가 실자니까, 오래 걸릴 수밖에 없었다. 한 달이라면 결코 짧은 시일이 아니다. 더구나 고갯길은 어름판으로 밋끄럽다. 그러기에 말(馬)도 짐을 실은 채 밋그러 내리는 구르마에 끌리여 언덕 아래로 떨어젔다. 그러나 다행히 별반 손해는 없고, 언덕 아래 土幕 한쪽이 문허저서 12원의 변상을 했다. 그러면서도 고마운 것은 그 집의 압흐든 아이가 있었다는데 그때 마침, 동생더러 밖에 좀 나가보자구 하면서 이러나고 없는 때였다 한다. 인명의 해됨이 없은 것은 신께 감사한다. 항상 누어만 있든 앓는 아이가, 바루 그때 집안을 피한 것은 분명히 하느님의 지시리라.

새 집-
새 집- 우리집은, 三角山 아래, 정결하게 지은 석조건물이다. 양 옆으로 냇물이 흘르고 또 집 주위를 도라가며, 2만평의 과수원이 있다. 인제 좀더 있으면 산에선 뻑국이 울고, 냇물은 더욱 풍족히 흐를 것이고, 과수원, 능금나무, 살구나무, 앵도나무에 꽂들이 필 것이다. 하늘이 푸르고 그 하늘에 구름이 날르고 새가 울고, 바람이 불고, 바람이 불 때마다 나무냄새, 꽃냄새, 흙냄새가 풍기는 데서, 우리 아이들은 얼마나 즐거울 것이랴, 얼마나 건강할 것이랴 얼마나 명랑할 것이랴. 봄이어 어서 오시라.

떠나간 세 동무-
봄 오기를 기다렸드니 날이 따사로워지니까, 아이들은 그리워지는 것이 있는 모양 같다. 아무 것도 다 잊고 오직 내 아버지 내 어머니 집같이, 香隣園을 생각하는 아이들이 대부분이지만, 중에는 아무래도 마음에 들지 않은 놈도 있다. 세 놈이 떠나갔다. 떠나간 가엽슨 동무를 찾아 떠나지 않으면 안되였다. 여기에 龍山이와 任錫이가 나서겠다 한다. 떠나간 동무 중 한 아이 영화가 본래 남대문시장 王거지한태 자라든 아이라, 용산이 임석인 곧 그리로 갔든 모양이다. 가본즉 세 동무가 그 곳에 있었다. 두 아이는 곧 찾어간 동무를 따라나서 아부지 집에 가겠느라 했으나 영화만은 王거지 앞을 떠나지 않으려 했다는 것이다. 용산이 임석인 울분과 함께 그 동무 앞에 눈물을 흘리며, 아부지가 우릴 좋은 사람 만들려고 밤낮 애를 쓰는데 네가 웨 그려느냐고 한즉 王거지가 칼을 허리춤에서 쓱 빼여 들며 용산일, 함부로 찌르드라는 것이다 .그래도 용산인 영화를 그여히 업고 도라왔다. 안올려는 엉화를, 안줄려는 영화를, 빼았어 업고 고개ㅅ길 20리를 밤늦께 도라왔다.
＜img＞＜院長 方洙源氏:이삼13-616301＞＜/img＞
나는 떠나 갔든 세 놈이나, 그들을 데리고 온 두 놈이나 똑같이 웃는 낯을, 지어 봏였다. 그런데 웃으려는 내 얼굴엔 눈물이, 흘러 내렸다. 어느 부류의 속하는 눈물인지 모르나 어쨌든, 하느님께 감사하는 마음이 꽉 찼다. 이튿날 아츰 조회시간에 용산의 상처를 아이들 앞에 보였드니 아이들은, 동무를 사랑해 보리라는 결심을 얼굴 가득히 띠여 보였다. 떠나가려는 마음은, 생전 가저볼 것 같지 않은 얼굴들이었다.

눈물 없는 世上-
正直, 無私, 純潔, 사랑 이것을 완전히 직히는 날이래야 눈물 없는 세상을 만들 것인데... 내가 과연 이 네 가지를 다 완전히 직히느냐? 나는 때때로 붓그러움에 스스로 머리를 숙이는 때가 많다. 나는 분명히 네 가지 중의 한가지도 완전히 직히지 못 한다. 아이들이, 나보다 낳은 때가 종종 있다. 나는 웨 아이들 전부를 똑같이 사랑할 수 없을고, 웨 고운 놈이 있고, 미운 놈이 있을고. 나는 어떻게든지 이 네 가지를 완전히 직히고, 그리고 아이들을 죄다 똑같이 사랑하자. ＜163＞

눈 먼 少女-
鐘路경찰서 앞에서 눈 먼 소녀 하나를 주섰다. 종로 복판인 줄도 모르고 펼저거니 앉어서 비락지를 한다. 나는 덮어놓고 자전거에 태웠다. 눈 먼 소녀는 자전거에 길다란 다리를 느리우고 앉았다. 차가 紫霞門 턱마루 고개를 넘으라는데,
「날 어디 데리구 가요?」하며 소리를 뺵 질른다. 좋은 델 대려다 줄테니 가만 있으라 한즉, 감은 눈을 깜박깜박 가만있었다. 바람에 간간히 머리카락과 옷자락이 휘날린다. 소녀는 그것도 모르고, 자기가 장차 가 있을 곳만이 궁금스런 모양이다.
「아직 멀어요?」
「안야 인제 다 왔어」
「어디게 이리 멀어요. 하늘 끝에 닿은 집인가 봐」
「글세 걱정 말래두 그래, 거기 감 동생들두 만쿠 썩 좋와」
집에 이르니 안해가 야단이다. 이왕 고생하랴면 병신을 거더다 할께 뭐냐 한다. 나는 의분이 치밀었다. 측은한 마음이 없는 안해가 괫심했다. 그러나 다시 생각하면 안해도 무리가 아닌 것 같았다. 눈먼 그를 돌봐 줄 사람은, 자기밖에 없을 터이니까, 옷을 빨아 해 입혀야 하는 고생은 둘재라 하드라도 변소 출입까지 제삼자의 부축이 있어야 하겠으니, 짜증도 나갈 것이리라.
그 우에 소녀는 잠시도 가만 안있는다. 누가 곁에 가기만 하면 욕질이다. 발악이다. 선생이건, 아이들이건, 덮어놓고 「이 간나색끼」다. 그리고 또 존델 대려다 달라구 졸른다. 그래도 내 음성만은 기억하는 양으로,
「어때? 좋찮아, 오-래 있어봐 응」하고 달래면
「나 대려준 이오?」하고 얼굴을 나쪽이라 짐작되는 데로 치껴든다.
그러타고 하면,
「나 돈 좀 주우」
「돈은 해서 뭐해, 밥 먹음 그만이지」
「과자 좀 사먹께」
소녀는 정말 여기가 어딘 줄 몰은다. 과자 사먹을 데가 없다구 해도, 고지듯지 않는다. 제 어머니는 어려서 죽고, 아버지는, 어디가서 뭘 한다고 하며, 고향은 元山인가 하다고-. 소녀는 짜증내는 데만 용했지 무슨 말에나 댓구도 잘 안는다. 그의 세계는 슬픔 뿐이고, 울화 뿐이고, 짜증 뿐이고, 발악 뿐인 모양이다.
어떻게 하면 그것을 바로 잡을까, 어떻게 해서 그를 웃게 맨들까, 웃지 않드래도, 돈 달라는 버릇과 아무나 욕질하는 버릇부터래도, 곤처보자.

職業學校-
장차는 대학까지라도 할려는 예산이다. 마는 위선은 직업학교부터 착수하겠다. 陸車工廠에서 일보시든＜164＞ 韓선생이 香隣園을 위해서 와주시었다. 이것을 기회로, 石工科, 塗工科, 園藝科만의 직업학교를 세울 작정이다. 園藝科는 2만坪의 과수원이 있은 즉, 실습에 충분한 것이고 石工科나 塗工科는 오랜 시일을 요하지 않어서, 기술을 배울 수 있는 것임으로 나이 찬 아이들에게 그것을 가르처 볼 생각이다.

아들놈의 入學問題-
내 아들 큰놈이 중학교에 입학해야 할 시기에 이르렀다. 안해는 중학교에 입학식혀야 한다고 고집을 부린다. 나는 단연 반대한다. 다 똑같은 아이들인데, 어떤 놈은 학교에 넣고, 어떤 놈은 안넣고 하지는, 못하겠다. 중학교가 이 香隣園안에 세워질 때까지 기다리는 수밖에 없다.

고마운 분들-
봄날과 같이 따사로운 마음세를 가진 분들-培材學校 금년 졸업한 분들이 香隣園을 찾어와서 우리 아이들을 위해 철봉을 세워주고 갔었다. 우리 아이들이 건전하게, 명랑하게, 튼튼하게, 웃고 잘 살라고-.

世佛蘭偲醫專生-
世富蘭偲醫專 3年級生 열 명이 우리 아이들의 건강을 위해서 본관 2층에 의료기관을 설치해 주셨다. 이제부터 밤낮 똥질만 하게 생긴 똥구멍도, 태산같이 높은 배도, 얼어서 짓물은 다리도, 팔도, 다 그분들 손으로 깨끗이 씨서 질 것이다 .예수가 죽은 나사로를 살리시듯, 그분들께도 그러한 異蹟을 베풀어주시기를-.

西邑橋-
西邑橋를 놓을 계획을 세웠다. 이 西邑橋의 유래는 이러하다. 내가 東京 가 있을 때, 皇太后 宮職인 西邑씨의 令夫人 伸子여사가 내가 가장 곤경에 빠젔을 때, 돈 200원으로, 구원해 주섰다. 그것이 바로 지난＜165＞ 정월 10일, 서울에 첫눈이 펄펄 내리든 날이다. 府廳 社會課에 아이들 생활비 타러 갔드니 한창 바쁜 때라, 보고를 하지 못한 탓으로 돈이 못되니 열흘을 더 기다려야 한다는 것이다. 한두 식구의 생계라해도 어려울 텐데 100명에 가까운 아이들이, 큰 일이 아닐 수 없었다. 하지만 나는 낙망하지 않었다. 신이 버리지 않으심을 믿었다. 그래서 그랬든지, 눈길을 밋그러지며 채우며, 정거장에서 주은 아이 하나를 업고 집에 들어갔드니 아이들이 우르르 몰려나오며
「아부지, 걱정 마세요」한다. 그와 동시에 그들이 내게 쥐여준 것이 서류였다. 바루 西邑伸子여사가 임종시에, 내게 보대달라고 부탁하든 돈 200원이였다. 나는, 아이들과 함께 기뻐하는 한편 임종시에까지 내 사업을 기억하여주신 西邑부인의 고마운 뜻을 어떻게 하면 보답할까 하고 생각했다. 西邑橋를 놓게 된 것은 전혀 그 날 감사한 마음의 연장인 것이다.

염소의 母性愛-
염소가 새끼 두 마리를 낳었다. 에미보다 더 순하고 에뿐 새끼다. 그런데 불행히 아이들의 공에 맞어서 한 마리가 멫일 앓다가 죽어버렸다. 吳선생이 보기에 안되었다고 갔다 장사를 지내였다. 에미염소는 죽은 새끼를 찾아서 산골잭이가 울리도록 소리를 뽑는다. 남은 한 새끼마저 잃으면 어쩔가부냐는 생각에선지, 그것을 끼고 돌면서 다른 한 아를 찾는다. 아이들이 그것을 물끄럼이 보고 섰는 것을 보면 어쩐지 마음이 안돼진다. 그들은 아무 생각 없이 서서 보는 건지 모르되, 내 보기엔 「우리 엄마두 날 저렇게 찾지 않으려나」하며 어머니를 생각하는 것 같아서 코끝이 저려든다. -끝- ＜166＞
＜162-166＞
