Magazine Title	삼천리 제5권 제4호
Publication Date	1933년 04월 01일
Article Title	孫逸仙과 民族主義, 三民主義의 全風貌 (Sun Yat-sen and Nationalism, the Full Picture of the Three Principles of the People)
Author	孫中山 先生(述), 雲從學人(譯)
Article Type	논설 (Editorial/Article)

Sun Yat-sen and Nationalism, the Full Picture of the Three Principles of the People
						Sun Yat-sen (Dictated), Unjong Hagin (Translated)
Part 1: Nationalism
Lecture 1: January 27, 13th Year of the Republic (1924)

Gentlemen. Today I intend to speak with you about the Three Principles of the People. What are the Three Principles of the People? To put it most simply, the Three Principles of the People are the Principles of National Salvation. Then, what is a Principle (主義)? A Principle is a kind of thought, a kind of faith, and also a kind of power. When a person researches the道理 (reason/principle) within any matter, first thought arises, and once the thought is clear, faith arises, and when there is faith, power arises. Therefore, a Principle is completely established only after first proceeding from thought to faith, and then from faith generating power.

Why are the Three Principles of the People called the Principles of National Salvation? Because the Three Principles of the People promote equality in China's international status, political status, and economic status, enabling China to survive (適存케) perpetually in the world, the Three Principles of the People are called the Principles of National Salvation. If the Three Principles of the People are the Principles of National Salvation, let me ask: Does our China today need to be saved? If you recognize that it needs to be saved, then you must believe in the Three Principles of the People. If you believe in the Three Principles of the People, then a great force (勢力) can be generated; only such a great force can save China.

Today, I intend to first speak about Nationalism. The method used in reorganizing the Nationalist Party (國民黨) this time emphasizes propaganda. To propagandize universally to the nation's people, the most necessary thing is to explain the Principles. For the past ten-odd years, thoughtful people in China have all heard plenty about the Three Principles of the People. However, when it comes to thoroughly understanding them, there are still many who do not. Therefore, today I intend to first take up Nationalism and speak to you in detail.

What kind of thing is Nationalism? Speaking most simply in light of the various social conditions in Chinese history, Nationalism is called National Race-ism (國族主義). What Chinese people revere most are Familism (家族主義) and Clanism (宗敎主義, likely meaning 宗族主義 - clanism, not religious doctrine). Thus, in China, there is only Familism and Clanism; there was no National Race-ism. Onlooking foreigners say that the Chinese people are like a plate of loose sand (一盤 散沙). Where does the cause lie? It is precisely because the general populace all only has Familism and Clanism, and lacks National Race-ism.

The unifying power of Chinese people regarding family and clan is exceedingly strong, and they often intend to sacrifice their property and lives to protect their lineage. Things like the clan feuds between two surnames in Guangdong (廣東) show how people of the two clans are willing to sacrifice many lives and assets without end; this is all because the concept of lineage is too deep. Because such principles are deeply embedded in people's hearts, they can make sacrifices for them. However, regarding the nation, <72> there has never been a time when they sacrificed with utmost spirit. Therefore, the unifying power of the Chinese people only ends at the clan and has not yet extended to the National Race.

The Nationalism I speak of is precisely the nation-state (國家). This is appropriate for China but inappropriate for foreign countries. Foreigners distinguish between nation (民族) and state (國家). In English, the noun for nation is "nation." This word "nation" has two interpretations: one is nation/ethnic group, and the other is state. Although one word has two interpretations, the interpretation is exceedingly clear and not confused. In Chinese too, there are very many words with two interpretations. For example, the two characters for society (社會) have two usages: one refers to the general populace, and the other designates a type of organized group. Originally, nation and state have a great deal of mutual relationship, making them difficult to distinguish, but there is actually a definite boundary between them, and we must discern what is a state and what is a nation. Why is it that what I call nation being the National Race (國族) is appropriate in China but inappropriate in foreign countries? It is because since the Qin (秦) and Han (漢) dynasties, China has mostly been formed by one nation creating a state, whereas in foreign countries, one nation might form several states, or one state might contain several nations. A country like Britain (英國) is the strongest state in this world; the nations within its country take white people as the standard, and combining with nations of brown people and black people, it finally formed the great British Empire. Therefore, the statement that the nation is the National Race is inappropriate for Britain. Thus, a place like Hong Kong (香港) is British territory, but among its people are several hundred thousand Han Chinese (漢族) mixed in. So, if one were to say the British National Race of Hong Kong is the British Nation, it would not be right. Also, a place like India (印度) is currently British territory; if one spoke of the British National Race, it would include the 350 million Indian people within it. But if one were to say the British National Race of India is the British Nation, that also would not be right. You all know that the basic nation of Britain is the Anglo-Saxon people. However, Anglo-Saxon people are not only in Britain; there are also numerous Anglo-Saxon people in America (美國). Therefore, in foreign countries, one cannot say that the nation is the National Race. Thus, there is a definite boundary between Nation and State. We intend to distinguish them clearly. What method is there? The most appropriate method is to consider what power formed the nation and the state. To distinguish simply, the nation is formed by natural force (天然力), while the state is formed by military force (武力). To prove this with China's political history, Chinese people say that the Kingly Way (王道) follows natural forces. In other words, natural force is the Kingly Way; the group formed by the Kingly Way is the nation. Military force uses the Hegemonic Way (覇道); the group formed by it is the State. Hong Kong was not formed because several hundred thousand Hong Kong people welcomed the British; the British obtained it by seizing it with military force. Also, Britain's occupation of India is the same as Hong Kong.

Currently, British territory extends across the whole world, leading to the English proverb, "The sun never sets on the British Empire." In other words, every day and night, wherever the sunlight shines, there is British territory. For example, if we count from sunrise for us in the Eastern Hemisphere, it first shines on New Zealand (뉴질랜드), Australia (오스트랄리아), Hong Kong (香港), Singapore (新加坡); then tilting westward, it shines on Ceylon (실론), India (印度); tilting further west, it shines on Aden (아덴) and Malta (말타); tilting further west, it shines on the British homeland; turning again to the Western Hemisphere, there is Canada (加拿大); and returning back, it reaches Hong Kong and Singapore. Therefore, in the 24 hours of every day and night, wherever the sunlight shines, there is certainly British territory. Such vast territory as Britain's was all formed by nothing other than the Hegemonic Way. From ancient times until now, there has been no state formation that was not by the Hegemonic Way. However, the formation of a nation is different; it happens entirely due to natural force, and not the slightest coercion can be applied. The several hundred thousand Chinese people in Hong Kong uniting to form one nation happens naturally; no matter how much Britain uses the Hegemonic Way, it cannot possibly change (改變할 수 업는) it. Therefore, the group united due to the Kingly Way, which is natural force, is the nation; the group united due to the Hegemonic Way, which is human force (人爲力 - translator inferred, text uses 武力/覇道 context), is the state. This is the distinction between state and nation.

Speaking further on the origin of Nationalism, the world's human race is originally a type of animal, but different from ordinary birds and beasts (飛禽走獸) in that humanity became the most sentient of all creatures. The primary classification of humanity is race: there are five types - white, red, yellow, brown, black. Further subdividing from Race, there are numerous tribes (族). <73> The prominent peoples (民族) of Asia (亞細亞) are the Mongol (蒙古族), Malay (馬來族), Japanese (日本族), Manchu (滿洲族), and Han (漢族). To generalize the causes forming these various nations, it is Natural Force. Analyzing it is very complex, but the greatest force among them is "bloodline" (혈통). The reason Chinese people are yellow is rooted in their yellow bloodline. The ancestry's bloodline is perpetually inherited, forming a people (一族) of inhabitants. Therefore, the power of bloodline is extremely great.

The next great force is "livelihood" (생활). If the methods of making a living are not the same, the resulting nations are also not the same. People like the Mongols (蒙古人), living by following water and grass (水草) and making a living through nomadism, will move wherever there is water and grass, migrating there. Through this custom of migration, they can also unite to form one nation, and the reason (所以) why the Mongols could suddenly become powerful lies here. When the Mongol people were most powerful, the military strength of the Yuan Dynasty (元朝) conquered Central Asia (中央 亞細亞) and Arabia (아라비아) to the west, reaching (빗치고) a part of Europe (歐羅巴), and unified China to the east, nearly conquering Japan (日本), thus unifying the two continents of Europe and Asia.

Other nations considered most powerful, like the Han people (漢族), even when Han (漢) and Tang (唐) military power was greatest, only reached (밋쳣고) the Caspian Sea (裡海) to the west. Peoples like the Romans (羅馬民族), when their military power was greatest, only reached the Black Sea (黑海) to the east. No nation was like the Mongol nation of the Yuan Dynasty, able to reach across the two continents of Europe and Asia. The reason the Mongols were so powerful lay in their nomadic livelihood. Their everyday customs included the skill of not fearing long distances when traveling.

The third great force is "language" (언어). If foreign peoples understand our language, they are easily influenced by us, and over a long, long time, they eventually assimilate and become one nation. Conversely, if we know a foreign language, we too are easily assimilated into the foreign country. If people's languages are mutually the same, and if their languages are mutually the same (repetition in original), then the effect of assimilation is even easier.

Therefore, language also has a very great power in forming the world's nations.

The fourth great force is "religion" (종교). When people worship (奉拜) the same god or believe in the same god, it is also easy for them to unite and form one nation. Religion has a tremendously grand power among the forces that form nations. The two countries of Arabia (아라비아) and Judea (猶太) were destroyed quite (퍽) long ago, but the Arabian (아라비아人) and Jewish people (유태인) still exist. Although their states perished, the reason their nations could survive is that each has its own religion.

You all know this. Currently, there are very many Jewish people scattered and residing in various countries, and world-famous scholars like Marx (맑쓰) and Einstein (아인스타인) are all Jewish. Also, the financial power (資業勢力) in various countries around the world is controlled by Jews. The Jewish nation is naturally very intelligent, and adding to that their religious faith, even though they drifted and migrated to various countries, they could still perpetually maintain their nation. The reason the Arabian people can survive is also that they have the Mohammedan (모라메단) religion. Besides that, India (印度), which deeply believes in Buddhism, although its state was destroyed by Britain, its people (종족) will eternally not be extinguished.

The fifth force is "customs and habits" (풍속 습관). If among humanity there are particularly similar customs and habits, over a long, long time, they can also unite to form one nation. When we study the reasons why numerous dissimilar human groups sometimes unite to form similar nations, we naturally cannot help but attribute the achievement to the five types of forces: bloodline, livelihood, language, religion, and customs and habits. These five types of forces evolved naturally; they do not come from conquest by military force. Therefore, comparing these five types of forces with military force allows us to distinguish between nation and state.

In light of the principles of national survival, past and present, if we want to save China, if we want the Chinese nation to exist perpetually, we must advocate Nationalism. Only after first fully understanding this Principle can we deploy and magnify it to save the nation. Speaking of the Chinese nation, the total population is 400 million. Among them are mixed several million Mongols, over a million Manchus (滿洲人), several million Tibetans (西藏人), and over a million Muslim Turkic peoples (回敎의 突厥人); the total number of outsiders is merely 10 million.

Therefore, speaking by majority, the 400 million Chinese people can be completely called the Han nation (漢族). With the same blood flow, the same language and literature, the same religion, the same customs and habits, <74> they are completely one nation. Why is our nation like this in the current world, in such a position? Compared with the various peoples of the world, we have the largest population, the largest nation, and a civilization of 4,000 years, so we should rightly (맛당히) be on par with (並駕齊驅) the various countries of Europe and America (歐美). However, the Chinese people only have family and clan groups and lack national spirit. Although 400 million have united to create one China, in reality (其實은), it is like a plate of loose sand (一盤 散沙). Today, it has become the poorest and weakest (빈약한) nation in the world, placed in the most inferior (低劣한) position internationally, becoming the chopping block and knife (刀俎) for others, while we are the fish meat (魚肉). Our position at this time is most perilous. If we do not again unite with one mind (單心하여) to advocate Nationalism, so that the 400 million people unite to form one solid nation, China faces the danger of national ruin and ethnic extinction (亡國滅種). If we want to save (挽救하려면) ourselves from this dangerous ruin (危亡), we must advocate Nationalism and save the nation with national spirit.

If we are to advocate Nationalism to save China from its perilous ruin, we must first know where the danger to our nation lies. To know the state of this danger, comparing the Chinese people with the peoples of the Great Powers (列強) makes it clearest. Before the European War, there were 7 or 8 countries called Great Powers in the world. The largest was Britain; the strongest were Germany (德國), Austria (奧國), Russia (露國); the richest was America (美國); the newly risen were Japan (日本) and Italy (伊太利). After the European War, three countries fell away, and the currently remaining first-rate strong countries are only Britain, America, Japan, and Italy. Britain and Russia (露國) were both founded as nations. The national basis Britain used for its development is the Anglo-Saxon people; the local units are England (잉글랜드) and Wales (웰스). Only 38 million people can be called the pure British nation. This nation is currently the strongest nation in the world; the state it built is the strongest state in the world. Looking back (거실녀) over 100 years ago, the population was only 12 million; currently, it is 38 million. In 100 years, it increased threefold.

In our East (東方), there is an island nation; it can be called the Britain of the East. Japan was also formed by one nation; that nation is called the Yamato people (大和民族). From its founding until the present, it has not experienced annexation by external force; even with the strength of the Yuan Dynasty Mongols, they could not conquer it. Its current population, excluding Korea (朝鮮) and Taiwan (台灣), is 56 million. The exact population 100 years ago is difficult to ascertain, but calculating based on the recent population growth rate, it can be seen to have increased threefold; thus, the population of Japan 100 years ago can be roughly estimated at around 20 million. The spirit of this Yamato nation has not yet been lost. At the time when European culture was gradually spreading eastward (東漸하는), they used scientific methods from Europe and America to develop the nation. In the 50 years since the Restoration (維新), it suddenly transformed from a weak nation into the strongest nation in Asia, riding abreast (並駕各驅 - typo, likely 并驾齐驱) with the various countries of Europe and America, such that even Europeans and Americans do not dare to look down on (경시치 못한다) them. But our China's population is larger than any country's, yet the reason we are looked down upon by others now lies, for one, in the lack of Nationalism. Before Japan's Restoration, its national power was extremely weak, its territory was no larger than Sichuan (四川) province alone, and its population was insufficient even for Sichuan province; it too received foreign oppression and insult. However, because they possessed the spirit of Nationalism, they roused themselves to become great, and in less than 50 years, suddenly transformed from a weak nation into a strong nation. If we want to make China strong, Japan is an excellent (훌융한) model. (Continued in next issue) <75>

**Summary**

This article is the first part of a translated lecture by Sun Yat-sen on Nationalism, the first of his Three Principles of the People, delivered in 1924. Sun argues that Nationalism is crucial for China's salvation, defining it as "National Race-ism" (國族主義), rooted in natural forces like shared bloodline, livelihood, language, religion, and customs. He contrasts this with the state (國家), formed by military power ("Hegemonic Way"), citing Britain's empire as an example. He laments China's disunity ("a plate of loose sand") due to prioritizing family/clan over the nation, despite its large population and ancient civilization, leading to its weak international standing. He urges the 400 million Han Chinese to embrace Nationalism, using the rapid rise of Japan after the Meiji Restoration as a key example of how national spirit can transform a weak nation into a strong one.

From the perspective of Korean colonial history, this article is interesting as it reflects a prominent Asian nationalist leader's views during a period of intense imperialism. Sun's emphasis on ethnic unity (Han Chinese focus), the distinction between natural nation-building and forceful state-building (critique of empires like Britain's), and his admiration for Japan's success (despite later Sino-Japanese conflict) would resonate with or provide points of comparison for Korean nationalists under Japanese rule. Historians might find the specific framing of "National Race-ism," the analysis of factors constituting a nation, and the explicit comparison with Japan's model for modernization and strengthening particularly noteworthy in understanding contemporary Asian nationalist thought and its potential influence or contrast in colonial Korea.

**Named Entities**

孫逸仙	손일선	Son Il-sŏn (Sun Yat-sen)
다시 民族主義의 기원으로 말하면 世界의 인류는 본래 일종의 동물이나 다만 普通 飛禽走獸와 다른 것은 인류가 만물의 靈長이 된 것이다. 인류의 분별은 제1급으로 인종이니 백색, 홍색, 황색, 棕色의 5종이 잇고 다시 種에서 세분하여서 許多한 族이 잇스니 ＜73＞ 亞細亞民族의 저명한 것은 蒙古族 馬來族 日本族 滿洲族 漢族이다. 이러케 여러 가지 민족을 조성하는 원인을 개괄하야 말하면 自然力이다. 그것을 분석하면 매우 복잡하나 그 중 가장 큰 힘은 「혈통」이니 中國人의 황색인 원인은 그 근원이 황색혈통인데 잇다. 祖先의 血統如何는 곳 영구히 유전되여서 一族의 인민을 이루는 것이다. 그럼으로 혈통의 힘은 대단히 큰 것이다.
다음의 큰 힘은 「생활」이니 謀生하는 방법이 갓지 안으면 결성된 민족도 갓지 안은 것이다. 蒙古人갓흔 것은 水草를 따라 살어서 유목으로써 생활을 함으로 水草가 잇는 지방이면 곳 유목을 하여가서 거긔에 이주한다. 이러케 遷居하는 습관으로 인하여서도 결합하여 한 민족을 이루울 수 잇고 蒙古가 능히 忽然히 강성하게 된 所以가 곳 여기에 잇다. 蒙古族이 가장 강성할 때에 元朝의 병력은 西邊으로 中央 亞細亞와 아라비아를 정복하여 歐羅巴 一部分에 빗치고 東邊으로는 中國을 통일하고 거의 日本을 정복 할 번하여서 歐亞 2洲를 통일하엿섯다.
기타 민족 가장 강성하다고 하든 漢族 가튼 것은 漢唐의 무력이 가장 컷슬 때에도 西邊으로 겨우 裡海에 밋쳣고 羅馬民族 가튼 것은 무력이 가장 컷슬 때에 東邊으로 겨우 黑海에 밋처셔 어떠한 민족이고 元朝의 蒙古民族가티 능히 歐亞2洲에 밋친 것은 업다. 蒙古의 그러케 강성하엿든 원인은 彼等의 생활이 유목인데 잇다. 평일의 습관이 行路하는데 멀은 것을 두려워 안이하는 長技가 잇섯던 까닭이다.
제3 큰 힘은 「언어」이니 만일 외래민족으로 우리의 언어를 통하면 곳 우리들에게 감화되기가 쉽고 그것이 오래고 오랜 동안에는 마츰내 동화되여서 한 민족이 되는 것이다. 이것을 환언하면 우리가 만일 외국의 언어를 알면 우리도 외국에 동화되기가 쉬운 것이다. 만일 인민의 언어가 서로 갓고 언어가 서로 갓다고 하면 그 동화의 효력은 더욱 용이하다.
그럼으로 언어도 世界上의 민족을 조성하는대 대단히 큰 힘이 잇다.
제4의 큰 힘은 곳 「종교」이니 무릇 인류가 동일한 신을 奉拜하거나 혹은 동일한 신을 신앙하면 또 결합하여서 한 민족을 이루기가 쉬웁다. 종교는 민족을 조성하는 힘 중에 대단히 웅대한 것이다. 「아라비아」와 「猶太」의 兩國은 임의 근한지가 퍽 오래지만 「아라비아」人과 「유태인」은 아직도 존재한 것이다. 彼等의 국가는 비록 망하엿스나 민족이 능히 存한 이유는 곳 각각 자기의 종교가 잇는 가닭이다.
諸君은 다-알 것이다. 현재의 유태인은 각국에 散在 住民이 대단히 만코 세계에서 극히 유명한 학자「맑쓰」가튼 이 「아인스타인」가튼 이가 모두 유태인이다. 그리고 또 세계 각국의 資業勢力도 猶太에 조종되고잇다. 猶太民族은 天質이 매우 총명한데다가 종교의 신앙을 더 하엿슴으로 각국으로 流雜하고 遷涉하더라도 오히려 민족을 영구히 유지 할 수 잇는 것이다. 「아라비아」人이 능히 존재하는 이유도 彼等 이 「모라메단」의 종교가 잇는데 잇다. 그 박게 불교를 깁히 신앙하는 印度는 국가는 비록 英國에게 망하엿스나 종족은 영원히 소멸되지 안을 것이다.
제5의 힘은 「풍속 습관」이니 만일 인류 중 특별히 相同한 풍속습관이 잇다면 오래고 오랜 동안에 또 결합하여 한 민족을 이루울 수 잇다. 우리가 허다한 갓지 안은 인종이 결합하여 잇다금 상동한 민족을 이루는 이유를 연구하면 자연히 功을 혈통, 생활, 언어, 종교 밋 풍속습관의 5종의 힘에 돌리지 안을 수 업다. 이 5종의 힘은 천연적으로 진화하여서 된 것이오 무력으로써 정복하여서 오는 것은 아니다. 그래서 이 5종의 힘과 무력을 비교하면 곳 민족과 국가를 분별 할 수 잇다.
우리가 古今의 민족 생존의 도리에 비춰서 中國을 구하려면 中國民族을 영구히 존재하게 하려면 민족주의를 제창하여야 된다. 몬저 이 主義를 완전히 이해 한 뒤에야 능히 발휘하고 光大하야써 국가를 구할 수 잇다. 中國의 민족으로 말하면 총 수가 4억만 人인데 그 중에 석긴 것이 수백 만의 蒙古人과 100여 만의 滿洲人 수백만의 西藏人과 백 수십만의 回敎의 突厥人으로 外來한 총 수가 1천만인에 불과한다.
그래서 다수로 말하면 4억만의 중국인은 완전히 漢族이라고 할 수 잇다. 동일한 혈류 동일한 언어문학 동일한 종교 동일한 풍속습관으로＜74＞ 완전히 한 민족이다. 이런 우리 민족으로 現世界에서 이러한 지위에 처하엿는가? 世界上의 各民으로더부 비교하면 우리는 인류가 가장 만코 민족이 가장 크고 문명교화는 4천년이나 되여서 맛당히 歐美 各國으로부터 並駕齊驅 할 만하다. 그러나 중국인은 다만 가족과 가족의 단체만 잇고 민족의 정신이 업슴으로 비록 4억만이 결합하여 1개의 中國을 만들엇다 하나 其實은 一盤 散沙로 今日에는 세계에서 가장 빈약한 국가가 되여서 國際上에서 가장 低劣한 지위에 처하여서 남은 刀俎가 되고 나는 魚肉이 되엿다. 우리의 지위는 이때에 잇서 가장 위험하다. 만일 다시 單心하여 민족주의를 제창하여서 4억만 인이 결합하여서 한 견고한 민족을 이루지 못하면 中國은 곳 亡國滅種의 염려가 잇다. 우리가 이러한 危亡을 挽救하려면 곳 민족주의를 제창하여서 민족적 정신으로써 국가를 구하여야 한다.
우리가 민족주의를 제창하여서 中國의 危亡을 挽救하려면 몬저 우리 민족의 위험이 어대잇는가를 알어야 한다. 이 위험의 情形을 알냐면 중국인과 열강의 인민을 비교하여보면 가장 명백하다. 歐戰 以前에 세상에서 열강이라고 하던 것은 7, 8國이 잇다. 最大 한 것이 英國이오 最强한 것이 德國 奧國 露國이오 最富한 것이 美國이오 新興한 것이 日本과 伊太利엇다. 歐戰 以後에 三國이 넘어가고 현재에 남은 一等 强國은 英國 美國 日本, 伊太利 뿐이다. 英國, 露國은 모도 민족으로써 立國하엿다. 英國이 발달하는데 쓰인 민족의 本位는 「앵클로 색손」人이오 지방의 단위는 「잉글랜드」와 「웰스」이다. 人數는 다만 3,800萬이 순수한 英國의 민족이라고 할 수 잇다. 이 민족이 현재 세계에서 가장 강성한 민족이오 그의 造盛한 국가가 세계에서 가장 강성한 국가이다. 100년 이전을 거실녀 보면 人數는 다만 1,200萬이던 것이 현재에는 3,800萬이 된다. 100년 동안에 곳 3배가 증가되엿다.
우리 東方에 1개 島國이 잇스니 그것은 日本으로 東方의 英國이라고 할 수 잇다. 日本도 1개 민족으로 조성한 것이니 그 민족을 「大和」民族이라고 한다. 開國으로부터 현재까지 外力의 倂呑을 밧더보지 안어서 비록 元朝 蒙古의 강함으로도 그것을 정복하지 못하엿다. 그 현재의 인구는 朝鮮과 台灣을 除한 外에 5,600萬이다. 100년 이전의 인구의 확실한 수는 考究하기 어려우나 그러나 근래의 인구증가율의 비례로써 계산하면 3배는 증가되엿다고 볼 수 잇스니 그러면 100년 이전의 日本 人口는 대개 2천만 좌우로 볼 수 잇다. 이 「大和」民族의 정신은 지금까지 아직 상실되지 안코 歐洲의 문화가 東漸하는 지음에 歐洲와 美國 中에서 과학적 방법으로써 국가를 발전식혀서 維新한지 50년에 문득 亞細亞의 가장 강성한 국가가 되여 歐美 各國으로 더부러 並駕各驅하여도 歐美人도 감히 경시치 못한다. 그런데 우리 中國의 인구는 어떤 나라보다도 만흐나 지금 남에게 경시밧는 이유는 곳 하나는 민족주의가 업는 데 잇다. 日本도 維新하기 전에는 國勢는 심히 미약하엿고 영토는 四川 一省만 박게 안되엿고 인구는 四川 一省에도 부족하여서 역시 외국의 壓制와 모욕을 밧엇섯다. 그러나 彼等은 민족주의의 정신이 잇슴으로 분발하여 웅대하게 되여서 50년을 불과하여 문득 쇠약한 국가로서 강성한 국가가 된 것이다. 우리가 中國을 강성하게 하려면 日本이 곳 일개의 훌융한 모범이다. (以下 次號續) ＜75＞
＜72-75＞
