Magazine Title: 삼천리 제9권 제1호
Publication Date: 1937년 01월 01일
Article Title: 天涯萬里에 建設되는 同胞村 (Compatriot Villages Being Built at the Ends of the Earth)
Author: 松花江人 (Songhwagang-in), Anonymous (for Koma Village section), 遠洋學人 (Wŏnyang Hagin)
Article Type: 기행문 (Travelogue)

**In Yingkou, Where the North Wind Blows**

By 松花江人 (Songhwagang-in)

This is the "Safety Village" (安全農村) in Yŏnggu, Pongch'ŏn Province. It is located about 35 Korean *li* from Yŏnggu City. Speaking of its area, the first village is 2,956 *chŏngbo* (actual cultivated paddy field area 2,477 *chŏngbo*), and the second village is 2,400 *chŏngbo*. This whole area is near the famous Liao River (遼河), a vast tidal flat facing the Liaodong Bay (遼東灣) to the southwest. In the future, it is said the total area will become 6,000 *chŏngbo* (actual cultivated paddy 4,800 *chŏngbo*), and the plan is to accommodate 2,200 households and 11,000 farmers in this village alone.

Please forgive me for listing a few more numbers. Looking at the results from last year, the cultivated area for 1,350 farm households was 2,477 *chŏngbo*, yielding over 42,000 *sŏk* of rice, which is an average of 1 *sŏk* 1 *tu* 3 *sŭng* per *tanbo*.

The income and expenditure are as follows. Per farm household, the cultivated area is considered 2 *chŏng* 4 *tanbo*. The income is 593 *wŏn* 60 *chŏn*, expenditure is 420 *wŏn*, leaving a net profit of 173 *wŏn* 60 *chŏn*. After deducting the annual installment repayment of 122 *wŏn* 70 *chŏn*, the pure profit is 50 *wŏn* 90 *chŏn*.<112>

Wherever they go, Koreans are said to have a genius for reclaiming paddy fields. Whether reclaiming tidal flats or developing rice paddies, our Korean farmers always take the lead. The results are very good. Perhaps within a year or two, the fields across the plains of Manchuria (滿洲) will all be turned into vast rice paddies by Korean hands, becoming like the Kyojŏnyŏng or Nae plains in Hwanghae Province or the Kokhyang plains in Chŏlla Province on the Peninsula (半島).

Now, as for how many Koreans have entered the entire area of Manchukuo (滿洲國), official statistics say 830,000, but the actual number is likely over 1.2 million.

After the Manchurian Incident, Safety Villages (安全農村) are being established here and there. Those already completed, besides this Yŏnggu Village where we are, include:

Hadong Village (河東農村) (Near Ugimiha Station (烏吉密河驛), Pin'gang Province (濱江省))
Ch'ŏllyŏng Village (鐵嶺農村) (Near Ch'ŏllyŏng Station (鐵嶺驛), Pongch'ŏn Province (奉天省))
Suhwa Village (綏化農村) (Near Suhwa Station (綏化驛), Pin'gang Province (濱江省))
Samwŏnp'o Village (三源浦農村) (Near Sansŏng Town (山城鎭), Yuha County (柳河縣), Pongch'ŏn Province (奉天省))

These five villages have a total area of 11,300 *chŏngbo*, of which the actual paddy field area is about 9,200 *chŏngbo*. The number of Korean farmers settled here reaches 25,000, in 4,100 households.
...
It is said that our farmers accommodated in these Safety Villages will be allowed to become owner-farmers in the end by repaying the land price, construction costs, and all other expenses in long-term annual installments.

Anyway, here we are, hundreds of *li* across the Amnok River (鴨綠江). We rise watching the sun emerge from the far-off horizon and return home with hoes on our shoulders when the evening sun disappears again into the distant horizon. Still, it's a village where over 1,000 people live, filled with folks from all Eight Provinces.

What is most unsettling is when the north wind (朔風) blows through the treetops, and the cold winter moon shines upon the vast, desolate mountains and rivers; truly, the dreams on such nights are chaotic.<113>

**Seeking Koma Village Outside Osaka**

Where is Koma Village (高麗村)?
I want to go to Koma Village.
Beyond the distant mountain ridge,
If I follow the clouds,

Will the place where ancient ancestors lived
Be there?
With a longing heart,
Crossing ten passes,
I go to Koma Village.

Singing this song, I grabbed a walking stick (스텍기), took a car from Shinjuku outside Osaka City (大阪市), and headed towards Komagawa Station (高麗川驛). The fare was 1 *wŏn* 8 *chŏn* for third class, closer than going from Seoul (京城) to Kaesŏng (開城). Isn't the fare between Kyŏngsŏng and Kaesŏng 1 *wŏn* 15 *chŏn*? The place I reached in a couple of hours was even named Komagawa Station, making my heart pound naturally, feeling greatly moved as if returning to a long-lost nation. Then, during the reign of the 28th king, Pojang-wang (寶藏王), it was defeated and fell due to the allied forces of Silla and Tang China. At that time, the people who lost their homeland (住土) crossed the sea, sought refuge here, established a place of peaceful dwelling (安佳の地), and formed a town. In the "Shoku Nihongi" (續日本紀), in the entry for the second year of Reiki under Empress Genshō (元正天皇), it is recorded:

In the 5th month, on the day of Shinbi (辛未), 1,799 Koma people (高麗人) from the seven provinces of Suruga (駿河), Kai (甲斐), Sagami (相摸), Kazusa (上總), Shimōsa (下總), Hitachi (常陸), and Shimotsuke (下野) were moved to Musashi Province (武藏國), and Koma County (高麗郡) was established there.

From this, we know that Koma County (高麗郡) was established. At that time, a person named "Koma no Kishi Jakkō" (高麗王若光) was appointed to govern this county. Time flew by quickly, and now his descendants (孫孫) have succeeded as chief priests (祭主) of that shrine (神社), already spanning 58 generations, it is said.

I visited the shrine office (社務所) to encounter the scent (香氣) of the ancient ancestors and saw the actual objects (實物). There was what is called King Koma's sword, several Buddha statues (부처님 몇墓 - likely typo for 軀, meaning statues), 5 hammered copper plate Buddhas (銅板打出佛),<114> a mirror engraved with the seed syllable of Aizen Myōō (愛染明王), a single-pronged spear (獨槍), and besides these, manuscript copies of the Great Perfection of Wisdom Sutra (大般若沒羅蜜多經) and the genealogy of the Koma clan (高麗氏). Everything was objects that the elders of old had personally handled (어르만지시든). Unknowingly, tears welled up in my eyes. I felt a cozy (안윽한) feeling, like a wanderer (放浪兒) returning to his hometown. Now I will describe this place where our ancient ancestors lived most realistically (寫實的으로). Getting off at the station, before me lay a wide plain (平野). After walking for a while, I saw a wooded (욱어진) mountainside (산빛탈이) and looked up; this is said to be Shōden-in (聖天院). From there, I crossed the stream also called Komagawa (高麗川), and saw farmhouses dotted about, all with lush green bamboo groves.

Overall, this Koma Village (高麗村) is in a very good location (地帶). It has mountains behind it and the clean water of the Komagawa (高麗川) flowing in front. Looking at the shape of the mountains, I could see it was a natural fortress (要塞地) suitable for defense (防守하기에). In the middle of such a fine area lies the "Koma Shrine" (高麗神社) called Shōden-in (聖天院), completely enveloped in old trees (老樹). The enshrined deities (祭神) are Koma no Kishi Jakkō (高麗王若光), Sarutahiko (猿田彦), and Takenouchi no Sukune (武內宿彌). Who was Koma no Kishi Jakkō? Let's briefly delve into history.
The Koryŏ (高麗) of that time was Koguryŏ (高句麗), not the later Koryŏ that arose afterwards. The wooden plaque in the shrine's worship hall (拜殿) reads Koma Shrine (高麗神社). Koguryŏ arose from Puyŏ (扶餘), with Tongmyŏng Sŏngwang Ko Chumong (東明聖王 高朱蒙) as its founding ancestor, later moved its capital to P'yŏngyang (平壤), and then moved again to Shōden-in (聖天院). To the right of the mountain gate (山門), there is a stone pagoda called the tomb (墓) of King Koma. It is a magnificent five-story structure (五層), seven *ch'ŏk* five *ch'on* high. The base is square (四角四面), with bas-relief Buddha images (佛像半肉彫) on all four sides. This reminded me of the Five- (on page 103) story Stone Pagoda <115> in Puyŏ (扶餘) (this is a relic of the Paekche (百濟) period, called the Great Tang Pacification of Paekche Pagoda (大唐平百濟塔)). Everything looked the same (갔오이다).

Haha, it's clearly true
My ancestors came here,
Built houses, plowed fields (밧갈고), and lived.
It wasn't a lie.
When they erected that stone pagoda,
Did they know that a thousand years later, at this time,
Their descendants (則後에) would come seeking it?

Seeing with my own eyes that thousands of my ancestors lived in this fertile land (살진 땅), amidst this beautiful scenery, my heart was still overflowing with excitement as I turned back.<103>

**On the Pacific Island of Hawaii (布哇)**

By 遠洋學人 (Wŏnyang Hagin)

This is Honolulu Harbor (호놀루루港口), Hawaii (하와이). Before my eyes is the blue Pacific Ocean (太平洋). Following its waters east leads to North America (北亞米利加), and west leads to Korea (朝鮮) or China (지나). In such a place, about 1,800 of our compatriots (同胞) live together. This place is called the land of perpetual summer (常夏), and the climate is truly warm (땃뜻함니다). It never snows in winter, and even if it does, it melts immediately. Also, all kinds of fish are found in the sea, and sugar, fruits, etc., grow well in the fields. That's why people around the world all call Hawaii a paradise (樂園) on the Pacific. We, too, are fortunate to live in this paradise.

I don't have the leisure (餘裕) now to elaborately trace the history of when Koreans came to Hawaii and settled down. However, anyway (엇재든), when Koreans began migrating south during the era of the Development Companies (開發會社), some went to the United States (米國), some to Mexico (墨西哥), and a portion ended up in the Philippines (比律賓). At that time, several hundred are said to have first flocked to Hawaii. Since the Development Companies had immigration policies even before the Russo-Japanese War, a history of 40 or 50 years must have developed one way or another.

Since then, some have married American women, some have had mixed-race children, and mostly, the second generation (第二世)<116> are already young adults in their 20s and 30s, working in commerce and agriculture. Also, because they grew up in Hawaii, the compatriots here are all proficient in languages. There are many Koreans who don't know Korean, and even if they do, their accent (악센트) and pronunciation sound amusing.

There is a church (敎會) here. Initially, there was a church for Koreans run by Westerners, but as Koreans gradually gained economic strength, they broke free from Western hands and established a church run by Koreans. If there's an institution where our compatriots gather, this church is the largest. Currently, Rev. Pak Tongwŏn (朴東院氏), who was active in Seoul until a few years ago, and several others are providing guidance.

Next is the Korean school (朝鮮人학교). It's still fresh in memory that Mr. Min Ch'anho (閔찬鎬氏) and others visited the homeland a few years ago; it was founded under the leadership of Mr. Min Ch'anho and others. Currently, it teaches about 200 students (학동). Grand athletic meets are held in spring and autumn. At these times, many mothers (母매님네들이) come and enjoy themselves all day, much like a garden party.

The Korean town (朝鮮人市街) in Honolulu is not as large as Chinatown (中國人街). However, they naturally live clustered together on the streets, and the buildings are quite respectable. The standard of living is high, many have received education in an orderly manner (질서있게), and prominent figures like Mr. Sin Hŭng'u (申興雨氏) and other visitors heading to the United States often stop here for a day or two, or even just an hour. At such times, we take great pleasure (樂) in hearing news about Korea from their lips.

Photo on the previous page shows a hall where many Koreans gather. Top of this page shows Mr. Kim Kyu* (金奎*) visiting the main island, with compatriots staying behind on the left.<117>

**Summary**

This multi-part travelogue from 1937 describes visits to three distinct Korean communities abroad: an agricultural settlement in Yingkou, Manchuria, established post-Manchurian Incident; Koma Village near Osaka, Japan, founded by ancient Koguryŏ refugees; and the Korean community in Honolulu, Hawaii, formed through early 20th-century emigration. The articles highlight the Koreans' efforts to build new lives through farming (Manchuria), connect with ancient heritage (Japan), and establish community institutions like churches and schools while adapting to new environments (Hawaii). From a historical perspective, the articles offer valuable contemporary glimpses into the diverse experiences of the Korean diaspora during the Japanese colonial period. They reveal Japanese colonial policies promoting agricultural settlement in Manchuria ("Safety Villages"), the deep historical roots of Korean presence in Japan traced back to ancient kingdom refugees, and the establishment and adaptation of Korean communities in the West, including interactions with prominent figures and concerns about cultural/linguistic continuity among the second generation.

**Named Entities**

營口	영구	Yŏnggu
이것으로 보아서 高麗郡이 設置된 것은 알겠읍니다. 그 때 이 郡을 「高麗王若光」이란 사람을 식혀 다스리게 하였는데 歲月이 흐름이 발너 지금은 孫孫이 그 神社에 祭主를 繼承하여, 이미 58代나 이헛다 함니다.

나는 神社의 社務所를 차저 옛 祖上들의 香氣에 접하려고 實物을 보왔읍니다. 高麗王의 칼이라 하는 것과 부처님 몇墓, 銅板打出佛5枚,<114> 愛染明王의 種子를 彫刻한 거울 1面, 獨槍 한자루 이밧게도 大般若沒羅蜜多經의 寫經과 高麗氏의 系圖들이 있더이다. 모든 것이 옛 어룬이 손소 어르만지시든 것들이외다. 나는 알 수 없게 두 눈에 눈물이 고입데다. 放浪兒가 제 고장을 도라오듯 한 안윽한 늣김을 가지게 되더이다. 나는 이제 가장 寫實的 으로, 우리 옛 祖上들이 살고 있든 이곳을 적겠읍니다. 停車場에서 내리니 앞에는 너른 平野외다. 한참 거러가다가 작나무 욱어진 산빛탈이 보이기에 바라보니, 이것이 聖天院이라 합니다. 거기로서 그 亦 일홈조차 高麗川이라 부르는 냇물을 지나니 農家들이 점점이 보이는데 모다 대수풀이 푸르청정하게 드러섰읍데다.

대체로 이 高麗村은 퍽으나 地帶가 조흔 곳이외다. 뒤에는 山을 없고, 앞에는 高麗村 깨끗한 물이 흘느는데 山이 생긴 모양을 볼지라도 防守하기에 조흔 要塞地임을 알었읍니다. 이러케 조흔 地帶 한복판에 聖天院이라 하는 「高麗神社」가 노여 있는데 이 神社는 전혀 老樹속에 싸여 있읍데다. 祭神은 高麗王 若光, 猿田彦, 武內宿彌이외다. 高麗王 若光이란 누군고 하면- 우리 잠간 歷史를 뒤저 봅시다.
그 當時의 高麗는 高句麗로서 뒤에 勃興한 高麗가 아니었읍니다. 神社의 拜殿木額에는 高麗神社라고 하여 있읍니다. 高句麗는 扶餘에서 이러나서 東明聖王 高朱蒙을 建國의 祖로 하고 뒷날 平壤에 都邑하여 다시 거름을 옴겨 聖天院으로 갔읍니다. 山門의 우편에 高麗王의 墓라 칭하는 石塔이 있는데 高는 七尺五寸, 五層으로 된 莊麗한 것이요, 臺面은 四角四面으로, 四方에는 佛像半肉彫의 것입데다. 이것은 마치 扶餘에 있는 五(第103頁에)  重石塔<115>(이것은 百濟時代의 遺物로 大唐平百濟塔이라 하는 것)을 聯想하였읍니다. 모든 것이 갔오이다.

허허 분명 내 조상이
예 와서 집짓고 밧갈고 살었음이
거짓말 아니었네
저 石塔 세울 적에
千年後 이 한때에
則後에 차저올 줄 알었으리.

이 살진 땅, 이 아름다운 風景 속에 내 祖上 數千名이 살고 있음을 실지 내 눈으로 보고 도라설 때 내 가슴은 여전히 흥분에 차 넘치고 있었다.<103>


太平洋孤島布哇에

遠洋學人
여기는 하와이 호놀루루港口외다. 눈 앞에는 파아란 太平洋 바다가 보이고 그 물을 따라 東으로 가면 北亞米利加요 西으로 가면 朝鮮이나 지나이다. 이런 곳에 우리들 同胞는 약 1,800名이 한자리에 모여 살고 있음니다. 이곳은 常夏의 나라라고 하느니만치 기후가 참으로 땃뜻함니다. 겨울을 눈이 오는 일이 없고 온다 하여도 곧 녹아버림니다. 그리고 바다에는 온갔 고기가 나고 들에는 砂糖 等 果일이 잘 나고 그래서 세상 사람은 모도다 하와이를 太平洋上의 樂園이라 함니다. 우리도 이 樂園에 와 사는 폭이외다.
조선사람들이 언제 이 하와이에 와서 자리를 자리를 잡고 있었는지 그것을 이제 장황하게 歷史的 으로 따질 餘裕는 없음니다만은 엇재든 開發會社 당철에 조선사람이 南方에 移住하기 시작한 때에 혹은 米國도 가고 墨西哥로도 가고 일부는 比律賓으로도 가버리었는데 그때 하와이에 數百名이 처윰 몰려 왔다 함니다. 開發會社야 日露戰爭 以前부터 移民政策이 있어 그리 되였으니 이럭저럭 4, 50年의 歷史가 생기었을 것이외다.
그 뒤 米國女子와 結婚한 이도 있고 아해도 混血兒를 나은 이도 있고 그러고 대개는 第二世들이<116> 벌서 20歲, 30歲하는 壯年들이 되어 商業과 農業에 일을 보고 있음니다. 그리고 나서 자란 곳이 하와이인 까닭에 여기 있는 同胞들은 語學을 모다 잘 함니다. 朝鮮사람이면서 朝鮮말 모르는 이 만코 안다 하여고 악센트 같은 것이 우습게 發音되여짐니다.
여기는 敎會가 있음니다. 처음얘는 西洋사람손으로 朝鮮사람을 위한 敎會가 있었으나 차츰 朝鮮사람이 經濟的 으로 힘이 있어지게 되매 西洋사람손을 버서나 朝鮮人이 經營하는 敎會를 만들었음니다. 우리 同胞들이 모히는 機關이라 하면 이 敎會가 가장 큰 것으로 지금 牧師로는 멫 해 전까지 서울서 活動하든 朴東院氏와 그 外 여러분이 指導하고 있음니다.
그 다음에 있는 것이 朝鮮人학교외다. 멫해전에 閔찬鎬씨등이 故土방문을 하였슴을 아직도새로울 줄 암니다만은 그 閔찬鎬씨등이 압장서서 세운 것이지요. 지음은 약200여명의 학동을 가르키고 있음니다. 春秋 2節에 大運動會를 여는데 이 때에는 母매님네들이 만히 와서 종일 園遊會 비슷하게 잘 놈니다.
호놀루루의 朝鮮人市街라 하면 「최이니타운인 中國人街 모양으로 그리 크지는 못함니다. 그러나 자연히 갈거리에 모여 살고 있는데 건물도 다 상당합니다. 생활 정도도 놉흐고 교육도 마다 질서있게 밧은 이가 만고 그리고 각금 申興雨씨등 米國으로 가든 손님들이 대부분 여기에 들너 하로 이틀 혹은 다만 한시간이라도 쉬다가 감니다. 그럴 때에 우리들은 그분의 입으로 조선 이약이를 듯는 것으로 큰 樂을 삼슴니다.
寫眞前頁은 朝鮮사람이 만이 모히는 홀. 本頁上은 本島로 訪問 온 金奎*(在)씨와 左留同胞<117>
<112-117>
