Magazine Title	三千理 第8卷 第12號
Publication Date	1936년 12월 01일
Article Title	藝術家의 雙曲奏, 文士 張赫宙氏와 舞踊家 崔承喜女史, 場所 東京에서 (Duet of Artists, Writer Mr. Chang Hyŏkchu and Dancer Ms. Ch'oe Sŭnghŭi, Location: Tokyo)
Article Type	대담·좌담 (Interview/Discussion)

Ch'oe Sŭnghŭi - It's been a long time. When did you come to Tokyo?
Chang Hyŏkchu - I came this spring.
Ch'oe Sŭnghŭi - With your wife?
Chang Hyŏkchu - I'm alone. This trip is like coming to Tokyo to study the hard way. How are things? Is your work going well?

Ch'oe - I have various worries. When I had my research institute in Chosŏn, it was when the Proletarian Art of the Tsukiji Little Theater (築地小劇場) in Tokyo was at its peak, perhaps influenced by the trends of the time. Works like "The Builders" (建設者) and "The Swing March" (그네의 行進) were very welcomed in Chosŏn. I guess it was because they frankly expressed the thoughts and feelings of the Chosŏn people. But now, I can't even express things to that extent, so it's frustrating.

Chang - Since I haven't seen your dance in Tokyo, I can't say much, but while I certainly don't oppose the desire to do such ideological things,<103> I don't think you need to push it too hard.

Ch'oe - Such dances receive bad reviews from art-for-art's-sake proponents. If I just presented luxurious Chosŏn things in the Spanish style, there would be no problem.

Chang - The path my works have taken is almost the same. People really liked my early works like "Path of the Hungry Ghost" (餓鬼道) and "The Pursued One" (쪼기는者), praising them as if I were some kind of hero. But thinking back, I believe enjoying these early works is immature. For instance, they don't appreciate your "Eyara Noara" (에야라·노아라) or my "The Fellow Called Brother Kwŏn" (權哥라는 작자). When you performed in Taegu, a Normal School instructor standing next to me said "Eyara Noara" was not good, that it exposed the flaws of the Chosŏn people. It seems the humor (유-모아) in that dance wasn't understood. They probably felt like their weaknesses were being exposed. Because my "Prostitute" (갈보) was also revealing, there were even calls to kill Chang Hyŏkchu.

Ch'oe - I deeply feel that too. Even Mr. Murayama Tomoyoshi (村山知義), one of the literary figures who understands dance most profoundly, said about the Chosŏn folk customs and caricature (칼이카추아) expressed in "Eyara Noara" that seeing our own forms exposed like that felt somewhat unpleasant. Generally, even literary gentlemen didn't like things that were too purely Chosŏn-like. It seems the essence of the humor (유모-어) I possess isn't grasped.

Chang - That's right. If we were a first-rate, strong people, we could laugh off any caricature (칼니카추어) of ourselves without making a fuss—but they don't like it when Chosŏn emotions are expressed too honestly. Why don't they understand that?

Ch'oe - No, it's not that they don't know, it's because of the bias (僻) you just mentioned. They delight in ideological, rebellious, life-related things like "Departing Crowd" (쪼기는 무리). If I truly do these things, the audience loves it, but then if I present humor (유모-어), this time they really hate it.

Chang - Don't hesitate over such points; I think it's best to continue doing artistic things. I felt this when watching your "Korean-style Duetto" (朝鮮風 듀엣도); I thought the psychology and<104> longing of young rural men and women were well expressed there. In that respect, I don't think there are any particular difficulties.

Ch'oe - However, the techniques of Chosŏn dance—consciousness or—spirit cannot be fully expressed.

Chang - Dance is different from novels, so I think adding too many dramatic elements would be problematic. I'm not saying don't include any, but in my opinion, creating something enjoyable and beautiful to watch without inserting literary content is also one valid method.

Ch'oe - I am also dissatisfied with that, but I am still moving in that direction.

Chang - Your dance generally has three tendencies: things newly adapted from Chosŏn classical dance, ideological things, and purely Western dance styles.

Ch'oe - Chosŏn dance also has classical and folk traditions.

Chang - I thought the modern ones were better than the classical. Is there a classical play in your third recital this time?

Ch'oe - No. I'm doing something called "Mask Play" (假面劇). You know, it's a dance where an old man and a young man fight over a "woman." And "Island Ballad" (섬타령), "Bachelors" (총각) – a dance where several young farmers dance, and "Shaman's Dance" (巫女의 춤). For this last one, I primarily drew on impressions from childhood and have wanted to create it for a long time.

Chang - Is that so? Things like the "Shaman's Dance" are primitive religious dances, so it would be good to research them extensively. I hear they are still performed on Cheju Island even now. To me, the old dances somehow feel lacking. The "Sword Dance" (칼춤) also needed a bit more heroic spirit (勇壯味). To speak more concretely, I was truly impressed by your "Horohoro" (호로호로) piece. That is art of the highest order. Watching it, the mood you tried to express in your earlier pieces like "Walking the Wilderness" (曠野를 것느다) and "Traces of Ruins" (廢墟의 자최) is very apparent in this dance.

Ch'oe - Besides those, this time I'm presenting "Arirang" (아리랑). Its content is similar to the previously composed "Departing Crowd" (가는 무리). I intend to express complex feelings, namely attachment to the land and anguish over settlers (着人). The content is entirely nationalistic.

Chang - Do you have any plans in the future to create a dance about the people wandering around the Ginza? People of this era have lost their ideological foundation and become very nihilistic. Do you have any thoughts of expressing such nihilistic feelings (虛無的 感)?

Ch'oe - It's difficult, unlike literature.<105> However, it might be possible as a kind of Pierrot-like expression. Regarding Chosŏn dance, from classical to folk styles, I want to travel around as much as possible and unearth buried traditions.

Chang - There's a rumor that you are ashamed of being a "Chosŏn person." Is that true?

Ch'oe - No, no, that's a misunderstanding. I am definitely not ashamed. It's because I am a Chosŏn person that I perform Chosŏn dance. However, I get really angry when people say Ch'oe Sŭnghŭi uses Chosŏn dance as a "commodity" (팔닐감) to gain popularity. That's why I also do Western dance. What I hate most is when they don't try to recognize it artistically but speak with the handicap that "it's popular because it's Chosŏn stuff and thus rare." For my second recital, I didn't present Chosŏn dance for that reason. But since those who understand do understand, I've presented it proudly since the second recital.

Chang - Yes, that's good. There's no need to be ashamed before anyone. As one of the leading artists of our people, I hope you will carry on proudly. By the way, what about your trip abroad (洋行)?

Ch'oe - It will likely be around May next year.

Chang - Purpose?

Ch'oe - I intend to see the national dances of the major countries.

Chang - That's great, national dance! The places that would best understand your art would probably be France and Russia. Since Paris, France is too urban, travel around the countryside. Also Hungary—and Czech, Slovakia, etc.

Ch'oe - Yes. I plan to go. Since national characters differ, people's thoughts will vary, but I believe techniques and such will be greatly informative.

Chang - Don't just go to see, but also show them your work. Also go to smaller countries like Bulgaria or Serbia. How many years are you planning for, roughly?

Ch'oe - The plan is about 1 year if just for research, maybe 2 or 3 years if I end up working there.

Chang - How much are you taking? I heard you saved up money.

Ch'oe - Saved money? That's all lies. The expenses are around 20,000 won.

Chang - If you saved 20,000 won, you saved well, hahaha—. <106>

**Summary**

This 1936 interview features renowned Korean dancer Ch'oe Sŭnghŭi and writer Chang Hyŏkchu discussing their artistic challenges and aspirations in Tokyo. They lament the difficulties of expressing Korean national identity and social critique under Japanese colonial rule, noting negative reactions from both Japanese critics and fellow Koreans when their art is deemed too revealing of Korean "flaws" or too nationalistic. Ch'oe discusses her upcoming European tour to study national dances and expresses frustration with being perceived as merely capitalizing on the exoticism of Korean dance rather than being recognized for its artistic merit. Chang encourages her to remain artistically true and proud of her heritage.

From a historical perspective, the article is significant for its candid discussion of the pressures faced by Korean artists during the colonial period. It reveals the complex negotiation between artistic expression, national identity, and censorship (both external and internalized). The dialogue highlights the dilemma of representing Korea authentically while navigating audience expectations (both Korean and Japanese) and the ever-present political sensitivities, particularly regarding "ideological" content or exposing perceived national weaknesses. Ch'oe's frustration with being exoticized and her planned European tour underscore the desire for international artistic recognition beyond the confines of the Japanese Empire.

**Named Entities**

張赫宙	장혁주	Chang Hyŏkchu
張- 나는 고전보다 현대의 것이 좋다고 생각했지요. 이번의 제3회 발표회에는 고전극이 있어요.
崔- 아녀요. 「假面劇」이란 것을 해요. 아시지요. 늙은이와 어린이가 「女子」를 서로 빼앗는 춤이지요. 그리고 「섬타령」 「총각」 즉 젊은 농군들이 몇 지게 추는 춤, 그리고 「巫女의 춤」 이것은 어릴 때에 본 인상을 주로 하고 전부터 만들고 싶었어요.
張-그렇습니까. 「巫女의 춤」등은 원시종교무용이니까 많이 연구함이 좋으실 걸요. 지금도 제주도 지방에서는 아직도 한다더군요. 내게는 전혀 옛날 춤은 어쩐지 부족해요. 「칼춤」도 좀더 勇壯味가 그리웠어요. 구체적으로 좀더 이약이 하자면 내 눈에는 「호로호로」師에는 진실로 感心했읍니다. 그것은 최상의 예술이여요. 그것을 보고 있으면 당신이 예전에 지은 「曠野를 것느다」 「廢墟의 자최」에서 나타내려고 하든 기분이 이 춤에는 많이 나타나고 있어요.
崔-그밖에 이번에는 「아리랑」을 내는데 이것은 압서 지은 「가는 무리」와 같은 내용이여요. 토지에 대한 애착과 着人에 대한 번뇌라고 할 복잡한 것을 낼려고 생각해요. 내용은 전혀 민족적인 것인데요.
張-장래 銀座바닥에 도라다니는 사람들의 춤이라도 만들 생각이 없어요? 지금 이 시대 사람들은 사상 근거를 잃고 몹시 허무적이 되어 있어요. 그러한 허무적인 感을 표현하고 싶은 생각은요.
崔-문학과 달너 어려운 일이여요.＜105＞ 그러나 일종의 피에로적인 표현이라면 될 수도 있을 걸요. 조선의 춤이라도 고전적인 것으로부터 향토적인 것까지 되도록 많이 도라다니며 파무친 것을 캐여보고 싶어요.
張-당신이 「조선사람」이란 것을 붓그러워 한다는 소문이 있는데 정말인가요.
崔-아녀요, 아녀요, 그것은 오해입니다. 결단코 붓그러워하지 않어요. 조선 사람이니까 조선의 춤을 하는 것이여요, 그러나 崔承喜는 조선의 춤을 「팔닐감」으로 하여 인기를 얻는다고 하는데는 정말 화가 나요. 그래서 서양무용도 하지요, 예술적으로 인정하려 들지않고 「조선 것이 되여 히귀하니까」하는 한디캡을 부처가지고 말하는 것이 제일 싫혀요.
제2회 발표적에는 그러한 의미로 조선무용을 내지를 안었지요. 그러치만 아러주는 분은 아러주기에 제2회 적부터 당당히 내었서요.
張-그래요, 그것은 조흔 일이요, 누구에게든지 부끄러워 할 일은 없어요. 이 점, 민족의 예술적인 선수의 한사람으로 당당하게 하여 주었으면 좋겠어요. 그런데 洋行은?
崔-내년 5월경이 되겠어요.
張-목적은?
崔-주장 각국의 민족무용을 보고 오겠어요.
張-그는 조쿠만, 민족무용! 당신 예술을 가장 잘 이해할 곳은 불난서™€ 로서아일걸요, 불난서 巴里는 너무도 도회적이니까, 시골로 돌아다녀요. 또 항가리―와 첵크, 슬로바카 등지에
崔-네. 갈려고 해요. 국민성이 달르니까 사람 사람의 생각이 다달르겠지만 기교같은 것은 크게 참고가 될 줄 알러오.
張-보고만 오지말고 보이고도 오서요. 또 쁠가리아라든지 「셀비아」가튼 소국에도 가서요. 대체로 몇 해 작정으로?
崔-예정은 연구뿐이면 1년쯤, 만일 거기서 일하게 되면 2,3년쯤.
張-얼마나 가지고가요. 당신은 돈 모앗다더군요.
崔-돈 모였다고? 다 거짓말, 비용은 2만원 정도람니다.
張-2만원을 모앗스면 잘 모앗구만 하하하―.＜106＞
＜103-106＞
