Magazine Title:	동광 제33호 (東光 第33號)
Publication Date:	1932년 05월 01일
Article Title:	間島問題란 무엇인가, 間島問題 特輯 (What is the Kando Problem? Special Feature on the Kando Problem)
Author:	尹和洙 (Yun Hwa-su)
Article Type:	논설 (Editorial/Opinion Piece)

What is the Kando Problem? Special Feature on the Kando Problem
						By Yun Hwa-su

The Two Great Problems of Kando
The Kando problem must necessarily be discussed by dividing it into at least two parts. First, who is the owner of the landmass exceeding 18,000 square *ri*? Second, what are the trends among the 400,000 Chosŏn people? These problems are indeed the very core among all issues surrounding Kando, and among the various problems we are observing, they are particularly the ones in which we have 100 percent interest.

To put it another way, now that the old power of the Nanking Government has been driven out of Manchuria and the new political authority of the Manchukuo government has arisen, will Kando now detach from the Nanking Government and attach itself to the Manchukuo government? Or could it become the Kando of the Chosŏn people, who have deep historical ties and great merit in its pioneering? This is a groundless hope. And the Chosŏn people, who have endured oppression, struggles, pain, and hardship over more than half a century in this land, barely sustaining their threadlike lives day by day—shouldn't they, at this time when Manchukuo declares national self-determination and rises under the banner of Kingly Way Politics (王道政治), have new movements and persistent efforts to make their existence prosper and improve their livelihoods? With such anxious thoughts, I undertake writing this article.
However, knowing my knowledge is limited and my research shallow, I anticipate being unable to depict things realistically. Furthermore, constrained by circumstances and conditions, there are things I cannot speak of frankly. Realizing this, I feel sweat trickling down in shame. I hope the readers across the world will understand with magnanimity. <36>

Who is the Master of Kando?
As mentioned above, Kando is a natural treasury with an area of 18,000 square *ri* and a population of 500,000, located in the southeastern circuit of Chilin (吉林) Province in the newly established Manchukuo. It is a land laden with many historical issues. When the Ch'ing (淸) dynasty, with its sharp momentum of rising anew in Manchuria, moved south intending to reign over the Central Plains (中原), Chosŏn nagging from behind was a source of anxiety. Thus, Kando was made a buffer zone (緩衝地帶), and an agreement was made between King Injo (仁祖) of Chosŏn and Emperor T'aejong (太宗) of Ch'ing that the two countries would not invade each other. This was the first instance of the Kando problem emerging internationally.

Subsequently, the Ch'ing dynasty declared the land their sacred place of origin (發祥한 靈地), strictly prohibiting entry (封禁), while Chosŏn established laws strictly forbidding people from crossing the river and going beyond the border. Consequently, this natural kingdom remained long buried in overgrown weeds and hidden in deep forests, abandoned to the point that the world barely knew of it. Only the footprints of those whose profession was digging for ginseng and hunting deer were scattered about, and the shadows of horse bandits (馬賊), who considered robbing people of their lives and possessions their sole occupation, flickered ominously.

In the flow of time, the battlefront of people's lives eventually broke the long-forbidden boundary line and expanded into this natural kingdom. That is, groups of wandering Chosŏn people, suffering from economic bankruptcy and threats to their livelihood, poured in, one group after another, clearing the dense forests and cultivating the rough land. This became a source of trouble. During the reign of King Sukchong (肅宗) of Chosŏn, the Ch'ing sent Mukden (穆克登), the Governor-General of Chilin, to erect a border demarcation monument (定界碑) of a single short stone slab at the watershed below Paektu Mountain (白頭山). On it were carved the words "West is Amnok (西爲鴨綠), East is T'omun (東爲土門)," defining the border between Chosŏn and Ch'ing with the Amnok River to the west and the T'omun River to the east. This was the second time the Kando problem emerged internationally.

The migration of the white-clad people (白衣人, i.e., Koreans) to Kando increased dramatically beyond control, so that settlements covered the land along the river <37> and the sounds of chickens and dogs could be heard between them. To anyone looking, there was a distinct feeling that Chosŏn had been extended. Consequently, the Kando problem reignited, and attempts were made to use the phrase "East is T'omun" carved on the demarcation monument as the key (鍵) to resolving the issue. However, the Ch'ing view that "T'omun" referred to the Tumen (圖們) River and the Chosŏn assertion that "T'omun" was the upper stream of the Songhua River (松花江) could not be reconciled, rendering this key unusable. (Years ago, when I surveyed Paektu Mountain, I discovered the fact that T'omun is the upper stream of the Songhua River to be excessively clear and lamented greatly. I wanted to add a few more words here to evoke the reader's feelings, but due to space constraints, I must postpone it to a later date.) Thus, the problem remained unresolved until Chosŏn's diplomatic rights were transferred to Japan, and the branch office of the Chosŏn Residency-General appeared in Yongjŏng Village (龍井村). The Kando problem once again emerged onto the international stage. Ultimately, due to this issue, tensions between Japan and the Ch'ing dynasty became very acute, but it was exchanged for the Anbong Line (安奉線) issue, and the new Kando Convention (間島新協約) was concluded, resulting in Kando, contested for hundreds of years, becoming Chinese territory.

However, the Kando problem always arises centered around the Chosŏn people. As mentioned above, while the migration of Chosŏn people increased year by year, month by month, many people harboring political dissatisfaction also sought refuge there. Thus, at one time, Kando could be described as having become a base (策源地) for anti-Japanese movements. This became a major headache (頭痛거리) for Japan. When Yüan Shih-k'ai (袁世凱) became the dictatorial Great President, the Manchuria-Mongolia Convention (滿蒙協約) was concluded. Based on this convention, it became possible to regulate Chosŏn people in South Manchuria under Japanese law.

Now, the regional issue of whether Kando belongs to South Manchuria or North Manchuria has arisen. Japan's interpretation that Kando is in the South Manchurian region and China's assertion that Kando is excluded from the Manchuria-Mongolia Convention based on the Kando Convention are sharply opposed (圭角), making it a special zone where the dual laws of Japan and China are practiced.

With the collapse of the Republican government's authority in Manchuria, which was the counterparty to the Kando Convention, that convention has also lost its validity (效力). Therefore, not only can it be argued that asserting Kando belongs solely to the Chosŏn people is the legally logical conclusion, but also, considering that the people with deep historical ties to Kando are the Chosŏn people, the people who pioneered (開拓) Kando are the Chosŏn people, and four-fifths of the people living in Kando are Chosŏn people, Kando should, in fact, become the Kando of the Chosŏn people.

Trends Among Chosŏn People Living in Kando
In the world, there are many things that deviate from legal principles and contradict facts. Whether Kando becomes the Kando of the Chosŏn people <38> or not depends not only on legal principles and facts but also on the efforts and movements of the Chosŏn people. So, what indeed are the trends among the 400,000 Chosŏn brothers and sisters living in Kando? According to what I have heard, all sorts of movements—such as the Extension Movement (延長運動) advocating for making Kando an extension of Chosŏn, the Autonomy Movement (自治運動) advocating for making Kando an autonomous territory, and others proposing a Special Autonomous Zone (特別自治區), Special Administrative Zone (特殊行政區), or the construction of a Free State (自由國)—have sprung up like bamboo shoots after rain, without any calculation of success, plunging the movement front into a state of great confusion. If this movement, which should be consolidating its strength and unifying its ranks, has instead become fragmented into four or five pieces (四分五裂), then it will truly end up like "the mountain labored and brought forth a mouse" (泰山이 鳴動에 鼠一匹), yielding no harvest whatsoever.

Looking back at the progress of the movements, the movement for an autonomous territory and the movement for a special administrative zone are still in opposition, while other movements seem to have already vanished. It is said that the Special Administrative Zone movement has a high degree of possibility. If so, since this is a movement that acknowledges Kando as the territory of Manchukuo from the outset, one cannot expect (企待) great success. Even if there were unexpected gains, Kando would still not become the Kando of the Chosŏn people in reality. Rather, I want to strongly emphasize that taking a step further and initiating a movement for the construction of a Free State would be the more logical path, both legally and factually.

Concluding Remarks
Finally, what I want to say is that the very act of attaching the nonsensical character "島" (island) to a perfectly good corner of the continent and naming it thus is problematic from the start. Due to space limitations, I must postpone discussing its origin to another occasion. In any case, Chinese people greatly dislike the name Kando (間島). And they absolutely do not use the name Kando. They only call and write it as Yŏnbyŏn (延邊). (Here, Kando refers to the region encompassing Wangch'ŏng (汪淸), Yŏngil (延吉), Hwaryong (和龍), and Hunch'un (琿春), which I add as a note.) <39>

**Summary**

This 1932 editorial by Yun Hwa-su discusses the "Kando Problem," focusing on two main questions: the territorial sovereignty of Kando (Jiandao) and the future direction of the approximately 400,000 Korean residents there, especially following the establishment of Manchukuo. The author reviews the historical basis for Korean claims to the region, stemming from early settlement, pioneering efforts, and disputed border treaties (specifically the interpretation of the T'omun River). Yun expresses disappointment with the fragmentation of Korean political movements in Kando (ranging from seeking autonomy within Manchukuo to extension of Korea) and advocates for a bolder push towards establishing Kando as a "Free State," arguing this aligns with both legal principles (given the lapse of the Kando Convention) and the demographic reality of the predominantly Korean population.

From a historical perspective, this article is interesting as it reflects Korean nationalist sentiment and aspirations regarding Kando during a critical juncture—the transition from Chinese Republican rule to the Japanese-backed state of Manchukuo. It highlights the internal divisions within the Korean community regarding political strategy and reveals a strong sense of historical grievance and entitlement to the Kando region, even suggesting independence as a viable, albeit ambitious, goal.

**Named Entities**

間島	간도	Kando
그 뒤에 淸은 그 땅이 자기네의 發祥한 靈地라 하야 굳게 封禁하고 사람이 들지 못하게 하며 朝鮮에서는 江을 건너 나리 밖에 나가는 것을 嚴禁하는 法을 세워 사람이 건너가지 못하게 하엿다. 그래서 이 天然의 王國은 오래동안 거츤 풀에 묻히고 깊은 숲에 숨겨서 세상이 알지 못하게까지 버리워 잇엇다. 오직 人蔘을 캐고 사슴을 잡는 것으로 떳떳한 業을 삼는 사람들의 발자최가 어즈럽고 사람의 목슴과 물건을 빼앗는 것을 유일한 일로 아는 馬賊의 그림자가 설넝거렷을 뿐이다.
타임이 흐르는 속에서 사람들의 生活戰線은 어느듯 오래동안 금하여 오든 界線을 깨트리고 이 天然의 王國에까지 擴大되게 되엇다. 곳 經濟의 破産을 당하고 생활의 脅威를 받는 朝鮮사람의 流浪群이 한 떼식 두 떼식 몰려 들어 그 鬱蒼한 숲을 찍어 번지고 거츤 땅에 받갈게 되엇다. 이것이 말성이 되어 朝鮮의 肅宗 때에 淸은 吉林 總管穆克登을 보내어 저 白頭山下 分水嶺上에 一片短石의 定界碑를 세우고 「西爲鴨綠, 東爲土門」 西쪽은 鴨綠江, 東쪽은 土門江으로 朝鮮과 淸의 國境을 定한다는 글을 삭여 두엇다. 이것이 間島問題가 두번재 國際的으로 나오게 되엇던 것이다.
白衣人의 間島移住는 것잡을 사이가 없이 激增하야 沿江一帶에 여렴이 따에 덮이고＜37＞ 닭, 개가 서로 들리게 되엇다. 누가 보던지 뚜렷하게 朝鮮을 延長하여 놓은 느낌이 잇게 되매 이에 間島問題는 再燃되어 定界碑에 삭여 잇는 東爲土門이라는 것을 가지고 問題解決의 열쇠(鍵)로 쓰려고 하엿다. 그러나 「土門」은 圖們江이란 淸의 見解와 「土門」은 松花江의 上流라는 朝鮮의 주장이 서로 容納되지 못하야 이 열쇠는 쓰지 못하게 되엇다. (筆者는 年前에 白頭山을 踏査할 때에 土門이 松花江의 上流인 것은 넘무나 明白한 사실임을 발견하고 크게 慨嘆한 일이 잇엇으므로 이제 두어 말을 더하야 讀者움˜ 느낌을 자아내고저 하엿으나 紙面의 관계로 뒤ㅅ날에 미루게 되엇다) 그래서 問題는 解決되지 못한 대로 朝鮮의 外交權이 日本에 委讓되고 朝鮮統監府 出張所가 龍井村에 나타나게 되매 間島問題는 또 한번 國際舞臺에 나오게 되엇다. 맛츰내 이 問題로 인하야 日本과 淸國 사이에 風雲이 매우 急하엿더니 安奉線問題와 交換이 되버어리고 間島新協約이 締結되어 數백年을 두고 抗爭하든 間島는 中國領이 되고 말엇다.
그러나 間島問題란 언제든지 朝鮮사람을 중심하고 일어나는 것이다. 우에서 말한 것 같이 朝鮮사람의 移住가 해마다 달마다 늘어가는 한편에는 政治的으로 不平을 품은 사람들도 많이 찾어 가게 되엇다. 그래서 한 때에는 間島가 排日運動의 策源地가 되어 잇엇다고 할 만하게 되엇다. 이것이 日本의 큰 頭痛거리가 되어 잇다가 袁世凱가 獨裁大總統이 되엇슬 때에 滿蒙協約을 締結하고 이 協約에 의지하야 南滿에 잇는 朝鮮사람을 日本法律로 取締할 수 잇게 되엿다.
이제는 間島가 南滿에 붙엇느냐? 北滿에 붙엇느냐? 하는 區域問題가 발생하야 間島는 南滿區域이란 日本의 解釋과 間島는 間島協約에 의지하야 滿蒙協約에서 除外되엇다는 中國의 주장이 서로 圭角이 되어 日中 兩國의 二重法律이 行하고 잇는 特殊地帶가 되엇다.
間島協約의 相對方인 民國의 政權이 滿洲에서 문허짐과 함께 그 協約도 效力을 일어 버리엇다. 그러면 間島는 오로지 朝鮮사람의 間島라고 주장하는 것이 法理上 당연한 歸結이라고 할 수 잇을 뿐 아니라 間島에 歷史的 깊은 因緣을 가진 사람도 朝鮮사람이요 間島를 開拓한 사람도 朝鮮사람이요 間島에 사는 사람의 5分之 4가 朝鮮사람인즉 間島는 事實上 朝鮮사람의 間島가 되어야 할 것이다.

間島에 사는 朝鮮사람의 動向
세상에는 法理에 벗어나고 사실에 어그러지는 일이 많이 잇다. 이제 間島가 朝鮮사람이 ＜38＞ 間島가 되며 안되는 것도 法理와 사실에만 잇지 아니하고 朝鮮사람의 노력과 運動이 잇은 뒤에 일이다. 그러면 間島에 사는 40萬의 朝鮮兄弟들의 動向은 과연 어떠한가? 들은 바에 의지하면 間島를 朝鮮의 延長으로 하자는 延長運動과 間島를 自治領으로 하자는 自治運動과 또 特別自治區, 特殊行政區, 自由國 建設 등등의 온갓 運動이 雨後竹筍처럼 아모 成算도 없이 일어나서 運動線은 크게 어즈러운 狀態에 빠젓다고 한다. 어떠턴지 力量을 한데 뭉치고 陣營을 한데 모여야 할 이 運動이 도리어 四分五裂이 되엇다고 하면 그야말로 泰山이 鳴動에 鼠一匹로 아모 收穫이 없고 말 것이다.
다시 運動의 經過를 돌아보면 自治領으로 하자는 運動과 特殊行政區로 하자는 運動이 아직까지 對立되어 잇고 그 밖에 다른 運動은 발서 그 자최를 감치운 듯하다. 그리고 特殊行政區運動이 十分의 可能性이 잇다고 한다. 그러타고 하면 먼저 間島는 滿洲國의 領土란 것을 認하면서 하는 運動인즉 그러케 큰 성공을 企待할 것도 없고 設令 미리 기약하엿든 밖에 收穫이 잇다 하더라도 間島는 사실 그대로 朝鮮사람의 間島가 되지 못하고 말 것이다. 차라리 한 거름 나가서 自由國建設運動을 開始하는 것이 도리어 法理上 또는 事實上 당연한 길이라고 强調하고 싶다.

끝의 말
끝으로 말하고 싶은 것은 멀정한 大陸의 한 모통이에 얼투당토 아니한 「島」 字를 붙어서 이름한 것부터 問題라는 그것이다. 그 來歷은 紙面이 許諾치 아니하므로 다른 기회에 미루워 둘 수 밖게 없다. 어떠턴지 中國사람들은 間島라는 이름을 퍽 싫어한다. 그리고 間島라는 이름을 絶對的으로 쓰지 아니한다. 그저 延邊이라고만 부르고 쓸 뿐이다. (여기서 間島란 것은 汪淸, 延吉, 和龍, 琿春을 包括한 地帶를 가르처 말한 것을 附記한다)＜39＞
＜36-39＞
