**Header Section:**
Magazine Title: 동광 第33호
Publication Date: 1932년 05월 01일 (May 1, 1932)
Article Title: 再次 動搖하는 愛蘭問題 (The Irish Question, Shaken Once Again)
Author: 咸尙勳 (Ham Sanghun)
Article Type: 소식 (News/Report)

**Body Text Translation:**
The Irish Question, Shaken Once Again
						By Ham Sanghun

1. Anglo-Irish Relations Worsen
As a result of the general election held in the Irish Free State in late February, Fianna Fáil (愛蘭共和黨, the Irish Republican Party) achieved victory, and a new cabinet was formed with Éamon de Valera, the giant of the Irish independence movement, as President. Simultaneously, relations between Great Britain and the Irish Free State became rapidly unstable. Immediately after taking office on March 11th, the new de Valera cabinet released about 20 political prisoners who had been incarcerated by the previous pro-British Cosgrave government for attacking the government. At the same time, on the 15th in Parliament, it was declared, "The new government will delete the clause requiring an oath of loyalty to the British Monarch from the Constitution of the Irish Free State." Not only that, but on the following day, the 16th, Mr. de Valera told newspaper reporters, "The Irish Constitution of 1922 stipulates that the Irish Parliament must swear loyalty and obedience to the British Monarch and his successors, but as we do not recognize the need to swear loyalty to a foreign monarch as stated above, we intend to delete this clause from the Irish Constitution. Furthermore, I will implement the following new policies": 1. Merge the current Governor-General's office into the Republic. 2. Remove the unnatural border between North and South Ireland to build a unified Irish government. 3. Suspend the payment of land annuities to the British government and demand the return of amounts already paid. Swearing loyalty to the Monarch is the sole chain linking the dominant-subordinate relationship between Great Britain and the Irish Free State. If the Irish Free State were to refuse the oath to the British Monarch, the relationship between Britain and Ireland could not but become one between completely independent nations. Hearing this, the British Chancellor of the Exchequer, Neville Chamberlain, was greatly surprised and stated, "If the Irish Free State insists on the above declaration, the Anglo-Irish relationship, which seemed resolved, cannot but become perilous again." Upon receiving the formal notification from the Irish Free State, the British Dominions Secretary, Mr. Thomas, revealed its full text in the House of Commons on the 24th and declared that the British government absolutely could not agree to such a unilateral abrogation of the treaty. The Irish Free State government responded again, saying, "The oath to the British Monarch was established during the time of the previous Irish Free State government, the Cosgrave cabinet, so it is in no way illegal for the current government of the Irish Free State to amend its Constitution, and the suspension of land annuity repayments <9> is already being practiced in Northern Ireland, so there is no reason why the Irish Free State cannot do it as well." Thus, relations between Britain and Ireland could not but worsen once more.

2. Historical Relationship between Britain and Ireland
Since the conquest of Ireland by the English King Henry II in 1172, Ireland has come down as part of the British Empire, but during these 700 years, there has truly been no peaceful day between Britain and Ireland. After initially conquering Ireland, Britain tried to establish its power by enfeoffing its lords in various places, but the lords seized territory and acted independently, not listening to orders from the home country. Therefore, in 1541, Henry VIII became King of Ireland by resolution of the Irish Parliament, and after making Protestantism the state religion, he relocated a large number of Protestants from Scotland and England to Ulster in Northern Ireland. This extremely excited the feelings of the Irish (Catholics), leading to the tragedy in 1641 where they attacked Ulster and massacred 40,000 Protestants. Consequently, in 1649, Cromwell dispatched a large army to suppress this, but in 1668, another rebellion broke out, and again in 1798.
In 1801, the parliaments of both countries were merged, and in 1829, the Catholic Emancipation Act was promulgated, finally recognizing freedom of religion. However, Britain then issued an order for the confiscation of Irish land, so Ireland's difficult situation became imminent again. Seeing that the number of people displaced by British cruelty during the five years from 1846-51 reached 1.25 million, and about 1 million during the ten years from 1851-61, doesn't it show how harsh British colonial policy was? And seeing that 750,000 people died of starvation in the single year 1846-47, doesn't it show how great the cruelty of the British was? Thus, in 1848, the Young Ireland party, aiming for Irish independence and a republican system, was formed and started riots in various places. In 1866-67, the Irish Republican Brotherhood, liaising with the Fenian (떼니안團) Brotherhood, a secret society of Irish residents in America (美國), started riots in various places and assassinated the Chief Secretary [likely intended, not Governor-General] Lord Frederick Cavendish. However, as British suppression became increasingly severe, in 1870, Butt organized the Irish Parliamentary Party (愛蘭國民黨) aiming for internal self-government (home rule), and then joined forces with the Land League (土地同盟) organized by Davitt, conducting both parliamentary movements and riot movements. However, while Britain agreed to local autonomy and land system reform, it opposed self-government, so Ireland could not but switch to cultural movements and rural improvement movements for a while. At this time, the cooperative movement and Sinn Féin (신펜黨) party were organized. The time came again. In 1912, the Asquith cabinet submitted the Third Home Rule Bill to the House of Commons. The Commons passed it without incident, and it seemed likely to pass the Lords as well, but the British immigrants in Northern Ireland organized even a provisional government (假政府) and opposed it. Therefore, the Irish uniformly organized volunteer forces and, as a result of fighting against the Northern British populace, staged the tragedy of bloodshed in Dublin. Amidst this turmoil, the British Parliament passed the Home Rule Act, but as the World War happened to break out at that time, its implementation was postponed until after the war. Sinn Féin, thinking the time had come, elected de Valera as provisional president for 5 days [likely referring to the Easter Rising leadership] in 1916 and, conspiring with Germany (獨逸), started rebellions everywhere, staging that Dublin tragedy. However, the Sinn Féin rebellion grew fiercer day by day, and clashes with the British police occurred ceaselessly. The war ended, and in 1918, the first general election under the [Government of Ireland Act 1920, implemented later] was held. Sinn Féin opposed the Home Rule Act but participated to show national unity, secured the first party position, and boycotted the parliament. At that time, British Prime Minister Lloyd George inevitably invited de Valera to London (倫敦) and proposed peace talks. The first time, [de Valera's side] rejected it flatly, saying the self-government proposed by Britain would place Ireland in a permanent state of subordination. The second time, the issue of the oath to the British Monarch caused a split in the Sinn Féin party, and only the Free State faction (自由派, Pro-Treaty) concluded the Anglo-Irish Treaty, becoming the Irish Free State, a dominion of the Canadian type. The Republican faction (共和派, Anti-Treaty) began a battle for independence against their former comrades, the Free State faction. Therefore, Free State leader [initially] Collins tried to form an independence cabinet with de Valera, but Great Britain did not agree to this. <10> As Collins finally turned his back [supported the Treaty], de Valera again started a civil war, attacking government forces. Just then, Griffith died [of natural causes], and Collins was ambushed and killed by Republican forces, so the future of the Free State was uncertain. When Cosgrave became President, martial law was declared, and de Valera became a wanderer (一浪人), roaming the entire country.

3. Ten Years of the Irish Free State
Constitutionally, the Irish Free State is a Dominion of the British Empire, like Canada (加奈陀), the Commonwealth of Australia (濠洲聯邦), New Zealand (新西蘭), and the Union of South Africa (南阿聯邦), possessing a parliament and corresponding administrative organs. Therefore, the King of Great Britain does not concurrently hold the title of King of Ireland, and the Irish Governor-General is the representative of the British Monarch. Accordingly, the Irish Governor-General did not possess the authority to refuse assent to resolutions of the Irish Parliament. The only restrictions were under the Anglo-Irish Treaty: financially, to repay British public debt (英國公債) and bear war costs; diplomatically, not to dispatch diplomatic envoys likely to inflict harm on Britain; and defensively, not to exceed a military strength proportional to Britain's population and to provide facilities (便宜) to the British Army and Navy. In this way, Ireland became almost an independent nation, possessing the Irish national flag and dispatching an ambassador to Canada. Since the establishment of the Irish Free State, its national development has indeed been astonishing. Firstly, looking at state finances, revenue in fiscal year 1922, when it took over affairs from the British government, was £27,863,000; in the following year, 1923, revenue was £31,414,000, but ten years later, in fiscal year 1930, it had decreased to £24,223,000, showing that the burden on the people had been reduced by that much. Among expenditure items, Education (敎育) 18.0%, Old-Age Pensions (養老年金) 11.0%, Pensions (年金) 8.7% [Note: Original text says 807%, likely a typo, interpreted as 8.7%], National Defence 8.6%, and Agriculture (農業) 7.6% were the top items, so one cannot but say it showed an emphasis on education and social welfare. Secondly, looking at the economic aspect, conventionally, Britain's colonial policy (殖民政策) towards Ireland was harsh, turning cities into rural areas and rural areas into ruins (廢墟), causing the population to decrease by about half (半數) in the 100 years from 1841-1926. However, the new Irish government protected factories in Ireland and encouraged agriculture, resulting in the establishment of 120 new factories in 10 years. As of October 1, 1931, tenant farmers (小作人) all became owner-farmers, allowing the population to settle down. In education, compulsory elementary schooling was implemented <11> and spread village by village. Particularly, agriculture courses were specially established in universities and secondary schools, and the government provided enormous subsidies (補助), so education suitable for the agricultural nation of Ireland developed. In addition, great reforms were applied in various fields such as the judiciary (司法), administration (行政), and police (警察), and the expansion of people's freedom needs no further elaboration here.

4. Victory of the Irish Republican Party
However, as long as the Irish Free State is a Dominion, it is a fixed principle that there will be dissatisfaction. The Irish Free State had its natural territory (大然의 領域), the province of Northern Ulster (北部 『얼스터』 州), incorporated into the United Kingdom (大부릿렌合衆國) [Note: Unusual term for UK]. It cannot avoid swearing loyalty to the British Monarch, who is not of the Celtic (켈드) race, and cannot avoid receiving Britain's consideration (忖度) in diplomacy and national defense. Thus, the de Valera faction (Republican Party), which parted ways (소매를 나눈) with the Cosgrave faction (Free State Party) at the time of the Anglo-Irish Treaty conclusion in 1922, has advocated for completely free (不羈不絆) independence, harassing the government not just once or twice, sometimes through open combat with large forces, sometimes through secret surprise attacks (暗然한 奇襲). However, the Free State Party, holding political power (政權), sometimes declared martial law (戒嚴令) to subjugate the Republican forces and enacted security laws (保安法) to punish anti-government activities. Consequently, even de Valera eventually abandoned armed struggle (武力戰) and entered Parliament, planning to gather many members, even if it meant taking the oath to the British Monarch, hoping for future achievement (後日의 成就). Just then, February of this year was the general election period for the Irish Free State. De Valera, taking advantage of the government's recent severe political coercion (强壓) and the inadequacy (粗漏함) of its measures against the economic depression, campaigned hard with the Free State Party's platform of preferential tariffs (特惠關稅) with Britain [Note: De Valera actually opposed this, favoring protectionism - the text might be mistaken here or implying he used it as a point of contrast/attack] and won victory by a margin of about 15 votes (票).

5. The Future of Anglo-Irish Relations
As a result of the Irish Republican Party's victory, de Valera achieved his long-cherished desire (宿願) for the first time in the 16 years since the Dublin tragedy of 1916. However, his current position as President of Ireland [actually President of the Executive Council] is not that of the President of the Irish Republic he had harbored (抱懷하고 잇든). He is merely (不過하다) the Prime Minister of a British Dominion. Therefore, whether to realize the policies he has conventionally cherished or to show a difference in color (色彩) from the Free State Party, he could not but take rebellious actions (反逆的 行動) against Great Britain in general. Moreover, Great Britain nowadays (昨今) is struggling (허덕이고 잇다) with financial difficulties (財政難) and economic difficulties (經濟難). Therefore, it is the best opportunity (好機會) to raise the banner of revolt (叛旗) against Britain. Thus, he came to declare the refusal (拒絶) of the oath to the British Monarch, the refusal to repay (償還拒絶) the British debt (英國債務) borrowed for the creation (創定) of owner-farmers, the merger of Northern Ireland, and the abolition (廢止) of the Governor-General's office. However, as Mr. Thomas stated, Britain does not believe that the revision (改正) of the Irish Constitution is possible through Ireland's unilateral intention (一方的 意思). It is commonly acknowledged by self and others (自他가 共認하는 바다) that the significance (意義) of Britain possessing Ireland lies more in military relations (軍事的 關係) than economic relations. Moreover (하물며), incorporating Northern Ireland, where many descendants (子孫) of British immigrants reside, into the Irish Free State is something those immigrants would oppose. Marx once called Ireland Britain's political colony (政治的 植民地), and Lenin said that even if the issue leads to separation and then federation again, Ireland must once (一旦) separate from Britain. However, whether in a capitalist society (資本主義 社會) or a socialist society (社會主義 社會), the fact that Britain and Ireland cannot be completely separated (分離할 수 없는 것) is clearly indicated (明示하는 바다) by their geographical (地理上), political (政治上), and economic (經濟上) relationship. The Irish Republican government will continue the war of words (文書戰) with Great Britain. In the process (그러다가), it might even lead to armed conflict (武力的 衝突). However, even if the patriotic socialist groups (愛國的 社會主義團體), Labour Party (勞働黨), or Independence Party (獨立黨) that support the Republicans support this, the opposition party (反對 黨), the pro-British party (親英黨) [i.e., Cosgrave's supporters], will oppose it. Combined with (相俟하야) Britain's policy of not abandoning Ireland, absolute independence (絶對獨立) has little prospect (可望). Will a compromise be reached merely by stopping the annual installment repayments (年賦償還金)? (Manuscript finished April 4th) <12>

**Summary**

This 1932 article by Ham Sanghun details the resurgence of conflict between Britain and the newly elected Irish Free State government led by Éamon de Valera's Fianna Fáil party. De Valera's government pledged to remove the Oath of Allegiance to the British Crown, cease land annuity payments to Britain, unify Ireland, and abolish the Governor-General's office, leading to strong opposition from Britain. The article provides historical context on the 700-year Anglo-Irish struggle, including British colonization, suppression, Irish rebellions (Fenians, IRB, Easter Rising), the Home Rule movement, the Anglo-Irish Treaty split (Pro-Treaty vs. Anti-Treaty/Republicans), and the ensuing Irish Civil War. It also briefly reviews the Free State's progress in its first decade regarding finance, economic development (land reform, industrialization), and education, before concluding that while tensions might escalate, complete separation seems unlikely due to geopolitical realities and internal Irish divisions, suggesting a compromise might center on the annuity payments. From the perspective of Korean colonial history, this article is revealing. Written by a Korean author (Ham Sanghun) for a Korean audience during the Japanese occupation, the detailed focus on Ireland's struggle against British rule—particularly themes of colonial exploitation (land confiscation, induced famine), forced assimilation (religious policy), suppression of independence movements, internal divisions (collaboration vs. resistance), and the complexities of achieving sovereignty (dominion status vs. full republic)—would have resonated deeply, serving as an indirect commentary on Korea's own situation under Japan. Historians might find interest in the specific framing of the Irish struggle, the terminology used (e.g., "political colony"), the awareness of figures like Marx and Lenin regarding imperialism, and how an anti-colonial narrative was presented within the constraints of colonial censorship.

**Named Entities**

愛蘭	애란	Ireland
2月 下旬 愛蘭 自由國에서 行한 總選擧의 결과 『피아나·페일』 (愛蘭共和黨)의 勝利에 歸하야 愛蘭獨立運動의 巨頭 『떼·밸레라』를 大統領으로 한 新內閣이 성립되는 동시에 英本國과 愛蘭 自由國과의 관계에는 急激한 불안이 來하얏다. 『떼·밸레라』 新內閣은 就任直後인 3月 11日 親英派의 『코스그레브』 前政府가 政府를 攻擊한 죄로 投獄하얏던 20여명의 政治犯을 釋放하는 동시에 15日 議會에서는 『新政府는 英國 皇帝에 대하야 忠誠을 宣誓하는 條項을 愛蘭 自由國 憲法으로부터 削除하겟다』고 聲明하얏다. 그 뿐 아니라 그 翌日인 16日 『떼 밸레라』씨는 新聞記者에 대하야 『1922年의 愛蘭憲法은 愛蘭議會에 대하야 英國 皇帝 밋 그 後繼者에 대하야 忠誠으로 服從할 것을 宣誓하도록 規定되엇으나 右와 如히 外國의 君王에 대하야 忠誠을 誓할 필요는 認하지 않음으로 右條項을 愛蘭憲法중에서 削除할 생각이다. 그리고 나는 다음과 같은 新政策을 實現하겟다』 하얏다. 1, 현재의 總督府를 共和國에 合倂함. 2, 南北 愛蘭의 不自然한 境界線을 撤去하야 愛蘭 統一政府를 建設함. 3, 英國政府에 대한 士地年賦還償金의 支拂을 停止하고 이미 支拂한 金額은 返還을 요구함. 皇帝에 대한 忠誠을 宣誓한다는 것은 英本國과 愛蘭 自由國과의 支配, 被支配의 관계를 連繫하는 유일의 鎖다. 만일 愛蘭 自由國으로서 英國皇帝에의 宣誓를 拒絶한다 할진대 英國과 愛蘭과의 관계는 완전한 獨立國間의 관계가 안될 수 없다. 이 말을 들은 英國 大藏大臣 『네빌·쳄벌렌』은 大驚하야 『만일 愛蘭 自由國으로서 以上의 宣言을 固執한다 할진대 解決된 듯이 보이든 英愛關係는 또 다시 險惡해지지 않을 수 없다.』고 發言하고 그 正式 通牒 을 愛蘭 自由國으로부터 接受한 英本國 自治領相 『토마스』씨는 24日 下院에서 그 全文을 公開하는 동시에 英政府로서는 이러한 一方的인 條約廢棄에는 斷然 同意할 수 없다고 聲明하얏다. 愛蘭 自由國政府는 다시 『英國 皇帝에의 宣誓는 前愛蘭 自由國政府 『코스그레브』 內閣 때에 制定한 것이니 愛蘭 自由國의 現 政府가 그 憲法을 修正하는 것은 何等 違法이 아니오 土地年賦償還 ＜9＞ 中止는 이미 北部 愛蘭에서도 行하고 잇는 것이니 愛蘭 自由國에서도 못할 바가 아니라』고 하야 이에 應酬하리라 하니 英愛間의 관계는 다시 險惡하얏다 않을 수 없다.

2. 英愛間의 歷史的 關係
愛蘭은 1172年 英王 『헨리』 2世의 愛蘭征服의 以後 英帝國의 一部로서 나려 왓거니와 이 700年間에 英愛間에는 실로 安日이 없엇다. 英國은 최초 愛蘭을 征服한 후 그 諸侯를 各地에 封하고 자기의 세력을 確立하랴 하얏든 바 諸侯는 各自 割據하야 本國命令을 듯지 않음으로 1541年 헨리 8世는 愛蘭議會의 決議에 의하야 愛蘭王이 되고 新敎를 國敎로 한 후 蘇格蘭 英蘭에서 多數한 新敎徒를 愛蘭 北部 『얼스터』에 移住시켯다. 이것은 愛蘭人(舊敎徒)의 感情을 極度로 興奮시켜 1641年 얼스터를 襲擊하야 4만의 新敎徒를 虐殺하는 慘劇을 演出하얏다. 그리하야 1649年 『크롬웰』은 大軍을 派遣하야 이것을 鎭壓하얏스나 1668年에는 또 다시 叛亂을 이르키고 1798年에 또 다시 叛亂을 이르켯다.
1801年 兩國 議會가 合倂되고 1829年에 舊敎解放令이 發布되아 겨우 宗敎의 自由는 認定되얏스나 英國은 이에 愛蘭의 土地沒收令을 發布하얏슴으로 愛蘭의 難局은 다시 迫頭하얏다. 이 1846-51年의 5年間에 英國人의 殘虐으로써 流離된 者 125만을 算하고, 1851-61年의 10年間에 約 100만에 達한다 하는 것을 보면 얼마나 英國의 殖民政策이 苛酷하든 것을 알 수 잇지 않으며 1846-7年의 1年間에 75만人의 飢死者를 냇다하는 것을 보면 英國人의 殘忍이 若干하얏슴을 알 수 잇지 않은가. 이리하야 1848年에 愛蘭의 獨立과 共和制를 목적한 靑年愛蘭黨이 結成되아 各地에서 暴動을 이르키고 1866-67年에는 米國居住 愛蘭人의 秘密結社인 떼니안團과 連絡한 愛蘭共和同胞團이 各地에서 暴動을 니르키어 總督 『프레데릭, 카벤디슈』를 暗殺하얏다. 그러나 英國의 彈壓은 갈수록 峻嚴함으로 1870年 『뻐트』는 內政自治를 目的코 愛蘭國民黨을 組織한 후 『따빗』의 組織한 土地同盟과 結合하야 議會運動과 暴動運動을 行하얏다. 그러나 英國은 지방자치와 土地制度改正에는 同意햇으나 自治에는 반대햇슴으로 愛蘭은 한참동안 文化運動, 農村改良運動으로 轉換치 아니치 못하얏다. 이 때에 協同組合運動, 신펜黨이 組織되얏다. 때는 다시 왓다. 1912年 『아스키드』 內閣은 第 3回 自治法案을 下院에 제출하얏다. 下院은 無事通過하고 上院도 통과될 形勢이엇스나 北部 愛蘭의 英國移民들이 假政府까지 組織하고 이에 반대하얏다. 그럼으로 愛蘭人은 한 가지로 義勇軍을 組織하고 北部 英國民과 對戰한 결과 『떠불린」에서 流血의 慘劇을 演出하얏다. 이 風雲중에 英國議會는 自治案을 통과햇스나 때 마츰 世界大戰이 이러낫슴으로 그 實施는 戰後로 延期되 얏다. 신펜黨은 때가 왓다하야 1916年 5日 『떼·밸레라』로 臨時大統領으로 選擧하고 獨逸과 通謀하야 各處에서 叛亂을 이르켜 저 떠불린의 慘劇을 演出하얏다. 그러나 신펜黨의 叛亂은 나날히 熾烈하야 英國警察과의 衝突은 쉴 날이 없엇다. 大戰이 끝나 1918年 第 1回 自治法이 實施되야 한 總選擧가 擧行된 바 신펜黨은 自治法은 반대하나 國民的 一致를 示한다고 이에 參加하야 第 1黨을 制하고 議會는 『뽀이코트』 하얏다. 당시에 英國首相 『로이드, 조오지』는 不得已 『떼·밸레라』를 倫敦에 招請하고 講和를 提議한 바 第 1次는 英國의 提議한 愛蘭의 自治는 愛蘭을 永久的 隷屬狀態에 두는 것이라 하야 一蹴하고 第 2次는 英皇帝에의 宣誓問題 때문에 『신펜』 黨의 分裂을 招來하야 自由派만이 英愛條約을 맺고 愛蘭 自治國으로서 加奈陀型의 自治領이 되고 共和派는 입때까지의 同志 自由派를 상대로 獨立을 위한 戰鬪를 開始하얏다. 그럼으로 自由國 首相 『코린스』는 『떼·밸레라』와 獨立內閣을 組織하랴 하얏는데 여기에는 英本國이 듣지 않엇다. ＜10＞ 『코린스』도 마침내 背轉하매 『떼 . 밸레라』는 다시 內亂을 이르켜 政府軍을 攻擊하얏다. 때 마츰 『크리피스』는 戰死하고 『코린스』는 共和軍에 阻擊되어 死하얏으므로 自由國의 前途는 漠然하든 바 『코스그레이브』가 大統領이 됨에 이르러 戒嚴令을 布하얏스므로 『떼·밸레라』는 一浪人으로서 全國을 放浪하게 되엇다.

3. 愛蘭 自由國의 10年間
愛蘭 自由國은 憲法上으로 加奈陀, 濠洲聯邦, 新西蘭, 南阿聯邦과 같은 一議會及 對應한 行政機關을 가진 英帝國의 自治領이다. 그러므로 大부릿텐 國王은 愛蘭國王을 兼하지 않고 愛蘭總督은 英國皇帝의 代表者다. 따라 愛蘭總督은 愛蘭會議의 決議를 裁可치 않을 權限을 가지지 못하얏다. 오즉 制限을 받는 것은 英愛條約에 의하야 財政上 英國公債를 償還하고 戰時 費를 負擔하고, 外交上 英國에 危害를 加할만한 外交使節을 派遣치 못하며 國防上 英國의 兵力과 人口와의 比例보다 크지 못할 것과 英國 海陸軍에게 便宜를 提供할 것이다. 이리하야 愛蘭은 거이 獨立國家로서 愛蘭國旗를 가지고 加奈陀에 大使를 派遣하얏거니와 愛蘭 自由國의 成立 以後 그 國民的 발전은 실로 놀라울만치 되엇다. 첫재 國家財政으로부터 보면 英國政府로부터 事務를 引繼받든 1922年度의 歲入은 27,863,000여磅 그 翌年인 1923年度의 歲入은 31,414,000여磅이엇섯는데 10年 후인 1930年度에는 24,223,000磅로 減하얏으므로 그만치 人民負擔이 輕減된 것을 示한 것이요 歲出項目 중 敎育 18.0% 養老年金 11.0% 年金 807% 國防 8.6% 農業 7.6%가 그 首位이엇으니 敎育과 社會事業에 主重하는 것을 示한 것이라 않을 수 없다. 둘재 經濟方面을 보면 從來 英國은 愛蘭의 殖民政策은 苛酷하야 都市는 農村으로 農村은 廢墟로 荒廢하야 1841-1926年의 100年間에 約 半數가 減少하엿던 바 愛蘭 新政府는 愛蘭에 공장을 保護하고 農業을 獎勵하야 10年間에 120의 공장이 新設되고 1931年 10月 1日로서 小作人은 전부 自作農化하야 人口가 定住하게 되엿다. 敎育은 小學의 義務制가 實施되어＜11＞ 村村이 普及되고 특히 大學, 中學에는 農業科가 特設되어 政府로부터 莫大한 補助를 주엇으므로 農業國 愛蘭에 相應한 敎育이 발달하얏다. 기타 司法, 行政 警察의 諸方面에 多大한 改革이 加하야 人民의 自由가 擴張된 것은 이에 贅言을 不要할 바다.

4. 愛蘭 共和黨의 勝利
그러나 愛蘭 自由國이 自治領인 이상 不滿이 잇을 것은 定한 理致다. 愛蘭 自由國은 그 大然의 領域인 北部 『얼스터』 州를 大부릿렌合衆國으로 編入시켯고 그 『켈드』 族이 아닌 英國皇帝에게 忠誠을 宣誓치 아니치 못하며 外交, 國防上 英國의 忖度을 받지 아니치 못한다. 그리하야 1922年 英愛條約 締結 當時 『코스그레이브』 派(自由黨)와 소매를 나눈 『떼·밸레라』 派(共和黨)는 不羈不絆의 獨立을 主張해 왓스니 혹은 大軍을 이끌고 公然한 戰鬪行爲로 혹은 暗然한 奇襲으로 政府를 괴롭게 하기 1-2次가 아니엇섯다. 그러나 政權을 잡은 自由黨은 혹은 戒嚴令을 發布하야 共和軍을 討伐키도 하고 保安法을 制定하야 政府 反對行爲을 罰하기도 햇슴으로 그 『떼·밸레라』도 마침내 武力戰을 斷念하고 議會에 나와 英國皇帝에 宣誓를 하고서라도 議員을 多數 끌어 뫃아 後日의 成就를 期햇섯다. 때 마츰 今年 2月은 愛蘭 自由國의 總選擧期 임으로 『떼·밸레라』는 최근 政府의 政治的 强壓이 심하고 不景氣對策이 粗漏함을 틈타서 自由黨의 政綱인 英國과의 特惠關稅를 政綱에 내걸고 奮鬪한 결과 約 15票의 差로 勝利를 博햇다.

5. 英愛關係의 將來
愛蘭 共和黨의 勝利의 결과 『떼·밸레라』는 1916年의 『떠불린』 慘劇 以後 16年만에 처음으로 그 宿願을 達햇다. 그러나 현재의 愛蘭 大統領의 地位는 그가 抱懷하고 잇든 愛蘭 共和國의 大統領의 그것이 아니다. 그는 英帝國의 一自治領 首相임에 不過하다. 그럼으로 그는 그 從來의 抱懷한 政策을 實現하기 위해서라든지 自由黨과의 色彩의 다른 것을 示하기 위해서라든지 그는 一般 英本國에 反逆的 행동을 行하지 않을 수 없엇다. 더욱 昨今의 英本國은 財政難 經濟難에 허덕이고 잇다. 그럼으로 英國에 叛旗를 들기에는 가장 好機會다. 그리하야 英皇帝에의 忠誠의 拒絶 自作農 創定을 위하야 借入한 英國債務의 償還拒絶, 北部 愛蘭의 合倂, 總督府의 廢止를 聲明하게 된 것이다. 그러나 『토마스』씨의 聲明과 같이 英國은 愛蘭 憲法의 改正을 愛蘭의 一方的 意思에 의하야 可能할 것으로 믿지 않는다. 英國이 愛蘭을 領有한 意義가 經濟關係보다도 오히려 軍事的 關係인 것은 自他가 共認하는 바다. 하물며 英國 移民의 子孫만이 많이 住居하는 北愛蘭을 愛蘭 自由國에 編入시키는 것은 그 移民들이 반대할 일일 것이다. 일즉 『맑스』는 愛蘭을 英國의 政治的 植民地라 불럿고 『레닌』은 문제가 分離 후 다시 聯邦으로 될 지라도 愛蘭은 英國서 一旦 分離해야 한다고 하얏거니와 資本主義 社會에서나 社會主義 社會에서 英愛가 완전히 分離할 수 없는 것은 그 地理上, 政治上, 經濟上 관계가 明示하는 바다. 愛蘭 共和黨政府는 英本國과 文書戰을 계속할 것이다. 그러다가 혹시 武力的 衝突을 이르킬 지도 모른다. 그러나 共和黨을 支持하는 愛蘭 將來의 愛國的 社會主義團體나 勞働黨이나 獨立黨이나 이것을 支持할 지언정 그 反對 黨인 親英黨 自由黨은 반대할지니 英國의 愛蘭 不放棄策도 相俟하야 絶對獨立은 可望이 적을 것이다. 年賦償還金의 停止로나 妥協될가. (4月 4日 稿了)＜12＞
＜9-12＞
