잡지명	개벽 제53호
발행일	1924년 11월 01일
기사제목	慶尙道行, 나의 秋收 (Journey to Gyeongsang Province, My Harvest)
필자	石溪
기사형태	기행문 (Travelogue)

慶尙道行, 나의 秋收
						石溪

Land of a Thousand-Ri Darkness
While those who own land harvest their rent in autumn, I, having none, decided to undertake a mental harvest instead and boarded the 10 p.m. train from Yongsan bound for Pusan on the night of October 3rd, when there was no moon and raindrops were splattering down. It wasn't that there were no fellow passengers, but there was no one worth talking to. It was like traveling a thousand ri alone. Inside the train car, a few electric lights hung dimly, but outside the window was a completely dark land. Leaning against the seat back, like a Buddhist monk chanting, I closed my eyes tightly and contemplated something unseen for a while, then drifted off peacefully. Even when asleep, the shouts of station workers with booming voices yelling "OO Station, OO Station" would jolt me awake. Peeking outside, I'd see kerosene lamps standing tall here and there, flickering bluish-black like goblin fires (독가비불). As soon as the train wheels turned, the goblin fires would retreat, and the dark land would approach again. Traveling like this, sometimes asleep, sometimes awake, unaware of the passage of time, we eventually passed 46 stations and arrived in Pusan. The land of darkness that had accompanied me for a thousand ri was gone, replaced by a bright world.

To Pusan and Tongnae
Upon disembarking in Pusan, I sought out Mr. Im T'ae-gil of the Kaebyŏk Branch Office. We discussed the actual state of affairs regarding related matters and promised new plans.
Mr. Im seemed busy with various public and private matters, having not a moment to spare, but on this day, he set aside all his pressing business for my sake and suggested we go to Tongnae Hot Springs. Like a novice monk hearing the scriptures, I readily agreed and followed him. A 30-ri tram ride from Pusan brought us directly to the Tongnae hot spring resort. Thanks to the hot springs, it had become a splendid town. The sound of automobiles was incessant, and people holding silk umbrellas filled the streets. At the resort, about ten large buildings with glittering signs like "Such-and-such Inn," "Such-and-such Hotel" stood in rows. Inside these buildings were bathing facilities (men's bath, women's bath, family bath), rental rooms, restaurants, and other amenities. Following Mr. Im, I entered the Tongnae Hotel. The proprietress greeted us. The bathtub was made of artificial marble, appearing clean, and indeed the water was pristine. Fresh water flowed in through a rubber pipe on one side, while cloudy water flowed out through an outlet (흠) on the other, constantly undergoing metabolism (新陳代謝), always remaining clear without a speck of dirt. According to Mr. Im, all ten or so bathing establishments draw water from the same source, so those closer to the source have higher temperatures, and those farther away have lower temperatures; this particular bath was situated appropriately in the middle, neither too cold nor too hot. It seemed logical. After bathing, we went to the dining hall, had tea, snacks, and rice for lunch, and then returned.
That night, following Mr. No Chin-hyŏn of the Kaebyŏk Branch Office, I went to see a music and opera performance held at a certain church. Being unfamiliar with music and opera, it was truly like a blind man looking at colorful paintings (盲人丹靑). I couldn't distinguish what was what, but I couldn't tell if it was absolutely necessary for the mixed choir to sing Christian hymns or for kindergarten children to sing the butterfly song in Japanese. Furthermore, the enactment of "The Flower Selling Girl," a story published in some magazine presented as a children's play, was particularly clumsy. After a few such performances, the host requested some form of donation. When a single slip of paper reading "Anonymous Association (無名會), One Envelope of Gold" was presented and posted, the audience began to slip out one by one through the back door like loaches escaping a fish trap. The meeting thus dispersed rather anticlimactically. I wondered if the audience consisted entirely of proletarians worse off than the Anonymous Association, but later learned that among them were some of Pusan's top plutocrats. That tells you something about the plutocrats of Pusan.

Northward and then Eastward
On the 5th, I went to Masan and met Mr. Yi Hyŏng-jae, the branch manager of the Tong-A Ilbo, and Mr. Yi Ŭn-sang of Ch'angsin School, hearing various beneficial stories.
The next day, following Mr. Yi Ŭn-sang, I visited Ch'angsin School and heard about the new construction to completely renovate both the elementary and secondary school buildings. I was greatly impressed. Who wouldn't be impressed by the raising of a large sum of money from private citizens to construct a large school building in these times of financial hardship? After visiting Ch'angsin School, I briefly toured the coast and departed immediately.
On the night of the 7th, I arrived in Taegu by train. Starting the next morning, I visited Sin'gu Bookstore, Muyŏngdang, Yumundang, and other related individuals, engaging in friendly conversation and asking for future cooperation. At night, I met Mr. Hong Chu-il and obtained research materials. Thus, my business in Taegu was concluded.
On the night of the 8th, heading east through Kyŏngju, I arrived in Kyŏngju. The next morning, I visited Mr. Son Su-mun, the branch manager of the Sidae Ilbo, explained the purpose of my visit, talked for a while, and promised to meet again later. Then, I went directly to Sungdŏk Hall, looked around the stele pavilion, sacred hall, and five tombs of the founding king of Silla, and immediately departed for P'ohang.
Upon arriving in P'ohang on the 9th, I visited Messrs. Kim Hwa-sŏp and Chŏng Hak-sŏn. As a result of various discussions about the cultural movement in P'ohang, I came to believe that considerable results would be achieved in the near future.

A Japanese Restaurant in front of Pulguksa Temple
On the 12th, I returned to Kyŏngju. Taking advantage of the next day being a holiday, I visited Pulguksa Temple and Sŏkkuram Grotto.
I sought out the head monk to hear the story of Pulguksa, but he had gone to the market. It was said there were no other monks. A temple attendant, who seemed like a novice monk having arrived just last month, told the story as he knew it: "Long ago, in Moryang Village (牟梁里) of this district, there was a son of a poor woman<60> named Tae-sŏng, who died young. On the day Tae-sŏng died, a mysterious spirit suddenly cried out from the air at the house of the then-chancellor Kim Mun-yang, saying, 'Tae-sŏng of Moryang Village is now being born into your house.' Indeed, Mun-yang's wife showed signs of pregnancy from that month and gave birth to a jade-like boy after ten months. For seven days, he kept his left hand tightly clenched. When they opened it, they found the characters 'Tae-sŏng' (大城) engraved on a golden slip (金簡), so they named him Tae-sŏng. When Tae-sŏng grew up, he supported his previous life's poor mother just as he did his current mother. He also established this temple and invited the monk P'yohun to pray for the longevity of both mothers." Changing the subject, he spoke of the wonders of the Tabo Pagoda (多寶塔) and Sŏkka Pagoda (無影塔 - Shadowless Pagoda) in front of the Taeungjŏn Hall. He claimed that if you go to Yŏngji Pond (影池), 5 ri away, the Sŏkka Pagoda, which we can see, casts no shadow in the water, while the Tabo Pagoda, which we cannot see well (or is hidden?), casts a shadow in the water. He even urged me to go test it myself if I didn't believe him. He also boasted about the value of the ancient stone structures, saying a certain Japanese doctor had appraised six long stones (長石), four flagpole supports (幢柱), and one stone lion (石獅子), each worth as much as ten thousand won. Listening to the monk's myth-like stories for a while, it was already lunchtime. Those with some money took kisaengs to the Pulguksa Inn and ate Japanese cuisine to their heart's content. I, like a commoner joining a feast on his designated day, pretended to eat lunch at a small Korean restaurant.
After lunch, I went to Sŏkkuram Grotto, saw the famous stone statue of the Sakyamuni Buddha inside the grotto and the various Buddha images carved in bas-relief (半肉彫) on the upper and lower levels of the surrounding stone walls, tasted the clear spring water emerging from the stone layers outside the grotto, and immediately turned back.
On the 13th, I met Mr. Son Su-mun, the branch manager of the Sidae Ilbo, discussed the unresolved matters from the previous day, and together with Mr. Son Sŭng-jo, visited the Kyŏngju Historic Relics Exhibition Hall. I glanced at the stone coffin, gold crown, Pongdŏksa Temple Bell, and various other ancient artifacts. Then, with Mr. Son Hwan-ju, I quickly passed through Ch'ŏmsŏngdae Observatory, Sŏkpinggo Ice House, Sungsindang Shrine, Sung'hyedang Shrine, and Kyerim Forest in a cursory manner (走馬看山).

People with No Land to be Buried In, Even After Death
On the 14th, while talking with Mr. Chu Nam-jin, the branch manager of the Sidae Ilbo in Kimch'ŏn, I heard shocking news. Behind the Public Common School, the body of a Korean woman in her twenties, tightly bound with both hands and wrapped in a straw mat, had been found buried, causing quite a commotion. Hearing this, I immediately rushed to the scene. The body had already been taken to the public cemetery, I was told. So, I went to the local police station and inquired. The response from the station was as follows:
"Are you going to publish this incident in the newspaper? The body was discovered around 9 a.m. today when students playing in the vegetable garden behind the school saw dogs tearing at a human corpse and reported it to the police station. We went there with a doctor and examined the body. It seems about a month has passed since death, and there are no signs of external trauma, so it doesn't appear to be a homicide. It seems likely she died of illness, and due to extreme poverty, the family couldn't afford funeral expenses<61> and did such a thing. However, that person is a violator of cemetery regulations, so we are currently searching for them."
How sad. People are all the same, yet some occupy vast plots of good land even after death, while others have no land to be buried in, not even the few won needed to wrap a body in a straw mat and bury it. When will such an unreasonable system disappear?

The Problem of So-Called Knowing People
If you ask what my gain from this trip was, there's nothing specific to show, but I did grasp the reason why cultural enterprises in Southern Korea (南鮮) are not developing smoothly. It's because of the so-called knowing people. These knowing people are the yangban among the middle class, those with a bit of money. Flattering others is their way of life; living off others is their talent. Thanks to having some money, they might finish middle school and perhaps study in Tokyo. Then they invariably claim that Japanese newspapers and magazines have much to read and are cheap, while Korean newspapers and magazines have little to read and are expensive. And for appearances, they pay in advance for Japanese newspapers and magazines, but for Korean ones, which they read merely for show, they don't even pay later. Take someone like Yun Sang-hyŏk of a certain township in Yŏnghae County; he's a graduate of OO High School, chairman of the local youth association, and one of the so-called knowing people. He subscribed to the Chosŏn Ilbo, but from the very first month for thirty-eight months, his unpaid bill for the 95-chŏn newspaper accumulated to 36 wŏn without paying a single penny. Only after facing a payment order did he manage to scrape together the money from his comrades, it is said. Such people are not just one or two. They are said to be everywhere. Because there are so many of these so-called knowing people, newspapers and magazines run by Koreans, regardless of which one, fail to develop. On the other hand, those related to Japanese management, like the Pusan Ilbo, Chosŏn Sibo, and Chosŏn Minbo, are said to be developing day by day. If this situation continues, what will become of the future of these knowing people, and what will become of the future of Southern Korea? While worrying for Southern Korea, I hope for their self-reflection.

**Summary**

The author, Sŏk'ye, recounts his ten-day journey through Kyŏngsang Province (South Kyŏngsang and North Kyŏngsang) in October 1924. Traveling initially alone by train from Yongsan to Pusan, he meets contacts associated with the Kaebyŏk magazine and other newspapers, visits cultural sites like Tongnae Hot Springs, Pulguksa Temple, Sŏkkuram Grotto, and historical relics in Kyŏngju. He observes local cultural events, notes the development of educational institutions like Ch'angsin School, and reflects on social issues, particularly the stark poverty highlighted by the discovery of an improperly buried woman in Kimch'ŏn. The author concludes by lamenting the attitude of the Korean elite ("knowing people") who disdain Korean publications while favoring Japanese ones, hindering the development of Korean cultural enterprises. Historians might find the article valuable for its firsthand account of travel conditions, cultural activities (including Japanese influence), social stratification and poverty, the state of Korean media and cultural movements, and critical commentary on the Korean intelligentsia during the colonial period.

**Named Entities**

慶尙道	경상도	Kyŏngsang-do
鄭學先 兩君을 歷訪하야 浦項의 문화운동에 대하야 종종 협의한 결과 머지 아니한 장래에 상당한 成績이 잇슬 것을 밋게 되엿다.

佛國寺 압헤 日料理店
십이일 다시 慶州에 왓다. 그 이튼날이 마츰 휴일됨을 기회로 하야 불국사 석국암을 구경하얏다.
불국사의 이악이를 좀 들어보랴고 주지를 차즈니 주지는 시장에 갓다. 다른 僧徒는 하나도 업다 한다. 月前에 새로 왓다는 불목한이 가튼 중이 저 아는대로 이악이를 하는데 녜전에 이 골 牟梁里에 어떤 貧女의 아들＜60＞大城이가 일즉이 죽엇습니다. 大城이 죽던 날 그때 재상 金文亮의 집에 난대업는 귀신이 공중에서 웨치기를 牟亮里 大城이 지금 너의 집에 태인다 하더니 文亮의 처가 과연 그 달부터 태기가 잇서 十朔만에 一個 玉童을 나핫는데 칠일이 되도록 左手를 꼭 쥐고 잇는 고로 펴고 보니 金簡에「大城」二字가 색이여 잇슴으로 인해 大城이라고 이름을 지엇담니다. 大城이가 장성하야 前생모 貧女를 봉양하기를 現생모와 가티 하고 또 이 寺刹을 이룩하고 僧表訓을 청하야 二母를 위하야 祝壽하얏다 하고 다시 화두를 고처 대웅전 압헤 多實塔과 無影塔의 神奇를 말한다. 5리밧 影池에 가서 보면 우리 눈에 보이는 無影塔은 물속에 그림자가 업고 우리 눈에 보이지 안는 多實塔은 물속에 그림자가 잇다고 못 미덥거던 실지 試驗으로 가 보라고 까지 말하고 또 고대 석조물의 가치를 어떤 일본 박사가 감정하엿는데 長石六個 幢柱四個 石獅子一個 그것들은 한 개에 만원씩이나 된다고 風을 친다. 나는 신화가튼 그 중의 이악이를 한참 듯다 보니 벌서 점심때가 되엿다. 돈푼이나 가진 자들은 기생 더리고 불국사 여관에 가서 일본요리를 제마음대로 먹는다. 나는 집석이 제날 좃타고 족으마한 조선 음식점에 가서 점심을 먹는체 햇다.
점심 뒤에 石窟庵에 가서 굴내에 잇는 유명한 釋迦本尊의 石像과 주위 석벽에 半肉彫로써 刻한 상하층의 여러 불상을 보고 窟外 石層에서 나오는 맑은 샘물을 맛보고 곳 돌아섯다.
십삼일 時代日報 支局長 孫秀文氏를 맛나 前日의 未盡조건을 다시 이악이하고 孫承祖씨와 가티 慶州古蹟진열관에 가서 石棺, 金冠, 奉德寺鍾외 여러 가지 고대 미술품을 一瞥하고 그 길로 孫煥柱氏와 가티 瞻星臺, 石氷庫, 崇信殿, 崇惠殿, 鷄林 등을 走馬看山 격으로 얼는 얼는 것처 왓다.

죽어도 무칠 땅이 업는 사람
십사일 金泉서 時代日報 支局長의 周南秦氏와 이악이 하는 중에 놀라운 소문이 들린다. 公立普校 뒤에서 두 손을 꼭 묵거서 거적에 싸서 무든 이십여세의 조선여자시체를 발견해 가지고 사람들이 야단이라 한다. 그 말을 드른 나는 곳 현장에 달려 갓다. 사체는 벌서 공동묘지로 갓다 한다. 그래서 當地 경찰서에 가서 물어본 즉 當署의 대답은 이러하다.
그 사실을 신문에 내시럄니까. 그 사체를 발견하기는 오늘 上午 아홉시 경인데 生徒들이 그 학교 뒤 菜田에서 놀다가 개(拘)들이 사람의 시체들 뜻는 것을 보고 경찰서에 고발하엿습니다. 그래서 의사를 다리고 가서 檢尸한 결과 죽은 지 약 일개월 가량이요, 외부에 아모 타박상의 흔적이 업스매 피살은 아닌 것 갓고 아마 病死한 것을 極貧한 가세로 葬費가 업서＜61＞그런 짓을 한 듯 하오, 그러나 그 자는 묘지규칙위반자인 고로 지금 수색중이오 한다.
슬프다. 사람은 마챤가지언마는 어떤 사람은 죽어도 조흔 땅을 廣占하는대 어떤 사람은 죽어도 무들 땅이 업고 또 거적으로 싸서 무들만한 돈 몃 원까지도 업단 말인가. 이러한 불합리한 제도가 어느 날이나 업서질가.

問題의 안다는 사람들
이번 소득이 무엇이냐 하면 이러라고 내놀 것은 업스나 南鮮의 문화사업이 順調로 발전치 못하는 원인은 알아 어덧다. 소위 안다는 사람 때문에 안된다. 그 안다는 사람은 中에서 양반이요, 또 돈냥이나 잇는 사람들이다. 남에게 아첨하는 것이 그들의 행세요, 남의 것을 먹고 지내는 것이 그들의 재조다. 그들이 돈냥이나 잇는 덕에 中等學校나 마치고 東京에나 다녀오면 言必稱 日本의 신문잡지는 볼 것이 만코 갑이 싼데 朝鮮의 신문잡지는 볼 것이 업고 갑이 빗싸다 한다. 그리고 행세거리로 일본의 신문잡지는 선금내고 보고 체면으로 보는 朝鮮의 신문잡지는 後金도 안낸다. 盈海郡某面의 尹相赫 가튼 이는 OO고등학교 출신이요, 當地 청년회장이요, 其中에 안다는 사람으로서 朝鮮日報를 보던 첫 달부터 삼십팔개월이 되도록 九十五錢자리 신문대금이 三十六圓이 되도록 한푼도 내지 안타가 나종에 지불명령을 당하고야 자기 동지들에게서 그 돈을 변통해 냇다 한다. 그런 사람이 하나 둘이 아니다. 업는대가 업다 한다. 그 따위 안다는 사람들이 만흔 때문에 朝鮮人의 경영하는 신문잡지는 어느 것을 물론하고 발전이 되지 못하고 그 반면에 日人경영에 係한 釜山日報 朝鮮時報 朝鮮民報 등은 날로 발전이 된다 한다. 이 현상이 이대로 나간다 하면 안다는 그 사람들의 장래는 어찌 되며 또는 南鮮의 장래는 어찌될가. 나는 南鮮을 위하야 걱정하는 동시에 그들의 반성함을 바란다.
