잡지명	개벽 제53호
발행일	1924년 11월 01일
기사제목	世界文壇의 二大損失 (Two Great Losses in the World Literary Scene)
필자	K·K 生
기사형태	문예평론 (Literary Criticism)

Two Great Losses in the World Literary Scene
						K·K Saeng

I. Regarding Anatole France

A certain person in Japan, speaking of Anatole France's socialist tendencies, declared them to be far more aristocratic, closer to the Encyclopedists who pioneered the French Revolution, rather than modern. However, France himself, during his lifetime, spoke of Napoleon, whom the French people respect immensely, saying, "Napoleon was an extremely simple man who spent his whole life indulging in the same fighting instincts he had as a child — *The Red Lily*." Or consider remarks like, "The colored races will remember the white race only through the memory of its crimes," or "The conscription system is a system that systematically trains for murder," or "Industrial struggles will always draw France into the vortex of a Great European War or a Great World War," or "We sing the praises of scientific development. But it is precisely the development of science that makes capitalism impossible," or his prediction that "The era of the victory of the international proletariat, the collapse of capitalism, and the rule of socialism is coming." Seeing these things, it seems to me that Anatole France's socialist tendency was indeed not aristocratic.

Anatole France did not believe that the victory of socialism would be completed in 5 or 10 years. Even if it were, he said it wouldn't mean the realization of a perfect world; rather, it would take at least 2 or 3 centuries for just the important parts of a socialist society to take shape. He also fairly recognized the achievements of capitalism in the history of civilization. The increase in productive forces, technological progress, the promotion of a world-state, etc., are contributions of capitalism. He argued that the decisive factor in social revolution lies in technological revolution (this point holds great interest). Nevertheless, he was an ardent advocate of class struggle. <119> Looking at this point too, his thought is one of social evolutionism and revolutionism. In past years, he had joined the French Communist Party and the Russian Communist Party. He also helped Henri Barbusse, participated in the "Clarté" movement, participated in the Third International, endeavored to establish the People's University of Paris, went to Rio de Janeiro as an exchange professor, and issued a declaration opposing Poincaré's occupation of the Ruhr. The phrase "growing stronger with age" (老而益壯) was heard during his lifetime.

A reliable person in Japan, evaluating France, said, "Anatole France stood at the pinnacle of the intellectual tendency (containing quite many elements of the 'intellectuel') and his writing style, in the sense of returning to ancient Greek civilization from the darkness of the Middle Ages, makes him a naturalist writer; if the spirit of Romanticism lies in lyricism, the final drop after removing all defects, then in some sense, he is also a Romantic writer. His writing always had the scent of faint powder, a light makeup even amidst naturalness. There is a consistent casual chat—causerie—in his poetry, fiction, and criticism. To conclude finally, France was already an old man when he was born, and today, now that he is dead, he is as young as an ancient." I think this is an insightful critique.

His debut work was the novel *The Crime of Sylvestre Bonnard*; his masterpiece is *The Gods Are Athirst* (Les Dieux ont soif); his collection of essays is *The Garden of Epicurus* (Le Jardin d'Épicure); another masterpiece is *At the Sign of the Reine Pédauque* (La Rôtisserie de la Reine Pédauque); his poetry collection is *Les Poèmes dorés* (The Golden Poems), etc. His historical works include *Penguin Island* (L'Île des Pingouins), *The Life of Joan of Arc* (Vie de Jeanne d'Arc), etc. With his vast knowledge, fluent writing, sharp wisdom, profound insight, and sensitive passion, he has vanished forever from the world literary scene. On October 12, 1924, at 11:30 PM, he drew his last breath. He was 81 years old. <120>

II. Regarding Valery Bryusov

In the same month of October, Russia's poetic sage Valery Bryusov passed away. Unlike most other writers who went into exile abroad after the revolution, he remained in Russia and, like Maxim Gorky, participated in the cultural movement of the Soviet Government, making no small contribution. According to reports, he initially held the position of Director of the Soviet Government's Literary Arts Bureau, planning initiatives, and was recently appointed professor at Moscow University and president of the University of Literature and Arts, besides exerting himself for numerous other literary schools.

According to his autobiography, he began writing poetry with clear consciousness from the age of 13. He stated that upon first encountering the poetry of Verlaine and Baudelaire in 1890, a new world unfolded before him. He also mentioned that his poetry from 1894 onwards bears the great impression received from these poets, and that those who subsequently exerted a great influence on him were Chekhov and Konevskoi, and that his friendship with Balmont evokes his most precious memories.

He stated, "What true modern poetry is, is poetry that expresses the new things we live through today," thoroughly denouncing the act of putting new things into old vessels. And regarding proletarian poets, he said, "The essence of the proletarian poet should be sought in the tendency to express the new experiences gained through revolution and the new organization of life."

According to a certain Japanese source, the great stimulus he threw into the recent poetry scene lies in his attempt at a scientific study of traditional poetry, going where previous critics could not, researching things like the rhythm, accent, tone, and color of words, and insisting that future poetry must be scientific. As a result, writers and critics centered around him started the magazine "Oboz." His works include poetry, criticism, novels, etc., such as *Theory of Art*, *Count A. Tolstoy*, *Streets and Crossroads*, *The Earth's Axis*, *The Fiery Angel*, and his recent poetry collection *Dali*. Unfortunately, as I do not know Russian, I have no choice but to savor his poems through translation. Born in 1873 and died in October 1924, by East Asian age reckoning <121> he passed away at the age of 51. Below, I will introduce one of his poems.

To Mother Earth
Earth, O my mother, help me!
With your silence, create my partner.
Your dark clods of earth
soften beneath my hoe's scraping and striking.

Good mother, this is the partner we fully saw,
the partner fully seen.
Leave this body in the lumpy ash,
we shall find the ring (指環) we gathered.

Grant me a happy marriage,
I shall offer an oath to your demands.
When you marry the quiet wind,
the morning dew comes near, the dawn comes near.

With eyes weakened, withered by fever,
leave this body to find the wedding ring.
Then I will kiss your shadowed lips,
and kneel upon your face. <122>

If I am driven far from you, mother,
to where there is asphalt or granite,
to a field recently carved out,
to a place soft for lying down.

This body, your son, is also ash fragments,
I grow up to sing with you,
Then from where, what, trembling, loving,
dreaming, do I come into the bosom of the fearsome night?
Spring emerges from the sky-colored rain,
The coming and going wind gathers and carries all sounds.
Sweet maiden, where do you hide your body?
On this day now, with no hope and no pain—.

Help me, weary me, O mother,
By striking your breast against the "new."
Otherwise, I think, my prayer
will make you acknowledge the grave.
From "Anthologie des Poetes Russie" — <123>
<119-123>

**Summary**

This article by "K.K. Saeng" commemorates the deaths of two major literary figures in October 1924: Anatole France and Valery Bryusov. It discusses France's socialist leanings, challenging the view that they were merely aristocratic, citing his criticisms of Napoleon, colonialism, war, and capitalism, and his involvement with communist parties and movements. It lists his major works. The article then turns to Bryusov, noting his decision to remain in Soviet Russia, his contributions to its cultural movement, his views on modern and proletarian poetry, and his focus on the scientific study of poetics. A translation of Bryusov's poem "To Mother Earth" is included.

From the perspective of Korean colonial history, the article is interesting for its engagement with major international literary figures, particularly those associated with socialism and revolution (France, Bryusov, Gorky, the Soviet government). The discussion of class struggle, technological revolution, proletarian art, and the critique of capitalism reflects the intellectual currents preoccupying Korean intellectuals under Japanese rule. The author's familiarity with international debates and figures (even citing Japanese critics) shows the desire to connect with global trends despite colonial constraints.

**Named Entities**

아나톨·프랑스	아나톨 프랑스	Anatole France
아나톨·프랑스는 社會主義의 勝利를 5年이나 10年동안에 完成되리라고 밋지 아니하엿다. 설영 된다고 하야도 完全한 世界가 實現된다는 것이 아니라 아모럿튼지 2, 3世紀동안은 지내가야 겨우 社會主義社會의 重要한 部分이 이루어질 뿐이다고 한다. 그는 또한 文明史上의 資本主義의 公果를 公平하게 認定한다. 生産力의 增加 技術의 進步 世界國家의 促進 等은 資本主義의 貢獻이다. 그는 社會革命의 決定的要素는 技術革命에 잇다고 主張한다.(이곳에 多大한 興味가 잇다.) 그러하지마는 그는 熱烈한 階級鬪爭의 主張者다. 이러한＜119＞ 點으로 보아도 그의 思想은 社會進化主義요 革命主義다. 往年에 그는 佛蘭西共産黨과 露西亞共産黨에 入黨한 일이 잇섯다. 그리고 또 안티·빠르쀼스를 도아서, 『클라르테』 運動에 參加한 일도 잇고 第3 인터내손날에도 參加하엿섯고 巴里平民大學設立에 努力하엿고 「리오·데·짜-니로」에로 交換敎授로 다닌 일도 잇섯고 포앙카레의 「루-르」 占領에 反對하야 宣言을 發表한 일도 잇섯다. 老而益壯이라는 말은 그가 生前에 듯든 말이다.
日本의 信用할 만한 사람은 프랑스를 評하야 가로되 『아나톨·프랑스는 才士(인테렉튜알의 分子를 퍽 만히 包含한―) 傾向의 絶頂에 서잇든 사람이고 그의 作風은 中紀의 暗黑에서 古代希腦의 文明으로 도라간다는 意味에 잇서서는 自然主義作家요 浪漫主義의 精神이 모든 缺點을 除去한 最後의 一適인 舒情主義에 잇다 할 것이면 엇던 意味에 잇서서 그는 亦是 浪漫主義作家이다. 그의 文章에는 언제든지 自然한 가온데에도 엷은 化粧을 한 紛내음새가 잇섯다. 그의 詩나 創作이나 詩나 批評에는 一貫한 閑談―코스리―가 잇다. 最後로 結論하여 말하면 프랑스는 出生하엿슬 때 이미 老人이엿섯고 그가 죽은 오늘날 와서는 古代人과 가티 젊다」 하엿다. 理解잇는 批評이라고 나는 생각한다.
그의 出世作은 『실베스트로·뽄나-르의 罪』라는 長篇小說이요 그의 傑作은 『레·띄유·쫀·스키프-(하나님들은 목마르다)―』이며 그의 感想文集은 『르·쨔르단·떼피큐르―(에피큐르의 동산)―』이며 또한 그의 傑作은 『라·로팃세러·뜨·라·레―』 느·페똑크―(레인느·페똑크의 鳥料理)―』 라는 것들이요 그의 詩集은 『레·포엠·또레―(黃金詩集)―』 等이다. 그의 歷史的 創作은 『리-ㄹ·떼·피꾸-낭―(펭낀島)―』 『베-·뜨·쨘느·따륵―(쨘느·따륵크의 生涯―』 等이다. 그는 該博한 智識과 流麗한 文章과 銳利한 慧智와 深遠한 洞察力과 敏感한 팟사온을 가지고서 世界의 文壇에서 永久히 사라젓다. 1924年 10月 12日 午後 11時30分에 그는 最後의 呼吸을 끈엇다. 享年이 81歲.＜120＞

二, 발레레·쁘류-쏘프에 對하야.
똑가튼 10月에 露西亞의 詩聖 발레레·쁘류-쏘프는 도라갓다. 그는 革命後에도 다른 作家들은 대개 外國으로 亡命하엿스나 그대로 露西亞에 눌러 잇서서 막씸·꼬르키와 가티 쏘비엣트 政府의 文化運動에 參加하야 貢獻함이 적지 아니 하얏섯다. 傳하는 바에 依하면 그는 쳐음에도 쏘비에트 政府文藝局長의 地位에 잇서서 劃策하다가 最近에 이르러서는 모스코-大學의 敎授兼文藝大學學長으로 被任되엿섯고 其他 數만흔 文學者의 學校를 爲해서 盡力하엿다 한다.
그의 自叙傳에 依하면 13歲때부터 明曢히 意識하여가면서 詩를 지엿섯다 한다. 1890年에 처음으로 뻬르레인과 뽀드레-트의 詩를 알고서는 자긔의 압헤 새로 世界가 展開되엿섯다고 말한다. 또 1894年부터는 자긔 짓는 詩에는 이 사람들에게서 어든 큰 印象이 잇다고 하며 그 後로 자긔에게 多大한 影響을 끼처준 가람은 쳬호프-와 코네푸스코이이며 또한 빠리몬트와의 親交는 自己에게 가장 尊貴한 追憶을 이르키는 것이라고 말하엿다.
그는 『眞實의 現代詩는 엇더한 것이냐 하면 우리들이 오늘날 살아나아가는 새로운 것을 表現하는 詩를 가라처서 말하는 것이라』 고 말하야 새 물건을 헌 그릇에 담는다는 것을 徹底히 非難하얏다. 그리고 프로레타리아 詩人에 對해서 『프로레타리아 詩人의 本質은 革命과 生活의 新組織에 依하야 바든 새로운 體驗을 表現하는 傾向에서 求할 것이라.』 고 말하엿다
日本某氏에 依하면 그가 最近의 詩壇에 던진 큰 剌戟은 從來의 詩歌에 對한 科學的 硏究를 試驗하야 從來의 評論家들이 못드러 간 곳까지 드러가서 말의 리즘이며 액샌트며 토인이며 칼라-가튼 것을 硏究하야써 將來의 詩歌는 科學的이 아니면 안된다고 主張한 點에 잇다한다. 그리하야 그 結果로 文學者와 批評家들이 中心이 되야서 雜誌 『오보야-즈』 라는 것을 詩作하엿다 한다. 그의 詩作과 評論 小說 等에도 『藝術論』 『아·톨스토이 伯』 『街路와 十字架』 『地軸』 『불의 天使』 와 最近의 詩集 『따-리』 가 잇다 한다. 不幸히 나는 露語를 몰음으로 譯文으로나 그의 詩를 읇조리는 外에 道理가 업다. 1873年에 나서 1924年 10月에 죽어스닛가 東洋語로＜121＞ 計算하면 51歲에 도라간 세음이다. 아래에 그의 詩를 하나 紹介하겟다.

地球의 어마니에게
地球 오-나의 어머니 나를 도아 주서요!
당신의 沈黙으로 이 몸의 짝을 만드리주서요.
당신의 식커만 흙뎡어리가 나의 호미의
글그며 때리는 그 아레에서 보드러워짐니다.

착하신 어머니 이것은 우리가 온전히 본 것,
온전히 본 짝이로소이다.
덩어리진 재ㅅ 속에 이 몸을 내버려두서요,
우리가 모흔 반지(指環)를 찻겟나이다.

幸福한 結婚을 내게 許諾하소서,
당신의 要求에 盟誓를 드리겟나이다.
당신이 고요한 바람에게로 싀집가실 때,
아츰의 이슬이 갓가히 오고 새벽이 갓가히 옴니다.

熱病에 시드른 衰弱한 눈으로,
結婚의 반지를 찻게 이 몸을 버러두소셔.
그 때에 저는 그늘진 당신의 입살에 입을 맛추고,
당신의 얼골 우에 무릅을 꿀켓나이다.＜122＞,

당신으로부터 멸니 내가 쫏기어 가면 어머니,
아스팔트나 花崗石잇는 곳으로,
깍꺼내인지 얼마 안되는 밧호로,
두러눕기에 부드러운 곳으로.

이 몸은 당신의 아들 재ㅅ 부스럭이도 亦是,
나는 당신과 함께 노래를 하려고 커나옴니다,
그러면 어대로부터 무엇을 내가 떨면서 사랑하면서,
꿈을 꾸면서 두려운 밤의 품안으로 오는 것이 오릿가?
한울 빗속에서 봄이 나오고,
오고가는 바람은 모든 音響을 집어 날어뇨.
달콤한 處女여 당신의 몸을 어대다 감추나?
希望도 업고 苦痛도 업는 지금 이 날에-.

나를 도아주서요 疲困한 나를 오-어머니,
「새로운 것」에게 당신의 젓통이를 부다치는 것으로.
그러치 안으면 생각건대 이몸의 祈禱가,
당신으로 하여곰 墳墓를 承認하게 하겟나이다.
“Anthologie des Poetes Russie" 에서―＜123＞
＜119-123＞
