잡지명	개벽 제2호
발행일	1920년 07월 25일
기사제목	個人主義의 略義 (Brief Meaning of Individualism)
필자	孤蝶 (Koch'ŏp)
기사형태	논설 (Editorial/Essay)

Brief Meaning of Individualism
						Koch'ŏp
One
As everyone knows, the Middle Ages in Europe were an era heavily bound by convention. Therefore, movements aiming to break through this and achieve the liberation of individuality arose one after another among the people of the time. The first wave was the Religious Reformation, the second wave was the Renaissance, the third wave was the advocacy of academic freedom such as the Age of Enlightenment and the Age of Criticism, the fourth wave was the demand for political freedom such as the American Revolutionary War and the French Revolution, and the fifth wave was the demand for economic freedom—these movements have continued unceasingly. The major trend of the past three hundred-plus years has been the freedom movement, that is, the individualistic movement in a broad sense.

The Religious Reformation was a movement seeking to return religion, which had been subjected to illiberal oppression by the medieval clergy, to the free religion of early Christianity. The Renaissance meant the study of the classics, but this too was a movement longing for the culture of Greece, filled with the spirit of freedom of old, just like religion, and seeking to revive it.

However, once this movement passed through the Middle Ages, a purely revivalist endeavor became practically impossible due to the evolution of the times. Thus, this thought naturally became stagnant and stubborn along with medieval thought, inevitably becoming centralized or fixed. Consequently, after the Religious Reformation, a second ecclesiastical authority emerged, and after the Renaissance, literature once again crystallized and settled. In response to this, the Enlightenment (a cleansing) movement arose in the 17th century, resisting this ecclesiastical authority and crystallization. That is, learning is not the monopoly of one or two individuals but should be the common property of society in general. It was necessary to enlighten the people's minds, destroy all superstitions, and subject various matters to the critique of reason. All legends and old customs were unhesitatingly demolished by a piece of reason. It reached the point where even good and beautiful customs were put on the list of criticisms. This was the Age of Enlightenment in thought. Then, becoming self-aware of this extreme bias towards intellectualism, not solely engaging in destruction but allowing customs, legends, religion, and learning to coexist, balancing intellect and emotion, reason and faith—this was what is called the Age of Criticism in philosophy.

Two
Thus, as one wave receded, ten thousand waves arrived, and the waves of freedom and liberation <91> began to surge and dominate the world of thought. Following the third wave, the fourth wave flowed in. The embankment that this fourth wave sought to breach was far stronger than that of religion, literature, or general learning—it was the impregnable fortress called political power (政權). Therefore, breaking through this was a revolutionary task belonging to quite a major event. The French Revolution and American independence were the most important events of the fourth wave. That the 18th century is called the peak era of the freedom movement, the summit of individualism, refers to this. Thus, it would be appropriate to view the individualism we discuss today primarily as something from the late 17th century through the 18th century and onwards.

Three
As mentioned earlier, individualism belongs to the early modern centuries. No, the individualistic spirit is a fact latent since antiquity, but to make this fact clear now, it is convenient to take the 18th century, when the individualistic movement was most prominent, as the main theme.

Originally, 18th-century individualism and 19th-century individualism are not identical. It is a matter of course that the individualism born from the specific social circumstances of the 18th to 19th centuries and the specific demands responding to them could not remain perfectly suitable for an era where the general social situation had changed. Therefore, for convenience, we intend to outline individualism by dividing it into three major categories.

A. Individualism in the Old Sense. What is individualism in the old sense? Its theory consists of the following three points:
1. All individuals possess equal value. Consequently, they possess equal rights.
2. Since each individual possesses equal rights, they must be given the freedom to develop their respective abilities.
3. The purpose of human life lies in seeking happiness. Society is organized to achieve this purpose. If that society has institutions that hinder the happiness of each individual, we may destroy and reform it at any time.
It lies in stating this. This intention was forcefully advocated under names such as the Theory of Natural Rights (天賦人權說) and the Social Contract Theory (社會契約論), and people of the time were captivated by it. Considering the circumstances then, if they had fully enjoyed freedom and bathed in the blessings of society and the state, even a hundred theories of natural rights or a thousand theories of social contract would have had no impact. However, in America and Europe, especially France <92>—the very home of these theories—it was truly an age of actual oppression. Therefore, they could not help but curse society, demand freedom, and cry out for equality. The result—the oppression by George III led the American people to declare independence, Patrick Henry to shout, "Give me liberty, or give me death!" and the three great slogans of the French Revolution, namely Liberty, Equality, Fraternity, being chanted repeatedly—can all be said to be the background of individualism.

Four
B. 19th-Century Individualism. Entering the 19th century, individualism decreased in its frantic attitude compared to that of the 17th and 18th centuries, but in its place, the movement gradually became more concrete. It was intensional rather than extensional. They sought the scope of individual freedom in various aspects. The causes that fostered this were generally the following four points:
1. The idea of free inquiry based on the scientific spirit, continuing from the previous era, was a movement increasingly seeking to escape the fetters of tradition and authority.
2. The idea originating from the concepts of the struggle for existence and biological evolution led people to regard even the past with contempt, further lightening the importance of customs, legends, and conventional authority.
3. Entering the 19th century, political concepts also changed. The French Revolution was the peak of the ideal of equality, but its result was rather a failure. That is, once it was realized that even if political power (正權, likely 政權) alone were equal, the inequality of the people was a fact, it became known that practical improvement of life was indispensable. Gradually, the tendency to extend the hand of freedom and liberation to social and economic aspects appeared.
4. Due to the spread of education, individual self-awareness increased, and as a result, people no longer wished to blindly follow traditional authority but wanted to apply their own judgment and criticism to everything and decide all matters based on their own will.

Thus, the vague individualism called individual freedom and liberation manifested in the form of demands for freedom in various aspects such as:
A. Freedom of thought, freedom of will, freedom of speech and publication
B. Freedom of religion
C. Freedom of association
D. Freedom of occupation (freedom of choice)

The comprehensive, impetuous political freedom of the 18th century, upon entering the 19th century, <93> changed into demands for freedom concerning various aspects of society in a concrete manner. A particularly notable change was the addition of new demands for freedom concerning the economic aspect. This became most apparent in the latter half of the 19th century in Europe due to the results of mechanical industry and large-scale enterprises—from this, a society with a great inequality called wealth emerged, leading to the observation of a wide gap between the rich and the poor. Thus, a new class called laborers appeared in society, confronting the great moneyed powers known as entrepreneurs or capitalists. At this point, the people of Europe and America, who had bravely resolved the Religious Reformation, the Renaissance, the baptism of science, and even political revolutions, upon seeing the great inequality called the disparity of wealth and the great power called money power (金權), could not help but feel as though they had repelled a tiger entering through the front gate only to let a wolf in through the back gate. This has progressed to the present day, making it impossible not to shoulder a further burdensome task for the freedom movement and liberation movement. A new line of reasoning emerged, thinking that unless the luxury resulting from the unjust enrichment of the rich and the unnatural suffering of the poor, born from the wealth gap, are fundamentally resolved, ultimate freedom will not arrive. This can be called the socialist movement in a broad sense. Therefore, what was previously expressed with the vague idea of "liberty and equality" differentiated in the 19th century, giving rise to: those who primarily focused on the spirit of freedom and loudly advocated individualism; democracy, which primarily focused on the concept of equality and sought to spread and thoroughly implement it in politics; and the socialist faction, which also primarily focused on the concept of equal equality and sought to spread and thoroughly implement it in the economic sphere.

Democracy and socialism can be called the twin children of individualism. Individualism, having given birth to these twins, did not itself perish. The mother body (母體) has continued its existence as the mother body up to the present day.
To avoid confusion, we will set aside the democratic movement and the socialist movement as separate issues and here only briefly touch upon the aspect called individualism.

Five
C. 20th-Century Individualism. As described above, individualism has undergone such transitions. So, how is 20th-century individualism progressing? We wish to express just one facet of this by introducing the words of Mr. Tanaka Ōdō (田中王堂氏). Discussing individualism, he says:

Recently, the voice of democracy has become quite loud, but in our thinking, it is preferable to thoroughly establish the individualism that forms its foundation. Individualism is the spirit, and democracy is the application of that spirit. <94> Individualism is the goal, and democracy is merely one of the methods to realize that ultimate goal. Individualism is internal cultivation (內的修養); democracy is an external measure (外的方策). Therefore, if intelligent individualism does not exist, the development of sound democracy cannot be seen.
Some in the world reject individualism, saying it harms the solidarity (鞏固) of society, but such people hold misconceptions about past individualism.
Individualism is more fundamental than cooperativism (協同主義) or socialism; it is the source that constantly nurtures the existence and development of cooperativism and socialism. Cooperativism is merely a more refined form of individualism.

Furthermore, explaining intelligent individualism, he says:
As long as human life exists, if it is truly genuine life, it is imperative to re-evaluate (改價) all of one's feelings, thoughts, and actions through self-awareness.
In this world, there will be no person who pursues the exact same character and the exact same ideals as many others. The center point of life created in their name by each of them will be distinctively their own. Just as two art students depicting one object from two different viewpoints cannot produce paintings with entirely identical placement and clarity, it is a falsehood (虛僞) to think that people can all live in exactly the same way. What is called general, universal, or supra-individual is nothing more than an empty fantasy fabricated (揑造) through misunderstood metaphysics (形而上學). Things like public morality (公共道德), cosmic feeling (宇宙感情), and eternal laws (永久의 法則) are devised (工夫) using their own experiences as material (材料) and based on the standard of approval (是認) derived from their own individuality. Ultimately, it is through the exercise of each person's individuality that cooperative life is managed (營).

Humans are, of course, "social animals." However, they become so merely through blind (盲目) instinct (本能); there is no clear orientation (志向). In the early stages of civilization, falling into turmoil (紛擾) and strife (爭鬪) was the sole tendency. Then, powerful monarchs suppressed personal feelings and desires (私情私慾) through punishment (刑罰), thereby acclimating (馴致) people to order and peace, and fostering (誘成) the sprout (萌芽) called the state from the material called individuals.
Through the power of training, each individual was taught to respect (尊重) the rights and happiness of others. Upon understanding (會得) that doing so is the best way to guarantee one's own rights and happiness in the near future, despotic (專制) rule was first changed to governance (施政) by deliberation (討議). <95> As individuality is enlightened, the principle governing cooperative life progresses from internal to external, from heteronomous (他律的) to autonomous (自律的).
Some in the world advocate cooperativism in its place to correct the errors of individualism, but any correction that tends to ignore the unique talents (才能), circumstances (境遇), duties (義務), and originality (獨自性) peculiar to the individual can only be called reckless and shortsighted (無謀淺慮).

Mr. Tanaka's views stated above are not the pure individualism propagated in the world but can be seen as a well-rounded way of life (處世法). Discussed this way, there is a sense that Mr. Tanaka's views and the initial principles of individualism are entirely different things. However, this is likely the natural tendency of individualism harmonizing with cooperativism. Mr. Tanaka further explains that intelligent individualism is the principle for a well-rounded life, stating:
It must be recognized that among individuals managing cooperative life, conflicts of will often arise due to conflicting interests (利害의 背馳). This is the same principle as the mutual contradiction (矛盾) of desires within the life of a single individual. However, just as the contradictions of individual desires are ordered (整齊) by some method, the conflicts of will arising between individual lives can also be harmonized (調和) by some method. That 'some method' means that while the contradiction and conflict of desires continue, it will be understood how those desires contribute to the happiness of the single subject (主軆) to which they belong. In other words, through mutual understanding (相互의 理解), they will gradually move towards cooperation. Cooperation, viewed materially, might involve taking one and excluding (排斥) all others, or taking parts from all of them to create a compromise (折衷). However, viewed functionally, in any situation, all desires involved in the struggle (爭鬪) are mixed in (混入). This situation is called compensation (代償); merging compensatorily means establishing two or more interests (興味) side by side (倂立), or, when facing conflict, ignoring their external form (外形) but rather preserving (保留) their spirit.

Why does an individual join group life with many other individuals? Isn't it because they think that by doing so, they can satisfy their desires and achieve self-realization (自己의 實現) more effectively than living in solitude (孤獨)? However, if upon entering group life, they seek to directly and materially acquire (探得) their desires, they will inevitably encounter opposition (反對) from the wills and desires of others. Here, their desires will have no opportunity (機會) to be realized as they are; they must inevitably be realized through the method of compensation (代價). <96> When the wills of different individuals in different ways of life are realized through the method of compensation, it inevitably leads to consultation (協議) among representatives (代表者). This representation means that a relationship arises where mediocre character (凡庸의 品性) cannot but rely on the wisdom (睿智) of superior character (優秀의 品性), and superior character cannot but respect the hopes (希望) of mediocre character. However, representation is not mere confusion (混同); it requires purifying (醇化) the converging (湊合的) progression of various desires or wills to form (化成) a unified whole (渾 一體). Therefore, representatives in society must respect all desires (欲求) while converging (輻合), guiding (利導), and purifying their orientation (志向); this is not a mechanical (機械的) mixing but a spiritual (精神的) creation (創造).
Ultimately, human life is a connection (連結) and system (體系) of compensation. Regarding this point, there is no difference (相違) whatsoever between the ordering of desires within a single individual and the harmonization of wills among different individuals. Within the state, each individual is the represented (被代表者), and the state is the representative (代表者). As an individual's intelligence (聰明) increases, they gradually achieve the ordering of desires more easily. Similarly, as the intelligence of the individuals organizing it increases, the state gradually achieves the ordering of desires more easily.

Mr. Tanaka's opinion skillfully explains the relationship between the individual and cooperation.
Through this, he endeavored to harmonize his individual-centric thinking with what the world calls cooperativism. We understand this to be what he calls thorough individualism (徹底個人主義). However, it is an undeniable fact that individualism gradually changed in the process (這間) of using terms like "mutual understanding," "compensation," or "representation" to describe purification (醇化) and creation (創造). It is a fact that the singular became dual, and then plural.
We acknowledge that Mr. Tanaka's individualism is generally or ideally well-rounded, and while agreeing with his approach, we also recognize it as indeed being individualism. We cannot help but abstractly acknowledge that individualism from today onwards will likely be harmonized in such a manner. <97>

**Summary**

This 1920 essay by "Koch'ŏp" traces the historical development of individualism in Europe, starting from the Middle Ages through the Reformation, Renaissance, Enlightenment, political revolutions (American, French), and into the 19th century's focus on specific freedoms (thought, religion, association, occupation) and the rise of economic inequality leading to socialism and democracy as offshoots. The author then introduces contemporary (1920) views, particularly those of Tanaka Ōdō, who advocates for an "intelligent individualism" that is foundational to democracy and harmonizes individual self-realization with cooperative social life through mutual understanding, compensation, and representation, distinguishing it from earlier, potentially more egoistic forms. The article concludes by acknowledging this harmonized, socially conscious individualism as the likely future direction. For historians of colonial Korea, the article is interesting as it reflects Korean intellectuals engaging deeply with Western political and philosophical thought (individualism, democracy, socialism) shortly after the March 1st Movement. The discussion, framed through European history but quoting a Japanese intellectual (Tanaka Ōdō), highlights the complex intellectual currents and influences shaping Korean thought under Japanese rule, grappling with modernity, individual rights, and social organization within the constraints of colonialism.

**Named Entities**

歐洲	구주	Europe
近頃 民主主義의 聲이 頗히 盛旺하나 吾人의 思考로는 寧히 그 根本되는 個人主義를 徹底케 함이 可하다 하노라. 個人主義는 精神이며 民主主義는 그 精神의 運用이라＜94＞ 하겟다. 個人主義가 目的이오, 民主主義는 其 終極의 目的을 實現하는 方法의 一에 不過한 것이겟다. 個人主義는 內的修養이오. 民主主義는 外的方策이라 하겟다. 故로 聰明한 個人主義가 存在치 안이하면 健全한 民主主義의 發達을 보지 못하리라.
世에 或은 個人主義는 社會의 鞏固를 害하는 者라 하야 排斥하는 者-有하나 如斯한 者는 過去 個人主義에 誤想을 가진 故니라.
個人主義는 協同主義, 社會主義보다도 一層 根本的이니 恒히 協同主義, 社會主義의 存立과 發展을 涵養하야가는 源泉이니 協同主義는 個人主義의 一層 洗鍊된 者에 不過하니라.
하고 氏는 更히 聰明한 個人主義를 說하야 曰
人類의 生活이 잇는 以上, 참으로 眞實의 生活일 것이면 저들의 自覺에 말미어, 저들의 感情과 思想과 行爲의 一切를 改價하야 보지 안임이 不可하다.
此 世에는 多數人이 다가티 同한 品性 同한 理想을 追究하는 人은 업슬 것이다. 彼等은 彼等의 名에 依하야 作한 生活의 中心點은 各各 獨自 그것이겟다. 2人의 獎學生이 2方面 相違한 視角으로부터 1物軆를 描寫하면 全然 同一 場所와 明瞭를 가진 繪畵를 作키 不能함과 如히 人은 다가티 全然 同樣으로 그 生活코저 함은 虛僞라 하겟다. 이른바 一般的 普遍的 超個人的이라 云함은 誤解된 形而上學에 말미어 揑造된 空想에 不過한 것이겟다. 公共道德과 宇宙感情과 永久의 法則이라 云하는 者는 저들의 依하는 저들의 經驗을 材料로 하고 저들의 個性으로 依한바 是認을 標準으로 하야 工夫된 것이겟다. 畢竟 各自 個性을 働함에 依하야 協同生活을 營케 하는 것이겟다.
人은 勿論 「社會的 動物」이엇다. 그러나 그는 單히 盲目한 本能에 依하야 然케 됨이오. 明確한 志向이 잇는 것은 안이겟다. 文明의 初期에 잇서는 紛擾와 爭鬪에 陷케 됨이 唯一의 傾向이엇다. 그리하야 그가 權力의 强大한 王權者가 刑罰에 依하야 私情私慾을 抑壓하고 玆에 秩序와 平和에 馴致케 하야 個人이라 云하는 材料로부터 國家라 云하는 萌芽를 誘成케 하엿다.
訓練의 力에 말미어 各 個人은 他人의 權利와 幸福을 尊重케 할 事를 敎化시키며 그러함이 不遠에 自己의 權利와 幸福을 保障하는 最善의 道임을 會得케 됨에 至하야 처음으로 專制의 統治는 討議의 施政으로써 變케 되엿다.＜95＞ 個性이 啓發하면 啓發할사룩 協同生活을 支配하는 原理는 內的으로부터 外的에 他律的으로부터 自律的으로 進케 되엇다.
世에는 個人主義의 誤謬를 矯正키 爲하야 그 代에 協同主義를 力說하는 者-由하나 然이나 如何한 矯正이라도 個人에 特有한 才能과 境遇와 義務와 獨自性을 無視코저 하는 傾向은 寧히 無謀淺慮라 云하겟다.
以上에 言한 田中氏의 說은 世上에서 傳布되는 純粹個人主義가 안이오 圓滿한 處世法으로 見할만한 者이라 하겟다. 如斯히 論하면 田中氏의 說과 個人主義의 最初의 主義과는 全히 別物인 感이 업지 안이하다. 그러나 그는 個人主義를 協同主義와 調和한 自然의 勢일 것이다. 田中氏는 更進하야 聰明한 個人主義가 圓滿한 處世上主義라 說明하얏나니 曰
協同生活을 營하는 各 個人間에는 利害의 背馳로 말미어 往往 彼等의 意志와 衝突하는 事實은 認치 안이함이 不可하다. 此는 1個人의 生活 內에도 欲望이 互相 矛盾함과 同一한 理엇다. 그러나 엇던 方法에 依하야 個人 欲望의 矛盾이 整齊됨과 가티 個人生活間에 生하는 意志의 衝突도 또한 엇던 方式에 依하야 調和될 것이 엇다. 그 或 方法이라 함은 欲望의 矛盾衝突이 繼續하야 잇는 中에 其 等 欲望은 共屬한 1主軆의 幸福에 資한 所以를 알게될 것이니 更言하면 相互의 理解에 依하야 次第로 協同에 옴겨갈 것이엇다. 協同은 物質的으로 보면 其一을 取하고 他의 一切를 排斥하던지 或은 其 等 一切 中에서 一部式 割取하야 一의 折衷을 造하는 것이나 그러나 作用的으로 보면 엇더한 境遇에던지 爭鬪에 加入한 一切의 欲望이 다가티 混入한 것이엇다. 此 境遇를 代償이라 云하나니 代償的으로 融合한다 함은 2 或은 2以上의 興味를 倂立하며 或은 衝突함에 當하야 其 等의 外形은 無視할지라도 寧히 그 精神을 保留한다 함을 云함인져.
個人이 何故로 他의 多數의 個人과 團體生活에 加入하는가. 思컨대 彼는 此에 依하야 孤獨의 生活을 하니 보다도 一層 善히 自己의 欲望을 엇고 自己의 實現을 容易할 줄로 생각함이 안일것이냐. 然한데 彼가 團體生活에 入하야 彼의 欲望을 直接으로 物質的으로 探得코저하면 必然 他人의 意志와 他人의 欲望에 反對를 受할 것이니 玆에 彼의 欲望은 그대로 實現할 機會가 업슬것이오 반듯이 代價의 方法에 由하야 實現치 안이치＜96＞ 못할 것이엇다. 異한 個人의 生活方式에서 그 等의 人人의 意志가 代價의 方法에 由하야 實現하는 時에는 玆에는 不可不 代表者의 協議에 入케 되는 것이엇다. 그 代表라 함은 凡庸의 品性이 優秀의 品性의 睿智에 依賴치 안이치 못하며 優秀의 品性은 凡庸의 品性의 希望을 尊重치 안이치 못할 關係가 生하는 것이라. 그러나 代表는 다못 混同이 안이오 여러 가지의 欲望 又는 意志의 湊合的 進行을 醇化하야 一의 渾 一體를 化成함을 要하게 되는 것이다. 故로 社會에 在한 代表는 一切의 欲求를 尊重하면서 此를 輻合하고 利導하고 그의 志向을 醇化치 한이 함이 不可한 것이니 此는 機械的 混合이 안이오 精神的 創造일 것이겟다.
畢竟컨대 人의 生活은 代價의 連結이며 體系일 것이니 此 一點에 關하야는 一個人의 欲望의 整齊와 異한 個人間의 意志의 調和의 間에 何等의 相違가 나지 안이할 것이다. 國家의 中에 各個人은 被代表者로 國家는 代表者이엇다. 一個人이 聰明을 增함에 從하야 漸次 容易히 欲望의 整齊를 成就케 되며 國家도 그를 組織한 各個人의 聰明이 增함에 從하야 漸次 容易히 欲望의 整齊를 成就하는 것이겟다.
氏의 此 意見은 個人과 協同을 巧妙히 說한 것이겟다.
此에 由하야 氏는 個人 本位의 思考 그대로 世人의 이른바 協同主義를 調和함에 努力하엿섯다. 이것이 氏의 이른바 徹底個人主義임을 알겟다. 그러나 氏의 所謂 相互의 理解라던지 代價이라던지 代表라던지 云하는 言語를 用하야 醇化되며 創造된다 云하는 這間에 個人主義가 漸次 變化한 것은 拒치 못할 事이엇다. 1元이 2元이 되며 多元이 된 것은 事實이엇다.
吾人은 氏의 個人主義가 大軆上 又는 理想上 圓滿한 者임을 承認하며 또 그의 方式을 贊成함과 同時에 此가 果然 個人主義라 云하는 者임을 알앗다. 今日 以後의 個人主義도 大軆 上 如斯히 調和될 것이라 함을 抽象的으로 承認하게 되 마지 안이하노라.＜97＞
＜91-97＞
