Magazine Title: 삼천리
Publication Date: 1941-09-01
Article Title: 上海財界의 三百萬圓覇者, 孫昌植 訪問記(上海 第一의 機械 王國인 上海精密機械工藝社長) (A Visit to Son Ch'angsik, the Three Million Yen Champion of Shanghai's Financial World (President of Shanghai Precision Machinery Works, Shanghai's Premier Machine Kingdom))
Article Type: 대담·좌담 (Interview/Roundtable Talk)

A Visit to Son Ch'angsik, the Three Million Yen Champion of Shanghai's Financial World (President of Shanghai Precision Machinery Works, Shanghai's Premier Machine Kingdom)

There is a Korean genius scientist who displayed genius-level talent and earned high praise for inventing various machines since his middle school days, obtained patents for various inventions during his university years, and received commendations from various fields. He is Mr. Son Ch'angsik (孫昌植), who is currently renowned as the foremost figure in Shanghai's industrial world. This reporter visited Mr. Son's factory, known as the precision machine kingdom of the East, and now presents this account to the readers.

Shanghai is a city particularly developed in commerce and industry. Commercially, it serves as the gateway to the East and is a special zone famous as a competitive market for people from all over the world. In this international market, a single Korean is lauded by figures both domestic and foreign as the number one person in Shanghai's industrial world. Moreover, he has achieved great success in business, receiving considerable support even from the army and navy, thus radiating a unique brilliance in Shanghai. This person is the young industrialist, Mr. Son Ch'angsik.

As the president of the Shanghai Precision Machinery Works (上海精密機械工藝社), which proudly displays its magnificent appearance on a bustling street of Shanghai's North Sichuan Road (北四川路), Mr. Son has numerous foreign engineers and workers under his command. His office sees frequent visits from prominent domestic and foreign figures, making him a focus of public attention. Furthermore, the samples displayed in the storefront window alone make passersby stop in their tracks.

Mr. Son had already invented dozens of types of machines and obtained patents while studying in the Precision Machinery Department at the Government-established Tokyo Higher School of Technology and Art (官立東京高等工藝學校 精密機械科). Various newspapers and magazines reported extensively on his talent at the time. It is still fresh in people's memory that in the 5th year of Shōwa (1930), he received the Tokyo Prefectural Governor's Award, as well as commendations from the Imperial Invention Association (帝國發明協會) and the former Tong-A Ilbo (東亞日報社).<100>

Just before reaching the North Sichuan Road bridge, as I opened the shop door of the imposing three-story Western-style building on the right, an Indian watchman gave a light nod. At that moment, Mr. Son, still in his work clothes, was instructing several Western engineers in fluent English. While waiting briefly, the reporter looked around. The interior was filled with lathes, and the office, with its many shelved books, felt like a library.

Soon, Mr. Son greeted the reporter with a very gentle manner of speaking, and I began to ask professional questions.

Reporter: "It's been quite a while since you came to Shanghai, hasn't it? Please tell us your success story, from when you first arrived until achieving your current great success."

Son: "I came to Shanghai (來滬) in the 7th year of Shōwa (1932), so it hasn't been that long. When I first arrived, I worked as a mere mechanic in a machine factory (機械工廠) run by Chinese," he replied. In reality, he was appointed as an engineer and factory manager at the Chinese machine factory and diligently engaged in practical research.

Reporter: "When did you open this factory you are currently managing?"

Son: "I opened it in March of the 11th year of Shōwa (1936)."

Reporter: "How much capital did you start with?"

In response to the reporter's question, Mr. Son stated that he started with a small capital of only 5,000 yen. Initially, the business mainly involved repairing various precision machines. By the 13th year of Shōwa (1938), <101> it showed a figure of 80,000 yen, and currently, it demonstrates tremendous growth amounting to over 3 million yen. Additionally, besides office workers and Japanese ('Naichi-jin') workers, there are four German engineers and White Russian engineers, along with nearly 30 other Chinese and Indian workers.

The budget for this year is 1.5 million yen, consisting of 500,000 yen for machine tools and 1 million yen for various precision machines and other tools. Currently, 450,000 yen has been invested in factory facilities alone.

Next, guided by Mr. Son, I decided to tour the laboratory and factory. The first thing that caught my eye was a microscope. It was a microscope equipped with an optical micrometer capable of measuring an error of 1/100,000th of an inch, said to be one of only two in Shanghai and worth 60,000 yen. Besides that, there were other microscopes and a balance scale capable of measuring 1/10,000th of a gram, among many other items lined up. Particularly, the precision measuring instruments Mr. Son uses for his own experiments are world-famous. First, there is a British-made Manchester vertical boring mill (currently valued at 80,000 yen, 9 horsepower motor diameter), a German-made tuner grinding spindle (which rotates 20,000 times per minute without generating heat), and an American-made planing machine (capacity <102> up to 8 shaku). The measuring tool section is equipped with 200,000 yen worth of instruments, including one set of Swedish-made Johansson gauge blocks (measuring errors of 1/100,000th of an inch), various German Leitz enlargers, highest-grade lamps, copy stands, and a German optical pyrometer (measuring temperatures from 700°C to 1,600°C) – all world-class items that amazed our eyes. In addition, various rare machines from countries including Switzerland, reportedly sold first in the East to Mr. Son Ch'angsik, were flawlessly arranged in each room on the 2nd and 3rd floors, truly boasting his status as a titan of Shanghai's industrial world, and then some.

Top authorities from the commerce and industry sectors of Tokyo, Osaka, and other places in Japan ('Naichi'), as well as professors from various universities and specialty schools and other experts, come to Shanghai to visit and observe Mr. Son's factory, which possesses such unique machinery in the East.

Mr. Son not only has a hobby of collecting various jewels and minerals but also shows great interest in collecting old coins. His collection reportedly includes leaf coins (葉錢) from the Tang Dynasty (唐朝), paper money from the Qing Dynasty (淸朝), Japanese currency (日貨) from the 3rd year of Shōwa (1928) onwards,<103> silver and copper coins from various countries around the world, and other old currencies, totaling as many as 30,000 pieces.

While guiding the reporter, Mr. Son said:

"In modern times, a nation's fate can be said to depend on the prosperity of its industry. I hope that our Korean youth will also pay attention to this field and make great contributions to society and the nation. However, it's a common mentality among us to dream of making a fortune overnight, which often leads to failure. Especially in a place like Shanghai, I believe one must adopt a continental business strategy.

For example, in the beer business, if Japanese ('Naichi-jin') or foreigners aim for a 10% profit on a cost price of 6 yen per dozen, Chinese people will sell at cost without even taking that 10% profit. You might ask what profit there is in selling at cost, but the common Chinese business strategy is to continue selling beer just because the empty boxes the beer came in are left over. In a special zone like Shanghai, where market competition is extremely fierce, I think one must employ such a continental business strategy, and I believe we Peninsula people (半島人) have much to learn from this point."

Mr. Son treats his workers very well, both materially and spiritually, and adopts ideal methods regarding hygiene and working hours, thereby further enhancing work efficiency.

"I don't treat the workers as mere workers, but as family or comrades working towards the same goal. Since there are people from various countries, I let them take days off on their respective national holidays, so the total number of holidays in a year adds up to 60 days. Nevertheless, work efficiency stems from how well the workers are treated," Mr. Son confesses from his experience.

The reporter jokingly asked:

"Now that you can be considered very successful, aren't you thinking of building a villa and dreaming of worldly pleasures? It's very rude of me to say, but it's what nouveau riche (成金) tend to do."

After laughing, Mr. Son also laughed and replied:

"This factory is my villa now, and the machines spread out here are my entire entertainment (誤樂). Therefore, I don't think there's any need to build a separate villa, show off, or covet other forms of entertainment." His words gave the profound impression of a man who never loses the attitude of a Christian believer.

"In that case, aren't you planning to get involved in social work?"

"Why not? That is my original intention. With assets still less than 5 million yen, I can't be considered hugely rich (成金). Rather than presumptuously seeking only honor, making noise about doing some social work, and showing nominal but meaningless results, I intend to embark on several <104> projects with a more solid foundation (基金) and substantial content. Since I am currently here in Shanghai, and especially under the banner of East Asian Co-Prosperity (東亞共榮), I plan to establish several churches, technical schools, and hospitals for the Chinese people. After accomplishing this work first on Chinese soil, I then intend to cooperate in meaningful projects in Korea (朝鮮) as well."

Mr. Son, who thus expresses his resolution, was formerly the council chairman of the Shanghai Korean Association (前上海朝鮮人會). After the Korean Association merged into the Japanese Residents' Association (日本民團), he is now active as the first chairman of its successor organization, the Kerim Club (鷄林俱樂部). Furthermore, as a central figure in the Shanghai Korean Christian community and a member (姜員 - likely 委員) of the Christian Alliance Refugee Relief Committee (基督敎聯盟難民救濟會), Mr. Son strives in various fields. We hold even greater expectations for his future.<105>

**Summary**

The article is an interview with Son Ch'angsik, a highly successful Korean industrialist in Shanghai in 1941. It highlights his journey from a talented inventor in his youth in Korea and Japan to becoming the president of the Shanghai Precision Machinery Works, a leading factory equipped with state-of-the-art machinery from around the world. Son discusses his business philosophy, emphasizing long-term strategies learned from Chinese merchants, his fair treatment of his multinational workforce, his simple lifestyle focused on his work, and his plans for future philanthropic projects like building churches, schools, and hospitals, first in China under the banner of "East Asian Co-Prosperity" and later in Korea. The article portrays Son as a model figure – a genius inventor, successful businessman, devout Christian, and active community leader.

From the perspective of Korean colonial history, the article is interesting as it presents a narrative of Korean success and capability within the Japanese-dominated sphere of influence in Shanghai. It showcases a Korean collaborating seemingly comfortably with Japanese authorities (implied by army/navy support and the merger of the Korean association into the Japanese one) and operating within the ideology of the Greater East Asia Co-Prosperity Sphere. Son's comparison of business practices, contrasting Korean/Japanese methods with perceived "continental" Chinese strategies, and his plans to build institutions "for the Chinese people" first, offer insights into inter-ethnic dynamics and the complex positioning of Koreans in occupied China during this period. The mention of his leadership roles in Korean community organizations, including one formed after merging with the Japanese Residents' Association, further illuminates the structured environment for Koreans under Japanese oversight.

**Named Entities**
氏는 일찌기 官立東京高等工藝學校 精密機械科 在學 當시에 이미 수십종의 기계를 발명하여 特許를 갖게되여서 각 신문잡지가 씨의 재능을 정보한바 컸었거니와, 昭和 5년도에는 東京府知事賞을 비롯하여 帝國發明協會에서와 前 東亞日報社에서까지<100> 表彰을 받었던 일은 아직도 세인의 기억에 새로을  것이다.
北四川路 다리를 채 못 이르러 右편에 우뚝 솟은 3층 양옥의 숍·또아를 열었을 때 印度人 웻치맨이 가벼운 目禮를 주며, 때마침 손씨는 작업복을 입은 채 서양인 기사 몇 사람에게 流暢한 영어로 무엇을 지시하고 있는 중이었었다. 기자는 暫時 기다리는 동안 四圍를 돌아보니 室內는 旋盤機로 꽉 찼으며 사무실에는 많은 書籍이 꽂혀 있음이 마치 圖書室인 感을 주었다.
이윽고 氏는 몹시 상냥한 말시로 기자를 맞아 주기에 나는 직업적인 질문을 던지기 시작했다.
記者 「上海에 오신지 꽤 오랬었죠? 처음 오셔서부터 지금의 大成을 보시기까지의 성공담을 우선 들려주십시오.」
孫 「來滬하기는 昭和 7년도였으니까 오래지 못합니다마는, 처음 왔을 때에는 중국인경영인 機械工廠에서 일개 직공으로 종사했었지요」 하고, 대답하나, 실은 중국인 기계廠에서 기사겸 공장장으로 취임되여 실제 연구에 노력하였던 것이다.
記者 「현재 경영하시는 이 공장은 언제부터 개업하셨습니까.」
孫「昭和 11년 3월에 개업했습니다.」
記者 「얼마나한 資本으로 시작하셨던가요?」
記者의 물음에 孫씨는 최초 5천 圓이라는 적은 자본으로 시작했다한다. 처음엔 주로 각종 정밀기계수리였었는데 昭和 13년도에 이르러서는<101> 8만圓이라는 數字를 보여주었으며, 현재는 300여만圓이라는 엄청난 발전을 보여주고 있다. 그리고 사무원 內地人 직공외에도 獨逸人기사와 白系露人 기사가 4명 기타 中國人과 印度人만도 근 30여명이나 된다고 한다.
그리고 금년도 예산은 150만圓 인바 공작기계가 50만圓, 각종 정밀기계와 기타 공구가 100만圓이라 하며, 현재 공장설비에만 45만圓을 드렸다한다.
다음, 나는 孫씨의 안내로 실험실과 공장을 구경하기로 했다. 처음 눈에 걸리는 것이 顯微鏡이였는데, 그것은 1吋에 1/10만의 誤差를 측정하는 광학마이크로메-터가 附屬된 顯微鏡으로서 上海엔 둘도 없는 시가 6만圓 짜리라 한다. 그 외에도 顯微鏡이 있으며, 1 그람의 1/1만을 달을 수 있는 天秤 등, 모든 것이 즐비하게 놓여있다. 특히 孫씨 자신이 실험기구로 사용하는 정밀측정기들은 세계적으로 유명한바 爲先 영국제 맨체스타·바티칼·뽀링밀(현재시가 8만圓의 것으로, 9마력 모-타 직경)을 비롯하여 독일제 츄나·그라인딩·스핀돌(이것은 1분간 2만회를 회전해도 열이 발생치 않는 것이다.)와, 미국제 푸랜마신(캬파시리<102> 8척까지 깍음)과, 측정공구부에는 20만圓의 제기구가 정비되였는데, 瑞典製 요한소·뿌록케이지 1조(1吋의 1/10만의 誤差를 측정)와, 獨逸 라이쓰사 諸 확대기, 최고급 한등, 꼽피스댄드, 독일제 광학고온도계(700C도부터 1,600C도까지 계온) 등은 모두 세계 제일 우수한 것으로 우리의 눈을 놀래게 한다. 그 외에도 瑞西를 비롯하여 각국에서 동양에는 孫昌植씨에게 처음 放賣했다는 진귀한 각종 기계가 2층, 3층의 각 室에 빈틈없이 정비된 것은 실로 上海공업계의 雄을 자랑하고도 남음이 있었다.
이와 같이 동양에서는 유일한 기계들을 가지고 있는 씨의 工廠에는 東京, 大阪 등지의 상공계의 일류 權威를 비롯하여 내지 각 대학, 전문교의 교수와 기타 전문가들이 上海에 와서 見學하고 간다고 한다.
氏는 각종 寶石과 鑛物蒐集에도 취미를 가질뿐 아니라 古貨幣收集에도 매우 흥미를 가지는 모양이여서 唐朝시대의 葉錢을 비롯하여 淸朝시대의 紙幣 등, 그리고 昭和 3년부터의<103> 日貨, 세계각국의 銀貨와 銅貨, 또는 古貨 등 無慮 3만매에 달한다고 한다.
氏는 기자를 안내하면서 하시는 말이,
「현대에 있어선 국가의 운명은 공업의 陸盛如何에 좌우된다고도 할 수 있는데, 우리 조선청년들도 이 방면에 留意하여 사회와 국가에 공헌함이 크기를 要望합니다. 그런데, 우리는 一穫千金의 꿈을 가지기는 것이 보편된 심리이기 때문에 성공을 못보는 일이 많은데, 특히 上海같은 데서는 대륙적인 商業策을 가저야 할 것이라 봅니다.
예컨대 맥주상을 경영하는데 있어서 內地人이나 외국인은 1打 원가 6원에서 1割의 이익을 취한다면 中國人은 그 1割도 이익보지 않고 원가대로 판매합니다.
원가 그대로 팔면 무슨 이익이 있느냐 하겠지만 맥주병을 담았던 빈 상자가 남으니까 맥주판매를 그냥 계속한다는 것이 공통된 中國人의 상업정책인데, 上海와 같이 市場爭奪戰이 극심한 特殊지대에서는 이러한 대륙적인 商業策을 쓰지 않아서는 안될 것이다 생각하며, 우리 半島人도 이 점에서 배울 바가 크다고 생각합니다.」
氏는 직공에게 대해서도 물질적으로나 정신적으로 매우 厚待하며 衛生, 시간에 있어서는 이상적인 방법을 취하고 있어서 일의 능률을 더욱 발휘하고 있다.
「나는 직공을 직공으로 대하지 않고 가족으로, 또는 같은 일을 위한 동지로 생각하며, 각국인이 있으니만치 각기 제나라 祝祭日때에도 놀리여서 1년 중 휴일을 모두 합하면 60일이나 됩니다. 그래도 그만침 직공 待遇 여하에 일의 능률은 나는 것입니다.」 하고, 氏는 자기의 경험을 고백한다.
기자는 농담삼아,
「이제는 매우 성공했다고 볼 수 있는데 좀 별장도 지으시고 세상 樂도 꿈꾸시지 않으시렵니까. 매우 실례되는 말입니다마는 成金하는 이마다 그렇게 하니까 말입니다.」
하고, 웃었더니, 씨 역시 웃으면서,
「지금 이 공장이 내 별장이오, 여기 널려있는 기계가 내 誤樂의 전부로 대하니까 구태여 딴 별장을 짓고 거드러거리며, 딴 誤樂을 탐낼 것은 없다고 생각합니다.」하는 씨는 어디까지나 基督敎信者의 태도를 잃지 않는 감격을 준다.
「그러시다면 사회사업 같은 것엔 손을 내여미시지 않으시렵니까.」
「웨요, 본래의 내 뜻이 거기에 있으니까요. 지금은 500만원도 못되는 자산이니 크게 成金했다고도 볼 수 없으니까 주제넘게 名譽만을 탐내서 무슨 사회사업을 함네하고 떠들며 有名無實의 결과를 보이기보다는 좀더 튼튼한 基金으로 내용이 충실한 몇가지의<104> 사업에 착수하려합니다. 현재 上海에 와서 있느니만치, 더욱 東亞共榮이라는 旗帳 밑에서 中國人을 위해서 여러 교회당과, 공업학교와, 병원 등을 創建하려합니다. 중국땅에 먼저 이 일을 해놓고 다음 朝鮮에도 有意義한 사업에 협력하려합니다.」
이렇게 결심을 披櫟하는 씨는 본래 上海에서 前上海朝鮮人會의 參事會議長으로 있다가 현재는 朝鮮人會가 日本民團에 합류되자 후계단체로 탄생된 鷄林俱樂部의 初代 理事長으로서 활약할뿐 아니라 上海朝鮮人 基督敎의 重鎭으로, 또는 基督敎聯盟難民救濟會姜員으로 다방면으로 노력하는 氏의 앞날에 우리는 더욱 큰 기대를 가지는 바이다.<105>
<100-105>
