**Header Section:**
Magazine Title: 삼천리 제13권 제9호
Publication Date: 1941년 09월 01일
Article Title: 京城大和塾女敎師, 一週間の手記 (A Week's Diary of a Female Teacher at Keijō Yamato Juku)
Author: 金載璟
Article Type: 문예기타 (Literary/Miscellaneous)

**Body Text Translation:**

A Week's Diary of a Female Teacher at Keijō Yamato Juku
						Kim Chae-gyŏng (金載璟)

Month X, Day X
Having gotten ready early in the morning, I set off towards Yamato Juku. "How will it be?" I wondered as I walked, finally spotting it. Through the dense, gloomy green thicket, a stately grey Western-style building came faintly into view. As I climbed up, it was precisely the time for the morning assembly. I immediately observed the situation, but oh, the miserable state of the children was truly beyond imagination! Just one glance revealed the nature of their lives. Forgetting the heat, my head felt strangely blank, almost numb.
Soon, I warmly greeted the head teacher, Mr. Kim (金先生), and all the other teachers. Then, I addressed Mr. Kim, saying, "I am well aware of the reputation of Yamato Juku's work. I don't need money. I simply wish, out of passion and spirit, to become a good friend to the unfortunate children studying at your esteemed institution." After listening to various things, the teacher tactfully replied, "Well then, I shall inform you tomorrow."
He said something enigmatic like that. I went straight home that day, wondering what would happen, but perhaps by the grace of God, I immediately received a phone call with their acceptance.
My happiness at that moment is impossible to express. Suddenly, I felt a sense of attachment spring up for this place called Yamato Juku.

Month X, Day X
From today, to become a good guide for these young children, I shall truly build good habits that will form the foundation of my life. Whether this can be put into practice or not will likely be shown in the results later, but on this first day of social life, so far removed from my student life—that is, a life too simple—I vowed this much to myself.
Unexpectedly, letters of encouragement arrived from various people.

Month X, Day X
Today, filled with hope, I visited Chōsen Jingū (朝鮮神宮). Until yesterday, I went led by a teacher, but now, thinking of myself leading hundreds of young children, I was struck by an indescribable feeling, somewhat ticklish, somewhat amusing.
Again today, three or four letters arrived.

Month X, Day X
From the morning, "One, two, three, four," came the cheerful, energetic voices leaking from the radio <45>. With the promising morning sun at our backs, breathing in the fresh air, we vigorously moved our bodies along with those voices, together with the young children, using all our strength. What a pleasant morning it must have been!
Again today, [letters] came. I felt the weight of responsibility increasing.

Month X, Day X
Starting today, I began home visits. As I investigated, I truly couldn't help but feel tense, thinking, "Do people really live such miserable lives, lives one couldn't even dream of in human existence?" It was somewhat alarming that in a class of fifty students, all fifty families were in the same situation. Owning a single thatch-roofed house that looks like it could collapse any moment if the wind blew is, so to speak, the upper class among them; all the others are children of dugout-hut dwellers (土幕民). While visiting the homes of these children one by one, a thought occurred to me: I decided to observe the 'naked human,' that is, life stripped bare. What is the fundamental state of human beings? People wander around in a society stratified into various classes like rich, poor, student, laborer, gentleman. I thought I might see humans as they are, stripped of such things, perhaps at a swimming pool. People easily become arrogant if they are slightly above others in status or attend a higher-level school, but depending on one's self-cultivation, there seems to be room for caution. I experienced this on the train on my way home today. A man who looked like a laborer, wearing very dirty clothes, sat right in front of me. His body odor was so sickening it's impossible to describe. Yet, his face was masculine and dignified. Even this alone gave pause for thought. If his clothes hadn't been dirty, or rather, if he had worn clothes that suited his physique well, I probably wouldn't have felt so disgusted. Perhaps people in the world are all like that. People, especially women in general, tend to respect or despise others based solely on their clothes, judging by the fine titles bought with their wealth and status, but isn't this truly a mistaken way of thinking? Today's diary entry has become as long as a novel.
Especially today, despite the heat, I was able to visit about fifty homes together with Mr. Kanemitsu (金光先生). I thanked the teacher profoundly from my heart.

Month X, Day X
Today I met the Director (所長先生) for the first time; he was very gentle, yet also had a stern side. Also, in the afternoon, his wife came all the way in the heat, which made me feel slightly apologetic. Truly, I couldn't help but feel grateful from the bottom of my heart for everyone's kindness.
Again today, two or three letters arrived. It seems society holds great expectations.

Month X, Day X
The more one works, the more rewarding it becomes. It is through activity that both body and mind become focused. What a pleasant feeling we experience when entering a clean room! Looking at a tidy desk, one feels as if one's own mind and body have become well-ordered. Just as cleanliness and order cannot be achieved without work, what can come from just sitting idly? <46>
Now is my time to work.
Work with all your heart, as long as you have strength.
Today, too, after sweating together with the children while cleaning the classroom and toilets, my spirits somehow felt refreshed and clear.
Again today, various letters of encouragement arrived from unknown people. Reading letters has become a daily routine.

Month X, Day X
Dragging my tired body, I returned home. Soon after, according to a phone call from Mr. Kanemitsu, an article about me had been published in the Chōsen Shinbun (朝鮮新聞). It was so sudden that I was surprised. Anyway, when I looked at the newspaper, my own story was certainly written there, which quite took me aback. There was no need to go this far, especially since I've only been out in society for a few days. In any case, the results will appear in the end, but while my position becomes enjoyable on one hand, I can't help but feel pained on the other.
Still, [letters] came again.

Month X, Day X
Today again, reporters from both Keijō newspaper companies visited despite the heat. I felt the weight of responsibility growing day by day. In any case, I'll try my best, as long as I have the strength and ability.

Month X, Day X
Going to school as usual, I think of the innocent, lovely children. The children get attached to me like a mother or perhaps an older sister. Well, I think this can be great mental training for studying the psychology of becoming a future mother. When and by whom was the praise of maternal love first proclaimed? There is nothing strange, and certainly nothing praiseworthy, about a mother loving her child. It's a natural feeling that even birds and beasts possess. It is said that for the love of her child, a woman endures all sorts of things. In the same way, I intend to persevere through anything for these children.
Finally, I tried to write down my impressions of the teachers at Yamato Juku from when I first visited. They were generally like this:
First, Mr. Kanemitsu (金光先生)
At first glance, he looks enough like a king from somewhere. He has a well-defined, smart style, like the middle finger of a hand. Especially when he's smiling, if you look closely at his eyes, anyone would likely be charmed.
Mr. Eshiro (江城先生): At first glance, he seems to have a solid character. He feels like the ring finger of a hand. This teacher is the music teacher and possesses a beautiful voice, beyond description. No wonder he produced a voice far removed from an amateur. He also seems like a sentimental type; at first glance, the poetry of Saijō Yaso (西條八十氏) came to mind. He also had an intellectual side.
Mr. Tamagawa (玉川先生)
At first glance, he gave the impression of a great hero type. Like the thumb of a hand, he seemed the type who would eventually settle comfortably into a plush, round chair – a company president type. He was a bit stout and looked hot.
Mr. Hirahara (平原先生)
At first glance, he looked old for his age. Also, I thought he was a very serious person. I thought he might be a difficult person to socialize with. In terms of a hand, he resembles the index finger.
(End) <47>

**Summary**

This diary, written by Kim Chae-gyŏng, a new female teacher at the Yamato Juku in Keijō (colonial Seoul) in 1941, chronicles her first week. She expresses initial idealism and a desire to help the impoverished students, whose miserable living conditions (including many living in dugout huts) shock her during home visits. She reflects on social class, appearances versus inner character, and the nature of work and responsibility, spurred by encouragement letters and unexpected newspaper publicity. She also records her initial impressions of her male colleagues. The article offers a glimpse into the life of an educated Korean woman navigating the complexities of colonial society, working within a Japanese institution potentially aimed at assimilation (Yamato Juku). Historians might find interest in the firsthand account of poverty in colonial Seoul, the teacher's blend of naive idealism and nascent social critique, the mention of Chōsen Jingū visits (indicating state Shinto practice), and the description of the social dynamics and public attention surrounding her work.

**Named Entities**

京城	けいじょう	Keijō
今日から家庭訪門を始めたが調て行く中本當に人間生活にもこのやうな夢にも思はなかつたやうにみぢめな生活をして行く人達が居るか思へば自然緊張せざるを得なかつた。一級五寸名なら五十名の家庭皆が同じ狀况であるのにはちよつと警かされた。今にも吹けば倒れそうな草葺一棟の家を持つているのがいはば一番彼等に於ては上流家庭の者で其の他はみな揃つて土幕民の子供等である。このやうな兒童等の家庭をいち〲訪問しで行く中ちよつとこんな事が思れた『人間の裸』つまり裸の人生を觀察することにした。そも〲人間の本態は何んであるか？金持、貧乏、學生、勞働者、神士という風にいろ〱と階級づけられた社會でうろ〱してゐる。そういふ人間でなくかゝるものを剝ぎ取つてしまつた人間その儘の人間を水泳場で見受けやうと思つた。人は少し自分の身分より上だとか上の學校に通つてゐるとかなるとすぐ高慢にない易いのであるが、修養如何に依つては些も注意する餘地がてるだらうと思はれた。今日の歸りがけに電車の中で經驗したがとても穢ない着物を着た勞働者風な男がすぐ私の前に腰掛けたが何かその體臭といつたら口にも表はす事も出來ない程うんざりした。でもその人の顔は男性的で凜々しいものであつた。これだけであつても少し考へものであつた若しその男の着物が穢なくなかつたらいやその體格にしつくりとした好みの着物を着こなつたらさぞかしそんなに迄いやな思ひはしなかつただらうと思はれた。つまり世の中の人々が皆そんなものではなかうか。人々は特に一般女性等は人間の着物だけを見てはその人の財産地位、で買い取つた立派な肩書だけを見ては尊敬もし輕茂もしたがる傾向があるが實に間違つた考へではないか、今日は一日の日記がまるで長篇小說のやうに長くなつた。
特に今日は暑い中をわざ〱金光先生と御一緖に約五十軒の家庭を訪問する事が出來た。先生には心より深く感謝した

×月×日
今始めて所長先生にお目にかゝつたが大變やさし反面又嚴しい所があつた。又午後はわざ〱暑い中を奥樣が來られたのにはちよつと濟まないやうな氣かした本當にいろ〱と皆樣のお心つかひには心より感謝せずには居られなかつた。
今日も又二、三、通の御手紙がきた。社會の皆樣は大いたる期待をかけて居られるらしい。

×月×日
働けば働く程味が出る。活動してこそ身も心も緊張して行く。綺麗な部屋に入つた時私共はどんなによい快感を感ずるでせう。整頓された机に■ふと自分の心身迄よく整頓されたやうに思はれる。働かなければ淸潔整頓は出來ないやうに坐つていて何が出ませう。＜46＞
我は今が働く時期だ。
一心に働け力のある限り。
今日も兒童等と一紡に汗を流しながら敎室や便所の掃除をしたら何んとなしに氣が晴々しくなつた。
今日も又色色と未知の方より激勵の手紙が來た手紙を讀むのが每日の日課となつた。

×月×日
疲れた身をいきずりながら家に歸つて來た。間もなく金光先からの御電話に依れば朝鮮新聞に私の事か載せられたとの事餘りにも突然だつたのて驚いた。とにかく新聞を見ればたしかに自分の事が書かれたのにはよよつと面喰つた。何もこんなに迄されなくてもいゝのにましで社會に出てわずか何日もならない自分ではないかとにかく結果は最後に表はれだらうがとても自分といふ立場か心樂しくなる半面に心苦しい思ひがしてならない。
やはり又來ている。

×月×日
今日も毎日、京城の兩新聞社からわざ〱暑い中を訪問しで下さつた。日に日に責任の重くなるのを感じた。とにかく力ある限り能力ある限りやつて見やう。

×月×日
いつものやうに學校に行く無心な可愛い子供達の事が思ひ出される。子供達は母やあるひは姉のやうに馴ついでくれるまあ將來母親になつての心理を硏究する上には大いなる心の修養になれる。と思はれる母性愛を讚美することは何時誰から唱へ出されたのでせう。母が子を可愛いがるのに何の不審もなければ勿論えらさもない。鳥でも獸でも持つてゐる自然の情だと思ふ。子の可愛さ故に女はあらゆる事をも忍ぶといふ風に自分もこの子供達のためにはどんな事があつても我慢しでやつて行かうと思ふ。
最後に始め大和塾へお訪ねして塾の先生方の印象をちよつと書いて見たが大抵こうであつた。まず
金光先生
ちよつと見た所で何處かの王樣ではないかと思はれる位に以て居られる。人間の中指のやうにかつちりしたスマートとなスタイルの持主である。特に笑つて居れる時ちよつと目許を見れば誰しもボートとなるでせう。
江城先生、ちよつと見た所でがつちりした性格の持主である。人間の藥指のやうな氣がする。この先生は音樂の先生でとても云ひ表はす事も出來ない程美聲の持主であつた。道理で素人離れた聲を出して居られた。それにセンチな方のやうでちよつと見た所で西條八十氏の詩が思はれた又理智的な所もあつた。
玉川先生
ちよつと見た所で天下の豪傑作みたいな感じがした。人間の親指に以てゆく〱はふはつとした丸椅子にどつかりとおさまつて居られる社長タイプであつた。ちよつと太つていて暑さうだつた。
平原先生
ちよつと見た所で年の割に老けて見えた。それに大變眞面目に方だと思はれた。ちよつと交際する上にはむづかしい方だらう思つた。人間でいへば人差指に似ている。
(了)＜47＞
＜45-47＞
