**Header Section:**
Magazine Title: 삼천리 제10권 제1호
Publication Date: 1938년 01월 01일
Article Title: 古典「舞踊」과 「音樂」을 부흥식히고저, 崔承喜·韓成俊 兩巨匠 會見 (Seeking to Revive Classical "Dance" and "Music," Two Great Masters Ch'oe Sŭnghŭi and Han Sŏngjun Meet)
Author: Not specified
Article Type: 소식 (News/Report)

**Body Text Translation:**
Seeking to Revive Classical "Dance" and "Music," Two Great Masters Ch'oe Sŭnghŭi and Han Sŏngjun Meet

"Ŏrhwa Manso—
Ŏrhwa Taesae-nira"

Could a Westerner, even if they died a hundred times, ever manage such a wonderful song tune? Likewise, who else could perform the "Monk's Dance" (僧舞), danced softly and gently as if crawling or embracing, wearing a peaked hat and a monk's robe (長衫), or the "Sword Dance" (劍舞), danced with spirit, the sword hilt fluttering gracefully? Only we can dance these, and even among us, the eyes of the young generation grow increasingly dim to appreciating them.

It is truly a regrettable thing that the classical music and dance, kneaded from the soil of this land over many thousands, many hundreds of years, are gradually hiding behind the awareness of the people of this era.
Therefore, those who have once been immersed in the fragrance of that art have all come to think, how can we revive this "song tune" and this "splendid dance danced flutteringly"?
In any era, in any place, it is not the masses of the time but only the artists who make such efforts to connect the fading light. Among artists, it is those with the most passion (熱) and sincerity (精誠) who carry this forward. And now, beautiful new light is heard on the first dawn of the new year. It is the appearance of Mr. Han Sŏngjun and Ms. Ch'oe Sŭnghŭi.

Meeting at Myŏngwŏlgwan—Researching by Actually Dancing
The very beginning of the matter was some time ago.
One cold winter evening.
The place: Myŏngwŏlgwan (明月舘).
Those gathered:
Ms. Ch'oe Sŭnghŭi (崔承喜氏)
Mr. Han Sŏngjun (韓成俊氏)
Mr. Kim Hyŏngjun (金炯駿氏)
Mr. Hyŏn Ch'ŏl (玄哲氏)
Mr. Ch'oe Sŭng'il (崔承一氏)
Mr. An Mak (安漠氏)
and others. That Ms. Ch'oe Sŭnghŭi is a dancer receiving the most respect in the world, pouring her creative genius through 'tansu' (dance) or new-style dance, needs no further mention. But more than that, it also needs no further mention that she achieved great significance by creating and presenting various types of Korean dance (朝鮮舞踊) intertwined with the sentiment of the Peninsula (半島情緖), old dances like "Ehera, Noara" and "Arirang," featuring them whenever she performed at the Kyŏngsŏng Public Hall (京城府民舘) or toured various other regions. Furthermore, as for Mr. Han Sŏngjun, it needs no further explanation that he is the sole great master who, skilled at playing the changgo (장고) from early on, also knows how to perform ancient dances (古무용) passed down from the very, very distant Three Kingdoms period. And Mr. Kim Hyŏngjun, who attended that night, is famous as a folk dancer (民俗무용가) deeply versed (造詣깁흔) in the southern arts buried in the Southern Korea (南鮮) region. Besides them, Mr. Hyŏn Ch'ŏl is also a folklore researcher, and Messrs. Ch'oe Sŭng'il and An Mak are also individuals striving to revive the classical arts of the peninsula.
These various people gathered in one place. They gathered, talked about the new and the old, showed each other, and thus strove to discover the good points. Now, to describe the scene that night, first:

Mr. Han Sŏngjun: "Until becoming 64 this year, I have solely researched Korean Dance (朝鮮舞踊) theoretically and practically, but the Korean (朝鮮) populace still lacks understanding of dance, so dancers have been recognized as a kind of lowly entertainer (藝人). Therefore, naturally, I lacked the courage to widely reveal myself as a dancer before the public, nor did I even have the opportunity to do so. Even the Korean populace, who so lacked understanding of dance, have come to reappraise Korean Dance thanks to Ms. Ch'oe Sŭnghŭi's astonishing dance, and the joy (깃붐) of that is indescribable. What I wish to entrust (願托) to Ms. Ch'oe Sŭnghŭi is for her to inherit the 50-odd types of Korean Dance I have researched to this day and ensure that Korean Dance lives on forever. If that does not happen, the Korean Dance I have researched will die along with my death."

Ms. Ch'oe Sŭnghŭi: "What I have researched and performed to this day is the modernization of Korean Dance, that is to say, I have created about 30 types of dance by learning good aspects from Western Dance (西洋舞踊) so that Westerners can also understand them. This is the Korean Dance I intend to introduce on my upcoming trip to Europe and America (歐米)."

After the long exchange of opinions between old master Han Sŏngjun and Ms. Ch'oe Sŭnghŭi ended, an actual mutual demonstration of dance began— Many people have seen Ms. Ch'oe Sŭnghŭi dancing on stage, but it is rare to see her dancing without makeup, still in Western clothes, tying a towel (수건) and explaining as she dances. Not only the Myŏngwŏlgwan office staff and the 'boys' (뽀이), but even guests and kisaeng (기생) engrossed in amusement in various rooms scrambled to watch, causing a commotion. Ms. Ch'oe Sŭnghŭi's "Dancing Girl" (舞女) seemed to strike a chord with old master Han Sŏngjun and Mr. Kim Hyŏngjun; both gentlemen repeatedly uttered exclamations of admiration. The "Crane Dance" (鶴춤) by old master Han Sŏngjun, over 60, and Mr. Kim Hyŏngjun's Southern Korean Folk Dance (南鮮民俗舞踊) "Tŏtpaegi Ch'um" (덧배기춤) also seemed to have many points to teach Ms. Ch'oe Sŭnghŭi; her whole body became eyes watching.

Establishment of a Music, Dance Research Society?—Ms. Ch'oe Sŭnghŭi Donates 600 Won
After the mutual dance demonstration ended, opinions soon aligned, and it was decided to organize the Korean Music and Dance Research Society (朝鮮音樂舞踊硏究會). Ms. Ch'oe Sŭnghŭi volunteered to contribute 600 won for the founding preparation fund. However, as Ms. Ch'oe Sŭnghŭi was leaving Tokyo (東京) on December 25th for Korean Dance performances (朝鮮舞踊公演) (Continued on page 42, lower section)<43> heading for Europe and America (歐米), she could not become a founding committee member but promised to support indirectly as an advisor during her trip and to be active on the front lines after her return. So, what is the news of the Society's founding thereafter? A sign for the Korean Music and Dance Research Society Founding Office has been hung at Mr. Han Sŏngjun's residence in Kyŏngun-dong (慶雲町) in the city, and the founding committee chairman, Mr. Hyŏn Ch'ŏl, is vigorously active. It is said that the recruited members already number over 60, and they plan to construct a hall and recruit research students by March of next year (明年) at the latest.
After Ms. Ch'oe Sŭnghŭi returns, the Society's headquarters will be in Seoul (서울), but the place of activity, meaning the performance venue, will be in Tokyo (東京), and Ms. Ch'oe Sŭnghŭi plans to actually perform in major theaters throughout mainland Japan (日本內地).<42>
<42-43>

**Summary**

This 1938 news report details a significant meeting at Myŏngwŏlgwan between the internationally renowned modern dancer Ch'oe Sŭnghŭi and the elderly master of traditional Korean dance, Han Sŏngjun. Driven by a shared desire to revive and preserve classical Korean dance and music, which Han feared would die with him due to lack of public appreciation, they discussed their respective approaches – Han's preservation of ancient forms and Ch'oe's modernization for international appeal. The meeting led to mutual dance demonstrations and the decision to establish the Korean Music and Dance Research Society, funded initially by Ch'oe's donation. Although Ch'oe was departing for an international tour, plans were underway, led by Hyŏn Ch'ŏl, to establish the society with Han Sŏngjun, aiming for a physical space and students by early 1939, with future performances planned in Tokyo upon Ch'oe's return.

From a historical perspective, the article is interesting as it captures the dynamic interplay between tradition and modernity in Korean arts under Japanese colonial rule. It highlights conscious efforts by prominent Korean cultural figures to safeguard and promote national heritage amidst assimilation pressures, showcases the generational dialogue about cultural preservation (Han entrusting his legacy to Ch'oe), and reflects the complex cultural positioning of Korean artists within the Japanese empire, planning activities in both Seoul and Tokyo.

**Named Entities**

崔承喜	최승희	Ch'oe Sŭnghŭi
그래서 그 예술의 향기에 한번 저저난 사람들은 엇더케 하면 이 「노랫가락」이 「너덜너덜 추는 멋진 춤」을 살려볼 수 잇슬가 하고 모다들 생각하게 되엿다.
엇든 시대 엇든 곳에서든지 이러한 노력을 하어 사라지는 빗을 잇어내는 것은 그때의 대중이 아니고 오직 예술가인 것이다. 예술가 중에도 가장 熱이 잇고 정성이 잇는 이들이 하여온다. 그런데 이제 아름다운 새빗이 새해 첫 새벽에 들니여온다. 그는 韓成俊氏와 崔承喜氏의 등장이다.

明月舘서 相見-실지로 춤추며 硏究
맨 처음 일의 시작이란 얼마전 일이다.
겨을날 추운 하로 저녁
곳은 明月舘
모힌분은
崔承喜氏
韓成俊氏
金炯駿氏
玄哲氏
崔承一氏
安漠氏
들이다. 崔承喜 여사가 그 창의적 천재를 기우려 딴스나 신식무용를 통하야, 세상에서 가장 존경을 밧는 무용가임은 다시 더 두말할 바 업지만은 그보다도 半島情緖가 엉킨 녯춤, 가령
「에헤라, 노아라」
「아리랑」
등의 여러 갈래의 朝鮮무용을 창조연출하여 京城府民舘에 공연때에나 그박게 각지로 도라다니며 연출할 때마다 그를 내세위서 큰 의의를 이루어 노은 것은 다시 더 말할 바 업는 일이요. 또한 韓成俊氏로말하면 일즉 장고 잘치기와 아조 아조 먼 녯날의 三國時代적부터 전래하여오는 古무용을 출 줄 아는 유일의 거장임을 더 설명할나위 업스리라. 그리고 그날밤 참석횃든 金炯駿씨로 말하면 南鮮지방에 무처잇는 남방예술에 造詣깁흔 이로 유명한 民俗무용가이며 그박게 玄哲氏도 민속연구가요 崔承一, 安漠 諸氏 또한 반도의 고전예술을 살니려 애쓰는 분들이다.
이 여러분들이 한자리에 모엿다. 모어서 새것과 녯것을 서로 이약이하며 서로 보이며 그래서 조흔 점을 발견하려고 노력횃다. 이제 이날밤에 광경을 적으면 먼저
韓成俊氏-나는 금년 64세되기까지 오로지 朝鮮舞踊을 이론적으로 실제적으로 연구하야 왓스나 朝鮮민중은 아직 무용에 대한 이해가 없어 무용하는 사람은 일종 천한 藝人으로 인식되여 왓든 것입니다. 그러니 자연 대중의 앞에 무용인으로서의 자기를 널니 공개할 용기도 갓지 못하엿스며 그리할 기회조차 갓지 못하엿든 것입니다. 그러케 무용에 대하야 이해없든 朝鮮민중도 崔承喜氏의 놀나운 무용으로 하야곰 朝鮮舞踊을 재인식하게 되엿스니 그 깃붐은 무어라 말할 수 없습니다. 저로서 崔承喜氏한테 願托하는 바는 내가 금일까지 연구하야온 50여종의 朝鮮舞踊을 계승하야 朝鮮舞踊을 영원히 살니도록 하여 달나는 것입니다. 만약 그러하지 않는다면 내가 연구하야온 朝鮮舞踊는 나의 죽엄과 함께 죽어버리고 말 것입니다.
崔承喜氏-제가 금일까지 연구공연하야 온 것은 朝鮮舞踊을 현대화 즉 말하면 西洋舞踊에서 조흔 것을 배위 西洋사람도 이해할 수 잇는 무용 30여종을 창작하여 왓습니다. 이번 歐米에 가 소개할려는 朝鮮舞踊이란 이것입니다.
韓成俊翁과 崔承喜 여사의 긴 의견교환이 끈난 후 실지로 무용상호공개-무대 우에서 춤추는 崔承喜氏를 본 사람은 많으데 화장도 않하고 양장한 그대로 수건을 동이고 설명하여가며 춤추는 광경을 본 이는 드문지라. 明月舘사무원 及 뽀이는 물론 각방에서 유흥에 심취하든 손님과 기생들까지 다투어 볼려고 야단이다. 崔承喜氏의 「舞女」는 韓成俊翁과 金炯駿氏의 심금을 울니엿든 모양  兩氏는 연발 감탄사를 발한다. 60이 넘은 韓成俊翁의 「鶴춤」 金炯駿氏의 南鮮民俗舞踊 「덧배기춤」 亦 崔承喜氏에게 배위주는 점 많엇든 모양 전신이 눈이 되야본다.

音樂, 舞踊 硏究會 창설?-崔承喜여사 600원 義損
무용상호공개가 끈난 후 곳 의견이 합의되야 朝鮮音樂舞踊硏究會를 조직하기로 결정, 崔承喜氏는 창립준비금으로 600원 내기를 자원하엿다. 그러나 崔承喜여사는 朝鮮舞踊公演으로 오는 12월 25일 東京을(42頁 하단계속)＜43＞ 떠나 歐米로 향하는지라 창립위원은 될 수 없고 고문으로써 歐米여행중은 간접으로 후원하고 귀국후에는 제일선에서 활약하기를 약속하엿다. 그럼 其후의 同會창립소식은 엇더한가 市內慶雲町 韓成俊氏 자택에 朝鮮音樂舞踊硏究會 창립사무소 간판을 걸고 그 창립위원장 玄哲氏가 맹활동을 하는 바 벌서 모집된 회원이 60여명에 달한다 하며 느저도 明年 3월에는 회관을 건설하고 연구생을 모집하리라 한다.
崔承喜氏가 도라온 후이면 同會 본부는 서울에 두되 행동장소 즉 공연장소는 東京에 두고 崔承喜氏가 日本內地 각 큰 극장에서 실제 공연하기로 한다고 한다.＜42＞
＜42-43＞
