**Header Section:**
Magazine Title: 삼천리 제7권 제10호
Publication Date: 1935년 11월 01일
Article Title: 蒼松의 둘녀싸인 京城療養病院 觀光記 (A Tour Report of the Kyŏngsŏng Sanitarium Surrounded by Green Pines)
Author: 聖大峯人 (Sŏngdaebongin)
Article Type: 기행문 (Travelogue)

**Body Text Translation:**
A Tour Report of the Kyŏngsŏng Sanitarium Surrounded by Green Pines
						By Sŏngdaebongin

On the afternoon of October 7th, the air in Seoul city was as polluted as it could be. Leaving the office, I walked to the temporary office of the Kyŏngsŏng Sanitarium (京城療養病院) in Insadong, and perhaps like a single lotus flower, a nurse came out and asked me to come in. The office was bustling with activity; the Western doctor was out on a house call, while Dr. Ch'oe and the accountant, Mr. Ch'oe Yŏngch'an (崔永贊), were busy with brushes over the ledgers (帳薄). I suggested to Mr. Ch'oe that, since the office hours must be half over, we should take a walk out to suburban Ch'ŏngnyangni and see the newly constructed hospital. Mr. Ch'oe asked me to wait just a moment, then put aside his work and stepped out the door with me.

The time was 4:30 PM. We caught a streetcar in front of Pagoda Park, transferred at Tongdaemun, and rode the streetcar out towards the suburbs. Gradually, the polluted air cleared. Getting off at Ch'ŏngnyangni, we took a bus bound for Hoegi-ri, alighted at the last stop, and tapping my cane, crossed the Kyŏngwŏn Line (京元線) railway crossing. Here, the scenery was purely rural, just as it was: lush green forests (蒼林) grew thick, a clear breeze (淸風) blew, and there stood a splendid three-story house of white jade (白玉) built purely with white stone, its magnificent view reflecting brilliantly in the crimson evening glow – a sight unseen within the city of Seoul.

Following Mr. Ch'oe who was guiding me, we came upon a wide front yard where turf, planted not long ago, filled the space. There was also a fountain, and various flowers planted all around the left garden swayed in the autumn <148> breeze. As we entered the main gate, Mr. Ch'oe explained, "The floor below is for hospital management, like the dining hall and storage rooms, and from the 2nd floor upwards are the patient wards." Walking along the sparkling balustrade paved with unnamed stone, we looked into room after room. To the right of the entrance was the pharmacy, to the left was the accounting office, next to the accounting office was the nurses' station, and then the hydrotherapy room (水治療室), electrotherapy room (電氣治療室), and in one quiet corner, the third-class inpatient ward. Opposite the main entrance were the examination room and the X-ray room (x光線室). Two bright rooms on the east side (東便) were also third-class inpatient rooms (三等入院室).

Then we went up to the 3rd floor. These rooms were even quieter and designed to let in plenty of sunlight. The triangular room at the very back was the operating room, and the rest were filled with large and small inpatient rooms. "How many people can be admitted?" I asked. "Well, in special circumstances, we could probably accommodate 100 people. However, the 3rd floor is divided into special rooms, first-class rooms, and second-class rooms. And if there are many patients, each first-class patient will have one dedicated nurse assigned to them."

"This hospital is basically managed by the Seventh-day Adventist Church (第7日安息日 耶蘇再臨敎會). There are over 60 hospitals of the same affiliation worldwide. The Tokyo Sanitarium (東京위생병원), Mukden Sanitarium (奉天요양병원), Shanghai Sanitarium (上海요양병원), and Sunan Hospital (順安병원) in P'yŏngnam are receiving notably high praise. Anyone in the Sŏsŏn [Western Korea] region would know of the benefits brought by Dr. Russell when the Sunan hospital was first established in Korea. Now, this Kyŏngsŏng Sanitarium, you could say, has facilities beyond ordinary hospitals, such as light therapy (光線), heat therapy (熱), electrotherapy (電氣), massage (맛싸자), and hydrotherapy (水治療). Just because it's called a sanitarium (요양병원) doesn't mean it should be thought of only as a sanatorium for tuberculosis (肺結核) patients like the Haeju Sanitarium. It combines natural therapies (자연치료) with surgical procedures, including abdominal surgery, selecting the best academic methods."

Listening to this, we climbed to the 4th-floor rooftop. A vast plain (一望平野) stretched out; far off, Samgak Mountain, Seoul city, and Namsan were visible. The surroundings were encircled by green pines (蒼松), and a cool, clear breeze seeped through the pine forest (松林). Sparrows chirped, insect sounds cried out – wouldn't anyone's spirit (心靈) become clear, even someone from the midst of complexity, immersed in this nature? Flocks of birds hidden within the nearby Hŭigyŏngwŏn Royal Tomb fluttered back and forth.

"When will it open?" I asked. "We'll probably move everything from Insadong in November and install more facilities. And next spring (明春), we plan to hold a grand opening ceremony for the new building." "How much did the construction cost?" "It probably cost over 100,000 wŏn, and the land cost about 50,000 wŏn. We bought all the surrounding pine forest, and we plan to build doctors' residences within the pine forest in the future. We've started this large project, and permission for fundraising has been granted. Already, starting in Seoul, we are immensely grateful that many people approve of our work, beginning with the generous donations (喜捨) from certain philanthropists (某某 篤志家)." I raise my two hands and pray that this enterprise brings joy to the weeping and the light of health to the suffering, thereby contributing to Chosŏn society. <149>

**Summary**

This travelogue recounts the author's visit to the nearly completed Kyŏngsŏng Sanitarium in the Ch'ŏngnyangni/Hoegi-ri area outside Seoul in October 1935. Guided by an accountant, Mr. Ch'oe, the author describes the modern, three-story building with advanced facilities like hydrotherapy, electrotherapy, X-ray, and an operating room, set amidst serene pine forests. The hospital, run by the Seventh-day Adventist Church, aimed to provide modern medical care, including surgery and natural therapies, distinct from typical sanatoriums. The author notes the significant cost (over 150,000 wŏn), ongoing fundraising efforts, and expresses hope for the hospital's positive impact on Korean society.

For historians, this article offers insights into the development of modern healthcare in colonial Korea, particularly through foreign religious missions like the Seventh-day Adventists. It highlights the introduction of Western medical practices and technologies (electrotherapy, hydrotherapy, X-ray), the substantial investment involved, the blending of modern medicine with "natural therapies," and the perception of such institutions by contemporary Koreans. The mention of other Adventist hospitals in East Asia (Tokyo, Mukden, Shanghai, Sunan) places this development within a broader regional context of missionary activity and modernization. The contrast drawn between the polluted city and the clean suburban environment chosen for the hospital is also noteworthy.

**Named Entities**

仁寺洞	인사동	Insadong
벌서	벌써	Already (older spelling of 벌써)
某某	모모	So-and-so, certain (placeholder for names)
篤志家	독지가	Philanthropist, person of high purpose
喜捨	희사	Generous donation
만흠을	많음을	That there are many (older spelling of 많음을)
안슴니다	않습니다	Do not (polite formal ending, older spelling of 않습니다)
깁븜	기쁨	Joy (older spelling of 기쁨)
엇엄	얻음	Gaining, obtaining (older spelling of 얻음)
도음	도움	Help, aid, contribution (older spelling of 도움)
더러	들어	Raising (hands) (older spelling of 들어)


---------------------------


잡지명	삼천리 제7권 제10호
발행일	1935년 11월 01일
기사제목	蒼松의 둘녀싸인 京城療養病院 觀光記
필자	聖大峯人
기사형태	기행문

蒼松의 둘녀싸인 京城療養病院 觀光記
						聖大峯人
10월 7일 오후 서울 장안 공기가 탁할대로 탁해저 잇는데 사무실에서 나온 거름으로 仁寺洞 경성료양의원 임시사무실을 차지니 한 송이 蓮꽃일는지 한 간호원이 나와 더러오란다. 사무실은 모두가 분주히 도라가는데 서양의사는 왕진가고 崔의사와 회계 崔永贊씨가 帳薄우에 붓을 날니고 잇다. 나는 崔씨의게 사무시간도 그 반필 햇슬 터인데 시외 청량리로 산책도 할 겸 신축하는 병원을 구경하고 오자는 의견을 발하엿다. 씨는 조곰만 기달니시오 하든이 사무보든 것을 것어치우고 나와갓치 문간을 나섯다. 時는 오후 4시반 빠고다공원 압해서 전차를 잡아타고 동대문에서 乘換하야 시외로 전차를 달니는데 점점 그 탁하든 공기는 살아저간다. 청량리에 내려 다시 回基里가는 뻐쓰를 집어타고 종점에서 내려 집행이를 두루며 京元線踏切을 넘으니 이곳은 순전한 농촌풍경이 그대론대 蒼林은 욱어저 잇고 淸風은 불어오는데 숙새하개 흰 돌노 지은 화려한 3층 白玉의 집 석양 붉은 노을에 반사되는 그 찬란한 偉觀이야말노 서울장안에서 보지 못할 觀景이엿다. 안내하는 崔씨의 뒤를 따러가니 아직 심은 제 얼마 아니되는 뜰압 너른데 가득히 심은 잔듸밧 그러고 분수기며 왼뜰은 둘녀심은 각색화초는 가을＜148＞ 바람에 한들한들하는데 정문에 더러서니 崔씨에 말이 밋헤층에는 식당, 창고등 병원살님사리하는 것으로 되엿고 2층부터가 병원환자 입원실이엇슴니다하며 빤짝이는 일홈모를 돌노 깐 난간을 거늘면서 房房이 구경하니 올흔편 입구에 가 제약실, 좌편이 회계실, 회계실 다음이 간호원실, 그리고 水治療室, 電氣治療室, 한편 모통이가 한적한 3등 입원실, 정문 마진 편이 진찰실, x光線室, 東便 두 밝은 방이 亦 三等入院劮�이다. 그리고 3층에 올나가니 이방들은 더욱 고요하고 태양광선이 잘 드러오게 만든 방들인 대 제일 뒤 삼각형으로 된 방이 수술실, 그리고는 크고 적은 입원실이 가득히 잇다. 몃 사람이나 입원할 수 잇슬가요? 한즉 글세요. 특별한 경우에야 100명이라도 수용할 수 잇겟지요. 그러나 3층은 특별실 일등실, 이등실노 난휘엿습니다. 그리고 환자가 만흐면 일등실환자에게 간호원이 꼭 한 사람식 잇서 간호하도록 되겟습니다. 본시 이 병원은 第7日安息日 耶蘇再臨敎會에 경영인 바, 세계 각국에 同계통에 병원이 60여곳 임니다. 東京위생병원이나 奉天요양병원 上海요양병원 平南順安병원등은 현저한 호평을 밧고 잇습니다. 順安병원이 조선에 처음 잇슬 때 로셜의사의 득택은 西鮮지방 인사는 모를 이 업스리다. 지금 이 경성요양병원은 光線, 熱, 電氣, 맛싸자, 水治療등이 보통병원 이외에 설비라 하겟지요. 요양병원이라니 海州요양병원처럼 肺結該환자의 정양소로만 알 것이 아니지요. 자연치료를 겸한 외과수술 내과복부수술등으로 최선에 學理的방법을 선택한 바이외다. 이런 말을 드르면서 4층 옥상에 올어니 一望平野로 멀니 三角山, 서울장안 남산 등이 보이고 四圍는 蒼松으로 둘녀싸혓고 서늘한 맑은 바람은 松林새로 새여오는데 참새띄는 째작거리고 버레소리는 우는 자연 속에 파뭇친 뜻 희경원왕릉 속에 숨어잇는 새떼는 왓다갓다 하는데야 아모리 복잡한 가운데 잇는 사람일지라도 그 心靈이 맑아지지 안켓는가. 나는 언제 개원함니가 한즉 「아마 11월에는 인사동잇는 것을 다 이전할 것이며 또 더 만히 설비하리다. 그리고 明春에는 新築落成式을 굉장히 하렴니다.」 공사비가 얼마나 더럿는가요 한즉 「10만은 더럿슬 것이고 기지대가 5만원이나 됨니다. 사위에 송림을 모두 싼 것이 데 장차 의사주택도 송림 속에 지어려 합듸다. 그런데 이 큰 사업을 시작한 바 지금 기부금허가가 나왓는데 벌서부터 서울장안에서도 벌서 某某 篤志家의 喜捨하는 것으로 위시하여 우리의 사업을 찬성하는 이 만흠을 감사하기 마지 안슴니다 한다. 나는 이 사업이 우는 이의게 깁븜을 주고 괴로운 이를 건강의 광명을 엇엄의 잇서 조선사회에 도음이 되기를 두 손을 더러 비는 바이다.＜149＞
＜148-149＞
